Running Forward KL,Real Det Return,Itration,Running Reverse KL,Running Update Time,Reward Loss,Real Sto Return,Running Env Steps
18.6946,3456.56,57,12.2752,57,-328.42401123046875,3385.13,285000
18.7095,3461.06,58,12.2181,58,-429.5294494628906,3467.87,290000
18.5209,3441.01,59,12.0339,59,-384.6122131347656,3319.47,295000
18.4716,3446.41,60,12.5317,60,-391.94989013671875,3434.2,300000
18.3643,3443.93,61,12.6056,61,-337.850341796875,3340.95,305000
19.232,3452.6,62,12.1993,62,-468.6753845214844,3369.39,310000
18.2752,3462.15,63,12.3843,63,-384.61712646484375,3464.56,315000
18.7018,3482.62,64,12.5818,64,-432.43450927734375,3477.65,320000
18.2827,3458.83,65,12.0714,65,-389.6054992675781,3378.23,325000
18.1299,3427.42,66,12.4645,66,-301.4859313964844,3289.72,330000
18.4675,3463.44,67,11.7056,67,-449.28350830078125,3481.27,335000
18.1421,3487.4,68,12.2163,68,-416.3042907714844,3477.87,340000
17.9083,3481.11,69,11.7665,69,-371.03167724609375,3333.56,345000
19.2499,3462.31,70,11.7708,70,-546.4188842773438,3350.7,350000
18.4399,3453.3,71,12.1614,71,-429.950439453125,3452.05,355000
18.1846,3492.82,72,11.8563,72,-491.7284240722656,3473.61,360000
18.96,3498.76,73,11.9154,73,-512.6533813476562,3155.86,365000
18.3797,3486.22,74,11.6716,74,-466.02020263671875,3412.94,370000
18.1755,3495.32,75,11.963,75,-422.30767822265625,3295.55,375000
18.005,3490.38,76,11.6638,76,-405.4400634765625,3351.94,380000
18.9684,3470.78,77,12.8805,77,-512.1856079101562,3360.09,385000
18.1684,3463.3,78,12.0533,78,-444.52880859375,3384.46,390000
18.9017,3490.47,79,12.7027,79,-515.9782104492188,3489.33,395000
19.2352,3463.02,80,12.8909,80,-523.7639770507812,3455.13,400000
18.1041,3458.16,81,11.8969,81,-468.5817565917969,3381.22,405000
18.1432,3475.84,82,11.8081,82,-449.3845520019531,3140.18,410000
18.4519,3496.55,83,12.7836,83,-562.1920776367188,3437.6,415000
18.0747,3492.28,84,12.0166,84,-509.583740234375,3480.63,420000
18.1698,3496.19,85,11.6301,85,-532.7662353515625,3256.45,425000
18.1144,3483.95,86,11.9448,86,-533.7589721679688,3468.18,430000
17.9509,3480.49,87,11.7381,87,-507.50201416015625,3345.4,435000
17.7441,3492.74,88,10.8469,88,-537.177734375,2772.95,440000
18.1922,3481.3,89,11.5413,89,-442.65936279296875,3032.2,445000
18.0253,3516.14,90,11.4966,90,-555.965087890625,3128.33,450000
18.2293,3490.11,91,12.1225,91,-612.0261840820312,3484.32,455000
18.2695,3435.48,92,11.5692,92,-641.2769165039062,3436.52,460000
18.0336,3493.41,93,11.902,93,-566.0623779296875,3486.23,465000
18.0042,3478.4,94,11.5003,94,-632.2845458984375,3473.15,470000
17.9173,3486.63,95,11.7562,95,-504.5291442871094,3332.31,475000
17.8802,3492.68,96,10.5541,96,-600.9801635742188,3079.45,480000
18.0182,3499.65,97,11.357,97,-622.5381469726562,3426.29,485000
17.5847,3518.21,98,11.1592,98,-543.2594604492188,3326.48,490000
17.9961,3499.35,99,11.389,99,-571.83447265625,3490.72,495000
17.763,3460.54,100,11.7284,100,-596.5418701171875,3460.88,500000
17.8853,3506.58,101,11.4862,101,-632.9842529296875,3502.95,505000
17.8512,3482.97,102,11.9484,102,-630.3347778320312,3196.04,510000
18.3876,3484.96,103,11.1892,103,-750.2407836914062,3096.04,515000
18.3497,3483.12,104,11.7432,104,-646.4727783203125,3485.0,520000
18.2174,3465.8,105,11.4483,105,-728.7181396484375,3469.32,525000
17.4725,3471.24,106,11.0536,106,-666.274169921875,3474.01,530000
17.9117,3487.29,107,11.0873,107,-718.1927490234375,3483.07,535000
17.3171,3477.02,108,10.7547,108,-585.9662475585938,3467.71,540000
17.9069,3471.5,109,11.2494,109,-727.6443481445312,3459.85,545000
18.6939,3424.76,110,11.6585,110,-851.947265625,3433.05,550000
17.9014,3511.42,111,11.3754,111,-798.6109008789062,3497.76,555000
17.4022,3475.3,112,10.9587,112,-749.6240844726562,3477.11,560000
17.7757,3486.9,113,11.5451,113,-777.9952392578125,3479.21,565000
17.7332,3466.51,114,11.4589,114,-688.3467407226562,3470.54,570000
17.467,3489.87,115,10.8417,115,-749.80908203125,3471.26,575000
16.9003,3493.15,116,10.9181,116,-642.8953857421875,3423.65,580000
17.4289,3467.04,117,10.9789,117,-655.02685546875,3342.58,585000
16.9857,3472.06,118,9.9913,118,-609.8734130859375,3257.27,590000
17.5136,3502.63,119,10.9757,119,-762.852783203125,3484.4,595000
17.4719,3476.64,120,10.8575,120,-669.8013916015625,3443.7,600000
17.899,3533.39,121,10.0884,121,-836.4927978515625,3050.27,605000
17.399,3507.58,122,10.7339,122,-792.0573120117188,3482.52,610000
17.4213,3496.1,123,10.6992,123,-760.1416015625,3497.99,615000
17.9651,3498.51,124,11.7916,124,-874.6681518554688,3504.77,620000
17.0319,3520.93,125,10.1679,125,-757.6882934570312,3151.98,625000
17.5123,3497.99,126,10.9053,126,-839.1644897460938,3481.34,630000
16.7952,3493.38,127,10.5179,127,-760.7897338867188,3290.38,635000
16.7342,3508.21,128,9.858,128,-775.2379150390625,3402.49,640000
17.2109,3470.56,129,10.6166,129,-794.1226196289062,3368.02,645000
17.3751,3510.96,130,10.8294,130,-758.0905151367188,3477.69,650000
17.3662,3531.12,131,9.9096,131,-766.6880493164062,2889.6,655000
16.4872,3498.57,132,10.2609,132,-621.8652954101562,3383.16,660000
17.0531,3529.94,133,10.6123,133,-854.6824951171875,3199.87,665000
16.9539,3521.58,134,9.4469,134,-871.72509765625,2309.71,670000
17.5336,3545.66,135,9.5725,135,-826.8753662109375,2827.27,675000
17.7847,3518.32,136,10.8673,136,-867.4168701171875,3500.3,680000
17.7433,3493.37,137,10.2586,137,-985.2298583984375,3487.47,685000
17.5454,3420.33,138,10.925,138,-891.052001953125,3425.99,690000
17.0848,3484.92,139,10.3646,139,-860.6875610351562,3485.02,695000
18.011,3510.38,140,11.0156,140,-1059.8406982421875,3488.74,700000
17.8885,3509.3,141,10.9351,141,-969.3621215820312,3470.07,705000
17.2549,3507.81,142,10.6373,142,-930.1590576171875,3488.58,710000
17.2476,3480.14,143,10.2827,143,-926.7135009765625,3471.83,715000
17.3064,3518.13,144,10.6475,144,-1009.89306640625,3361.54,720000
17.1613,3474.92,145,9.8405,145,-980.6475219726562,3202.18,725000
17.7669,3476.31,146,10.8747,146,-1000.3829345703125,3392.93,730000
16.7293,3460.82,147,10.1611,147,-876.1542358398438,2778.46,735000
17.4554,3500.06,148,10.8757,148,-1079.1312255859375,3482.1,740000
17.8869,3481.76,149,10.6695,149,-1061.849853515625,3451.85,745000
17.4004,3501.79,150,10.4137,150,-1065.997802734375,3301.44,750000
17.0135,3496.55,151,10.1887,151,-1052.8271484375,3468.73,755000
17.0817,3516.67,152,10.7304,152,-987.7039794921875,3489.32,760000
17.4382,3486.32,153,10.8204,153,-1059.8070068359375,3458.04,765000
17.891,3486.05,154,10.8454,154,-1130.99169921875,3458.6,770000
17.8723,3490.99,155,11.0164,155,-1183.5015869140625,3464.57,775000
17.1316,3515.64,156,10.1756,156,-1027.037109375,3485.5,780000
17.6256,3500.95,157,10.8005,157,-1176.5167236328125,3385.75,785000
17.2982,3466.81,158,10.1509,158,-995.1481323242188,3415.22,790000
17.1334,3498.94,159,10.5438,159,-1131.2769775390625,3373.44,795000
17.9958,3473.17,160,11.189,160,-1168.6376953125,3440.97,800000
17.8795,3502.05,161,11.2205,161,-1238.1246337890625,3341.57,805000
17.8181,3508.68,162,10.7365,162,-1160.375732421875,3481.11,810000
17.4564,3504.57,163,10.8583,163,-1190.751220703125,3481.29,815000
17.4443,3504.92,164,10.3165,164,-1144.955078125,3144.81,820000
17.7419,3523.66,165,10.6576,165,-1325.6641845703125,3078.66,825000
17.5382,3488.22,166,10.2422,166,-1217.0452880859375,3424.51,830000
17.8982,3527.31,167,10.7121,167,-1244.3743896484375,3495.88,835000
17.1425,3487.91,168,10.0459,168,-1090.0526123046875,3459.94,840000
17.2857,3486.38,169,10.426,169,-1080.2645263671875,3462.51,845000
17.1965,3511.95,170,10.2567,170,-1166.413818359375,3459.31,850000
17.6412,3464.83,171,10.7924,171,-1061.9239501953125,3447.47,855000
17.4755,3458.11,172,10.5298,172,-1207.8197021484375,3449.19,860000
17.9522,3492.57,173,11.0393,173,-1311.3028564453125,3457.1,865000
17.5967,3479.94,174,10.6489,174,-1279.5284423828125,3455.26,870000
18.3697,3516.54,175,11.7768,175,-1325.183837890625,3498.13,875000
18.0189,3483.37,176,10.9102,176,-1331.866943359375,3462.51,880000
18.3037,3492.19,177,10.7829,177,-1359.5421142578125,3462.57,885000
18.4476,3514.35,178,11.3474,178,-1328.6162109375,3480.71,890000
17.6493,3522.08,179,11.3734,179,-1336.466552734375,3224.08,895000
17.96,3496.02,180,11.1091,180,-1364.4544677734375,3469.69,900000
17.7089,3479.11,181,10.8744,181,-1275.829833984375,3474.68,905000
17.7781,3457.22,182,11.2587,182,-1210.850830078125,3452.65,910000
18.1617,3488.1,183,11.2594,183,-1393.517822265625,3468.84,915000
17.889,3486.0,184,11.2151,184,-1341.3001708984375,3455.72,920000
17.5646,3470.62,185,10.5087,185,-1383.732177734375,3450.98,925000
17.415,3495.63,186,10.1322,186,-1297.8905029296875,3076.5,930000
17.5905,3470.15,187,10.6,187,-1330.9332275390625,3458.25,935000
17.4059,3497.44,188,10.141,188,-1454.28466796875,3486.97,940000
16.8528,3497.62,189,9.6047,189,-1200.0858154296875,3361.36,945000
17.6809,3510.94,190,10.7701,190,-1459.8731689453125,3226.64,950000
17.7056,3457.6,191,10.4676,191,-1312.0594482421875,3422.32,955000
17.9591,3438.82,192,10.5171,192,-1456.666015625,3316.58,960000
17.0274,3478.79,193,10.0833,193,-1405.18603515625,3437.24,965000
17.4897,3498.73,194,10.6174,194,-1423.289794921875,3451.27,970000
17.4534,3491.13,195,10.4152,195,-1423.3829345703125,3477.42,975000
17.2268,3481.41,196,10.2254,196,-1337.6728515625,3460.9,980000
17.3147,3469.12,197,10.4389,197,-1382.905029296875,3144.91,985000
17.276,3496.16,198,10.5866,198,-1552.00537109375,3483.47,990000
17.6641,3478.71,199,10.627,199,-1570.190185546875,3453.65,995000
