Running Reverse KL,Real Sto Return,Real Det Return,Itration,Running Forward KL
31.54,294.4,1001.91,91,72.1478
30.998,227.68,910.83,92,74.4964
31.1502,295.08,858.17,93,71.2408
30.9771,294.55,1000.97,94,72.86
31.2628,314.45,1002.99,95,72.0875
31.361,303.93,996.79,96,72.2104
31.1594,306.89,1009.81,97,73.3475
31.1744,288.74,943.43,98,72.9276
31.1626,279.22,900.03,99,72.2992
31.672,281.56,915.77,100,73.7156
31.0629,295.9,1001.88,101,72.6418
30.952,296.83,946.87,102,72.3752
31.6386,277.75,944.98,103,71.8467
30.9583,305.63,1009.16,104,72.8693
31.0245,307.99,996.71,105,73.885
30.9937,259.82,987.09,106,71.9
31.2307,300.49,1005.33,107,72.2266
31.2382,287.23,1008.2,108,71.5725
31.0524,267.02,951.23,109,72.832
31.1305,262.55,965.76,110,72.7618
31.4398,238.15,849.57,111,72.3598
31.1908,299.94,1000.22,112,73.535
31.0422,305.89,911.07,113,72.5017
31.1398,322.4,1014.15,114,72.3989
31.0548,285.47,988.35,115,73.023
31.4351,304.62,1007.97,116,72.9519
30.929,306.05,972.62,117,70.741
31.4115,295.35,906.24,118,73.0751
31.2205,287.11,913.94,119,73.5456
30.8396,288.82,1009.74,120,72.6389
30.8637,292.22,1007.69,121,72.3136
30.858,308.18,904.07,122,71.8432
30.86,334.7,904.7,123,72.6072
31.4345,315.26,917.84,124,72.387
30.7365,280.6,998.76,125,72.6085
31.2386,314.6,964.04,126,73.4278
31.0878,346.16,1013.14,127,73.4971
30.9864,287.87,1005.13,128,71.4724
31.1735,301.78,911.91,129,72.4214
30.8919,294.49,1004.76,130,71.8309
30.7942,303.63,963.82,131,72.2663
31.0414,251.41,870.56,132,73.6899
31.4816,320.25,1008.52,133,72.8252
30.5517,315.58,968.23,134,72.9314
30.9367,292.23,1018.12,135,72.7385
30.6977,313.92,962.17,136,72.3617
31.1919,300.88,1002.69,137,73.4341
30.7418,286.58,962.77,138,71.1735
30.5889,311.3,958.12,139,72.5036
31.3483,285.8,916.33,140,72.4688
31.2837,311.73,960.68,141,73.5449
30.4167,323.93,1014.16,142,72.9641
31.1759,303.33,964.35,143,73.4837
30.3552,267.04,966.6,144,72.6267
30.9816,281.66,1008.62,145,73.0897
30.8705,306.57,912.43,146,72.9161
30.6179,292.31,872.05,147,72.9518
30.6486,319.28,962.04,148,72.2253
30.9499,320.0,1012.75,149,72.1445
31.2618,283.01,912.2,150,72.7339
30.9165,299.37,976.84,151,72.3652
31.2133,318.77,962.71,152,72.9675
30.7139,339.43,955.39,153,72.0447
30.5468,311.29,865.84,154,72.4046
31.172,302.27,1007.09,155,73.1217
30.7402,335.96,916.88,156,71.9483
30.8744,331.66,918.76,157,72.9109
30.6716,287.42,821.44,158,72.0054
30.8344,293.71,1006.91,159,73.0977
30.7299,296.66,965.63,160,71.7274
31.0389,295.23,968.84,161,72.8573
30.986,280.08,963.62,162,74.3085
30.6893,329.48,1012.43,163,73.163
31.1114,292.4,971.51,164,73.1574
31.3108,325.85,867.86,165,73.0652
30.6533,316.73,1011.86,166,72.6558
31.1295,311.76,1019.21,167,72.8442
30.9985,261.95,1014.32,168,72.6525
30.4187,252.72,812.8,169,72.7025
30.9946,288.21,757.65,170,72.7129
30.7246,305.55,866.65,171,71.6958
31.0261,334.15,917.85,172,73.0207
31.4512,327.25,1013.83,173,73.5578
30.6332,302.55,1018.07,174,73.5763
30.1795,266.91,827.66,175,72.7131
30.7329,323.32,1017.26,176,73.6411
30.7502,320.23,868.01,177,73.4403
30.2626,308.19,917.59,178,72.2541
31.0229,285.57,923.35,179,73.3652
30.6585,320.67,973.04,180,72.9086
30.698,317.33,863.24,181,72.3797
30.8016,282.19,873.94,182,72.4701
30.5435,329.05,915.94,183,72.9641
30.5182,318.35,976.88,184,72.6855
30.7469,310.36,974.63,185,73.264
30.34,298.31,1020.75,186,73.1215
31.0018,316.79,959.15,187,72.8165
30.7709,286.11,921.05,188,73.2032
30.5087,297.76,1018.92,189,72.7177
30.4936,327.11,925.39,190,72.2225
30.9925,321.2,1007.92,191,73.3198
30.6086,333.15,974.26,192,73.1041
30.4279,293.32,872.44,193,72.8889
30.5231,294.7,820.82,194,72.1547
30.9849,301.42,807.21,195,73.049
30.4902,315.73,1021.08,196,72.543
30.312,323.05,959.84,197,71.9144
30.1171,310.17,1015.9,198,72.7407
30.7754,328.28,1021.19,199,71.5137
30.4838,319.31,975.58,200,72.396
30.6226,317.29,966.36,201,72.6812
30.221,314.15,1015.82,202,72.6591
30.1789,327.1,1019.19,203,72.7206
30.9132,316.87,912.41,204,72.262
30.1698,278.53,914.67,205,72.5289
30.5606,305.59,1017.7,206,72.8263
30.6532,326.19,1015.28,207,72.5743
30.9053,334.04,1024.12,208,72.8633
30.4308,301.38,966.51,209,72.505
30.9484,249.57,865.22,210,73.0298
30.5298,278.58,760.92,211,73.4052
30.8041,294.5,867.77,212,72.7449
30.6152,284.15,863.88,213,73.1131
30.7237,275.48,970.29,214,72.006
30.8611,283.5,860.57,215,72.4707
30.7483,332.22,907.8,216,72.0275
30.9745,311.7,915.08,217,72.9316
30.4385,309.48,957.64,218,74.1445
30.5348,308.57,914.12,219,73.942
30.605,304.85,1018.59,220,73.2808
30.6608,262.55,718.94,221,73.5649
30.3686,332.33,859.41,222,71.5059
30.2022,311.44,969.1,223,72.6307
30.527,312.29,1012.14,224,72.3035
30.2331,295.28,969.3,225,73.0489
30.4135,301.53,965.7,226,73.8911
30.3015,323.23,964.75,227,73.4762
30.6455,316.25,1020.65,228,73.3518
30.7422,293.33,867.26,229,74.1667
30.5158,334.91,865.05,230,73.3171
30.9583,278.95,861.06,231,72.7142
30.8642,267.4,867.73,232,73.0132
30.1981,312.63,809.8,233,72.577
30.3506,310.63,910.47,234,72.0405
30.4297,306.66,863.97,235,73.027
30.5225,298.87,858.84,236,73.8353
30.6494,269.89,907.9,237,73.7068
30.4915,272.53,1015.75,238,72.5253
30.347,265.3,915.99,239,72.5295
30.4731,284.57,961.34,240,73.3387
30.4549,293.92,1015.48,241,73.8208
30.4866,272.68,866.69,242,73.8696
30.8024,296.1,1012.3,243,73.5944
30.1401,268.78,1015.2,244,73.0523
30.1093,282.15,1012.69,245,72.5573
30.1171,298.91,966.65,246,73.0507
30.624,256.78,911.71,247,73.6792
30.6605,315.48,915.33,248,73.4935
30.2478,272.05,957.8,249,72.7793
30.3606,265.18,864.99,250,73.7596
30.5424,311.51,966.52,251,72.8059
30.6277,292.77,967.81,252,72.8123
30.4323,317.59,659.33,253,73.1916
30.3949,322.74,810.99,254,73.3275
30.526,214.64,968.29,255,74.3691
30.835,234.27,796.73,256,73.476
30.1809,290.27,909.78,257,72.885
30.5864,269.29,964.07,258,73.7959
30.8309,265.0,709.73,259,73.7892
30.3734,289.68,868.61,260,73.8493
30.4052,246.15,911.08,261,72.6525
30.0705,282.87,967.48,262,72.8633
30.6254,293.66,957.84,263,73.6699
30.1892,266.99,971.24,264,73.4468
30.3769,210.21,1004.66,265,73.1457
30.2721,276.54,912.25,266,74.3452
30.1936,248.77,953.96,267,73.2263
30.4975,297.97,850.28,268,73.3764
29.9075,264.49,1015.94,269,72.473
30.5096,249.66,1005.22,270,74.1451
30.5181,311.54,822.69,271,72.7857
29.7604,275.41,866.04,272,72.6298
30.2985,306.71,955.32,273,72.669
30.24,299.59,760.11,274,72.6692
30.3165,298.71,909.67,275,73.0241
29.8621,239.99,911.52,276,72.143
30.127,322.52,957.81,277,73.5152
30.2067,279.82,913.98,278,71.5618
30.3345,260.99,856.08,279,73.3073
30.4937,297.89,759.65,280,73.5157
30.1492,290.37,900.46,281,72.3115
30.2848,338.2,1009.18,282,72.7849
30.0621,309.4,923.0,283,73.4688
30.4949,238.99,918.64,284,74.0964
30.3252,279.65,804.9,285,72.7617
29.9951,259.43,759.82,286,72.8865
30.1483,287.27,958.63,287,73.555
30.1732,293.13,863.72,288,72.716
30.1641,294.29,1008.95,289,73.0615
29.6208,267.07,962.26,290,72.3041
30.1395,301.78,964.19,291,73.0249
30.3495,270.02,758.03,292,73.8416
30.2985,252.17,907.8,293,72.5681
30.401,270.02,907.57,294,73.9854
30.1442,305.25,908.3,295,71.8068
29.8579,317.48,951.79,296,71.6937
30.5937,305.61,908.31,297,72.7919
29.8887,258.86,851.35,298,73.2731
30.0082,278.03,842.99,299,73.793
30.199,258.53,949.58,300,72.9883
30.373,256.0,998.65,301,73.6842
30.1597,273.28,955.46,302,74.0904
30.3369,264.32,951.24,303,73.0694
30.4632,264.11,808.11,304,73.2196
30.2523,252.21,658.25,305,73.4127
30.0158,273.82,956.74,306,73.8934
30.0739,292.57,1006.99,307,72.9708
30.011,295.3,760.4,308,73.2959
29.9403,307.1,959.97,309,73.0322
30.3738,313.58,904.56,310,73.6737
30.2444,277.44,907.8,311,73.8581
30.1765,269.71,863.02,312,73.563
30.614,292.52,1008.03,313,73.4918
30.3884,301.85,814.04,314,74.0635
30.1288,277.55,907.74,315,72.191
30.2897,329.26,951.94,316,73.9418
30.517,263.57,908.39,317,73.514
30.6638,299.48,893.36,318,73.5746
30.8495,303.16,907.16,319,73.3524
30.7236,265.12,802.77,320,73.5682
30.1731,255.11,1011.8,321,73.2495
30.7664,312.23,958.37,322,72.4984
30.569,252.35,905.34,323,73.3418
30.6402,313.57,963.15,324,73.0184
30.294,263.97,965.21,325,74.2839
