Running Reverse KL,Running Update Time,Running Forward KL,Real Det Return,Running Env Steps,Itration,Reward Loss,Real Sto Return
14.4296,384,37.4355,4420.7,1920000,384,-2294.46923828125,4393.08
14.1131,385,36.8752,4400.06,1925000,385,-2358.82861328125,4244.72
19.4277,386,38.6941,4265.07,1930000,386,-2910.48779296875,3555.8
62.6268,387,49.9704,454.91,1935000,387,-5047.376953125,426.97
59.0463,388,51.0756,520.47,1940000,388,-5279.5380859375,474.81
20.4438,389,42.5844,3443.13,1945000,389,-3471.026123046875,3644.98
31.2734,390,47.6993,769.38,1950000,390,-5150.49951171875,811.78
25.3278,391,43.8445,3996.63,1955000,391,-3146.759033203125,4025.56
37.7618,392,49.7016,260.51,1960000,392,-5270.50390625,474.48
21.4123,393,42.5621,4071.63,1965000,393,-3002.877197265625,3810.52
21.1971,394,41.2209,4054.63,1970000,394,-2892.250732421875,4157.83
18.8392,395,40.8116,4063.49,1975000,395,-2689.388671875,3917.08
18.9584,396,40.8583,4154.67,1980000,396,-2778.27294921875,4109.65
19.906,397,39.1884,4293.33,1985000,397,-2508.174560546875,4316.92
17.0581,398,38.6309,4261.41,1990000,398,-2511.07470703125,4331.03
17.792,399,38.6203,4321.03,1995000,399,-2495.125732421875,4292.33
17.1484,400,37.9532,4414.53,2000000,400,-2388.79443359375,4411.39
15.1721,401,38.4804,4471.0,2005000,401,-2357.89404296875,4361.6
15.14,402,38.0408,4482.74,2010000,402,-2376.106201171875,4349.26
15.1711,403,38.1909,4430.43,2015000,403,-2583.046142578125,4385.37
15.9129,404,38.5855,4361.7,2020000,404,-2806.060302734375,4388.6
14.3222,405,38.8394,3849.17,2025000,405,-2916.253662109375,3660.41
15.1185,406,37.6086,4540.11,2030000,406,-2903.8486328125,4402.71
13.7669,407,37.779,4471.45,2035000,407,-2546.265625,4370.59
13.5915,408,38.1714,4482.29,2040000,408,-2564.32568359375,4332.27
13.5532,409,38.2917,4456.99,2045000,409,-2602.62841796875,4348.29
14.0977,410,38.3268,4526.04,2050000,410,-2603.580810546875,4383.99
14.4155,411,38.7546,4455.23,2055000,411,-2536.919677734375,4372.55
14.073,412,37.7918,4547.3,2060000,412,-2479.298095703125,4411.8
14.7108,413,38.371,4466.12,2065000,413,-2469.09033203125,4388.49
17.7492,414,38.6726,4467.11,2070000,414,-2768.157470703125,4388.88
14.9515,415,38.6966,4338.27,2075000,415,-2543.64892578125,4342.09
16.1938,416,38.9079,4515.7,2080000,416,-2328.1611328125,4473.01
14.9281,417,38.6397,4590.37,2085000,417,-2513.6220703125,4480.48
15.0133,418,38.6295,4540.13,2090000,418,-2530.119140625,4437.17
18.7333,419,40.1117,4591.23,2095000,419,-2847.340576171875,4451.36
15.9234,420,39.7333,4575.0,2100000,420,-2549.082275390625,4482.39
15.1518,421,39.475,4519.94,2105000,421,-2582.092041015625,4447.32
15.4276,422,38.4771,4533.64,2110000,422,-2517.200927734375,4463.1
14.5498,423,38.7237,4477.18,2115000,423,-2440.52587890625,4457.39
14.5938,424,38.2284,3986.52,2120000,424,-2445.278076171875,4452.87
13.8013,425,38.5647,4208.48,2125000,425,-2691.138916015625,4208.01
14.2332,426,38.2264,4494.2,2130000,426,-2846.71533203125,4251.39
13.9746,427,38.334,4159.45,2135000,427,-2959.5390625,4415.05
14.4286,428,39.108,4052.09,2140000,428,-2823.25732421875,4377.31
18.9214,429,37.9995,3926.51,2145000,429,-3144.66748046875,4361.65
18.0269,430,42.4431,2772.19,2150000,430,-4057.41650390625,2176.19
19.6009,431,40.5707,4121.12,2155000,431,-3406.543701171875,4092.45
19.0014,432,39.3551,4362.22,2160000,432,-3033.6904296875,4272.67
20.2092,433,39.9831,3932.23,2165000,433,-3761.76416015625,3903.0
46.4191,434,41.9182,1911.35,2170000,434,-4668.365234375,1821.61
21.8497,435,41.462,3601.23,2175000,435,-3587.0615234375,3596.61
19.6426,436,40.2333,4227.73,2180000,436,-3032.172119140625,3776.69
16.5846,437,40.0682,4073.22,2185000,437,-3121.42919921875,4127.5
16.8073,438,38.4365,4522.11,2190000,438,-2629.90625,4448.0
18.8799,439,40.1279,552.82,2195000,439,-3338.222900390625,3340.08
15.8398,440,38.6861,4471.07,2200000,440,-2600.208251953125,4292.92
15.3317,441,38.6372,4498.97,2205000,441,-2614.60009765625,4465.23
15.1617,442,38.4406,4528.69,2210000,442,-2680.244140625,4495.05
14.5272,443,38.0801,4555.84,2215000,443,-2645.830078125,4331.82
13.9549,444,37.0249,4524.89,2220000,444,-2568.183837890625,4476.35
14.686,445,39.0069,4661.96,2225000,445,-2828.97314453125,4335.88
14.3928,446,38.1075,4653.11,2230000,446,-2806.417236328125,4510.96
13.4575,447,36.4427,4687.97,2235000,447,-2696.602783203125,4373.57
19.1128,448,37.2135,3925.7,2240000,448,-3140.83642578125,3698.23
14.2435,449,37.8086,4396.83,2245000,449,-3037.770263671875,4249.18
15.0904,450,38.0023,4438.76,2250000,450,-2652.91650390625,4373.56
13.7816,451,37.682,4166.58,2255000,451,-2952.295654296875,4284.24
15.8835,452,38.1894,4329.87,2260000,452,-3109.86669921875,4354.02
18.601,453,38.0159,4284.58,2265000,453,-3603.076416015625,3902.01
14.0788,454,37.1794,2498.37,2270000,454,-3312.483154296875,3562.28
13.4978,455,36.5475,4499.99,2275000,455,-2984.286865234375,4411.36
15.0494,456,38.2996,4351.6,2280000,456,-3133.04736328125,4304.17
14.3755,457,37.7181,4397.47,2285000,457,-3013.8505859375,4380.82
23.9094,458,41.0011,2982.87,2290000,458,-4299.6865234375,2894.62
16.9268,459,39.7746,3276.18,2295000,459,-3818.34423828125,3640.01
15.2762,460,37.729,4389.72,2300000,460,-3026.152099609375,3997.37
15.1802,461,38.1432,4133.09,2305000,461,-3031.5908203125,4170.86
15.4617,462,38.8478,4191.53,2310000,462,-3138.3818359375,3853.25
19.4755,463,38.909,3977.58,2315000,463,-3315.157958984375,4037.49
15.7749,464,38.5736,4176.19,2320000,464,-3113.962646484375,4052.23
14.7253,465,38.2793,3711.15,2325000,465,-3214.07470703125,3998.87
15.8831,466,38.281,4190.2,2330000,466,-3051.181640625,4171.66
16.556,467,39.0217,4159.2,2335000,467,-3247.997314453125,4151.01
17.6473,468,38.9798,4385.46,2340000,468,-3134.7744140625,4323.39
20.7335,469,38.9762,4329.81,2345000,469,-3476.474609375,4249.27
18.0113,470,38.7108,4443.35,2350000,470,-3147.615966796875,4355.76
16.9937,471,38.9365,4390.26,2355000,471,-3181.249267578125,4239.26
16.9255,472,38.9688,4350.68,2360000,472,-3182.874755859375,3977.69
17.643,473,38.3293,3511.56,2365000,473,-3472.99072265625,3975.32
16.3774,474,39.4947,4166.83,2370000,474,-3420.533935546875,4127.51
16.5067,475,38.2601,4272.99,2375000,475,-3172.320556640625,4100.32
25.089,476,39.0452,2608.33,2380000,476,-4250.17138671875,4043.98
17.3626,477,38.7862,4116.88,2385000,477,-3107.276123046875,3709.01
16.5947,478,38.4331,3748.56,2390000,478,-3338.317626953125,3585.86
16.5186,479,39.4122,4364.98,2395000,479,-3607.987060546875,3374.44
15.3397,480,39.6374,4161.06,2400000,480,-3408.595947265625,3970.88
15.597,481,38.5928,4230.51,2405000,481,-3271.70361328125,4119.64
18.6932,482,39.9646,4246.25,2410000,482,-3068.51904296875,4311.0
16.4914,483,40.0709,3338.97,2415000,483,-3654.664306640625,3891.2
18.0741,484,40.3201,4218.45,2420000,484,-3553.22802734375,4099.28
15.961,485,39.4185,4167.24,2425000,485,-3291.40771484375,4143.33
19.1828,486,39.9708,4241.41,2430000,486,-3577.42822265625,4066.59
16.6933,487,38.9053,4236.85,2435000,487,-3233.763671875,4283.93
17.7445,488,38.5359,4211.92,2440000,488,-3166.248291015625,4313.04
17.4465,489,39.6621,4020.51,2445000,489,-3741.611572265625,3534.3
18.2273,490,39.2522,4172.2,2450000,490,-3317.44140625,4221.6
19.3151,491,40.0705,4348.83,2455000,491,-3493.2607421875,4331.29
19.2153,492,40.6142,4302.14,2460000,492,-3665.91064453125,4292.38
18.3091,493,39.1037,4389.96,2465000,493,-3326.094970703125,4372.35
19.9724,494,41.0852,4240.49,2470000,494,-3720.61669921875,4249.58
19.5017,495,39.9419,4264.68,2475000,495,-3428.51953125,4322.2
16.7455,496,40.5243,3876.76,2480000,496,-3790.725341796875,3388.52
18.3368,497,43.317,3425.16,2485000,497,-4700.6337890625,3302.08
36.0463,498,43.9882,3457.78,2490000,498,-5611.4697265625,2354.78
19.1906,499,42.3186,3488.24,2495000,499,-4177.3720703125,2774.34
20.0041,500,39.6147,4427.3,2500000,500,-3299.9765625,4379.12
20.0364,501,40.095,4180.47,2505000,501,-3421.0693359375,4255.1
18.1472,502,39.0051,4405.15,2510000,502,-2788.9853515625,4417.03
18.5947,503,37.4649,4440.86,2515000,503,-2995.769287109375,4399.08
19.4095,504,38.5773,3976.23,2520000,504,-3463.77392578125,4293.24
18.7037,505,38.2715,4627.17,2525000,505,-2821.9423828125,4292.18
18.7775,506,38.5879,4531.94,2530000,506,-3258.749267578125,4431.99
16.7309,507,40.4225,4474.91,2535000,507,-3391.7744140625,4423.89
15.5375,508,38.0622,4654.47,2540000,508,-2974.667236328125,4517.8
15.2908,509,38.8411,4559.97,2545000,509,-3045.479248046875,4471.6
15.2299,510,39.2531,4489.96,2550000,510,-3143.790771484375,4396.71
15.6696,511,39.5097,4375.02,2555000,511,-3236.307373046875,4293.94
16.0536,512,39.1304,4421.99,2560000,512,-3155.6337890625,4303.23
16.0011,513,39.8363,4355.13,2565000,513,-3329.319580078125,4259.64
16.0709,514,39.63,4283.87,2570000,514,-3458.114501953125,4218.79
16.6723,515,40.5809,4358.63,2575000,515,-3563.227294921875,4189.43
15.9803,516,40.574,4072.33,2580000,516,-3471.651611328125,4114.04
15.041,517,39.1846,4495.98,2585000,517,-3552.86962890625,4267.54
21.5345,518,41.8838,4049.41,2590000,518,-4004.364013671875,4084.26
17.6043,519,40.6848,4184.81,2595000,519,-3506.67236328125,4092.68
15.7884,520,39.2112,4132.64,2600000,520,-3317.77099609375,3811.41
27.4095,521,42.2034,1352.19,2605000,521,-5171.5390625,1749.91
21.4113,522,41.4234,4345.84,2610000,522,-3523.978759765625,4276.35
17.274,523,39.4307,4382.92,2615000,523,-3304.033447265625,4331.81
17.1421,524,37.3788,4451.41,2620000,524,-3274.610595703125,4456.19
19.298,525,40.6362,4382.68,2625000,525,-3486.1787109375,4342.25
15.7587,526,37.6909,4574.51,2630000,526,-3157.6220703125,4468.32
16.3282,527,36.8336,4618.24,2635000,527,-2948.601318359375,4515.87
15.9039,528,36.7997,4681.73,2640000,528,-2896.309326171875,4545.56
15.8979,529,37.5479,4742.12,2645000,529,-2864.50244140625,4434.7
15.9051,530,37.4661,4768.42,2650000,530,-2850.71044921875,4668.47
17.004,531,37.8412,4735.83,2655000,531,-2902.757080078125,4646.31
16.7212,532,37.6024,4741.08,2660000,532,-2842.706298828125,4662.98
16.4127,533,37.3031,4810.91,2665000,533,-3032.99609375,4669.77
17.6104,534,37.9409,4841.84,2670000,534,-3132.94384765625,4694.17
15.6839,535,36.8461,4836.61,2675000,535,-2850.2236328125,4591.77
15.9124,536,37.2263,4814.53,2680000,536,-2857.002685546875,4637.98
16.0885,537,37.5427,4803.07,2685000,537,-2872.770263671875,4652.86
15.6623,538,36.8541,4832.09,2690000,538,-2894.47509765625,4333.62
33.0603,539,44.139,3692.2,2695000,539,-5317.02978515625,3167.18
37.4347,540,44.028,3295.11,2700000,540,-4833.30615234375,3509.88
39.5474,541,44.9984,2421.18,2705000,541,-5103.69677734375,2030.83
19.538,542,43.2275,3548.33,2710000,542,-4431.478515625,3604.18
23.4883,543,38.9955,4373.89,2715000,543,-3809.87939453125,3982.1
19.6071,544,38.3171,4426.87,2720000,544,-3476.30126953125,4394.26
16.685,545,37.2887,4537.78,2725000,545,-3062.13671875,4502.64
19.7199,546,38.9662,4439.91,2730000,546,-3403.5576171875,4401.05
21.6988,547,39.101,4515.0,2735000,547,-4223.93017578125,4101.87
16.8755,548,36.6986,4471.9,2740000,548,-3290.42333984375,4416.9
17.6766,549,36.8722,4544.88,2745000,549,-3704.498779296875,3884.92
16.1122,550,38.0474,4462.67,2750000,550,-3394.992431640625,4405.16
14.8164,551,37.7731,4361.45,2755000,551,-3521.58251953125,4339.23
15.725,552,38.5554,4348.18,2760000,552,-3576.936279296875,4140.44
15.6966,553,38.1617,4359.74,2765000,553,-3694.0654296875,4307.31
20.9898,554,38.6566,4321.8,2770000,554,-4087.29833984375,4296.27
26.9263,555,38.1543,4403.2,2775000,555,-4571.99267578125,3786.23
14.96,556,37.8198,4453.75,2780000,556,-3772.052978515625,4332.33
15.4414,557,38.4337,4480.47,2785000,557,-3651.228759765625,4355.21
15.1222,558,38.7243,4437.06,2790000,558,-3712.767822265625,4396.41
15.3154,559,39.082,3656.12,2795000,559,-3914.947998046875,3983.71
18.872,560,38.7731,3679.55,2800000,560,-3987.49267578125,4304.98
19.637,561,39.5391,2539.71,2805000,561,-4279.2197265625,3390.66
18.1589,562,38.9861,4535.36,2810000,562,-3709.885009765625,4175.94
19.3497,563,38.6715,4358.23,2815000,563,-3978.503173828125,4206.01
18.4166,564,39.6915,4204.64,2820000,564,-4143.556640625,4158.44
15.9138,565,38.2822,4114.61,2825000,565,-3509.385498046875,4240.2
16.1205,566,38.0205,1766.96,2830000,566,-4022.597412109375,3722.53
15.5605,567,37.0064,4034.33,2835000,567,-3373.059326171875,4327.72
15.1094,568,37.27,4557.44,2840000,568,-3372.787109375,4514.66
15.6983,569,37.1088,4644.56,2845000,569,-3265.2919921875,4545.08
16.4554,570,37.3884,4699.18,2850000,570,-3297.2734375,4590.82
15.272,571,37.511,4667.22,2855000,571,-3387.007568359375,4552.08
15.3219,572,37.2341,4629.02,2860000,572,-3444.4912109375,4548.91
15.5857,573,37.6401,4731.87,2865000,573,-3393.138671875,4392.11
16.4285,574,36.8522,4725.59,2870000,574,-3587.866943359375,4487.27
14.7494,575,36.9047,4313.7,2875000,575,-3630.622314453125,4449.9
15.3671,576,36.1594,4559.77,2880000,576,-3469.25390625,4505.73
14.6364,577,36.6144,4495.22,2885000,577,-3566.161376953125,4451.17
16.3037,578,36.6624,4510.16,2890000,578,-3643.183349609375,4296.48
16.2329,579,37.2357,4506.88,2895000,579,-3696.5283203125,4243.26
14.5302,580,37.2399,4580.84,2900000,580,-3691.251708984375,4510.51
21.3847,581,37.1303,4542.02,2905000,581,-3955.88671875,4453.71
15.9414,582,36.9531,4490.91,2910000,582,-3708.65283203125,4385.56
15.2251,583,36.7759,4548.33,2915000,583,-3444.017333984375,4335.73
15.6152,584,35.7968,4746.58,2920000,584,-3225.56884765625,4647.32
21.9018,585,37.0602,4424.56,2925000,585,-4080.17529296875,3978.53
15.1735,586,36.3472,4738.15,2930000,586,-3429.697998046875,4420.35
26.1899,587,36.3595,3343.77,2935000,587,-4099.05615234375,3807.51
15.2309,588,35.7311,4829.16,2940000,588,-3444.365966796875,4502.14
17.7773,589,35.9037,4786.71,2945000,589,-3676.649658203125,4199.9
18.2341,590,37.7228,4822.0,2950000,590,-3812.46923828125,4364.47
24.5798,591,39.8592,4313.23,2955000,591,-4484.9111328125,3201.06
16.2594,592,37.2289,4663.78,2960000,592,-3659.37353515625,4495.44
16.7534,593,38.3149,4613.83,2965000,593,-3719.5849609375,4462.11
17.6493,594,37.8191,4683.26,2970000,594,-3641.47900390625,4662.54
17.9135,595,38.2969,4683.73,2975000,595,-3832.737060546875,4659.33
17.6275,596,38.6851,4670.73,2980000,596,-3929.255126953125,4639.32
17.6581,597,39.0588,4614.41,2985000,597,-4049.01318359375,4603.92
18.3484,598,38.3848,4591.05,2990000,598,-3754.784912109375,4575.37
17.0545,599,37.8471,4620.83,2995000,599,-3819.356201171875,4543.51
17.1893,600,38.3931,4755.88,3000000,600,-3660.841064453125,4623.24
18.4636,601,38.3212,4704.34,3005000,601,-4112.1796875,4575.82
17.1941,602,37.8513,4719.45,3010000,602,-3690.498046875,4622.6
17.3397,603,38.0448,4784.82,3015000,603,-3546.042236328125,4722.68
16.9625,604,36.6934,4828.44,3020000,604,-3460.65478515625,4714.13
16.5137,605,37.6721,4781.49,3025000,605,-3592.139892578125,4664.06
16.5028,606,37.4714,4768.26,3030000,606,-3612.942138671875,4651.8
16.0117,607,37.8217,4714.96,3035000,607,-3663.13916015625,4655.2
16.2491,608,37.5209,4736.68,3040000,608,-3495.5107421875,4687.84
16.3513,609,37.8039,4733.14,3045000,609,-3618.716064453125,4681.41
16.059,610,37.5796,4701.11,3050000,610,-3530.370849609375,4635.21
16.7225,611,37.4278,4803.67,3055000,611,-3517.628662109375,4682.74
15.8247,612,37.0929,4863.81,3060000,612,-3578.84228515625,4734.36
16.3255,613,36.8928,4782.72,3065000,613,-3550.39697265625,4716.67
15.6237,614,36.4893,4774.23,3070000,614,-3499.34326171875,4710.89
14.9375,615,37.7434,4488.94,3075000,615,-3815.063720703125,4571.91
14.8474,616,37.5297,4518.64,3080000,616,-3743.921630859375,4554.52
14.3031,617,36.6948,4557.52,3085000,617,-3741.709228515625,4588.93
13.9061,618,37.3565,4470.66,3090000,618,-3769.165771484375,4330.47
15.3437,619,37.0783,3808.33,3095000,619,-3825.15673828125,4594.12
14.8535,620,36.0288,4460.56,3100000,620,-3652.456787109375,4363.43
14.9142,621,36.4592,4738.66,3105000,621,-3735.697998046875,4503.52
15.5475,622,36.493,4691.18,3110000,622,-3682.462158203125,4588.78
14.9468,623,37.0747,4704.11,3115000,623,-3814.95849609375,4442.77
15.2713,624,36.8763,4658.69,3120000,624,-3766.699462890625,4612.99
14.8373,625,36.7147,4560.51,3125000,625,-3772.711669921875,4364.58
15.1898,626,35.8759,4729.45,3130000,626,-3614.10107421875,4632.57
15.5912,627,35.6713,4719.62,3135000,627,-3569.37451171875,4474.46
14.8391,628,35.8762,4639.52,3140000,628,-3516.3095703125,4378.9
20.8737,629,36.126,4713.72,3145000,629,-3938.3271484375,4616.95
15.2884,630,36.5089,4641.96,3150000,630,-3570.608154296875,4586.43
16.1479,631,36.8515,4698.86,3155000,631,-3684.927490234375,4637.02
16.311,632,35.8523,4736.59,3160000,632,-3566.126220703125,4674.62
15.6453,633,37.0178,4754.61,3165000,633,-3659.907470703125,4619.18
15.1402,634,35.8298,4678.87,3170000,634,-3620.93115234375,4607.63
15.3612,635,36.1199,4584.18,3175000,635,-3657.2802734375,4562.37
15.5646,636,36.6998,4428.45,3180000,636,-4050.0068359375,4368.73
14.4067,637,37.2646,4299.3,3185000,637,-3912.284423828125,4469.7
14.31,638,36.2777,4475.43,3190000,638,-3854.16259765625,4554.05
14.9056,639,36.412,4457.15,3195000,639,-3881.262451171875,4343.2
14.4945,640,35.6436,4468.71,3200000,640,-3735.83251953125,4547.13
13.9832,641,35.8297,4486.05,3205000,641,-3790.966796875,4503.0
19.7153,642,36.2528,2763.26,3210000,642,-4137.4443359375,3109.59
21.4601,643,36.2302,4562.79,3215000,643,-4166.02685546875,4236.7
15.121,644,36.1244,4662.27,3220000,644,-3660.2841796875,4547.53
15.4305,645,36.293,4713.72,3225000,645,-3707.92578125,4584.41
14.8409,646,36.2368,4609.77,3230000,646,-3804.748046875,4518.35
14.321,647,35.6205,4415.28,3235000,647,-3728.909423828125,4333.72
26.5358,648,36.616,1877.05,3240000,648,-4566.38134765625,3925.92
20.633,649,35.0395,4636.87,3245000,649,-4099.8515625,4004.09
15.8313,650,35.4771,4631.12,3250000,650,-3760.7373046875,4412.14
16.011,651,35.6944,4805.88,3255000,651,-3736.974365234375,4627.39
15.8612,652,35.3242,4606.02,3260000,652,-3807.91552734375,4624.71
16.4894,653,36.3091,4698.15,3265000,653,-3829.29248046875,4282.35
16.5533,654,36.0198,4714.95,3270000,654,-3819.95947265625,4695.43
16.1069,655,36.0552,4683.23,3275000,655,-3924.818359375,4578.22
15.6172,656,36.5272,4728.08,3280000,656,-3948.65966796875,4205.17
16.4061,657,36.3966,4621.82,3285000,657,-4079.99951171875,4601.57
16.9975,658,36.8681,4669.44,3290000,658,-4086.658447265625,4583.2
16.8521,659,37.7403,4550.52,3295000,659,-4404.25634765625,4404.08
17.2042,660,39.0578,4196.96,3300000,660,-4908.26123046875,4171.26
17.5868,661,39.6123,4178.73,3305000,661,-4819.474609375,4229.6
18.1078,662,38.5465,4361.2,3310000,662,-4291.52197265625,4316.59
17.9092,663,37.1819,4656.31,3315000,663,-4226.2138671875,4509.13
17.6054,664,37.0923,4522.61,3320000,664,-4296.8310546875,4479.77
16.6937,665,38.4837,4291.52,3325000,665,-4479.537109375,4425.79
15.9156,666,38.7813,4327.74,3330000,666,-4531.890625,4349.41
17.1279,667,38.1436,4383.56,3335000,667,-4400.685546875,4508.82
16.3752,668,37.0753,4480.28,3340000,668,-4048.976806640625,4568.33
16.551,669,37.6726,4680.53,3345000,669,-4173.23974609375,4579.48
16.7202,670,36.5061,4685.26,3350000,670,-4106.10595703125,4648.7
15.7734,671,37.1563,4661.82,3355000,671,-4224.34716796875,4556.44
16.5751,672,37.0158,4685.71,3360000,672,-4024.9267578125,4651.29
16.2923,673,37.6226,4661.19,3365000,673,-4117.42041015625,4597.54
15.2339,674,36.8381,4712.76,3370000,674,-4028.105712890625,4650.54
14.7712,675,35.7862,4792.16,3375000,675,-3945.505126953125,4653.9
15.2178,676,36.7734,4627.69,3380000,676,-4098.43310546875,4580.56
15.8192,677,36.31,4704.66,3385000,677,-3901.402099609375,4683.26
16.5545,678,37.0775,4716.09,3390000,678,-4108.14794921875,4683.35
18.3577,679,38.5569,4755.67,3395000,679,-4307.01708984375,4728.11
17.3761,680,38.3461,4760.3,3400000,680,-4271.06201171875,4713.28
17.8415,681,37.6413,4682.26,3405000,681,-4285.623046875,4413.79
16.7617,682,37.1057,4717.91,3410000,682,-3966.80859375,4670.86
17.6851,683,37.6472,4747.21,3415000,683,-3973.85107421875,4682.61
17.2541,684,36.9995,4863.11,3420000,684,-3894.366455078125,4794.84
17.9702,685,37.6261,4833.11,3425000,685,-4225.27197265625,4741.89
18.7301,686,38.4759,4756.61,3430000,686,-4324.09375,4723.61
18.2019,687,38.252,4756.83,3435000,687,-4160.3447265625,4310.88
19.9613,688,38.2305,4728.38,3440000,688,-4350.0224609375,4142.85
14.9013,689,37.1426,4735.54,3445000,689,-4058.0625,3880.55
26.3735,690,41.3825,741.74,3450000,690,-6538.259765625,1365.66
18.3992,691,37.3885,4861.56,3455000,691,-3977.91845703125,4771.24
18.8351,692,36.5717,4587.07,3460000,692,-4261.27685546875,4364.61
19.7132,693,37.6365,3338.27,3465000,693,-4698.70849609375,4017.35
22.4232,694,37.8131,4322.39,3470000,694,-4733.07373046875,3966.91
19.8404,695,38.3845,4442.51,3475000,695,-4869.12744140625,4395.42
17.3726,696,37.2618,4671.09,3480000,696,-4369.4853515625,4401.94
19.3852,697,38.3559,4641.81,3485000,697,-4678.3466796875,4617.51
16.932,698,37.6272,4654.24,3490000,698,-4389.06982421875,4567.16
17.1622,699,38.2151,4498.16,3495000,699,-4476.4013671875,4448.01
16.8846,700,37.8372,4573.64,3500000,700,-4579.5576171875,4093.61
17.167,701,38.2338,4403.73,3505000,701,-4679.42822265625,4360.72
16.5284,702,37.3255,2505.63,3510000,702,-4396.96484375,4201.27
27.0837,703,40.0931,1316.22,3515000,703,-6287.015625,2940.58
16.5774,704,37.8841,4679.75,3520000,704,-4602.86083984375,4434.87
18.548,705,37.2702,4610.47,3525000,705,-4734.28173828125,4389.48
16.8477,706,37.0999,4717.77,3530000,706,-4399.13916015625,4490.96
16.8869,707,36.6396,4778.65,3535000,707,-4433.44580078125,4760.62
17.8126,708,37.3216,4889.66,3540000,708,-4427.072265625,4854.62
19.3587,709,38.1295,4845.85,3545000,709,-4553.69580078125,4752.02
18.604,710,37.3689,4937.66,3550000,710,-4289.49560546875,4860.24
17.0357,711,36.9253,4937.98,3555000,711,-4383.24951171875,4818.38
17.3037,712,36.3464,5017.83,3560000,712,-4347.7490234375,4884.74
17.2773,713,37.036,5011.05,3565000,713,-4506.28369140625,4875.65
16.9393,714,36.6737,4975.89,3570000,714,-4364.078125,4851.82
17.4962,715,36.4755,4929.61,3575000,715,-4265.85595703125,4828.15
17.8303,716,36.8441,5010.06,3580000,716,-4300.9814453125,4877.83
18.0753,717,35.7696,4498.24,3585000,717,-4126.537109375,4912.8
17.4339,718,36.2159,4949.53,3590000,718,-4199.9140625,4855.25
17.1934,719,35.7164,4870.05,3595000,719,-4238.29150390625,4871.85
16.8569,720,35.3148,4813.14,3600000,720,-4178.794921875,4867.98
16.7406,721,35.6444,4981.47,3605000,721,-4500.49755859375,4837.73
16.7046,722,35.2001,4938.82,3610000,722,-4483.51123046875,4826.56
16.8593,723,35.5314,4950.61,3615000,723,-4445.1044921875,4830.9
16.4468,724,36.1258,5033.25,3620000,724,-4550.4775390625,4857.4
15.8007,725,35.8184,5034.74,3625000,725,-4719.99267578125,4870.96
16.8675,726,35.2614,5063.99,3630000,726,-4425.6591796875,4935.26
16.678,727,36.1238,4951.34,3635000,727,-4851.0576171875,4809.29
16.851,728,36.3573,4929.55,3640000,728,-4760.5888671875,4808.72
17.0479,729,36.2444,4970.87,3645000,729,-4646.0927734375,4870.23
17.4109,730,35.7141,5031.66,3650000,730,-4617.88818359375,4914.39
17.4956,731,35.9954,4959.28,3655000,731,-4474.0517578125,4889.05
16.6571,732,36.3462,4897.96,3660000,732,-4436.72021484375,4795.1
17.1328,733,36.2692,4909.14,3665000,733,-4505.61279296875,4830.19
16.4024,734,36.2645,4999.47,3670000,734,-4435.2314453125,4877.34
16.9587,735,36.7625,4967.9,3675000,735,-4544.93115234375,4870.23
17.7662,736,36.0226,5101.89,3680000,736,-4097.62109375,4974.09
17.0302,737,35.3663,4974.66,3685000,737,-4212.33154296875,4916.22
17.1846,738,36.3763,5047.27,3690000,738,-4377.572265625,4900.71
16.8878,739,36.6627,5000.61,3695000,739,-4667.88720703125,4797.32
16.8417,740,37.2458,4845.43,3700000,740,-5093.90380859375,4765.64
16.4883,741,36.2438,4978.44,3705000,741,-4671.0576171875,4845.8
16.4651,742,36.2548,4945.09,3710000,742,-4703.5126953125,4816.44
17.3449,743,38.4157,4729.18,3715000,743,-5654.27099609375,4446.81
18.0952,744,38.3494,4910.66,3720000,744,-5704.76171875,4758.06
18.4138,745,37.0969,4920.69,3725000,745,-5300.876953125,4004.29
16.2893,746,35.9709,4793.83,3730000,746,-4705.6787109375,4671.25
16.2417,747,36.4656,4375.1,3735000,747,-4784.04443359375,4692.59
16.6394,748,36.2231,4929.64,3740000,748,-4647.2548828125,4496.2
16.5779,749,35.855,5049.3,3745000,749,-4478.44140625,4834.86
16.54,750,35.9011,5033.8,3750000,750,-4492.69189453125,4811.1
16.8239,751,36.5451,4924.52,3755000,751,-4611.0107421875,4715.6
16.4385,752,36.8826,4972.13,3760000,752,-4684.685546875,4800.85
18.9596,753,37.288,4862.17,3765000,753,-4965.63525390625,4739.06
16.6032,754,37.1795,4954.18,3770000,754,-4791.896484375,4761.21
17.017,755,37.2396,4881.56,3775000,755,-4827.73388671875,4726.29
16.7096,756,36.3829,4927.29,3780000,756,-4739.11865234375,4767.33
17.0507,757,36.8226,5002.58,3785000,757,-4647.978515625,4827.95
16.7899,758,36.3551,5073.77,3790000,758,-4650.99072265625,4814.71
16.5576,759,35.4221,5104.73,3795000,759,-4632.96533203125,4891.98
16.6559,760,35.9969,4997.04,3800000,760,-4658.36376953125,4761.72
16.8224,761,36.4563,4987.19,3805000,761,-4555.4677734375,4782.87
16.7068,762,35.9722,5038.95,3810000,762,-4222.10498046875,4856.33
16.6588,763,36.8665,5005.29,3815000,763,-4521.5693359375,4802.78
