Itration,Running Forward KL,Running Reverse KL,Real Sto Return,Real Det Return
74,362.259,173.3078,2803.82,4729.17
75,350.4485,182.0285,3744.63,5101.57
76,342.9884,157.9543,3215.53,2822.38
77,368.1393,205.8726,2719.39,4726.25
78,357.9316,170.3981,2733.85,4149.81
79,340.6575,148.5017,4570.19,4660.25
80,338.313,145.5514,3551.95,3496.26
81,379.4693,261.936,1420.07,1861.12
82,355.3112,180.9067,2690.07,3769.68
83,350.6463,161.2259,2766.33,3121.77
84,349.1795,179.6297,3319.08,3494.99
85,357.7872,213.5936,2436.99,3149.39
86,343.6718,138.7086,4174.14,4648.57
87,341.8845,146.0684,2899.27,3929.43
88,345.135,151.3713,2658.12,4529.06
89,338.2425,159.1708,3466.06,1334.15
90,331.4165,145.2542,4272.21,2096.11
91,341.6983,150.2721,4309.82,5007.24
92,335.9955,138.2527,3926.69,4629.23
93,333.288,145.8412,3962.93,3622.63
94,334.9446,147.6095,4203.21,4785.35
95,341.4159,151.0243,3773.22,3635.6
96,335.4026,134.9067,4280.02,4442.23
97,345.1539,150.6305,4079.51,2897.04
98,338.2559,145.4579,4664.35,4968.57
99,349.6928,149.1816,3565.52,5005.86
100,342.3231,145.1198,4406.24,4132.86
101,333.1853,144.1642,3447.89,4603.67
102,339.6456,147.5596,3310.67,4590.14
103,331.9622,139.4124,4137.76,5113.61
104,337.7571,158.3419,4080.17,4763.48
105,331.1482,132.9239,4567.34,4387.56
106,333.2078,144.1098,3998.8,3065.0
107,347.462,176.0856,3488.61,3793.49
108,331.3676,139.8326,4514.37,5012.04
109,342.5087,150.6241,4324.87,3903.05
110,342.3556,152.4111,3812.95,4776.25
111,333.8267,140.7566,4615.12,4605.86
112,341.8302,159.043,3647.88,3340.38
113,331.8397,141.9652,4904.12,5117.02
114,338.2322,137.3018,4210.29,4758.83
115,340.3875,158.1954,4223.42,4774.12
116,343.5674,146.68,4999.6,3888.23
117,347.0177,151.4548,4209.62,2441.89
118,335.3127,141.119,4037.08,2895.03
119,342.0302,149.7815,4249.8,4977.47
120,341.4064,139.0105,4411.44,2574.8
121,338.1102,144.1225,3913.21,3398.87
122,333.5558,146.4926,4994.81,4605.3
123,315.3046,124.024,4076.38,4774.06
124,337.6701,142.3688,3994.09,3296.9
125,329.3114,138.4779,4898.39,4476.93
126,331.2245,157.2085,4074.77,1813.14
127,345.0879,184.0479,4065.03,3634.65
128,340.5684,146.4019,4847.65,2694.02
129,328.5806,137.0592,4428.59,5048.37
130,341.2784,149.3925,4245.33,3267.32
131,345.4615,147.2987,4225.83,2213.25
132,327.6971,132.5783,4985.08,4890.39
133,359.6646,174.1249,3774.7,1831.02
134,340.6566,138.6033,4443.68,4730.32
135,347.3384,154.5725,4949.42,4872.8
136,348.0446,163.6638,4007.14,1608.96
137,335.0265,142.6655,4666.62,5030.73
138,340.4026,147.9121,4931.43,3671.52
139,341.1432,155.2104,4979.67,4146.44
140,329.8954,134.4863,4581.51,3502.35
141,340.1048,146.0464,4748.44,2617.6
142,333.7636,137.7186,4736.63,2816.1
143,333.7746,140.5612,4483.74,5077.37
144,336.9589,139.4975,4491.41,1644.88
145,328.0143,134.8831,4713.99,4982.41
146,333.5667,143.5837,4396.0,3730.06
147,343.0344,150.973,4792.99,5074.54
148,340.0922,141.0434,5002.72,3941.78
149,346.6256,156.3159,3907.9,4771.94
150,338.2092,157.774,3518.7,2997.15
151,350.6473,166.1656,4222.45,4244.26
152,327.5184,134.0533,4111.17,4200.45
153,341.4645,151.2366,4484.0,4880.93
154,342.2105,153.7101,3074.74,2939.75
155,339.4595,151.7682,4112.2,3865.03
156,338.9981,145.372,4588.69,4546.42
157,337.7303,138.0218,4814.74,5140.65
158,339.1578,144.3751,4963.59,4592.08
159,347.5446,152.9795,4748.22,5015.3
160,345.1299,150.4293,4966.44,5045.83
161,341.3309,149.9638,4966.96,4832.06
162,350.7571,168.8092,3958.76,1433.61
163,345.544,152.6694,4903.16,4790.0
164,334.8771,143.9427,4984.19,5064.77
165,344.5559,155.3872,4546.86,4978.74
166,342.3423,147.2765,4883.91,4955.78
167,351.1585,149.8399,3926.49,4799.19
168,334.0415,139.4895,4761.15,5088.34
169,338.709,146.9198,4722.85,3266.52
170,341.4761,145.7109,4702.59,5007.38
171,341.5212,141.2266,3959.17,4850.05
172,352.1445,157.8388,3140.81,3305.41
173,347.2811,144.8338,4655.46,4645.87
174,335.7945,152.5043,4804.78,5034.69
175,338.0991,151.9793,4993.57,4608.12
176,349.1582,150.7375,4576.18,4974.05
177,351.7633,156.6536,3120.22,5028.49
178,337.8183,150.465,4463.56,4800.43
179,334.928,146.2656,4836.37,4824.69
180,338.3301,142.479,3724.42,4843.99
181,337.8146,140.2236,4743.7,4888.81
182,351.776,172.0751,4096.83,5066.57
183,351.4263,175.444,4807.0,4175.43
184,358.1757,238.0612,2337.53,1033.99
185,331.2687,141.1149,4442.26,4135.48
186,335.3755,146.028,4936.17,5059.94
187,341.4845,151.407,4214.67,5007.25
188,342.8107,148.2504,4626.38,5015.98
189,336.0485,159.8916,4594.83,4666.96
190,333.3969,149.0223,4833.56,3688.88
191,338.7655,149.1796,4741.79,2241.31
192,338.2342,145.2881,4524.04,2807.81
193,348.0891,151.3717,4948.75,4476.59
194,339.6249,153.6717,4626.26,2934.91
195,348.1307,145.1311,4207.33,4952.89
196,330.3424,140.709,3583.51,1562.67
197,343.2256,160.6752,4157.42,2699.33
198,343.5626,142.5384,4546.36,4122.77
199,333.4686,145.0044,4274.24,4463.66
200,345.6217,146.4288,4493.76,5036.05
201,341.0099,170.4079,4068.65,3533.81
202,343.7744,164.5932,4415.29,4101.0
203,341.9136,163.9801,4732.91,4688.87
204,345.2407,150.8029,4761.99,4956.71
205,346.4672,162.2601,4326.78,3108.17
206,346.6534,167.0987,4173.86,3419.07
207,348.056,160.9752,4623.95,1980.44
208,348.3284,157.4814,4756.08,4066.42
209,347.854,157.4023,4948.46,5006.13
210,347.2595,159.0829,4715.68,4635.02
211,348.0707,173.3357,4709.81,4533.42
212,352.6956,182.3802,4968.41,3583.87
213,351.1477,166.3804,4944.39,4941.92
214,354.4792,184.8271,3847.68,4949.02
215,353.1842,176.165,4490.77,3660.3
216,348.5338,157.492,3849.12,3993.56
217,346.9024,163.1956,4368.94,3822.75
218,352.6909,160.2809,4684.85,2983.23
219,358.786,223.7311,3259.67,3219.93
220,350.4482,159.7642,4750.85,4618.76
221,345.4619,158.1468,4722.47,4955.52
222,354.3503,161.719,4751.52,4949.59
223,353.074,172.8277,4493.95,4756.54
224,345.4168,156.5052,4406.26,4754.45
225,347.7401,152.018,4480.53,4598.05
226,346.308,155.2122,4435.51,4997.78
227,352.178,154.8718,4728.67,4992.18
228,351.5766,156.5548,4631.63,4286.01
229,351.0061,165.005,4364.79,4541.04
230,348.0468,160.8338,4911.65,4916.58
231,347.9669,162.339,4535.04,4763.07
232,352.7352,157.1047,4621.64,4975.04
233,351.7997,152.4346,4654.44,3201.29
234,345.3836,160.6176,4385.98,4429.15
235,342.6597,152.5069,4656.64,4763.91
236,343.0514,153.6952,4558.35,3764.12
237,346.8452,159.4161,4144.09,2774.2
238,346.7609,163.5132,4218.13,4345.72
239,342.7885,148.9977,4943.49,4960.58
240,346.2625,147.7972,4728.49,4467.76
241,343.9885,142.6663,3971.12,3629.38
242,339.853,140.4727,4432.13,4750.4
243,350.0191,154.2666,4600.31,3019.8
244,336.6666,141.9722,4043.12,4415.36
245,342.7611,144.2598,4459.37,2080.37
246,343.8788,141.602,4469.61,4009.05
247,339.1167,137.6511,4358.76,4977.79
248,345.5773,144.9018,4597.12,4300.11
249,341.3452,148.9066,4434.2,4951.23
250,340.6368,150.7854,4845.74,4976.36
251,344.775,150.0598,4356.36,4427.72
252,342.8433,161.764,3158.68,3457.85
253,343.9042,150.8391,4058.44,3418.5
254,350.424,178.7003,4356.67,4820.86
255,339.9869,147.9899,4346.04,4526.71
256,336.7395,145.0611,2675.72,1563.39
257,339.7102,148.5161,3909.28,4643.0
258,342.4058,146.8859,4912.22,4010.66
259,333.3923,132.3963,3510.75,1213.6
260,340.6443,152.6295,4492.14,4066.29
261,345.9802,154.1923,3894.47,4562.38
262,343.8752,149.8688,4681.09,4544.72
263,349.6208,156.9263,4204.9,4283.41
264,345.9462,154.9597,4550.62,4907.74
265,340.742,164.4921,4791.2,4744.85
266,342.2422,158.2335,4480.49,3456.5
267,341.447,145.7447,4129.11,3856.33
268,338.778,152.1736,4436.42,4772.35
269,346.3461,152.9693,4890.07,4309.14
270,339.5501,142.7209,4708.01,4921.76
271,336.2392,144.3099,4180.29,2926.23
272,335.4265,147.0925,2778.78,4466.0
273,352.9047,179.1689,3718.88,3630.01
274,343.9083,164.6839,3422.08,4954.61
275,335.2959,153.1905,3603.7,3019.82
276,344.2232,149.716,4355.18,3626.49
277,347.4231,152.4594,3989.5,3961.72
278,349.4977,194.2768,4164.55,3197.27
279,345.1373,198.4492,3943.82,1572.27
280,353.3463,209.3366,3260.92,1950.82
281,347.5197,161.4306,3519.69,2851.53
282,348.0518,159.0616,4257.5,4880.04
283,351.1679,160.2851,2822.36,2606.21
284,339.3485,145.6683,3580.56,4348.79
285,349.9847,168.9298,3115.22,4234.44
286,346.6071,161.0,4458.45,4799.12
287,344.9975,164.7894,4116.34,4796.84
288,347.8866,161.3065,4746.05,4646.92
289,355.7335,173.5677,4056.94,3811.61
290,345.6103,157.7429,4156.26,2413.68
291,344.0875,154.2153,4178.49,3017.99
292,355.0478,168.0746,4102.86,3256.17
293,358.4702,166.1825,3657.77,2258.03
294,359.3633,176.831,2126.44,832.91
295,359.7557,164.9791,2932.03,3259.25
296,357.2447,169.07,3777.44,3028.95
297,351.985,180.9583,2575.52,2338.6
298,364.7289,199.3116,3068.45,3195.81
299,353.5492,167.6989,3770.43,2438.93
300,370.2442,428.37,3822.58,3374.79
301,373.6908,203.4718,3268.4,1580.2
302,389.4596,204.5058,2429.86,1590.42
303,400.9376,430.6629,1389.22,1273.46
304,399.2182,348.5407,1124.4,1015.11
305,411.162,343.8274,934.2,948.44
306,393.6161,246.1247,2405.6,1197.43
307,412.6322,268.6884,909.56,1186.8
308,437.5565,280.4904,459.64,507.01
309,434.941,255.5603,631.51,704.71
310,431.6096,260.284,807.02,693.34
311,475.8621,252.0017,527.87,583.38
312,437.5726,240.8821,716.99,810.42
313,434.113,257.5859,964.64,843.78
314,419.8592,245.8322,725.3,805.22
315,451.2215,272.3905,641.61,678.78
316,401.5256,201.4832,789.01,904.73
317,415.6713,262.7445,1063.35,1199.47
318,420.2704,414.964,1529.67,1231.83
319,444.1183,312.6417,1542.37,1750.1
320,391.7872,227.281,1687.58,1644.54
321,417.2846,374.526,1898.34,1082.6
322,398.065,526.2133,2358.41,2480.16
323,386.7921,210.9492,2142.45,1186.18
324,381.9826,254.9377,3310.14,2665.46
325,406.5849,612.967,2580.49,2621.17
326,385.9065,249.6534,3744.3,4399.95
327,398.9994,265.0469,3540.82,3729.06
328,390.9969,217.358,3612.24,3064.14
329,424.863,305.979,1904.42,1596.98
330,400.6681,259.8056,3370.57,3502.38
331,394.7611,233.7786,4049.88,3912.65
332,411.0837,342.8838,4534.55,3891.36
333,399.7356,233.2051,2988.46,3200.86
334,416.0422,269.4017,1860.55,2042.11
335,391.0535,250.0968,3545.61,3692.61
336,408.536,226.5554,4235.44,4355.3
337,409.4493,214.5001,4362.13,3539.42
338,409.8015,215.8211,4629.83,4403.04
339,409.6986,226.9905,3811.2,3581.36
340,419.4542,269.7722,3566.47,3876.72
341,422.1893,262.0864,3396.76,3863.11
342,419.2365,236.3929,4309.57,3094.96
343,424.9355,314.1403,3364.31,3617.33
344,430.3479,287.2746,4036.67,3499.35
345,411.0853,342.7213,2935.49,3106.27
346,433.5828,300.7332,1847.6,2384.48
347,421.4589,231.1789,3602.94,3711.48
348,426.2089,262.2187,3045.81,2479.35
349,417.9719,264.7902,2609.66,2235.83
350,423.6166,261.3088,3233.67,2704.58
351,431.0815,272.1364,2473.58,2291.04
352,423.5434,247.1127,2048.16,2546.83
353,422.3796,292.7223,2519.54,1878.35
354,428.1958,298.3098,1528.93,1248.42
355,435.2753,322.6142,1363.13,1722.97
356,444.8158,288.6977,1445.98,1011.4
357,417.4807,241.6789,2005.31,2155.81
358,428.258,258.6193,2398.15,2148.74
359,423.427,253.4809,2396.52,3435.79
360,417.6481,281.4372,3502.85,1811.9
361,421.7482,272.5749,1916.46,1952.06
362,433.3887,321.4946,2168.16,2994.91
363,433.7214,318.3014,2169.41,1989.32
364,424.033,250.6089,2255.76,2170.56
365,455.02,425.2825,1209.03,1505.84
366,426.8937,299.1769,1731.65,1734.81
367,450.4574,426.7935,813.71,1495.07
368,433.7821,346.0275,1718.74,1113.22
369,422.553,335.4427,1216.51,1905.71
370,433.2157,335.7592,989.18,1485.64
371,388.2213,200.4255,3480.41,3842.22
372,422.6134,275.0113,1641.63,1967.94
373,390.7234,173.5202,3053.83,2920.7
374,415.7438,265.8992,2463.88,2410.03
375,398.9489,253.6205,3367.2,3322.85
