Running Forward KL,Running Update Time,Real Sto Return,Real Det Return,Running Env Steps,Itration,Reward Loss,Running Reverse KL
67.5324,59,3070.93,4079.27,295000,59,-2150.25927734375,49.3273
65.1056,60,1425.1,2285.01,300000,60,-2552.490234375,38.4871
66.5439,61,2818.54,3281.34,305000,61,-2354.45458984375,45.5604
68.5259,62,3225.33,4067.35,310000,62,-2181.087158203125,52.7023
66.1836,63,3413.92,4077.93,315000,63,-2584.9619140625,41.9451
65.6792,64,1711.23,3830.22,320000,64,-2689.732666015625,38.8857
66.8842,65,2650.69,3714.66,325000,65,-2493.33349609375,46.1309
67.8194,66,2919.98,3604.29,330000,66,-2679.34521484375,43.5119
67.2588,67,2992.18,3725.23,335000,67,-2524.30322265625,49.1627
68.0581,68,1263.78,2219.74,340000,68,-3191.04248046875,35.4033
65.7362,69,1490.58,1955.84,345000,69,-2744.58447265625,42.5246
66.1952,70,2978.75,3926.45,350000,70,-2807.981689453125,47.0779
67.4275,71,1697.32,2992.03,355000,71,-3194.66650390625,38.0451
69.1397,72,3154.71,4171.9,360000,72,-2676.998291015625,54.5641
66.473,73,1933.45,2929.34,365000,73,-3357.074951171875,36.4127
66.4813,74,2731.68,3784.79,370000,74,-3000.23974609375,43.8275
68.8851,75,4053.55,4857.55,375000,75,-2866.588134765625,55.6972
70.3214,76,3893.37,4336.55,380000,76,-3027.268310546875,54.4789
65.5815,77,2080.39,2750.03,385000,77,-3420.2587890625,37.9747
67.3912,78,2724.84,3679.68,390000,78,-3551.3486328125,38.5278
67.0431,79,3788.16,3830.88,395000,79,-3323.724609375,47.8573
66.577,80,1502.45,3454.21,400000,80,-3517.027099609375,39.9985
66.3198,81,1641.51,2146.91,405000,81,-3447.12939453125,44.8268
67.6252,82,3192.02,3797.43,410000,82,-3443.4609375,48.0289
68.973,83,2684.99,3217.93,415000,83,-3408.943115234375,53.5478
71.2199,84,3874.88,4907.5,420000,84,-3411.3740234375,57.3997
70.8725,85,3007.26,3116.25,425000,85,-3721.82080078125,52.5871
68.7456,86,2764.04,3806.7,430000,86,-3632.6904296875,54.4621
69.1274,87,2655.77,3255.64,435000,87,-3899.11865234375,47.0988
70.9605,88,4247.61,4690.88,440000,88,-3715.72607421875,61.927
74.1387,89,3752.96,3294.0,445000,89,-3628.428955078125,66.3939
71.9536,90,4024.43,4666.05,450000,90,-3827.34033203125,60.4744
68.4941,91,2864.85,3938.59,455000,91,-4234.49365234375,46.5465
69.5732,92,4015.44,5353.5,460000,92,-3986.387939453125,60.7434
71.2331,93,2912.3,3985.95,465000,93,-4136.08154296875,58.7768
69.0506,94,2955.53,3157.95,470000,94,-4315.8994140625,50.2471
70.3974,95,2883.07,4387.35,475000,95,-4233.7587890625,59.3615
74.0883,96,4228.07,5415.57,480000,96,-4255.9921875,65.7699
69.8968,97,3349.5,4044.15,485000,97,-4529.869140625,51.6448
71.8125,98,2734.32,3991.34,490000,98,-4539.48681640625,55.8016
78.0258,99,4088.36,4394.0,495000,99,-4403.53466796875,72.049
72.8473,100,3550.82,4083.42,500000,100,-4498.431640625,60.927
74.672,101,3526.24,5142.31,505000,101,-4732.01708984375,67.2222
71.9355,102,3830.92,3921.34,510000,102,-4859.93505859375,61.173
69.5645,103,3254.75,4766.06,515000,103,-4927.56396484375,57.4643
70.7639,104,3634.32,5146.58,520000,104,-5011.5791015625,57.812
72.949,105,3755.53,4595.24,525000,105,-5170.9169921875,61.1078
72.0344,106,2168.61,3166.64,530000,106,-5252.8583984375,60.0724
73.8956,107,4233.23,4660.81,535000,107,-5323.1630859375,66.0703
69.108,108,2700.79,4119.13,540000,108,-5444.298828125,51.2439
72.6215,109,3824.64,4642.84,545000,109,-5593.994140625,61.5919
74.6194,110,3894.51,4325.05,550000,110,-5619.203125,66.9881
72.9406,111,4341.32,5145.42,555000,111,-5830.873046875,65.1065
72.3505,112,4751.97,5001.6,560000,112,-5890.50146484375,59.4859
79.6863,113,4050.92,5093.07,565000,113,-6079.16357421875,71.9979
73.0594,114,4699.67,4358.98,570000,114,-6115.9443359375,64.0899
74.8442,115,3230.37,5117.05,575000,115,-6203.91162109375,73.2368
77.0652,116,3970.07,4387.47,580000,116,-6317.634765625,74.9248
73.6524,117,3851.46,5255.39,585000,117,-6488.65234375,65.2096
78.6589,118,4290.81,4560.16,590000,118,-6491.94482421875,76.9664
71.6847,119,4688.28,4510.83,595000,119,-6614.884765625,65.0668
74.2153,120,3167.65,4579.62,600000,120,-6755.412109375,66.9909
77.7303,121,4077.12,4692.23,605000,121,-7021.25341796875,71.2164
75.1926,122,3031.09,3922.1,610000,122,-7046.5048828125,70.5561
75.2059,123,4449.54,4580.16,615000,123,-7234.3173828125,72.5394
72.0984,124,3032.46,3796.13,620000,124,-7120.76513671875,61.5168
72.6047,125,2398.05,3206.44,625000,125,-7296.1396484375,60.6406
74.3226,126,3803.42,4135.15,630000,126,-7486.32958984375,67.9053
75.2898,127,4840.01,4708.41,635000,127,-7616.27880859375,75.1274
83.1482,128,4422.38,5055.97,640000,128,-8041.51611328125,82.5178
71.1163,129,4343.29,4522.12,645000,129,-7762.44970703125,60.0803
71.4726,130,3366.91,4558.41,650000,130,-7773.93359375,57.5034
72.9697,131,4864.41,5366.81,655000,131,-8236.0302734375,65.0804
78.1742,132,4134.08,5302.62,660000,132,-8404.408203125,76.3166
76.3611,133,4125.93,4814.72,665000,133,-8364.8876953125,70.8319
74.8583,134,5018.24,4582.91,670000,134,-8778.8212890625,69.3674
77.485,135,4130.32,4841.36,675000,135,-8850.634765625,74.4417
80.5035,136,4292.22,4185.23,680000,136,-8974.466796875,79.9401
77.4138,137,4335.63,4741.64,685000,137,-9321.6728515625,77.6405
73.4936,138,4547.36,4595.68,690000,138,-8892.7109375,68.1026
81.6769,139,4852.97,5481.69,695000,139,-9558.939453125,86.6026
84.2545,140,3833.34,4626.53,700000,140,-9456.6787109375,87.5336
82.0239,141,4120.54,5095.4,705000,141,-9864.0947265625,81.6313
75.6044,142,3679.12,4048.34,710000,142,-9637.541015625,75.6999
76.6646,143,3902.96,4930.01,715000,143,-10030.849609375,78.6344
82.6172,144,4508.07,5280.46,720000,144,-10474.20703125,82.7817
75.8102,145,3911.35,5623.75,725000,145,-10357.291015625,74.0203
79.8601,146,4127.06,5018.74,730000,146,-10462.814453125,83.807
87.0125,147,5179.72,4808.4,735000,147,-10953.0673828125,90.0461
70.8506,148,4084.6,3671.6,740000,148,-9639.912109375,50.0898
74.1473,149,4774.41,4763.13,745000,149,-11139.0234375,69.9035
76.7142,150,4910.11,5131.01,750000,150,-11051.845703125,79.29
83.343,151,4648.97,4873.59,755000,151,-11283.96875,85.4445
84.7704,152,4825.94,5391.56,760000,152,-11685.513671875,90.0466
80.3805,153,4597.76,5228.45,765000,153,-11771.8701171875,79.2227
82.6188,154,4708.97,5811.96,770000,154,-12297.3974609375,85.0171
76.2936,155,5002.0,4993.84,775000,155,-12182.8330078125,79.6805
84.3488,156,4561.82,5257.39,780000,156,-12524.220703125,85.5246
77.5016,157,4667.44,5265.93,785000,157,-12276.7587890625,76.8579
75.6407,158,5011.2,5896.07,790000,158,-12524.9521484375,75.0087
76.0074,159,4617.01,5228.71,795000,159,-12539.60546875,75.7814
77.2927,160,4303.54,5089.94,800000,160,-13039.4453125,76.6342
81.3523,161,3727.0,4292.12,805000,161,-13091.046875,82.1105
79.9708,162,3620.94,5229.97,810000,162,-13645.1162109375,82.7968
80.8647,163,5105.57,5612.86,815000,163,-14347.7333984375,91.883
81.6996,164,5234.35,5318.97,820000,164,-14462.802734375,88.6467
77.2313,165,4906.49,5518.14,825000,165,-14286.369140625,81.8398
85.6949,166,5032.58,5522.1,830000,166,-14513.0849609375,88.7367
76.9751,167,4826.57,5358.13,835000,167,-14488.830078125,79.7783
77.2969,168,4114.49,5216.85,840000,168,-14425.53515625,78.938
82.9021,169,4262.51,4585.2,845000,169,-15634.4873046875,85.0418
86.8646,170,4085.7,4863.03,850000,170,-15708.2626953125,93.0998
82.9939,171,3694.54,5391.42,855000,171,-15659.966796875,90.1589
81.7608,172,5546.73,5886.38,860000,172,-16278.9970703125,81.64
76.878,173,4630.58,5073.88,865000,173,-15881.998046875,79.9728
76.8942,174,4726.49,4593.44,870000,174,-15581.78125,76.5228
79.5508,175,4591.62,5602.49,875000,175,-16392.189453125,84.554
78.6773,176,4920.9,5141.75,880000,176,-16954.892578125,80.8475
85.5759,177,4759.24,5204.29,885000,177,-17549.01953125,89.6674
80.0744,178,5395.41,5562.41,890000,178,-17544.7421875,88.6698
83.5546,179,5102.3,5323.56,895000,179,-17851.28125,92.1618
78.7509,180,5099.02,5678.74,900000,180,-17847.197265625,85.2835
82.9352,181,5062.85,5218.67,905000,181,-18356.94140625,84.406
77.2338,182,4668.35,5536.8,910000,182,-17616.185546875,77.8276
78.1112,183,4511.99,5114.45,915000,183,-18283.44140625,81.9093
78.9268,184,4891.26,5176.28,920000,184,-18620.28515625,80.5094
79.7499,185,5001.61,5658.04,925000,185,-19581.068359375,86.5634
85.0645,186,4660.47,5586.6,930000,186,-19769.94921875,90.9853
77.1255,187,5424.42,5063.93,935000,187,-19096.44140625,85.4777
78.0701,188,4620.32,5082.44,940000,188,-19688.513671875,86.8561
78.4434,189,4134.09,5793.61,945000,189,-20317.703125,82.9091
83.8528,190,4980.12,5813.5,950000,190,-21344.966796875,87.5183
84.0702,191,4985.07,4896.14,955000,191,-20922.912109375,86.9041
74.1531,192,5229.78,5776.32,960000,192,-20078.396484375,74.1896
77.2609,193,5334.06,5437.97,965000,193,-21256.599609375,83.7556
75.1811,194,4490.6,5648.74,970000,194,-20303.1640625,74.6696
75.9149,195,5082.26,5505.62,975000,195,-21308.134765625,79.6995
85.248,196,5150.95,4963.62,980000,196,-22740.37890625,87.2547
86.3665,197,4807.41,5590.07,985000,197,-22957.373046875,93.7258
86.8558,198,5143.22,5637.09,990000,198,-24240.060546875,90.5534
84.005,199,5178.74,5073.31,995000,199,-23044.96875,93.748
81.3288,200,5425.61,5390.34,1000000,200,-24222.1640625,89.6737
75.5773,201,5090.6,5684.22,1005000,201,-22794.4609375,77.9952
79.3032,202,4999.24,5202.14,1010000,202,-23496.06640625,82.4054
80.7496,203,4334.57,5343.36,1015000,203,-23793.826171875,86.0612
86.8253,204,5333.51,5824.42,1020000,204,-25312.58203125,90.9728
74.9391,205,5446.55,5919.89,1025000,205,-24143.412109375,73.9235
84.657,206,5469.26,5395.53,1030000,206,-26427.666015625,88.437
83.3576,207,5386.02,5267.23,1035000,207,-26339.08984375,87.3985
86.8446,208,4438.75,5799.24,1040000,208,-26391.33984375,92.2332
87.7847,209,4887.75,5447.86,1045000,209,-26913.427734375,94.8885
83.6647,210,5591.11,5692.77,1050000,210,-27846.462890625,88.8983
75.2814,211,5299.48,5755.15,1055000,211,-26111.34375,76.5189
82.9278,212,4773.32,5193.05,1060000,212,-27599.419921875,91.3467
86.7392,213,5508.92,5360.07,1065000,213,-28033.705078125,90.9439
89.6158,214,5634.05,5698.93,1070000,214,-28968.427734375,99.1243
85.3883,215,5056.9,5828.15,1075000,215,-29413.373046875,94.8569
85.0282,216,5202.2,5790.93,1080000,216,-29209.419921875,87.7945
88.3921,217,5648.15,5841.03,1085000,217,-30001.47265625,94.1174
80.4974,218,5362.7,5558.46,1090000,218,-29500.669921875,90.2388
89.6046,219,5548.88,5598.82,1095000,219,-30733.412109375,97.7339
87.3184,220,5524.88,5429.25,1100000,220,-31616.30859375,95.9095
87.9396,221,5523.5,5826.86,1105000,221,-31159.896484375,97.5317
89.5957,222,5562.36,5696.74,1110000,222,-32032.021484375,97.2303
86.9356,223,5566.31,5706.4,1115000,223,-32716.40234375,92.2465
88.0316,224,5075.76,5802.65,1120000,224,-33070.0234375,98.4782
88.3805,225,5298.5,5619.12,1125000,225,-32624.119140625,94.5402
86.0866,226,4872.35,5836.08,1130000,226,-34068.99609375,93.3462
77.7106,227,5465.79,5872.3,1135000,227,-32378.646484375,86.5464
83.1306,228,5459.7,5966.39,1140000,228,-34480.8984375,89.3612
86.2504,229,5359.88,5538.13,1145000,229,-35122.02734375,93.3288
88.5139,230,5602.22,5909.93,1150000,230,-35474.3671875,94.786
85.9691,231,5306.04,5681.56,1155000,231,-35717.6171875,90.7921
84.8843,232,5288.45,5915.96,1160000,232,-35467.8046875,88.8898
84.3214,233,5381.78,5943.95,1165000,233,-35959.04296875,91.6729
87.2588,234,5640.87,5887.94,1170000,234,-37352.9296875,96.5321
88.8368,235,5475.78,5864.11,1175000,235,-36521.88671875,94.3714
86.8677,236,5448.34,5830.39,1180000,236,-37360.1640625,94.896
85.3178,237,5668.92,5932.8,1185000,237,-37525.32421875,91.2134
87.5227,238,5600.51,5962.48,1190000,238,-38713.91015625,93.9441
84.6896,239,5290.66,5873.91,1195000,239,-38235.54296875,91.399
86.5145,240,5678.27,5940.12,1200000,240,-38545.1484375,94.235
86.5128,241,5613.05,5904.67,1205000,241,-39464.3671875,93.0299
87.0922,242,5625.08,5990.84,1210000,242,-39457.14453125,93.5325
86.1088,243,5359.29,5738.84,1215000,243,-40509.5546875,94.2254
86.1818,244,5625.43,5505.47,1220000,244,-40573.21484375,92.5301
86.5738,245,5557.55,5920.33,1225000,245,-41082.96484375,92.3609
87.7964,246,5265.64,5967.28,1230000,246,-40770.22265625,95.9187
76.4923,247,5459.88,5893.04,1235000,247,-38818.859375,82.1374
85.1356,248,5657.63,5961.52,1240000,248,-42492.63671875,92.3883
87.0763,249,5157.01,5864.65,1245000,249,-41778.6953125,94.613
77.6641,250,5279.15,5858.02,1250000,250,-39499.97265625,83.1928
85.3593,251,5445.04,5806.56,1255000,251,-42793.98046875,92.7725
78.5701,252,5125.41,5830.89,1260000,252,-41045.42578125,86.1699
88.4392,253,5391.91,5914.33,1265000,253,-43550.515625,94.8828
85.1477,254,5422.28,5930.25,1270000,254,-44381.69921875,92.8921
84.7688,255,5620.87,5680.07,1275000,255,-44515.6640625,90.8511
75.1262,256,4921.9,6049.82,1280000,256,-41895.8515625,76.5397
86.3682,257,5653.13,5935.66,1285000,257,-45501.87890625,91.6197
87.7414,258,5251.77,5620.67,1290000,258,-44307.33203125,95.8034
89.4388,259,5616.99,5937.33,1295000,259,-45724.24609375,97.057
86.8945,260,5135.39,5902.31,1300000,260,-45987.2265625,97.0044
86.7268,261,5590.94,5858.14,1305000,261,-46470.86328125,92.3849
85.496,262,5124.02,5922.53,1310000,262,-46979.98828125,91.0728
84.5811,263,4894.02,5901.21,1315000,263,-46796.58984375,92.4502
86.0505,264,5398.17,5981.84,1320000,264,-47303.08984375,92.1192
85.0149,265,5415.99,5965.96,1325000,265,-47646.4140625,90.7743
84.3296,266,5309.17,5953.95,1330000,266,-47162.15234375,89.3425
85.4701,267,5266.4,5889.81,1335000,267,-47686.7421875,93.251
89.1531,268,4523.96,5566.39,1340000,268,-48347.1328125,98.8842
83.9574,269,5394.37,6000.44,1345000,269,-48030.12109375,88.7845
85.6981,270,5644.93,5948.04,1350000,270,-48824.19921875,87.9601
84.6366,271,5245.02,5934.95,1355000,271,-49083.1015625,88.8069
85.8872,272,5645.33,5734.73,1360000,272,-49393.25390625,91.8031
85.4173,273,5078.29,5641.04,1365000,273,-49794.9609375,91.3987
83.659,274,5654.05,5946.52,1370000,274,-50406.296875,87.2114
84.6429,275,5635.03,5940.97,1375000,275,-51113.0859375,91.7592
86.1034,276,5417.07,5881.39,1380000,276,-49646.984375,91.8561
85.5369,277,5343.81,5613.58,1385000,277,-50581.2109375,91.741
88.3331,278,5081.25,5899.75,1390000,278,-51110.96875,94.2663
85.6281,279,5669.11,5694.92,1395000,279,-52083.7421875,88.7561
83.2942,280,5627.72,5940.88,1400000,280,-51601.5078125,87.9636
85.175,281,5578.51,5999.47,1405000,281,-52208.23828125,90.7424
85.4631,282,5481.32,5664.0,1410000,282,-52840.4453125,91.3026
85.727,283,5474.12,5981.53,1415000,283,-53197.015625,89.2232
84.3121,284,5327.31,5479.49,1420000,284,-52634.4453125,88.2897
75.1322,285,5162.06,5417.18,1425000,285,-50791.890625,75.9751
81.2376,286,5242.65,5729.39,1430000,286,-52524.25390625,84.9425
84.5679,287,5440.17,5933.82,1435000,287,-53868.91015625,87.8801
85.5573,288,4870.1,5297.77,1440000,288,-53133.953125,88.5533
84.8891,289,5562.21,5920.31,1445000,289,-54274.203125,88.1042
87.4736,290,5102.55,5940.03,1450000,290,-54212.74609375,93.9295
84.8212,291,5338.34,5807.33,1455000,291,-54299.04296875,87.8159
86.5539,292,5296.19,5805.03,1460000,292,-54401.21484375,92.487
85.3597,293,5560.42,5871.5,1465000,293,-54004.97265625,90.1106
88.2433,294,5196.47,5670.86,1470000,294,-56291.95703125,91.7983
84.9397,295,5522.85,5819.6,1475000,295,-55277.640625,88.4677
84.873,296,5207.51,5916.28,1480000,296,-54335.72265625,86.8102
86.2995,297,5060.32,5955.56,1485000,297,-56574.31640625,91.9177
85.5295,298,4944.03,5821.37,1490000,298,-57225.68359375,88.8959
84.5131,299,5425.77,5551.95,1495000,299,-56817.46875,90.6181
84.998,300,5140.09,5330.16,1500000,300,-57109.3515625,88.1488
87.4949,301,5286.53,5204.78,1505000,301,-57658.2421875,95.0558
85.5325,302,5396.42,5637.44,1510000,302,-56831.3515625,89.4073
86.6844,303,5621.78,5879.33,1515000,303,-57556.87890625,93.1057
73.2742,304,5649.9,5775.18,1520000,304,-50283.5859375,71.5837
87.5921,305,5131.0,6006.68,1525000,305,-57312.1484375,93.5792
85.9888,306,5449.37,5724.91,1530000,306,-57925.9453125,90.5338
85.1891,307,4894.56,5545.74,1535000,307,-57763.5390625,91.1794
73.0786,308,5051.08,5815.28,1540000,308,-50274.90625,68.9658
86.4745,309,4538.06,5746.22,1545000,309,-58870.91015625,91.5523
74.0578,310,4536.78,5311.2,1550000,310,-53072.39453125,77.1844
85.8844,311,4325.85,5399.91,1555000,311,-58936.83984375,91.6921
85.1559,312,4814.04,5724.31,1560000,312,-57969.5546875,90.0117
81.9701,313,5438.63,5780.47,1565000,313,-58384.28515625,86.0668
88.214,314,4354.28,5949.06,1570000,314,-60039.33984375,93.708
84.5283,315,5488.44,6036.85,1575000,315,-59768.21484375,89.3593
85.0303,316,4609.28,5901.11,1580000,316,-60393.97265625,89.5084
75.7066,317,5641.15,4810.23,1585000,317,-55289.609375,77.4517
75.8743,318,5446.49,6023.88,1590000,318,-56469.3125,79.8428
80.3691,319,5042.28,5872.1,1595000,319,-59100.8125,85.568
84.5701,320,4960.58,5662.88,1600000,320,-60034.9609375,89.9113
85.7132,321,5148.49,5742.7,1605000,321,-61625.73828125,91.8304
86.1505,322,5349.7,5698.0,1610000,322,-61474.453125,90.1887
87.4056,323,5525.32,5288.55,1615000,323,-61527.5,93.4384
86.2461,324,5399.91,5726.9,1620000,324,-61428.6640625,92.8704
78.0273,325,5223.05,5770.05,1625000,325,-59647.42578125,87.2246
76.4498,326,5257.67,5986.13,1630000,326,-58101.32421875,80.9128
87.4759,327,4993.48,5089.57,1635000,327,-62822.81640625,94.3433
77.248,328,5133.54,6009.83,1640000,328,-60854.81640625,83.7095
78.8903,329,5276.14,5893.53,1645000,329,-60612.19921875,86.275
87.8582,330,5351.03,5963.55,1650000,330,-63466.18359375,93.2935
76.2564,331,4662.58,5736.3,1655000,331,-58650.01171875,81.9359
87.236,332,5366.72,5352.72,1660000,332,-62736.96875,93.1761
85.2313,333,5193.84,5552.04,1665000,333,-62637.2890625,89.1465
86.4686,334,5155.07,5845.34,1670000,334,-63759.63671875,90.5095
83.7552,335,5004.11,6042.17,1675000,335,-63027.1328125,85.6325
86.5903,336,5284.1,5674.27,1680000,336,-63440.23046875,94.1984
86.4112,337,5015.89,5627.34,1685000,337,-63625.3984375,89.8065
78.723,338,4696.21,4788.99,1690000,338,-60513.1484375,82.9999
88.7392,339,5123.82,5814.41,1695000,339,-63677.4453125,92.7024
84.9544,340,5001.96,5731.61,1700000,340,-64449.734375,87.7564
84.8797,341,5432.3,5928.55,1705000,341,-63900.34765625,87.6402
80.3756,342,5376.91,6010.39,1710000,342,-63495.109375,84.9516
87.1537,343,5498.25,5955.27,1715000,343,-65156.81640625,96.9794
87.3052,344,5273.03,5618.16,1720000,344,-64930.98828125,93.6477
87.7053,345,5425.97,5730.05,1725000,345,-65418.36328125,94.5718
84.1537,346,4962.59,5615.62,1730000,346,-64597.55859375,88.6877
74.4122,347,5174.69,5991.44,1735000,347,-58131.1796875,78.7883
88.3637,348,5439.33,6057.44,1740000,348,-65927.0625,94.7873
88.2235,349,4594.28,5357.45,1745000,349,-65341.421875,92.6186
84.916,350,4685.52,4700.69,1750000,350,-65405.6640625,87.6017
86.0287,351,5488.78,5931.22,1755000,351,-65973.734375,92.0565
85.7348,352,5162.2,5907.05,1760000,352,-66152.4609375,90.1328
77.6136,353,5086.25,5820.13,1765000,353,-62678.43359375,80.9483
83.0945,354,5639.57,6019.24,1770000,354,-65083.0,88.0523
78.3246,355,4858.34,5759.28,1775000,355,-62996.3828125,85.2025
84.6374,356,5377.19,6052.78,1780000,356,-65712.5703125,90.7996
86.82,357,5446.58,5666.08,1785000,357,-66854.0078125,92.7788
82.0675,358,4927.47,5741.76,1790000,358,-66346.5,90.4268
76.4094,359,4632.01,5863.52,1795000,359,-63329.90234375,78.9208
83.4671,360,4695.3,6053.24,1800000,360,-66869.0859375,87.2751
86.0601,361,5766.67,5900.93,1805000,361,-67041.359375,92.8203
85.335,362,5696.14,5528.08,1810000,362,-67073.9140625,89.8936
78.8961,363,5232.95,5184.64,1815000,363,-65296.4921875,86.1571
86.0285,364,5103.35,5552.52,1820000,364,-66464.375,93.9005
73.5641,365,4929.94,5268.29,1825000,365,-59750.2890625,73.076
85.6288,366,5128.98,5662.01,1830000,366,-67411.8828125,89.9908
79.5007,367,4732.4,5705.68,1835000,367,-65326.9375,86.5155
85.0694,368,5201.61,5428.9,1840000,368,-68131.1953125,89.2347
76.9943,369,5327.93,5722.48,1845000,369,-65501.10546875,81.887
76.9783,370,5703.97,6062.58,1850000,370,-63534.21484375,82.7949
83.7568,371,5529.85,5418.16,1855000,371,-67443.046875,85.2936
83.9319,372,5649.43,5769.76,1860000,372,-68618.03125,88.8318
84.2015,373,5414.0,5796.24,1865000,373,-65426.49609375,83.9245
76.1202,374,5612.83,6034.74,1870000,374,-63757.00390625,79.7475
83.7285,375,5646.85,5665.97,1875000,375,-68770.7109375,92.3065
76.9226,376,5709.52,5466.0,1880000,376,-64481.3046875,83.1121
79.4976,377,5555.69,6014.79,1885000,377,-67508.0703125,86.1753
86.5547,378,5418.48,5776.81,1890000,378,-69802.40625,91.5059
86.1707,379,5440.07,5662.01,1895000,379,-69463.71875,87.4921
84.7261,380,5118.55,5613.26,1900000,380,-69600.515625,90.8481
80.7345,381,5207.06,5985.79,1905000,381,-68701.421875,84.849
84.1845,382,5514.58,5949.26,1910000,382,-69620.09375,90.7892
84.4405,383,4983.06,6066.05,1915000,383,-69659.40625,87.9674
75.3616,384,4599.93,5446.27,1920000,384,-65083.109375,81.1579
77.9984,385,5480.75,6113.73,1925000,385,-68350.578125,86.5095
84.5204,386,5436.53,5470.68,1930000,386,-69638.5703125,88.2075
85.0059,387,5241.1,5438.07,1935000,387,-69714.953125,91.3264
83.31,388,5032.97,5766.04,1940000,388,-69950.7578125,90.0343
77.7005,389,5469.6,5787.85,1945000,389,-63216.16015625,80.7103
85.0205,390,5087.42,5560.08,1950000,390,-70406.953125,91.4706
76.6441,391,5179.78,6057.56,1955000,391,-65608.4375,83.9678
