Running Forward KL,Itration,Real Sto Return,Running Reverse KL,Running Env Steps,Running Update Time,Real Det Return,Reward Loss
300.4574,79,4465.88,116.7956,395000,79,5076.59,-17589.427734375
306.9692,80,3459.16,139.9088,400000,80,3009.49,-23535.171875
288.1664,81,4497.7,118.6406,405000,81,5039.06,-17953.8359375
297.1196,82,3826.59,126.252,410000,82,4271.1,-16920.275390625
336.2293,83,2593.75,209.5783,415000,83,902.8,-34046.13671875
288.2237,84,4604.43,104.503,420000,84,3730.04,-14310.6123046875
291.3911,85,3638.25,115.8392,425000,85,3225.82,-20230.828125
304.5204,86,3768.6,137.6019,430000,86,4022.16,-19716.74609375
293.9684,87,3559.6,128.8434,435000,87,2284.71,-24066.23828125
298.6382,88,3581.72,128.1919,440000,88,4997.77,-25585.45703125
314.1953,89,2997.96,160.3623,445000,89,4209.87,-33366.23046875
332.0565,90,3260.04,200.7064,450000,90,2084.36,-41905.109375
300.5011,91,2564.09,135.4265,455000,91,1027.53,-29020.26953125
319.5738,92,2694.68,189.8626,460000,92,2725.43,-40604.5703125
312.1805,93,2785.96,156.9344,465000,93,2630.13,-34506.35546875
314.9438,94,1801.05,175.1142,470000,94,1552.01,-37871.4375
306.1095,95,3676.82,136.7882,475000,95,1643.93,-31001.939453125
324.1434,96,2380.46,172.9285,480000,96,1236.28,-38270.64453125
295.0735,97,4266.01,102.4448,485000,97,3756.48,-18685.990234375
302.7063,98,4144.15,123.0399,490000,98,3920.43,-28422.0390625
320.328,99,4724.2,147.6845,495000,99,3688.42,-31171.123046875
318.9918,100,3508.71,161.298,500000,100,1592.98,-36170.3984375
306.5065,101,4851.46,125.4765,505000,101,3726.02,-21225.91015625
307.3517,102,5004.48,137.3152,510000,102,2184.4,-23307.91796875
313.836,103,4861.59,144.0218,515000,103,4341.53,-27621.3515625
311.3665,104,5071.31,129.4629,520000,104,4636.4,-29198.44140625
319.8888,105,4702.44,147.2866,525000,105,5210.48,-27968.642578125
306.0754,106,4878.93,129.9004,530000,106,5204.57,-18024.90234375
307.3315,107,5129.31,137.4766,535000,107,5262.48,-23703.47265625
303.1814,108,5126.6,124.9584,540000,108,5305.77,-22695.59765625
293.4911,109,4726.14,121.0184,545000,109,5219.76,-21138.263671875
298.3729,110,4616.05,126.3649,550000,110,5164.09,-28799.0078125
368.0354,111,875.98,250.4734,555000,111,309.39,-53404.96484375
298.3207,112,4471.27,143.603,560000,112,1657.04,-39711.70703125
303.1351,113,4520.69,142.4059,565000,113,1664.2,-37605.78515625
291.4981,114,4778.41,107.5117,570000,114,4585.81,-26271.5546875
289.3887,115,4004.14,105.147,575000,115,4778.52,-30232.544921875
287.7512,116,5096.42,126.3499,580000,116,4144.82,-33358.9375
287.6367,117,4895.91,112.0095,585000,117,4289.61,-26466.357421875
285.957,118,4683.06,117.0891,590000,118,5296.69,-24531.18359375
288.31,119,4732.34,109.2207,595000,119,5169.23,-32026.123046875
288.3896,120,5123.37,122.9478,600000,120,4985.91,-33746.4609375
289.4619,121,4681.03,118.2322,605000,121,5374.56,-28276.978515625
285.3208,122,5068.52,108.3774,610000,122,5074.9,-29800.052734375
293.8528,123,5178.7,126.1268,615000,123,5226.56,-32446.052734375
290.2194,124,4880.79,119.9046,620000,124,5246.96,-29226.88671875
295.4923,125,5122.33,126.2923,625000,125,5219.49,-31186.083984375
299.1318,126,5034.89,125.0627,630000,126,4998.37,-32443.568359375
292.7999,127,5159.02,123.4202,635000,127,5168.32,-31840.0234375
303.2711,128,5054.03,136.5462,640000,128,5212.57,-34770.26953125
294.8745,129,5228.35,125.2287,645000,129,5367.18,-31745.73046875
280.3985,130,5225.31,114.1108,650000,130,4377.1,-32846.9921875
299.3161,131,5147.95,127.3162,655000,131,5048.21,-36639.16796875
295.9906,132,5110.04,123.951,660000,132,5294.12,-33910.80859375
287.1828,133,4995.03,123.8846,665000,133,4866.56,-38074.12109375
286.3292,134,4981.04,114.3413,670000,134,4859.02,-34551.67578125
293.4159,135,5124.05,123.3819,675000,135,4850.74,-37841.859375
279.942,136,2889.47,107.3858,680000,136,3923.63,-37165.64453125
302.7882,137,3666.4,143.4502,685000,137,3187.66,-47930.69921875
343.5877,138,2782.72,189.9693,690000,138,2820.92,-56569.33984375
311.1648,139,4694.64,138.8329,695000,139,5109.05,-34309.0859375
308.7881,140,4874.23,139.288,700000,140,5047.96,-38382.4140625
296.0825,141,5061.28,119.9598,705000,141,5044.16,-38444.375
280.3975,142,5074.27,98.7663,710000,142,4968.66,-39033.26171875
281.075,143,5067.28,105.493,715000,143,5211.3,-37399.57421875
297.536,144,5199.67,126.9954,720000,144,4625.69,-41992.38671875
285.4195,145,4879.19,101.9819,725000,145,5214.04,-41458.1875
277.6932,146,4817.02,99.6163,730000,146,4876.64,-40238.859375
273.8,147,4887.93,92.7305,735000,147,4892.68,-38565.01953125
276.1024,148,4870.47,98.3358,740000,148,5184.55,-42543.39453125
286.0733,149,5164.66,108.7841,745000,149,5165.84,-43409.234375
280.4508,150,5041.9,115.5576,750000,150,4140.57,-44208.5390625
271.5028,151,4642.98,88.3319,755000,151,5035.43,-42374.86328125
269.7812,152,4648.0,85.397,760000,152,5162.97,-43265.30859375
277.2272,153,5088.11,99.0407,765000,153,5158.19,-47151.96875
281.82,154,4701.61,113.668,770000,154,5281.26,-47940.9375
277.072,155,4401.95,104.7403,775000,155,4987.1,-48666.5234375
276.2833,156,4313.3,100.5693,780000,156,4929.65,-48501.35546875
282.4489,157,4433.32,102.0912,785000,157,5083.55,-49422.1640625
279.3947,158,5102.7,102.5273,790000,158,5188.26,-52263.8515625
267.5751,159,4902.14,84.2254,795000,159,5368.98,-47943.2734375
271.6142,160,4688.91,89.174,800000,160,5191.06,-50551.38671875
282.3265,161,5065.74,102.2645,805000,161,5127.55,-50918.21484375
271.5241,162,3772.22,91.9914,810000,162,5171.76,-51818.30078125
272.6616,163,3812.84,89.7414,815000,163,4976.11,-54533.01953125
273.6051,164,5143.79,95.7648,820000,164,5381.91,-53757.13671875
279.1532,165,4681.05,102.3995,825000,165,5139.53,-53639.1171875
274.6149,166,5071.18,97.7179,830000,166,4061.54,-56134.43359375
278.0845,167,5181.44,102.895,835000,167,5302.94,-56587.62890625
283.09,168,5157.64,104.7182,840000,168,5227.5,-55182.90234375
281.2448,169,3327.83,134.9207,845000,169,3252.78,-61782.94140625
281.8243,170,4449.89,108.0007,850000,170,4747.91,-56665.48046875
283.3628,171,5155.78,113.672,855000,171,5394.13,-60434.23046875
290.9565,172,4609.62,111.8399,860000,172,4704.37,-59142.26171875
282.7644,173,4466.72,102.1041,865000,173,4279.2,-62032.61328125
299.9859,174,5166.37,121.9683,870000,174,5370.01,-62541.60546875
293.0899,175,4099.9,145.2329,875000,175,5376.54,-66558.4921875
283.2,176,3951.57,122.7467,880000,176,3546.38,-67087.546875
291.8347,177,4770.63,123.4099,885000,177,5333.09,-64578.0390625
294.7067,178,5132.88,118.8206,890000,178,4475.16,-66180.9921875
291.8587,179,5202.07,120.7915,895000,179,5370.21,-66415.171875
290.1735,180,4969.22,119.1685,900000,180,5310.11,-67790.078125
295.8716,181,5111.68,125.829,905000,181,5350.96,-68304.15625
279.5214,182,5170.49,108.3319,910000,182,5385.64,-67189.921875
290.7297,183,5224.82,117.4275,915000,183,5385.16,-69624.7890625
285.526,184,5061.7,113.0139,920000,184,5280.06,-72187.046875
287.169,185,5169.42,117.7239,925000,185,5416.86,-69495.90625
283.8385,186,5180.51,111.185,930000,186,5357.37,-71404.0625
283.8649,187,5173.52,116.1077,935000,187,5162.21,-73807.453125
298.5097,188,4483.31,123.1708,940000,188,3023.99,-73064.3828125
274.276,189,5083.59,102.058,945000,189,5285.22,-74976.0625
284.5082,190,4989.83,112.9472,950000,190,5434.99,-72933.7890625
288.3559,191,5191.65,118.4545,955000,191,5411.14,-73768.546875
283.2139,192,4957.97,116.0342,960000,192,5385.1,-76253.40625
286.4032,193,5334.23,122.534,965000,193,5124.58,-76595.6484375
278.2733,194,4931.56,107.5689,970000,194,4826.06,-75009.6484375
275.1942,195,5246.22,102.2691,975000,195,5510.6,-75012.1875
278.1368,196,5067.17,103.5869,980000,196,5313.5,-78991.984375
279.7555,197,5165.33,112.7363,985000,197,5499.38,-79558.3359375
282.7913,198,4847.3,124.0158,990000,198,5568.58,-74982.0546875
276.8776,199,5116.91,102.3879,995000,199,5320.07,-77999.34375
281.9555,200,5216.05,112.4413,1000000,200,5485.33,-79733.265625
277.5794,201,5018.66,109.4283,1005000,201,5473.13,-79129.6484375
280.7667,202,5085.01,109.4767,1010000,202,5482.54,-80349.078125
282.6532,203,5116.37,115.6674,1015000,203,5458.54,-83126.671875
288.0018,204,4734.23,123.9444,1020000,204,5391.05,-84224.4609375
293.1339,205,4853.82,139.4243,1025000,205,5541.16,-84546.6328125
365.0831,206,1590.01,271.2716,1030000,206,3117.83,-83557.78125
298.2077,207,4851.01,145.0075,1035000,207,5394.86,-86539.640625
294.6321,208,5102.55,136.5835,1040000,208,5408.71,-86181.7734375
292.4014,209,4609.99,142.34,1045000,209,5295.5,-86997.09375
294.9577,210,3949.2,145.6505,1050000,210,5408.98,-85873.4453125
290.6776,211,4432.97,125.2813,1055000,211,5078.22,-85547.3984375
295.8462,212,3742.86,154.3227,1060000,212,4410.42,-83745.3515625
286.6123,213,4273.26,119.5436,1065000,213,3491.25,-85115.3125
301.168,214,3687.15,144.13,1070000,214,4076.6,-85213.6484375
287.2541,215,4409.85,128.5204,1075000,215,4267.3,-83858.2578125
281.5122,216,4505.78,110.455,1080000,216,5326.27,-85037.875
285.6907,217,4710.56,130.3703,1085000,217,5191.82,-85466.2734375
290.8507,218,3109.8,152.1154,1090000,218,3966.34,-85115.40625
331.1869,219,1333.68,235.7838,1095000,219,921.7,-79427.6171875
339.0905,220,1474.49,248.6012,1100000,220,1182.32,-80712.5390625
311.6533,221,3255.54,175.6325,1105000,221,3515.42,-83661.5390625
293.3985,222,4847.82,136.7082,1110000,222,4889.64,-85770.9453125
287.3088,223,4405.69,119.7027,1115000,223,4936.29,-86257.34375
299.9712,224,4923.51,142.7843,1120000,224,4779.78,-85881.609375
284.0999,225,4936.09,114.831,1125000,225,5427.7,-84571.3515625
288.4075,226,4086.78,124.4351,1130000,226,5417.8,-84968.6015625
298.1252,227,5174.34,132.2668,1135000,227,5432.64,-84965.390625
278.8669,228,4644.18,104.5102,1140000,228,5163.14,-82596.0546875
278.8299,229,5248.82,116.8429,1145000,229,5425.87,-78320.4765625
287.5719,230,3624.0,114.4575,1150000,230,4846.54,-80340.2265625
301.6003,231,4367.75,130.9893,1155000,231,5185.76,-84079.5234375
297.3974,232,5255.36,127.4438,1160000,232,5359.2,-85070.46875
291.2458,233,4437.2,124.6216,1165000,233,5391.63,-84499.4921875
304.3396,234,4894.21,130.5808,1170000,234,5409.76,-86383.953125
283.546,235,4919.46,112.6122,1175000,235,5237.76,-85635.6796875
295.2401,236,4351.68,121.1181,1180000,236,5302.65,-87095.7421875
287.2333,237,3969.94,121.3015,1185000,237,5269.72,-86079.921875
299.6421,238,3587.92,126.8915,1190000,238,4868.66,-86258.0859375
309.509,239,3772.26,143.8595,1195000,239,5383.87,-83032.0234375
307.7096,240,3128.07,138.6094,1200000,240,1632.87,-80044.8125
317.052,241,4653.9,156.8239,1205000,241,5355.22,-87870.7578125
295.3083,242,3780.27,127.8417,1210000,242,4371.03,-84073.0234375
290.3222,243,3910.12,118.5982,1215000,243,4621.03,-82238.6796875
292.3886,244,4049.54,133.4074,1220000,244,3646.97,-84616.25
292.0315,245,4359.64,136.2988,1225000,245,2141.48,-84283.265625
282.1498,246,4999.52,110.6765,1230000,246,5476.83,-87090.46875
299.8834,247,5175.04,128.6357,1235000,247,5469.71,-89452.75
306.7518,248,3302.01,155.7295,1240000,248,2579.96,-82356.734375
287.5597,249,3668.08,118.9186,1245000,249,2517.19,-86735.2265625
307.1036,250,2067.2,142.3417,1250000,250,1257.3,-79852.046875
296.7645,251,2832.14,136.3605,1255000,251,1582.36,-77182.1953125
306.1984,252,2550.14,163.1689,1260000,252,534.65,-74136.171875
312.6761,253,1857.64,160.8343,1265000,253,1655.99,-77839.4375
297.045,254,2148.54,158.2594,1270000,254,2648.57,-75315.46875
324.0164,255,1677.58,171.4248,1275000,255,877.19,-70556.46875
325.0802,256,1725.82,202.9419,1280000,256,945.48,-71617.25
281.5854,257,3928.57,109.5876,1285000,257,1247.32,-78946.0
330.4198,258,1430.67,210.1565,1290000,258,903.37,-70665.90625
335.1674,259,2276.91,180.807,1295000,259,1259.85,-66226.4140625
354.1557,260,1135.37,234.8803,1300000,260,832.34,-64720.53515625
376.6343,261,651.63,228.6111,1305000,261,1093.56,-63272.85546875
374.3965,262,757.99,229.7025,1310000,262,949.41,-63563.95703125
343.1205,263,2421.09,216.2781,1315000,263,3567.81,-70699.859375
474.699,264,644.51,255.0794,1320000,264,426.91,-64477.73828125
366.0919,265,1176.7,233.8132,1325000,265,1578.9,-65455.94140625
366.1318,266,1227.75,293.7046,1330000,266,1387.12,-70383.15625
402.2423,267,1173.35,261.1013,1335000,267,1319.4,-70179.2890625
449.8908,268,681.44,326.4473,1340000,268,770.46,-73336.9921875
428.5313,269,809.92,285.3626,1345000,269,1068.32,-72868.421875
353.9411,270,2225.17,256.0577,1350000,270,2982.67,-71898.875
396.8785,271,1004.61,385.5424,1355000,271,590.5,-73402.921875
314.4265,272,2532.26,139.5348,1360000,272,3820.49,-81411.9296875
423.1851,273,562.72,362.4556,1365000,273,638.0,-74104.546875
411.9923,274,716.07,334.7043,1370000,274,655.25,-76987.53125
392.6298,275,810.82,363.386,1375000,275,894.62,-78592.8671875
421.2426,276,625.07,591.5234,1380000,276,828.41,-87741.4765625
420.389,277,392.53,398.6312,1385000,277,477.75,-80971.421875
480.8114,278,448.03,408.8671,1390000,278,342.6,-80333.015625
413.1518,279,400.49,360.8557,1395000,279,412.27,-79224.03125
355.871,280,1321.11,232.1302,1400000,280,1532.27,-75581.1328125
418.5102,281,220.07,326.7205,1405000,281,917.6,-76926.46875
438.2997,282,485.79,284.9265,1410000,282,391.82,-72942.0234375
489.1632,283,358.14,306.3386,1415000,283,200.41,-69727.84375
441.2168,284,487.71,274.581,1420000,284,544.46,-71975.984375
439.2575,285,455.29,268.0959,1425000,285,266.7,-70829.8984375
477.2244,286,191.16,301.7596,1430000,286,249.53,-73386.3125
506.5913,287,189.37,275.7518,1435000,287,158.17,-73873.953125
526.8425,288,118.87,508.806,1440000,288,118.3,-82320.9140625
549.7262,289,94.74,312.7159,1445000,289,68.18,-76302.4921875
556.4143,290,83.34,311.8707,1450000,290,79.19,-78985.46875
536.2419,291,66.33,295.8097,1455000,291,66.81,-78202.0390625
561.6235,292,62.35,418.2237,1460000,292,62.13,-75302.7890625
600.9717,293,62.97,462.2689,1465000,293,61.18,-72576.1875
621.7267,294,60.74,425.0663,1470000,294,60.22,-53977.96484375
653.459,295,62.25,644.6769,1475000,295,62.18,-43412.30859375
673.8711,296,58.96,1851.4577,1480000,296,58.89,-30566.078125
644.6476,297,60.5,501.1305,1485000,297,59.65,-46504.7734375
649.9033,298,58.4,666.9878,1490000,298,58.1,-33452.4609375
634.3976,299,59.82,1101.8833,1495000,299,61.82,-37559.40625
629.7722,300,61.43,431.6427,1500000,300,60.63,-57046.38671875
612.1881,301,66.65,470.9651,1505000,301,66.83,-64170.08984375
607.3416,302,155.51,428.7909,1510000,302,152.93,-68722.921875
629.5624,303,91.24,925.3892,1515000,303,72.36,-65051.30078125
609.721,304,70.98,469.1869,1520000,304,79.97,-58228.19140625
614.6538,305,59.66,513.2127,1525000,305,59.52,-67014.9296875
609.7622,306,59.77,1028.0572,1530000,306,59.74,-60993.1796875
619.6002,307,59.62,727.2987,1535000,307,59.62,-72618.3671875
598.2732,308,88.54,403.1371,1540000,308,66.57,-81193.15625
547.6862,309,112.9,1253.942,1545000,309,132.16,-68844.3046875
579.9343,310,63.82,317.3386,1550000,310,63.25,-91354.828125
546.2708,311,78.94,312.8414,1555000,311,97.15,-89881.3046875
616.9588,312,65.43,661.6278,1560000,312,65.36,-85540.6953125
576.9937,313,68.82,638.5988,1565000,313,68.04,-92137.171875
569.1418,314,60.2,1578.177,1570000,314,60.03,-92312.1875
569.791,315,96.02,764.2104,1575000,315,116.01,-91515.4296875
617.2593,316,200.91,472.4392,1580000,316,200.03,-91828.453125
644.0241,317,73.27,967.2248,1585000,317,74.23,-98892.0625
583.5531,318,251.48,475.5164,1590000,318,242.2,-94334.2109375
571.4121,319,240.5,359.0928,1595000,319,224.77,-96361.4453125
619.0058,320,148.45,348.8309,1600000,320,147.15,-88794.7578125
548.4282,321,290.87,306.6909,1605000,321,323.91,-89681.703125
535.3035,322,368.81,538.8051,1610000,322,316.5,-88330.0
497.4575,323,294.09,465.8668,1615000,323,285.12,-88290.1484375
479.3068,324,262.52,311.5317,1620000,324,248.91,-85223.1171875
474.4499,325,263.26,347.9089,1625000,325,248.71,-87508.9921875
496.997,326,323.48,319.5066,1630000,326,329.25,-87972.9140625
502.6003,327,429.99,283.6134,1635000,327,436.69,-83988.109375
488.8747,328,422.1,349.8391,1640000,328,432.91,-84663.125
493.0119,329,413.62,266.2213,1645000,329,468.84,-88166.3125
516.5944,330,298.56,349.5098,1650000,330,292.74,-89733.1328125
490.0611,331,407.85,287.4914,1655000,331,403.8,-89998.4140625
516.4267,332,317.32,219.3486,1660000,332,316.03,-90558.046875
533.3978,333,239.45,369.6802,1665000,333,291.73,-91310.7890625
557.5688,334,307.0,274.0119,1670000,334,330.83,-92070.46875
505.834,335,414.41,248.7872,1675000,335,408.74,-90608.5859375
534.9005,336,418.01,448.8825,1680000,336,404.01,-88959.515625
523.2542,337,297.24,309.9712,1685000,337,376.71,-91158.78125
495.1626,338,313.62,359.5742,1690000,338,363.07,-90442.28125
472.9305,339,459.8,388.8695,1695000,339,444.42,-93840.953125
516.6291,340,383.06,328.4238,1700000,340,382.78,-94759.25
501.9483,341,318.75,1187.9006,1705000,341,329.72,-97582.4921875
482.5955,342,317.31,1394.447,1710000,342,319.69,-97555.65625
482.6144,343,366.49,1807.2401,1715000,343,365.6,-97483.7265625
518.1203,344,225.72,349.3558,1720000,344,239.32,-97929.4921875
483.3921,345,339.77,876.9104,1725000,345,271.61,-96601.3828125
512.2025,346,302.4,295.0553,1730000,346,303.88,-91801.96875
505.6013,347,249.12,275.3432,1735000,347,287.65,-91850.09375
469.9555,348,353.14,296.0091,1740000,348,350.21,-92005.0546875
455.0007,349,417.99,311.9432,1745000,349,427.18,-93288.203125
518.4506,350,323.47,273.143,1750000,350,236.78,-90687.4375
496.9091,351,260.42,337.8241,1755000,351,271.73,-91656.3828125
535.69,352,203.49,334.5074,1760000,352,204.83,-88598.7265625
588.7231,353,229.39,393.6829,1765000,353,210.61,-88132.4140625
577.0074,354,216.2,560.2548,1770000,354,198.84,-92694.7734375
501.1451,355,234.85,336.5235,1775000,355,229.44,-91191.4375
507.9814,356,220.03,331.984,1780000,356,211.17,-90858.265625
521.6319,357,160.79,337.4375,1785000,357,163.46,-91794.53125
490.7149,358,205.42,337.0677,1790000,358,188.77,-91699.1953125
480.7981,359,276.56,515.3349,1795000,359,245.07,-89873.625
490.6627,360,287.57,363.9531,1800000,360,248.22,-94111.234375
577.4673,361,155.27,473.0496,1805000,361,125.46,-90055.2109375
554.8472,362,205.71,426.2435,1810000,362,198.76,-91720.328125
532.9346,363,256.25,420.1984,1815000,363,262.59,-92536.953125
509.6032,364,141.2,391.6049,1820000,364,124.54,-89746.0625
546.0719,365,283.22,356.8348,1825000,365,296.51,-90739.890625
498.964,366,300.98,494.7362,1830000,366,310.98,-89391.140625
464.6226,367,289.42,360.0445,1835000,367,331.2,-83196.8984375
491.0195,368,390.34,359.4569,1840000,368,336.08,-90862.90625
502.3156,369,402.84,473.2075,1845000,369,288.19,-88958.8046875
509.2084,370,488.69,314.9837,1850000,370,413.22,-91331.7734375
467.0904,371,424.17,370.3107,1855000,371,523.2,-92932.640625
456.0309,372,574.5,307.4174,1860000,372,395.11,-89301.7265625
467.8819,373,407.53,313.9948,1865000,373,404.76,-90749.9375
462.0217,374,327.48,329.1937,1870000,374,329.75,-93198.46875
455.995,375,482.84,309.3717,1875000,375,466.46,-92308.1953125
481.7377,376,432.14,312.3883,1880000,376,343.93,-90505.796875
468.3627,377,358.25,518.4645,1885000,377,281.36,-94913.71875
452.5655,378,355.28,358.4914,1890000,378,386.93,-93090.8046875
455.2491,379,399.76,335.0591,1895000,379,324.87,-92251.3671875
450.3907,380,435.07,281.623,1900000,380,602.98,-92640.953125
444.5712,381,982.46,368.3912,1905000,381,636.65,-93404.796875
433.1546,382,998.78,325.0038,1910000,382,629.4,-93158.0
441.7775,383,515.56,351.2238,1915000,383,729.82,-91569.4140625
428.2852,384,1053.22,1219.425,1920000,384,783.99,-92982.4375
396.3088,385,1594.07,426.719,1925000,385,1914.21,-90838.09375
449.8379,386,787.69,767.7788,1930000,386,462.47,-94090.7265625
446.5048,387,493.75,1192.494,1935000,387,1537.69,-94572.3359375
408.7487,388,2375.08,519.2289,1940000,388,2322.66,-93036.359375
406.1393,389,2379.19,301.9659,1945000,389,2632.17,-91178.5859375
413.4417,390,914.58,478.2435,1950000,390,1184.33,-93937.71875
423.3647,391,1697.16,1117.1069,1955000,391,1427.13,-94981.0
414.1302,392,1529.23,721.7341,1960000,392,1456.79,-95175.0703125
397.6794,393,2030.73,791.8153,1965000,393,1519.76,-93944.828125
399.171,394,1305.7,654.5195,1970000,394,1328.59,-94020.59375
425.1973,395,1184.91,547.4458,1975000,395,1076.17,-95281.6796875
394.9306,396,2404.58,518.4324,1980000,396,2068.44,-95647.78125
394.6587,397,2043.46,264.6616,1985000,397,2331.61,-94331.6015625
454.3776,398,1229.09,371.7038,1990000,398,981.38,-95792.2890625
421.974,399,1038.58,348.7165,1995000,399,943.67,-93942.46875
397.9083,400,1861.92,274.1995,2000000,400,3032.63,-91391.75
397.5891,401,1930.23,344.0599,2005000,401,2071.35,-93901.8984375
388.5916,402,2176.88,261.8125,2010000,402,1920.24,-91710.3125
370.0595,403,2118.21,225.8009,2015000,403,1836.84,-92736.4140625
393.4044,404,2279.98,327.7582,2020000,404,1837.5,-91961.703125
386.9117,405,3065.21,302.5157,2025000,405,2532.44,-95113.0703125
