Running Env Steps,Itration,Running Reverse KL,Reward Loss,Real Sto Return,Running Forward KL,Running Update Time,Real Det Return
325000,65,17.939,-396.91192626953125,3900.14,44.2221,65,4119.13
330000,66,18.138,-392.66766357421875,3985.12,43.1079,66,4128.81
335000,67,18.3431,-414.44830322265625,4036.35,43.7599,67,4158.79
340000,68,17.8748,-418.69244384765625,4030.37,43.6149,68,4179.0
345000,69,19.1769,-424.0596923828125,3504.86,43.6587,69,4154.92
350000,70,17.5368,-433.4301452636719,3772.61,43.8914,70,3989.19
355000,71,18.3118,-434.98968505859375,3852.35,44.3044,71,4183.59
360000,72,17.5625,-450.7127380371094,4007.2,43.6823,72,4068.14
365000,73,19.9124,-451.95172119140625,4072.22,44.3114,73,4080.2
370000,74,16.5672,-438.7874755859375,3927.02,42.5335,74,4236.78
375000,75,20.5207,-468.1338806152344,3982.01,45.5331,75,4168.89
380000,76,20.3219,-471.0452880859375,3973.87,44.4732,76,4183.01
385000,77,17.4929,-465.22833251953125,3838.49,43.3832,77,4243.46
390000,78,20.3739,-471.1769104003906,3995.51,43.816,78,4062.73
395000,79,19.5533,-471.68438720703125,4152.12,43.6952,79,4210.95
400000,80,17.551,-464.84649658203125,4171.51,42.8468,80,4250.98
405000,81,17.573,-471.9945068359375,4032.27,43.3544,81,4206.5
410000,82,17.1824,-486.6612548828125,4131.75,43.4748,82,4360.66
415000,83,20.4242,-500.0743408203125,4208.28,43.7253,83,4308.22
420000,84,15.5101,-494.185791015625,4039.76,43.495,84,4341.81
425000,85,20.0907,-491.1820373535156,4201.41,44.0801,85,4146.4
430000,86,21.4624,-552.3347778320312,4101.87,44.5744,86,4091.34
435000,87,18.1474,-508.1925354003906,4026.59,43.9199,87,4217.21
440000,88,19.5912,-527.0656127929688,4218.56,43.8987,88,4282.6
445000,89,20.0265,-512.4766235351562,3961.28,44.5882,89,4384.08
450000,90,19.6557,-514.3886108398438,4284.4,43.5389,90,4418.86
455000,91,17.3315,-524.6521606445312,4118.92,42.692,91,4340.53
460000,92,18.8349,-529.8583374023438,3769.38,42.9382,92,4373.69
465000,93,20.7047,-542.23388671875,4225.05,44.5123,93,4129.81
470000,94,16.9526,-548.7779541015625,4091.94,43.3089,94,4209.35
475000,95,17.8158,-520.3236694335938,4219.86,42.4201,95,4426.9
480000,96,19.6891,-593.9268798828125,4179.15,43.9753,96,4179.83
485000,97,22.3798,-591.3147583007812,4280.97,45.5261,97,4224.32
490000,98,19.0455,-598.65625,4249.74,43.302,98,4367.59
495000,99,20.7141,-605.8297119140625,4249.81,43.9922,99,4256.95
500000,100,19.4405,-601.92822265625,4336.31,43.4535,100,4420.86
505000,101,19.4816,-588.3950805664062,4141.76,43.5229,101,4408.9
510000,102,18.2806,-596.4716186523438,4251.17,42.8146,102,4557.31
515000,103,18.8769,-603.3450927734375,4198.79,43.5529,103,4221.26
520000,104,21.348,-605.2723999023438,4314.73,43.7706,104,4326.66
525000,105,17.9792,-615.3265380859375,4306.5,42.9799,105,4237.26
530000,106,17.7298,-583.5554809570312,4302.33,43.3643,106,4637.13
535000,107,18.8682,-628.8176879882812,4322.86,44.2893,107,4255.22
540000,108,18.5466,-591.2928466796875,4365.12,42.8838,108,4562.14
545000,109,20.5863,-626.0296020507812,4314.81,44.4364,109,4225.41
550000,110,17.5555,-643.165283203125,4403.04,42.6764,110,4527.12
555000,111,17.51,-617.1375732421875,4282.52,42.621,111,4304.89
560000,112,20.0383,-660.6605224609375,4383.85,43.8326,112,4401.07
565000,113,16.5446,-647.6467895507812,4079.53,42.8464,113,4719.51
570000,114,18.2894,-659.5650634765625,4371.9,43.6984,114,4574.28
575000,115,19.8645,-682.072265625,4462.71,44.0068,115,4547.24
580000,116,18.02,-710.3773193359375,3320.48,43.4178,116,4337.04
585000,117,18.6701,-674.5377807617188,4352.49,43.4797,117,4482.35
590000,118,19.6468,-722.4697875976562,4410.08,43.6827,118,4540.54
595000,119,22.1251,-680.487548828125,4507.62,45.254,119,4530.24
600000,120,20.2524,-708.1160278320312,4519.26,43.8211,120,4581.47
605000,121,20.4341,-694.4622192382812,4387.44,43.2883,121,4350.21
610000,122,20.869,-775.3536987304688,4366.44,44.6431,122,4409.62
615000,123,21.9749,-739.453857421875,4405.42,44.2929,123,4335.4
620000,124,19.9001,-746.5556640625,4443.66,43.5273,124,4514.12
625000,125,18.273,-739.4580078125,4432.28,43.3374,125,4418.67
630000,126,19.4172,-753.936279296875,4445.17,43.7002,126,4454.21
635000,127,20.4042,-782.5961303710938,4466.65,43.7725,127,4545.5
640000,128,20.7307,-783.1994018554688,4430.24,43.5548,128,4479.74
645000,129,19.9857,-785.369384765625,4397.37,43.1929,129,4341.81
650000,130,19.0696,-810.77294921875,4380.73,43.6576,130,4381.59
655000,131,19.1618,-797.3837280273438,4424.55,42.9643,131,4445.73
660000,132,20.9163,-801.4625854492188,4605.04,43.8483,132,4662.87
665000,133,19.7208,-815.1650390625,4412.84,43.159,133,4329.28
670000,134,21.7209,-846.9804077148438,4532.97,43.4329,134,4533.8
675000,135,21.5638,-820.8975219726562,4518.57,44.5318,135,4523.68
680000,136,20.277,-853.8345947265625,4505.18,43.2706,136,4532.89
685000,137,17.6137,-860.9378662109375,4422.03,43.3244,137,4567.49
690000,138,18.9851,-839.2100219726562,4518.87,43.6872,138,4502.65
695000,139,18.6754,-850.23486328125,4453.21,43.3776,139,4529.67
700000,140,20.9479,-892.6199951171875,4548.62,44.3574,140,4579.38
705000,141,22.3143,-874.20947265625,4602.61,44.4559,141,4632.98
710000,142,19.7207,-907.9795532226562,4551.29,43.3301,142,4634.04
715000,143,21.3676,-879.9217529296875,4562.94,43.716,143,4605.05
720000,144,20.8925,-917.4801025390625,4432.79,43.8862,144,4488.34
725000,145,19.3811,-939.4332275390625,4559.2,43.7392,145,4591.34
730000,146,20.1997,-922.4776000976562,4479.62,43.7123,146,4412.36
735000,147,18.6983,-914.115478515625,4115.37,43.5556,147,4599.31
740000,148,22.333,-980.3905639648438,4407.57,44.8018,148,4427.62
745000,149,19.0646,-924.1624755859375,4576.62,43.5189,149,4669.16
750000,150,21.2501,-952.987060546875,4652.52,43.3383,150,4666.83
755000,151,20.7228,-944.04345703125,4350.78,42.9588,151,4684.07
760000,152,20.6464,-939.352783203125,4558.41,43.1477,152,4795.7
765000,153,20.6601,-977.3911743164062,4511.52,43.9111,153,4744.81
770000,154,19.6667,-976.5247802734375,4651.2,42.1603,154,4763.71
775000,155,22.25,-977.08984375,4431.5,43.4308,155,4677.97
780000,156,23.3626,-1033.6580810546875,4613.22,43.954,156,4633.98
785000,157,22.0828,-1014.5044555664062,4505.36,43.7208,157,4681.39
790000,158,14.6764,-1182.4736328125,843.03,45.8525,158,841.84
795000,159,22.9874,-1103.420654296875,4571.85,45.7118,159,4556.39
800000,160,24.9324,-1105.8271484375,4685.45,45.7047,160,4700.14
805000,161,24.3113,-1122.542724609375,4613.72,45.9205,161,4649.74
810000,162,23.3159,-1068.4781494140625,4648.33,43.3162,162,4688.81
815000,163,22.0005,-1144.83056640625,4545.12,44.4958,163,4614.89
820000,164,20.7986,-1122.8350830078125,4493.65,43.6189,164,4601.73
825000,165,18.3773,-1090.0599365234375,4578.68,43.7165,165,4693.35
830000,166,21.719,-1131.510498046875,4580.03,44.3094,166,4683.17
835000,167,22.1385,-1136.9268798828125,4672.56,44.859,167,4724.88
840000,168,19.566,-1123.82958984375,4553.57,43.4934,168,4637.27
845000,169,21.4349,-1126.5018310546875,4647.43,44.2784,169,4700.39
850000,170,21.9156,-1184.1923828125,4624.98,44.7973,170,4680.64
855000,171,19.8693,-1158.3106689453125,4539.51,43.0127,171,4620.47
860000,172,18.4458,-1142.4512939453125,4136.18,42.7177,172,4536.21
865000,173,19.1215,-1139.6151123046875,4616.67,42.0481,173,4624.6
870000,174,19.8675,-1204.072021484375,4647.72,43.1759,174,4734.45
875000,175,18.9243,-1182.040771484375,4574.04,42.1559,175,4642.03
880000,176,18.8921,-1201.91015625,4673.57,43.3321,176,4747.3
885000,177,20.7627,-1240.436279296875,4656.76,43.9667,177,4702.59
890000,178,22.1612,-1210.40087890625,4614.41,42.7143,178,4723.75
895000,179,20.035,-1234.0174560546875,4673.3,43.3761,179,4733.93
900000,180,21.4652,-1230.88330078125,4755.45,42.5474,180,4807.9
905000,181,22.0808,-1298.7666015625,4705.72,43.9791,181,4777.45
910000,182,20.9873,-1274.6881103515625,4734.09,43.1612,182,4809.01
915000,183,19.0899,-1253.5614013671875,4669.72,43.1735,183,4719.95
920000,184,21.2093,-1303.404541015625,4758.29,43.1095,184,4878.23
925000,185,19.4062,-1289.4268798828125,4332.04,42.5527,185,4804.23
930000,186,19.4781,-1295.492919921875,4713.41,42.7281,186,4726.1
935000,187,21.8791,-1337.3665771484375,4665.54,42.9256,187,4723.17
940000,188,21.8677,-1351.44091796875,4628.26,43.5741,188,4675.45
945000,189,21.4077,-1360.09765625,4618.15,43.0022,189,4740.82
950000,190,20.044,-1369.396240234375,4664.0,43.0441,190,4699.13
955000,191,20.0333,-1368.51123046875,4644.95,42.7745,191,4730.67
960000,192,20.1591,-1364.631591796875,4576.52,42.8312,192,4807.68
965000,193,18.3214,-1390.41845703125,4648.34,43.4096,193,4774.69
970000,194,19.149,-1360.6060791015625,4649.4,42.1775,194,4700.59
975000,195,20.3615,-1436.2679443359375,4603.28,42.7013,195,4665.08
980000,196,20.7194,-1461.691650390625,4668.78,43.7373,196,4732.4
985000,197,19.6634,-1434.622314453125,4381.21,42.5375,197,4728.8
990000,198,18.6798,-1371.500244140625,4736.88,41.8374,198,4825.24
995000,199,21.0923,-1471.83447265625,4689.35,43.3682,199,4745.96
1000000,200,20.0475,-1451.6314697265625,4757.42,43.2185,200,4834.15
1005000,201,19.7365,-1452.7613525390625,4753.33,43.2879,201,4779.54
1010000,202,20.1145,-1484.689208984375,4786.85,43.0415,202,4830.16
1015000,203,20.9755,-1508.374267578125,4778.61,43.8487,203,4827.77
1020000,204,20.9148,-1493.856201171875,4824.52,43.203,204,4885.73
1025000,205,20.4885,-1538.8582763671875,4769.31,43.8357,205,4881.15
1030000,206,20.7789,-1533.1728515625,4756.89,43.7332,206,4858.55
1035000,207,20.9281,-1551.851318359375,4771.91,44.3324,207,4845.28
1040000,208,20.7012,-1574.695556640625,4734.7,43.8288,208,4861.95
1045000,209,20.8816,-1597.1627197265625,4752.88,43.5775,209,4883.43
1050000,210,20.5436,-1595.2823486328125,4765.44,43.1796,210,4845.3
1055000,211,19.3529,-1634.605224609375,4736.87,43.7222,211,4873.23
1060000,212,20.3468,-1626.860107421875,4590.75,42.9855,212,4821.73
1065000,213,20.4952,-1657.21630859375,4697.65,43.4282,213,4806.86
1070000,214,18.5703,-1621.8831787109375,4732.81,42.1472,214,4875.62
1075000,215,18.9928,-1658.5845947265625,4682.97,43.674,215,4796.89
1080000,216,19.7823,-1673.230224609375,4672.85,42.7207,216,4770.09
1085000,217,21.0839,-1708.967041015625,4684.58,43.2051,217,4740.2
1090000,218,19.3056,-1707.571044921875,4700.42,42.8728,218,4755.44
1095000,219,19.5217,-1712.90625,4715.43,42.6218,219,4798.18
1100000,220,19.2529,-1723.199462890625,4724.77,42.8748,220,4817.01
1105000,221,19.5975,-1775.36767578125,4677.99,42.4459,221,4768.22
1110000,222,20.4192,-1784.545654296875,4788.04,43.0409,222,4901.28
1115000,223,20.1404,-1810.1771240234375,4710.42,42.5506,223,4824.34
1120000,224,18.9013,-1817.8045654296875,4526.05,43.008,224,4783.64
1125000,225,18.5907,-1817.546875,4720.81,42.5872,225,4795.97
1130000,226,20.1469,-1854.863525390625,4724.73,42.6077,226,4811.9
1135000,227,19.7396,-1821.0587158203125,4732.31,42.4753,227,4817.09
1140000,228,19.7408,-1866.842041015625,4753.74,43.054,228,4847.94
1145000,229,19.7704,-1826.0946044921875,4721.21,42.4604,229,4802.83
1150000,230,19.1093,-1825.908447265625,4769.36,42.1225,230,4837.82
1155000,231,19.1091,-1862.9830322265625,4753.82,41.6378,231,4879.41
1160000,232,19.5952,-1915.986083984375,4771.76,42.8631,232,4886.52
1165000,233,20.2758,-1966.9622802734375,4747.25,42.6484,233,4843.65
1170000,234,19.7691,-1949.193359375,4620.62,42.3726,234,4844.23
1175000,235,18.6435,-1922.56494140625,4662.15,42.1206,235,4794.42
1180000,236,18.9489,-1948.63427734375,4778.89,41.6773,236,4797.48
1185000,237,19.0957,-1948.80517578125,4791.28,42.2295,237,4846.75
1190000,238,18.6896,-1966.185302734375,4713.8,42.1031,238,4727.66
1195000,239,19.3517,-2042.6483154296875,4720.18,42.2907,239,4765.75
1200000,240,19.3471,-2015.1839599609375,4757.49,42.7287,240,4849.18
1205000,241,19.5369,-2045.0570068359375,4780.21,41.6508,241,4853.07
1210000,242,19.4623,-2070.810791015625,4716.13,42.7837,242,4789.82
1215000,243,18.0175,-2021.757568359375,4691.48,42.127,243,4851.2
1220000,244,18.5063,-2046.4627685546875,4710.26,41.6969,244,4817.73
1225000,245,18.0277,-2072.80810546875,4621.47,42.2736,245,4890.3
1230000,246,20.3705,-2142.97314453125,4755.31,42.502,246,4915.22
1235000,247,19.486,-2106.86279296875,4775.89,42.3808,247,4868.35
1240000,248,19.883,-2097.671630859375,4759.05,41.6033,248,4870.84
1245000,249,19.7059,-2127.11279296875,4766.68,42.1712,249,4839.15
1250000,250,19.199,-2139.270263671875,4751.94,42.9,250,4860.92
1255000,251,18.2426,-2114.766357421875,4711.77,42.1594,251,4867.53
1260000,252,19.3321,-2184.110595703125,4738.49,42.3295,252,4865.78
1265000,253,19.1279,-2202.973388671875,4781.4,42.0224,253,4900.65
1270000,254,18.9491,-2241.446044921875,4763.19,41.9386,254,4858.4
1275000,255,18.5144,-2273.253662109375,4740.58,42.0116,255,4826.46
1280000,256,17.8759,-2144.0791015625,4766.97,41.2588,256,4815.92
1285000,257,19.3258,-2222.441650390625,4802.73,41.7089,257,4902.52
1290000,258,19.792,-2304.768798828125,4773.77,41.5443,258,4884.77
1295000,259,20.1256,-2379.323486328125,4637.15,42.475,259,4897.77
1300000,260,17.9723,-2290.961669921875,4327.9,42.5416,260,4842.08
1305000,261,21.8658,-2658.39208984375,1494.59,44.2261,261,3780.53
1310000,262,20.6064,-2539.059814453125,4086.97,43.6445,262,4722.33
1315000,263,21.6806,-2542.16259765625,4676.45,43.6617,263,4668.25
1320000,264,27.0848,-2294.688232421875,2932.36,42.7101,264,4314.34
1325000,265,22.1667,-2629.1142578125,2744.32,44.0413,265,3236.99
1330000,266,26.2694,-2568.161865234375,4724.09,45.1233,266,4716.48
1335000,267,23.6335,-2505.702880859375,4607.37,44.3232,267,4603.08
1340000,268,26.734,-2618.29296875,4881.24,44.9093,268,4981.22
1345000,269,23.239,-2536.242431640625,4707.1,43.9375,269,4750.89
1350000,270,19.5298,-2525.1650390625,3293.54,43.3726,270,4403.3
1355000,271,23.8955,-2371.693603515625,3693.49,44.1202,271,4329.55
1360000,272,19.2131,-2674.408935546875,1583.68,45.5385,272,1595.43
1365000,273,24.394,-2268.4091796875,3541.2,44.3548,273,4411.12
1370000,274,19.9514,-2320.9462890625,2759.73,42.5572,274,2944.31
1375000,275,21.558,-2696.621826171875,4203.81,42.9755,275,4444.24
1380000,276,21.3238,-2758.850830078125,4411.15,42.7055,276,4382.43
1385000,277,21.5071,-2637.153564453125,4646.09,42.4291,277,4670.06
1390000,278,21.4767,-2609.535888671875,4768.93,42.5019,278,4823.04
1395000,279,22.5948,-2671.716552734375,4830.07,42.9105,279,4933.99
1400000,280,22.0837,-2764.850341796875,4714.42,43.746,280,4863.63
1405000,281,19.4081,-2717.06591796875,4445.3,42.5646,281,4685.67
1410000,282,19.1224,-2738.607177734375,4247.78,41.6332,282,4605.25
1415000,283,17.7853,-2671.403564453125,4113.82,42.0835,283,4586.29
1420000,284,18.4773,-2778.140625,4367.96,42.1097,284,4585.97
1425000,285,17.2941,-2858.267822265625,4534.39,42.4089,285,4692.33
1430000,286,18.6169,-2882.590576171875,4607.21,42.0965,286,4627.42
1435000,287,18.0655,-2832.0693359375,4643.73,41.674,287,4627.54
1440000,288,17.3123,-2884.911865234375,4514.7,41.9959,288,4623.45
1445000,289,19.3059,-3055.1064453125,4627.73,42.5323,289,4699.41
1450000,290,18.6757,-2966.30224609375,4624.56,42.0913,290,4675.15
1455000,291,16.9407,-2947.116455078125,4543.18,43.1603,291,4725.77
1460000,292,18.2232,-3126.86962890625,4345.44,42.5511,292,4668.42
1465000,293,16.8865,-2970.093994140625,4503.86,41.9256,293,4760.05
1470000,294,17.8363,-3078.166015625,4406.74,42.5255,294,4648.9
1475000,295,18.2778,-2985.464599609375,4386.51,42.4492,295,4768.0
1480000,296,19.5946,-2987.614501953125,4653.47,42.04,296,4792.85
1485000,297,20.932,-3081.086669921875,4624.73,42.1001,297,4825.99
1490000,298,19.7439,-3075.5234375,4665.05,42.011,298,4791.91
1495000,299,20.1083,-3071.760009765625,4744.47,42.4456,299,4897.76
1500000,300,20.6242,-3123.10400390625,4777.0,42.5663,300,4913.15
1505000,301,19.4134,-3097.072021484375,4738.56,41.3953,301,4844.6
1510000,302,19.9252,-3171.72314453125,4739.5,42.2417,302,4893.35
1515000,303,18.8158,-3121.890380859375,4726.36,42.0116,303,4854.34
1520000,304,21.9454,-3274.71533203125,4890.57,42.9318,304,5006.84
1525000,305,19.1552,-3163.459716796875,4775.66,41.4471,305,4902.69
1530000,306,20.8242,-3254.969970703125,4854.94,42.3572,306,4902.54
1535000,307,18.2353,-3083.861328125,4736.8,42.448,307,4885.55
1540000,308,17.3222,-3093.017578125,4730.75,41.9086,308,4786.97
1545000,309,19.5518,-3132.331298828125,4848.27,42.0507,309,4958.69
1550000,310,19.8192,-3361.16552734375,4762.06,42.0301,310,4824.49
1555000,311,18.3776,-3245.048828125,4716.57,42.2077,311,4831.07
1560000,312,17.9527,-3330.677001953125,4737.28,42.5803,312,4841.18
1565000,313,19.8503,-3456.806640625,4806.08,42.6386,313,4914.9
1570000,314,18.0604,-3414.064453125,4709.95,42.841,314,4806.85
1575000,315,18.7321,-3286.288818359375,4778.25,42.4719,315,4857.69
1580000,316,19.5552,-3481.320556640625,4757.26,43.4042,316,4869.28
1585000,317,18.5446,-3408.36767578125,4758.01,43.1516,317,4871.01
1590000,318,19.9146,-3502.2490234375,4849.65,42.503,318,4931.19
1595000,319,19.1163,-3444.752685546875,4789.49,42.0888,319,4884.75
1600000,320,18.3538,-3424.841796875,4762.64,42.48,320,4953.15
1605000,321,20.088,-3513.40966796875,4837.63,43.042,321,4941.41
1610000,322,20.3022,-3638.67041015625,4786.01,42.6735,322,4899.3
1615000,323,18.4699,-3389.201171875,4840.33,42.565,323,4952.65
1620000,324,19.4119,-3552.329833984375,4819.35,42.5662,324,4899.19
1625000,325,18.7429,-3607.060546875,4765.39,42.4367,325,4850.13
1630000,326,19.4857,-3617.787353515625,4752.21,42.7735,326,4903.47
1635000,327,19.1098,-3620.328857421875,4789.33,42.3832,327,4909.7
1640000,328,18.4971,-3658.862548828125,4780.66,43.004,328,4899.13
1645000,329,18.4026,-3552.078125,4745.98,42.2183,329,4884.2
1650000,330,18.9245,-3602.425537109375,4613.46,41.7699,330,4989.79
1655000,331,19.4437,-3751.441650390625,4800.4,43.1108,331,4907.92
1660000,332,17.9697,-3569.731689453125,4792.82,42.4011,332,4861.8
1665000,333,19.3358,-3677.3330078125,4821.55,42.6847,333,4887.36
1670000,334,19.3169,-3767.814697265625,4846.33,42.7202,334,4898.28
1675000,335,18.0792,-3660.618408203125,4807.36,42.1362,335,4887.92
1680000,336,19.6832,-3739.4365234375,4856.31,42.6986,336,4927.52
1685000,337,19.3541,-3651.55517578125,4855.45,41.8758,337,4912.61
1690000,338,18.4376,-3610.848388671875,4804.44,41.9366,338,4844.7
1695000,339,18.105,-3574.2646484375,4790.36,42.0636,339,4836.33
1700000,340,18.7182,-3591.57080078125,4784.72,41.4958,340,4799.03
1705000,341,17.2514,-3490.205078125,4786.38,41.8181,341,4834.07
1710000,342,18.1449,-3478.87451171875,4793.24,41.2208,342,4898.76
1715000,343,17.3887,-3442.28955078125,4836.31,41.8583,343,4866.14
1720000,344,19.8756,-3716.2119140625,4875.2,41.7748,344,4904.33
1725000,345,18.0556,-3566.16845703125,4811.33,41.9257,345,4819.09
1730000,346,17.7805,-3586.226318359375,4783.75,41.5232,346,4810.71
1735000,347,17.8943,-3600.165283203125,4768.34,42.101,347,4851.29
1740000,348,18.0032,-3577.6142578125,4818.82,41.8824,348,4885.85
1745000,349,17.9923,-3588.049072265625,4742.37,41.9443,349,4809.04
1750000,350,16.6139,-3548.657470703125,4757.56,41.4833,350,4791.12
1755000,351,18.3926,-3660.705322265625,4766.82,42.13,351,4826.79
1760000,352,18.9821,-3903.5625,4825.83,41.9449,352,4846.64
1765000,353,18.6421,-3870.42724609375,4814.48,41.8793,353,4862.03
1770000,354,17.7641,-3824.96142578125,4724.85,41.5093,354,4763.04
1775000,355,18.2714,-3708.495361328125,4787.74,41.9245,355,4866.12
1780000,356,17.8535,-3653.8369140625,4793.61,41.4366,356,4851.94
1785000,357,17.7009,-3733.560791015625,4786.06,41.3493,357,4853.87
1790000,358,18.3113,-3741.100830078125,4798.32,41.7687,358,4843.05
1795000,359,18.8962,-4000.85791015625,4818.98,41.6899,359,4867.36
1800000,360,19.3704,-3992.2470703125,4857.18,42.1226,360,4861.74
1805000,361,18.622,-3983.33642578125,4834.55,42.109,361,4836.77
1810000,362,17.687,-3961.0302734375,4841.36,42.0294,362,4892.27
1815000,363,17.4112,-3871.274658203125,4805.15,41.6289,363,4860.15
1820000,364,18.4139,-3966.92138671875,4818.4,41.9408,364,4861.13
1825000,365,17.0235,-3845.522705078125,4791.07,41.681,365,4874.95
1830000,366,17.5428,-3961.63525390625,4787.47,41.5412,366,4853.11
1835000,367,17.1518,-3916.56884765625,4835.95,41.3678,367,4921.94
1840000,368,16.3027,-3998.474365234375,4770.41,41.2541,368,4801.31
1845000,369,17.8711,-4005.75244140625,4784.67,41.6944,369,4834.09
1850000,370,17.4262,-4018.43017578125,4859.57,41.104,370,4900.4
1855000,371,17.7084,-4199.6884765625,4773.87,41.698,371,4850.22
1860000,372,17.7904,-4161.5224609375,4864.98,41.7901,372,4904.55
1865000,373,17.4986,-4237.4248046875,4856.73,41.3068,373,4918.56
1870000,374,18.0672,-4524.04541015625,4874.83,42.166,374,4922.64
1875000,375,18.1737,-4401.47998046875,4923.78,42.1209,375,4929.09
1880000,376,18.0159,-4336.30078125,4907.94,41.6642,376,4922.41
1885000,377,18.1551,-4572.04638671875,4810.05,42.5167,377,4834.14
1890000,378,18.5284,-4485.61083984375,4895.75,42.569,378,4917.81
1895000,379,18.0069,-4627.42822265625,4842.7,42.6228,379,4867.87
1900000,380,21.3218,-4420.86328125,4132.67,42.0868,380,4901.83
1905000,381,17.4159,-4482.77685546875,4825.53,41.5886,381,4882.03
1910000,382,17.5038,-4426.8447265625,4860.96,42.0163,382,4874.75
1915000,383,17.8822,-4574.5283203125,4798.93,41.6837,383,4841.63
