Real Sto Return,Running Forward KL,Itration,Running Env Steps,Real Det Return,Running Update Time,Running Reverse KL,Reward Loss
3597.15,44.6997,780,3900000,3581.05,780,22.0686,-56292.2421875
3798.49,43.4437,781,3905000,3793.8,781,22.3366,-55001.4453125
3863.02,44.8397,782,3910000,3859.79,782,25.4931,-50775.15625
4013.88,43.0151,783,3915000,4029.51,783,22.9946,-54309.9609375
4097.23,43.7787,784,3920000,4090.08,784,24.3437,-59623.80078125
4068.61,44.0329,785,3925000,4072.13,785,25.092,-57440.79296875
4041.22,43.5112,786,3930000,4076.65,786,23.4909,-52786.44921875
3965.29,42.645,787,3935000,3988.19,787,22.8577,-55170.04296875
4083.54,43.3581,788,3940000,4081.01,788,22.7399,-57435.015625
4115.86,42.9001,789,3945000,4115.79,789,21.8271,-56761.2109375
4107.63,43.0365,790,3950000,4118.55,790,21.4448,-57150.24609375
4075.89,43.295,791,3955000,4119.05,791,21.454,-58877.69921875
4002.79,43.2627,792,3960000,4092.18,792,21.8729,-56282.5078125
4090.28,42.5836,793,3965000,4086.12,793,21.6312,-55976.26953125
4115.81,42.8767,794,3970000,4116.44,794,21.3131,-57452.28125
4071.91,42.2298,795,3975000,4063.23,795,20.2051,-56871.7734375
3869.67,42.0859,796,3980000,4026.05,796,19.5291,-57557.20703125
4075.13,42.318,797,3985000,4065.01,797,20.0172,-56224.9453125
4131.47,41.8241,798,3990000,4127.52,798,19.8742,-56790.93359375
4159.32,42.378,799,3995000,4128.6,799,21.11,-56972.68359375
4182.02,42.122,800,4000000,4167.19,800,20.0842,-56922.58984375
4172.01,42.1818,801,4005000,4183.84,801,19.515,-57886.671875
4006.53,42.1415,802,4010000,4215.1,802,19.3838,-58023.68359375
4211.49,42.467,803,4015000,4275.9,803,19.1788,-56996.43359375
3809.12,41.6052,804,4020000,4223.77,804,19.4468,-57909.5703125
3421.05,42.4779,805,4025000,2509.43,805,19.6083,-60962.296875
4032.35,41.7692,806,4030000,4211.22,806,22.1904,-57182.8046875
3567.05,42.0924,807,4035000,3829.27,807,26.0102,-57833.49609375
4158.93,42.2691,808,4040000,4174.19,808,20.6087,-57539.69921875
4131.08,42.1123,809,4045000,4203.41,809,18.8838,-60968.03125
3789.7,42.5883,810,4050000,4214.62,810,20.7124,-57841.125
4183.21,42.3905,811,4055000,4202.6,811,25.4833,-57856.7265625
4176.97,42.3211,812,4060000,4197.8,812,20.1957,-58139.96484375
4134.09,41.8043,813,4065000,4145.89,813,19.5837,-57219.7734375
3773.47,41.713,814,4070000,3965.36,814,17.6631,-57809.421875
4012.08,42.6462,815,4075000,4005.37,815,19.8781,-59286.9453125
3958.58,42.8657,816,4080000,4121.27,816,21.8164,-61847.76953125
4131.9,41.9247,817,4085000,4121.24,817,20.205,-57593.77734375
4147.46,41.9413,818,4090000,4182.03,818,19.0321,-57612.62109375
4069.62,42.2439,819,4095000,4194.49,819,19.6612,-58738.60546875
4158.6,41.6115,820,4100000,4198.17,820,19.2903,-59298.37109375
4119.02,42.1145,821,4105000,4160.6,821,19.3374,-57734.71875
4148.01,42.6555,822,4110000,4236.28,822,19.9745,-60020.95703125
4196.92,42.1703,823,4115000,4250.41,823,23.216,-58768.83984375
4160.52,42.607,824,4120000,4128.12,824,20.1556,-59795.6015625
4204.14,42.7014,825,4125000,4197.17,825,19.8277,-60479.5
4200.81,42.5319,826,4130000,4246.74,826,19.3351,-60353.23046875
4273.89,42.7674,827,4135000,4314.8,827,21.5964,-61718.17578125
4294.96,42.6624,828,4140000,4368.29,828,20.3727,-57918.578125
4198.74,42.2636,829,4145000,4091.1,829,19.2613,-56608.76171875
4201.49,42.6742,830,4150000,4178.41,830,19.5863,-57886.90234375
4189.67,42.6976,831,4155000,4184.47,831,19.346,-59746.23046875
4236.94,42.7006,832,4160000,4099.15,832,20.6513,-57621.92578125
4300.74,42.9181,833,4165000,4320.43,833,20.7857,-60594.52734375
4291.12,42.6565,834,4170000,4279.42,834,20.4635,-58441.0234375
4178.96,42.6671,835,4175000,4192.56,835,19.6674,-60661.953125
4200.86,42.897,836,4180000,4224.33,836,19.6798,-58719.01171875
4207.63,42.5106,837,4185000,4206.79,837,19.8384,-59010.78125
4210.73,42.2006,838,4190000,4221.74,838,18.6967,-59872.68359375
4256.37,42.3432,839,4195000,4299.95,839,19.1078,-60470.25390625
4242.43,42.9351,840,4200000,4282.99,840,19.6702,-61151.90625
4276.56,42.8467,841,4205000,4310.5,841,21.118,-60082.5234375
4231.56,43.0111,842,4210000,4207.84,842,21.545,-60041.1953125
4203.41,41.7826,843,4215000,4228.71,843,19.8464,-59007.00390625
4256.52,42.761,844,4220000,4273.2,844,19.1566,-60139.68359375
4240.73,42.1711,845,4225000,4262.95,845,19.2814,-59740.8671875
4180.86,42.2324,846,4230000,4124.01,846,18.8962,-58370.4453125
4122.78,41.8902,847,4235000,4052.91,847,18.0211,-57556.3828125
3817.59,42.4437,848,4240000,4188.8,848,18.7426,-57551.4609375
4144.46,42.3027,849,4245000,4143.9,849,20.2807,-58573.76953125
4102.48,41.7597,850,4250000,4088.19,850,18.3245,-56934.81640625
4259.33,42.3386,851,4255000,4242.14,851,19.9076,-60121.46875
4251.64,42.145,852,4260000,4291.47,852,20.1328,-58558.99609375
4228.71,42.5491,853,4265000,4220.35,853,20.66,-58456.48046875
4238.67,42.042,854,4270000,4216.31,854,19.4831,-57778.0546875
4206.15,41.9092,855,4275000,4179.51,855,19.9272,-57934.60546875
4184.42,41.8443,856,4280000,4171.49,856,19.2545,-57624.203125
