Real Sto Return,Running Forward KL,Itration,Running Env Steps,Real Det Return,Running Update Time,Running Reverse KL,Reward Loss
2339.22,46.4214,37,185000,2661.2,37,15.3433,-376.81500244140625
1331.44,46.0071,38,190000,1844.42,38,16.7367,-461.7169494628906
1645.18,45.6151,39,195000,1489.4,39,13.6992,-102.00241088867188
2018.79,45.8797,40,200000,2974.32,40,13.8109,-293.1945495605469
1388.49,45.9555,41,205000,2981.44,41,13.2286,-232.62109375
1393.56,47.1252,42,210000,1734.6,42,14.0282,38.32189178466797
1416.58,46.0046,43,215000,1629.5,43,21.8493,-277.6977844238281
2108.74,45.8483,44,220000,2773.34,44,13.9372,-430.0009765625
1872.89,45.6279,45,225000,1748.39,45,15.1208,-595.92041015625
2304.84,45.2318,46,230000,2936.72,46,17.0371,-604.2736206054688
1645.69,45.5699,47,235000,2727.29,47,13.9501,-370.26007080078125
1982.33,46.2716,48,240000,2931.22,48,13.4718,-826.5619506835938
1938.22,45.2824,49,245000,3002.57,49,12.5657,-748.10498046875
2023.02,44.5958,50,250000,2190.94,50,15.2175,-588.0801391601562
2021.35,44.7447,51,255000,2113.84,51,13.3856,-434.7821044921875
1721.13,44.5906,52,260000,1622.57,52,15.13,-570.3954467773438
1905.03,44.9038,53,265000,1893.66,53,16.5859,-480.8777770996094
1929.43,44.8725,54,270000,1625.29,54,14.1737,-536.4426879882812
2176.18,44.6669,55,275000,2513.77,55,14.6095,-628.2396240234375
2202.14,44.3742,56,280000,2624.87,56,16.0113,-747.4094848632812
2397.48,43.9309,57,285000,2575.41,57,15.0793,-842.02587890625
2107.92,44.808,58,290000,2257.8,58,14.594,-872.1788940429688
2554.34,43.786,59,295000,2500.98,59,15.671,-960.9529418945312
2721.07,43.5328,60,300000,3282.62,60,15.914,-948.6571655273438
2935.32,43.3364,61,305000,3518.95,61,15.3419,-1019.0293579101562
1945.55,44.333,62,310000,3035.22,62,14.1484,-1373.6654052734375
2545.97,44.4285,63,315000,2966.59,63,14.4069,-1032.564697265625
2839.44,44.7568,64,320000,2496.27,64,16.4648,-973.705322265625
3024.92,43.7099,65,325000,3151.17,65,18.5843,-890.5182495117188
2168.89,44.3254,66,330000,1767.26,66,14.0282,-670.0089721679688
3033.68,43.9758,67,335000,3390.24,67,15.1607,-898.3568725585938
3248.95,43.4519,68,340000,3422.05,68,14.6819,-1246.996826171875
3721.19,42.8456,69,345000,3835.14,69,16.1791,-1080.894775390625
3024.56,43.1086,70,350000,3138.03,70,15.1768,-1075.77294921875
3631.14,43.0844,71,355000,3759.57,71,18.22,-1175.876708984375
2827.95,43.581,72,360000,3101.58,72,15.6766,-1294.16357421875
3536.65,43.6542,73,365000,3547.82,73,18.0793,-1302.4385986328125
3728.23,44.016,74,370000,3768.97,74,19.8519,-1321.3521728515625
3656.85,43.7004,75,375000,3760.58,75,16.5674,-1362.3369140625
3798.83,43.6192,76,380000,3728.31,76,18.9796,-1422.6624755859375
3784.0,43.208,77,385000,3850.52,77,18.0977,-1319.6522216796875
3916.0,43.0588,78,390000,3915.17,78,19.0287,-1295.18408203125
3786.24,43.6307,79,395000,3704.16,79,18.2351,-1471.8677978515625
3718.98,43.0134,80,400000,3895.47,80,18.6245,-1484.6414794921875
3801.91,43.3025,81,405000,3850.57,81,16.9988,-1496.096435546875
3641.64,42.7411,82,410000,3699.71,82,17.6792,-1467.4598388671875
3586.03,43.9334,83,415000,3795.95,83,17.9427,-1673.779052734375
3925.99,42.7777,84,420000,3997.7,84,17.3248,-1465.1075439453125
3853.9,43.3984,85,425000,3855.97,85,18.605,-1669.237060546875
3857.73,43.109,86,430000,3896.58,86,17.732,-1530.993896484375
3945.5,43.3957,87,435000,4005.21,87,19.1285,-1585.3175048828125
3582.32,43.6183,88,440000,3928.37,88,18.7522,-1890.41943359375
3852.85,43.3572,89,445000,3850.63,89,18.9337,-1701.5789794921875
3593.93,44.4603,90,450000,3878.03,90,18.4729,-2039.623046875
3655.47,42.9861,91,455000,3696.82,91,17.7843,-1714.4654541015625
3701.6,43.1335,92,460000,3867.91,92,18.2493,-1709.0340576171875
3480.41,43.2714,93,465000,3969.47,93,17.1893,-1750.6357421875
3685.8,43.0526,94,470000,3862.39,94,16.2402,-1711.8905029296875
3393.52,43.2313,95,475000,3834.37,95,17.455,-1875.40478515625
3703.02,43.1004,96,480000,3923.52,96,18.434,-1918.447998046875
3893.28,43.8528,97,485000,3954.32,97,20.2409,-1973.960205078125
3599.77,43.81,98,490000,3741.54,98,16.727,-2079.10107421875
3590.31,43.9218,99,495000,3912.27,99,18.4191,-1997.5076904296875
3900.91,44.0819,100,500000,3896.53,100,19.168,-2066.1015625
3868.28,43.8699,101,505000,3887.81,101,19.052,-2068.28271484375
3859.94,43.5011,102,510000,3945.31,102,19.6961,-2123.647216796875
3793.77,42.7809,103,515000,3949.84,103,17.2559,-2061.6708984375
3925.68,42.9373,104,520000,3976.04,104,19.2199,-2343.17138671875
3960.38,42.9329,105,525000,4008.13,105,19.9346,-2084.08349609375
3832.32,42.9036,106,530000,3907.31,106,16.7138,-2338.907958984375
3879.21,42.8449,107,535000,3946.42,107,17.6849,-2218.221923828125
3970.08,42.9598,108,540000,3965.0,108,18.7102,-2324.487060546875
4002.7,43.0685,109,545000,4016.75,109,19.1335,-2276.313232421875
3817.26,42.3734,110,550000,4098.19,110,18.1656,-2182.89404296875
3933.67,44.0998,111,555000,3957.72,111,20.2339,-2490.421630859375
3739.95,42.5189,112,560000,3993.33,112,17.7068,-2455.430908203125
4048.07,42.9391,113,565000,4167.2,113,18.809,-2403.87744140625
3687.09,43.5001,114,570000,3755.66,114,17.9712,-2641.08984375
3975.28,43.1006,115,575000,3972.08,115,17.8055,-2542.2041015625
3919.0,42.5019,116,580000,3939.44,116,18.4223,-2443.879638671875
3944.39,43.2553,117,585000,4071.67,117,18.0247,-2550.66845703125
3802.12,43.0235,118,590000,4020.09,118,17.7173,-2597.444580078125
3696.97,42.933,119,595000,3963.52,119,19.1325,-2734.00439453125
3796.14,42.9792,120,600000,3964.02,120,19.103,-2789.865478515625
3870.67,42.9705,121,605000,3923.16,121,17.1073,-2747.178955078125
3548.54,43.3725,122,610000,3998.82,122,17.6009,-2784.153564453125
3515.03,42.9736,123,615000,3734.94,123,18.8989,-2838.545654296875
3732.39,42.9345,124,620000,3828.65,124,18.3149,-2842.683837890625
3620.76,43.5511,125,625000,3720.46,125,18.7425,-3122.34814453125
3815.3,43.3879,126,630000,3851.8,126,19.2908,-3134.10888671875
3858.36,42.6014,127,635000,3877.83,127,17.2805,-2928.3076171875
3906.24,42.9237,128,640000,3972.06,128,16.86,-3007.431396484375
3932.98,42.4612,129,645000,4048.87,129,17.7911,-2918.169921875
3829.35,42.9365,130,650000,4102.77,130,18.7539,-2959.832763671875
3993.15,42.4752,131,655000,4074.42,131,18.1797,-3089.459228515625
3831.69,44.1565,132,660000,3885.26,132,19.5753,-3152.391845703125
3939.61,43.0659,133,665000,4003.52,133,18.5736,-3124.054443359375
3999.68,42.4228,134,670000,4070.73,134,18.6579,-3168.803466796875
4062.28,43.6261,135,675000,4147.26,135,19.5937,-3122.82568359375
3972.21,42.382,136,680000,3916.99,136,17.0945,-3106.333984375
3999.81,42.434,137,685000,4069.24,137,18.6517,-3167.060302734375
4006.75,43.3963,138,690000,4101.68,138,18.9339,-3397.75
4049.23,43.1142,139,695000,4086.97,139,19.1784,-3438.24658203125
4023.92,43.5635,140,700000,4065.5,140,19.5767,-3510.76806640625
4004.03,43.3881,141,705000,4014.39,141,19.0012,-3416.05810546875
4018.0,43.0801,142,710000,4044.54,142,19.1197,-3305.2724609375
4026.91,43.3299,143,715000,4044.83,143,18.9117,-3513.59765625
3984.34,43.0415,144,720000,4049.31,144,18.1918,-3433.514404296875
3739.2,43.3549,145,725000,4062.04,145,19.1379,-3586.76611328125
4046.93,42.2331,146,730000,4102.72,146,18.4448,-3372.747314453125
3928.6,43.0271,147,735000,4070.11,147,18.4354,-3525.569091796875
3745.5,43.5523,148,740000,3900.23,148,17.8772,-3927.810302734375
3938.75,43.6118,149,745000,4058.07,149,18.8879,-3876.7958984375
4031.27,42.9988,150,750000,4123.78,150,18.1959,-3609.169189453125
3935.04,42.6908,151,755000,3993.05,151,17.5105,-3735.194091796875
3895.17,43.7117,152,760000,3942.25,152,18.1749,-3991.086669921875
3971.71,42.6487,153,765000,3957.72,153,17.2518,-3809.69384765625
4038.63,42.6933,154,770000,4080.71,154,18.3297,-3839.8154296875
4049.16,43.1762,155,775000,4110.49,155,19.146,-4111.3671875
4075.4,42.3636,156,780000,4184.66,156,17.928,-3926.225341796875
4059.28,43.4398,157,785000,4086.72,157,19.9233,-3779.564697265625
3917.96,43.972,158,790000,3971.58,158,19.3107,-4151.0830078125
4038.94,43.3022,159,795000,4129.09,159,19.6699,-4131.1005859375
3993.13,43.2307,160,800000,4110.26,160,20.145,-4140.60888671875
4059.75,42.9202,161,805000,4057.27,161,18.1474,-3974.966064453125
4008.73,42.0199,162,810000,4053.09,162,17.4157,-4084.409912109375
4059.69,43.0637,163,815000,4073.62,163,19.1834,-3965.9404296875
4039.35,43.1188,164,820000,4072.42,164,17.9568,-4344.7685546875
4094.32,43.6753,165,825000,4151.03,165,18.8435,-4210.90380859375
3912.85,43.7066,166,830000,3948.8,166,18.9377,-4410.01416015625
3864.83,42.4004,167,835000,3773.82,167,17.2763,-4381.8369140625
4068.63,43.3926,168,840000,4046.96,168,18.9237,-4474.4404296875
4054.93,43.509,169,845000,4106.44,169,19.2774,-4504.83642578125
4008.34,42.6755,170,850000,4021.93,170,17.9507,-4491.1337890625
4073.84,43.2332,171,855000,4107.02,171,19.546,-4410.05615234375
4058.31,43.6883,172,860000,4067.3,172,19.5264,-4647.88037109375
4042.94,43.0774,173,865000,4022.07,173,19.8825,-4472.16748046875
4077.4,43.4596,174,870000,4105.45,174,18.8847,-4757.763671875
4117.91,43.2706,175,875000,4205.98,175,21.0517,-4738.65771484375
4099.88,43.1026,176,880000,4183.01,176,18.8028,-4756.5771484375
4074.98,44.1305,177,885000,4079.66,177,20.0317,-4939.544921875
4050.46,43.2545,178,890000,4077.12,178,19.1966,-4722.32861328125
4041.04,43.2295,179,895000,4045.36,179,19.7476,-4851.322265625
4087.84,43.3251,180,900000,4095.37,180,20.3364,-4841.98291015625
4009.6,42.7563,181,905000,3961.31,181,18.8463,-5026.8916015625
3995.52,43.0815,182,910000,3999.49,182,18.4651,-4818.7080078125
4071.28,42.548,183,915000,4086.35,183,17.1316,-4713.4580078125
4089.28,43.2574,184,920000,4124.78,184,19.0396,-4849.28271484375
4087.79,42.3158,185,925000,4113.46,185,18.1441,-5005.99169921875
4075.91,42.5495,186,930000,4143.68,186,18.0929,-4749.93212890625
4042.72,42.9042,187,935000,4052.09,187,17.5153,-5111.359375
4099.67,42.8598,188,940000,4168.94,188,18.4255,-5010.85009765625
4151.48,41.8965,189,945000,4152.24,189,18.6416,-4843.57373046875
4068.37,42.7444,190,950000,4091.85,190,18.9869,-5064.2080078125
4016.09,43.0782,191,955000,4042.7,191,18.4809,-5293.77587890625
4147.65,43.3,192,960000,4223.98,192,19.3589,-5317.51123046875
4068.26,43.4096,193,965000,4105.92,193,18.6452,-5383.3271484375
4113.95,44.086,194,970000,4145.01,194,21.049,-5577.81103515625
4083.32,43.8131,195,975000,4180.84,195,19.4588,-5715.7236328125
4030.82,43.3947,196,980000,4082.03,196,18.415,-5550.93603515625
4096.08,42.4571,197,985000,4137.6,197,18.3436,-5426.5771484375
4083.51,42.7079,198,990000,4126.05,198,19.653,-5382.19580078125
4043.57,42.7112,199,995000,4126.85,199,18.599,-5431.2197265625
4124.05,43.202,200,1000000,4149.5,200,19.6182,-5651.40966796875
4132.26,43.1559,201,1005000,4140.71,201,19.4094,-5640.44921875
4094.29,43.7427,202,1010000,4120.02,202,20.0398,-5835.1806640625
4110.84,43.2584,203,1015000,4129.08,203,18.5925,-5798.22021484375
4124.36,43.4815,204,1020000,4153.91,204,19.9035,-5913.87451171875
4126.27,43.6141,205,1025000,4107.87,205,19.49,-5912.298828125
4042.05,44.4425,206,1030000,4043.14,206,20.7035,-6188.919921875
4069.49,43.9278,207,1035000,4069.02,207,19.9915,-6007.30322265625
3986.19,43.8007,208,1040000,3864.56,208,18.7843,-6211.3935546875
4069.92,43.5826,209,1045000,4131.98,209,20.4848,-6099.4580078125
4127.06,43.682,210,1050000,4190.0,210,19.7517,-6191.93310546875
4126.19,43.6278,211,1055000,4116.05,211,19.4841,-6133.62841796875
4144.52,43.0462,212,1060000,4175.56,212,19.5336,-6042.58984375
4125.58,42.817,213,1065000,4145.08,213,19.497,-6136.49951171875
4116.22,43.1064,214,1070000,4150.07,214,19.1929,-6368.02294921875
4140.65,42.8535,215,1075000,4159.88,215,19.2571,-6224.93505859375
4139.94,42.2929,216,1080000,4172.67,216,18.0731,-6273.6318359375
4131.34,43.3696,217,1085000,4151.66,217,19.3398,-6483.693359375
4140.45,43.1325,218,1090000,4145.19,218,19.6259,-6526.259765625
4152.33,42.2753,219,1095000,4176.66,219,17.9907,-6330.31787109375
4036.15,42.6996,220,1100000,4025.01,220,18.5238,-6638.8095703125
4054.29,42.8945,221,1105000,4018.02,221,19.4324,-6830.39453125
4165.3,42.5951,222,1110000,4198.31,222,18.6631,-6463.158203125
4137.82,42.7891,223,1115000,4170.87,223,18.8359,-6743.27197265625
4095.39,42.6714,224,1120000,4117.29,224,17.7995,-6700.5048828125
4161.13,42.3299,225,1125000,4180.62,225,18.3981,-6235.2763671875
4127.5,42.238,226,1130000,4182.58,226,17.2544,-6501.34912109375
3459.5,43.0079,227,1135000,4104.62,227,24.7325,-7056.71435546875
3415.54,42.4886,228,1140000,4000.86,228,16.2727,-6402.39892578125
3921.96,42.6622,229,1145000,3363.85,229,19.1901,-6782.2109375
2058.28,44.6563,230,1150000,1835.61,230,14.0138,-8123.31396484375
3951.15,42.864,231,1155000,4045.58,231,18.0009,-7125.10009765625
4077.73,43.7556,232,1160000,4083.78,232,20.3555,-7244.34326171875
4050.27,43.8083,233,1165000,4094.54,233,20.6035,-7205.169921875
4101.34,43.4924,234,1170000,4104.66,234,19.255,-7398.61328125
4052.31,43.3649,235,1175000,4096.38,235,19.1216,-7101.6884765625
3706.92,43.2009,236,1180000,3670.19,236,18.2313,-7273.49853515625
3688.2,43.5913,237,1185000,3634.63,237,17.5408,-7627.47802734375
1307.03,44.711,238,1190000,-58.23,238,19.3462,-7616.64794921875
3600.18,43.5896,239,1195000,3822.75,239,17.5575,-7822.24658203125
3531.45,44.1954,240,1200000,3653.23,240,17.0679,-8392.173828125
2672.56,43.4132,241,1205000,3559.86,241,17.8011,-8569.5986328125
3726.51,43.8208,242,1210000,3799.5,242,18.4031,-8323.462890625
4019.67,43.3946,243,1215000,4090.88,243,19.8769,-7948.24365234375
2922.01,43.9627,244,1220000,3614.81,244,23.4733,-8891.4892578125
3305.84,42.9874,245,1225000,3816.31,245,20.3105,-8502.15234375
2838.39,43.6641,246,1230000,3456.87,246,22.5126,-9188.1220703125
2597.94,45.964,247,1235000,2420.07,247,23.2681,-9706.6376953125
2168.1,44.1733,248,1240000,2758.4,248,23.7419,-9890.8642578125
1201.3,45.6319,249,1245000,1558.93,249,39.1986,-10188.361328125
2385.62,44.9831,250,1250000,2627.1,250,27.3486,-10082.029296875
1732.75,44.9397,251,1255000,1989.35,251,16.5456,-10035.359375
3000.21,43.6632,252,1260000,4325.49,252,24.9713,-9176.4921875
3895.37,44.1893,253,1265000,3983.16,253,25.2753,-8845.4873046875
3092.9,43.971,254,1270000,3254.18,254,22.5211,-9255.177734375
3805.7,43.0375,255,1275000,3772.46,255,19.6082,-8888.6513671875
3944.8,43.207,256,1280000,4007.5,256,21.1603,-9199.3681640625
4018.03,44.0404,257,1285000,4022.84,257,22.9778,-9505.0224609375
4039.57,44.1418,258,1290000,4044.43,258,25.4124,-9471.271484375
4034.79,44.1748,259,1295000,4061.85,259,22.9434,-9536.8623046875
4053.93,43.5185,260,1300000,4029.48,260,21.9851,-9504.037109375
4118.91,43.6344,261,1305000,4163.33,261,23.8114,-9731.818359375
4007.81,42.7598,262,1310000,4043.67,262,21.856,-9538.6162109375
4040.75,43.3686,263,1315000,4033.67,263,21.9242,-9861.8134765625
4017.5,43.3909,264,1320000,4044.33,264,21.7474,-9868.6474609375
4030.01,43.5914,265,1325000,4038.62,265,21.1458,-9908.7841796875
4005.51,43.9663,266,1330000,4025.51,266,21.301,-10126.025390625
4020.55,43.4949,267,1335000,4043.92,267,21.0865,-10096.583984375
4060.43,43.2527,268,1340000,4078.33,268,19.6593,-10176.6494140625
4016.67,42.6443,269,1345000,4096.8,269,19.7044,-9886.5244140625
3887.42,42.8713,270,1350000,4097.97,270,19.336,-10115.158203125
3578.61,43.137,271,1355000,3989.22,271,16.5699,-10836.166015625
3771.53,42.5685,272,1360000,3972.3,272,18.3783,-10167.896484375
3618.32,42.3892,273,1365000,3865.68,273,18.0386,-10161.349609375
3595.37,42.8127,274,1370000,4055.5,274,17.3866,-10494.3251953125
3831.29,42.5206,275,1375000,3964.6,275,17.249,-9999.703125
4048.78,42.1772,276,1380000,4038.05,276,16.9298,-10110.513671875
4047.0,42.646,277,1385000,4136.7,277,17.9545,-10209.1103515625
4070.97,42.9498,278,1390000,4148.42,278,19.4279,-10204.0771484375
4041.89,43.323,279,1395000,4102.66,279,19.3384,-10515.2021484375
3936.45,42.7048,280,1400000,3938.67,280,16.856,-11043.0859375
3908.72,42.5296,281,1405000,3974.81,281,16.9306,-10882.625
3765.59,41.9811,282,1410000,4071.88,282,14.925,-10609.5439453125
4005.32,42.0004,283,1415000,4081.19,283,16.1867,-10781.330078125
3735.99,42.5498,284,1420000,4140.22,284,17.903,-10522.1630859375
3943.05,42.6722,285,1425000,4128.03,285,17.7626,-10822.2119140625
4022.97,42.5394,286,1430000,4053.79,286,18.3064,-11216.537109375
4013.19,43.2402,287,1435000,4144.77,287,17.3891,-11610.6591796875
3961.89,43.1734,288,1440000,4029.34,288,17.795,-11375.044921875
3979.91,42.1246,289,1445000,4077.99,289,15.996,-10985.8017578125
3692.88,41.9974,290,1450000,4027.14,290,15.9047,-11322.1923828125
3844.12,42.3271,291,1455000,3833.19,291,16.6322,-12213.603515625
3513.22,42.032,292,1460000,3805.84,292,16.0526,-11778.6572265625
3838.83,42.9106,293,1465000,4036.09,293,17.7209,-11648.283203125
3870.01,42.7567,294,1470000,4048.95,294,21.4077,-12001.724609375
3521.86,43.4947,295,1475000,3847.2,295,31.8409,-13002.681640625
3837.95,42.8388,296,1480000,3794.65,296,19.0425,-12399.5693359375
3348.24,42.3304,297,1485000,3723.52,297,17.1627,-12091.390625
3922.66,42.2927,298,1490000,3276.46,298,17.0076,-12165.517578125
3616.92,42.768,299,1495000,4020.02,299,17.6842,-12135.7744140625
3989.7,43.157,300,1500000,4062.8,300,17.3909,-12250.423828125
3981.67,42.7723,301,1505000,3810.95,301,17.7005,-12534.376953125
3916.06,42.2933,302,1510000,4099.99,302,17.7017,-12427.0029296875
3210.21,42.4163,303,1515000,3470.58,303,20.7296,-13424.583984375
4015.6,42.9609,304,1520000,3928.25,304,21.199,-13559.1279296875
4034.8,42.5194,305,1525000,4055.49,305,17.1053,-12885.572265625
3997.41,42.4111,306,1530000,3965.74,306,19.2541,-13148.0107421875
4051.56,42.8877,307,1535000,4096.65,307,18.2519,-12863.33984375
4053.04,42.4033,308,1540000,4096.1,308,17.6796,-12917.5107421875
4030.25,42.844,309,1545000,4038.36,309,18.6464,-13078.7587890625
4028.01,42.553,310,1550000,4117.58,310,17.9121,-13216.6689453125
4022.9,42.5921,311,1555000,4048.01,311,16.8146,-12772.681640625
4078.26,42.2574,312,1560000,4112.83,312,17.5426,-13234.6201171875
4038.68,42.6527,313,1565000,4092.34,313,17.6968,-13509.419921875
4040.06,42.7624,314,1570000,4073.15,314,17.9377,-13443.9296875
4057.14,42.6304,315,1575000,4088.14,315,18.4604,-13620.3134765625
4026.61,43.2738,316,1580000,3961.58,316,18.7067,-13761.8193359375
4062.03,42.9824,317,1585000,4050.47,317,18.4199,-13609.2236328125
4079.66,42.946,318,1590000,4079.12,318,18.2345,-14028.84765625
4059.09,42.6216,319,1595000,3529.05,319,18.0683,-14089.4228515625
4094.43,42.2009,320,1600000,4102.44,320,18.9287,-14130.78515625
4044.13,42.7587,321,1605000,4048.76,321,18.3768,-13933.6728515625
4148.0,42.6306,322,1610000,4109.78,322,18.42,-13573.87109375
4124.38,43.0758,323,1615000,4180.6,323,19.044,-13594.703125
4110.54,43.0389,324,1620000,4117.55,324,19.5817,-13722.2470703125
4052.39,43.2984,325,1625000,4152.66,325,19.7708,-14387.326171875
4137.6,43.1249,326,1630000,4173.15,326,19.9135,-14278.029296875
4089.85,43.0692,327,1635000,4141.2,327,19.3674,-14323.3037109375
4074.27,42.6412,328,1640000,4112.4,328,18.6042,-14610.4443359375
4084.65,42.7171,329,1645000,4072.31,329,18.5331,-14692.53515625
4049.4,43.6658,330,1650000,4081.87,330,18.408,-14939.7490234375
4035.64,43.7794,331,1655000,4065.37,331,18.8113,-14748.744140625
4170.99,42.5032,332,1660000,4176.84,332,20.0742,-14997.310546875
4122.35,42.3918,333,1665000,4117.5,333,18.5524,-14739.4521484375
4159.94,42.5468,334,1670000,4187.15,334,19.2263,-14921.58984375
4118.61,42.7036,335,1675000,4201.99,335,19.6845,-15306.970703125
4101.21,42.659,336,1680000,4134.39,336,18.996,-15396.595703125
4109.4,42.6074,337,1685000,4132.29,337,19.3407,-14811.1708984375
4102.28,42.7624,338,1690000,4162.31,338,19.6607,-14860.0302734375
4139.08,42.8319,339,1695000,4166.52,339,18.9874,-14839.01953125
4126.15,42.568,340,1700000,4162.72,340,18.6755,-15308.4775390625
4167.41,42.8739,341,1705000,4196.77,341,18.6402,-15159.4482421875
4120.41,42.8931,342,1710000,4154.41,342,19.1245,-15326.3251953125
2235.41,44.0071,343,1715000,3511.45,343,37.7409,-17952.884765625
3846.73,42.831,344,1720000,3422.43,344,20.7239,-14906.484375
2210.44,43.774,345,1725000,3260.94,345,31.7667,-18432.697265625
1841.52,44.3425,346,1730000,2344.3,346,39.807,-19432.017578125
4013.56,44.6497,347,1735000,4035.38,347,24.5172,-16574.345703125
714.28,45.398,348,1740000,455.31,348,29.6485,-20969.228515625
3946.11,44.7615,349,1745000,3684.13,349,23.7082,-18869.76171875
3315.99,44.0472,350,1750000,3678.72,350,19.7855,-16003.357421875
2537.45,44.1388,351,1755000,1840.59,351,19.1279,-19777.48046875
829.83,46.3714,352,1760000,719.69,352,25.3921,-22235.810546875
2064.62,44.6764,353,1765000,1762.25,353,32.6919,-19827.5625
3745.61,43.2902,354,1770000,3735.95,354,23.213,-16660.142578125
3096.44,43.6495,355,1775000,3759.32,355,20.2932,-17949.58203125
3291.85,44.8056,356,1780000,3626.5,356,23.1106,-19397.546875
2605.22,44.3192,357,1785000,3368.74,357,22.5346,-17340.685546875
2662.24,44.9876,358,1790000,2744.76,358,24.2365,-20080.033203125
3654.29,45.3642,359,1795000,3676.09,359,24.3253,-18676.8515625
3774.42,43.631,360,1800000,3739.38,360,21.6415,-18500.5625
3930.35,43.8676,361,1805000,4067.79,361,23.4461,-16930.498046875
2944.78,45.5847,362,1810000,3096.93,362,34.8464,-22547.025390625
3468.81,44.2736,363,1815000,3738.63,363,26.0624,-19466.111328125
2570.57,44.5385,364,1820000,3625.44,364,28.807,-20363.251953125
3571.87,44.4809,365,1825000,3753.53,365,27.6255,-20213.4765625
3741.21,45.3044,366,1830000,2516.45,366,25.1397,-21607.517578125
863.51,46.6278,367,1835000,1131.29,367,47.9372,-24972.671875
2009.72,44.2207,368,1840000,2975.92,368,28.4162,-22022.4921875
1945.32,45.3037,369,1845000,1331.53,369,50.1377,-22427.57421875
2855.61,44.8261,370,1850000,3037.16,370,25.0397,-19801.888671875
3968.66,43.9446,371,1855000,3974.83,371,22.1462,-19073.029296875
3953.98,44.0662,372,1860000,3933.62,372,21.8311,-19105.849609375
4000.41,43.2975,373,1865000,4075.4,373,21.5285,-19679.1015625
4120.76,42.7202,374,1870000,4172.11,374,21.3217,-19093.7578125
3964.67,43.1771,375,1875000,3905.4,375,21.7303,-19382.6015625
4038.48,42.8962,376,1880000,4068.6,376,21.054,-19665.28125
3914.62,43.2842,377,1885000,3873.51,377,20.5412,-20232.431640625
3989.65,42.8982,378,1890000,3948.78,378,20.0707,-19639.619140625
3982.89,43.0823,379,1895000,3959.17,379,20.1199,-19728.078125
3745.4,42.653,380,1900000,3998.93,380,18.1759,-19572.85546875
3754.46,41.8771,381,1905000,4078.41,381,16.8935,-19802.517578125
3871.04,42.5756,382,1910000,3756.36,382,17.5789,-20635.71484375
3913.19,42.658,383,1915000,3831.6,383,17.8407,-20541.62109375
3968.07,42.6917,384,1920000,3959.28,384,17.8964,-21077.103515625
3820.01,42.6248,385,1925000,3786.16,385,18.1654,-21100.080078125
3672.21,42.9421,386,1930000,3817.24,386,19.0698,-21464.46484375
3917.31,42.6992,387,1935000,3932.62,387,18.0221,-21954.87109375
