Running Forward KL,Running Env Steps,Running Reverse KL,Real Det Return,Real Sto Return,Reward Loss,Itration,Running Update Time
376.7477,280000,257.0649,955.58,1029.57,-12653.0703125,56,56
376.4776,285000,218.2516,1121.64,1084.43,-11877.271484375,57,57
391.1459,290000,248.173,771.56,967.11,-13044.294921875,58,58
386.0281,295000,238.9351,840.23,974.81,-13016.3330078125,59,59
400.7898,300000,243.1666,594.9,826.81,-13091.080078125,60,60
386.0309,305000,244.9223,931.13,1000.56,-12917.259765625,61,61
389.7954,310000,221.2393,731.64,1005.72,-12484.0361328125,62,62
408.9272,315000,241.4994,754.92,929.22,-13092.6201171875,63,63
379.5577,320000,228.3458,925.78,1003.44,-12653.919921875,64,64
388.1934,325000,249.4991,799.28,1185.45,-13674.1826171875,65,65
380.635,330000,214.584,1096.19,1269.2,-12722.755859375,66,66
361.4928,335000,201.9071,1110.64,1511.45,-11958.09765625,67,67
378.2291,340000,245.5558,780.26,1081.3,-13658.9853515625,68,68
366.0687,345000,210.0937,877.41,1012.13,-12510.2216796875,69,69
360.1126,350000,191.0168,896.37,1456.75,-11389.4560546875,70,70
363.461,355000,226.9528,877.77,1414.06,-13209.7138671875,71,71
377.539,360000,239.5373,1065.07,1282.34,-13597.779296875,72,72
385.3299,365000,235.0911,1230.87,1249.46,-13774.1044921875,73,73
368.8178,370000,222.4339,910.4,1115.86,-12834.962890625,74,74
385.2107,375000,218.8064,890.24,976.23,-13627.7060546875,75,75
387.5232,380000,220.369,937.46,1294.76,-13586.017578125,76,76
381.3355,385000,208.6619,1077.05,1722.82,-13041.517578125,77,77
351.5617,390000,197.2612,1121.14,1937.76,-12173.7373046875,78,78
364.8849,395000,219.013,963.47,1425.84,-13040.6875,79,79
363.8907,400000,217.0853,962.26,1537.24,-12986.3486328125,80,80
386.9246,405000,232.665,1060.43,1258.27,-14037.6728515625,81,81
372.9046,410000,219.0306,1007.33,1893.4,-12768.0126953125,82,82
377.6718,415000,232.4506,1020.29,1271.65,-13737.3974609375,83,83
373.0346,420000,229.7513,816.93,1151.51,-13658.681640625,84,84
360.4412,425000,207.6425,905.48,1643.05,-12642.02734375,85,85
371.0297,430000,191.3081,988.93,1990.83,-12306.2412109375,86,86
372.0007,435000,212.0743,908.38,1051.64,-13146.234375,87,87
377.2967,440000,263.7905,1090.04,1462.35,-14179.3955078125,88,88
367.1296,445000,227.4727,967.04,2129.97,-13343.4404296875,89,89
359.1088,450000,230.8307,1006.56,1261.21,-13956.5615234375,90,90
374.4184,455000,228.954,897.6,1284.52,-13966.302734375,91,91
350.1569,460000,160.5066,1481.09,2700.63,-9497.7646484375,92,92
370.3778,465000,243.5872,1001.91,1321.27,-14067.8603515625,93,93
344.8884,470000,210.4075,1101.55,1981.35,-12337.2978515625,94,94
353.9754,475000,197.8842,1303.8,1832.79,-13016.4931640625,95,95
348.9009,480000,209.1881,1386.02,1723.4,-13168.923828125,96,96
371.3839,485000,227.9932,2022.52,1876.09,-13948.9208984375,97,97
350.3505,490000,166.6401,1360.97,2625.44,-11635.076171875,98,98
355.9021,495000,183.5053,1824.54,3043.42,-12323.22265625,99,99
357.2054,500000,195.2814,1218.61,2345.66,-13622.078125,100,100
356.1934,505000,212.3097,1433.62,1678.05,-13661.13671875,101,101
341.751,510000,171.0877,1372.83,1612.47,-12183.0009765625,102,102
357.7563,515000,205.1234,1704.43,1914.9,-13663.7958984375,103,103
363.0703,520000,199.5218,1389.57,2419.13,-13835.396484375,104,104
348.9789,525000,184.4894,941.86,2879.38,-12463.9716796875,105,105
365.1883,530000,199.1965,2553.77,2353.58,-13589.2490234375,106,106
335.5082,535000,152.928,2491.01,3512.48,-11883.41796875,107,107
340.3702,540000,151.9462,1640.63,3019.71,-11612.708984375,108,108
329.8798,545000,155.3018,2290.09,2275.97,-12624.3515625,109,109
336.7246,550000,179.4791,2304.39,3273.86,-13158.2802734375,110,110
331.8101,555000,154.0389,1598.03,3618.97,-12632.787109375,111,111
327.8946,560000,148.6937,1963.91,3519.93,-12482.1435546875,112,112
339.8075,565000,151.2279,4133.53,3767.35,-11870.3994140625,113,113
349.7484,570000,201.5704,1923.51,1632.25,-14607.5166015625,114,114
352.6171,575000,211.6871,2148.64,2122.02,-14431.458984375,115,115
317.6419,580000,143.6869,2270.74,3658.77,-12896.806640625,116,116
325.5939,585000,152.5624,2123.61,2460.65,-13072.0986328125,117,117
333.8245,590000,164.8591,1033.06,2137.69,-13902.966796875,118,118
328.7409,595000,156.7386,979.33,2966.16,-13184.2841796875,119,119
328.7606,600000,137.9792,2131.08,3416.1,-12630.533203125,120,120
319.7232,605000,132.7914,1693.39,4119.21,-12405.5244140625,121,121
342.6455,610000,163.7433,1868.7,2243.18,-13941.947265625,122,122
333.9124,615000,167.6779,1925.46,3344.18,-14055.6982421875,123,123
317.5267,620000,136.0699,3724.72,3770.16,-12652.1396484375,124,124
334.0885,625000,155.5772,2254.49,3836.66,-13788.6083984375,125,125
319.8664,630000,131.2883,3271.48,3919.48,-12584.3046875,126,126
342.0571,635000,192.5181,1833.37,3342.89,-14726.08203125,127,127
331.8045,640000,167.301,1826.92,2781.03,-14345.8095703125,128,128
336.3971,645000,145.1318,3624.75,3327.72,-13800.8330078125,129,129
331.8778,650000,149.0502,2345.7,3617.79,-14191.8837890625,130,130
322.1203,655000,141.149,1994.67,4450.89,-13821.0087890625,131,131
319.4602,660000,157.1222,1200.85,2660.32,-14160.400390625,132,132
321.9501,665000,153.1726,2426.7,3547.28,-14548.1181640625,133,133
325.4145,670000,138.5297,1563.88,3983.98,-14210.2265625,134,134
322.9924,675000,144.9355,2439.42,4518.78,-14436.95703125,135,135
327.6335,680000,159.8335,3372.96,2978.43,-14844.421875,136,136
321.3695,685000,143.0421,1505.09,4410.09,-14433.4453125,137,137
348.1784,690000,212.877,1350.13,1775.52,-15558.283203125,138,138
312.6725,695000,132.0387,2059.62,4414.74,-14490.060546875,139,139
308.4265,700000,116.7908,3217.16,4426.32,-13081.6171875,140,140
333.0634,705000,146.6554,2771.67,4022.17,-14871.083984375,141,141
324.4912,710000,136.582,2087.67,4485.04,-15094.7294921875,142,142
306.908,715000,111.6493,2599.29,3311.63,-14036.958984375,143,143
320.5121,720000,129.0233,2461.66,4439.03,-14813.150390625,144,144
335.067,725000,170.0835,4280.85,3526.91,-15463.9658203125,145,145
314.0334,730000,137.0349,1817.18,4313.43,-14781.5439453125,146,146
311.0696,735000,122.4116,3728.88,4471.56,-15122.0458984375,147,147
339.2797,740000,179.9434,2848.75,2828.7,-15764.46875,148,148
312.0369,745000,120.8451,1685.16,3465.79,-15157.62890625,149,149
325.2265,750000,141.3829,3939.99,4407.59,-15787.25390625,150,150
301.8804,755000,119.1325,2067.59,4173.79,-15090.802734375,151,151
321.7456,760000,138.0853,2227.91,3955.54,-15134.375,152,152
334.956,765000,164.8453,1179.21,3316.86,-16132.5263671875,153,153
318.7467,770000,114.7199,3462.2,4358.32,-14837.96875,154,154
322.4981,775000,137.1072,2676.08,4122.59,-15913.7705078125,155,155
307.6936,780000,118.1735,2189.34,4599.7,-15376.1103515625,156,156
322.943,785000,132.0494,4168.35,4202.31,-15593.3720703125,157,157
340.3789,790000,166.2556,3664.45,3969.19,-16660.4140625,158,158
322.0865,795000,136.8263,3583.12,4679.35,-16281.169921875,159,159
310.3229,800000,118.3767,2935.5,3931.48,-15600.341796875,160,160
315.3897,805000,129.1563,3953.06,3018.21,-15680.162109375,161,161
311.603,810000,134.8697,4698.29,4147.48,-15933.9775390625,162,162
305.7509,815000,132.6874,2696.94,3638.85,-15813.623046875,163,163
303.2807,820000,120.9428,2733.96,4363.05,-15745.3916015625,164,164
304.8846,825000,115.1631,2491.59,4474.3,-16062.0234375,165,165
307.2458,830000,125.8305,2985.54,3814.87,-15772.78125,166,166
313.8244,835000,124.4734,4608.15,4572.06,-16084.0888671875,167,167
329.7118,840000,158.2551,2549.78,4243.5,-16596.0625,168,168
323.9331,845000,123.9509,3877.26,4227.58,-16369.3505859375,169,169
326.8115,850000,171.2555,2219.24,3506.8,-17009.47265625,170,170
328.1278,855000,161.1423,4107.39,4849.28,-16945.955078125,171,171
336.6198,860000,178.8299,3583.74,4012.81,-16903.552734375,172,172
324.4416,865000,158.831,4127.6,3943.84,-16733.119140625,173,173
329.7768,870000,168.9566,2809.05,3049.98,-16752.853515625,174,174
312.5413,875000,123.6932,5024.75,3120.6,-15951.0048828125,175,175
307.6371,880000,121.1988,4470.77,4581.24,-16605.27734375,176,176
320.7544,885000,112.778,5149.33,4593.25,-16376.5947265625,177,177
318.5829,890000,131.0905,4138.37,4595.88,-17019.775390625,178,178
315.9724,895000,114.4787,4904.61,4567.99,-16534.306640625,179,179
334.6718,900000,179.2897,3658.74,2350.5,-16972.802734375,180,180
306.7361,905000,123.1202,4685.75,4828.28,-16630.416015625,181,181
317.7012,910000,143.1629,4950.87,3795.63,-16878.16796875,182,182
317.442,915000,124.9758,4269.02,3703.95,-16896.29296875,183,183
314.6419,920000,142.4285,2275.96,4022.01,-17132.6875,184,184
326.1545,925000,155.8636,4070.23,3238.07,-17353.7578125,185,185
307.5984,930000,112.2137,4359.34,4832.24,-16857.88671875,186,186
311.2212,935000,115.7518,4847.95,4644.67,-16900.111328125,187,187
314.3258,940000,128.9767,3415.14,4020.05,-16840.64453125,188,188
311.4624,945000,118.3637,2921.73,4518.82,-17191.455078125,189,189
302.8993,950000,109.4662,3583.8,3730.69,-16405.78515625,190,190
341.1172,955000,213.6941,1598.95,2809.29,-17301.72265625,191,191
344.1697,960000,213.1168,1503.54,2444.53,-17422.111328125,192,192
303.2017,965000,106.4853,3426.7,3530.94,-16860.015625,193,193
316.5393,970000,158.7902,4422.99,4108.42,-17028.716796875,194,194
311.7274,975000,175.5622,2616.13,4465.64,-17136.990234375,195,195
297.3687,980000,103.9664,4893.62,4673.92,-16444.9765625,196,196
299.1121,985000,117.4373,3877.37,4514.41,-16728.013671875,197,197
307.602,990000,134.1251,2730.11,4234.37,-17079.134765625,198,198
310.9583,995000,123.9778,3336.81,4714.53,-16878.697265625,199,199
284.9699,1000000,84.2582,4926.22,4834.66,-15908.45703125,200,200
282.3714,1005000,80.9207,5154.92,5073.33,-15665.12890625,201,201
293.1694,1010000,95.2657,4792.84,4947.3,-16111.0361328125,202,202
284.4546,1015000,83.9193,4413.05,4629.25,-15841.7099609375,203,203
285.087,1020000,83.9154,5148.89,4874.31,-16000.2646484375,204,204
283.9232,1025000,83.8367,5121.76,4850.47,-15943.3896484375,205,205
288.1969,1030000,79.7321,4932.05,5020.58,-15824.1923828125,206,206
294.4659,1035000,86.2272,4896.73,4985.6,-16121.921875,207,207
295.7747,1040000,96.1879,4448.68,4851.53,-16363.7197265625,208,208
288.0607,1045000,85.6101,4798.2,4854.88,-16177.1015625,209,209
297.0265,1050000,106.3951,3311.93,4111.22,-16234.9658203125,210,210
289.7478,1055000,84.4911,4774.91,5026.67,-16120.673828125,211,211
290.0678,1060000,90.7365,5143.87,4361.03,-16288.9501953125,212,212
286.3938,1065000,82.9436,5129.76,4396.59,-16233.154296875,213,213
293.8022,1070000,99.7484,5058.88,4852.67,-16450.49609375,214,214
283.0572,1075000,92.7052,5201.38,5035.51,-16396.80078125,215,215
285.0706,1080000,83.1105,4964.83,4566.44,-16221.1533203125,216,216
280.5023,1085000,80.4335,4740.59,4330.52,-15959.916015625,217,217
285.2977,1090000,101.8615,5165.66,5030.97,-16497.42578125,218,218
296.8403,1095000,121.8932,4641.91,4687.67,-16615.572265625,219,219
279.7363,1100000,95.5094,4531.59,4800.35,-16153.8203125,220,220
279.9439,1105000,75.4202,4858.15,4118.29,-16236.490234375,221,221
319.8626,1110000,172.9646,1806.44,2958.93,-17235.763671875,222,222
285.7566,1115000,87.9127,3315.91,4648.69,-16410.21875,223,223
280.4071,1120000,98.8849,4328.18,4841.91,-16299.1220703125,224,224
288.1724,1125000,97.7107,4557.82,4422.8,-16281.646484375,225,225
292.1447,1130000,135.919,4019.86,4711.79,-16716.232421875,226,226
290.6092,1135000,92.1111,5067.56,4993.69,-16614.56640625,227,227
289.1802,1140000,104.2894,4836.55,3824.01,-16161.78125,228,228
284.8268,1145000,89.8129,5105.17,4200.86,-16607.861328125,229,229
283.1457,1150000,78.8804,4647.93,4450.79,-16702.748046875,230,230
283.1041,1155000,83.6617,5089.95,4185.73,-16309.88671875,231,231
282.3903,1160000,89.6279,5145.69,5018.02,-16583.51171875,232,232
281.5552,1165000,85.2393,5157.11,4658.2,-16477.171875,233,233
291.1319,1170000,90.3736,4869.12,3810.69,-16470.53125,234,234
286.3859,1175000,75.1986,3875.26,4270.86,-16662.123046875,235,235
283.2478,1180000,84.2584,4942.49,4443.78,-16591.984375,236,236
290.391,1185000,113.5754,5103.97,4402.8,-16935.810546875,237,237
291.4289,1190000,94.0973,4086.32,4413.78,-17139.94140625,238,238
293.8059,1195000,114.7523,4902.86,4441.91,-17152.396484375,239,239
281.3971,1200000,84.1981,4621.16,4692.63,-16948.619140625,240,240
298.4854,1205000,110.863,3808.25,3905.49,-17039.693359375,241,241
309.5794,1210000,168.8453,1702.53,3374.64,-17530.208984375,242,242
287.6123,1215000,103.0507,4832.43,4158.4,-17288.685546875,243,243
348.5175,1220000,256.79,1417.89,1410.01,-17893.265625,244,244
321.6958,1225000,187.3905,3339.63,3805.05,-17637.53515625,245,245
331.9123,1230000,231.9067,1757.2,2444.55,-17939.037109375,246,246
290.9718,1235000,130.3025,3747.74,4125.36,-17392.330078125,247,247
306.111,1240000,129.8206,3185.68,3767.44,-17493.697265625,248,248
289.4963,1245000,100.7495,4265.19,4633.78,-17298.3359375,249,249
300.6608,1250000,151.4367,4524.65,2861.96,-17566.318359375,250,250
295.4472,1255000,116.0178,4335.88,3995.01,-17390.50390625,251,251
308.9618,1260000,145.2798,3491.12,3894.87,-17697.634765625,252,252
284.3148,1265000,114.4089,4468.43,4105.38,-17284.880859375,253,253
293.9882,1270000,104.6387,2567.3,2467.91,-17391.541015625,254,254
292.5177,1275000,124.3651,3961.73,4599.48,-17565.314453125,255,255
275.9433,1280000,81.8213,3018.99,4301.83,-17154.568359375,256,256
289.7636,1285000,148.4657,4313.24,4052.32,-17340.85546875,257,257
289.5191,1290000,132.0417,3725.77,3337.29,-17402.84765625,258,258
292.9443,1295000,112.3844,3489.8,4348.44,-18037.796875,259,259
294.4573,1300000,131.7038,3521.16,4551.88,-17849.48828125,260,260
300.4244,1305000,144.6619,1895.15,3532.06,-17860.640625,261,261
281.8969,1310000,93.2499,3355.79,4547.11,-17674.640625,262,262
290.1336,1315000,116.6477,4257.05,4194.0,-18055.96875,263,263
284.4658,1320000,108.0179,2835.24,4655.03,-17614.359375,264,264
280.3948,1325000,102.9917,3613.14,4105.26,-17550.736328125,265,265
277.9442,1330000,105.7441,3594.6,3952.23,-17575.8671875,266,266
289.323,1335000,143.2724,2963.52,3379.09,-17688.12890625,267,267
289.0504,1340000,141.5074,2711.26,2737.87,-17668.91796875,268,268
284.0427,1345000,123.3639,2437.48,4490.44,-17543.25390625,269,269
280.7206,1350000,110.8345,4778.88,4489.25,-17326.244140625,270,270
276.8963,1355000,76.1961,4356.57,4684.25,-17344.095703125,271,271
279.2055,1360000,90.3336,4360.07,3993.05,-17491.548828125,272,272
289.1552,1365000,128.4323,3202.18,3983.95,-17505.521484375,273,273
280.7449,1370000,111.9284,4293.57,4178.97,-17562.072265625,274,274
282.1832,1375000,132.3909,4323.76,3796.39,-17345.90234375,275,275
297.7608,1380000,156.4714,1980.44,3261.77,-17693.84375,276,276
309.8247,1385000,179.647,2176.4,1850.6,-17659.548828125,277,277
275.1564,1390000,110.1416,2162.02,4173.58,-17036.6484375,278,278
276.4237,1395000,108.9019,4494.28,4113.57,-17571.828125,279,279
274.2064,1400000,93.2287,3784.75,3581.46,-17316.23046875,280,280
277.0739,1405000,116.2733,2988.36,3448.82,-17665.935546875,281,281
270.4838,1410000,101.1426,5152.66,3593.96,-17580.5625,282,282
275.5281,1415000,121.2626,4819.82,3920.04,-17549.31640625,283,283
270.8826,1420000,84.8326,5203.3,4729.42,-17461.55859375,284,284
276.3505,1425000,93.6314,5039.73,4913.16,-17393.162109375,285,285
267.9671,1430000,81.7936,5239.93,4793.46,-17201.732421875,286,286
275.8166,1435000,107.4635,4850.72,4869.68,-17664.46875,287,287
277.1235,1440000,77.0225,5108.47,4665.03,-17400.638671875,288,288
269.1857,1445000,90.0954,4825.47,4162.96,-17414.5234375,289,289
316.1648,1450000,204.6054,2799.74,1995.4,-18005.6015625,290,290
277.504,1455000,97.7456,5118.04,4509.7,-17602.462890625,291,291
276.0728,1460000,87.3294,3732.31,4523.64,-17950.1875,292,292
317.6971,1465000,202.469,1284.77,1802.32,-17919.505859375,293,293
275.2855,1470000,92.8622,2387.37,3684.49,-17931.04296875,294,294
275.189,1475000,91.6497,2553.15,4000.7,-18063.068359375,295,295
278.1171,1480000,102.7983,3869.31,3827.83,-18042.125,296,296
294.4753,1485000,148.3916,1315.29,3225.91,-18144.171875,297,297
294.0816,1490000,133.2144,3931.86,4205.99,-18082.98046875,298,298
265.8249,1495000,81.0051,4670.44,4443.09,-17753.10546875,299,299
272.8568,1500000,82.7046,4230.33,3690.18,-18112.134765625,300,300
284.754,1505000,117.762,3570.7,3799.6,-18143.806640625,301,301
274.2711,1510000,93.4663,4534.25,4662.12,-17644.310546875,302,302
265.1143,1515000,70.5785,3635.38,5029.71,-17842.669921875,303,303
272.5303,1520000,79.747,4832.84,4456.63,-17792.6015625,304,304
271.0911,1525000,77.725,3725.86,4383.03,-18165.841796875,305,305
276.6566,1530000,93.8967,5278.62,4404.51,-17859.673828125,306,306
274.8191,1535000,88.3252,4247.07,3777.83,-17766.92578125,307,307
269.7022,1540000,75.0927,4964.15,4641.67,-17860.8984375,308,308
290.7174,1545000,115.7386,2564.93,3769.99,-17683.318359375,309,309
268.6745,1550000,77.7371,4287.29,4050.63,-17905.2734375,310,310
286.0616,1555000,106.5882,2931.73,3835.29,-17678.67578125,311,311
279.0074,1560000,117.5978,2953.95,3314.4,-17662.56640625,312,312
271.3799,1565000,79.5427,4266.79,4324.32,-17688.97265625,313,313
277.6886,1570000,86.2323,5043.5,4186.13,-18243.171875,314,314
274.6623,1575000,93.0603,5194.58,3811.77,-18077.044921875,315,315
288.9993,1580000,135.3668,2808.07,4138.41,-17906.40234375,316,316
277.0652,1585000,81.6216,4159.69,4050.42,-17913.955078125,317,317
286.3498,1590000,109.5845,2508.59,3967.56,-18044.380859375,318,318
294.0823,1595000,143.427,1638.41,2348.62,-17823.837890625,319,319
280.4521,1600000,103.6591,4929.74,4566.89,-17920.939453125,320,320
280.0436,1605000,98.0539,2991.22,3463.65,-17803.943359375,321,321
279.171,1610000,82.6182,4961.7,4622.05,-18050.044921875,322,322
285.0494,1615000,90.8851,4475.83,3885.15,-17574.958984375,323,323
280.3724,1620000,97.2872,4929.19,4820.4,-17688.373046875,324,324
271.1446,1625000,64.7041,5218.62,4678.82,-18100.76953125,325,325
268.1671,1630000,60.2052,4927.24,4824.39,-17775.84765625,326,326
279.6349,1635000,81.33,5170.4,4563.95,-17983.26953125,327,327
264.7084,1640000,60.3801,5281.07,4624.75,-17903.8203125,328,328
278.0867,1645000,90.2285,5164.6,4215.27,-18110.89453125,329,329
271.9789,1650000,71.3244,4567.94,4217.98,-18013.083984375,330,330
270.4039,1655000,63.0693,5256.2,4877.3,-18061.673828125,331,331
266.2045,1660000,63.4355,5247.47,4717.38,-18003.9140625,332,332
294.6053,1665000,110.3077,2143.85,4493.26,-17898.720703125,333,333
266.5435,1670000,63.8263,4622.78,4480.11,-18121.341796875,334,334
287.8753,1675000,111.9183,4070.4,3932.4,-17954.931640625,335,335
277.826,1680000,81.643,4748.86,4814.04,-17991.560546875,336,336
273.7345,1685000,76.7799,4776.59,4636.56,-17923.96484375,337,337
284.9471,1690000,106.9655,4955.45,4238.05,-17786.65625,338,338
272.422,1695000,84.3138,4830.73,4661.21,-17981.27734375,339,339
269.1985,1700000,68.6481,5213.11,4812.03,-18244.9140625,340,340
260.792,1705000,58.6446,5194.86,4939.65,-17874.568359375,341,341
272.6358,1710000,81.7548,5256.31,4942.27,-18177.65625,342,342
279.8963,1715000,113.159,5270.95,5007.83,-18047.8359375,343,343
263.9249,1720000,64.6328,5300.63,4738.93,-18232.779296875,344,344
266.5367,1725000,72.2567,5044.98,4942.25,-18386.59765625,345,345
268.469,1730000,76.0606,5252.74,4743.45,-18177.517578125,346,346
276.5638,1735000,73.1631,5240.34,5016.19,-18241.642578125,347,347
270.9502,1740000,65.4305,5243.78,4897.32,-18108.3828125,348,348
290.5312,1745000,127.0676,5267.36,4145.44,-18015.26953125,349,349
282.4897,1750000,116.3261,5043.88,4251.58,-17870.43359375,350,350
278.9845,1755000,81.4193,4979.87,4065.84,-18127.4609375,351,351
264.7081,1760000,56.0141,5188.09,4819.67,-17635.310546875,352,352
287.0018,1765000,120.9116,4739.79,3503.36,-17576.501953125,353,353
290.5497,1770000,122.7356,1290.71,1221.72,-17304.740234375,354,354
283.1982,1775000,110.488,2201.65,2337.31,-17256.416015625,355,355
274.3307,1780000,78.2932,2245.98,3722.09,-17811.21875,356,356
284.2656,1785000,90.8353,3885.54,3155.7,-17626.01171875,357,357
288.3166,1790000,105.0675,4472.7,4103.59,-17894.314453125,358,358
272.7708,1795000,77.166,2959.0,3035.88,-17906.10546875,359,359
269.0834,1800000,75.282,4219.83,4661.93,-17917.51953125,360,360
287.14,1805000,110.0878,1797.31,3595.48,-18067.7265625,361,361
293.214,1810000,141.2182,4512.89,2924.03,-17576.2578125,362,362
283.4308,1815000,103.8713,2570.83,3909.27,-18047.49609375,363,363
276.228,1820000,86.2719,5007.15,4826.57,-18021.29296875,364,364
298.3155,1825000,136.4341,1428.07,2456.3,-18112.62890625,365,365
278.5218,1830000,87.8969,5020.44,5074.48,-18496.197265625,366,366
282.5236,1835000,94.7573,3547.26,4724.25,-18470.455078125,367,367
283.6749,1840000,83.6442,5124.81,4166.83,-18811.919921875,368,368
273.0367,1845000,78.0671,5235.67,4681.75,-18677.294921875,369,369
277.2697,1850000,83.7785,5225.32,4195.49,-18891.380859375,370,370
281.1238,1855000,86.2175,5045.2,4754.48,-18776.908203125,371,371
281.2158,1860000,88.9268,4549.96,3827.48,-18863.564453125,372,372
275.8913,1865000,78.3038,3779.42,4057.39,-18932.44140625,373,373
281.9946,1870000,88.5791,4023.1,4041.18,-18937.619140625,374,374
281.9772,1875000,86.2642,4746.17,5042.29,-19083.6875,375,375
269.8543,1880000,75.6052,5251.38,4997.03,-18654.26171875,376,376
273.4504,1885000,74.008,3936.15,4692.59,-18936.728515625,377,377
271.7793,1890000,78.6759,4341.21,3180.93,-18692.826171875,378,378
267.0639,1895000,67.2296,4888.88,4222.6,-18813.322265625,379,379
276.9079,1900000,91.4407,4542.79,4635.43,-18967.263671875,380,380
267.0414,1905000,82.0868,4501.62,4829.28,-18524.044921875,381,381
261.0714,1910000,66.6684,4805.41,4709.45,-18606.365234375,382,382
256.8576,1915000,59.3387,5130.76,5017.52,-18400.25390625,383,383
286.6803,1920000,194.4921,3832.8,3312.44,-19058.8203125,384,384
262.2657,1925000,89.7659,5025.33,4798.9,-18705.791015625,385,385
262.9553,1930000,91.6545,5003.31,4185.78,-18132.16796875,386,386
258.4326,1935000,82.5967,5140.07,5119.16,-18240.044921875,387,387
268.9298,1940000,110.4293,2750.15,4427.46,-18643.33203125,388,388
262.1155,1945000,89.5141,5177.56,4171.8,-18306.9765625,389,389
262.7284,1950000,78.6471,4851.64,4448.28,-18510.22265625,390,390
262.524,1955000,110.7602,4697.13,4820.84,-18558.18359375,391,391
276.9462,1960000,148.2397,1816.39,3327.48,-18422.03515625,392,392
272.6326,1965000,95.5249,3791.84,4348.3,-18668.7734375,393,393
279.5966,1970000,138.2246,3470.42,3978.53,-18663.21875,394,394
