Itration,Running Update Time,Real Det Return,Running Forward KL,Reward Loss,Running Reverse KL,Running Env Steps,Real Sto Return
150,150,5027.25,277.2484,-13087.3349609375,77.7967,750000,5106.44
151,151,5191.79,276.9384,-12720.298828125,79.5583,755000,5039.64
152,152,4816.01,315.3805,-14592.6357421875,129.2177,760000,4311.12
153,153,5253.97,288.9563,-12994.88671875,76.443,765000,4524.75
154,154,4814.09,303.3923,-14292.66796875,100.1444,770000,4591.83
155,155,4930.39,309.9737,-15263.4296875,113.2834,775000,4433.19
156,156,4941.92,288.7824,-14449.5126953125,88.5243,780000,3924.78
157,157,4924.46,276.1488,-14015.453125,83.1471,785000,5032.39
158,158,4217.36,288.9231,-14363.66796875,104.824,790000,4795.71
159,159,4738.59,291.9926,-14729.125,89.2916,795000,4822.22
160,160,4458.59,294.1942,-14767.0361328125,101.685,800000,3642.91
161,161,4509.42,286.1528,-14339.38671875,84.2949,805000,4791.95
162,162,4556.89,301.5302,-14777.1513671875,106.1002,810000,4504.16
163,163,5249.19,296.0291,-15140.7373046875,116.032,815000,5186.32
164,164,4769.42,281.7273,-14161.27734375,108.8386,820000,4346.77
165,165,4104.62,298.0869,-15097.87109375,125.6378,825000,4802.26
166,166,5116.62,296.5634,-15441.373046875,107.0659,830000,4505.9
167,167,5114.82,291.2028,-15046.099609375,96.8932,835000,5102.59
168,168,5287.94,288.8341,-14794.1884765625,93.7405,840000,5064.96
169,169,4062.64,319.7936,-15473.8095703125,170.1174,845000,3317.62
170,170,4208.57,304.0375,-15699.12890625,121.441,850000,4289.54
171,171,4866.48,295.2994,-15295.3056640625,109.5988,855000,3692.67
172,172,4520.79,301.6538,-15431.8349609375,120.9527,860000,4783.47
173,173,1724.8,314.0881,-16203.705078125,168.6291,865000,3977.74
174,174,4454.12,302.048,-15899.328125,116.0577,870000,4437.35
175,175,2188.7,317.0753,-16059.6884765625,168.8283,875000,4109.81
176,176,3270.23,306.7113,-15899.0009765625,129.5132,880000,4666.82
177,177,5136.56,296.6186,-16056.888671875,100.9024,885000,5118.18
178,178,5356.35,294.9612,-16133.5107421875,97.8387,890000,5261.32
179,179,5271.84,293.0747,-16106.759765625,100.9682,895000,5190.99
180,180,3343.25,295.5811,-15788.365234375,100.0877,900000,4282.5
181,181,5227.84,294.2791,-16248.7109375,101.0439,905000,4988.3
182,182,4473.87,274.7574,-15175.6337890625,69.1383,910000,4989.57
183,183,1812.22,283.2979,-15709.474609375,87.151,915000,5093.34
184,184,5255.84,286.0383,-16059.9228515625,83.3934,920000,5119.53
185,185,4452.79,290.419,-16218.7255859375,114.1937,925000,4554.46
186,186,5240.75,291.9927,-16256.3271484375,97.7921,930000,4666.41
187,187,5292.26,290.4543,-16530.890625,88.3929,935000,4823.81
188,188,3580.77,292.7666,-16613.8671875,81.8943,940000,4624.11
189,189,3586.12,298.7521,-16673.43359375,120.1711,945000,4539.28
190,190,5222.33,294.906,-16684.361328125,103.8919,950000,5002.76
191,191,4458.23,291.2932,-16384.140625,101.6098,955000,4936.74
192,192,1641.22,298.3514,-16927.65234375,119.0006,960000,4798.54
193,193,5172.55,284.4588,-16694.203125,83.7919,965000,4928.01
194,194,937.19,307.0788,-16397.3203125,126.6423,970000,4342.98
195,195,2309.24,290.2136,-16660.107421875,89.1079,975000,5031.65
196,196,1326.59,284.1147,-15805.7978515625,111.5711,980000,2975.64
197,197,3933.23,296.6642,-17060.138671875,84.6703,985000,4930.33
198,198,2819.37,291.0525,-16772.216796875,82.9156,990000,4941.74
199,199,5016.0,290.5035,-16945.046875,85.5684,995000,5186.0
200,200,5091.68,293.084,-16728.248046875,88.467,1000000,5072.02
201,201,5127.45,291.4152,-16667.720703125,90.1204,1005000,4699.32
202,202,5245.19,295.5642,-16765.998046875,98.3776,1010000,4672.72
203,203,5119.38,296.9945,-16801.869140625,104.9122,1015000,3819.71
204,204,5361.86,294.5568,-16734.732421875,99.6941,1020000,5004.7
205,205,5209.95,306.2946,-16813.427734375,113.9824,1025000,4538.46
206,206,4741.12,298.421,-17188.595703125,108.3302,1030000,4200.19
207,207,5076.28,294.523,-17194.3671875,90.6013,1035000,4323.53
208,208,4924.53,298.8422,-17006.0625,103.5305,1040000,4537.95
209,209,3815.49,304.1944,-16975.990234375,138.9543,1045000,4318.23
210,210,3532.72,295.0746,-17040.26953125,109.2699,1050000,4029.38
211,211,4203.06,311.996,-16347.798828125,154.3119,1055000,3740.97
212,212,3344.89,307.8359,-16505.626953125,139.9389,1060000,2734.53
213,213,1580.77,328.4169,-16482.771484375,197.9073,1065000,2233.21
214,214,2252.78,347.3456,-17040.607421875,227.1831,1070000,3665.4
215,215,4434.12,311.4626,-16885.228515625,152.48,1075000,2892.99
216,216,1701.19,297.6558,-17006.2109375,133.8205,1080000,3319.86
217,217,2928.5,302.0756,-16695.80859375,144.7248,1085000,4121.4
218,218,4795.08,288.7652,-17180.400390625,106.7998,1090000,4496.38
219,219,4743.91,292.2077,-17106.6484375,120.905,1095000,4540.13
220,220,5242.8,295.1383,-17030.95703125,125.2973,1100000,4546.47
221,221,4678.53,295.8069,-17211.1640625,132.3309,1105000,4413.85
222,222,3697.39,297.0584,-17123.419921875,134.7809,1110000,4342.41
223,223,4889.5,295.0816,-17597.7890625,122.3529,1115000,4548.23
224,224,5352.66,295.3679,-17724.71484375,112.1415,1120000,5278.91
225,225,5360.48,292.6666,-17857.552734375,107.4985,1125000,5281.12
226,226,5302.35,299.8093,-17794.830078125,114.6834,1130000,5246.86
227,227,4821.3,290.9229,-17881.09375,97.1788,1135000,5245.26
228,228,5178.81,296.6136,-17817.05859375,106.172,1140000,4771.26
229,229,2281.46,297.6124,-17444.060546875,153.1332,1145000,4330.24
230,230,433.28,315.5583,-17236.9375,222.1572,1150000,2119.49
231,231,3832.65,285.1624,-17556.6484375,101.7057,1155000,4476.04
232,232,4629.66,277.6615,-17287.318359375,79.4359,1160000,5060.31
233,233,4916.54,285.7499,-17397.330078125,110.3555,1165000,5062.99
234,234,1228.62,282.5231,-16978.177734375,83.1063,1170000,4871.78
235,235,1005.85,306.0317,-17229.978515625,206.4802,1175000,3056.09
236,236,2842.96,314.4888,-17404.744140625,252.1162,1180000,3496.11
237,237,4941.4,288.5257,-17492.755859375,106.0496,1185000,4343.79
238,238,5276.63,277.725,-17235.533203125,78.3786,1190000,5186.96
239,239,5287.7,289.4669,-17547.37109375,102.1637,1195000,4615.01
240,240,5489.32,281.3183,-17424.65625,89.9246,1200000,5164.29
241,241,5433.51,291.6099,-17550.705078125,100.4468,1205000,5004.18
242,242,5539.96,287.8227,-17736.869140625,94.9168,1210000,4991.32
243,243,5532.08,290.1543,-17648.373046875,107.9591,1215000,5100.48
244,244,5502.34,288.2578,-17730.185546875,99.2257,1220000,5191.93
245,245,5208.5,286.1385,-17791.73828125,99.4008,1225000,5243.88
246,246,5491.16,288.0048,-17708.17578125,88.4318,1230000,4747.77
247,247,5504.76,283.1348,-17772.935546875,82.2573,1235000,5330.61
248,248,5297.71,281.4325,-17510.974609375,101.683,1240000,4550.88
249,249,5270.24,293.5232,-17660.583984375,111.3951,1245000,5191.24
250,250,5464.17,287.4359,-17694.861328125,83.4739,1250000,4899.77
251,251,2182.85,301.7323,-17806.796875,157.5179,1255000,3953.1
252,252,5396.57,285.092,-17815.24609375,83.5356,1260000,5079.96
253,253,5028.23,283.6385,-17548.787109375,90.4875,1265000,4657.16
254,254,5460.36,282.8225,-17364.134765625,100.6359,1270000,5040.35
255,255,5451.02,297.362,-17328.376953125,123.9142,1275000,4686.78
256,256,5381.11,290.497,-16610.634765625,121.52,1280000,3877.66
257,257,5214.33,274.3599,-17151.0546875,79.4049,1285000,5250.49
258,258,5464.1,271.4246,-17132.17578125,72.9077,1290000,5054.01
259,259,5445.21,272.1654,-17085.044921875,85.0862,1295000,5253.03
260,260,5267.32,276.3464,-17292.865234375,80.7467,1300000,4807.38
261,261,5311.2,277.4351,-17465.00390625,116.7425,1305000,5060.15
262,262,5419.78,263.8925,-17202.66796875,62.1889,1310000,5225.41
263,263,5439.0,283.6748,-17103.484375,100.13,1315000,4455.22
264,264,5401.63,273.5492,-17423.298828125,83.9155,1320000,4729.86
265,265,5105.39,278.5953,-17517.70703125,122.5052,1325000,3927.79
266,266,2004.7,301.976,-17033.865234375,161.4202,1330000,2948.48
267,267,4503.91,296.5837,-17280.41796875,144.4287,1335000,3263.5
268,268,4817.26,302.7519,-17851.42578125,139.6259,1340000,4015.86
269,269,4902.17,280.6718,-18075.251953125,81.9205,1345000,4951.31
270,270,5225.14,267.1352,-17674.892578125,67.156,1350000,4938.14
271,271,4478.88,273.8726,-17614.162109375,83.3182,1355000,4713.16
272,272,4877.03,266.2972,-16971.150390625,66.5296,1360000,5034.21
273,273,4740.26,265.868,-17532.0546875,72.2106,1365000,4668.89
274,274,5515.44,265.6203,-17021.24609375,81.5164,1370000,4687.09
275,275,4190.39,284.3907,-16804.171875,125.5644,1375000,2911.11
276,276,2061.31,284.8262,-16849.076171875,128.3368,1380000,3507.55
277,277,5252.56,280.395,-16832.443359375,107.9809,1385000,3612.84
278,278,5190.51,277.2243,-17883.9453125,89.9844,1390000,4472.09
279,279,4238.68,284.9666,-17468.037109375,142.0807,1395000,3698.18
280,280,5245.99,280.584,-17510.814453125,119.6779,1400000,3976.91
281,281,4856.16,282.7611,-17249.869140625,147.0357,1405000,4410.51
282,282,4623.65,295.9047,-17734.427734375,172.5245,1410000,3598.3
283,283,4155.7,280.5009,-17238.64453125,96.302,1415000,4024.03
284,284,2908.88,290.0084,-17333.970703125,130.361,1420000,3153.09
285,285,5257.04,280.1469,-18058.45703125,95.0582,1425000,4381.51
286,286,4085.43,282.8078,-18381.103515625,85.7012,1430000,4821.78
287,287,2258.84,258.1285,-17412.30078125,99.2399,1435000,4651.19
288,288,2764.64,274.2345,-17446.421875,139.579,1440000,3969.06
289,289,2887.21,276.9642,-17656.13671875,97.8183,1445000,3709.98
290,290,2219.85,270.0162,-17898.359375,103.5609,1450000,3947.86
291,291,1266.81,291.241,-17835.041015625,140.015,1455000,2605.18
292,292,3049.94,272.7901,-17854.720703125,107.6121,1460000,4689.97
293,293,2808.5,289.0858,-18021.869140625,135.2995,1465000,4620.55
294,294,2007.58,304.8332,-17175.453125,164.4552,1470000,3316.59
295,295,2652.81,297.247,-17662.005859375,142.4335,1475000,4421.33
296,296,2901.44,291.9731,-17554.84375,149.7574,1480000,3631.89
297,297,5124.79,280.2012,-17867.73046875,98.9991,1485000,5298.64
298,298,3048.77,304.2573,-17648.982421875,153.2449,1490000,3511.56
299,299,4331.84,291.4965,-18783.134765625,94.3601,1495000,4836.61
300,300,5174.97,294.245,-18727.115234375,109.5297,1500000,4896.03
301,301,5107.86,294.6073,-18628.0859375,103.0965,1505000,5172.23
302,302,5334.85,287.1492,-18677.953125,88.2359,1510000,4866.25
303,303,5091.83,298.4606,-18689.4921875,102.5812,1515000,5145.98
304,304,5083.01,288.1823,-18803.638671875,89.572,1520000,4511.69
305,305,4968.69,279.9839,-18147.5,80.7868,1525000,5069.54
306,306,5137.95,276.9402,-18043.666015625,73.5208,1530000,4536.23
307,307,4517.86,282.4934,-15859.9111328125,120.6538,1535000,3910.47
308,308,4703.35,285.1702,-18550.236328125,106.5519,1540000,3689.41
309,309,5135.09,288.1985,-18139.90234375,113.705,1545000,4098.69
310,310,4960.09,282.475,-18283.791015625,84.4572,1550000,5104.32
311,311,5168.34,285.9711,-18227.099609375,89.9674,1555000,4947.15
312,312,4220.96,300.4525,-18413.177734375,116.7612,1560000,4385.99
313,313,5035.79,304.4303,-18560.76953125,118.1654,1565000,4650.66
314,314,4546.46,309.5178,-16443.04296875,185.9011,1570000,4373.09
315,315,3592.42,319.7554,-17881.30859375,188.513,1575000,3553.98
316,316,3522.71,306.3515,-18244.22265625,158.4686,1580000,3057.82
317,317,486.84,361.7012,-17153.865234375,245.4424,1585000,1592.8
318,318,2440.45,322.1274,-17971.232421875,192.1469,1590000,2277.65
319,319,1540.06,339.7178,-17473.611328125,229.8904,1595000,2100.81
320,320,1370.5,350.0392,-13954.5302734375,293.5754,1600000,1878.3
321,321,3189.55,323.0687,-17479.716796875,164.0992,1605000,2951.46
322,322,2989.62,326.9935,-17304.81640625,220.851,1610000,3308.61
323,323,4093.05,305.031,-16522.990234375,129.0658,1615000,3432.27
324,324,5040.07,288.8065,-17008.248046875,111.5657,1620000,5127.51
325,325,3325.45,296.4866,-15011.6279296875,169.2226,1625000,4156.27
326,326,879.66,354.3985,-10936.30859375,333.2384,1630000,1108.8
327,327,294.84,406.263,-12906.9921875,324.0523,1635000,391.1
328,328,874.55,377.1067,-13900.5869140625,350.024,1640000,614.18
329,329,4078.99,337.4671,-16451.86328125,220.8327,1645000,3247.27
330,330,3161.2,347.1044,-14710.865234375,280.562,1650000,2281.88
331,331,1206.4,347.3118,-16234.4775390625,248.1942,1655000,1855.75
332,332,740.59,454.2522,-14647.47265625,335.6099,1660000,555.89
333,333,1209.11,350.7659,-18432.33984375,337.8227,1665000,1302.42
334,334,2127.45,355.5189,-16202.484375,282.2842,1670000,2702.18
335,335,2620.68,348.1485,-16022.9814453125,227.7074,1675000,2239.45
336,336,900.06,371.3984,-16195.6171875,335.5891,1680000,1125.24
337,337,1176.06,353.5774,-13916.447265625,255.2496,1685000,1718.29
338,338,843.59,373.2483,-13823.1865234375,519.4685,1690000,809.9
339,339,731.22,372.7067,-11137.54296875,377.7325,1695000,825.52
340,340,926.59,338.47,-12549.140625,409.4385,1700000,1077.58
341,341,647.87,400.0069,-9474.802734375,1050.7362,1705000,832.19
342,342,842.78,374.8928,-13039.9345703125,482.6437,1710000,911.87
343,343,715.58,395.004,-11959.5673828125,446.2928,1715000,604.61
344,344,455.74,395.557,-13151.1328125,433.2342,1720000,621.93
345,345,1205.55,376.5231,-11844.7314453125,343.3477,1725000,1131.31
346,346,1376.85,351.3183,-13584.1923828125,298.8798,1730000,1195.02
347,347,1090.49,388.7247,-13214.9697265625,352.4462,1735000,1091.54
348,348,584.36,380.3732,-13920.908203125,399.8191,1740000,575.17
349,349,474.46,431.6079,-14102.2841796875,385.2345,1745000,438.75
350,350,851.33,453.1068,-15196.349609375,401.7198,1750000,786.55
351,351,513.87,431.3796,-15702.0283203125,453.0139,1755000,471.69
352,352,864.69,392.3012,-16286.0703125,497.2137,1760000,421.66
353,353,1018.41,382.5933,-14424.353515625,365.3768,1765000,579.11
354,354,90.71,589.3332,-14183.748046875,431.1472,1770000,67.95
355,355,60.44,678.3577,-16172.93359375,507.5732,1775000,64.27
356,356,63.59,678.5262,-13242.701171875,497.5004,1780000,63.44
357,357,62.13,665.9849,-14776.853515625,449.1403,1785000,62.61
358,358,60.02,722.3005,-18515.986328125,783.4511,1790000,61.03
359,359,61.88,876.2875,-19429.712890625,1002.2903,1795000,61.3
360,360,60.54,864.1764,-19474.998046875,938.6089,1800000,60.63
361,361,59.73,857.1348,-19540.80859375,892.7071,1805000,60.61
362,362,62.65,832.7808,-19563.953125,884.7443,1810000,62.25
363,363,60.59,740.017,-19159.802734375,875.7806,1815000,62.4
364,364,60.12,716.926,-15168.28125,566.0642,1820000,60.66
365,365,62.21,709.9525,-18846.005859375,813.8071,1825000,59.95
366,366,63.4,731.5254,-18721.6484375,747.5467,1830000,61.65
367,367,62.78,689.6581,-16582.98828125,612.5862,1835000,62.9
368,368,71.7,690.9473,-15238.9892578125,527.351,1840000,69.16
369,369,63.21,685.1502,-15403.4609375,535.6911,1845000,63.63
370,370,62.74,744.7152,-19475.556640625,762.9613,1850000,62.72
371,371,63.35,862.903,-19758.63671875,782.3799,1855000,63.27
372,372,62.74,842.7889,-19746.73828125,732.4594,1860000,63.56
373,373,63.13,704.9823,-18016.994140625,586.1569,1865000,65.06
374,374,64.92,709.4208,-19241.83984375,601.5291,1870000,65.11
375,375,67.94,709.55,-18615.17578125,668.4539,1875000,67.94
376,376,66.71,700.4367,-19728.619140625,693.3968,1880000,66.82
377,377,67.59,633.696,-19263.0390625,614.8853,1885000,66.48
378,378,67.61,656.3415,-19607.02734375,629.5289,1890000,68.87
379,379,333.48,523.3454,-15423.220703125,417.7908,1895000,325.15
380,380,260.72,532.9107,-15553.4111328125,399.1482,1900000,258.63
381,381,238.33,577.7903,-13059.3583984375,393.7429,1905000,242.84
382,382,232.54,550.5615,-8611.138671875,451.6164,1910000,223.98
383,383,406.67,494.2219,-10753.1318359375,400.3589,1915000,396.42
384,384,287.86,526.2542,-10709.7119140625,434.9574,1920000,242.34
385,385,492.56,458.4084,-16845.61328125,455.2401,1925000,464.1
386,386,215.9,465.8919,-13147.361328125,467.8086,1930000,281.6
387,387,315.95,470.8124,-16092.0673828125,499.1878,1935000,339.51
388,388,324.07,508.4324,-17386.638671875,542.036,1940000,393.55
389,389,189.81,573.7588,-19289.2578125,570.5169,1945000,203.82
390,390,160.23,561.3744,-17731.27734375,569.9789,1950000,143.71
391,391,105.54,599.9201,-13477.337890625,736.7084,1955000,112.81
392,392,66.55,849.8259,-19708.18359375,725.2533,1960000,69.47
393,393,63.56,849.5567,-19695.0234375,719.0145,1965000,64.05
394,394,63.58,849.4593,-19689.220703125,727.1697,1970000,65.01
395,395,306.72,499.1705,-18465.119140625,578.3332,1975000,279.62
396,396,307.13,467.6329,-19378.2265625,622.4653,1980000,314.54
