Reward Loss,Itration,Running Env Steps,Running Forward KL,Running Reverse KL,Real Sto Return,Real Det Return,Running Update Time
-868.0241088867188,93,465000,22.0934,15.1218,3033.22,3178.73,93
-696.2928466796875,94,470000,21.5472,13.8671,3170.72,3178.62,94
-713.3594970703125,95,475000,22.1294,14.8879,3201.76,3205.04,95
-935.3328857421875,96,480000,22.3257,16.6651,2834.41,3197.6,96
-751.4821166992188,97,485000,22.0313,14.1917,3185.91,3201.29,97
-885.436279296875,98,490000,21.3079,14.619,3196.79,3207.2,98
-782.0933837890625,99,495000,22.0597,14.0975,3187.28,3195.62,99
-772.4537963867188,100,500000,21.3105,13.545,3081.76,3193.39,100
-850.3994140625,101,505000,21.4276,14.477,2780.95,3198.01,101
-821.4480590820312,102,510000,21.4861,13.9189,3031.2,3197.89,102
-815.68408203125,103,515000,20.9033,13.7013,3200.14,3215.95,103
-875.6470336914062,104,520000,21.3012,14.2815,3203.44,3201.37,104
-1004.8351440429688,105,525000,21.6714,14.9469,2843.92,3215.78,105
-973.4121704101562,106,530000,21.4327,15.0129,3214.48,3235.34,106
-940.0458984375,107,535000,21.103,13.9483,3166.97,3202.26,107
-951.173828125,108,540000,21.4516,14.1872,3145.36,3237.59,108
-1055.119384765625,109,545000,21.4328,17.9218,3003.09,3247.57,109
-920.4056396484375,110,550000,21.2109,14.0644,3222.63,3226.74,110
-977.8941040039062,111,555000,20.7434,13.8174,3239.97,3252.12,111
-1047.028564453125,112,560000,21.4686,14.435,3022.95,3213.11,112
-1044.2532958984375,113,565000,21.4476,16.0722,2948.54,3223.4,113
-959.9929809570312,114,570000,20.6929,13.2965,2998.18,3202.96,114
-955.5513916015625,115,575000,20.8257,13.3709,3209.1,3223.65,115
-977.0764770507812,116,580000,20.5414,14.1315,2816.9,3241.49,116
-1196.8580322265625,117,585000,22.1989,17.0047,2502.95,3231.23,117
-1091.745361328125,118,590000,20.9429,13.9126,3232.58,3240.11,118
-1156.9925537109375,119,595000,20.2996,15.4115,2301.1,3259.87,119
-1132.03857421875,120,600000,20.8813,18.1431,3213.8,3213.48,120
-1333.7861328125,121,605000,21.2853,27.7663,2247.36,3277.65,121
-1070.8258056640625,122,610000,20.8645,13.7886,3243.27,3246.54,122
-1079.1414794921875,123,615000,20.7519,14.0824,3267.69,3265.47,123
-1183.372314453125,124,620000,20.6784,14.0701,3143.01,3267.3,124
-1205.503662109375,125,625000,20.6239,13.6921,3088.91,3233.32,125
-1278.5311279296875,126,630000,20.9584,15.1146,2854.34,3256.64,126
-1098.317138671875,127,635000,20.667,13.6029,2707.76,3263.79,127
-1138.3077392578125,128,640000,20.397,12.9753,3088.17,3224.16,128
-1204.0428466796875,129,645000,20.7948,13.5634,3040.95,3251.66,129
-1351.143798828125,130,650000,21.1552,14.8113,2783.81,3241.07,130
-1220.0635986328125,131,655000,20.0531,13.3456,3262.58,3272.78,131
-1309.0084228515625,132,660000,20.5592,15.6214,2709.63,3265.69,132
-1177.207763671875,133,665000,20.281,13.3498,3078.59,3273.84,133
-1378.5465087890625,134,670000,21.051,15.2464,2713.26,3309.11,134
-1366.409912109375,135,675000,20.8005,13.9155,3127.16,3253.3,135
-1332.4984130859375,136,680000,19.751,13.5905,3124.96,3262.45,136
-1226.4439697265625,137,685000,20.7985,13.1194,3192.3,3269.64,137
-1430.742431640625,138,690000,20.7538,18.4233,3186.41,3271.8,138
-1538.456298828125,139,695000,21.3611,25.9202,2975.37,3262.04,139
-1278.7852783203125,140,700000,19.7444,13.0062,3143.69,3264.21,140
-1462.0196533203125,141,705000,20.8231,13.9437,3291.86,3275.23,141
-1217.48681640625,142,710000,20.6234,13.1904,3223.15,3306.97,142
-1249.3817138671875,143,715000,20.4208,12.9723,3165.06,3255.08,143
-1351.326416015625,144,720000,20.6762,15.169,2901.03,3275.44,144
-1835.777587890625,145,725000,22.2151,17.9928,2110.45,3296.86,145
-1483.9957275390625,146,730000,21.0844,13.8078,3015.33,3278.63,146
-1507.687255859375,147,735000,20.8332,16.253,3073.17,3262.45,147
-1505.260498046875,148,740000,20.5942,15.1593,3141.84,3277.87,148
-1578.487548828125,149,745000,20.3353,20.4715,2711.18,3273.08,149
-1454.5472412109375,150,750000,20.3758,13.2269,3297.61,3274.35,150
-1466.57177734375,151,755000,19.9742,13.8865,2656.97,3304.0,151
-1556.9498291015625,152,760000,20.6156,14.1029,3274.78,3283.87,152
-1517.549560546875,153,765000,20.3894,14.1368,3023.74,3293.39,153
-1592.863037109375,154,770000,20.5667,18.0349,2968.66,3309.3,154
-1658.3275146484375,155,775000,19.7178,13.0692,3094.68,3304.22,155
-1613.6827392578125,156,780000,20.2282,12.765,3333.37,3290.15,156
-1722.5247802734375,157,785000,20.3732,17.8264,3237.66,3285.27,157
-1471.70849609375,158,790000,19.8389,13.1606,3306.24,3327.23,158
-1629.343994140625,159,795000,20.5469,13.466,3194.21,3335.41,159
-1466.5087890625,160,800000,20.5537,12.984,3267.94,3257.91,160
-1656.344970703125,161,805000,19.7562,12.8576,3299.18,3290.79,161
-1489.2264404296875,162,810000,20.0064,13.16,3240.66,3308.26,162
-1373.8590087890625,163,815000,18.997,12.8329,3292.28,3284.97,163
-1540.55126953125,164,820000,19.3778,12.6662,3071.45,3315.78,164
-1672.044921875,165,825000,20.1722,13.3219,3245.38,3313.33,165
-1526.0751953125,166,830000,19.2986,12.8907,3307.94,3296.44,166
-1310.319580078125,167,835000,18.8215,12.0346,3327.09,3314.55,167
-1465.0009765625,168,840000,20.2832,13.3913,3335.5,3346.5,168
-1594.842529296875,169,845000,19.3829,12.5558,3226.85,3312.09,169
-1662.8704833984375,170,850000,19.2517,13.0633,3268.52,3319.94,170
-1747.1810302734375,171,855000,20.1391,14.0091,3216.78,3300.97,171
-1695.472900390625,172,860000,19.6692,12.984,3270.59,3304.97,172
-1792.5966796875,173,865000,19.6683,16.396,2974.17,3313.58,173
-1396.775634765625,174,870000,19.6959,13.0983,3325.98,3323.02,174
-1705.4178466796875,175,875000,19.7705,13.3036,3154.1,3345.56,175
-1618.991455078125,176,880000,19.6934,15.4802,3124.25,3331.44,176
-1733.2275390625,177,885000,19.7391,13.1801,3348.74,3358.05,177
-1552.2105712890625,178,890000,19.1993,12.7773,3353.73,3354.54,178
-1873.2188720703125,179,895000,20.1352,15.3828,3231.86,3328.56,179
-2233.315185546875,180,900000,20.6416,15.5014,3342.05,3391.26,180
-1151.5982666015625,181,905000,20.5801,11.9163,3001.46,3176.06,181
-1572.0745849609375,182,910000,23.4666,14.4781,2801.34,2756.37,182
-1277.4285888671875,183,915000,20.2236,13.7316,3233.21,3222.38,183
-1890.5010986328125,184,920000,20.9131,13.6686,2317.39,3236.94,184
-1908.768798828125,185,925000,20.8807,14.4748,2418.56,3306.1,185
-1906.9317626953125,186,930000,19.6956,13.5035,3179.11,3269.29,186
-2108.277099609375,187,935000,21.8392,13.902,2856.35,3200.29,187
-1959.080322265625,188,940000,21.1658,13.3044,3176.23,3277.82,188
-2182.734619140625,189,945000,20.1797,13.8802,3273.14,3265.56,189
-2001.7996826171875,190,950000,21.0015,14.118,3203.51,3221.9,190
-1973.3883056640625,191,955000,20.5093,13.4436,3051.42,3261.8,191
-2098.17236328125,192,960000,20.5794,13.6916,3231.77,3282.29,192
-1886.372314453125,193,965000,19.9315,11.968,3149.29,3308.7,193
-2044.2818603515625,194,970000,20.1073,13.0001,3217.77,3299.67,194
-2247.689453125,195,975000,21.5774,13.6533,3196.89,3265.14,195
-2111.2431640625,196,980000,20.7461,14.3629,3297.45,3323.03,196
-2030.0865478515625,197,985000,20.3404,13.8403,3290.47,3322.86,197
-2022.8109130859375,198,990000,20.0079,13.6135,3311.34,3340.99,198
-2025.9705810546875,199,995000,19.614,13.4151,3288.86,3310.09,199
