Reward Loss,Running Env Steps,Real Det Return,Real Sto Return,Running Reverse KL,Running Update Time,Itration,Running Forward KL
-3762.85546875,1920000,398.74,382.91,30.6747,384,384,49.9589
-3927.86083984375,1925000,616.33,437.04,41.7418,385,385,46.3366
-3713.3134765625,1930000,2166.29,680.26,20.7854,386,386,44.104
-3923.109619140625,1935000,1438.45,1099.65,26.3742,387,387,45.3134
-3076.02783203125,1940000,1888.54,2678.16,21.3291,388,388,43.835
-2698.947021484375,1945000,3411.76,3376.21,17.4214,389,389,41.6188
-3110.78076171875,1950000,1354.61,1249.28,17.6237,390,390,42.8582
-3081.610595703125,1955000,3444.33,2960.76,18.4391,391,391,41.0877
-3829.08642578125,1960000,1333.17,1527.33,39.6893,392,392,43.009
-4159.00927734375,1965000,1148.55,1377.89,68.3203,393,393,44.0232
-3420.232177734375,1970000,2034.14,2115.4,18.8887,394,394,39.2184
-2550.16650390625,1975000,3805.61,4320.03,20.5897,395,395,37.1851
-2302.561279296875,1980000,4100.16,4436.16,16.0129,396,396,35.548
-2327.79052734375,1985000,4474.09,4455.45,16.3878,397,397,35.8485
-2399.190185546875,1990000,4367.35,4334.46,17.1907,398,398,36.5843
-2442.4697265625,1995000,4385.55,4293.73,17.3376,399,399,36.8808
-2378.6591796875,2000000,4367.06,4203.19,18.3159,400,400,36.7523
-2340.308837890625,2005000,4378.8,4314.68,18.0546,401,401,36.8034
-2210.2548828125,2010000,4579.54,4449.61,17.5714,402,402,35.7387
-2154.49365234375,2015000,4591.9,4512.16,17.9572,403,403,35.1019
-2164.23486328125,2020000,4567.71,4550.76,17.5206,404,404,34.7674
-2189.633544921875,2025000,4632.42,4600.66,17.5086,405,405,34.4698
-2182.652099609375,2030000,4697.86,4627.15,17.2118,406,406,33.6762
-2151.3544921875,2035000,4729.34,4680.5,16.45,407,407,33.5383
-2211.574462890625,2040000,4698.72,4646.01,16.3816,408,408,33.8801
-2170.677490234375,2045000,4744.6,4664.96,16.0466,409,409,33.4419
-2139.330322265625,2050000,4770.0,4680.87,15.2292,410,410,32.7183
-2105.793701171875,2055000,4763.97,4689.47,15.2534,411,411,32.8228
-2155.393310546875,2060000,4727.22,4638.89,15.0864,412,412,33.2789
-2159.2734375,2065000,4696.11,4597.04,15.0191,413,413,33.2489
-2140.404296875,2070000,4753.94,4653.56,15.2492,414,414,33.11
-2213.988037109375,2075000,4709.46,4646.15,15.4128,415,415,33.5342
-2195.9619140625,2080000,4769.9,4681.89,15.5514,416,416,33.2529
-2206.015625,2085000,4748.35,4685.98,15.7277,417,417,33.3061
-2248.435302734375,2090000,4746.7,4685.9,16.1293,418,418,33.8399
-2265.876220703125,2095000,4759.72,4682.63,16.2714,419,419,34.2632
-2239.896728515625,2100000,4790.62,4685.43,16.3841,420,420,33.2446
-2198.135986328125,2105000,4751.67,4730.83,16.044,421,421,33.6445
-2244.420166015625,2110000,4762.88,4708.14,16.1167,422,422,33.5856
-2351.9248046875,2115000,4701.71,4712.95,15.9851,423,423,33.6709
-2232.109619140625,2120000,4814.58,4725.07,16.1779,424,424,33.8453
-2196.962158203125,2125000,4846.63,4740.38,15.9475,425,425,32.9744
-2230.189208984375,2130000,4826.31,4711.51,15.6196,426,426,32.9472
-2292.576904296875,2135000,4791.61,4696.42,16.256,427,427,33.9636
-2254.69873046875,2140000,4846.31,4752.9,16.6267,428,428,33.7629
-2281.455078125,2145000,4835.46,4735.15,15.9809,429,429,34.0302
-2192.515869140625,2150000,4824.23,4749.6,16.2112,430,430,32.8202
-2332.925537109375,2155000,4754.76,4687.03,15.6633,431,431,33.932
-2192.642578125,2160000,4911.07,4757.02,15.6396,432,432,33.3569
-2283.356201171875,2165000,4831.21,4723.82,15.7646,433,433,34.0211
-2371.103515625,2170000,4735.95,4691.1,16.0498,434,434,34.3562
-2368.16650390625,2175000,4771.27,4669.3,15.2502,435,435,34.2726
-2348.8818359375,2180000,4865.01,4703.59,15.6417,436,436,33.9679
-2324.260498046875,2185000,4806.69,4693.26,16.2102,437,437,34.8474
-2291.4189453125,2190000,4794.83,4603.55,15.4323,438,438,33.3993
-2370.50048828125,2195000,4787.31,4649.43,15.3973,439,439,34.1559
-2326.55908203125,2200000,4770.82,4714.73,15.5599,440,440,33.5228
-2364.518310546875,2205000,4698.53,4645.13,15.5201,441,441,34.241
-2354.995361328125,2210000,4707.2,4634.24,15.5738,442,442,34.0162
-2397.64990234375,2215000,4827.03,4703.61,15.1924,443,443,33.1408
-2299.26025390625,2220000,4793.44,4686.56,14.8828,444,444,33.7223
-2315.65380859375,2225000,4908.61,4762.56,15.1747,445,445,33.0163
-2285.05517578125,2230000,4902.66,4768.9,15.0794,446,446,32.9174
-2407.135986328125,2235000,4910.9,4766.77,14.645,447,447,33.4691
-2359.321533203125,2240000,4906.88,4776.67,14.9355,448,448,33.0281
-2434.648681640625,2245000,4875.83,4762.19,15.3521,449,449,33.4066
-2403.876953125,2250000,4899.54,4754.47,15.5797,450,450,33.7619
-2367.362548828125,2255000,4924.55,4814.09,15.2482,451,451,33.3769
-2314.67578125,2260000,4945.33,4791.26,16.0062,452,452,33.5888
-2309.760009765625,2265000,4920.72,4812.85,15.6744,453,453,34.2415
-2310.84716796875,2270000,5084.86,4831.76,16.4809,454,454,35.0375
-2339.9453125,2275000,4927.82,4520.4,16.5171,455,455,34.1606
-2291.231201171875,2280000,4887.02,4776.74,16.5017,456,456,33.3254
-2360.9208984375,2285000,4813.49,4772.16,17.1133,457,457,33.309
-2341.094482421875,2290000,4933.02,4797.39,15.7721,458,458,32.8742
-2316.22119140625,2295000,4935.62,4819.76,15.7727,459,459,31.7463
-2347.610107421875,2300000,4944.5,4797.87,16.0205,460,460,33.0793
-2352.71826171875,2305000,4928.99,4794.46,16.0969,461,461,32.4789
-2333.020263671875,2310000,4949.9,4812.75,15.885,462,462,32.6435
-2310.36279296875,2315000,4922.86,4820.27,15.9834,463,463,31.8237
-2347.446044921875,2320000,4931.43,4847.21,16.1934,464,464,32.3529
-2354.316650390625,2325000,4979.1,4850.26,15.5171,465,465,32.0209
-2348.643310546875,2330000,4953.03,4848.99,16.3267,466,466,32.5602
-2421.400634765625,2335000,4876.96,4814.67,15.378,467,467,32.3616
-2358.07373046875,2340000,4896.41,4805.1,15.9317,468,468,32.2879
-2409.22119140625,2345000,4836.65,4799.76,15.4657,469,469,33.0786
-2406.001953125,2350000,4916.42,4828.7,15.5028,470,470,32.5549
-2409.26611328125,2355000,4944.66,4879.64,15.3562,471,471,32.8808
-2384.11181640625,2360000,4951.17,4855.19,15.3175,472,472,32.8937
-2336.48291015625,2365000,5030.07,4898.44,15.7074,473,473,32.3405
-2364.801513671875,2370000,4985.15,4859.84,15.0335,474,474,32.13
-2365.658203125,2375000,4991.13,4897.84,15.8622,475,475,32.3341
-2365.705078125,2380000,4926.66,4880.79,15.0313,476,476,32.4752
-2420.966552734375,2385000,4905.25,4884.68,15.0748,477,477,32.5329
-2383.62890625,2390000,4919.51,4853.79,14.4704,478,478,32.2743
-2428.9609375,2395000,4934.62,4853.46,15.026,479,479,31.9723
-2443.19140625,2400000,4929.96,4832.15,15.3579,480,480,32.8507
-2389.916015625,2405000,4863.57,4783.18,14.9269,481,481,32.5109
-2404.180908203125,2410000,4992.81,4855.27,14.9437,482,482,31.2017
-3551.545166015625,2415000,4836.52,4511.24,24.3669,483,483,38.0644
-2743.861083984375,2420000,4713.68,4641.46,16.6229,484,484,35.8918
-2846.685791015625,2425000,4755.81,4510.98,17.9732,485,485,35.9109
-2622.29541015625,2430000,4838.18,4664.19,18.2679,486,486,34.2675
-2794.055908203125,2435000,4663.24,4648.08,16.8134,487,487,34.3425
-2729.321533203125,2440000,4706.17,4694.82,16.1945,488,488,34.1802
-2649.069091796875,2445000,4855.23,4746.92,15.6398,489,489,33.1781
-2664.223388671875,2450000,4880.66,4696.92,15.7301,490,490,34.3023
-2613.63818359375,2455000,4762.91,4729.34,15.4251,491,491,32.8228
-2633.41552734375,2460000,4641.9,4700.71,15.2733,492,492,32.9901
-2720.43017578125,2465000,4828.93,4193.16,16.4095,493,493,34.1486
-4645.7568359375,2470000,3478.28,2548.45,30.9538,494,494,41.0713
-5246.568359375,2475000,2312.99,2129.77,30.3659,495,495,43.4218
-5231.43017578125,2480000,734.29,1334.77,26.9391,496,496,41.7972
-6233.3232421875,2485000,496.63,455.98,57.6859,497,497,45.4319
-2725.9033203125,2490000,4829.18,4624.67,20.2031,498,498,35.7664
-2835.874755859375,2495000,4467.34,4665.05,16.929,499,499,35.084
-2739.718017578125,2500000,4873.99,4787.6,16.3589,500,500,33.2961
-2833.111572265625,2505000,4721.67,4670.88,16.8946,501,501,35.3556
-2614.141845703125,2510000,4874.28,4733.77,15.5506,502,502,33.6216
-2737.16943359375,2515000,4847.87,4608.88,15.605,503,503,33.3059
-2718.656005859375,2520000,4941.3,4742.4,15.3735,504,504,33.2734
-2588.226806640625,2525000,4974.65,4826.48,15.068,505,505,32.4603
-2630.6298828125,2530000,4946.82,4758.92,14.2703,506,506,33.1935
-2650.06591796875,2535000,4902.18,4699.59,14.8539,507,507,32.6701
-2646.888916015625,2540000,4877.81,4592.25,15.0532,508,508,32.3746
-2652.63330078125,2545000,4904.06,4778.22,14.2894,509,509,32.0982
-2678.8525390625,2550000,4884.05,4718.07,14.3323,510,510,32.7501
-2710.58642578125,2555000,4958.87,4755.22,14.572,511,511,33.3022
-2779.227783203125,2560000,4896.79,4730.12,14.5581,512,512,33.1784
-2803.43798828125,2565000,4935.39,4734.75,14.467,513,513,33.2647
-2831.3330078125,2570000,4886.05,4672.8,14.2616,514,514,33.2581
-2841.689208984375,2575000,4879.37,4713.78,14.1262,515,515,33.3772
-2855.657470703125,2580000,4841.74,4719.7,14.3148,516,516,33.2242
-2908.377685546875,2585000,4843.87,4728.69,14.0803,517,517,33.1359
-2766.576416015625,2590000,4930.81,4761.82,14.1661,518,518,32.4516
-2820.218994140625,2595000,4873.63,4730.97,13.7878,519,519,32.7756
-2812.3095703125,2600000,4895.64,4729.7,14.522,520,520,33.223
-2799.8125,2605000,4936.99,4790.15,14.7491,521,521,33.2708
-2818.625,2610000,4874.71,4772.25,14.8016,522,522,33.0913
-2900.86962890625,2615000,4899.32,4762.66,14.9106,523,523,34.1596
-2885.57763671875,2620000,4969.98,4792.95,15.0526,524,524,33.284
-2797.75439453125,2625000,4908.62,4822.86,14.4496,525,525,33.0508
-2842.157958984375,2630000,4948.42,4794.95,14.6518,526,526,33.2261
-2816.292724609375,2635000,4927.05,4757.78,14.466,527,527,32.8708
-2821.340576171875,2640000,4941.83,4718.56,14.5093,528,528,32.3369
-2713.6416015625,2645000,5065.91,4863.14,14.1298,529,529,31.7424
-2800.506591796875,2650000,4994.31,4835.28,14.7446,530,530,31.7836
-2916.15283203125,2655000,4930.43,4777.69,14.1473,531,531,32.7232
-2824.6611328125,2660000,4944.45,4848.08,14.7619,532,532,32.51
-2798.224609375,2665000,4976.85,4873.52,14.791,533,533,31.9724
-2798.276611328125,2670000,4926.85,4889.26,14.4182,534,534,32.5237
-2784.277587890625,2675000,5034.22,4865.39,14.6059,535,535,31.8201
-2919.076171875,2680000,4993.58,4855.53,14.4657,536,536,32.4723
-2977.785400390625,2685000,4976.98,4845.55,13.8903,537,537,32.3359
-2826.998779296875,2690000,5016.23,4823.43,14.5997,538,538,32.4315
-2843.56884765625,2695000,4961.74,4843.8,14.4741,539,539,31.681
-2795.921630859375,2700000,5021.22,4903.76,14.1046,540,540,31.409
-2891.48486328125,2705000,4980.59,4818.6,14.6314,541,541,32.4819
-2853.602294921875,2710000,4941.99,4869.71,13.7942,542,542,31.9239
-2801.686767578125,2715000,4965.91,4850.1,13.5552,543,543,31.7753
-2923.033935546875,2720000,4954.71,4826.19,14.2665,544,544,33.07
-2865.617919921875,2725000,4972.92,4864.72,13.9899,545,545,31.6108
-2888.740478515625,2730000,4968.78,4849.04,14.1236,546,546,32.6765
-2824.574462890625,2735000,4965.76,4862.86,14.1743,547,547,31.9735
-2859.968017578125,2740000,5001.3,4848.4,13.8319,548,548,32.3017
-2840.195068359375,2745000,5004.93,4812.93,13.9229,549,549,31.6095
-2819.476318359375,2750000,4998.8,4879.63,14.324,550,550,31.4132
-2868.422119140625,2755000,5012.17,4895.45,13.7071,551,551,30.9889
-2947.056396484375,2760000,5023.07,4840.56,13.8967,552,552,31.9412
-2887.319091796875,2765000,5008.5,4844.09,14.1348,553,553,30.6147
-2917.098876953125,2770000,5030.13,4870.67,13.858,554,554,32.3461
-2937.460693359375,2775000,5005.14,4847.23,14.2394,555,555,31.3075
-2982.47119140625,2780000,4960.77,4815.98,14.1789,556,556,32.2577
-2973.630615234375,2785000,4994.78,4838.3,14.3628,557,557,32.0509
-2995.310791015625,2790000,4961.56,4809.66,14.2281,558,558,32.467
-2914.689697265625,2795000,4971.4,4834.22,13.7942,559,559,31.5165
-2925.83447265625,2800000,5024.82,4839.41,14.5451,560,560,32.1415
-2975.15234375,2805000,4990.03,4840.12,13.8652,561,561,32.2211
-3047.441162109375,2810000,4971.82,4837.72,14.5607,562,562,32.492
-2972.4755859375,2815000,5019.35,4801.2,14.706,563,563,32.8513
-2907.18359375,2820000,5026.48,4834.91,14.7541,564,564,32.6851
-3026.4404296875,2825000,4950.49,4842.7,14.7059,565,565,32.9711
-2932.30419921875,2830000,5051.04,4833.32,14.6314,566,566,32.2104
-2963.567626953125,2835000,5042.26,4848.93,14.54,567,567,32.8037
-2985.6123046875,2840000,5115.96,4898.65,14.6236,568,568,32.8543
-3014.800537109375,2845000,5048.06,4839.28,14.9719,569,569,32.8449
-2997.40380859375,2850000,5050.52,4840.11,14.9923,570,570,33.546
-3023.354736328125,2855000,5056.15,4790.18,15.2147,571,571,33.2454
-2993.24365234375,2860000,5103.02,4897.25,14.7452,572,572,33.1968
-3013.396240234375,2865000,5000.26,4835.28,14.6762,573,573,32.6659
-3083.641845703125,2870000,5014.94,4767.68,15.4525,574,574,34.1153
-2967.52490234375,2875000,5038.23,4811.57,14.8782,575,575,33.007
-3073.861328125,2880000,5084.55,4841.65,14.6662,576,576,33.3726
-3054.309814453125,2885000,5130.18,4874.61,15.2276,577,577,32.8401
-3050.855224609375,2890000,5054.79,4816.83,15.6807,578,578,33.6753
-3060.986572265625,2895000,4975.37,4691.42,15.1697,579,579,32.6274
-3143.501708984375,2900000,5012.35,4779.36,15.5455,580,580,34.722
-3251.71728515625,2905000,5025.39,4650.68,15.353,581,581,34.2685
-3100.48291015625,2910000,5060.44,4706.5,15.2096,582,582,33.4802
-3124.494384765625,2915000,5040.0,4790.58,15.2192,583,583,34.1112
-3113.953125,2920000,5044.27,4830.97,15.7622,584,584,33.5784
-2995.75,2925000,5001.02,4766.83,14.9999,585,585,33.3416
-3098.0302734375,2930000,5019.95,4793.65,15.4699,586,586,33.8498
-3145.11962890625,2935000,4992.54,4803.36,15.2044,587,587,33.309
-3012.43798828125,2940000,5038.71,4822.47,15.4375,588,588,33.5091
-3058.099853515625,2945000,5088.47,4835.44,14.9761,589,589,32.9674
-3066.640380859375,2950000,5086.36,4885.31,15.4393,590,590,32.9645
-3095.487548828125,2955000,5047.17,4849.96,15.2615,591,591,33.0804
-3145.13720703125,2960000,5086.46,4871.0,15.1795,592,592,33.5111
-3204.076904296875,2965000,5019.28,4821.77,15.2169,593,593,33.8448
-3159.454345703125,2970000,5069.91,4836.92,15.1823,594,594,32.8576
-3094.1298828125,2975000,5015.2,4846.92,14.8521,595,595,32.7947
-3282.27734375,2980000,5058.4,4840.51,14.5948,596,596,33.5846
-3232.29052734375,2985000,5015.39,4855.37,15.0581,597,597,33.0325
-3219.30517578125,2990000,5059.31,4852.41,14.4088,598,598,33.3715
-3228.7568359375,2995000,4998.23,4803.43,15.2735,599,599,33.5361
-3153.25439453125,3000000,4892.33,4833.66,13.7735,600,600,33.0533
-3299.31640625,3005000,5023.98,4800.45,14.1288,601,601,33.6476
-3274.265869140625,3010000,5033.32,4803.36,14.7934,602,602,33.6744
-3220.074462890625,3015000,5027.27,4777.51,14.0668,603,603,32.903
-3217.71826171875,3020000,4987.52,4770.05,14.2367,604,604,33.0767
-3192.04248046875,3025000,5017.78,4854.58,13.9971,605,605,32.6917
-3253.619384765625,3030000,4973.12,4817.1,13.5239,606,606,32.499
-3174.005615234375,3035000,4980.21,4809.4,13.7849,607,607,31.4646
-3159.5615234375,3040000,4989.57,4783.36,14.4849,608,608,32.4595
-3168.3671875,3045000,5059.23,4771.21,13.9782,609,609,31.7849
-3270.4287109375,3050000,5035.57,4860.99,13.7402,610,610,33.1884
-3189.675048828125,3055000,5038.59,4839.31,13.4916,611,611,31.5081
-3195.0048828125,3060000,5050.14,4880.66,14.0113,612,612,32.2005
-3232.79345703125,3065000,5045.13,4865.42,13.733,613,613,31.8054
-3164.0634765625,3070000,5004.53,4917.71,13.6812,614,614,31.6652
-3181.187744140625,3075000,5084.0,4907.06,13.8939,615,615,32.1896
-3123.953369140625,3080000,5126.72,4915.04,13.9812,616,616,32.1843
-3231.139892578125,3085000,5023.94,4872.13,13.5446,617,617,32.1067
-3252.194091796875,3090000,5061.65,4892.46,13.7115,618,618,32.683
-3381.345458984375,3095000,5007.97,4826.97,14.0993,619,619,32.7959
-3317.622314453125,3100000,5026.94,4852.67,13.9946,620,620,33.2978
-3269.133544921875,3105000,5017.4,4868.61,14.3938,621,621,32.2821
-3307.51904296875,3110000,5062.2,4824.91,14.3146,622,622,33.2447
-3319.67919921875,3115000,5110.44,4907.05,14.4879,623,623,33.6076
-3352.490966796875,3120000,4983.72,4838.31,14.3435,624,624,33.4161
-3190.24560546875,3125000,5129.12,4913.14,14.3075,625,625,32.8977
-3362.05126953125,3130000,4982.3,4805.96,14.0495,626,626,33.3564
-3369.756591796875,3135000,4996.59,4794.7,14.3147,627,627,33.6023
-3339.80224609375,3140000,5021.76,4816.32,14.2248,628,628,33.3683
-3360.896484375,3145000,5006.68,4870.46,13.7498,629,629,32.6977
-3313.0341796875,3150000,5100.76,4825.45,14.1983,630,630,33.2875
-3296.033203125,3155000,5099.95,4909.19,14.1173,631,631,32.9107
-3388.072265625,3160000,5076.72,4878.75,14.1436,632,632,33.1906
-3351.065185546875,3165000,5096.76,4897.21,14.0918,633,633,32.873
-3319.455322265625,3170000,5106.4,4917.04,13.841,634,634,32.6698
-3312.198974609375,3175000,5064.91,4798.75,13.3488,635,635,32.2348
-3598.177490234375,3180000,5125.31,4910.7,13.3889,636,636,33.7899
-3326.271728515625,3185000,5119.24,4890.76,13.6698,637,637,32.9444
-3345.5966796875,3190000,5206.87,4952.86,13.8766,638,638,33.3699
-3482.6083984375,3195000,4962.21,4809.27,14.3004,639,639,34.2723
-3604.96923828125,3200000,5161.67,4656.3,13.9711,640,640,33.279
-3403.239501953125,3205000,5154.34,4783.66,13.4663,641,641,32.9247
-3345.28369140625,3210000,5208.63,4950.48,13.9288,642,642,32.3352
-3418.921875,3215000,5105.8,4883.49,14.1146,643,643,33.4145
-3408.228271484375,3220000,5128.18,4918.56,14.1494,644,644,33.1947
-3425.67041015625,3225000,5174.31,4931.6,13.4415,645,645,32.9926
-3426.972412109375,3230000,5227.36,4980.87,13.7627,646,646,33.1453
-3515.599853515625,3235000,5032.47,4871.61,14.0173,647,647,33.4853
-3361.500732421875,3240000,5108.65,4936.98,13.4994,648,648,32.0414
-3521.838134765625,3245000,5160.52,4908.1,13.5608,649,649,33.3447
-3441.530029296875,3250000,5070.33,4889.63,13.7147,650,650,33.8054
-3474.121826171875,3255000,5154.79,4928.74,14.2313,651,651,33.5638
-3561.390380859375,3260000,5061.18,4897.15,13.9125,652,652,33.7579
-3515.705322265625,3265000,5138.8,4903.69,13.4204,653,653,32.9463
-3538.63720703125,3270000,5131.17,4876.4,12.886,654,654,32.6277
-3456.203125,3275000,5164.79,4753.33,13.4439,655,655,32.0558
-3475.10009765625,3280000,5154.0,4809.6,13.2798,656,656,31.9288
-3552.91796875,3285000,5127.0,4886.77,13.5533,657,657,33.1723
-3550.177734375,3290000,5125.32,4905.06,13.4491,658,658,32.716
-3581.98779296875,3295000,5091.86,4855.24,13.6823,659,659,33.4449
-3536.53955078125,3300000,5108.57,4905.67,13.7056,660,660,32.7292
-3776.255126953125,3305000,5179.83,4867.81,13.5526,661,661,32.8251
-3571.263427734375,3310000,5092.73,4889.56,13.5083,662,662,32.6537
-3630.247802734375,3315000,5125.18,4902.0,13.6784,663,663,32.9736
-3596.83740234375,3320000,5113.24,4859.49,13.701,664,664,32.5578
-3642.006591796875,3325000,5205.79,4938.64,13.4982,665,665,33.254
-3601.59228515625,3330000,5164.11,4945.04,14.0114,666,666,33.2714
-3560.992919921875,3335000,5137.55,4893.16,13.4257,667,667,31.9516
-3603.60986328125,3340000,5203.38,4946.23,13.5157,668,668,32.965
-3690.83984375,3345000,5096.33,4893.35,13.8106,669,669,32.8173
-3612.244873046875,3350000,5143.37,4893.49,13.3756,670,670,32.3827
-3659.272705078125,3355000,5035.26,4877.93,13.9189,671,671,32.9056
-3622.38232421875,3360000,5103.35,4787.18,13.4512,672,672,32.7517
-3668.644287109375,3365000,5101.45,4840.77,13.9332,673,673,33.4804
-3689.23388671875,3370000,5133.53,4881.71,13.7329,674,674,33.2566
-3679.23876953125,3375000,5083.91,4913.17,13.7005,675,675,32.7659
-3665.564453125,3380000,5113.78,4845.69,14.1567,676,676,33.5507
-3822.436767578125,3385000,4948.55,4831.43,14.0254,677,677,33.6057
-3728.727294921875,3390000,5006.65,4781.8,13.4168,678,678,33.6113
-3758.40234375,3395000,5037.45,4781.53,14.4561,679,679,33.474
-3668.958251953125,3400000,5092.33,4877.77,13.8281,680,680,32.7347
-3755.67724609375,3405000,5045.64,4813.89,13.9116,681,681,33.261
-3845.597412109375,3410000,4951.02,4780.41,13.5404,682,682,33.5989
-3802.3740234375,3415000,5005.82,4754.95,13.6155,683,683,33.3793
-3862.470703125,3420000,4954.94,4800.83,13.5847,684,684,33.8789
-3693.1689453125,3425000,5139.61,4900.81,13.3218,685,685,32.5675
-3787.25048828125,3430000,5065.63,4767.99,13.2223,686,686,33.0857
-3795.099609375,3435000,5085.74,4880.61,13.1599,687,687,32.9515
-3838.129150390625,3440000,5087.16,4867.33,13.1987,688,688,31.9007
-3785.137939453125,3445000,5049.64,4857.28,13.7249,689,689,32.7106
-3872.311279296875,3450000,5073.58,4597.77,14.0813,690,690,33.7677
-3888.4384765625,3455000,5035.49,4795.39,14.1376,691,691,33.696
-4235.21240234375,3460000,5063.35,4781.52,13.9265,692,692,33.975
-3809.6875,3465000,5054.94,4829.05,14.1411,693,693,33.5061
-3932.930419921875,3470000,5047.42,4869.94,14.1461,694,694,34.3311
-3916.367431640625,3475000,5026.43,4817.49,14.1312,695,695,33.8113
-3899.185791015625,3480000,5040.75,4815.26,13.6451,696,696,33.8385
-3880.09912109375,3485000,5073.82,4883.32,13.7437,697,697,33.6616
-4018.141845703125,3490000,5036.4,4707.56,13.6787,698,698,33.5588
-3969.87939453125,3495000,5138.32,4822.46,13.5658,699,699,33.6894
-4704.1591796875,3500000,4973.63,4400.35,13.5359,700,700,34.6
-3990.568115234375,3505000,4978.08,4789.17,13.5085,701,701,33.8107
-4038.97900390625,3510000,5034.83,4512.06,13.231,702,702,33.6394
-4096.6044921875,3515000,5062.49,4694.84,13.2477,703,703,34.0586
-4322.81298828125,3520000,5071.18,4880.48,16.4478,704,704,33.5568
-4109.8642578125,3525000,4966.84,4823.18,13.2343,705,705,33.9451
-4046.03759765625,3530000,4990.68,4606.46,12.5363,706,706,34.2466
-4031.6357421875,3535000,4918.69,4713.27,13.0694,707,707,34.2304
-4027.85595703125,3540000,5059.78,4851.77,12.9007,708,708,33.3339
-4522.16552734375,3545000,4944.68,4368.59,14.3925,709,709,34.7017
-4260.4990234375,3550000,5023.14,4697.69,13.6542,710,710,34.3551
-4210.72900390625,3555000,5042.21,4211.87,13.2224,711,711,34.1724
-4032.297119140625,3560000,5055.31,4806.24,12.7446,712,712,33.1527
-4129.23486328125,3565000,4997.78,4775.73,13.6257,713,713,34.2243
-4021.861083984375,3570000,5016.65,4858.46,13.0919,714,714,33.5536
-4071.34521484375,3575000,5083.82,4886.27,12.6585,715,715,33.5741
-4223.91943359375,3580000,5085.61,4472.37,13.3335,716,716,34.1216
-3987.62890625,3585000,5049.43,4883.04,13.0999,717,717,33.7117
-4041.370849609375,3590000,5030.1,4722.57,12.9686,718,718,33.6928
-4016.359375,3595000,5110.93,4888.33,12.4253,719,719,33.5992
-4000.7333984375,3600000,5072.97,4815.99,12.9175,720,720,33.5917
-4090.302001953125,3605000,5058.38,4876.36,13.2417,721,721,33.0688
-4089.390869140625,3610000,4921.91,4842.08,12.7627,722,722,33.7243
-4072.661376953125,3615000,5023.57,4857.91,13.0467,723,723,34.0045
-4051.6552734375,3620000,4980.93,4898.85,13.2879,724,724,34.2306
-3968.24560546875,3625000,4978.54,4888.49,12.7761,725,725,33.7572
-4004.6630859375,3630000,5092.47,4702.64,12.7482,726,726,33.2537
-3992.808349609375,3635000,5094.32,4893.22,12.6215,727,727,33.2875
-4332.41064453125,3640000,5074.52,4833.06,12.1263,728,728,33.9247
-4203.92529296875,3645000,5038.2,4851.49,12.3992,729,729,34.0972
-4017.056884765625,3650000,5112.21,4944.57,12.8358,730,730,33.7872
-4113.16455078125,3655000,5079.88,4753.71,12.7339,731,731,34.2352
-4129.583984375,3660000,5069.54,4846.22,12.5439,732,732,33.525
-4094.329833984375,3665000,4976.88,4754.78,13.3538,733,733,34.2114
-4140.5029296875,3670000,5021.61,4705.45,12.7774,734,734,34.0632
-4366.60302734375,3675000,4988.65,4800.9,13.5726,735,735,35.0414
-4143.6943359375,3680000,4976.65,4870.92,13.2373,736,736,33.8789
-4310.97021484375,3685000,5003.12,4823.92,13.2398,737,737,34.4751
-4075.669189453125,3690000,5064.06,4715.0,12.7722,738,738,34.0346
-4138.45556640625,3695000,5023.56,4841.32,13.3924,739,739,34.2569
-4296.34375,3700000,5049.59,4520.79,15.8086,740,740,34.4868
-4171.7265625,3705000,5030.25,4833.77,13.1478,741,741,33.7459
-4300.10400390625,3710000,5026.86,4800.83,13.5668,742,742,34.1043
-4164.9375,3715000,5019.43,4595.48,13.6642,743,743,33.8085
-4135.236328125,3720000,5057.74,4864.34,12.8689,744,744,33.8705
-4221.482421875,3725000,5014.14,4804.22,13.4235,745,745,34.4416
-4186.6123046875,3730000,5014.96,4828.15,13.7794,746,746,33.8271
-4132.6865234375,3735000,5090.48,4892.72,13.5229,747,747,33.952
-4180.27880859375,3740000,5085.4,4874.12,12.9827,748,748,33.581
-4047.87451171875,3745000,5110.14,4905.77,12.9153,749,749,33.4776
-4141.38525390625,3750000,5062.06,4898.2,13.5524,750,750,33.6326
-4222.47412109375,3755000,5077.24,4862.78,12.9602,751,751,33.6602
-4162.34228515625,3760000,5082.54,4881.67,13.0247,752,752,33.6843
-4402.73583984375,3765000,5164.92,4861.74,14.4993,753,753,33.4184
-4359.74609375,3770000,5031.49,4855.21,13.3468,754,754,33.649
-4278.53173828125,3775000,4985.43,4863.4,13.4563,755,755,33.4611
-4277.50537109375,3780000,4964.01,4838.43,13.5593,756,756,34.0993
-4186.923828125,3785000,5096.3,4828.67,13.3471,757,757,33.8093
-4281.47509765625,3790000,4965.18,4702.2,13.1052,758,758,33.9745
-4258.580078125,3795000,4997.7,4837.66,13.2306,759,759,33.676
-4278.6884765625,3800000,5075.23,4696.32,13.4425,760,760,34.078
-4325.00341796875,3805000,5014.71,4845.21,12.6132,761,761,33.7414
-4410.8974609375,3810000,4931.44,4682.3,12.9304,762,762,33.7731
-4396.447265625,3815000,5039.89,4686.05,13.1915,763,763,33.7526
