Itration,Running Env Steps,Running Reverse KL,Running Forward KL,Real Det Return,Real Sto Return,Reward Loss,Running Update Time
46,230000,30.6985,71.3839,767.03,213.91,-614.7169189453125,46
47,235000,30.1975,71.8582,657.38,207.18,-626.8326416015625,47
48,240000,31.4586,69.7147,340.06,218.63,-627.159423828125,48
49,245000,31.3582,72.6909,381.97,210.2,-662.3245239257812,49
50,250000,30.3773,70.749,650.85,179.82,-676.6210327148438,50
51,255000,30.8288,73.0959,365.07,130.1,-693.9813842773438,51
52,260000,30.7395,72.3474,466.71,129.08,-710.5985717773438,52
53,265000,30.7597,72.7779,725.52,174.37,-733.1737060546875,53
54,270000,30.2777,72.6813,523.74,130.2,-739.9295043945312,54
55,275000,30.9211,74.3577,751.48,189.55,-764.008544921875,55
56,280000,30.3847,70.8621,655.5,216.48,-766.4539794921875,56
57,285000,29.6837,69.1001,551.73,185.76,-772.7890014648438,57
58,290000,30.3465,71.3112,662.08,213.89,-807.2966918945312,58
59,295000,30.0418,72.4861,692.27,229.17,-829.646484375,59
60,300000,31.1738,73.2789,634.53,178.99,-850.661865234375,60
61,305000,30.7692,70.161,837.56,135.32,-852.9507446289062,61
62,310000,30.6929,73.0478,647.94,218.75,-893.3313598632812,62
63,315000,30.4426,73.8497,689.57,190.44,-911.9266357421875,63
64,320000,30.1682,70.6944,759.12,186.4,-904.2548828125,64
65,325000,30.731,73.042,644.95,235.84,-946.0160522460938,65
66,330000,30.443,70.7577,793.0,165.57,-952.4379272460938,66
67,335000,30.6442,72.379,617.47,133.66,-976.8630981445312,67
68,340000,30.7974,72.8455,647.35,242.38,-995.2783203125,68
69,345000,30.9752,73.8799,806.34,146.4,-1020.7125854492188,69
70,350000,30.7062,69.5584,500.84,183.8,-1026.4415283203125,70
71,355000,29.7669,70.8895,704.53,188.92,-1060.2738037109375,71
72,360000,30.7119,72.5667,654.35,226.87,-1076.48291015625,72
73,365000,30.0315,72.5795,667.63,256.96,-1102.5853271484375,73
74,370000,30.6626,71.5884,715.52,213.7,-1113.6968994140625,74
75,375000,30.9632,74.0686,733.42,198.75,-1149.061767578125,75
76,380000,31.0176,73.8111,539.28,228.92,-1164.0369873046875,76
77,385000,31.1349,74.6749,885.83,210.17,-1198.8328857421875,77
78,390000,30.6254,73.0112,704.26,236.92,-1205.25341796875,78
79,395000,30.2426,73.2095,406.46,162.08,-1213.7100830078125,79
80,400000,30.5589,74.163,673.59,230.4,-1266.2523193359375,80
81,405000,30.1064,72.0692,818.02,245.19,-1272.609130859375,81
82,410000,31.2179,74.1632,809.42,223.88,-1313.7939453125,82
83,415000,31.2659,72.3686,686.31,229.06,-1325.58203125,83
84,420000,30.9909,74.2363,746.06,257.18,-1361.6287841796875,84
85,425000,30.9673,75.3611,587.84,190.83,-1381.207275390625,85
86,430000,31.406,73.7069,755.74,230.77,-1396.0245361328125,86
87,435000,30.9165,74.2115,709.38,291.55,-1430.4564208984375,87
88,440000,30.5581,74.3762,789.99,228.69,-1455.3255615234375,88
89,445000,30.6369,72.9742,746.76,217.31,-1475.4139404296875,89
90,450000,30.4635,73.6682,695.15,215.25,-1495.9073486328125,90
91,455000,31.5877,72.5083,630.68,217.8,-1524.48876953125,91
92,460000,31.032,74.4945,647.04,175.66,-1561.078857421875,92
93,465000,30.975,73.9852,717.67,229.76,-1578.9407958984375,93
94,470000,30.8087,74.0239,589.98,242.37,-1608.71435546875,94
95,475000,30.5075,73.5039,713.98,179.5,-1623.8240966796875,95
96,480000,30.921,73.9509,623.52,199.22,-1650.2236328125,96
97,485000,30.9044,74.5037,692.37,277.65,-1697.739501953125,97
98,490000,30.6593,73.7836,846.67,204.36,-1727.416259765625,98
99,495000,31.0937,73.55,649.68,211.28,-1746.3243408203125,99
100,500000,31.1234,74.465,678.14,243.55,-1793.841064453125,100
101,505000,30.8294,75.549,685.01,235.43,-1802.0849609375,101
102,510000,30.4782,74.6381,705.19,222.37,-1841.01611328125,102
103,515000,30.8831,74.0769,636.61,221.47,-1859.6441650390625,103
104,520000,30.1023,74.5885,742.67,272.5,-1888.2119140625,104
105,525000,30.5447,74.6275,706.58,225.27,-1940.541015625,105
106,530000,30.6606,76.286,739.2,153.4,-1969.348876953125,106
107,535000,30.6099,74.9444,822.02,231.41,-2002.81591796875,107
108,540000,31.3737,75.7608,327.5,179.12,-2045.1474609375,108
109,545000,30.8842,75.4147,688.91,229.89,-2052.20263671875,109
110,550000,30.3322,75.5825,693.12,182.62,-2094.76025390625,110
111,555000,30.566,73.6793,660.56,178.02,-2103.8447265625,111
112,560000,30.426,73.1631,743.91,213.17,-2154.64892578125,112
113,565000,30.3599,73.9048,623.75,180.86,-2165.168212890625,113
114,570000,30.3336,75.3286,555.14,196.17,-2226.0234375,114
115,575000,30.3447,75.2018,640.88,193.24,-2259.213134765625,115
116,580000,30.6954,74.7933,705.84,241.86,-2304.475830078125,116
117,585000,29.4015,71.3883,717.62,213.27,-2283.3369140625,117
118,590000,30.8874,74.2147,787.77,212.33,-2368.321044921875,118
119,595000,30.6146,74.1576,699.64,245.18,-2390.779296875,119
120,600000,30.9591,75.0607,739.34,258.84,-2441.8271484375,120
121,605000,30.3271,72.4821,807.84,255.74,-2428.18359375,121
122,610000,31.0186,74.7447,651.09,182.84,-2536.150634765625,122
123,615000,30.3074,73.8572,688.21,272.35,-2532.455078125,123
124,620000,30.9236,76.1367,804.75,132.18,-2588.776611328125,124
125,625000,30.4995,73.701,683.13,200.83,-2630.45751953125,125
126,630000,30.7444,74.8115,590.29,227.72,-2680.875732421875,126
127,635000,30.8033,74.8558,755.28,128.47,-2696.20849609375,127
128,640000,30.4683,74.8694,750.87,221.78,-2754.317138671875,128
129,645000,30.4303,75.3879,624.63,150.49,-2798.670654296875,129
130,650000,30.2726,75.2504,754.7,234.76,-2843.46337890625,130
131,655000,30.7208,75.4352,712.93,146.03,-2892.239990234375,131
132,660000,31.4899,73.7739,650.49,162.85,-2930.957275390625,132
133,665000,30.8543,74.7312,746.94,258.05,-2962.429931640625,133
134,670000,30.7552,75.3914,738.66,168.72,-2980.160888671875,134
135,675000,30.5126,74.409,895.17,230.62,-3032.722900390625,135
136,680000,30.6804,75.0607,733.55,212.61,-3071.41552734375,136
137,685000,30.2975,74.5246,846.35,193.43,-3145.602783203125,137
138,690000,30.2737,74.9286,601.36,196.31,-3166.812744140625,138
139,695000,30.6149,74.4222,840.98,162.56,-3207.921875,139
140,700000,30.4518,74.9429,770.54,155.63,-3256.538818359375,140
141,705000,30.3867,74.1063,597.57,221.63,-3302.61083984375,141
142,710000,30.6592,74.5621,652.69,218.54,-3352.77294921875,142
143,715000,30.0581,72.3677,746.06,192.9,-3359.56591796875,143
144,720000,29.8802,74.8649,693.93,99.18,-3465.257568359375,144
145,725000,30.6085,74.6134,746.65,242.67,-3512.8017578125,145
146,730000,30.0407,74.6835,697.37,221.1,-3547.851806640625,146
147,735000,29.7368,73.3644,689.15,196.46,-3578.5791015625,147
148,740000,30.2913,73.7294,742.94,262.18,-3634.62451171875,148
149,745000,30.2429,73.5327,644.75,257.21,-3699.048828125,149
150,750000,30.0773,72.9781,849.13,261.36,-3765.554931640625,150
151,755000,30.3902,74.9386,650.87,160.91,-3820.310791015625,151
152,760000,31.1704,75.9524,693.37,219.25,-3884.90478515625,152
153,765000,30.2755,74.3729,851.29,180.63,-3910.248046875,153
154,770000,30.2048,73.4829,742.07,236.07,-3935.917724609375,154
155,775000,29.7879,74.4967,752.74,214.16,-3968.851806640625,155
156,780000,30.3142,74.0554,583.67,155.96,-4054.917236328125,156
157,785000,29.8374,73.7152,613.09,258.96,-4129.171875,157
158,790000,30.4526,75.3477,563.62,196.8,-4222.171875,158
159,795000,30.0166,73.6724,642.3,187.27,-4206.818359375,159
160,800000,29.6272,72.2625,765.26,220.93,-4250.31640625,160
161,805000,30.5713,73.7345,767.74,213.32,-4344.28466796875,161
162,810000,30.2084,75.536,599.12,177.7,-4425.236328125,162
163,815000,30.3552,74.682,663.47,252.02,-4523.45703125,163
164,820000,30.8518,73.8421,634.87,223.78,-4542.4921875,164
165,825000,30.6721,74.0836,722.6,232.98,-4635.89892578125,165
166,830000,30.5746,74.8186,647.68,186.08,-4716.91650390625,166
167,835000,30.3482,74.9805,550.78,190.4,-4765.18359375,167
168,840000,29.6741,73.6272,511.08,235.26,-4783.7802734375,168
169,845000,30.1661,73.9396,702.34,135.36,-4877.47900390625,169
170,850000,30.4076,73.9811,707.26,180.72,-4905.2080078125,170
171,855000,30.5195,75.2405,671.35,153.86,-5000.52099609375,171
172,860000,30.4634,72.7827,703.53,258.94,-5060.3984375,172
173,865000,30.5822,74.786,797.02,232.92,-5165.79736328125,173
174,870000,30.193,74.202,726.38,237.14,-5222.75341796875,174
175,875000,29.909,74.3195,687.21,240.03,-5283.728515625,175
176,880000,30.6318,75.9281,540.38,232.11,-5390.9189453125,176
177,885000,30.0821,74.5915,649.82,251.06,-5388.68701171875,177
178,890000,29.912,73.1999,658.71,180.95,-5462.4150390625,178
179,895000,30.5112,74.6932,599.12,180.21,-5522.71826171875,179
180,900000,30.2976,74.1754,709.74,217.2,-5648.47705078125,180
181,905000,30.3012,74.0058,767.11,244.83,-5634.19921875,181
182,910000,30.469,73.9934,631.21,222.7,-5725.9619140625,182
183,915000,30.2759,74.7536,809.07,171.07,-5837.05419921875,183
184,920000,30.9011,75.7165,655.21,217.24,-5914.95263671875,184
185,925000,30.3696,75.065,698.3,169.0,-5995.51904296875,185
186,930000,30.597,72.5616,749.52,266.37,-5991.5185546875,186
187,935000,30.1523,73.6608,703.08,218.96,-6095.4384765625,187
188,940000,30.6387,74.6335,702.71,241.05,-6235.68603515625,188
189,945000,29.7311,72.6066,558.18,219.29,-6254.9765625,189
190,950000,30.5212,75.2251,719.4,219.36,-6336.97705078125,190
191,955000,30.568,74.3121,702.45,209.17,-6478.83154296875,191
192,960000,30.2722,74.4941,794.83,197.66,-6467.07373046875,192
193,965000,30.1223,75.4043,604.68,246.01,-6507.26611328125,193
194,970000,30.3509,73.4264,705.5,182.96,-6636.5048828125,194
195,975000,30.3073,73.7519,803.5,202.95,-6749.8916015625,195
196,980000,29.704,73.462,668.22,264.76,-6799.06494140625,196
197,985000,30.1637,74.832,664.69,222.48,-6904.046875,197
198,990000,30.4445,75.2478,801.01,168.33,-6949.904296875,198
199,995000,30.4411,73.8843,784.56,198.28,-7057.94921875,199
200,1000000,30.2161,75.7822,492.16,163.27,-7247.380859375,200
201,1005000,30.2901,74.3507,647.02,198.37,-7259.32568359375,201
202,1010000,31.8548,74.9612,601.73,200.67,-7317.89892578125,202
203,1015000,30.1549,75.7154,501.78,115.49,-7479.8662109375,203
204,1020000,30.2985,75.3325,692.37,235.48,-7538.92919921875,204
205,1025000,30.752,74.9294,656.43,161.21,-7633.3515625,205
206,1030000,29.4552,73.7186,753.9,154.57,-7586.8427734375,206
207,1035000,29.5904,73.6479,549.73,188.99,-7715.0498046875,207
208,1040000,29.7421,74.6704,645.87,176.19,-7820.82373046875,208
209,1045000,30.1736,74.4038,602.73,136.69,-7910.931640625,209
210,1050000,30.1205,74.4188,749.8,198.9,-8004.11328125,210
211,1055000,30.0289,74.4887,755.86,216.09,-8074.224609375,211
212,1060000,29.8859,73.3864,748.38,150.94,-8146.14013671875,212
213,1065000,30.3492,75.0764,743.24,208.65,-8307.28515625,213
214,1070000,30.4855,75.6304,646.37,239.03,-8298.837890625,214
215,1075000,30.0924,74.4092,687.56,165.2,-8447.6943359375,215
216,1080000,30.0782,74.7417,599.25,173.44,-8521.65625,216
217,1085000,30.1269,75.3814,754.99,235.56,-8672.7431640625,217
218,1090000,30.2392,74.779,657.19,202.5,-8713.935546875,218
219,1095000,30.2541,74.894,591.59,178.36,-8690.7939453125,219
220,1100000,29.7739,72.5326,754.03,167.12,-8838.1181640625,220
221,1105000,30.4352,75.3427,580.88,179.83,-9019.7236328125,221
222,1110000,29.9109,75.0204,548.69,182.17,-9097.3154296875,222
223,1115000,30.1722,75.2947,554.77,198.75,-9269.244140625,223
224,1120000,30.069,74.0502,744.43,131.33,-9219.00390625,224
225,1125000,30.2827,74.7138,564.94,181.51,-9338.341796875,225
226,1130000,30.1953,75.0122,562.53,148.58,-9490.2626953125,226
227,1135000,30.2518,75.1206,645.1,148.67,-9687.490234375,227
228,1140000,29.8676,74.03,751.44,251.52,-9661.185546875,228
229,1145000,30.0401,74.1784,795.04,200.71,-9731.8505859375,229
230,1150000,29.9667,74.6097,553.02,146.99,-9756.056640625,230
231,1155000,30.4768,74.5207,453.76,195.56,-9918.75,231
232,1160000,30.1868,74.874,584.44,185.6,-10147.7392578125,232
233,1165000,30.1716,75.3137,483.78,176.43,-10215.9521484375,233
234,1170000,30.0007,75.4073,524.32,196.9,-10078.1923828125,234
235,1175000,30.14,74.1206,692.69,201.82,-10187.0302734375,235
236,1180000,29.746,74.1864,895.5,258.99,-10285.865234375,236
237,1185000,29.864,74.6999,799.09,174.18,-10378.1025390625,237
238,1190000,29.9751,73.7017,807.45,215.12,-10436.60546875,238
239,1195000,29.594,74.7329,810.58,185.09,-10548.9599609375,239
240,1200000,30.2744,76.0804,683.08,153.5,-10684.330078125,240
241,1205000,30.1293,74.6956,798.7,147.98,-10726.59765625,241
242,1210000,29.4515,72.9824,618.44,195.67,-10647.4853515625,242
243,1215000,29.4221,73.0487,602.05,136.01,-10717.6669921875,243
244,1220000,29.5182,73.2056,766.43,162.28,-10833.21875,244
245,1225000,30.0666,75.034,545.3,145.48,-11065.267578125,245
246,1230000,29.5199,74.4321,615.05,197.47,-11179.71484375,246
247,1235000,29.7358,74.1541,650.94,174.89,-11206.923828125,247
248,1240000,29.9614,74.2216,665.41,150.7,-11243.521484375,248
249,1245000,29.9036,74.2719,721.62,158.45,-11376.7880859375,249
250,1250000,29.7558,75.556,742.03,194.87,-11313.4970703125,250
251,1255000,30.1481,74.8572,704.61,118.16,-11503.072265625,251
252,1260000,29.8832,74.676,735.14,217.75,-11562.30859375,252
253,1265000,30.0221,74.4707,600.91,185.63,-11623.8291015625,253
254,1270000,29.4951,72.6637,639.16,189.33,-11618.193359375,254
255,1275000,29.678,73.7761,556.1,184.68,-11748.638671875,255
256,1280000,29.8028,74.9048,744.59,218.43,-11819.7021484375,256
257,1285000,29.6808,74.1776,744.06,231.8,-11964.6142578125,257
258,1290000,28.9109,73.3071,776.63,112.0,-12017.552734375,258
259,1295000,30.2711,74.8172,787.66,231.79,-12168.3427734375,259
260,1300000,30.3818,74.4541,654.44,123.98,-12173.5849609375,260
261,1305000,29.0516,72.0924,855.59,149.12,-12107.53125,261
262,1310000,29.8942,73.8726,570.3,131.2,-12340.3115234375,262
263,1315000,30.1199,73.7289,606.76,151.26,-12329.986328125,263
264,1320000,29.7085,74.399,447.2,101.28,-12334.6416015625,264
265,1325000,29.1876,73.6697,559.26,116.39,-12420.2109375,265
266,1330000,30.3812,74.3127,631.23,163.06,-12615.505859375,266
267,1335000,29.689,74.0634,641.51,184.54,-12552.134765625,267
268,1340000,29.5818,74.0132,504.58,133.0,-12666.2529296875,268
269,1345000,29.9395,74.1234,531.22,150.47,-12791.0546875,269
270,1350000,29.5666,74.1772,696.78,106.63,-12820.794921875,270
271,1355000,29.9108,73.9239,508.09,141.38,-12951.732421875,271
272,1360000,29.7156,74.7761,672.08,163.87,-13001.45703125,272
273,1365000,30.2905,75.1373,709.84,144.45,-12970.892578125,273
274,1370000,30.0167,74.0938,594.03,148.61,-13033.275390625,274
275,1375000,30.0755,74.2948,764.35,146.97,-13163.6259765625,275
276,1380000,30.222,74.7439,700.73,113.39,-13205.2607421875,276
277,1385000,29.9889,74.7836,527.17,101.33,-13330.3662109375,277
278,1390000,29.7857,73.6008,541.37,144.3,-13512.9853515625,278
279,1395000,29.6118,73.9127,691.74,209.74,-13481.0947265625,279
280,1400000,29.6969,74.5106,770.3,145.98,-13480.4560546875,280
281,1405000,29.9809,75.0375,766.86,121.79,-13559.7685546875,281
282,1410000,29.5102,73.6117,581.82,177.47,-13674.8291015625,282
283,1415000,29.8601,74.2917,679.72,131.69,-13975.0712890625,283
284,1420000,30.1716,74.7033,755.03,145.66,-14054.54296875,284
285,1425000,29.9534,74.5152,752.65,111.14,-14084.4521484375,285
286,1430000,30.1958,74.7138,591.09,182.76,-14209.294921875,286
287,1435000,30.203,74.5628,577.56,131.82,-14253.9287109375,287
288,1440000,30.1759,74.2445,798.77,161.43,-14417.142578125,288
289,1445000,30.2709,74.5201,641.99,146.25,-14233.892578125,289
290,1450000,30.1257,74.8702,601.65,176.39,-14532.5751953125,290
291,1455000,29.9256,74.6253,655.32,210.23,-14575.041015625,291
292,1460000,29.9362,74.2049,607.67,109.44,-14723.478515625,292
293,1465000,30.367,75.5809,745.36,104.4,-14802.673828125,293
294,1470000,29.966,75.7633,652.3,161.55,-14773.36328125,294
295,1475000,30.2865,74.905,666.87,169.88,-14889.8408203125,295
296,1480000,30.2583,74.9296,773.44,115.17,-14806.890625,296
297,1485000,30.5349,75.4581,685.3,187.27,-15096.1552734375,297
298,1490000,29.7721,75.5122,552.32,106.05,-15077.75390625,298
299,1495000,29.7094,73.7341,671.2,117.73,-15076.9521484375,299
300,1500000,29.9036,74.7741,710.47,194.19,-15182.52734375,300
301,1505000,29.2243,74.8008,593.23,139.44,-15300.1220703125,301
302,1510000,29.8226,74.8848,558.76,93.54,-15314.5146484375,302
303,1515000,30.4531,74.6909,514.79,210.88,-15437.7958984375,303
304,1520000,30.5677,75.9899,790.14,191.88,-15650.6044921875,304
305,1525000,30.4819,75.5601,800.47,122.35,-15546.7744140625,305
306,1530000,29.9595,75.2201,694.59,79.99,-15780.6982421875,306
307,1535000,29.5159,73.855,558.42,121.78,-15785.2578125,307
308,1540000,30.1054,74.7883,658.37,185.89,-15918.9794921875,308
309,1545000,30.1412,75.8642,751.08,151.9,-15938.216796875,309
310,1550000,30.1808,73.4336,706.78,83.58,-16165.21875,310
311,1555000,30.2158,75.1967,630.81,64.4,-16157.04296875,311
312,1560000,30.2811,75.3101,482.65,132.32,-16031.40234375,312
313,1565000,30.2437,75.6923,588.89,44.98,-16457.404296875,313
314,1570000,29.9288,74.5123,647.69,106.31,-16297.5390625,314
315,1575000,30.1425,74.4816,644.47,45.83,-16319.2177734375,315
316,1580000,30.8073,75.7836,237.66,149.63,-16519.701171875,316
317,1585000,29.8006,73.5971,604.21,150.31,-16405.65625,317
318,1590000,30.2573,74.3625,637.85,76.27,-16852.330078125,318
319,1595000,30.2402,74.53,617.22,166.76,-16718.03515625,319
320,1600000,29.7172,74.0187,612.08,121.61,-16696.326171875,320
321,1605000,30.2115,74.4193,425.71,136.23,-16916.15625,321
322,1610000,29.9206,73.9168,584.47,133.66,-16855.45703125,322
323,1615000,30.0148,73.2776,729.41,140.02,-16948.615234375,323
324,1620000,30.3635,75.057,857.3,131.17,-17421.103515625,324
325,1625000,30.7749,74.0373,576.35,128.77,-17417.044921875,325
326,1630000,30.0079,72.8834,640.61,151.5,-17167.7109375,326
327,1635000,30.2237,73.7892,599.32,122.33,-17543.94140625,327
328,1640000,30.1828,76.2059,664.43,149.31,-17383.306640625,328
329,1645000,29.7105,73.9272,575.1,142.01,-17622.001953125,329
330,1650000,30.3502,74.3815,611.23,186.04,-17816.609375,330
331,1655000,29.8289,73.9362,715.56,108.0,-17593.5703125,331
332,1660000,29.773,72.94,604.63,198.64,-17503.326171875,332
333,1665000,29.5722,73.5133,638.66,98.34,-17803.515625,333
334,1670000,30.0135,73.652,618.33,74.17,-17693.0546875,334
335,1675000,29.7934,73.4672,344.6,60.02,-17604.775390625,335
336,1680000,30.0981,74.657,599.38,139.39,-18117.880859375,336
337,1685000,30.2371,75.107,679.33,88.86,-18030.65234375,337
338,1690000,30.201,74.9393,447.88,81.21,-18055.44140625,338
339,1695000,30.8619,74.9876,596.48,167.05,-18246.1328125,339
340,1700000,30.233,74.0008,455.81,103.09,-18250.72265625,340
341,1705000,30.2045,75.1887,656.32,161.67,-18223.416015625,341
342,1710000,30.3085,74.8552,546.78,153.65,-18210.462890625,342
343,1715000,30.6712,74.4934,692.72,172.51,-18308.8046875,343
344,1720000,30.137,75.0013,462.38,164.06,-18278.849609375,344
345,1725000,30.3364,75.0539,553.61,193.82,-18194.984375,345
346,1730000,30.0235,74.4738,621.31,212.21,-18358.73046875,346
347,1735000,29.8188,73.9147,610.13,130.5,-18250.322265625,347
348,1740000,30.6792,75.2177,779.26,165.59,-18385.546875,348
349,1745000,30.1827,75.1058,712.19,165.92,-18397.58203125,349
350,1750000,30.529,74.9036,690.43,171.04,-18644.5078125,350
351,1755000,30.0796,75.4574,517.71,142.3,-18547.326171875,351
352,1760000,30.0975,74.2275,674.25,142.49,-18510.61328125,352
353,1765000,30.1344,75.2484,497.89,229.1,-18546.458984375,353
354,1770000,30.4789,74.4941,899.54,125.37,-18730.4921875,354
355,1775000,29.9934,74.4885,674.09,160.2,-18566.689453125,355
356,1780000,30.0795,75.5966,688.83,186.19,-18676.4453125,356
357,1785000,30.0169,74.8504,739.46,229.27,-18577.76171875,357
358,1790000,30.4324,75.1953,628.39,179.26,-18784.9609375,358
359,1795000,30.4187,75.7009,806.05,133.69,-18587.826171875,359
360,1800000,29.868,74.9978,588.29,207.89,-18588.365234375,360
361,1805000,30.2398,74.9863,710.81,164.03,-18817.154296875,361
362,1810000,30.4258,75.7635,811.1,118.48,-18789.61328125,362
363,1815000,30.0711,75.5027,790.01,174.11,-18848.958984375,363
364,1820000,30.7568,74.382,761.78,125.99,-18855.44921875,364
365,1825000,30.0714,75.0723,855.35,103.95,-18739.671875,365
366,1830000,30.1701,74.6309,563.24,132.93,-18868.66796875,366
367,1835000,29.5596,74.5336,801.84,111.73,-18778.861328125,367
368,1840000,29.7052,74.5317,670.09,148.27,-18841.15625,368
369,1845000,30.6707,75.9859,747.67,162.32,-18958.587890625,369
370,1850000,30.2834,75.1981,770.27,202.72,-18864.548828125,370
371,1855000,29.9857,75.2984,713.38,126.53,-18882.587890625,371
372,1860000,29.9617,75.2955,711.79,140.78,-18857.076171875,372
373,1865000,30.176,74.7837,722.04,110.93,-18950.31640625,373
374,1870000,30.3013,75.0163,912.57,169.5,-19038.216796875,374
375,1875000,30.4588,74.9971,931.21,220.5,-19071.125,375
376,1880000,30.4,75.3531,735.51,164.93,-19004.5703125,376
377,1885000,30.7803,74.9501,803.99,172.48,-19058.125,377
378,1890000,29.9529,74.3989,765.81,174.2,-18954.12109375,378
379,1895000,30.153,75.1971,740.72,125.06,-18988.998046875,379
380,1900000,30.7614,75.8991,751.15,132.13,-19093.376953125,380
381,1905000,30.1498,76.1489,686.13,167.35,-18979.3359375,381
382,1910000,30.3267,75.8821,713.06,144.21,-19092.890625,382
383,1915000,30.3242,75.0777,795.31,171.84,-19076.544921875,383
384,1920000,30.2883,74.7408,680.98,206.28,-19120.890625,384
385,1925000,30.7875,75.4485,852.05,129.14,-19161.216796875,385
386,1930000,30.6425,75.1239,883.8,133.18,-19131.859375,386
387,1935000,30.6417,75.5111,750.08,166.5,-19143.84765625,387
388,1940000,30.441,75.1269,605.7,94.63,-19124.880859375,388
389,1945000,30.4431,76.0684,859.23,137.23,-19186.359375,389
390,1950000,30.9715,75.5741,594.35,110.37,-19213.103515625,390
391,1955000,30.0939,74.5754,760.77,143.1,-19071.79296875,391
392,1960000,30.4972,74.668,793.38,135.6,-19131.236328125,392
393,1965000,30.4958,75.2245,637.3,71.06,-19061.935546875,393
394,1970000,30.3343,75.0299,784.39,79.49,-19111.232421875,394
395,1975000,30.06,74.2191,912.74,101.3,-19027.80078125,395
396,1980000,30.8222,75.8789,617.76,149.43,-19203.337890625,396
397,1985000,30.3527,75.1136,756.7,177.55,-19140.025390625,397
398,1990000,30.5136,75.3643,668.64,158.24,-19139.244140625,398
399,1995000,30.2516,76.6074,625.29,156.63,-19107.755859375,399
400,2000000,29.9338,75.0312,751.21,172.05,-19152.47265625,400
401,2005000,30.4488,75.3916,636.61,160.89,-19278.80859375,401
402,2010000,30.6772,74.7285,695.02,188.38,-19050.43359375,402
403,2015000,30.3392,74.5651,865.53,143.07,-19072.048828125,403
404,2020000,30.8894,75.1233,790.85,184.91,-19236.021484375,404
405,2025000,30.451,75.6601,675.69,142.84,-19144.6640625,405
406,2030000,30.5541,75.843,728.47,110.12,-19266.330078125,406
407,2035000,29.9774,74.2971,720.14,132.87,-19087.91796875,407
408,2040000,30.26,74.4627,850.65,160.29,-19188.021484375,408
409,2045000,30.423,75.8033,804.69,151.73,-19213.939453125,409
