Reward Loss,Real Sto Return,Running Reverse KL,Real Det Return,Running Env Steps,Running Forward KL,Itration,Running Update Time
-412.0109558105469,4164.23,19.129,4230.36,380000,43.7989,76,76
-403.0617980957031,4058.72,18.7663,4243.76,385000,43.8562,77,77
-419.69805908203125,4249.89,19.4809,4264.91,390000,43.7948,78,78
-434.6055908203125,4198.43,18.3628,4259.44,395000,43.2374,79,79
-442.6661071777344,4245.28,19.9196,4239.89,400000,43.9984,80,80
-464.448486328125,4045.11,19.1274,4266.54,405000,43.6599,81,81
-464.3529052734375,4231.34,19.6525,4256.13,410000,43.737,82,82
-453.17852783203125,4088.89,19.5867,4349.82,415000,43.7612,83,83
-451.6418762207031,4338.63,19.8354,4400.4,420000,43.9174,84,84
-477.1527099609375,4259.87,20.0518,4296.88,425000,44.1928,85,85
-437.1217041015625,4096.2,18.7244,4244.35,430000,43.5983,86,86
-495.8277282714844,4068.37,18.8261,4356.42,435000,43.7903,87,87
-489.5261535644531,4313.03,19.0482,4379.53,440000,43.6143,88,88
-462.58013916015625,4330.09,19.1419,4147.72,445000,43.6206,89,89
-492.63482666015625,4339.51,21.4077,4333.19,450000,43.8922,90,90
-489.79010009765625,4401.18,19.9483,4436.25,455000,43.6032,91,91
-491.48431396484375,4316.95,18.7303,4383.59,460000,43.4592,92,92
-545.6892700195312,4104.06,18.137,4296.09,465000,43.497,93,93
-522.217529296875,4367.22,19.649,4132.21,470000,43.405,94,94
-528.635498046875,4428.28,20.0724,4489.53,475000,44.2563,95,95
-551.4389038085938,3969.78,18.2561,2029.77,480000,43.4376,96,96
-546.9845581054688,4173.43,19.8976,3957.05,485000,43.7349,97,97
-546.9730834960938,4189.2,17.9103,3832.77,490000,43.3374,98,98
-623.7296142578125,3615.45,16.6447,2430.16,495000,43.3234,99,99
-598.2030639648438,3858.16,17.4105,2648.26,500000,43.28,100,100
-539.906982421875,4180.39,19.2861,3357.23,505000,43.507,101,101
-603.2449951171875,4438.94,19.5935,4470.45,510000,43.6895,102,102
-590.8265380859375,3313.01,18.3763,2692.44,515000,43.1315,103,103
-577.809814453125,4269.7,19.6611,2817.51,520000,43.7755,104,104
-614.3394775390625,4340.94,16.3893,3221.45,525000,43.1047,105,105
-616.852783203125,4226.38,21.0311,4530.8,530000,44.1347,106,106
-565.2852783203125,4483.88,19.1789,4613.99,535000,43.2784,107,107
-573.72802734375,4368.18,18.1626,2707.39,540000,43.1972,108,108
-586.96435546875,4292.59,19.9101,4508.4,545000,43.6552,109,109
-637.8724365234375,3932.88,18.9078,4030.83,550000,43.6501,110,110
-596.0076904296875,4018.07,19.484,4360.12,555000,43.152,111,111
-622.6912231445312,4466.7,19.8218,4284.16,560000,43.5723,112,112
-631.4901123046875,4275.4,20.3542,4482.82,565000,43.6509,113,113
-693.9932250976562,4014.63,18.3717,3939.39,570000,43.4968,114,114
-655.8291015625,4315.05,19.041,3753.84,575000,43.4084,115,115
-634.8610229492188,4086.98,21.6045,4627.83,580000,43.5532,116,116
-664.5751342773438,4056.05,19.385,3745.31,585000,43.6349,117,117
-706.1170043945312,4421.03,19.238,4223.2,590000,43.3593,118,118
-704.11767578125,4605.39,19.3549,4590.76,595000,43.593,119,119
-718.6723022460938,4296.57,18.5311,3997.16,600000,42.9842,120,120
-788.384765625,4407.81,23.185,4466.85,605000,44.5756,121,121
-664.7463989257812,4607.69,19.8037,4568.59,610000,42.8379,122,122
-671.9292602539062,4415.65,19.6288,4570.05,615000,42.7228,123,123
-755.1331787109375,4462.15,19.6125,4508.92,620000,43.4582,124,124
-734.7364501953125,4529.66,20.893,4730.18,625000,43.3369,125,125
-755.1864013671875,4523.85,17.7871,4745.51,630000,43.0032,126,126
-726.55224609375,4587.72,20.584,4645.75,635000,43.5087,127,127
-784.09765625,4206.02,20.4727,4643.33,640000,43.8917,128,128
-803.9121704101562,4618.4,21.8083,4610.66,645000,43.8392,129,129
-737.3510131835938,4675.78,20.6037,4718.68,650000,43.3027,130,130
-815.312255859375,4532.69,21.0044,4637.92,655000,43.9243,131,131
-762.3951416015625,4523.38,20.6343,4676.94,660000,43.3311,132,132
-777.2639770507812,4704.1,19.5202,4755.94,665000,43.1291,133,133
-737.2418823242188,4579.78,20.3303,4611.81,670000,43.3438,134,134
-774.23095703125,4682.57,19.8233,4782.76,675000,42.7728,135,135
-778.1888427734375,4679.42,20.4137,4710.84,680000,43.0543,136,136
-802.8076782226562,4567.68,18.5603,4712.99,685000,43.1448,137,137
-783.5887451171875,4656.88,19.5679,4583.74,690000,43.132,138,138
-829.9722900390625,4538.13,20.0308,4833.35,695000,43.1217,139,139
-840.6221923828125,4412.36,20.1189,4721.0,700000,43.4184,140,140
-858.88623046875,4657.77,20.987,4692.57,705000,43.4591,141,141
-979.2278442382812,3784.95,20.2595,4598.73,710000,43.7485,142,142
-825.2116088867188,4558.57,20.6473,4872.07,715000,42.988,143,143
-830.0740966796875,4707.44,20.2657,4817.46,720000,42.8794,144,144
-860.783203125,4647.24,20.2043,4698.23,725000,43.0646,145,145
-881.2798461914062,4646.44,19.0167,4722.13,730000,42.8299,146,146
-861.160888671875,4764.3,19.6603,4869.55,735000,43.1052,147,147
-858.2960205078125,4555.78,19.8668,4664.07,740000,42.6093,148,148
-895.2796630859375,4745.26,21.0579,4864.18,745000,43.6769,149,149
-932.7147216796875,4633.81,19.2235,4684.25,750000,43.1732,150,150
-895.1841430664062,4725.07,21.1432,4754.62,755000,43.2091,151,151
-891.6343994140625,4344.92,20.0251,4729.58,760000,42.9814,152,152
-879.0887451171875,4700.22,20.1388,4718.99,765000,42.9524,153,153
-971.098876953125,4482.63,19.6959,4873.64,770000,42.8853,154,154
-911.8629760742188,4683.94,19.3395,4806.75,775000,42.8136,155,155
-996.83251953125,4727.56,20.1963,4655.17,780000,42.7992,156,156
-992.577880859375,4658.68,17.6365,4813.66,785000,42.6618,157,157
-912.2439575195312,4463.68,19.1442,4894.08,790000,42.2101,158,158
-946.7847290039062,4663.57,20.1363,4636.9,795000,42.9609,159,159
-1008.8807373046875,4689.2,20.3677,4600.15,800000,43.5536,160,160
-978.50048828125,4695.98,19.5761,4776.71,805000,42.9223,161,161
-984.46533203125,4551.92,20.2539,4692.76,810000,42.8595,162,162
-982.1112670898438,4507.65,18.7639,4796.59,815000,42.4167,163,163
-1054.239501953125,4686.13,19.0193,4941.2,820000,42.8199,164,164
-1020.9421997070312,4646.97,18.2096,4758.95,825000,42.8347,165,165
-1006.29736328125,4697.94,19.1348,4879.74,830000,42.3791,166,166
-1046.791015625,4740.71,20.916,4758.58,835000,42.6819,167,167
-1011.2988891601562,4781.91,19.8956,4860.94,840000,42.3628,168,168
-1054.633056640625,4557.78,19.5186,4816.42,845000,42.83,169,169
-1057.8333740234375,4397.33,18.7139,4766.28,850000,42.1794,170,170
-1037.86669921875,4782.68,18.4687,4933.27,855000,42.333,171,171
-1089.4356689453125,4595.39,18.9808,4872.23,860000,42.4471,172,172
-1076.9666748046875,4614.78,20.3639,4664.8,865000,43.1129,173,173
-1097.2757568359375,4761.25,19.0042,4883.28,870000,42.0678,174,174
-1122.516357421875,4747.46,18.4924,4996.01,875000,42.4644,175,175
-1098.255615234375,4743.86,18.4579,4832.0,880000,42.0073,176,176
-1114.544677734375,4753.34,18.303,4921.59,885000,42.4628,177,177
-1120.77783203125,4715.41,18.4028,4883.67,890000,42.0532,178,178
-1173.042236328125,4083.89,18.1798,4769.67,895000,42.4459,179,179
-1094.806640625,4512.38,19.1043,4662.88,900000,42.5024,180,180
-1140.818115234375,4668.92,18.7486,4707.7,905000,42.3333,181,181
-1267.6199951171875,4750.08,20.6818,4799.16,910000,42.8729,182,182
-1303.54833984375,4537.16,20.376,4714.48,915000,43.3478,183,183
-1227.5987548828125,4638.75,17.8982,4693.76,920000,42.7157,184,184
-1259.0997314453125,4773.73,18.8319,4898.19,925000,42.6863,185,185
-1261.9908447265625,4760.74,20.1271,4862.8,930000,42.5411,186,186
-1279.157958984375,4724.47,20.4419,4852.38,935000,42.9348,187,187
-1285.6597900390625,4707.28,18.3247,4823.52,940000,42.4566,188,188
-1281.3062744140625,4759.67,20.4714,4796.59,945000,43.2508,189,189
-1348.0028076171875,4556.3,19.4701,4958.18,950000,43.2045,190,190
-1268.8682861328125,3590.88,19.3149,4812.19,955000,42.9636,191,191
-1308.5355224609375,4652.97,19.8567,4988.04,960000,42.7986,192,192
-1264.58447265625,4399.9,18.9021,4750.9,965000,42.7034,193,193
-1273.500732421875,4654.45,19.4924,4897.57,970000,42.5546,194,194
-1237.9263916015625,4810.49,19.5425,4943.42,975000,42.5769,195,195
-1313.8695068359375,4671.51,19.8407,4695.58,980000,42.9578,196,196
-1361.982421875,4805.82,19.8042,4865.64,985000,42.4702,197,197
-1301.473876953125,4687.91,18.0736,4790.56,990000,41.8745,198,198
-1374.8018798828125,4599.84,20.4623,4826.95,995000,42.7314,199,199
-1402.0111083984375,4573.18,20.0023,4773.32,1000000,42.767,200,200
-1401.2889404296875,4758.39,18.641,4759.2,1005000,42.2905,201,201
-1384.5899658203125,4804.11,19.8847,4844.46,1010000,42.6919,202,202
-1457.263916015625,4801.66,19.7844,4847.63,1015000,42.7041,203,203
-1377.3818359375,4857.02,19.5668,4837.64,1020000,42.3866,204,204
-1450.6588134765625,4532.85,20.1258,4826.53,1025000,42.9087,205,205
-1387.9356689453125,4845.29,19.8843,4865.28,1030000,42.3819,206,206
-1461.285400390625,4815.31,19.7466,4904.68,1035000,42.4667,207,207
-1425.9395751953125,4673.75,18.7244,4973.4,1040000,42.3288,208,208
-1429.6221923828125,4799.12,19.9804,4990.41,1045000,42.362,209,209
-1416.7537841796875,4857.53,19.5103,4969.6,1050000,42.2524,210,210
-1455.885009765625,4871.78,19.7434,4988.59,1055000,42.2249,211,211
-1458.06689453125,4630.16,20.2689,4943.26,1060000,42.5756,212,212
-1497.497802734375,4677.94,19.9746,4996.64,1065000,42.5149,213,213
-1500.1854248046875,4825.49,19.8274,4924.39,1070000,42.6904,214,214
-1484.0185546875,4670.65,20.6901,4969.96,1075000,42.3866,215,215
-1472.9249267578125,4811.2,20.1889,4815.2,1080000,42.5032,216,216
-1545.1702880859375,3433.91,20.953,4949.54,1085000,42.4704,217,217
-1551.662841796875,4765.77,20.3353,4919.74,1090000,42.8756,218,218
-1490.2164306640625,4477.96,20.1722,4894.92,1095000,42.7272,219,219
-1548.0208740234375,4164.98,18.7482,4925.63,1100000,42.1244,220,220
-1565.7098388671875,4653.15,20.3227,4922.46,1105000,42.4839,221,221
-1588.3193359375,4872.61,19.1162,4903.3,1110000,42.4721,222,222
-1521.208251953125,4887.9,19.8908,4928.76,1115000,42.0026,223,223
-1527.3182373046875,4288.29,18.4828,4170.65,1120000,42.1948,224,224
-1559.5255126953125,4598.51,19.8507,4849.09,1125000,42.4043,225,225
-1594.8656005859375,4301.49,17.8794,4873.72,1130000,42.5587,226,226
-1617.111083984375,4813.39,17.5609,4926.67,1135000,42.6472,227,227
-1621.8804931640625,4169.62,17.4203,5018.92,1140000,42.174,228,228
-1606.578369140625,4557.98,17.2586,4950.95,1145000,42.1359,229,229
-1637.662841796875,4862.08,19.0173,4977.36,1150000,41.9641,230,230
-1721.0186767578125,4878.03,18.3696,4977.0,1155000,42.2072,231,231
-1648.7760009765625,4810.56,19.246,4936.83,1160000,41.6516,232,232
-1605.9000244140625,4635.69,19.0187,4953.36,1165000,42.36,233,233
-1685.51513671875,4790.25,25.8136,4875.24,1170000,41.8126,234,234
-1681.3399658203125,4638.22,19.1445,4993.33,1175000,41.8058,235,235
-1716.9417724609375,3956.81,18.8547,4962.24,1180000,41.9518,236,236
-1678.509033203125,4227.76,18.693,3745.98,1185000,41.899,237,237
-1698.520751953125,4857.06,20.129,4555.21,1190000,42.0595,238,238
-1698.8472900390625,4046.58,19.6036,4528.3,1195000,41.7763,239,239
-1702.6500244140625,4387.96,18.6046,4946.75,1200000,41.4993,240,240
-1713.8929443359375,4622.11,19.6076,4905.36,1205000,41.7662,241,241
-1777.9432373046875,3747.81,20.5848,1193.38,1210000,42.0729,242,242
-1836.74365234375,4538.38,16.9997,2357.89,1215000,42.6508,243,243
-1798.4315185546875,4443.29,19.8252,2658.47,1220000,42.0879,244,244
-1886.1199951171875,3820.22,22.1033,5032.08,1225000,42.848,245,245
-1859.4825439453125,4485.93,21.2167,3486.23,1230000,42.8123,246,246
-1876.800537109375,4447.27,20.7209,4747.5,1235000,42.8235,247,247
-1817.22998046875,4126.41,20.3424,2546.72,1240000,42.2207,248,248
-1873.0120849609375,4267.77,18.5769,4144.36,1245000,42.0703,249,249
-2031.2762451171875,4721.44,19.5102,4838.76,1250000,43.1617,250,250
-1912.149169921875,4355.54,20.8867,1024.35,1255000,42.9836,251,251
-2053.549560546875,3927.97,22.4222,5096.9,1260000,42.4922,252,252
-2015.960205078125,4618.37,21.3087,4677.02,1265000,42.9301,253,253
-2010.5723876953125,3666.66,19.9498,1094.05,1270000,42.6471,254,254
-1959.4873046875,4734.19,20.2708,5063.74,1275000,42.5835,255,255
-2077.302978515625,4909.74,22.2271,5045.69,1280000,42.2785,256,256
-2059.417236328125,4701.14,24.079,5025.79,1285000,42.3746,257,257
-2006.15478515625,4832.54,19.8575,5062.55,1290000,42.418,258,258
-1995.9921875,4827.32,20.7507,4899.01,1295000,42.561,259,259
-2070.534912109375,4904.94,20.5098,5023.8,1300000,42.4079,260,260
-2030.9765625,4860.66,20.3447,4871.04,1305000,42.7649,261,261
-2058.012939453125,4478.1,20.4683,5013.3,1310000,42.2376,262,262
-2130.114013671875,4759.05,20.8226,5068.79,1315000,42.6436,263,263
-2099.910888671875,4499.95,20.118,5065.56,1320000,41.969,264,264
-2118.17041015625,4455.4,19.5692,4955.64,1325000,42.2799,265,265
-2089.58251953125,4883.62,22.7631,5035.66,1330000,42.2189,266,266
-2137.300048828125,4575.93,19.5084,4975.89,1335000,42.1645,267,267
-2157.158447265625,5000.26,19.7997,5101.26,1340000,41.5732,268,268
-2241.0029296875,4933.54,20.0882,4999.01,1345000,42.1166,269,269
-2235.9443359375,5012.42,20.3121,5060.68,1350000,41.9226,270,270
-2216.732666015625,4965.47,19.9173,5028.01,1355000,41.9957,271,271
-2294.072021484375,5022.14,20.6792,5137.57,1360000,41.7917,272,272
-2387.108154296875,4804.9,19.6884,5100.5,1365000,42.3693,273,273
-2345.1083984375,4999.12,19.8122,5080.15,1370000,42.34,274,274
-2453.390625,4850.83,20.5935,4986.16,1375000,42.5029,275,275
-2315.244140625,4994.1,20.5472,5113.54,1380000,41.7679,276,276
-2295.65576171875,4933.41,20.1981,5175.53,1385000,42.1381,277,277
-2307.587158203125,5023.71,20.3854,5151.66,1390000,42.0954,278,278
-2360.262939453125,5005.03,20.5481,5196.43,1395000,41.9294,279,279
-2403.67626953125,4422.6,20.6297,5190.87,1400000,42.4487,280,280
-2310.060302734375,4908.55,20.2315,5063.57,1405000,42.1279,281,281
-2288.1162109375,4997.8,20.4192,5188.31,1410000,41.4301,282,282
-2342.416748046875,4837.75,20.4007,5027.1,1415000,42.3698,283,283
-2321.644287109375,4925.82,20.3329,5027.08,1420000,42.1281,284,284
-2393.854736328125,4906.99,20.283,5016.74,1425000,42.1024,285,285
-2389.801513671875,4960.3,20.4365,5089.0,1430000,41.8533,286,286
-2362.669677734375,4901.64,20.5782,4925.58,1435000,42.228,287,287
-2441.82177734375,4713.61,19.7957,5031.93,1440000,42.2563,288,288
-2414.379638671875,4949.15,20.6257,5045.89,1445000,42.1056,289,289
-2417.89208984375,4957.7,20.0452,4999.53,1450000,41.9844,290,290
-2430.306884765625,4844.16,19.9256,4934.88,1455000,42.1698,291,291
-2491.93505859375,4728.91,20.5763,5000.88,1460000,42.2927,292,292
-2457.064208984375,4877.55,20.1204,4935.64,1465000,42.0015,293,293
-2537.7734375,4965.14,21.0919,5008.4,1470000,42.2217,294,294
-2603.520751953125,4913.13,20.1658,5039.21,1475000,42.1845,295,295
-2621.498291015625,4854.55,20.3228,4879.03,1480000,41.9712,296,296
-2594.66162109375,4970.36,19.7336,5055.72,1485000,41.777,297,297
-2616.591064453125,4639.02,20.7349,4863.78,1490000,42.8348,298,298
-2754.374267578125,4963.2,19.7388,5014.11,1495000,42.285,299,299
-2699.70849609375,4955.78,19.9898,4937.03,1500000,42.6626,300,300
-2695.98095703125,4853.47,20.4426,4851.97,1505000,42.5968,301,301
-2986.270751953125,1097.67,14.0079,720.34,1510000,44.7103,302,302
-2769.841552734375,4531.26,18.4739,4613.58,1515000,42.3683,303,303
-2954.048095703125,4636.79,19.0437,4797.21,1520000,42.6226,304,304
-2977.74169921875,4657.83,19.5873,4877.06,1525000,42.6215,305,305
-2962.515869140625,4587.57,18.9516,4979.69,1530000,41.9785,306,306
-3155.47509765625,4808.94,20.2094,4914.79,1535000,41.9203,307,307
-2873.261474609375,4677.39,20.0183,4890.38,1540000,41.9164,308,308
-2961.221435546875,4837.83,20.046,4877.28,1545000,42.2373,309,309
-3147.272705078125,4955.28,19.6427,4943.12,1550000,41.91,310,310
-3148.165771484375,4891.78,20.4153,4899.73,1555000,42.353,311,311
-3155.007080078125,4826.98,19.5585,4774.82,1560000,41.9179,312,312
-3210.177001953125,4899.56,20.1442,5070.45,1565000,42.168,313,313
-3402.806640625,4915.07,20.0864,5008.36,1570000,41.9485,314,314
-3505.8271484375,4856.52,20.2931,5050.98,1575000,42.3785,315,315
-3448.1240234375,4956.49,20.3027,4986.62,1580000,41.7813,316,316
-3373.431884765625,4931.28,18.4804,5070.91,1585000,42.3081,317,317
-3519.239990234375,4913.25,20.0491,5015.73,1590000,42.2518,318,318
-3509.013671875,4981.33,18.7643,5058.47,1595000,42.3519,319,319
-3455.2666015625,5056.38,20.7141,5101.24,1600000,42.1077,320,320
-3601.414306640625,4789.07,19.211,5116.14,1605000,42.161,321,321
-3684.9111328125,4942.43,20.3853,5020.91,1610000,42.1582,322,322
-3620.3837890625,5042.33,21.0722,5174.73,1615000,42.6114,323,323
-3460.99755859375,5014.89,20.3968,5113.08,1620000,42.1609,324,324
-3587.907470703125,5037.99,20.7246,5117.19,1625000,42.0018,325,325
-3655.239013671875,4824.63,20.0983,5123.8,1630000,42.1161,326,326
-3743.8369140625,4825.6,20.4737,5220.06,1635000,42.1496,327,327
-3435.408447265625,4957.38,21.2293,4956.32,1640000,42.7421,328,328
-3536.868896484375,5041.55,21.8565,5075.99,1645000,42.8457,329,329
-3646.779052734375,4983.95,20.8579,5063.16,1650000,42.8392,330,330
-3559.788330078125,4837.16,20.9334,4990.69,1655000,42.5643,331,331
-3689.756591796875,4998.37,21.5108,5141.59,1660000,42.2654,332,332
-3657.87939453125,4991.52,20.7056,4992.53,1665000,42.4723,333,333
-3552.912353515625,4789.89,21.6485,4855.97,1670000,42.7346,334,334
-3776.854736328125,4967.58,21.432,5010.1,1675000,42.2817,335,335
-3684.26220703125,4969.38,21.3293,4975.24,1680000,42.2693,336,336
-3806.10302734375,4993.02,21.1066,5017.17,1685000,42.4755,337,337
-3673.125,4917.07,20.2815,4938.95,1690000,42.277,338,338
-3793.76220703125,5002.84,21.0869,4973.2,1695000,42.381,339,339
-3719.095458984375,4963.53,21.1923,4948.98,1700000,42.5525,340,340
-3775.31201171875,4914.86,20.5576,4993.47,1705000,42.3569,341,341
-3865.43359375,4955.04,21.2919,4996.16,1710000,42.4249,342,342
-3798.620849609375,4987.74,21.7798,4971.5,1715000,42.6739,343,343
-3963.715087890625,4931.59,20.7517,5024.97,1720000,42.2714,344,344
-3765.98876953125,4949.67,21.4908,4928.58,1725000,42.682,345,345
-3848.781494140625,4917.94,20.9573,4899.14,1730000,42.5163,346,346
-3906.15234375,4959.01,21.5911,4991.14,1735000,42.761,347,347
-4008.5009765625,4974.62,22.2759,5009.02,1740000,42.8748,348,348
-4004.86328125,4972.39,21.374,5015.56,1745000,41.9899,349,349
-4037.969970703125,5022.19,21.0,5086.08,1750000,42.3579,350,350
-4106.87548828125,5034.18,21.6693,5082.48,1755000,42.4438,351,351
-3810.810546875,4941.45,21.3437,4978.8,1760000,41.8451,352,352
-3937.05224609375,4919.93,21.1015,4989.34,1765000,42.4024,353,353
-3996.2333984375,4964.59,22.9609,5038.45,1770000,42.713,354,354
-3657.84375,3604.01,15.7246,4118.96,1775000,42.2948,355,355
-3118.51513671875,3386.1,18.1762,4179.26,1780000,42.9636,356,356
-4053.61083984375,479.82,15.733,152.33,1785000,49.0715,357,357
-3706.7548828125,2777.86,18.2251,4479.64,1790000,43.0396,358,358
-4283.98046875,4537.4,24.094,4532.74,1795000,43.5618,359,359
-4018.20751953125,4371.73,24.7107,4375.62,1800000,44.6315,360,360
-4294.7578125,4654.82,22.7034,4641.6,1805000,43.6352,361,361
-4291.314453125,4643.19,20.2934,4762.62,1810000,42.066,362,362
-4342.02685546875,4752.9,21.1275,4969.44,1815000,42.7089,363,363
-4543.693359375,4781.23,21.2669,4993.95,1820000,42.7517,364,364
-4599.408203125,4684.16,20.3262,4884.85,1825000,42.6484,365,365
-4707.56591796875,4773.18,20.9108,4990.48,1830000,42.6969,366,366
-4849.693359375,4892.08,20.9699,5073.98,1835000,42.8035,367,367
-4573.6552734375,4930.41,21.8212,4984.73,1840000,42.6477,368,368
-4846.580078125,4988.88,21.4137,5051.56,1845000,42.6515,369,369
-4673.40283203125,5049.17,21.6247,5152.57,1850000,42.9269,370,370
-4564.60400390625,4913.57,20.601,5111.59,1855000,42.0325,371,371
-4795.54248046875,4955.25,21.0661,5061.05,1860000,42.4347,372,372
-4647.8203125,5055.17,21.7664,5187.32,1865000,42.4447,373,373
-4816.9736328125,5052.72,21.3361,5143.62,1870000,42.5639,374,374
-4857.09765625,5059.23,21.2202,5212.78,1875000,42.3766,375,375
-4770.57080078125,5074.36,21.0386,5216.85,1880000,42.0087,376,376
-4954.369140625,5046.6,22.0795,5105.62,1885000,42.7396,377,377
-5046.4267578125,5096.07,22.561,5114.89,1890000,43.2329,378,378
-4988.609375,5065.02,21.0055,5228.65,1895000,42.3504,379,379
-4848.52587890625,5038.48,21.1909,5114.33,1900000,42.2597,380,380
-4748.93115234375,5052.69,21.2789,5138.7,1905000,42.6451,381,381
-4706.89892578125,5030.46,21.4482,5138.48,1910000,42.312,382,382
