Running Reverse KL,Running Forward KL,Itration,Real Sto Return,Real Det Return
18.8251,42.3908,140,4065.02,4127.28
17.7801,41.8162,141,4095.72,4128.11
17.7165,42.3771,142,3988.43,4039.11
16.6209,42.0985,143,3775.2,4039.91
17.7751,41.6473,144,4051.99,4101.03
18.0823,42.8255,145,3697.02,4095.72
17.3098,41.6728,146,4097.18,4191.96
17.3343,42.2366,147,4069.76,4129.65
17.3503,42.3835,148,3912.86,4145.64
18.7693,42.0904,149,4091.64,4163.17
17.4505,41.8075,150,4101.35,4154.48
15.4306,41.4786,151,4045.12,4118.77
18.4952,42.2363,152,3836.4,4137.63
17.1101,41.8477,153,3458.0,4021.63
16.5085,41.8184,154,4109.14,4186.2
18.1372,41.9916,155,4010.0,4249.48
16.3441,41.4865,156,3987.35,4125.34
19.4883,42.5078,157,3924.19,4268.97
16.7317,41.7682,158,3937.48,4154.47
18.7311,42.4416,159,4151.02,4199.49
15.9618,41.5804,160,4131.14,4214.4
15.8451,41.4267,161,4085.72,4130.35
16.6254,41.7107,162,4116.75,4125.24
19.4496,42.1558,163,3982.69,4186.07
17.401,41.9899,164,4151.69,4257.38
17.6762,42.509,165,3562.5,4194.9
18.2843,41.7262,166,4141.98,4200.76
16.8056,41.5287,167,4143.14,4171.04
17.0152,41.4429,168,3584.37,4138.93
19.0439,42.2564,169,4097.78,4183.32
18.834,42.5643,170,3713.48,4147.77
18.5241,42.3751,171,3892.26,4223.27
17.6135,41.9213,172,3919.72,4361.21
18.2935,41.8408,173,3970.09,4162.11
17.7932,42.1996,174,4203.98,4207.11
18.9954,42.196,175,4149.03,4190.54
18.483,42.2057,176,3952.75,4298.78
18.8426,42.6784,177,4199.4,4268.52
18.0322,42.3905,178,4003.35,4229.07
19.1742,42.2088,179,4160.32,4193.68
18.7329,41.975,180,4183.15,4243.9
17.7037,42.1133,181,4197.29,4274.77
17.4061,41.7363,182,3996.97,4340.06
18.6554,42.4843,183,4211.81,4305.72
19.415,42.0774,184,4057.46,4343.24
16.9434,41.9277,185,4178.49,4221.43
17.862,42.1696,186,4257.92,4349.58
21.2775,43.0904,187,4331.95,4394.51
19.3424,42.6573,188,4219.12,4265.53
17.8693,42.467,189,3962.77,4013.1
18.9658,42.5184,190,4243.09,4331.35
20.8959,42.9407,191,4126.71,4337.53
17.726,41.6874,192,4110.98,4313.41
17.32,42.0205,193,3971.02,4240.26
17.8944,41.713,194,4040.41,4228.78
19.6335,42.7158,195,4065.17,4229.3
18.0255,41.3183,196,4319.0,4420.66
17.7458,42.0262,197,4213.1,4283.91
18.2359,42.584,198,4109.07,4295.97
18.8712,42.032,199,4051.19,4317.51
17.9355,41.4609,200,4143.67,4328.38
18.2991,41.3519,201,4220.05,4343.29
17.7465,42.0457,202,3958.51,4392.5
16.205,41.5696,203,3842.2,4284.75
16.6919,41.5868,204,4258.7,4408.78
17.8633,41.7931,205,4007.2,4353.39
16.9594,41.4059,206,4053.76,4382.72
17.8567,41.6476,207,4226.24,4224.22
16.6196,41.4644,208,3676.88,4413.39
17.7484,41.8881,209,4151.06,4296.2
17.481,41.5942,210,4225.95,4265.86
16.4019,41.6024,211,4253.01,4358.01
20.5153,41.5463,212,4169.41,4379.64
17.6708,41.917,213,4219.78,4232.84
17.5113,41.611,214,4238.71,4365.35
17.1217,41.9333,215,4209.89,4307.14
23.2101,42.0685,216,3985.55,2416.08
17.2238,41.474,217,4241.54,4359.09
17.9892,41.4751,218,4259.3,4382.84
17.3124,41.8605,219,4215.95,4356.13
17.6283,42.168,220,4282.33,4378.5
17.6695,41.7602,221,4289.97,4416.16
17.4854,41.2526,222,4258.15,4372.79
16.8721,41.6888,223,4270.58,4372.01
17.1444,41.0536,224,4288.49,4350.34
16.6119,40.8307,225,4318.71,4442.02
16.9608,41.171,226,4250.6,4374.63
17.6266,41.5593,227,4291.65,4427.1
17.0865,41.3118,228,4263.53,4378.83
17.2416,41.1249,229,4163.82,4365.7
17.5791,41.9322,230,4240.74,4440.67
16.9259,41.1033,231,4345.31,4439.84
18.686,41.9949,232,4373.14,4429.89
17.9155,41.6922,233,4339.68,4469.49
18.2733,41.9926,234,4338.61,4411.81
17.562,41.5609,235,4335.66,4378.43
17.8757,41.7244,236,4301.82,4408.97
16.9671,40.9862,237,3273.12,4411.69
20.3503,41.4676,238,4103.44,4365.93
17.6656,41.4982,239,4344.53,4402.7
17.2862,41.3601,240,4288.78,4455.62
17.0541,41.6535,241,3985.41,4454.37
17.2873,41.6577,242,4372.16,4420.89
27.1786,42.4972,243,3934.28,3752.59
17.3457,42.0557,244,4330.67,4393.73
17.3865,41.7791,245,3716.89,4388.13
20.0118,41.3186,246,4258.14,4409.61
18.1276,41.181,247,3779.35,4411.03
17.0362,42.288,248,3975.22,1057.23
17.6308,41.653,249,4423.35,4435.2
17.7826,41.6549,250,4398.45,4417.59
17.9965,42.1763,251,4088.34,4503.41
17.8599,42.2151,252,4165.62,4438.21
19.6246,41.8605,253,4189.87,4469.42
18.4043,41.9274,254,4355.48,4413.33
22.1443,42.1712,255,4219.79,4515.38
18.3938,41.4288,256,4204.17,4517.66
18.4789,41.4218,257,3814.19,3921.69
26.8998,41.9302,258,3185.63,3881.14
26.1458,42.6794,259,3908.89,4563.75
30.7623,43.0352,260,3519.33,4579.74
38.6573,44.0938,261,2340.8,2900.63
19.2759,42.1003,262,2855.67,2166.91
26.6496,41.859,263,2981.27,2477.88
23.2896,43.0128,264,3442.73,3508.33
28.6095,43.5756,265,526.81,172.43
20.5747,43.1135,266,3411.63,1567.84
31.0566,43.6758,267,2092.77,3898.47
29.2533,43.1498,268,2816.19,1413.95
24.7161,42.1288,269,3751.66,4179.49
17.2071,41.7137,270,3732.54,4054.64
18.8237,41.9249,271,3731.28,4253.71
16.5058,42.0457,272,3629.76,2886.75
17.3773,42.1151,273,4034.06,3725.49
18.5085,42.3265,274,3654.28,3955.39
17.1627,41.8896,275,3899.05,4103.53
18.7919,42.0609,276,3891.18,4280.34
17.8745,41.4836,277,3670.85,4190.69
17.1622,41.7135,278,3776.77,4120.72
16.55,42.0408,279,4003.66,3581.55
18.5429,41.5996,280,4267.51,4163.85
20.3726,42.2955,281,4117.58,4316.33
20.2079,42.5681,282,4150.07,4103.06
18.4173,41.7112,283,3910.44,3500.48
19.2883,42.2998,284,4241.88,4277.29
18.8796,41.8041,285,4304.15,4326.79
19.6025,42.0926,286,4302.09,4392.84
20.5194,42.0749,287,4264.92,4356.56
20.6458,42.6245,288,4310.04,4385.72
20.5537,42.5441,289,4212.78,4360.98
20.3917,42.1588,290,4271.87,4350.85
19.9479,42.2495,291,3753.56,4382.76
20.6293,42.3066,292,4292.65,4329.58
19.76,41.7063,293,4303.91,4285.04
18.7845,41.6936,294,4284.5,4322.61
19.0469,42.2488,295,3931.96,4312.01
19.3365,42.0599,296,3858.88,4298.73
18.9861,42.0555,297,4094.17,4305.01
18.3416,41.527,298,4218.81,4215.33
18.196,41.4813,299,4248.16,4283.67
17.3995,41.4759,300,4219.82,4257.93
17.8644,41.9284,301,4192.8,4265.66
18.0113,41.7971,302,4205.8,4210.85
17.8145,41.679,303,4286.68,4157.04
17.4878,41.7153,304,4196.32,4236.92
17.4409,41.7833,305,4145.64,4257.01
16.7376,41.6421,306,4221.57,4223.28
16.7291,41.756,307,4224.35,4268.22
16.4504,41.1671,308,4052.76,4256.95
16.7695,41.6791,309,4285.78,4317.51
18.1318,41.9979,310,4349.1,4392.4
17.6921,41.9238,311,4265.16,4324.69
16.8611,41.5715,312,4254.57,4299.36
17.0369,41.509,313,4247.86,4303.32
16.7134,41.7569,314,4131.95,4062.49
16.858,41.2536,315,4268.62,4300.18
17.0266,41.9923,316,4203.44,4265.68
18.8338,41.967,317,4250.17,4272.37
16.9001,41.4808,318,4202.81,4239.87
17.0865,41.7115,319,4261.59,4296.34
16.527,41.3662,320,4083.53,4329.65
18.426,41.7117,321,4349.21,4332.82
17.4563,41.4099,322,4079.16,4304.87
17.3502,41.5538,323,4279.23,4336.42
16.7633,41.3531,324,4281.83,4358.2
17.0589,41.5649,325,4144.69,4344.93
17.7052,41.9737,326,4289.17,4293.32
17.7613,41.2952,327,4161.6,4284.66
18.84,41.6847,328,4323.09,4325.12
18.9839,41.7224,329,4305.41,4353.02
18.3951,41.9692,330,4367.08,4375.64
18.3898,41.81,331,4354.82,4362.65
17.7918,41.4864,332,4312.26,4358.24
18.1139,41.5237,333,4303.74,4344.79
18.6549,41.6011,334,4319.76,4365.89
18.0278,41.4082,335,4346.31,4357.98
17.1743,41.2996,336,4262.82,4302.12
17.1284,41.149,337,4286.58,4376.58
17.8138,41.6997,338,4334.49,4402.72
17.4773,41.3849,339,4311.63,4346.01
18.5787,41.3172,340,4428.75,4474.18
18.5532,41.8691,341,4424.19,4485.03
17.2786,41.2082,342,4355.97,4395.2
16.8151,41.3977,343,4187.6,4232.96
21.0441,42.782,344,4446.13,4543.34
19.6832,41.8532,345,4398.58,4480.93
20.0968,41.916,346,4431.3,4480.79
19.0598,41.7393,347,4463.0,4500.89
19.0135,41.8156,348,4488.83,4567.75
19.4499,42.0446,349,4456.63,4548.48
29.2281,44.919,350,1409.73,2525.88
18.5185,42.4906,351,4521.72,4582.83
19.9024,42.5107,352,4555.49,4633.32
27.0087,45.7738,353,-8.8,312.61
20.0152,42.2232,354,4422.92,4497.56
21.6083,42.5734,355,4418.39,4419.51
21.8975,43.0464,356,4201.67,4241.1
18.5334,42.3628,357,4363.95,4429.32
19.5678,41.6628,358,4528.11,4539.92
20.0023,42.4621,359,4586.98,4610.47
19.8524,41.7245,360,4538.34,4572.21
20.6998,42.4879,361,4669.86,4679.13
19.7613,42.0355,362,4633.9,4663.82
20.9994,42.9234,363,4616.51,4643.86
20.2105,42.2328,364,4648.51,4648.98
21.4392,42.8115,365,4602.16,4593.1
19.9652,42.1268,366,4544.43,4587.78
20.8048,42.3875,367,4583.69,4602.46
19.1175,42.042,368,4510.16,4490.73
18.6499,42.2209,369,4535.55,4593.53
19.7707,42.0772,370,4653.88,4721.21
19.5916,42.5535,371,4515.98,4568.11
21.0124,42.4816,372,4555.28,4606.23
19.8467,42.2083,373,4508.34,4563.35
20.0865,42.4295,374,4576.39,4561.38
19.8125,42.2771,375,4504.8,4511.1
19.6996,42.0667,376,4530.31,4515.32
19.9262,42.468,377,4575.3,4576.67
18.9433,41.8953,378,4526.42,4526.77
18.0281,41.7525,379,4512.98,4473.75
18.2592,41.5192,380,4419.03,4377.67
61.6633,51.6132,381,353.15,355.24
40.1571,46.3462,382,1817.69,1385.93
53.3746,47.4384,383,536.92,651.97
58.8012,47.2205,384,623.4,645.7
24.9275,45.0433,385,2394.68,2070.9
44.4183,47.9033,386,397.83,258.92
27.3929,44.2206,387,3622.69,4244.51
44.0173,45.0177,388,1280.01,1546.17
28.9665,43.8989,389,3785.88,2294.85
25.7205,43.8044,390,3920.75,4047.15
31.0758,44.1358,391,2225.38,1561.52
43.1031,44.5907,392,2005.45,1684.99
23.1623,43.1636,393,3375.51,3473.44
22.5428,42.6938,394,4310.36,4355.42
25.9634,43.3717,395,3869.76,3909.48
26.2306,43.2815,396,4515.32,4550.9
157.246,60.4646,397,-15.78,-16.64
55.317,54.4428,398,-3.82,-4.44
33.8218,52.996,399,220.49,-13.17
22.4509,45.7916,400,2091.08,1865.67
22.0361,43.9827,401,2610.99,2693.48
36.223,45.5122,402,1747.42,930.6
27.7204,45.0759,403,3914.82,4075.46
21.6036,43.5122,404,3071.21,1923.61
23.6333,41.8202,405,3981.0,4391.02
22.1076,43.9314,406,2022.6,943.52
23.0017,43.633,407,3511.84,2180.16
23.8661,43.2613,408,4524.47,4524.95
24.7747,43.5074,409,4512.84,4513.76
23.8643,43.4946,410,4464.15,4444.71
21.5568,42.4369,411,4265.3,4284.4
22.9459,42.2858,412,4487.22,4477.06
23.0826,42.8271,413,4544.67,4574.01
22.4209,42.9895,414,4475.52,4477.81
22.6741,43.0601,415,4505.7,4510.84
22.5589,43.1065,416,4374.52,4564.61
23.9239,42.8338,417,4589.91,4632.89
23.6396,43.0284,418,4576.02,4603.69
23.3792,43.2211,419,4547.12,4565.4
25.176,43.4046,420,4276.91,4620.11
26.8814,43.719,421,4385.44,4614.88
23.1683,43.1128,422,4475.11,4589.54
24.0807,43.3455,423,4606.61,4605.62
22.6089,42.8689,424,4535.76,4434.81
23.6978,43.6549,425,4629.61,4595.09
22.9887,43.3626,426,4517.21,4548.77
23.0698,42.8696,427,4513.85,4497.15
23.1283,43.2937,428,4580.89,4589.59
22.4262,43.4991,429,4497.27,4465.15
22.1849,43.0405,430,4512.91,4297.77
22.792,43.4018,431,4509.09,4451.02
23.4547,43.7153,432,4547.65,4497.85
23.6988,43.7688,433,4545.74,4580.23
22.5411,43.4704,434,4581.38,4588.18
