Itration,Running Update Time,Running Forward KL,Running Env Steps,Running Reverse KL,Real Det Return,Real Sto Return,Reward Loss
384,384,35.6997,1920000,14.1873,4924.26,4810.34,-1803.446533203125
385,385,33.496,1925000,11.443,4723.07,4210.22,-1752.1534423828125
386,386,35.3626,1930000,14.0479,4952.65,4855.13,-1843.5697021484375
387,387,35.1802,1935000,14.8377,4996.33,4733.71,-1688.487060546875
388,388,35.2845,1940000,15.0574,5114.25,4929.56,-1794.089111328125
389,389,35.2647,1945000,14.2491,4833.2,4531.66,-1983.570068359375
390,390,35.077,1950000,14.032,4939.05,4769.13,-1868.6856689453125
391,391,35.9173,1955000,16.0341,4974.32,4867.0,-1927.28759765625
392,392,35.9916,1960000,15.0006,5054.13,4902.99,-1828.6917724609375
393,393,34.8821,1965000,12.9563,5120.52,4300.78,-2496.914794921875
394,394,36.0086,1970000,14.8965,4911.48,3751.96,-1889.7347412109375
395,395,35.3604,1975000,14.2522,4797.22,4731.67,-2054.18017578125
396,396,35.939,1980000,14.7848,4846.0,4568.22,-1995.849365234375
397,397,35.3619,1985000,14.8826,4927.77,4817.55,-1982.818115234375
398,398,35.8594,1990000,13.4774,4865.24,4535.12,-2148.539794921875
399,399,35.2129,1995000,12.6219,4954.97,4543.85,-2140.944091796875
400,400,40.9141,2000000,15.6125,3975.77,893.11,-3417.923828125
401,401,51.0492,2005000,66.4089,384.88,397.32,-4343.45458984375
402,402,46.853,2010000,64.4918,1270.2,818.73,-4210.25
403,403,47.5994,2015000,55.127,427.47,964.64,-4415.35986328125
404,404,36.1822,2020000,15.6676,4828.88,4648.37,-2198.268310546875
405,405,36.3789,2025000,18.8103,3871.92,3995.46,-2717.317626953125
406,406,38.5632,2030000,32.2687,471.86,1328.84,-4041.548828125
407,407,36.9526,2035000,28.4005,3815.75,2971.92,-3797.754150390625
408,408,35.7725,2040000,13.9899,4694.26,2777.69,-2350.83837890625
409,409,35.0962,2045000,13.6958,4464.07,4252.78,-2310.54931640625
410,410,36.1638,2050000,14.2337,4628.93,4477.25,-2466.839111328125
411,411,35.6298,2055000,14.8189,4869.93,4004.64,-2210.32080078125
412,412,35.2844,2060000,16.0872,3220.91,4388.13,-2423.70458984375
413,413,35.5893,2065000,15.7008,4875.31,4476.91,-2181.630126953125
414,414,35.5883,2070000,16.2779,4313.96,4826.09,-2142.031494140625
415,415,35.0013,2075000,15.676,4887.71,4815.23,-2105.276611328125
416,416,35.9083,2080000,15.7534,4892.61,4821.02,-2227.8984375
417,417,35.8258,2085000,16.0997,4927.16,4864.72,-2396.0400390625
418,418,34.7168,2090000,14.5903,4929.28,4698.95,-2114.26123046875
419,419,34.8445,2095000,15.0226,4933.41,4857.75,-2022.60595703125
420,420,34.1871,2100000,15.7888,2820.29,4053.21,-2682.93115234375
421,421,34.5974,2105000,14.4074,4941.97,4776.55,-2012.9434814453125
422,422,34.7626,2110000,14.9587,4982.44,4828.64,-2086.471435546875
423,423,34.9598,2115000,14.7762,4513.16,4850.21,-2167.923583984375
424,424,34.8755,2120000,14.8882,5058.09,4887.13,-2057.158935546875
425,425,35.2955,2125000,14.9853,5067.25,4943.63,-2094.517822265625
426,426,34.9196,2130000,15.004,5031.66,4940.4,-2077.041015625
427,427,34.7437,2135000,14.7493,5102.33,4934.35,-2044.3983154296875
428,428,34.6731,2140000,14.7112,5122.64,4978.08,-2014.404052734375
429,429,48.8551,2145000,106.0719,562.35,536.55,-5509.4365234375
430,430,52.644,2150000,56.4806,453.51,435.71,-5334.126953125
431,431,49.8741,2155000,37.1611,428.82,428.31,-5121.09375
432,432,53.993,2160000,78.337,352.46,350.48,-5739.5869140625
433,433,40.9866,2165000,18.8483,1977.2,1790.92,-4191.9912109375
434,434,42.8227,2170000,19.0732,3916.97,2976.89,-3786.066162109375
435,435,39.2258,2175000,18.733,4724.35,4586.08,-2439.50537109375
436,436,38.9459,2180000,18.7702,1602.22,1617.48,-3987.605224609375
437,437,35.2541,2185000,14.582,4741.76,4713.17,-2416.2978515625
438,438,34.8992,2190000,14.6666,4659.76,4544.17,-2426.58984375
439,439,33.8681,2195000,13.7035,3850.73,4452.91,-2594.289794921875
440,440,35.4216,2200000,14.4473,4672.25,4389.4,-2476.434326171875
441,441,34.8233,2205000,15.7208,4795.85,4743.06,-2327.1083984375
442,442,35.2411,2210000,15.8311,4684.99,4405.02,-2364.674072265625
443,443,34.3946,2215000,14.9903,4779.27,4733.41,-2208.4189453125
444,444,34.711,2220000,14.8163,4855.46,4765.48,-2189.710693359375
445,445,34.7965,2225000,14.582,4870.75,4809.44,-2183.720458984375
446,446,34.9359,2230000,15.0233,4869.95,4820.45,-2130.4521484375
447,447,33.8513,2235000,14.0928,4841.4,4792.52,-2113.9619140625
448,448,34.5838,2240000,14.3445,4801.39,4535.47,-2187.5537109375
449,449,33.9133,2245000,14.4138,4877.02,4806.39,-2164.068115234375
450,450,33.7991,2250000,13.6368,4850.91,4802.41,-2194.701416015625
451,451,33.8174,2255000,13.2625,4836.07,4729.31,-2158.03564453125
452,452,33.94,2260000,13.825,4772.61,4457.58,-2141.397705078125
453,453,35.1738,2265000,14.99,4815.19,4718.48,-2372.158935546875
454,454,33.707,2270000,14.354,4886.46,4810.28,-2171.3564453125
455,455,34.1104,2275000,14.2282,4849.22,4802.0,-2279.207275390625
456,456,33.8357,2280000,15.6875,4721.22,4609.87,-2524.077392578125
457,457,33.9097,2285000,15.4643,5026.76,4867.37,-2398.412109375
458,458,48.7403,2290000,56.713,485.78,488.67,-5301.02197265625
459,459,33.1125,2295000,13.8544,5010.39,4920.69,-2010.3201904296875
460,460,34.0131,2300000,14.3175,5102.22,4719.47,-2027.037353515625
461,461,33.8712,2305000,14.0107,5070.47,4898.41,-2103.548583984375
462,462,33.0565,2310000,12.9406,5065.95,4747.61,-2132.391845703125
463,463,33.4256,2315000,13.9941,4882.62,4818.87,-2202.490478515625
464,464,32.9209,2320000,13.6348,5079.17,4780.63,-2023.8775634765625
465,465,33.4995,2325000,15.3795,5129.67,4981.77,-2265.106689453125
466,466,33.264,2330000,14.2464,5075.94,4936.37,-1992.076416015625
467,467,33.8171,2335000,14.5194,5138.32,4803.47,-2161.3642578125
468,468,33.3969,2340000,14.0478,5165.84,4987.85,-2101.799560546875
469,469,54.0772,2345000,26.1403,4.29,6.76,-5166.9755859375
470,470,34.2328,2350000,16.6989,4342.04,4489.92,-2831.892333984375
471,471,34.0277,2355000,14.8126,4848.95,4767.49,-2416.06982421875
472,472,33.6305,2360000,13.7148,4880.45,4826.89,-2438.4453125
473,473,34.5478,2365000,14.8658,4921.99,4813.95,-2290.7568359375
474,474,33.9399,2370000,14.3978,4973.9,4859.91,-2244.279296875
475,475,34.311,2375000,13.7065,4959.09,4665.88,-2306.932861328125
476,476,34.3877,2380000,15.7307,4850.79,4762.79,-2576.705810546875
477,477,32.7162,2385000,13.355,5090.05,4906.85,-2013.26708984375
478,478,33.9453,2390000,13.3476,4859.46,4770.96,-2275.72509765625
479,479,33.9206,2395000,14.3417,4918.73,4533.18,-2301.8076171875
480,480,34.4484,2400000,13.8136,4954.67,4506.36,-2619.89404296875
481,481,34.3492,2405000,14.0501,5023.98,4829.11,-2257.564208984375
482,482,34.6507,2410000,14.3802,4786.76,4367.39,-2440.9560546875
483,483,34.7057,2415000,14.9382,4975.62,4839.22,-2429.088623046875
484,484,34.0946,2420000,14.0021,5013.91,4874.57,-2275.72509765625
485,485,34.3335,2425000,14.1969,5064.9,4870.93,-2296.696044921875
486,486,34.2776,2430000,14.3539,5100.77,4894.51,-2129.644775390625
487,487,34.0632,2435000,14.1372,5133.41,4946.77,-2156.627685546875
488,488,34.6179,2440000,13.9172,4979.1,4920.09,-2304.83349609375
489,489,34.7554,2445000,13.2021,5129.26,4927.48,-2146.471435546875
490,490,34.0907,2450000,13.8989,5094.12,4778.3,-2247.607421875
491,491,38.8381,2455000,17.1191,2581.2,346.08,-4673.15087890625
492,492,41.7691,2460000,26.2352,-9.57,-9.63,-5386.8564453125
493,493,56.0807,2465000,63.6567,-4.0,0.96,-6069.38037109375
494,494,55.5028,2470000,36.7916,1032.44,1057.63,-5760.31005859375
495,495,36.8485,2475000,18.1956,1035.54,2769.67,-4065.04296875
496,496,35.2212,2480000,17.796,3543.16,3543.3,-3453.805908203125
497,497,34.4177,2485000,15.7417,4870.53,4903.22,-2373.663330078125
498,498,34.9306,2490000,16.5099,5162.82,4957.7,-2426.462158203125
499,499,34.4403,2495000,16.0081,5085.17,4816.71,-2410.88916015625
500,500,34.731,2500000,15.7206,5099.54,4807.82,-2411.02294921875
501,501,34.5096,2505000,15.7336,5146.41,4866.35,-2415.768798828125
502,502,34.4527,2510000,15.7315,5118.04,4726.85,-2369.655029296875
503,503,35.2066,2515000,15.5103,5034.77,4910.05,-2455.06396484375
504,504,34.4597,2520000,15.5507,5074.48,4958.18,-2350.654052734375
505,505,34.7981,2525000,14.9575,5102.33,4962.79,-2354.8203125
506,506,35.6243,2530000,14.5066,4982.23,4475.09,-3107.2841796875
507,507,34.9258,2535000,15.2294,4963.18,4799.59,-2521.732421875
508,508,35.1969,2540000,15.2821,4944.62,4805.91,-2564.935791015625
509,509,34.6472,2545000,14.8371,4948.26,4461.69,-2474.08447265625
510,510,35.3438,2550000,14.8844,4946.67,4825.27,-2631.781982421875
511,511,35.9314,2555000,15.2005,4999.29,4273.79,-2861.042724609375
512,512,35.874,2560000,15.1031,4956.77,4845.56,-2428.6884765625
513,513,35.463,2565000,15.0214,4993.05,4906.93,-2454.4921875
514,514,34.7982,2570000,15.5419,5037.72,4667.19,-2493.57177734375
515,515,35.8225,2575000,15.0475,4972.55,4872.23,-2490.4765625
516,516,34.4084,2580000,15.5284,5075.15,4720.24,-2413.706787109375
517,517,36.1532,2585000,14.942,5034.84,4789.66,-2567.541748046875
518,518,35.4325,2590000,15.7396,4887.69,3915.91,-2639.39599609375
519,519,34.7394,2595000,14.6215,5079.3,4896.31,-2826.84521484375
520,520,34.2243,2600000,13.7881,5122.71,4529.4,-2823.324462890625
521,521,34.8156,2605000,15.0014,5170.23,4566.46,-3111.3212890625
522,522,35.4451,2610000,15.4071,5150.32,4773.19,-2777.625244140625
523,523,34.8631,2615000,17.0092,5135.47,4400.08,-3089.398193359375
524,524,34.844,2620000,14.3166,5147.18,5003.02,-2457.918701171875
525,525,33.4519,2625000,13.9317,5138.61,4994.03,-2465.2119140625
526,526,35.1927,2630000,13.9251,5024.85,4920.4,-2675.769775390625
527,527,34.6964,2635000,15.08,5021.29,4868.62,-2571.14990234375
528,528,34.3352,2640000,14.0849,5120.86,4991.36,-2404.262939453125
529,529,34.7787,2645000,14.435,5157.55,4625.19,-2518.260009765625
530,530,34.4963,2650000,14.0866,5142.88,4872.37,-2635.5380859375
531,531,35.4024,2655000,18.4939,5182.77,4785.9,-2749.840087890625
532,532,34.9229,2660000,14.8342,5190.26,4802.9,-2490.68505859375
533,533,35.1459,2665000,14.3152,5201.02,4981.15,-2699.26708984375
534,534,35.1737,2670000,15.6726,5159.38,4971.06,-2807.744140625
535,535,35.3501,2675000,14.2765,5125.44,4953.08,-2572.248291015625
536,536,34.7253,2680000,14.2337,5139.53,4982.9,-2502.66357421875
537,537,34.2428,2685000,13.7403,5164.92,4983.24,-2602.678466796875
538,538,35.2354,2690000,14.5267,5090.18,4979.02,-2469.7294921875
539,539,34.4976,2695000,14.1838,5108.99,4958.7,-2523.1318359375
540,540,34.8753,2700000,17.9848,5087.86,4763.24,-3010.553955078125
541,541,34.9137,2705000,13.9815,5048.48,4721.75,-2647.948974609375
542,542,34.9348,2710000,14.104,5128.26,4844.26,-2616.673583984375
543,543,34.4096,2715000,14.0894,4976.43,4449.23,-2636.848876953125
544,544,34.6692,2720000,14.1335,5078.36,4740.2,-2654.835205078125
545,545,35.1996,2725000,14.5518,5061.44,4932.83,-2622.407470703125
546,546,35.0702,2730000,14.1361,3725.24,3184.43,-2614.026123046875
547,547,34.8635,2735000,14.8389,5043.38,4457.61,-3351.682861328125
548,548,34.8444,2740000,14.4754,5123.36,4776.17,-2922.73876953125
549,549,34.1348,2745000,15.0612,5013.37,4703.18,-3108.848876953125
550,550,34.2265,2750000,13.0214,4535.47,4458.54,-2584.970458984375
551,551,35.8162,2755000,18.5639,3871.27,4464.55,-3866.882080078125
552,552,34.1896,2760000,13.8417,5057.02,4831.37,-2767.03759765625
553,553,33.931,2765000,13.9631,4990.36,4701.42,-2766.880859375
554,554,34.4231,2770000,19.4577,3319.6,4198.89,-2998.38037109375
555,555,34.7047,2775000,15.6638,5173.7,4908.15,-3005.0263671875
556,556,34.3368,2780000,13.4351,4517.23,4924.08,-2701.97021484375
557,557,34.4306,2785000,13.9795,5129.56,4976.4,-2638.060546875
558,558,34.4045,2790000,14.6824,2746.82,4939.87,-3336.0361328125
559,559,34.8849,2795000,15.308,5058.76,4909.81,-3041.39013671875
560,560,34.4106,2800000,14.2717,5017.0,4721.27,-2697.28369140625
561,561,34.5045,2805000,14.0457,5156.12,4801.74,-2604.904296875
562,562,34.7106,2810000,13.7679,5125.2,4887.83,-2946.23193359375
563,563,35.1004,2815000,14.0978,5082.75,4673.66,-2860.236328125
564,564,34.5676,2820000,14.4534,5198.27,4992.19,-2770.81103515625
565,565,35.0031,2825000,14.0296,5087.57,4755.94,-2798.51806640625
566,566,34.3585,2830000,13.8704,5035.06,4910.7,-2675.055908203125
567,567,34.5016,2835000,13.4906,4973.83,4844.95,-2792.95556640625
568,568,34.25,2840000,13.7683,5038.68,4670.9,-2770.448486328125
569,569,34.1679,2845000,14.1023,4148.49,4377.96,-2681.04052734375
570,570,34.2058,2850000,15.3066,4988.26,4663.91,-3091.632080078125
571,571,33.7749,2855000,22.027,5051.86,4115.0,-3047.291259765625
572,572,34.9374,2860000,14.8644,4833.05,4004.85,-3142.29736328125
573,573,35.4879,2865000,17.2851,3925.5,3345.01,-3635.712646484375
574,574,35.1941,2870000,30.9217,5089.62,3298.8,-3975.117431640625
575,575,35.7603,2875000,16.1836,2303.09,4088.91,-4318.7822265625
576,576,35.6524,2880000,16.3864,2160.57,3776.19,-4466.44580078125
577,577,35.3186,2885000,17.2601,1554.47,3696.29,-3865.40625
578,578,34.5743,2890000,19.4716,2227.9,3880.72,-4322.11474609375
579,579,36.1907,2895000,28.5062,5148.39,3682.52,-4918.75146484375
580,580,34.9864,2900000,17.344,5061.46,3991.03,-3829.198486328125
581,581,34.623,2905000,15.6758,4655.98,4710.06,-3271.20654296875
582,582,34.571,2910000,14.8702,5019.17,4879.13,-2883.585693359375
583,583,35.8629,2915000,21.3363,2432.93,2754.63,-4214.8525390625
584,584,34.2198,2920000,14.2025,5163.61,4822.22,-2660.41796875
585,585,34.3699,2925000,13.5261,5126.79,4908.27,-2744.214599609375
586,586,34.7711,2930000,14.163,4970.1,4690.04,-2799.835205078125
587,587,34.2376,2935000,14.3987,5028.76,4510.24,-2942.3818359375
588,588,34.6338,2940000,22.836,3749.26,3810.99,-3759.403076171875
589,589,35.0381,2945000,33.3964,5043.49,4702.48,-4122.23876953125
590,590,34.2549,2950000,13.9932,5054.04,4692.88,-2777.8564453125
591,591,49.6885,2955000,39.1535,426.08,449.93,-6961.96728515625
592,592,50.4039,2960000,24.0372,440.94,419.67,-6672.41748046875
593,593,46.984,2965000,56.3526,612.92,608.79,-7219.24951171875
594,594,49.6828,2970000,29.0434,378.03,442.06,-6763.54541015625
595,595,36.7965,2975000,17.8337,4317.92,3710.66,-4133.134765625
596,596,39.3736,2980000,18.894,1348.37,1569.62,-5984.02685546875
597,597,35.8893,2985000,16.8612,4655.62,4462.48,-3505.5654296875
598,598,35.4173,2990000,16.5898,4937.99,4817.96,-3246.0107421875
599,599,35.3622,2995000,19.1432,4808.62,4253.07,-4032.014892578125
600,600,35.5674,3000000,17.5296,4952.83,4707.74,-3100.041748046875
601,601,35.3381,3005000,16.4763,5009.09,4548.11,-2868.537841796875
602,602,35.1281,3010000,16.1195,5022.13,4910.44,-2869.89453125
603,603,35.4485,3015000,15.9179,5180.1,5016.85,-2826.426025390625
604,604,35.6029,3020000,15.526,5241.7,5027.47,-2834.669677734375
605,605,34.7712,3025000,15.2957,5175.04,5007.85,-2852.183837890625
606,606,35.748,3030000,15.9187,5266.06,5079.52,-2881.766845703125
607,607,34.5117,3035000,15.1956,5258.67,4999.65,-2888.644775390625
608,608,35.4105,3040000,16.0958,5226.6,4857.29,-2918.246337890625
609,609,35.3198,3045000,16.29,5288.56,5079.54,-3011.93603515625
610,610,35.0109,3050000,16.9027,5237.73,4926.65,-3161.623291015625
611,611,34.5361,3055000,15.3737,5248.25,5072.82,-3003.633544921875
612,612,34.0459,3060000,14.7929,5260.75,4837.79,-2871.267333984375
613,613,34.1328,3065000,13.9149,5244.63,5049.16,-3156.3037109375
614,614,34.5792,3070000,16.4189,5289.77,5083.7,-2864.674072265625
615,615,34.6812,3075000,15.6319,5191.14,4836.65,-2969.466064453125
616,616,34.2267,3080000,13.8775,5219.48,5045.49,-3598.88037109375
617,617,35.0816,3085000,15.7308,5293.36,5063.0,-3014.560791015625
618,618,34.223,3090000,15.4811,5288.6,5095.63,-2855.2265625
619,619,35.1986,3095000,14.979,5066.0,4988.13,-3088.354248046875
620,620,34.2752,3100000,14.6047,5188.82,5009.69,-2870.688232421875
621,621,34.2297,3105000,14.1737,5184.64,5033.69,-2884.881591796875
622,622,34.3018,3110000,14.3775,5181.27,4955.95,-3090.139404296875
623,623,34.2746,3115000,14.4998,5171.11,5050.41,-2843.173095703125
624,624,33.9182,3120000,14.1913,5277.16,4866.38,-2842.473388671875
625,625,34.1669,3125000,13.4839,5023.04,4694.64,-2851.608642578125
626,626,34.7118,3130000,14.0681,5189.36,4659.63,-3069.20556640625
627,627,34.6155,3135000,14.1038,5101.73,4963.72,-3515.57958984375
628,628,34.5428,3140000,14.9234,5081.6,4943.22,-3204.88427734375
629,629,34.5595,3145000,14.4311,5114.83,4992.53,-2977.196044921875
630,630,34.7819,3150000,15.4054,5136.55,4962.32,-3134.098876953125
631,631,34.5073,3155000,14.8601,5181.96,4996.59,-3171.290283203125
632,632,34.1546,3160000,14.6339,5200.22,5063.9,-3018.37158203125
633,633,34.4784,3165000,15.3514,5213.25,5012.26,-3339.46826171875
634,634,34.5776,3170000,14.9532,5198.07,5055.19,-2977.794677734375
635,635,34.9382,3175000,15.5533,5194.03,4793.46,-3298.2314453125
636,636,35.2945,3180000,15.2148,5104.31,4756.74,-3202.619140625
637,637,34.5999,3185000,14.6007,5193.45,5027.8,-3193.554443359375
638,638,34.8805,3190000,14.3355,5166.6,4821.42,-3015.429443359375
639,639,35.722,3195000,26.2159,5039.68,4127.3,-4258.87939453125
640,640,34.5828,3200000,13.9733,5238.96,3836.7,-3100.3310546875
641,641,35.1877,3205000,17.7006,5248.51,4823.81,-3476.41650390625
642,642,50.9404,3210000,53.8232,435.75,441.73,-7098.50927734375
643,643,40.215,3215000,31.6017,1818.57,1378.43,-7051.056640625
644,644,37.9414,3220000,17.138,2982.97,3303.04,-4960.96142578125
645,645,34.8265,3225000,13.9313,4816.9,4808.86,-3464.3955078125
646,646,35.8368,3230000,14.7487,4969.77,4693.96,-3385.169189453125
647,647,34.866,3235000,14.3778,4859.79,4921.91,-3226.65380859375
648,648,35.9547,3240000,14.4384,5149.77,4749.15,-3610.170654296875
649,649,35.5815,3245000,14.8915,4870.67,3693.01,-3612.21728515625
650,650,36.0751,3250000,17.0209,5197.89,5024.53,-4215.63330078125
651,651,37.0194,3255000,14.4516,4151.38,3088.27,-4976.1103515625
652,652,35.443,3260000,15.1149,5233.88,4608.38,-4167.28955078125
653,653,35.5871,3265000,15.4917,5182.51,4957.93,-3516.6279296875
654,654,34.7828,3270000,15.4564,5205.74,5008.44,-3242.2939453125
655,655,35.3268,3275000,15.1507,4780.4,4221.61,-3590.55126953125
656,656,36.3449,3280000,13.714,5221.41,4755.04,-4161.02783203125
657,657,35.3813,3285000,15.5599,5176.69,4975.45,-3555.358642578125
658,658,34.8521,3290000,14.9473,4962.21,4884.92,-3336.5146484375
659,659,34.8591,3295000,14.6844,4934.16,4822.66,-3365.6279296875
660,660,36.1749,3300000,13.1812,4329.95,4230.02,-4524.59423828125
661,661,36.3802,3305000,14.9247,1760.39,4394.71,-4080.642578125
662,662,35.4248,3310000,16.2018,5081.5,4946.68,-3383.93115234375
663,663,34.7198,3315000,15.7154,5076.36,4954.92,-3390.591064453125
664,664,35.0727,3320000,15.8822,5117.83,4955.6,-3448.7626953125
665,665,34.4206,3325000,15.6143,5120.27,4959.78,-3456.315673828125
666,666,34.9975,3330000,15.5279,5176.09,4966.14,-3575.145263671875
667,667,34.8751,3335000,15.257,5085.72,4941.39,-3539.30322265625
668,668,35.7978,3340000,14.8741,5155.02,4976.82,-4042.470947265625
669,669,35.5304,3345000,15.4944,5225.24,5051.46,-3857.510986328125
670,670,34.73,3350000,14.2671,5256.08,4428.72,-3796.55029296875
671,671,35.0979,3355000,15.217,5142.48,5019.57,-3409.083251953125
672,672,34.8531,3360000,15.2437,5177.61,5029.62,-3523.978759765625
673,673,35.1533,3365000,14.1674,5093.28,4974.68,-3622.000732421875
674,674,34.652,3370000,15.6746,5171.96,4815.89,-3444.343994140625
675,675,34.5773,3375000,15.9514,5283.51,5077.8,-3493.7578125
676,676,35.2308,3380000,15.3235,5130.85,4989.16,-3531.033203125
677,677,35.4716,3385000,14.4856,5043.73,4893.35,-3756.26220703125
678,678,35.553,3390000,13.6724,5204.77,4952.7,-3866.140380859375
679,679,35.2049,3395000,14.4875,5132.55,4974.03,-3820.02685546875
680,680,35.4207,3400000,14.6871,4981.22,4661.69,-4016.78466796875
681,681,35.4406,3405000,14.1143,5103.03,4651.09,-4059.34130859375
682,682,34.787,3410000,13.9575,5107.06,5029.29,-3443.6787109375
683,683,34.7578,3415000,14.1937,5137.16,4524.07,-3576.83544921875
684,684,35.2456,3420000,14.3099,5216.42,5034.26,-3799.1572265625
685,685,35.2794,3425000,15.1448,5186.46,5008.03,-3607.151611328125
686,686,34.3678,3430000,14.7854,5176.71,5021.29,-3556.60791015625
687,687,34.4864,3435000,15.6447,5233.7,5087.14,-3485.52392578125
688,688,39.7813,3440000,16.928,1069.91,557.06,-6029.1357421875
689,689,41.2658,3445000,25.7733,283.75,809.33,-6484.53515625
690,690,35.5902,3450000,13.1092,1630.6,2592.52,-5003.7685546875
691,691,34.7587,3455000,15.888,4024.75,3935.15,-3574.218994140625
692,692,36.8298,3460000,13.654,791.8,3718.84,-5676.3134765625
693,693,34.8944,3465000,15.4333,5159.42,5035.14,-3248.61083984375
694,694,34.0138,3470000,13.8198,5195.53,4961.9,-3556.91650390625
695,695,34.702,3475000,14.5498,5276.15,5087.79,-3524.297119140625
696,696,35.2405,3480000,13.8923,5224.21,4680.12,-3753.969482421875
697,697,34.9357,3485000,13.898,5168.66,5049.24,-3274.571533203125
698,698,35.2232,3490000,15.2698,5213.06,5103.63,-3389.236328125
699,699,34.5577,3495000,13.4727,5314.9,4518.41,-3540.18017578125
700,700,34.7588,3500000,13.9267,5166.9,4883.46,-3432.4140625
701,701,34.149,3505000,14.1555,5176.94,5046.63,-3314.671142578125
702,702,34.4633,3510000,13.5769,5281.56,5119.79,-3749.462646484375
703,703,34.4328,3515000,13.4041,5105.97,5033.88,-3382.814208984375
704,704,33.9883,3520000,13.7064,5258.65,5057.74,-3522.44189453125
705,705,33.0157,3525000,12.8306,5009.03,4701.43,-3464.820556640625
706,706,34.2817,3530000,11.9052,5070.14,3702.31,-4467.5302734375
707,707,45.8588,3535000,14.9141,765.81,409.58,-7818.2568359375
708,708,34.8782,3540000,12.7515,5022.38,3513.96,-4903.720703125
709,709,34.0678,3545000,14.3179,5075.92,4634.79,-3837.875244140625
710,710,35.9482,3550000,13.2794,2749.47,2935.98,-5876.5009765625
711,711,35.0032,3555000,15.0121,2933.22,3309.22,-4958.4677734375
712,712,34.0074,3560000,13.8385,5177.82,5023.23,-3362.41796875
713,713,34.9347,3565000,14.6011,5159.89,4844.28,-3378.060791015625
714,714,33.9586,3570000,14.0565,5139.54,4464.3,-3879.6650390625
715,715,34.6338,3575000,13.9129,5186.71,4669.07,-3509.210693359375
716,716,34.5432,3580000,13.1496,4777.17,4117.44,-3887.712646484375
717,717,35.4055,3585000,13.1646,4110.04,4618.02,-4744.044921875
718,718,35.0161,3590000,13.5965,5085.52,4657.1,-3455.86181640625
719,719,33.9018,3595000,13.5691,5143.44,5052.5,-3353.751708984375
720,720,34.3369,3600000,15.9446,2942.32,4509.13,-3912.0537109375
721,721,33.8834,3605000,13.0724,5204.14,5073.39,-3322.393798828125
722,722,34.6294,3610000,15.7055,5230.84,4913.51,-3877.12548828125
723,723,34.9999,3615000,14.7186,5076.7,3233.42,-3886.882568359375
724,724,34.1833,3620000,14.08,5056.02,4564.04,-3804.16015625
725,725,34.1841,3625000,17.4767,5132.49,4620.58,-4129.53662109375
726,726,34.4811,3630000,21.3542,5138.61,3903.54,-4196.5322265625
727,727,34.0176,3635000,14.404,5087.65,4770.85,-3600.90185546875
728,728,34.1799,3640000,15.9492,4440.71,4434.53,-4810.37353515625
729,729,34.3735,3645000,14.1086,3851.54,3803.0,-3591.32958984375
730,730,34.5665,3650000,14.663,5117.16,4638.15,-4069.978759765625
731,731,34.8126,3655000,14.4769,5005.33,3360.15,-4062.103271484375
732,732,34.5031,3660000,20.4762,5066.73,4810.31,-4643.88916015625
733,733,36.1365,3665000,26.794,5148.18,4100.99,-5608.04541015625
734,734,33.4403,3670000,15.6413,5129.15,4990.56,-4201.7001953125
735,735,34.7627,3675000,15.7012,5158.91,4419.7,-3998.74365234375
736,736,34.7199,3680000,18.1146,5226.36,4387.37,-4179.5146484375
737,737,34.5433,3685000,13.8562,4977.2,4536.35,-3554.8251953125
738,738,34.2252,3690000,16.7619,5089.8,3009.78,-3944.048828125
739,739,34.717,3695000,14.2397,5221.74,4781.16,-3681.842529296875
740,740,33.9026,3700000,14.2218,5154.06,4594.46,-4001.90966796875
741,741,33.9695,3705000,13.8361,5210.91,5080.85,-3395.37353515625
742,742,33.9962,3710000,14.5571,5186.85,4972.67,-3466.654052734375
743,743,35.7641,3715000,17.1069,5201.37,4864.51,-4625.75732421875
744,744,33.3614,3720000,14.6777,5183.81,4971.29,-3772.38232421875
745,745,34.3576,3725000,14.0668,5223.39,5030.94,-3733.304443359375
746,746,34.1958,3730000,18.3707,4991.96,4654.2,-4487.51318359375
747,747,33.9389,3735000,14.2237,5115.42,5001.01,-3805.255126953125
748,748,33.3517,3740000,12.3719,4722.34,4622.32,-4131.77587890625
749,749,33.8442,3745000,12.6252,4649.78,4648.69,-4143.58251953125
750,750,33.1926,3750000,13.2156,4951.47,4962.17,-3868.526611328125
751,751,33.535,3755000,13.9947,4311.92,4839.77,-3763.462158203125
752,752,34.6532,3760000,12.9503,4789.08,4741.77,-4638.4580078125
753,753,34.2043,3765000,13.0392,5099.5,4827.74,-4359.14208984375
754,754,35.4667,3770000,15.3911,5149.11,5050.12,-4242.6396484375
755,755,34.7198,3775000,13.8239,5121.16,4887.54,-3675.99365234375
756,756,33.9699,3780000,13.7377,5073.16,4837.18,-4065.097900390625
757,757,35.727,3785000,13.0503,5049.38,4818.15,-4620.3798828125
758,758,34.7311,3790000,14.8286,5131.16,5074.94,-3815.1298828125
759,759,34.1308,3795000,15.4392,5191.97,5048.9,-3764.0185546875
760,760,34.3975,3800000,15.2805,5183.54,5064.79,-4058.300048828125
761,761,34.1388,3805000,14.1461,5093.69,4401.53,-3604.240478515625
762,762,34.0062,3810000,14.1888,4481.4,4298.63,-3821.48974609375
763,763,34.0149,3815000,14.8553,5196.06,5138.31,-3591.33740234375
