Reward Loss,Itration,Running Env Steps,Real Sto Return,Real Det Return,Running Update Time,Running Forward KL,Running Reverse KL
-69915.625,395,1975000,1941.5,2285.83,395,156.6024,14.9367
-70322.1328125,396,1980000,1939.23,2298.18,396,156.5445,14.8451
-70019.6953125,397,1985000,1958.61,2289.16,397,156.6445,14.9255
-70273.03125,398,1990000,1960.87,2305.62,398,156.5769,14.7156
-70132.1875,399,1995000,1938.18,2291.44,399,156.6343,14.9212
-70239.8984375,400,2000000,1937.45,2298.99,400,156.6156,14.8388
-70483.453125,401,2005000,1930.34,2272.67,401,156.545,14.9205
-70508.7578125,402,2010000,1907.76,2263.42,402,156.6448,14.681
-70798.7265625,403,2015000,1934.84,2293.99,403,156.5337,14.7826
-70912.3125,404,2020000,1925.89,2312.71,404,156.6085,14.6711
-71030.46875,405,2025000,1929.82,2311.33,405,156.4756,14.7992
-71084.6875,406,2030000,1949.65,2296.6,406,156.6198,14.7809
-71060.6015625,407,2035000,1958.49,2311.75,407,156.6846,15.0341
-71273.453125,408,2040000,1951.89,2310.4,408,156.6203,14.797
-71374.0390625,409,2045000,1943.29,2323.51,409,156.5795,14.8802
-71403.0390625,410,2050000,1972.92,2342.73,410,156.4351,15.0079
-71605.03125,411,2055000,1955.47,2335.46,411,156.667,14.9687
-71702.515625,412,2060000,1946.98,2311.1,412,156.6174,14.983
-71511.5703125,413,2065000,1941.93,2307.43,413,156.61,14.9843
-71791.515625,414,2070000,1939.38,2304.32,414,156.6228,14.8698
-71749.1875,415,2075000,1944.08,2296.51,415,156.5956,14.7268
-71721.25,416,2080000,1923.31,2291.74,416,156.6153,14.8504
-71856.3515625,417,2085000,1921.88,2277.9,417,156.5009,14.6907
-71934.421875,418,2090000,1911.39,2254.41,418,156.5667,14.7263
-72109.4765625,419,2095000,1940.59,2317.36,419,156.5391,14.9864
-72176.515625,420,2100000,1937.62,2310.53,420,156.7084,14.8128
-72155.21875,421,2105000,1941.58,2302.62,421,156.5998,14.7795
-72531.1328125,422,2110000,1950.94,2309.51,422,156.5853,14.8401
-72738.8828125,423,2115000,1960.8,2314.19,423,156.6103,14.912
-73009.25,424,2120000,1961.09,2299.18,424,156.7777,14.8354
-72569.453125,425,2125000,1945.61,2288.57,425,156.8004,14.967
-72761.7421875,426,2130000,1942.8,2305.73,426,156.6585,14.763
-72881.984375,427,2135000,1919.3,2296.01,427,156.5315,14.9387
-72976.3125,428,2140000,1944.71,2307.16,428,156.6078,14.7457
-73090.1875,429,2145000,1924.28,2321.64,429,156.5424,14.778
-73290.3671875,430,2150000,1939.41,2257.48,430,156.6227,14.6484
-73296.8671875,431,2155000,1950.04,2323.06,431,156.7183,14.8446
-73464.875,432,2160000,1935.63,2301.99,432,156.5095,14.8172
-73580.203125,433,2165000,1966.61,2330.88,433,156.6233,14.8429
-73446.9921875,434,2170000,1953.02,2315.5,434,156.6103,14.9822
-73823.28125,435,2175000,1975.86,2344.28,435,156.6177,14.948
-73842.7109375,436,2180000,1957.53,2338.05,436,156.5155,14.8767
-74010.1953125,437,2185000,1963.21,2330.01,437,156.6429,14.8984
-73949.125,438,2190000,1941.21,2312.47,438,156.5641,14.6947
-74046.96875,439,2195000,1954.96,2324.61,439,156.5935,14.8729
-74199.6875,440,2200000,1969.51,2329.49,440,156.6524,15.0156
-74427.0859375,441,2205000,1947.51,2323.73,441,156.5205,14.9205
-74249.234375,442,2210000,1957.16,2337.84,442,156.531,14.8684
-74604.2734375,443,2215000,1973.02,2339.34,443,156.5558,14.8541
-74545.375,444,2220000,1968.24,2338.24,444,156.5996,14.9576
-74459.203125,445,2225000,1951.39,2300.47,445,156.6279,14.8896
-74696.4921875,446,2230000,1947.09,2305.83,446,156.4763,14.8512
-74815.3125,447,2235000,1941.81,2329.26,447,156.6408,14.7855
-75033.796875,448,2240000,1940.8,2320.15,448,156.5949,14.9622
-75119.296875,449,2245000,1962.11,2344.07,449,156.6364,15.0714
-75134.4453125,450,2250000,1964.43,2348.22,450,156.5752,14.8351
-75492.1171875,451,2255000,1934.98,2314.88,451,156.6091,14.8338
-75315.078125,452,2260000,1959.19,2332.88,452,156.588,15.0021
-75280.75,453,2265000,1949.22,2329.73,453,156.5624,14.8764
-75647.3046875,454,2270000,1962.29,2338.71,454,156.5885,14.9748
-75430.3828125,455,2275000,1962.43,2331.89,455,156.5685,14.9226
-75648.234375,456,2280000,1949.94,2353.49,456,156.5623,14.8896
-76070.890625,457,2285000,1984.74,2344.88,457,156.6367,14.8923
-75983.359375,458,2290000,1971.95,2330.22,458,156.4509,14.9595
-76215.1171875,459,2295000,1939.67,2301.14,459,156.7327,14.9174
-76327.921875,460,2300000,1949.25,2322.75,460,156.5579,14.8006
-76273.6328125,461,2305000,1967.15,2303.93,461,156.5716,14.9694
-76393.859375,462,2310000,1947.63,2332.89,462,156.4847,14.9892
-76201.0859375,463,2315000,1965.49,2331.38,463,156.5928,14.8999
-76546.46875,464,2320000,1977.84,2323.28,464,156.6062,15.074
-76318.59375,465,2325000,1973.78,2325.07,465,156.6651,15.0106
-76617.671875,466,2330000,1949.42,2286.75,466,156.6459,14.8121
-76545.9140625,467,2335000,1937.66,2305.38,467,156.6131,15.0251
-76671.8125,468,2340000,1939.92,2317.03,468,156.6056,14.837
-76834.96875,469,2345000,1954.44,2295.56,469,156.4871,15.0159
-77073.9921875,470,2350000,1953.09,2317.05,470,156.4775,14.9034
-76470.6796875,471,2355000,1923.99,2241.0,471,156.59,14.7102
-77045.3203125,472,2360000,1960.59,2313.1,472,156.7079,15.0338
-77327.0,473,2365000,1960.02,2312.14,473,156.6,14.885
-77193.5390625,474,2370000,1987.03,2331.29,474,156.5617,15.0556
-77323.3125,475,2375000,1990.81,2350.17,475,156.4221,15.1559
-77053.3125,476,2380000,1967.94,2289.78,476,156.5524,15.0088
-77315.09375,477,2385000,1955.36,2288.71,477,156.5475,14.7465
-77432.5625,478,2390000,1955.77,2310.58,478,156.6064,15.0891
-77991.6953125,479,2395000,1980.26,2343.07,479,156.6402,15.1551
-77676.3515625,480,2400000,1969.14,2308.45,480,156.5798,15.0441
-77752.78125,481,2405000,1970.94,2343.7,481,156.5692,15.1121
-77831.6796875,482,2410000,1966.57,2313.45,482,156.6789,14.9518
-77868.3359375,483,2415000,1949.02,2293.49,483,156.5969,14.9464
-77982.3125,484,2420000,1953.22,2314.24,484,156.5982,15.1505
-78186.8984375,485,2425000,1951.42,2303.3,485,156.5388,14.9137
-78347.8203125,486,2430000,1955.17,2315.37,486,156.5535,15.0812
-78189.5703125,487,2435000,1930.18,2306.55,487,156.69,14.884
-78569.84375,488,2440000,1957.04,2310.32,488,156.417,14.8411
-78502.2890625,489,2445000,1963.24,2330.06,489,156.5125,15.0876
-78504.6953125,490,2450000,1965.76,2296.56,490,156.482,14.7515
-78931.34375,491,2455000,1978.27,2324.92,491,156.5062,15.0473
-79065.9609375,492,2460000,1953.24,2328.95,492,156.4914,14.9217
-78742.9765625,493,2465000,1939.68,2285.16,493,156.5439,14.8876
-79182.265625,494,2470000,1980.99,2313.61,494,156.517,14.96
-79000.1015625,495,2475000,1955.14,2307.2,495,156.5197,14.8658
-79003.28125,496,2480000,1945.48,2287.7,496,156.5524,14.9564
-79555.4140625,497,2485000,1972.06,2311.06,497,156.5798,15.1165
-79343.453125,498,2490000,1950.8,2291.94,498,156.4511,15.0026
-79453.578125,499,2495000,1949.6,2308.57,499,156.5208,14.7529
-79506.2265625,500,2500000,1976.24,2333.14,500,156.6644,15.0244
-79537.4765625,501,2505000,1960.7,2340.23,501,156.5632,14.8817
-79979.0078125,502,2510000,1988.7,2348.85,502,156.6313,15.1183
-80149.5703125,503,2515000,1981.59,2334.52,503,156.5517,14.9467
-79993.015625,504,2520000,1989.86,2356.65,504,156.4234,15.0368
-80190.4296875,505,2525000,1984.7,2339.55,505,156.6059,15.1862
-80203.9765625,506,2530000,1997.54,2336.7,506,156.6423,14.9217
-80478.796875,507,2535000,1976.54,2339.05,507,156.6148,15.0158
-80120.2109375,508,2540000,1984.9,2327.14,508,156.4804,15.0899
-80381.3671875,509,2545000,1979.38,2335.27,509,156.4813,15.1145
-80234.3046875,510,2550000,1955.69,2308.26,510,156.5847,14.9529
-80567.578125,511,2555000,1981.31,2332.42,511,156.5515,15.0958
-80404.578125,512,2560000,1965.27,2313.62,512,156.5704,15.0176
-80829.9140625,513,2565000,1987.84,2330.96,513,156.596,15.1638
-80837.5078125,514,2570000,1992.78,2320.04,514,156.521,15.1496
-81070.21875,515,2575000,1962.47,2312.53,515,156.5506,14.9441
-81009.2265625,516,2580000,1976.2,2297.01,516,156.6721,14.9203
-81054.4765625,517,2585000,1981.55,2341.43,517,156.6418,15.1155
-81016.421875,518,2590000,1985.22,2316.88,518,156.4731,15.1961
-81432.2265625,519,2595000,1974.32,2312.42,519,156.6553,15.1295
-81243.0390625,520,2600000,1964.93,2310.62,520,156.6613,15.0739
-81624.3046875,521,2605000,1988.86,2324.97,521,156.4942,15.099
-81525.6328125,522,2610000,1982.0,2314.55,522,156.6695,15.2553
-81533.125,523,2615000,1988.06,2329.55,523,156.4816,15.1595
-81450.453125,524,2620000,1975.48,2291.91,524,156.5816,15.0257
-81803.5546875,525,2625000,1981.27,2326.89,525,156.569,15.221
-81716.2109375,526,2630000,1968.15,2310.42,526,156.7144,15.0928
-81746.828125,527,2635000,2001.34,2324.76,527,156.6353,15.2631
-81873.4609375,528,2640000,1976.74,2323.93,528,156.6587,15.1553
-81827.796875,529,2645000,1974.97,2293.12,529,156.6285,15.0609
-81997.5390625,530,2650000,1974.17,2317.06,530,156.6788,15.326
-82292.296875,531,2655000,1981.68,2304.66,531,156.5361,15.1938
-82126.796875,532,2660000,1985.49,2307.04,532,156.6531,15.1838
-82361.1171875,533,2665000,1928.27,2257.81,533,156.6587,14.9764
-82355.1015625,534,2670000,1951.76,2276.28,534,156.5837,14.9454
-82506.9921875,535,2675000,1961.65,2303.99,535,156.559,15.0011
-82473.5234375,536,2680000,1976.52,2326.76,536,156.6615,15.0949
-82544.734375,537,2685000,1963.62,2314.18,537,156.5691,15.0372
-82425.0703125,538,2690000,1942.48,2286.92,538,156.4696,15.0341
-82473.515625,539,2695000,2002.84,2321.13,539,156.5115,14.8993
-82681.2421875,540,2700000,1986.51,2320.78,540,156.4754,15.0196
-82893.421875,541,2705000,1973.07,2297.19,541,156.5682,15.2215
-82970.78125,542,2710000,1982.39,2342.34,542,156.5551,15.1151
-82909.875,543,2715000,1977.3,2312.01,543,156.6136,15.2938
-83086.828125,544,2720000,1984.76,2317.13,544,156.54,15.0601
-82910.828125,545,2725000,1938.65,2278.43,545,156.5877,14.7967
-82881.53125,546,2730000,1979.17,2297.42,546,156.701,14.9459
-83230.4765625,547,2735000,1991.73,2338.14,547,156.562,14.9377
-83320.015625,548,2740000,1971.43,2305.65,548,156.5387,15.074
-83124.453125,549,2745000,1989.31,2324.23,549,156.4513,15.0593
-83276.6640625,550,2750000,1961.48,2317.05,550,156.5433,14.8914
-83418.6484375,551,2755000,1967.41,2301.97,551,156.5835,15.0573
-83495.328125,552,2760000,1971.13,2328.15,552,156.4701,15.2033
-83307.25,553,2765000,1980.74,2324.0,553,156.5919,14.9888
-83529.9609375,554,2770000,1986.66,2314.6,554,156.5427,14.9227
-83857.125,555,2775000,1988.28,2300.78,555,156.4528,15.0253
-83583.1875,556,2780000,1969.58,2280.02,556,156.4321,14.877
-83666.5078125,557,2785000,1977.48,2318.08,557,156.6194,15.1306
-83926.515625,558,2790000,1981.69,2320.14,558,156.6217,15.0705
-84037.1171875,559,2795000,1985.36,2323.47,559,156.4873,14.9934
-84205.484375,560,2800000,1982.79,2316.13,560,156.5662,15.0405
-84364.234375,561,2805000,1999.36,2343.37,561,156.544,15.184
-84327.4765625,562,2810000,1988.69,2324.01,562,156.5322,14.9748
-84376.890625,563,2815000,2018.17,2336.65,563,156.4256,15.1139
-84612.0625,564,2820000,1982.31,2313.42,564,156.4621,15.1754
-84444.3828125,565,2825000,1982.0,2336.52,565,156.662,15.073
-84462.1015625,566,2830000,1969.58,2298.05,566,156.4358,14.9682
-84657.28125,567,2835000,1992.13,2326.43,567,156.5064,15.1039
-84541.9609375,568,2840000,1997.39,2348.64,568,156.5461,15.1012
-84583.5546875,569,2845000,1991.41,2332.21,569,156.5294,15.1242
-84638.9296875,570,2850000,1993.97,2335.65,570,156.5565,15.1431
-84848.28125,571,2855000,1983.3,2330.52,571,156.5586,15.0713
-85047.6171875,572,2860000,1991.74,2327.61,572,156.6073,15.0829
-84699.296875,573,2865000,1965.37,2318.18,573,156.5053,14.8534
-85042.2734375,574,2870000,1977.41,2319.66,574,156.681,14.8574
-85000.890625,575,2875000,1994.07,2333.04,575,156.5592,15.0433
-85238.1015625,576,2880000,1987.56,2334.92,576,156.5402,14.9421
-85415.6328125,577,2885000,1990.64,2324.84,577,156.5673,15.0246
-85297.546875,578,2890000,2000.65,2354.39,578,156.5282,15.1048
-85533.1328125,579,2895000,1995.16,2331.9,579,156.5466,15.2235
-85325.8984375,580,2900000,2005.95,2328.68,580,156.5591,14.971
-85496.5234375,581,2905000,1998.65,2314.87,581,156.4367,15.0521
-85731.140625,582,2910000,1997.02,2330.98,582,156.6113,15.1317
-85749.828125,583,2915000,1994.35,2338.29,583,156.4246,15.0882
-86027.4921875,584,2920000,2003.72,2345.19,584,156.6111,15.2173
-85681.03125,585,2925000,1991.57,2334.11,585,156.6522,15.2459
-85925.5390625,586,2930000,2000.76,2340.56,586,156.5641,15.2344
-86049.7734375,587,2935000,2014.23,2351.4,587,156.4242,15.098
-86265.7421875,588,2940000,2012.29,2349.08,588,156.5051,15.2085
-86053.2890625,589,2945000,1985.89,2306.75,589,156.5711,14.988
-86132.3359375,590,2950000,1970.55,2317.68,590,156.6506,15.1526
-86162.1171875,591,2955000,1989.82,2330.15,591,156.4291,14.9537
-86461.546875,592,2960000,1973.21,2339.62,592,156.5681,15.0589
-86173.9140625,593,2965000,1977.14,2323.82,593,156.5409,15.1271
-86225.7109375,594,2970000,1982.25,2348.84,594,156.5288,14.8716
-86380.015625,595,2975000,1990.66,2339.34,595,156.4835,15.0888
-86292.1015625,596,2980000,2017.66,2344.8,596,156.6169,15.1786
-86831.84375,597,2985000,2003.73,2377.22,597,156.4848,15.1937
-86929.984375,598,2990000,2015.93,2358.51,598,156.5277,15.2382
-86722.3046875,599,2995000,2034.1,2365.0,599,156.5139,15.2222
