Real Sto Return,Itration,Running Env Steps,Running Forward KL,Running Reverse KL,Reward Loss,Real Det Return,Running Update Time
3586.95,61,305000,297.9566,147.3101,-31130.81640625,2662.97,61
2642.94,62,310000,312.0749,213.2316,-45606.234375,1377.18,62
2933.22,63,315000,319.2477,204.9797,-46412.88671875,1692.23,63
4053.15,64,320000,304.427,129.2461,-25408.75,3295.2,64
3965.67,65,325000,313.0626,147.2938,-30939.3359375,2676.16,65
3759.43,66,330000,305.1476,138.646,-32371.029296875,2393.95,66
3343.06,67,335000,314.1338,160.1475,-41178.37109375,3073.82,67
3628.26,68,340000,304.8817,156.8231,-39262.953125,2408.51,68
3614.43,69,345000,304.995,143.4848,-38385.98046875,2020.97,69
3815.74,70,350000,301.4067,120.6545,-29887.275390625,2402.72,70
3226.19,71,355000,316.3493,160.4325,-44680.671875,1577.86,71
4022.78,72,360000,302.8398,131.4187,-36534.12890625,3238.66,72
4462.52,73,365000,290.8552,103.817,-25743.55078125,2841.18,73
3718.25,74,370000,296.8004,107.2515,-29673.220703125,2665.19,74
3925.94,75,375000,298.2362,132.8177,-35759.890625,2062.42,75
4319.45,76,380000,294.3249,109.1523,-29293.185546875,2432.71,76
4089.08,77,385000,289.5229,114.0578,-28403.140625,2738.71,77
4283.84,78,390000,303.9528,123.2981,-39105.51953125,2526.97,78
3872.54,79,395000,305.6416,151.0972,-41227.0625,3850.62,79
3718.67,80,400000,301.7072,140.6949,-41914.2890625,2285.83,80
4270.71,81,405000,291.7835,129.023,-35311.98828125,2978.5,81
4063.87,82,410000,301.588,117.6078,-33778.68359375,3070.24,82
4434.05,83,415000,293.3828,113.573,-34126.66796875,3331.13,83
4575.91,84,420000,293.3023,112.5686,-32923.078125,4014.44,84
4631.57,85,425000,299.8602,102.0138,-31875.076171875,3250.32,85
4614.02,86,430000,291.6746,99.918,-31385.65234375,3636.65,86
5012.34,87,435000,299.9133,110.3876,-31050.13671875,4755.3,87
5006.22,88,440000,292.8455,98.7231,-29816.16796875,5129.58,88
4656.27,89,445000,301.1178,123.179,-35471.27734375,4247.8,89
4599.71,90,450000,293.3353,101.3985,-31958.513671875,4848.37,90
4867.54,91,455000,294.9663,100.8433,-34952.328125,5237.77,91
4967.67,92,460000,296.0652,108.7996,-37383.26953125,4608.5,92
4598.49,93,465000,295.4018,108.8108,-34499.94140625,5137.08,93
4704.71,94,470000,302.5384,121.6106,-41529.609375,4252.86,94
4583.17,95,475000,302.7923,119.7177,-43529.9296875,5102.38,95
4955.55,96,480000,290.3939,94.3073,-36811.046875,4817.95,96
4939.89,97,485000,298.569,109.1873,-41881.28125,4992.08,97
4732.08,98,490000,295.893,109.9683,-37392.08984375,5230.52,98
5070.01,99,495000,294.7163,99.5473,-39798.84765625,4995.55,99
4931.64,100,500000,293.7124,95.262,-40745.67578125,4654.41,100
4899.0,101,505000,292.5971,98.2433,-40321.9375,4998.95,101
4935.62,102,510000,286.5017,92.5646,-40214.265625,5163.26,102
4957.94,103,515000,296.9714,104.7695,-42408.875,4970.87,103
5007.41,104,520000,288.3192,97.6383,-42017.1171875,5276.34,104
5084.17,105,525000,293.7082,99.5501,-41503.87109375,5166.38,105
5056.65,106,530000,292.8398,103.2277,-43763.5,4885.37,106
5007.16,107,535000,287.6105,100.4508,-44267.42578125,3947.44,107
5149.52,108,540000,288.4615,95.2902,-46034.15625,5283.79,108
5017.34,109,545000,284.4709,89.5419,-45212.30859375,5243.31,109
4853.11,110,550000,294.3269,110.0013,-47858.94140625,5077.18,110
5080.51,111,555000,289.5179,99.8837,-49289.65234375,5019.24,111
4380.4,112,560000,294.7396,115.5252,-52983.87109375,5272.79,112
4397.28,113,565000,292.4706,129.3202,-53108.51171875,4697.02,113
4562.9,114,570000,292.9474,95.2347,-52352.38671875,3863.8,114
1068.59,115,575000,352.9903,228.729,-66336.9609375,2168.46,115
2973.71,116,580000,318.1402,154.3526,-60831.3046875,2615.52,116
2616.59,117,585000,309.1065,156.1805,-57676.76171875,2453.96,117
3629.03,118,590000,297.5998,102.9616,-53684.9609375,3522.75,118
2763.65,119,595000,328.136,197.9166,-63830.4375,1424.29,119
2779.3,120,600000,305.1651,139.9671,-60884.28125,1297.85,120
4744.22,121,605000,291.5576,95.9699,-54963.80078125,5144.01,121
3936.34,122,610000,297.058,115.3155,-57028.73828125,3200.89,122
4472.06,123,615000,287.6691,90.9856,-54962.6875,4140.99,123
4498.88,124,620000,295.0676,98.5705,-53653.203125,4528.79,124
4889.12,125,625000,284.0116,86.4948,-52942.546875,5087.78,125
4629.85,126,630000,283.4266,94.9986,-52154.6015625,3119.24,126
5013.12,127,635000,289.0568,103.1361,-53806.06640625,3941.51,127
5074.8,128,640000,284.4854,104.6241,-54812.328125,5095.84,128
4342.13,129,645000,292.3801,127.6838,-58909.07421875,3241.59,129
4447.03,130,650000,292.1421,117.6123,-60161.21875,5170.25,130
4896.2,131,655000,289.3042,95.3437,-57319.5625,4992.99,131
4216.68,132,660000,288.7463,122.1553,-60589.6953125,4340.24,132
4256.98,133,665000,292.8875,107.0242,-61918.91015625,5087.25,133
4874.91,134,670000,288.7745,93.0989,-58450.01171875,4666.5,134
5047.61,135,675000,284.3791,91.891,-58206.68359375,5251.13,135
5086.56,136,680000,284.016,90.9169,-60944.890625,4890.96,136
4954.35,137,685000,287.2181,105.8244,-61991.50390625,5110.35,137
4425.33,138,690000,290.8379,119.0925,-63489.89453125,4859.11,138
4414.41,139,695000,291.4094,116.7953,-62112.265625,5028.14,139
4373.96,140,700000,292.9057,109.8727,-64368.6796875,4632.9,140
4957.69,141,705000,288.7911,93.2187,-60240.86328125,5149.95,141
4299.77,142,710000,287.7068,97.1768,-64815.67578125,5192.18,142
4127.82,143,715000,292.2451,100.6865,-63335.72265625,4438.27,143
4897.49,144,720000,285.9213,94.81,-64739.1484375,5237.81,144
4849.95,145,725000,285.1694,92.3725,-61810.34375,4847.68,145
5114.41,146,730000,288.6943,100.9332,-65615.140625,5288.64,146
4045.74,147,735000,298.5487,117.5011,-67509.2265625,3041.4,147
4785.59,148,740000,289.751,94.1214,-65062.11328125,3584.74,148
4353.02,149,745000,282.6688,91.2122,-65813.5234375,5251.01,149
4920.3,150,750000,286.3018,109.4509,-66398.203125,5035.17,150
5019.68,151,755000,286.2693,95.7296,-65655.375,5124.99,151
4970.96,152,760000,288.3541,96.2881,-63764.10546875,4947.9,152
4103.5,153,765000,287.0805,97.8053,-66219.515625,4363.51,153
4670.55,154,770000,295.4147,138.1312,-68190.1875,5031.94,154
3945.32,155,775000,286.862,97.2059,-66212.5390625,3717.68,155
3996.08,156,780000,291.5355,101.6642,-68778.8125,5202.79,156
4729.07,157,785000,285.5895,91.7702,-66509.078125,5048.28,157
4720.46,158,790000,289.2046,91.3471,-64436.4140625,4826.47,158
4674.32,159,795000,287.1511,91.426,-64441.4609375,4025.89,159
4178.38,160,800000,291.897,102.314,-65509.02734375,2638.97,160
2857.68,161,805000,304.6598,149.3053,-70749.140625,2961.42,161
4940.99,162,810000,278.7384,76.6198,-57746.36328125,1609.74,162
4993.38,163,815000,293.0741,98.5805,-68233.3671875,5107.12,163
5106.63,164,820000,283.8515,95.2619,-69792.484375,5234.94,164
5112.51,165,825000,282.6581,99.175,-70704.3359375,5184.1,165
4954.07,166,830000,288.1596,94.1245,-70002.1328125,5145.31,166
5195.24,167,835000,288.049,102.5308,-72736.890625,5294.23,167
5165.27,168,840000,291.3239,104.4457,-71319.65625,5091.08,168
5025.16,169,845000,286.3262,94.7135,-71391.6171875,5136.03,169
5091.17,170,850000,289.209,97.7112,-72385.96875,5189.95,170
5122.69,171,855000,283.1924,92.0702,-70521.03125,4579.25,171
5105.28,172,860000,281.9893,98.8707,-72070.578125,5196.63,172
4725.18,173,865000,283.8627,97.2557,-70680.4453125,4378.94,173
5206.2,174,870000,288.3619,108.2268,-71335.1015625,5344.01,174
5083.82,175,875000,280.1896,93.415,-71279.234375,4882.42,175
5166.84,176,880000,284.1948,95.9173,-71724.21875,3918.05,176
5119.52,177,885000,282.2748,95.1021,-71484.2109375,4037.23,177
4872.29,178,890000,289.1518,93.3116,-72497.296875,5151.22,178
5045.42,179,895000,282.7992,96.7272,-73915.5859375,5167.49,179
4974.93,180,900000,283.4992,94.7398,-73335.6171875,5187.81,180
5020.91,181,905000,291.0894,101.6032,-74034.671875,5201.88,181
4907.0,182,910000,280.8287,82.93,-72611.7734375,5037.16,182
4801.26,183,915000,288.3881,97.011,-75525.3828125,4710.5,183
4976.69,184,920000,286.0722,92.5186,-73818.1171875,5171.14,184
4989.16,185,925000,283.1973,86.9146,-74497.5390625,5159.31,185
4980.56,186,930000,274.3743,84.2714,-70560.3671875,5127.44,186
4879.63,187,935000,277.539,81.3808,-72555.09375,4328.47,187
4586.64,188,940000,281.6415,103.9995,-73424.421875,2150.31,188
4644.8,189,945000,293.8788,152.3998,-75668.34375,2200.81,189
5047.07,190,950000,291.2662,119.7224,-73543.78125,3480.53,190
5207.3,191,955000,284.2713,93.554,-71046.0078125,4759.48,191
5109.3,192,960000,277.0295,82.6533,-73363.2734375,4111.39,192
4967.61,193,965000,277.5391,82.8459,-74536.9921875,5111.22,193
5030.8,194,970000,279.5795,84.3929,-75487.9609375,4592.32,194
5141.75,195,975000,277.6374,84.8925,-73457.0390625,5017.24,195
5071.38,196,980000,274.1052,80.2504,-74053.171875,4897.31,196
4849.42,197,985000,278.9088,80.5828,-75804.546875,4678.24,197
4962.53,198,990000,280.8788,91.5459,-76165.9765625,4486.6,198
4514.53,199,995000,283.6694,99.4094,-75850.59375,4721.25,199
5006.09,200,1000000,280.8099,86.9366,-77428.1328125,5162.12,200
4849.27,201,1005000,283.5587,90.6347,-77509.046875,5196.0,201
5030.22,202,1010000,275.2697,84.5046,-76559.2421875,5014.54,202
4741.86,203,1015000,282.0625,91.918,-78329.6875,3860.73,203
4987.52,204,1020000,280.9011,90.4607,-76457.7109375,5148.68,204
4722.74,205,1025000,279.6791,87.562,-74033.9140625,4626.91,205
4933.46,206,1030000,271.0485,74.7605,-69947.0078125,5095.23,206
3974.45,207,1035000,284.4411,88.8972,-74052.1328125,4659.71,207
4672.43,208,1040000,281.4986,85.8696,-73955.0,5077.14,208
4873.56,209,1045000,280.4616,84.566,-74817.796875,5032.66,209
4692.82,210,1050000,282.8453,85.7494,-75932.4765625,5044.57,210
4503.69,211,1055000,283.6908,84.3984,-74126.015625,4682.56,211
4712.47,212,1060000,282.4803,84.0435,-74046.6640625,3744.53,212
4395.53,213,1065000,288.9509,107.529,-76058.3203125,4328.13,213
4784.73,214,1070000,310.7024,145.1989,-83434.796875,3162.03,214
5009.59,215,1075000,291.8042,118.6619,-79329.4375,4921.95,215
5184.03,216,1080000,279.879,91.3905,-77259.546875,4996.95,216
4865.98,217,1085000,276.6277,81.6943,-75475.2265625,5274.47,217
4801.92,218,1090000,277.3078,93.8399,-76491.359375,2822.08,218
4712.91,219,1095000,278.2817,84.2648,-77396.5703125,1872.52,219
4256.39,220,1100000,294.7018,128.7018,-79090.1015625,2635.01,220
3223.31,221,1105000,297.9732,125.4813,-80072.375,1726.47,221
2510.24,222,1110000,312.134,163.7711,-81386.25,2430.2,222
4493.89,223,1115000,281.2263,87.8879,-76026.2109375,4286.71,223
4597.22,224,1120000,288.3151,91.0559,-75226.8828125,4278.35,224
4203.47,225,1125000,299.1922,122.9291,-80091.28125,2281.87,225
2960.07,226,1130000,305.8823,168.5706,-82683.0234375,2795.37,226
4344.78,227,1135000,300.7394,153.1411,-81372.515625,3793.08,227
4492.2,228,1140000,289.5027,99.9015,-82733.5546875,2573.25,228
3194.97,229,1145000,311.851,173.2139,-84776.6328125,1039.1,229
4683.84,230,1150000,293.9895,100.8407,-83578.4921875,4164.62,230
3943.38,231,1155000,295.159,110.9177,-82883.5390625,2997.59,231
3887.67,232,1160000,288.8897,96.4783,-81352.0390625,2109.55,232
4661.99,233,1165000,299.5716,130.5295,-82060.453125,3215.33,233
3712.18,234,1170000,302.0418,117.5165,-80953.2421875,4243.15,234
4068.31,235,1175000,293.9884,91.8936,-80834.4765625,4480.22,235
4816.79,236,1180000,286.5776,83.3825,-81835.609375,4959.54,236
4043.62,237,1185000,286.8334,92.4157,-81859.28125,4158.84,237
4893.37,238,1190000,280.8901,84.3041,-80831.0703125,5012.9,238
4268.48,239,1195000,292.0147,102.1006,-83585.625,4875.54,239
2988.91,240,1200000,308.5474,151.6669,-83829.0390625,2718.42,240
4448.25,241,1205000,289.5719,97.6116,-84424.8125,4705.06,241
3455.43,242,1210000,291.2684,106.7797,-83877.8828125,3446.76,242
4367.55,243,1215000,291.9768,90.3585,-81710.3125,4340.65,243
4837.45,244,1220000,293.27,118.6799,-81189.2578125,3536.87,244
3935.78,245,1225000,300.3761,106.8095,-82466.4453125,4442.71,245
4311.35,246,1230000,287.7005,93.4068,-82153.078125,4444.03,246
2589.58,247,1235000,326.3999,190.1946,-82152.5078125,3096.48,247
2593.32,248,1240000,315.9209,165.0071,-82105.0,4757.15,248
4401.62,249,1245000,291.2201,111.7863,-82584.15625,3924.34,249
4457.5,250,1250000,288.3011,106.4251,-82831.328125,4997.69,250
4234.43,251,1255000,285.9857,93.3124,-80976.125,5124.39,251
4897.08,252,1260000,279.5499,92.7583,-79292.8984375,5256.7,252
3940.66,253,1265000,295.8792,148.8477,-82418.7734375,4528.73,253
4115.05,254,1270000,281.8365,88.8887,-81053.359375,5107.58,254
3983.22,255,1275000,299.9825,149.1948,-81635.921875,3283.66,255
4891.37,256,1280000,296.4841,99.3654,-85885.0859375,5100.08,256
5017.74,257,1285000,288.2304,91.6653,-86081.5546875,5160.19,257
5058.4,258,1290000,291.8014,93.2823,-83802.953125,5216.2,258
4749.27,259,1295000,291.7163,96.4797,-85211.625,4925.11,259
5050.01,260,1300000,289.1661,92.8533,-84945.2421875,5190.63,260
4823.95,261,1305000,297.2027,99.6467,-85461.921875,5026.12,261
4881.94,262,1310000,288.5314,87.4411,-84488.9140625,5175.69,262
5134.36,263,1315000,288.9898,90.4185,-84734.6875,5188.92,263
4286.4,264,1320000,291.2848,86.2839,-83197.390625,4282.85,264
4753.95,265,1325000,288.448,88.6029,-85124.71875,4283.61,265
5089.45,266,1330000,293.2396,101.4744,-83992.5625,4781.86,266
5075.51,267,1335000,298.0785,110.4138,-84617.3046875,4763.11,267
5079.23,268,1340000,289.9253,100.159,-86670.203125,4269.03,268
4836.42,269,1345000,286.9313,82.1439,-84583.0703125,4115.67,269
5098.7,270,1350000,287.4778,91.6491,-85260.2734375,5225.38,270
4669.91,271,1355000,298.8993,106.0336,-85907.0,3139.05,271
4769.58,272,1360000,280.1576,78.2354,-80573.921875,4968.59,272
5082.51,273,1365000,284.0874,86.9275,-87533.3203125,5168.85,273
5190.68,274,1370000,286.019,94.4711,-84506.1875,5296.85,274
4375.06,275,1375000,284.1706,95.4166,-85001.0078125,1500.27,275
2378.39,276,1380000,290.5396,113.814,-79695.09375,2593.25,276
3821.93,277,1385000,276.4614,74.7368,-80512.1953125,3151.28,277
4458.13,278,1390000,290.604,108.3921,-84751.46875,3956.65,278
4242.85,279,1395000,292.8685,122.6883,-87504.0078125,3553.99,279
4078.97,280,1400000,288.2151,99.3138,-87258.703125,4724.83,280
4325.9,281,1405000,299.1899,119.8583,-86783.046875,3900.59,281
4904.29,282,1410000,292.1992,103.2955,-86933.546875,4988.07,282
4906.38,283,1415000,293.2721,117.1722,-86757.46875,5275.71,283
3980.16,284,1420000,290.5297,119.3617,-82218.3515625,4925.64,284
4368.72,285,1425000,299.6299,114.8415,-86620.1015625,5149.56,285
4414.78,286,1430000,317.3635,152.959,-87043.515625,4308.64,286
4579.48,287,1435000,302.8575,112.1315,-90638.0078125,4560.4,287
4786.85,288,1440000,298.8529,130.3787,-92084.890625,4975.36,288
3467.9,289,1445000,312.3186,139.594,-83242.1484375,2454.17,289
4504.45,290,1450000,306.352,154.1787,-92002.46875,4802.99,290
4671.38,291,1455000,287.0601,106.8861,-90070.9375,5018.34,291
4653.82,292,1460000,309.3277,153.6694,-82565.7890625,4855.48,292
3281.69,293,1465000,291.24,117.3564,-87773.53125,3704.89,293
4635.77,294,1470000,290.4646,104.725,-87818.2734375,4705.9,294
3656.88,295,1475000,289.8962,111.8016,-81799.125,2859.58,295
4443.9,296,1480000,310.8431,132.1074,-87902.984375,4750.92,296
4647.98,297,1485000,303.16,116.4193,-87543.7265625,4704.84,297
4228.5,298,1490000,314.6618,133.8043,-92445.5234375,4844.15,298
4861.64,299,1495000,295.7343,118.7526,-89988.421875,4974.85,299
3174.4,300,1500000,314.8166,138.7943,-87239.2734375,2722.32,300
3316.47,301,1505000,330.112,147.2443,-84304.4453125,1668.22,301
3251.91,302,1510000,332.3235,161.7223,-92167.6015625,4093.18,302
4068.66,303,1515000,319.4705,142.3084,-90930.9765625,4540.19,303
4477.44,304,1520000,310.4834,114.4293,-84834.78125,3997.42,304
2845.51,305,1525000,318.8443,138.4807,-80421.3203125,2273.36,305
2483.6,306,1530000,308.5397,138.4901,-80587.765625,3295.23,306
2994.25,307,1535000,325.2325,150.6186,-74553.9609375,2626.72,307
2711.19,308,1540000,325.2002,166.6912,-74211.5390625,2344.16,308
3223.36,309,1545000,319.1494,146.7909,-70171.2109375,3283.95,309
3761.6,310,1550000,318.7509,146.8722,-74359.546875,3525.38,310
3523.32,311,1555000,316.974,131.714,-77231.3984375,2519.95,311
3778.0,312,1560000,301.5507,119.1879,-74435.390625,3840.93,312
2890.87,313,1565000,358.0204,182.851,-68257.3203125,3349.17,313
3247.88,314,1570000,329.2409,156.7157,-76377.7890625,3264.92,314
2815.04,315,1575000,326.5013,146.8328,-71975.015625,3523.26,315
3294.66,316,1580000,319.5383,136.0349,-69591.1953125,2871.58,316
2792.55,317,1585000,331.4568,142.4163,-72276.3359375,2492.54,317
2384.48,318,1590000,331.0553,161.8816,-70743.578125,1698.49,318
2514.97,319,1595000,333.2625,226.0597,-70102.0546875,2126.21,319
2286.16,320,1600000,337.7673,166.3542,-72372.5859375,1686.61,320
2145.53,321,1605000,328.2042,179.8915,-70954.7265625,2371.39,321
1575.27,322,1610000,342.0078,194.8559,-67547.0390625,1946.48,322
1702.79,323,1615000,345.2894,179.896,-71729.8984375,1925.75,323
2467.36,324,1620000,374.653,189.7781,-60653.5,1687.7,324
1319.15,325,1625000,390.1055,495.7115,-71665.1015625,1123.51,325
2475.67,326,1630000,380.6375,288.1773,-67555.7578125,1342.11,326
1960.4,327,1635000,363.6767,204.7504,-74276.640625,2812.79,327
2052.54,328,1640000,361.1529,251.9102,-74317.171875,2824.69,328
2056.25,329,1645000,327.2696,166.9248,-75462.0625,2958.82,329
2375.36,330,1650000,327.2084,161.9411,-78718.109375,2099.42,330
2935.16,331,1655000,355.4146,201.3456,-81672.7578125,2859.68,331
3043.02,332,1660000,336.6308,173.3831,-78771.53125,2497.1,332
2760.59,333,1665000,337.4889,171.6325,-81695.625,1958.85,333
3426.66,334,1670000,330.1712,174.1959,-84463.8671875,4153.62,334
2262.53,335,1675000,365.477,498.0239,-74874.140625,2620.8,335
1894.88,336,1680000,359.5838,669.2557,-78202.3671875,1505.35,336
3490.47,337,1685000,333.8226,191.9006,-90570.8671875,3631.76,337
1308.55,338,1690000,384.5463,380.8957,-85326.9140625,1490.02,338
2175.92,339,1695000,366.8743,220.2062,-85071.296875,3009.03,339
1262.15,340,1700000,400.0431,568.9791,-75797.234375,936.25,340
1054.85,341,1705000,399.3723,711.5825,-72407.59375,1156.45,341
4301.13,342,1710000,350.318,327.0964,-94637.8828125,4256.37,342
3710.27,343,1715000,363.5937,225.3715,-91788.9453125,3646.42,343
4077.6,344,1720000,357.2699,258.2035,-89211.453125,4283.49,344
3945.26,345,1725000,359.2723,211.0782,-90716.421875,4389.41,345
3854.17,346,1730000,349.2217,349.8349,-91195.21875,3839.06,346
2164.09,347,1735000,360.8689,371.3826,-92442.984375,2259.79,347
3151.47,348,1740000,352.5727,363.6637,-93896.2421875,3503.06,348
2954.02,349,1745000,357.8216,407.0695,-91009.9375,3036.18,349
1645.38,350,1750000,388.6163,1134.0603,-95038.625,2435.86,350
2421.75,351,1755000,384.9113,783.9333,-93055.2890625,1909.39,351
2429.84,352,1760000,363.7997,263.479,-92702.9140625,2385.24,352
1465.55,353,1765000,379.8826,762.5793,-93276.9140625,1407.55,353
1497.06,354,1770000,397.737,444.6356,-91395.21875,1893.47,354
1008.6,355,1775000,459.6931,1106.4638,-90477.4609375,1416.05,355
1005.75,356,1780000,389.0374,554.1037,-94164.5703125,2071.44,356
1152.59,357,1785000,384.4895,624.0577,-91414.8203125,1203.69,357
1366.99,358,1790000,407.9734,532.042,-92742.8984375,1679.21,358
1854.72,359,1795000,360.2761,311.3679,-90105.859375,2066.85,359
1043.89,360,1800000,362.8394,342.5677,-89815.484375,1459.15,360
1343.44,361,1805000,381.283,442.7982,-92531.5859375,1685.5,361
1962.28,362,1810000,385.3199,520.6503,-92552.9140625,1625.05,362
1152.69,363,1815000,380.2485,466.1007,-91003.609375,1642.06,363
1001.84,364,1820000,416.8994,383.3786,-91715.7421875,821.67,364
834.38,365,1825000,423.1367,735.4063,-93691.2578125,930.4,365
739.66,366,1830000,433.8786,770.6229,-93438.84375,698.01,366
531.96,367,1835000,448.5094,994.7156,-94665.953125,419.81,367
690.6,368,1840000,438.5516,658.978,-94980.2421875,1094.09,368
411.24,369,1845000,455.6911,777.759,-96059.46875,497.86,369
415.51,370,1850000,469.0737,706.3964,-94507.9140625,390.95,370
391.5,371,1855000,462.9089,851.9414,-95331.359375,461.41,371
357.5,372,1860000,480.7684,744.6643,-96392.6953125,303.55,372
358.2,373,1865000,477.1546,776.6081,-95284.0078125,380.54,373
253.38,374,1870000,474.3615,1041.4254,-95764.5625,328.74,374
360.01,375,1875000,470.904,849.7122,-96253.359375,267.95,375
530.96,376,1880000,465.3509,597.5469,-96009.9921875,468.97,376
295.15,377,1885000,473.0956,735.7433,-95769.2578125,361.0,377
282.3,378,1890000,484.5913,1305.8201,-96810.9921875,395.04,378
119.11,379,1895000,492.841,902.0566,-95665.71875,116.28,379
305.53,380,1900000,477.8902,876.479,-98086.625,223.22,380
330.5,381,1905000,482.6872,1005.4949,-97907.3203125,183.19,381
66.7,382,1910000,687.3886,800.9494,-97626.6796875,67.45,382
311.66,383,1915000,486.7749,380.6572,-96874.75,276.63,383
273.2,384,1920000,659.1285,889.8584,-97593.6953125,190.8,384
519.31,385,1925000,474.9565,696.0698,-98138.9140625,346.69,385
191.67,386,1930000,555.745,1937.621,-98630.984375,191.83,386
246.6,387,1935000,561.7161,680.5359,-98034.6953125,171.0,387
170.62,388,1940000,541.5242,711.7408,-98192.3671875,207.16,388
229.06,389,1945000,535.7594,555.6076,-98046.234375,161.91,389
140.48,390,1950000,512.0685,574.5057,-97675.3671875,175.18,390
131.99,391,1955000,697.767,611.9259,-99080.671875,101.22,391
111.49,392,1960000,618.7103,388.6394,-96684.09375,87.14,392
104.39,393,1965000,627.3895,374.7989,-97855.578125,89.91,393
82.54,394,1970000,669.3995,434.7625,-98257.0,92.7,394
68.38,395,1975000,687.7145,383.9408,-98277.5078125,71.31,395
59.85,396,1980000,687.6965,458.7478,-97908.8828125,59.45,396
55.85,397,1985000,679.3457,375.3904,-96312.25,55.51,397
55.42,398,1990000,713.1761,929.8361,-98509.65625,55.44,398
56.98,399,1995000,681.7738,416.2134,-98809.921875,56.92,399
56.33,400,2000000,702.9254,617.4565,-97863.4609375,56.74,400
60.17,401,2005000,703.3941,1116.9021,-98628.9453125,60.34,401
