Running Forward KL,Real Det Return,Real Sto Return,Running Reverse KL,Itration,Running Env Steps,Running Update Time,Reward Loss
22.3014,3449.99,3423.02,14.6837,59,295000,59,-120.94896697998047
21.4464,3465.31,3358.35,15.6787,60,300000,60,-87.36962127685547
21.9048,3409.66,3396.08,16.0799,61,305000,61,-93.75334167480469
21.6951,3384.25,3359.78,15.5091,62,310000,62,-96.98439025878906
21.4101,3425.86,3402.82,14.989,63,315000,63,-99.22268676757812
21.087,3429.75,3407.84,15.5796,64,320000,64,-96.95866394042969
21.1868,3432.5,3402.72,15.329,65,325000,65,-102.7155532836914
21.7537,3436.71,3401.33,15.5612,66,330000,66,-102.66962432861328
21.0759,3441.09,3411.88,15.2453,67,335000,67,-104.03645324707031
21.2873,3462.95,3407.0,15.3804,68,340000,68,-114.461181640625
21.5493,3404.1,3383.94,15.9884,69,345000,69,-113.88206481933594
21.1988,3436.32,2853.76,12.7002,70,350000,70,-155.51889038085938
21.3014,3450.54,3085.62,13.3943,71,355000,71,-160.1043701171875
21.7461,3440.27,3408.13,15.7204,72,360000,72,-113.19398498535156
20.3505,3474.28,3446.95,14.7483,73,365000,73,-101.0905532836914
20.9391,3430.4,3382.31,14.6992,74,370000,74,-117.08673858642578
21.067,3462.9,3371.3,14.3938,75,375000,75,-142.16641235351562
21.3626,3464.04,3441.4,15.5353,76,380000,76,-122.84558868408203
21.0447,3442.8,3289.77,15.3654,77,385000,77,-123.71250915527344
20.5343,3437.53,3406.83,14.8806,78,390000,78,-123.53909301757812
21.3219,3466.0,3218.54,14.8095,79,395000,79,-123.65180206298828
21.337,3476.8,3449.74,15.225,80,400000,80,-126.66222381591797
21.2945,3427.09,3415.12,15.8782,81,405000,81,-135.09324645996094
21.0944,3479.79,3311.58,14.5567,82,410000,82,-133.24090576171875
20.5638,3430.65,3386.36,14.4533,83,415000,83,-138.88055419921875
20.8865,3439.8,3425.95,15.1318,84,420000,84,-140.2173309326172
20.6143,3454.08,3316.01,14.33,85,425000,85,-163.705078125
20.8313,3448.75,3424.1,14.791,86,430000,86,-134.47036743164062
21.0528,3464.81,3385.5,14.4674,87,435000,87,-170.14390563964844
20.9323,3458.29,2926.03,16.9536,88,440000,88,-160.194580078125
20.8203,3466.31,3448.93,14.8089,89,445000,89,-144.93817138671875
20.8927,3485.68,3245.05,14.7993,90,450000,90,-157.88856506347656
20.4057,3437.82,3397.34,14.0938,91,455000,91,-146.4352569580078
20.6283,3473.25,2943.74,13.5069,92,460000,92,-139.27554321289062
20.3736,3430.29,3427.06,13.8542,93,465000,93,-146.30258178710938
20.9812,3487.01,2942.6,13.3929,94,470000,94,-160.49925231933594
20.4205,3468.77,3445.37,14.3102,95,475000,95,-136.97686767578125
20.549,3461.63,3251.86,13.7725,96,480000,96,-168.1895294189453
20.3128,3421.71,3197.2,14.4059,97,485000,97,-158.4718780517578
19.8254,3459.37,3329.77,13.9669,98,490000,98,-144.8258514404297
20.0132,3448.87,3426.67,13.9018,99,495000,99,-156.94918823242188
20.0403,3473.76,3438.97,12.8382,100,500000,100,-153.79739379882812
20.1382,3443.64,3430.25,14.3557,101,505000,101,-160.27679443359375
20.3617,3473.44,3452.57,14.251,102,510000,102,-163.91488647460938
20.1246,3460.91,3173.13,12.9477,103,515000,103,-162.52789306640625
20.0115,3461.74,3434.83,12.6946,104,520000,104,-165.83326721191406
20.2824,3449.68,3426.51,15.0112,105,525000,105,-170.8683624267578
19.6007,3473.67,3408.75,13.5356,106,530000,106,-160.13270568847656
20.1098,3477.15,3445.71,13.9838,107,535000,107,-169.81687927246094
20.0394,3455.15,3377.65,12.2288,108,540000,108,-186.37550354003906
20.7225,3453.37,3430.2,13.3031,109,545000,109,-186.55490112304688
19.8823,3450.24,3364.35,13.353,110,550000,110,-176.3665313720703
19.8949,3478.32,3232.41,13.7805,111,555000,111,-177.4401092529297
19.4612,3465.16,3444.81,13.2199,112,560000,112,-168.0181884765625
19.6989,3460.67,3438.68,13.9825,113,565000,113,-172.5990447998047
19.4243,3451.17,3372.79,14.6593,114,570000,114,-192.46510314941406
19.7778,3479.21,3425.75,14.8811,115,575000,115,-197.7266082763672
19.4227,3472.8,3447.83,13.4312,116,580000,116,-181.00341796875
20.129,3465.29,3128.87,12.3151,117,585000,117,-199.5374298095703
19.4927,3454.03,3309.62,13.1075,118,590000,118,-178.5208282470703
19.943,3469.4,3045.6,13.729,119,595000,119,-185.57101440429688
19.6071,3462.08,3317.21,12.6039,120,600000,120,-204.86959838867188
19.5234,3443.4,3166.52,13.9841,121,605000,121,-195.7035369873047
19.8693,3475.92,3451.84,13.3063,122,610000,122,-197.44363403320312
19.5185,3432.28,3422.26,13.6215,123,615000,123,-185.93191528320312
20.093,3457.82,3378.91,14.7546,124,620000,124,-212.50328063964844
19.6801,3418.71,3306.27,13.7998,125,625000,125,-212.91783142089844
19.6273,3443.43,3428.78,13.81,126,630000,126,-197.97003173828125
20.0151,3428.52,3298.41,14.0281,127,635000,127,-200.94459533691406
19.926,3463.58,2823.38,12.4266,128,640000,128,-217.28712463378906
20.1831,3447.71,3419.03,14.0213,129,645000,129,-215.06565856933594
20.0247,3470.8,3405.71,12.289,130,650000,130,-212.68197631835938
19.6924,3468.5,3194.17,13.7586,131,655000,131,-209.7311553955078
19.484,3453.02,3423.21,13.1417,132,660000,132,-213.01979064941406
19.4114,3467.22,3446.14,14.179,133,665000,133,-226.764404296875
19.8072,3480.13,3458.71,14.5708,134,670000,134,-221.7157440185547
19.6384,3446.16,3257.3,13.3141,135,675000,135,-208.20852661132812
19.5012,3434.63,3409.33,13.7113,136,680000,136,-215.31817626953125
20.0809,3440.76,3380.8,13.3016,137,685000,137,-236.9022979736328
19.754,3459.49,3167.36,12.9037,138,690000,138,-221.76739501953125
19.4066,3434.85,3120.63,12.7174,139,695000,139,-230.308837890625
19.9363,3474.82,3445.2,14.1849,140,700000,140,-236.3704376220703
19.5355,3461.21,3403.34,13.4114,141,705000,141,-232.10397338867188
19.418,3463.06,3391.0,13.0725,142,710000,142,-231.70179748535156
19.4423,3454.14,3244.79,12.2588,143,715000,143,-218.78868103027344
19.5981,3438.08,3124.12,13.873,144,720000,144,-234.20223999023438
19.7194,3458.38,3404.97,13.3275,145,725000,145,-238.2704315185547
19.5077,3465.91,3433.83,13.4345,146,730000,146,-233.64785766601562
19.6779,3486.17,3428.66,13.3635,147,735000,147,-249.85348510742188
19.3788,3469.9,3443.3,13.5166,148,740000,148,-230.13430786132812
19.9821,3461.93,3340.65,13.8113,149,745000,149,-256.9599914550781
19.8709,3461.16,3419.37,13.2055,150,750000,150,-238.5702362060547
19.8497,3486.91,3452.32,13.9223,151,755000,151,-253.79074096679688
19.2817,3491.09,3450.1,13.1201,152,760000,152,-237.04141235351562
19.5417,3462.98,3233.78,13.1538,153,765000,153,-245.60195922851562
19.7523,3473.87,3434.82,13.9389,154,770000,154,-257.046142578125
19.324,3477.08,3433.14,13.5899,155,775000,155,-245.23037719726562
19.7186,3478.58,3449.31,13.533,156,780000,156,-261.5052795410156
19.7614,3465.96,3262.91,13.0891,157,785000,157,-272.17059326171875
19.8454,3476.91,3435.41,12.9346,158,790000,158,-273.4474182128906
19.9248,3475.02,3385.56,13.0401,159,795000,159,-247.48471069335938
19.7263,3461.98,3393.05,13.9328,160,800000,160,-270.92144775390625
19.7591,3455.69,3411.7,13.1562,161,805000,161,-268.917724609375
19.9173,3464.99,3375.01,13.8702,162,810000,162,-270.5723876953125
19.782,3464.62,3293.4,12.0144,163,815000,163,-266.1961364746094
19.9423,3426.95,3395.87,13.8672,164,820000,164,-281.7247314453125
19.2731,3473.49,3381.44,12.9601,165,825000,165,-271.3411560058594
20.633,3477.51,3090.95,12.5359,166,830000,166,-303.4733581542969
19.918,3480.03,3341.24,13.6254,167,835000,167,-288.3034362792969
19.5603,3475.27,3357.0,12.8825,168,840000,168,-293.6075439453125
19.8932,3476.69,3383.92,13.0357,169,845000,169,-295.3133544921875
19.7966,3480.5,3331.0,13.0705,170,850000,170,-291.34857177734375
20.1739,3475.2,3383.7,12.7364,171,855000,171,-308.18084716796875
20.0922,3459.97,3252.57,12.7083,172,860000,172,-304.7252197265625
19.8825,3486.76,3453.32,12.4819,173,865000,173,-276.1437683105469
19.9262,3478.52,3428.11,13.8795,174,870000,174,-311.158935546875
19.7932,3481.95,3451.69,12.6173,175,875000,175,-300.4349670410156
20.2914,3464.35,3167.39,13.6858,176,880000,176,-315.9218444824219
20.1694,3470.21,3385.44,13.8048,177,885000,177,-326.8127746582031
20.2305,3471.72,3125.84,12.7895,178,890000,178,-318.2144775390625
19.7241,3459.15,3348.51,13.1209,179,895000,179,-315.8432312011719
20.242,3469.95,3438.29,14.1107,180,900000,180,-334.2590026855469
19.7968,3459.72,3394.14,13.5381,181,905000,181,-330.6642150878906
19.737,3458.26,3341.37,13.0526,182,910000,182,-321.39324951171875
19.3949,3466.05,3408.55,12.6417,183,915000,183,-318.8229064941406
19.9414,3465.03,3404.92,13.053,184,920000,184,-341.18707275390625
19.945,3455.66,3189.23,12.6917,185,925000,185,-343.1559143066406
20.3094,3452.2,3031.84,13.3406,186,930000,186,-337.44097900390625
19.8319,3446.98,3413.53,12.611,187,935000,187,-321.44464111328125
19.8405,3460.95,3431.13,12.7024,188,940000,188,-329.6799621582031
19.9352,3472.95,3215.45,12.6587,189,945000,189,-340.685791015625
19.7124,3485.21,3361.13,12.8391,190,950000,190,-333.81622314453125
20.2564,3448.87,3382.84,13.9598,191,955000,191,-366.8584289550781
20.1555,3453.38,3359.34,12.9373,192,960000,192,-361.6518859863281
19.5537,3451.86,3290.78,13.1624,193,965000,193,-329.4618225097656
20.2799,3435.58,3045.39,12.4796,194,970000,194,-367.2950134277344
19.5854,3468.33,3328.44,13.2357,195,975000,195,-346.982666015625
19.5849,3447.66,3137.87,13.2224,196,980000,196,-382.9932861328125
19.5516,3436.7,3272.76,13.3084,197,985000,197,-365.3710021972656
20.0173,3442.18,3071.42,13.4885,198,990000,198,-391.48480224609375
20.2477,3450.94,3424.26,13.0146,199,995000,199,-383.9498291015625
