Running Forward KL,Real Sto Return,Running Env Steps,Reward Loss,Running Reverse KL,Running Update Time,Itration,Real Det Return
26.446,3223.83,325000,-112.26153564453125,14.4878,65,65,3337.08
28.0096,1487.53,330000,-318.1100769042969,17.0581,66,66,3417.8
25.749,3120.33,335000,-126.553955078125,12.278,67,67,3431.85
26.7603,3281.74,340000,-79.96112060546875,13.6581,68,68,3410.5
27.1321,2484.58,345000,-233.49624633789062,15.8457,69,69,3298.0
26.8422,3298.27,350000,-95.91055297851562,13.7274,70,70,3402.93
26.3276,2901.6,355000,-246.82586669921875,14.7489,71,71,3414.14
25.2539,3245.39,360000,-65.37550354003906,12.7531,72,72,3366.16
26.119,3358.49,365000,-72.55810546875,14.4719,73,73,3353.93
25.5712,3392.65,370000,-102.63258361816406,13.7094,74,74,3377.92
26.5597,3377.34,375000,-106.28551483154297,13.4321,75,75,3401.82
26.4517,3167.36,380000,-270.3515930175781,13.5826,76,76,3375.17
26.3678,2490.71,385000,-306.5860595703125,13.1993,77,77,3345.84
24.9699,2724.33,390000,-142.1170196533203,12.2286,78,78,3384.31
27.068,2112.7,395000,-402.1866149902344,14.1569,79,79,3410.0
25.4185,3385.36,400000,-60.30958938598633,13.3661,80,80,3429.04
25.9668,3052.87,405000,-221.25643920898438,13.2754,81,81,3389.89
26.6186,2842.07,410000,-181.00225830078125,12.9907,82,82,3449.61
26.2602,2474.95,415000,-391.7608642578125,12.6569,83,83,3439.64
26.1278,2939.72,420000,-221.33642578125,14.7572,84,84,3410.11
24.6938,3014.99,425000,-182.8845672607422,11.7394,85,85,3376.28
28.1587,1491.68,430000,-601.5264892578125,27.1011,86,86,1848.16
25.7305,2169.76,435000,-89.3361587524414,13.7197,87,87,3400.15
26.4756,3089.66,440000,-144.88905334472656,14.4527,88,88,3429.62
26.6087,2594.71,445000,-283.2503967285156,16.3019,89,89,3426.15
27.108,2766.21,450000,-324.1309509277344,14.2597,90,90,3411.7
24.7558,2549.38,455000,-199.52523803710938,15.2304,91,91,3399.92
26.1681,2867.82,460000,-325.6815185546875,14.2416,92,92,3396.98
24.7318,3010.25,465000,-158.74618530273438,13.8646,93,93,3460.28
25.7636,2859.65,470000,-288.0906982421875,16.7263,94,94,3422.87
26.6354,1645.47,475000,-422.5307312011719,19.3797,95,95,2933.46
25.6024,3271.64,480000,-186.85562133789062,14.4634,96,96,3448.63
27.8797,1731.01,485000,-555.6442260742188,21.8904,97,97,1704.93
24.3625,3110.94,490000,-138.1171417236328,11.6888,98,98,3372.87
26.0656,2598.76,495000,-466.4190368652344,20.2053,99,99,3417.77
25.3048,3017.2,500000,-249.26341247558594,14.2173,100,100,3471.79
27.3005,2169.4,505000,-457.3760070800781,13.3183,101,101,3459.9
26.663,2031.75,510000,-361.0693359375,21.1132,102,102,3437.19
25.7941,2997.36,515000,-195.93626403808594,12.3813,103,103,3398.97
24.796,3297.9,520000,-137.63021850585938,12.2793,104,104,3375.66
27.7272,1335.61,525000,-637.2213134765625,16.213,105,105,3362.81
24.6694,3123.23,530000,-216.54647827148438,13.5245,106,106,3418.14
23.9265,2063.31,535000,-381.9825134277344,10.5977,107,107,3451.16
27.4177,1530.74,540000,-583.6770629882812,22.8887,108,108,2330.51
24.0114,3313.92,545000,-184.77093505859375,13.3096,109,109,3452.71
25.162,2367.12,550000,-283.2248229980469,12.3495,110,110,3387.3
26.7934,2874.26,555000,-299.5374755859375,12.4808,111,111,3354.57
24.991,3268.72,560000,-159.9164581298828,12.7345,112,112,3450.42
25.6049,2243.56,565000,-366.8603820800781,13.6825,113,113,3414.51
25.3505,3207.69,570000,-177.2202911376953,12.9277,114,114,3427.13
25.5111,2589.31,575000,-346.6361083984375,12.4763,115,115,3441.1
26.0177,2115.62,580000,-586.1687622070312,18.6121,116,116,3404.31
26.6537,1810.24,585000,-438.52288818359375,14.0164,117,117,3332.95
27.1086,2297.4,590000,-411.1826477050781,12.7926,118,118,3394.55
25.2682,2845.51,595000,-280.64776611328125,12.4992,119,119,3423.28
25.5755,3000.15,600000,-217.76217651367188,12.7143,120,120,3428.33
25.0917,3212.31,605000,-197.41928100585938,14.0552,121,121,3428.19
25.3061,3372.76,610000,-146.39144897460938,12.9162,122,122,3377.27
27.0823,1766.57,615000,-532.8629150390625,34.9893,123,123,3366.7
26.97,2216.92,620000,-519.12890625,16.6139,124,124,3413.39
25.9318,2866.54,625000,-439.79840087890625,14.5863,125,125,3408.01
26.0657,2669.69,630000,-358.0918884277344,13.4547,126,126,3431.28
25.5739,3039.42,635000,-226.21798706054688,12.3643,127,127,3406.07
25.3691,3376.26,640000,-149.5084228515625,13.7968,128,128,3409.33
26.7141,2200.82,645000,-343.1587219238281,11.9701,129,129,3406.43
24.9019,3365.44,650000,-183.95352172851562,12.3134,130,130,3379.04
24.5749,3234.21,655000,-148.6851043701172,12.5971,131,131,3404.46
26.3083,2812.39,660000,-398.66656494140625,13.554,132,132,3445.55
26.0279,3384.46,665000,-236.76669311523438,12.5324,133,133,3461.32
26.1566,2848.24,670000,-271.02850341796875,12.5956,134,134,3494.49
26.8261,2064.62,675000,-554.3807373046875,12.1355,135,135,3421.58
27.6284,1906.34,680000,-611.7359619140625,13.2786,136,136,3442.19
25.7808,2888.56,685000,-284.1124572753906,12.1029,137,137,3379.42
26.0343,3017.12,690000,-309.4470520019531,12.23,138,138,3466.19
24.953,3395.97,695000,-208.78297424316406,11.9495,139,139,3495.91
25.422,3359.15,700000,-166.78094482421875,12.9426,140,140,3426.09
26.2207,2789.42,705000,-248.03793334960938,12.5224,141,141,3432.03
26.6196,2432.1,710000,-409.899658203125,12.9638,142,142,3467.65
26.0576,2965.94,715000,-477.22845458984375,13.0962,143,143,3446.99
26.9528,2390.29,720000,-529.4376220703125,14.0951,144,144,3442.01
25.4246,2992.87,725000,-283.673583984375,18.7391,145,145,3459.44
25.8776,2798.03,730000,-413.9017333984375,12.5642,146,146,3422.22
27.6803,2304.24,735000,-473.5853576660156,12.5597,147,147,3473.55
26.8688,2656.97,740000,-431.9193420410156,12.4344,148,148,3481.82
25.8372,2918.12,745000,-346.30853271484375,11.3207,149,149,3441.9
25.2041,2916.14,750000,-259.3879699707031,11.7869,150,150,3473.08
25.4917,3379.58,755000,-247.0604248046875,11.9392,151,151,3397.58
25.5848,2709.3,760000,-341.0510559082031,11.5885,152,152,3459.25
25.7355,3166.08,765000,-232.3580322265625,11.7724,153,153,3483.66
24.8815,3453.83,770000,-156.12464904785156,11.4154,154,154,3486.06
25.1796,3009.49,775000,-286.4859619140625,11.4906,155,155,3465.54
25.375,3469.99,780000,-148.92709350585938,12.8728,156,156,3481.25
25.9068,2874.37,785000,-273.0398254394531,11.7911,157,157,3437.72
25.4534,2976.06,790000,-344.6693420410156,12.0202,158,158,3427.41
25.8422,2808.37,795000,-323.1894226074219,15.5199,159,159,3428.34
25.5176,3321.06,800000,-367.1659851074219,15.6825,160,160,3429.16
27.7265,2156.09,805000,-611.0055541992188,15.1397,161,161,3355.83
24.6168,2980.57,810000,-227.4425048828125,11.8718,162,162,3445.23
24.7717,3212.31,815000,-225.19981384277344,11.6506,163,163,3421.82
25.6276,2691.42,820000,-349.6722106933594,14.3467,164,164,3459.02
26.9554,1598.61,825000,-632.98828125,23.4579,165,165,1489.83
25.2077,2369.01,830000,-406.79974365234375,19.4438,166,166,3486.31
26.5679,2988.9,835000,-345.83270263671875,12.1181,167,167,3424.09
25.5676,3356.44,840000,-306.9559326171875,11.3722,168,168,3459.33
25.0868,3012.4,845000,-272.05133056640625,11.3414,169,169,3432.82
26.1024,2901.97,850000,-453.4391174316406,12.9163,170,170,3426.21
25.8842,3169.1,855000,-354.9007873535156,11.6955,171,171,3438.79
26.3225,2289.36,860000,-588.7531127929688,16.2162,172,172,3428.84
25.5251,3352.9,865000,-241.50758361816406,12.792,173,173,3473.59
25.2068,2756.54,870000,-437.0047912597656,12.0074,174,174,3381.16
26.0019,2469.83,875000,-548.9896240234375,15.2986,175,175,3459.5
26.754,2265.13,880000,-575.1261596679688,15.4922,176,176,3453.2
24.0347,3317.23,885000,-210.02078247070312,11.3357,177,177,3421.58
25.071,3271.59,890000,-365.0984802246094,14.9245,178,178,3448.46
24.7175,3236.76,895000,-295.1514587402344,12.8242,179,179,3429.01
24.7772,3234.63,900000,-324.74737548828125,13.1287,180,180,3461.2
25.7201,3331.96,905000,-199.36346435546875,13.1641,181,181,3441.31
24.8653,2516.35,910000,-186.2928924560547,12.9898,182,182,3433.7
25.7928,3225.75,915000,-347.4735107421875,13.068,183,183,3418.24
24.2867,3245.19,920000,-182.38401794433594,12.1564,184,184,3454.88
25.3903,3328.69,925000,-346.72271728515625,17.2832,185,185,3452.09
26.689,2263.39,930000,-678.7919311523438,31.2707,186,186,3400.02
25.9341,2919.79,935000,-654.8694458007812,28.4551,187,187,3420.23
24.4962,3348.55,940000,-200.3509979248047,12.4001,188,188,3467.13
24.7382,3390.38,945000,-199.55860900878906,12.4998,189,189,3473.32
24.8558,3196.28,950000,-243.0847930908203,12.028,190,190,3467.42
24.6927,3418.26,955000,-271.3248596191406,11.5792,191,191,3443.37
26.0868,2985.31,960000,-471.5719299316406,14.3147,192,192,3423.27
24.7087,3426.77,965000,-278.4645690917969,11.2324,193,193,3471.8
25.0522,3117.56,970000,-342.33612060546875,19.2009,194,194,3426.49
23.6842,3339.37,975000,-245.32640075683594,14.1587,195,195,3465.76
24.2244,3312.54,980000,-279.8519287109375,11.9014,196,196,3392.75
23.9961,3248.5,985000,-204.41770935058594,11.7536,197,197,3458.67
24.3761,3101.89,990000,-472.94921875,16.4703,198,198,3402.55
24.4425,2933.99,995000,-442.9836730957031,15.3418,199,199,3402.78
