Real Sto Return,Reward Loss,Running Update Time,Running Env Steps,Itration,Real Det Return,Running Forward KL,Running Reverse KL
2215.5,-1440.318359375,45,225000,45,2610.93,155.1336,12.1685
2195.24,-1450.208984375,46,230000,46,2562.77,154.992,12.5709
2899.43,-1507.778076171875,47,235000,47,3070.17,154.7335,11.2979
2448.83,-1508.6331787109375,48,240000,48,2709.19,154.4657,11.1695
3063.94,-1504.4005126953125,49,245000,49,3600.5,154.3305,11.2165
3384.6,-1520.7900390625,50,250000,50,3804.78,154.2768,11.8065
3507.88,-1532.6378173828125,51,255000,51,3872.68,153.8218,11.3367
3334.42,-1545.1314697265625,52,260000,52,3731.96,153.936,11.5485
3987.22,-1560.1470947265625,53,265000,53,4605.69,153.7838,11.5218
4080.0,-1553.7349853515625,54,270000,54,4508.68,153.3398,11.6733
4259.59,-1542.6868896484375,55,275000,55,4517.12,153.2799,12.0476
4365.64,-1612.69091796875,56,280000,56,4935.3,152.9622,11.8798
4523.23,-1589.732666015625,57,285000,57,5062.24,153.157,12.6261
4804.1,-1589.54736328125,58,290000,58,5266.54,152.774,12.543
4840.24,-1550.65478515625,59,295000,59,5269.35,152.2449,12.443
5103.76,-1596.7222900390625,60,300000,60,5555.52,152.4586,12.7641
5098.38,-1618.6063232421875,61,305000,61,5456.24,152.4034,12.7488
5136.45,-1694.622314453125,62,310000,62,5463.24,152.8941,13.5323
5652.33,-1642.003662109375,63,315000,63,6095.47,152.0277,12.9513
5545.31,-1656.37939453125,64,320000,64,6105.2,152.1097,13.6496
5803.22,-1711.6114501953125,65,325000,65,6238.01,152.6064,14.2756
5767.7,-1711.3638916015625,66,330000,66,6259.5,151.9593,14.0017
5975.98,-1748.3189697265625,67,335000,67,6313.7,151.8124,13.2952
6194.47,-1696.3619384765625,68,340000,68,6680.67,151.5928,14.3317
6137.83,-1761.037353515625,69,345000,69,6564.9,151.9129,14.1901
6333.49,-1787.257080078125,70,350000,70,6711.94,151.8342,14.6892
6341.1,-1837.350341796875,71,355000,71,6817.73,151.7393,15.4895
6476.71,-1775.5806884765625,72,360000,72,6977.12,151.3135,14.68
6656.79,-1790.6097412109375,73,365000,73,6868.7,151.524,15.8514
6718.38,-1818.391845703125,74,370000,74,7225.88,151.8248,15.1975
6591.92,-1885.0311279296875,75,375000,75,7020.27,151.4076,15.1027
6666.23,-1871.8912353515625,76,380000,76,7223.82,150.9212,14.8774
6972.35,-1833.669189453125,77,385000,77,7458.24,150.4474,14.9406
6602.25,-1989.2037353515625,78,390000,78,7099.68,151.3534,15.4002
6986.81,-1922.1895751953125,79,395000,79,7459.59,150.7749,15.8278
6882.9,-1889.05078125,80,400000,80,7511.91,150.0117,15.8775
7007.77,-1942.102783203125,81,405000,81,7546.65,150.2712,15.1748
7056.59,-1961.7757568359375,82,410000,82,7200.01,150.3436,15.5864
7065.5,-1912.4708251953125,83,415000,83,7609.51,149.8567,15.0529
7094.76,-1970.1873779296875,84,420000,84,7692.22,150.448,15.3362
7055.73,-2032.5546875,85,425000,85,7754.21,150.3638,15.3867
7122.31,-2048.487548828125,86,430000,86,7769.84,150.1371,15.2879
7337.5,-2041.918701171875,87,435000,87,7796.93,150.1962,15.2821
7157.37,-2013.650390625,88,440000,88,7611.33,149.2091,14.7255
7366.85,-2072.971435546875,89,445000,89,7810.13,149.8492,15.5003
7316.58,-2092.271240234375,90,450000,90,7821.99,149.4089,15.0641
7511.36,-2102.423583984375,91,455000,91,8011.92,149.2874,15.3353
7448.78,-2098.454833984375,92,460000,92,7917.06,148.7909,15.1616
7458.55,-2095.5439453125,93,465000,93,7944.55,148.6789,14.8819
7465.07,-2081.71630859375,94,470000,94,7886.66,148.77,14.8036
7569.06,-2128.921630859375,95,475000,95,7959.27,149.1165,15.1487
7593.86,-2142.51513671875,96,480000,96,8222.17,148.7564,14.73
7581.34,-2148.43798828125,97,485000,97,8136.67,148.3545,15.3594
7757.02,-2188.7802734375,98,490000,98,8302.86,148.5709,15.5388
7703.77,-2219.094970703125,99,495000,99,8109.8,148.7666,15.056
7938.36,-2161.234130859375,100,500000,100,8543.67,147.8065,15.0165
7921.22,-2195.975830078125,101,505000,101,8399.27,147.7932,14.6182
8151.48,-2143.361572265625,102,510000,102,8561.39,147.5358,14.8407
8168.87,-2126.494384765625,103,515000,103,8647.47,146.9651,14.6674
8075.07,-2172.749755859375,104,520000,104,8419.47,147.3858,14.7502
8095.72,-2189.9208984375,105,525000,105,8568.72,147.0365,14.5873
8109.39,-2169.657470703125,106,530000,106,8764.24,147.0295,14.2917
8170.43,-2130.7421875,107,535000,107,8735.59,146.7796,14.7783
8368.05,-2134.495849609375,108,540000,108,8744.88,146.265,14.6803
8452.02,-2167.96435546875,109,545000,109,8821.01,146.1863,14.0423
8575.16,-2187.573974609375,110,550000,110,8908.72,146.11,15.7011
8460.38,-2230.8564453125,111,555000,111,8774.66,145.9126,14.971
8780.51,-2208.20263671875,112,560000,112,9090.81,146.4544,15.0399
8591.46,-2212.086181640625,113,565000,113,9199.16,145.6977,14.7066
8550.24,-2209.807861328125,114,570000,114,8935.97,146.1111,14.7788
8615.57,-2330.061279296875,115,575000,115,8941.9,145.8632,14.5519
8678.11,-2293.295166015625,116,580000,116,8968.29,145.7615,14.72
8287.71,-2467.660400390625,117,585000,117,8487.92,146.9095,15.05
8739.75,-2321.70947265625,118,590000,118,9083.14,145.879,14.5445
8666.3,-2304.064697265625,119,595000,119,8938.23,145.6634,14.5506
8945.14,-2255.641357421875,120,600000,120,9343.15,145.2177,14.8477
8930.37,-2242.6806640625,121,605000,121,9454.54,145.0529,14.2265
8958.33,-2312.425537109375,122,610000,122,9289.59,145.0588,14.0511
9102.39,-2305.76171875,123,615000,123,9503.85,144.7144,14.2877
9240.77,-2275.636962890625,124,620000,124,9742.93,144.2991,14.8512
9217.71,-2295.871826171875,125,625000,125,9694.88,144.33,14.3694
9033.23,-2382.11376953125,126,630000,126,9479.87,144.7516,14.0831
9201.56,-2314.4765625,127,635000,127,9668.83,144.0706,14.6614
9154.44,-2331.6591796875,128,640000,128,9637.61,143.9614,13.3471
9304.23,-2281.429443359375,129,645000,129,9646.61,143.9069,14.7016
9299.0,-2397.51904296875,130,650000,130,9706.42,144.5172,13.9681
9452.79,-2264.63330078125,131,655000,131,9872.3,143.7482,13.6858
9218.19,-2372.09375,132,660000,132,9578.96,144.2244,13.6559
9410.9,-2327.06982421875,133,665000,133,9885.44,144.0174,13.9092
9388.89,-2269.412841796875,134,670000,134,9889.18,143.134,13.742
9135.32,-2349.11669921875,135,675000,135,9626.05,143.4073,13.8943
9586.73,-2340.561767578125,136,680000,136,9938.24,143.2125,14.0264
9561.62,-2384.374755859375,137,685000,137,9953.38,143.1115,14.4589
9468.83,-2282.974609375,138,690000,138,9961.87,142.8656,13.2837
9507.76,-2414.717041015625,139,695000,139,9825.3,143.1348,13.6126
9450.91,-2304.236572265625,140,700000,140,10001.39,143.1082,13.7776
-866.39,-5006.81787109375,141,705000,141,-928.88,159.9662,27.7773
-388.9,-4540.5625,142,710000,142,-397.51,158.525,16.9488
893.59,-4268.3076171875,143,715000,143,956.05,156.2503,12.1732
2435.05,-4104.623046875,144,720000,144,3511.16,152.2746,10.8678
3715.42,-3828.623779296875,145,725000,145,4285.28,150.3867,10.9736
6219.26,-3247.319091796875,146,730000,146,6769.67,147.1718,11.3605
8919.43,-2417.25341796875,147,735000,147,9323.82,143.9562,12.2223
8534.54,-2505.462890625,148,740000,148,9163.32,144.0389,12.2365
9323.0,-2531.992431640625,149,745000,149,9735.28,143.6435,12.5547
8778.34,-2541.697998046875,150,750000,150,9459.77,143.3183,12.0239
9609.22,-2377.49267578125,151,755000,151,10020.67,142.6713,12.8411
9585.85,-2463.506103515625,152,760000,152,10103.95,142.7677,13.4044
9701.6,-2348.2119140625,153,765000,153,9827.25,141.9897,12.2777
9739.41,-2313.772216796875,154,770000,154,10172.14,141.5709,12.6919
9941.87,-2346.4453125,155,775000,155,10336.3,141.8691,12.3053
9938.95,-2579.54541015625,156,780000,156,10231.47,141.3635,11.5801
9891.08,-2465.15185546875,157,785000,157,10241.01,142.0397,13.1271
10030.49,-2290.015380859375,158,790000,158,10423.71,141.2222,11.8355
9996.88,-2333.92138671875,159,795000,159,10202.75,141.6839,12.3671
9954.18,-2397.570556640625,160,800000,160,10390.73,141.4557,12.4393
10058.79,-2394.37890625,161,805000,161,10451.89,141.9004,12.6668
10277.86,-2291.400390625,162,810000,162,10545.69,140.5904,12.0979
10354.58,-2334.510498046875,163,815000,163,10627.74,140.6318,12.4416
10294.12,-2295.84521484375,164,820000,164,10727.85,140.6291,12.1372
10096.89,-2505.174560546875,165,825000,165,10257.51,141.2082,12.6586
10298.1,-2374.751953125,166,830000,166,10601.26,140.0896,11.7953
10260.09,-2336.031982421875,167,835000,167,10586.74,140.6021,12.7451
10085.93,-2353.216552734375,168,840000,168,10602.14,140.732,12.4041
10228.68,-2378.6875,169,845000,169,10552.59,140.2545,12.3342
10392.16,-2279.31640625,170,850000,170,10656.97,139.673,11.8355
10529.86,-2281.097900390625,171,855000,171,10821.76,140.4135,12.7947
9984.6,-2356.70947265625,172,860000,172,10628.15,140.9099,12.2246
10335.54,-2453.988037109375,173,865000,173,10663.48,140.2726,12.0854
10432.33,-2391.3359375,174,870000,174,10829.44,140.76,12.8193
9886.96,-2396.591552734375,175,875000,175,10247.94,139.3896,11.7283
10383.56,-2377.690673828125,176,880000,176,10851.69,139.9861,12.2613
10348.27,-2272.2216796875,177,885000,177,10959.83,139.0087,11.7243
10514.07,-2247.239501953125,178,890000,178,10967.27,138.7436,12.0832
10656.79,-2293.88232421875,179,895000,179,11006.41,138.6335,11.8778
10678.66,-2308.2470703125,180,900000,180,11103.09,138.3649,12.1593
10460.62,-2282.61767578125,181,905000,181,10941.23,139.8866,11.7326
10423.69,-2553.887939453125,182,910000,182,10642.78,139.4523,12.0263
10639.48,-2407.08447265625,183,915000,183,10962.59,138.911,11.7264
10863.74,-2315.830810546875,184,920000,184,11095.74,139.2971,12.3009
10703.06,-2326.27392578125,185,925000,185,11085.95,138.2299,11.8905
10787.79,-2229.1630859375,186,930000,186,11141.0,138.5417,11.6116
10531.61,-2278.167236328125,187,935000,187,11078.24,138.5409,11.3733
10506.6,-2466.863525390625,188,940000,188,10746.11,138.2949,11.8172
10797.32,-2399.85986328125,189,945000,189,11174.22,138.4032,11.7422
10769.92,-2464.566162109375,190,950000,190,11136.64,138.782,12.4098
10593.44,-2482.372802734375,191,955000,191,10594.34,138.9762,11.6063
10740.13,-2444.544677734375,192,960000,192,11140.15,138.2932,11.7074
10671.33,-2345.76025390625,193,965000,193,11222.08,138.3245,11.3893
10418.0,-2491.333984375,194,970000,194,10749.94,138.8724,12.4358
10720.8,-2273.1494140625,195,975000,195,11114.17,136.7071,11.2176
10823.99,-2260.606201171875,196,980000,196,11212.35,136.7504,10.9038
10960.27,-2141.979736328125,197,985000,197,11405.13,136.0877,10.5973
10780.0,-2435.287841796875,198,990000,198,11081.37,137.9084,11.3766
9763.55,-2489.406005859375,199,995000,199,10860.32,138.0717,11.3288
10943.84,-2223.0830078125,200,1000000,200,11496.28,136.329,10.9799
10928.17,-2271.803955078125,201,1005000,201,11431.5,136.0405,10.7869
10647.29,-2346.740234375,202,1010000,202,11048.03,137.2133,11.0096
11016.54,-2380.195068359375,203,1015000,203,11405.76,137.0046,11.4239
10915.93,-2328.659912109375,204,1020000,204,11338.46,136.5642,11.2312
10946.09,-2269.177978515625,205,1025000,205,11467.25,136.2861,10.8643
11048.35,-2425.870849609375,206,1030000,206,11343.29,136.9288,11.0097
10944.41,-2268.175048828125,207,1035000,207,11406.61,135.9846,10.7803
11037.7,-2365.23486328125,208,1040000,208,11491.73,137.3006,11.0522
10992.63,-2383.005126953125,209,1045000,209,11428.05,136.5367,11.0584
11031.24,-2264.7138671875,210,1050000,210,11427.83,136.2676,10.874
11035.76,-2377.953125,211,1055000,211,11481.98,136.2678,10.7339
11064.57,-2348.864501953125,212,1060000,212,11517.85,136.7361,11.0065
10532.73,-2369.77294921875,213,1065000,213,11403.52,136.4074,10.7398
11036.98,-2390.9716796875,214,1070000,214,11409.82,136.9564,11.0521
11011.75,-2395.99169921875,215,1075000,215,11562.22,136.7699,10.9019
11053.95,-2298.38525390625,216,1080000,216,11469.38,136.1577,11.1516
10978.98,-2347.137451171875,217,1085000,217,11430.84,137.0689,10.9282
11098.97,-2387.518310546875,218,1090000,218,11556.22,137.0538,11.2152
10570.62,-2408.195068359375,219,1095000,219,11581.6,136.5591,11.1121
11077.25,-2294.55126953125,220,1100000,220,11266.72,135.875,10.3765
11018.75,-2438.239501953125,221,1105000,221,11635.69,137.2722,11.0099
11002.94,-2316.521240234375,222,1110000,222,11454.11,135.7753,10.8802
10498.31,-2421.71240234375,223,1115000,223,11435.28,136.1728,10.6303
3626.18,-5464.3251953125,224,1120000,224,4168.96,140.6505,18.9679
3921.67,-5646.30322265625,225,1125000,225,4115.74,153.5848,13.1849
6801.01,-4594.72021484375,226,1130000,226,7646.09,146.7824,12.7385
9173.14,-3675.451904296875,227,1135000,227,9577.61,139.261,11.0004
8748.49,-3600.8583984375,228,1140000,228,9994.6,137.615,11.6147
8567.24,-3200.100830078125,229,1145000,229,9264.1,135.6741,9.4331
3578.89,-5720.81494140625,230,1150000,230,4512.78,151.2905,11.2225
3870.42,-5855.41650390625,231,1155000,231,4776.97,151.2989,11.8384
1416.26,-5972.9873046875,232,1160000,232,1509.15,156.2386,12.4834
2480.84,-5815.49755859375,233,1165000,233,2962.89,154.2682,11.5893
720.1,-5978.1953125,234,1170000,234,883.57,154.5882,10.7315
1887.91,-5881.55126953125,235,1175000,235,2201.18,152.4592,12.0772
2558.08,-5647.71435546875,236,1180000,236,3703.38,152.5486,11.2265
3073.36,-5789.673828125,237,1185000,237,2898.34,153.166,10.4248
718.55,-5390.26611328125,238,1190000,238,633.76,153.8125,12.2365
282.29,-4527.90087890625,239,1195000,239,546.84,152.7947,13.1269
1509.89,-5800.85546875,240,1200000,240,2732.67,150.4762,10.0961
1979.12,-5899.19091796875,241,1205000,241,2416.19,150.4889,10.4913
1015.06,-6807.3828125,242,1210000,242,492.53,153.8385,16.4984
1578.49,-6251.60693359375,243,1215000,243,1947.89,154.3639,11.2754
2356.96,-6145.169921875,244,1220000,244,2322.17,152.6063,11.0617
1804.09,-5702.005859375,245,1225000,245,2871.71,148.5769,9.7493
1480.21,-5808.5634765625,246,1230000,246,2147.71,149.8106,10.0763
2671.92,-6071.07861328125,247,1235000,247,2517.85,148.7888,17.5977
4560.46,-5211.28369140625,248,1240000,248,4130.05,148.3281,12.4001
4241.54,-5183.68603515625,249,1245000,249,4425.76,147.6045,9.6415
6203.7,-4589.8173828125,250,1250000,250,6484.46,143.6882,10.5504
6794.74,-4232.90234375,251,1255000,251,6670.23,141.3679,10.8364
5935.57,-4970.66943359375,252,1260000,252,6859.8,139.2145,12.1394
7578.06,-3143.31005859375,253,1265000,253,8275.36,137.9948,9.6503
-125.41,-7351.1640625,254,1270000,254,-99.24,160.573,21.3917
5418.63,-5328.5712890625,255,1275000,255,5424.85,147.7072,10.3363
8676.13,-3914.066650390625,256,1280000,256,7151.51,141.5713,11.2373
8680.95,-3551.645751953125,257,1285000,257,8492.62,138.5801,9.9069
8076.01,-3980.526123046875,258,1290000,258,8106.69,137.3582,9.0482
1596.49,-6100.044921875,259,1295000,259,1597.39,142.0309,14.5359
1163.77,-6869.9931640625,260,1300000,260,1066.11,154.8608,15.502
4756.77,-5852.88916015625,261,1305000,261,4477.09,148.8908,11.8289
8290.1,-4039.218017578125,262,1310000,262,8456.14,143.0384,11.1251
8162.78,-3781.24560546875,263,1315000,263,8248.9,139.8218,10.8459
7323.07,-3787.705078125,264,1320000,264,8218.77,140.3914,9.8337
7001.5,-4638.6259765625,265,1325000,265,7390.42,142.3476,9.3547
2471.6,-6722.51611328125,266,1330000,266,1046.73,145.5344,21.8697
7636.34,-5020.90087890625,267,1335000,267,7335.04,144.2045,10.0865
7759.6,-4512.98583984375,268,1340000,268,7979.04,142.1952,10.4832
6600.26,-4116.92236328125,269,1345000,269,7622.78,142.364,11.4109
3654.24,-5813.98486328125,270,1350000,270,3240.28,144.3618,9.1698
1802.44,-6786.2314453125,271,1355000,271,1871.46,152.801,10.0985
404.79,-6857.453125,272,1360000,272,441.33,150.6317,11.893
4389.64,-5891.04345703125,273,1365000,273,5472.96,147.3631,10.4498
3277.26,-6791.7919921875,274,1370000,274,2643.92,149.6808,12.1955
731.53,-7154.83837890625,275,1375000,275,481.28,154.7587,13.417
1208.84,-6811.72802734375,276,1380000,276,1655.35,152.6746,11.0359
2375.7,-6553.01708984375,277,1385000,277,2387.91,148.4766,11.2639
5253.44,-5373.50146484375,278,1390000,278,4895.28,145.3757,10.5871
5829.51,-5253.89013671875,279,1395000,279,4979.42,144.5078,10.0606
1715.72,-6875.3076171875,280,1400000,280,1665.8,151.9916,11.1537
4600.04,-5947.16943359375,281,1405000,281,4756.64,149.6397,11.1853
4015.37,-6056.58056640625,282,1410000,282,4285.35,150.3721,10.2367
4740.38,-5472.99853515625,283,1415000,283,5117.55,147.0678,10.6676
5748.53,-4917.06787109375,284,1420000,284,6209.33,142.8193,9.6983
8301.96,-3834.605712890625,285,1425000,285,8728.95,139.2851,10.1278
9946.15,-2998.412109375,286,1430000,286,10073.04,136.1376,9.5714
10105.4,-2870.40283203125,287,1435000,287,10482.73,135.0612,9.7806
10689.37,-2799.775146484375,288,1440000,288,10367.93,135.2342,9.821
10738.07,-2793.706787109375,289,1445000,289,10634.08,134.1606,9.2431
10872.96,-2826.828125,290,1450000,290,11142.09,134.6301,9.9528
10625.0,-3039.922607421875,291,1455000,291,10337.37,135.5105,9.7569
10379.62,-2941.8095703125,292,1460000,292,10581.51,134.99,10.0431
10105.58,-2903.28076171875,293,1465000,293,10656.35,136.4751,10.5095
6843.09,-4451.96337890625,294,1470000,294,7685.28,138.6677,9.327
3872.12,-6213.72900390625,295,1475000,295,4468.07,142.0126,14.9638
2329.75,-5742.111328125,296,1480000,296,3296.08,142.5426,13.8623
-563.8,-8097.03076171875,297,1485000,297,-578.34,162.0744,72.7007
-95.19,-7595.80859375,298,1490000,298,-322.4,159.1216,19.2759
-674.64,-6141.4443359375,299,1495000,299,-786.74,157.2388,15.7853
84.89,-6800.20361328125,300,1500000,300,340.71,148.0389,11.6503
8396.09,-4151.865234375,301,1505000,301,7470.61,139.032,10.4988
7837.84,-4497.6298828125,302,1510000,302,7958.7,141.6733,10.5432
7341.06,-4806.2392578125,303,1515000,303,8337.01,141.3769,9.4606
7697.92,-4398.8505859375,304,1520000,304,7873.67,141.7928,10.6636
8523.64,-3992.2265625,305,1525000,305,9431.11,138.5108,10.3224
9160.69,-4055.259765625,306,1530000,306,9266.29,138.8648,9.0924
7903.69,-4219.232421875,307,1535000,307,8696.11,141.5658,10.0893
6735.69,-4958.71923828125,308,1540000,308,7134.89,144.5143,9.5737
4915.22,-5213.994140625,309,1545000,309,4857.81,144.6408,9.7801
5556.76,-5055.7822265625,310,1550000,310,6356.28,144.9419,9.605
8985.77,-3781.75732421875,311,1555000,311,8620.61,138.4208,9.6339
9105.36,-3683.015869140625,312,1560000,312,9484.76,138.03,10.3267
8901.99,-3332.8818359375,313,1565000,313,10423.26,136.371,9.5329
9064.08,-4154.51123046875,314,1570000,314,9679.05,137.1156,8.8079
9867.2,-3526.1005859375,315,1575000,315,9335.56,136.5895,9.6956
9891.82,-4417.9921875,316,1580000,316,9979.98,137.4403,8.3444
9724.53,-3891.64453125,317,1585000,317,8604.82,137.8411,9.142
9383.88,-3622.238525390625,318,1590000,318,10190.86,136.6199,9.4475
9999.23,-3558.499267578125,319,1595000,319,10001.01,136.6267,9.2482
9816.93,-4168.97509765625,320,1600000,320,9987.93,137.8664,9.6596
9817.86,-4473.943359375,321,1605000,321,9993.44,137.6741,8.3352
9431.8,-4054.1630859375,322,1610000,322,9556.01,138.306,8.9933
8873.63,-3377.713134765625,323,1615000,323,10515.73,137.3547,9.6395
9730.47,-3621.5048828125,324,1620000,324,10046.3,138.1464,9.8997
9708.56,-3826.4599609375,325,1625000,325,10421.15,139.0171,9.6601
8177.25,-4478.7099609375,326,1630000,326,7800.5,142.5559,12.0415
7994.08,-5309.50634765625,327,1635000,327,7626.54,141.6675,11.4096
4265.56,-6094.19873046875,328,1640000,328,4201.14,145.9286,9.3625
2276.74,-6690.22802734375,329,1645000,329,2714.5,148.2874,12.0688
-532.32,-8216.7763671875,330,1650000,330,-556.1,161.2678,58.1052
880.31,-7367.3603515625,331,1655000,331,835.61,154.9495,14.6556
639.48,-7417.1650390625,332,1660000,332,510.57,155.2225,13.0053
733.14,-7239.0927734375,333,1665000,333,715.07,154.7161,12.4299
568.38,-7525.70849609375,334,1670000,334,585.22,147.5734,13.9196
6929.75,-5048.40576171875,335,1675000,335,7038.0,140.4879,11.207
5237.95,-6223.63916015625,336,1680000,336,5120.79,144.5212,8.9705
8308.37,-4456.9990234375,337,1685000,337,9267.14,140.7607,10.2032
8448.77,-4308.34912109375,338,1690000,338,8992.64,137.9063,8.6669
8667.52,-4116.62060546875,339,1695000,339,9849.87,138.0399,9.794
8944.64,-3755.486083984375,340,1700000,340,8464.86,136.7497,8.5202
1504.7,-8486.537109375,341,1705000,341,527.77,160.7194,50.4002
-410.11,-8475.8095703125,342,1710000,342,-398.55,160.7469,48.6396
4455.03,-6386.67333984375,343,1715000,343,5263.3,146.2814,8.8427
1775.48,-7273.9189453125,344,1720000,344,2134.08,151.0381,9.7731
95.65,-7282.357421875,345,1725000,345,365.85,155.1993,11.2198
6502.99,-4356.275390625,346,1730000,346,7645.91,138.3002,9.0275
9776.26,-3331.287353515625,347,1735000,347,10276.78,137.6004,9.3134
9761.93,-3683.498291015625,348,1740000,348,10075.97,138.0236,9.2186
9822.9,-4024.73828125,349,1745000,349,10434.98,138.221,9.2158
9897.13,-3660.614013671875,350,1750000,350,10306.27,137.2029,9.4804
9537.08,-4076.998291015625,351,1755000,351,10218.16,136.5231,9.4698
9522.66,-4041.413330078125,352,1760000,352,9619.13,138.364,9.9963
6552.41,-5407.6796875,353,1765000,353,6603.79,145.6454,10.3068
7604.77,-4664.61572265625,354,1770000,354,7473.64,139.4645,8.9751
9178.97,-4179.2177734375,355,1775000,355,8930.8,136.893,10.415
9050.11,-3970.656494140625,356,1780000,356,9909.03,136.3981,12.654
9519.36,-4223.3037109375,357,1785000,357,8699.79,136.189,12.3766
10278.24,-3804.661865234375,358,1790000,358,10553.86,136.711,9.846
9080.84,-3904.13818359375,359,1795000,359,9695.77,139.9198,11.0098
5198.2,-6109.59326171875,360,1800000,360,5420.81,149.6917,11.0277
-247.08,-8185.7001953125,361,1805000,361,-247.87,158.4341,15.6108
-599.81,-8688.9921875,362,1810000,362,-599.89,161.5357,133.1132
-401.92,-7982.09423828125,363,1815000,363,-374.13,157.6716,12.0753
-409.75,-7771.673828125,364,1820000,364,-384.5,156.9571,11.7587
423.55,-7968.50341796875,365,1825000,365,1029.98,143.4536,17.039
8365.58,-3952.73828125,366,1830000,366,8650.49,139.8519,10.8841
6839.67,-5652.2119140625,367,1835000,367,7009.43,139.4212,19.13
7241.44,-5295.75732421875,368,1840000,368,7238.34,144.065,11.0894
7641.5,-4330.75537109375,369,1845000,369,8438.68,138.7952,8.9386
7517.26,-5276.99365234375,370,1850000,370,7699.45,141.3564,8.483
8096.31,-4613.91064453125,371,1855000,371,8633.0,140.1289,8.6947
9030.85,-3767.3154296875,372,1860000,372,9028.65,136.5262,9.1721
8737.14,-3876.225830078125,373,1865000,373,9582.09,135.5385,8.1825
9765.3,-3720.30029296875,374,1870000,374,10499.51,134.5041,8.864
9465.64,-3757.824462890625,375,1875000,375,10349.43,135.8574,8.8293
9246.74,-3950.0146484375,376,1880000,376,10143.13,136.9495,9.344
9472.72,-3646.52099609375,377,1885000,377,10521.03,136.6882,10.2117
9951.4,-3737.718017578125,378,1890000,378,10571.9,136.0143,9.3608
8400.19,-3818.703125,379,1895000,379,9614.09,137.2807,9.6482
9399.69,-3868.135009765625,380,1900000,380,8508.58,137.3114,9.1357
8787.7,-4124.63623046875,381,1905000,381,9105.75,136.8213,8.9539
9914.29,-3823.4833984375,382,1910000,382,9626.1,136.2258,8.7695
9524.8,-4044.51611328125,383,1915000,383,9951.18,136.8173,8.7903
9094.15,-4229.9853515625,384,1920000,384,9782.11,137.6814,9.8489
