Real Sto Return,Running Forward KL,Itration,Real Det Return,Running Reverse KL
4966.66,317.2793,156,4719.7,121.1652
4783.73,316.2087,157,5205.09,117.5782
5026.72,322.3596,158,4989.3,126.4592
4958.12,317.0361,159,5209.13,125.8206
5069.77,319.3074,160,5182.73,130.9829
4621.06,313.0363,161,5116.94,117.8035
4808.46,314.051,162,5157.27,124.9112
4932.59,320.8041,163,5168.5,125.0497
5026.12,315.3995,164,5152.42,122.0363
4881.28,309.5736,165,5146.63,127.4413
5096.77,323.8765,166,5140.92,146.6708
5128.99,321.3346,167,5191.18,145.0867
4893.19,312.3417,168,5111.23,115.1251
5008.82,320.3398,169,5110.68,125.9924
4928.56,316.232,170,5115.84,117.8169
4717.16,311.3385,171,5176.08,122.8663
5070.37,314.4214,172,5134.46,130.7063
5020.06,316.8146,173,5117.37,126.7193
5067.85,315.9777,174,5084.99,130.8837
5149.68,322.2276,175,5219.87,149.7133
5180.71,324.9633,176,4781.8,145.3916
5128.46,331.029,177,5210.59,154.436
5169.83,318.0386,178,4833.01,144.5002
4985.51,311.997,179,5106.9,119.4273
4921.08,315.2527,180,5198.91,131.5318
4816.26,316.5157,181,5177.67,123.1928
5117.08,307.301,182,5214.1,116.0734
5157.15,313.4262,183,5241.48,127.128
5022.79,321.4442,184,5191.02,134.0625
4876.39,323.6882,185,5138.71,132.8304
4935.65,320.2687,186,5216.46,137.0954
5001.13,326.2287,187,5210.71,146.0666
4562.65,321.8539,188,5160.94,131.014
3468.27,341.658,189,3283.91,168.0028
3594.45,322.2655,190,3731.18,143.5318
4629.51,315.9987,191,5136.93,120.3021
4665.32,315.4784,192,5029.85,121.037
5011.88,325.4063,193,5280.38,143.9346
4890.5,317.4792,194,5094.57,116.7877
4454.51,317.1892,195,5111.65,121.2971
4001.12,322.7438,196,4752.45,131.2589
4829.62,309.8103,197,5050.56,107.5311
4706.85,311.9103,198,4973.53,112.328
4969.62,305.638,199,5044.2,107.8722
4138.58,315.704,200,4616.35,132.1216
4788.58,311.1192,201,5124.7,111.7537
4512.33,315.4381,202,5074.31,123.4354
4794.98,314.8925,203,5062.8,117.6751
4289.37,325.0584,204,4932.86,155.4673
4171.35,320.1303,205,5056.54,130.9805
3220.76,340.8026,206,1813.91,176.8147
2495.47,340.3214,207,1699.89,200.0943
4326.35,322.955,208,4600.53,132.8182
2826.32,335.526,209,2265.31,193.4236
3500.62,334.0329,210,4792.99,158.2597
3656.52,328.4849,211,1220.16,157.6777
2941.22,332.9933,212,1113.3,166.7867
3149.65,319.6593,213,3250.54,118.5876
3258.05,335.1575,214,1905.22,187.4757
2953.27,330.0889,215,2665.16,164.3561
4720.89,326.7443,216,4257.04,144.4133
3097.88,323.1598,217,2063.48,134.786
3433.99,340.3634,218,1499.35,186.336
4737.91,317.2876,219,4349.51,130.6748
5067.32,322.7433,220,5205.28,124.4119
4948.78,321.7333,221,5203.05,124.4557
4626.31,334.0366,222,4027.66,137.1348
4893.01,322.8602,223,4582.13,122.8709
4829.8,328.7999,224,5091.65,133.7619
4899.74,336.0047,225,5013.38,139.1986
