Real Sto Return,Running Forward KL,Reward Loss,Itration,Running Update Time,Real Det Return,Running Env Steps,Running Reverse KL
1915.05,156.5297,-11793.630859375,386,386,2271.32,1930000,15.0939
1896.86,156.5612,-11792.177734375,387,387,2249.23,1935000,15.1872
1882.87,156.6682,-11807.298828125,388,388,2246.54,1940000,14.7161
1894.65,156.5515,-11804.9794921875,389,389,2209.12,1945000,15.1693
1853.36,156.5692,-11836.9521484375,390,390,2223.3,1950000,14.9477
1904.55,156.6434,-11885.0234375,391,391,2213.72,1955000,15.3093
1845.38,156.6383,-11892.787109375,392,392,2161.58,1960000,14.9687
1833.36,156.6308,-11872.5166015625,393,393,2177.05,1965000,14.9586
1832.97,156.6425,-11890.3037109375,394,394,2124.65,1970000,15.126
1812.42,156.7013,-11880.974609375,395,395,2172.37,1975000,14.8256
1848.07,156.5776,-11890.4150390625,396,396,1657.96,1980000,14.5119
1765.87,156.7177,-11839.0556640625,397,397,1889.19,1985000,14.5966
1821.95,156.6012,-11924.2001953125,398,398,1595.36,1990000,14.8758
1836.73,156.6361,-11985.0908203125,399,399,1766.15,1995000,14.8261
1852.45,156.5195,-11969.3046875,400,400,2142.07,2000000,14.9554
1825.75,156.6535,-11964.1728515625,401,401,2183.76,2005000,14.736
1884.19,156.5858,-11972.2880859375,402,402,2223.28,2010000,14.8247
1852.51,156.7016,-12080.3388671875,403,403,2132.51,2015000,15.0862
1896.18,156.5515,-12048.66015625,404,404,2246.82,2020000,15.0207
1874.26,156.6698,-12071.7333984375,405,405,1926.73,2025000,15.0069
1874.76,156.5867,-12062.3837890625,406,406,2184.86,2030000,14.713
1907.17,156.699,-12155.5380859375,407,407,2264.41,2035000,15.2525
1885.49,156.5751,-12069.1962890625,408,408,2211.01,2040000,14.9004
1892.07,156.5337,-12112.830078125,409,409,2222.76,2045000,14.813
1922.63,156.6842,-12190.6015625,410,410,2303.56,2050000,15.2389
1858.27,156.5434,-12130.9970703125,411,411,2194.97,2055000,14.9235
1879.52,156.7178,-12182.623046875,412,412,2193.7,2060000,15.0406
1870.71,156.7393,-12169.2431640625,413,413,1663.92,2065000,15.0163
1920.65,156.5784,-12201.052734375,414,414,1932.12,2070000,15.07
1841.85,156.6651,-12194.166015625,415,415,2136.13,2075000,14.6517
1892.76,156.7595,-12222.2001953125,416,416,2190.12,2080000,14.8782
1893.59,156.728,-12277.6455078125,417,417,2185.96,2085000,14.623
1864.99,156.6756,-12230.212890625,418,418,2189.22,2090000,14.9178
1805.32,156.7231,-12230.2548828125,419,419,2215.76,2095000,14.7583
1859.53,156.5961,-12305.009765625,420,420,2163.75,2100000,14.9025
1862.34,156.5512,-12329.7373046875,421,421,2178.78,2105000,14.8984
1766.85,156.6447,-12225.8017578125,422,422,2228.97,2110000,14.4275
1830.25,156.569,-12294.958984375,423,423,2201.64,2115000,14.6834
1812.55,156.6327,-12338.294921875,424,424,2210.8,2120000,14.7799
1845.89,156.6501,-12400.8056640625,425,425,2203.27,2125000,14.82
1773.99,156.4998,-12383.2099609375,426,426,2186.68,2130000,14.9215
1821.11,156.4419,-12369.96875,427,427,2201.92,2135000,14.7228
1841.17,156.604,-12301.2255859375,428,428,2191.86,2140000,14.2239
1829.42,156.4879,-12504.3935546875,429,429,2190.13,2145000,14.8713
1846.36,156.5452,-12393.7451171875,430,430,2207.25,2150000,14.5501
1805.79,156.5848,-12492.85546875,431,431,2227.02,2155000,14.9498
1831.39,156.6469,-12409.0126953125,432,432,2241.43,2160000,14.515
1739.44,156.605,-12492.8310546875,433,433,2183.54,2165000,14.764
1817.18,156.5678,-12388.501953125,434,434,2233.61,2170000,14.0232
1831.0,156.6857,-12592.609375,435,435,2211.43,2175000,15.0603
1794.95,156.6154,-12524.994140625,436,436,2130.44,2180000,14.3414
1796.78,156.3575,-12579.9658203125,437,437,2202.19,2185000,14.777
1889.46,156.6751,-12644.37109375,438,438,2246.25,2190000,15.2408
1712.34,156.7306,-12319.333984375,439,439,2169.38,2195000,14.1605
1790.45,156.548,-12515.568359375,440,440,2096.47,2200000,14.581
1733.11,156.5072,-12468.5615234375,441,441,1986.66,2205000,14.4669
1570.02,156.6143,-12471.2841796875,442,442,1153.56,2210000,14.6017
1642.52,156.6497,-12314.748046875,443,443,1782.29,2215000,14.1296
1735.17,156.806,-12556.091796875,444,444,2168.35,2220000,14.2888
1748.63,156.7322,-12575.7841796875,445,445,2138.11,2225000,14.6154
1698.09,156.6004,-12596.7685546875,446,446,1882.34,2230000,14.569
1472.85,156.5166,-12499.8740234375,447,447,977.79,2235000,14.4096
999.57,156.6544,-12044.634765625,448,448,435.58,2240000,14.5831
1705.66,156.6131,-12489.9296875,449,449,2091.84,2245000,14.2996
1550.27,156.6125,-12609.0380859375,450,450,1142.7,2250000,14.5538
1652.9,156.5756,-12461.271484375,451,451,1143.59,2255000,14.7135
1484.7,156.5926,-12473.29296875,452,452,1137.03,2260000,14.5167
1431.72,156.7168,-12252.7978515625,453,453,1699.59,2265000,14.4245
1696.59,156.5354,-12596.1337890625,454,454,2239.87,2270000,14.821
1395.65,156.6744,-12230.8525390625,455,455,1902.37,2275000,14.5572
1671.92,156.5986,-12916.255859375,456,456,2007.3,2280000,14.9017
1649.38,156.6337,-12358.1337890625,457,457,1337.03,2285000,14.638
1467.87,156.6457,-12625.5,458,458,1686.6,2290000,14.2772
1811.06,156.4879,-12967.4970703125,459,459,2215.25,2295000,14.7002
1855.01,156.4224,-12816.4853515625,460,460,2089.84,2300000,14.7783
1841.29,156.618,-12817.73828125,461,461,2205.52,2305000,14.6117
1607.98,156.5791,-12849.87109375,462,462,2130.04,2310000,14.4645
1724.95,156.7057,-12680.3154296875,463,463,1669.34,2315000,14.8751
1780.86,156.5654,-13100.333984375,464,464,2074.6,2320000,14.7898
1791.08,156.6944,-13019.34765625,465,465,1985.99,2325000,14.74
1818.52,156.5537,-13024.9150390625,466,466,1916.71,2330000,14.6649
1765.58,156.5233,-13100.9658203125,467,467,2147.36,2335000,14.5373
1761.18,156.5239,-12992.7216796875,468,468,2216.63,2340000,14.7318
1837.62,156.5631,-13127.861328125,469,469,2172.91,2345000,14.6983
1775.21,156.7666,-12979.361328125,470,470,2211.74,2350000,14.5909
1864.95,156.6012,-12990.44921875,471,471,1824.47,2355000,14.7152
1823.13,156.7456,-13166.712890625,472,472,2019.78,2360000,14.9828
1766.29,156.5435,-13014.7509765625,473,473,2089.53,2365000,14.5409
1839.74,156.6752,-13075.2978515625,474,474,2219.88,2370000,14.7896
1730.8,156.5251,-13212.6171875,475,475,2184.85,2375000,14.7864
1676.73,156.6687,-13076.533203125,476,476,2112.63,2380000,14.6246
1818.58,156.6483,-13225.6787109375,477,477,2254.03,2385000,14.7389
1797.66,156.6604,-13223.001953125,478,478,2185.1,2390000,14.8085
1876.58,156.6939,-13302.822265625,479,479,2144.94,2395000,14.8642
1747.67,156.5361,-13322.515625,480,480,2264.98,2400000,14.9628
1813.7,156.6816,-13197.958984375,481,481,2130.79,2405000,14.5739
1781.32,156.7427,-13164.0,482,482,2184.26,2410000,14.7031
1694.55,156.6583,-13305.7431640625,483,483,2138.81,2415000,14.8421
1870.54,156.6205,-13258.466796875,484,484,2223.69,2420000,14.7016
1832.45,156.7155,-13385.572265625,485,485,2242.57,2425000,14.8985
1650.57,156.7087,-13290.8955078125,486,486,2199.2,2430000,14.6538
1756.22,156.4853,-13356.970703125,487,487,1688.2,2435000,14.755
1841.05,156.616,-13471.259765625,488,488,2228.92,2440000,14.8771
1744.91,156.6486,-13359.07421875,489,489,1853.64,2445000,14.6636
1807.08,156.6196,-13570.5166015625,490,490,2228.4,2450000,14.9562
1717.15,156.5593,-13366.1455078125,491,491,2155.84,2455000,14.5142
1779.47,156.5774,-13547.345703125,492,492,2176.01,2460000,14.5826
1816.65,156.5044,-13559.6142578125,493,493,2189.1,2465000,14.8539
1869.68,156.5697,-13564.521484375,494,494,2218.86,2470000,14.7305
1733.09,156.5828,-13635.96484375,495,495,2132.61,2475000,14.9656
1817.34,156.5487,-13624.5556640625,496,496,2210.55,2480000,14.8148
1839.14,156.5581,-13677.2763671875,497,497,2272.72,2485000,15.0373
1873.04,156.5993,-13660.611328125,498,498,2242.92,2490000,14.8594
1823.99,156.6851,-13276.998046875,499,499,2251.55,2495000,14.2499
1880.81,156.6382,-13686.77734375,500,500,2285.41,2500000,14.9869
1883.23,156.6927,-13637.05078125,501,501,2277.94,2505000,14.8221
1864.91,156.5894,-13718.18359375,502,502,2227.83,2510000,14.7595
1760.09,156.6171,-13667.806640625,503,503,2252.74,2515000,14.7086
1868.08,156.7957,-13753.9599609375,504,504,2253.89,2520000,14.8846
1865.57,156.7106,-13841.5087890625,505,505,2209.05,2525000,14.7565
1846.03,156.6126,-13761.1767578125,506,506,2264.89,2530000,14.9892
1790.14,156.5936,-13672.189453125,507,507,2239.64,2535000,14.68
1865.09,156.5176,-13831.1669921875,508,508,2284.61,2540000,14.9443
1898.94,156.7255,-13893.380859375,509,509,2296.75,2545000,14.9225
1851.69,156.7431,-13870.697265625,510,510,2273.18,2550000,15.0414
1913.53,156.6627,-13880.4169921875,511,511,2276.93,2555000,15.0513
1890.06,156.4523,-13929.7314453125,512,512,2270.09,2560000,14.8369
1865.67,156.5793,-14028.6865234375,513,513,2290.02,2565000,15.0508
1834.37,156.456,-13969.13671875,514,514,2278.18,2570000,14.7127
1859.93,156.5438,-13965.6298828125,515,515,2228.26,2575000,14.846
1906.96,156.5725,-14013.4384765625,516,516,2283.8,2580000,14.7518
1865.83,156.3925,-14104.900390625,517,517,2291.4,2585000,15.1022
1926.01,156.6372,-14116.361328125,518,518,2289.58,2590000,14.8952
1961.09,156.5181,-14138.337890625,519,519,2301.35,2595000,15.3374
1944.77,156.5768,-14124.203125,520,520,2281.74,2600000,15.0646
1902.22,156.5663,-14191.9951171875,521,521,2321.14,2605000,15.0333
1948.11,156.5586,-14178.8994140625,522,522,2322.64,2610000,14.9411
1928.95,156.5608,-14248.107421875,523,523,2292.89,2615000,15.0614
1907.76,156.5051,-14228.2470703125,524,524,2316.14,2620000,15.036
1975.54,156.5803,-14255.9453125,525,525,2286.59,2625000,15.0353
1925.96,156.5035,-14314.765625,526,526,2318.42,2630000,14.9935
1921.88,156.7215,-14360.15625,527,527,2333.62,2635000,15.223
1989.99,156.6242,-14297.751953125,528,528,2341.44,2640000,15.0938
1934.74,156.4993,-14346.9326171875,529,529,2320.74,2645000,15.0269
1958.77,156.6024,-14381.0537109375,530,530,2340.47,2650000,15.0398
1929.71,156.5496,-14367.3955078125,531,531,2297.69,2655000,14.9192
1973.77,156.5586,-14441.3837890625,532,532,2304.01,2660000,15.2198
1986.42,156.6344,-14500.3994140625,533,533,2318.34,2665000,15.2894
1960.54,156.6112,-14513.421875,534,534,2313.09,2670000,15.1291
1891.97,156.5277,-14459.0244140625,535,535,2299.03,2675000,14.9288
1957.46,156.5042,-14509.3671875,536,536,2278.41,2680000,15.2101
1926.57,156.6117,-14504.638671875,537,537,2282.63,2685000,15.2243
1924.34,156.4648,-14569.6357421875,538,538,2310.31,2690000,15.2488
1968.22,156.4432,-14564.4677734375,539,539,2270.65,2695000,15.077
1955.15,156.6814,-14582.4072265625,540,540,2263.52,2700000,15.2764
1940.25,156.4541,-14632.6943359375,541,541,2282.32,2705000,15.2034
1960.52,156.4347,-14599.4912109375,542,542,2315.82,2710000,15.0761
1923.32,156.4837,-14616.7197265625,543,543,2281.13,2715000,15.1111
1934.56,156.7761,-14669.0537109375,544,544,2334.96,2720000,15.3271
1955.85,156.5206,-14668.6494140625,545,545,2321.03,2725000,15.1277
1940.14,156.5315,-14680.671875,546,546,2321.37,2730000,15.311
1918.23,156.689,-14653.7607421875,547,547,2303.98,2735000,15.1951
1959.74,156.3889,-14705.646484375,548,548,2308.87,2740000,15.1483
1967.19,156.6196,-14827.05078125,549,549,2302.2,2745000,15.3639
1976.42,156.5338,-14868.123046875,550,550,2338.14,2750000,15.4225
1950.99,156.6372,-14792.4404296875,551,551,2308.92,2755000,15.1314
1968.97,156.5376,-14799.73828125,552,552,2300.53,2760000,15.1576
1953.27,156.6568,-14838.091796875,553,553,2351.86,2765000,15.3876
1980.26,156.674,-14901.9658203125,554,554,2362.24,2770000,15.3088
1935.88,156.6705,-14842.283203125,555,555,2333.99,2775000,15.0985
1949.08,156.5834,-14973.970703125,556,556,2333.03,2780000,15.5541
1938.77,156.526,-14968.91015625,557,557,2332.12,2785000,15.5173
1940.41,156.5851,-14811.7958984375,558,558,2317.64,2790000,14.9448
1971.92,156.5752,-14936.2275390625,559,559,2348.59,2795000,15.2286
1975.65,156.5128,-15006.552734375,560,560,2348.27,2800000,15.2977
1964.21,156.5769,-15074.4404296875,561,561,2324.17,2805000,15.4294
1974.59,156.5701,-15118.9306640625,562,562,2279.02,2810000,15.4222
1915.59,156.603,-15133.05859375,563,563,2322.38,2815000,15.4278
1912.61,156.6492,-15117.5478515625,564,564,2314.2,2820000,15.5968
1943.65,156.5536,-15144.6416015625,565,565,2315.43,2825000,15.5232
1937.74,156.561,-15137.1611328125,566,566,2324.74,2830000,15.3807
1947.78,156.6636,-15159.5458984375,567,567,2318.25,2835000,15.3212
1870.16,156.6397,-15215.107421875,568,568,2343.79,2840000,15.3965
1920.83,156.5866,-15260.1650390625,569,569,2324.23,2845000,15.44
1877.96,156.5628,-15177.439453125,570,570,2281.99,2850000,15.2704
1946.65,156.5917,-15255.4677734375,571,571,2352.65,2855000,15.3592
1951.96,156.6061,-15245.78515625,572,572,2323.22,2860000,15.3132
1945.48,156.6872,-15182.1875,573,573,2290.81,2865000,15.2155
1907.63,156.5516,-15204.4482421875,574,574,2323.33,2870000,15.2326
1947.91,156.6041,-15334.8291015625,575,575,2316.71,2875000,15.5565
1968.54,156.5365,-15308.693359375,576,576,2290.04,2880000,15.2908
1963.34,156.452,-15275.3017578125,577,577,2278.69,2885000,15.2628
1986.72,156.5373,-15312.4375,578,578,2333.71,2890000,15.1325
1969.55,156.4601,-15406.595703125,579,579,2314.08,2895000,15.2106
1911.54,156.5153,-15373.84765625,580,580,2306.51,2900000,15.2733
1937.18,156.5913,-15426.1875,581,581,2326.71,2905000,15.3877
1943.62,156.4827,-15469.5341796875,582,582,2317.2,2910000,15.5412
1951.44,156.6173,-15471.427734375,583,583,2333.0,2915000,15.4473
1930.79,156.5479,-15438.3134765625,584,584,2342.46,2920000,15.5286
1942.75,156.376,-15483.3837890625,585,585,2324.82,2925000,15.3042
1992.52,156.5442,-15543.5087890625,586,586,2360.52,2930000,15.4717
1940.98,156.4824,-15440.5751953125,587,587,2306.34,2935000,15.1471
1939.27,156.5594,-15455.791015625,588,588,2325.75,2940000,15.0748
1930.61,156.4408,-15520.015625,589,589,2309.18,2945000,15.3727
1912.98,156.6177,-15589.8828125,590,590,2358.06,2950000,15.4525
1954.44,156.8072,-15654.8349609375,591,591,2344.6,2955000,15.6952
1983.65,156.6458,-15672.7939453125,592,592,2341.16,2960000,15.6436
1988.2,156.5979,-15680.79296875,593,593,2347.36,2965000,15.5913
1979.63,156.4146,-15686.8154296875,594,594,2340.49,2970000,15.4882
1944.1,156.4635,-15730.2978515625,595,595,2373.36,2975000,15.6857
1973.59,156.635,-15760.2021484375,596,596,2359.91,2980000,15.725
1957.81,156.6327,-15706.2568359375,597,597,2362.58,2985000,15.5898
1972.81,156.5543,-15720.55078125,598,598,2333.58,2990000,15.4201
1976.78,156.5321,-15742.4736328125,599,599,2343.24,2995000,15.3126
