Real Det Return,Real Sto Return,Running Update Time,Running Reverse KL,Running Env Steps,Reward Loss,Itration,Running Forward KL
2095.06,1731.17,58,15.5671,290000,-1843.2176513671875,58,156.9693
2093.66,1705.37,59,15.3672,295000,-1883.6900634765625,59,156.9494
2118.54,1759.0,60,15.6492,300000,-1920.86572265625,60,156.928
2126.53,1777.68,61,15.4511,305000,-1957.825927734375,61,156.6854
2085.95,1754.02,62,15.7441,310000,-2009.0904541015625,62,157.0652
2059.96,1718.88,63,15.7432,315000,-2063.064208984375,63,157.0242
2145.26,1770.08,64,15.8038,320000,-2086.3857421875,64,156.9582
2113.67,1765.47,65,15.5121,325000,-2136.990478515625,65,156.847
2112.57,1756.37,66,15.6107,330000,-2180.903076171875,66,156.8651
2120.08,1794.34,67,15.8818,335000,-2224.94384765625,67,156.9704
2155.0,1756.18,68,15.5294,340000,-2250.27734375,68,156.94
2138.65,1782.9,69,15.4515,345000,-2299.329833984375,69,156.8209
2097.65,1764.32,70,15.6176,350000,-2349.40625,70,156.8363
2154.43,1769.52,71,15.4564,355000,-2383.62060546875,71,156.8649
2173.66,1796.12,72,15.8686,360000,-2431.906982421875,72,156.9323
2153.79,1806.16,73,15.8805,365000,-2481.807861328125,73,156.9122
2179.06,1813.34,74,15.7068,370000,-2527.64501953125,74,156.9807
2127.0,1768.75,75,15.4277,375000,-2572.447265625,75,156.6346
2110.38,1792.13,76,15.5818,380000,-2599.123046875,76,156.5721
2169.5,1782.26,77,15.2889,385000,-2654.720458984375,77,156.7917
2162.47,1802.16,78,15.5849,390000,-2696.9755859375,78,156.831
2161.43,1821.41,79,15.3895,395000,-2727.6962890625,79,156.736
2181.77,1798.71,80,15.4851,400000,-2769.977783203125,80,156.8322
2191.81,1798.5,81,15.4201,405000,-2821.591552734375,81,156.6527
2104.21,1773.42,82,15.4447,410000,-2877.522705078125,82,156.9708
2094.3,1787.67,83,15.3378,415000,-2922.40380859375,83,156.749
2102.36,1774.34,84,15.0172,420000,-2942.610595703125,84,156.7127
2126.7,1822.7,85,15.3867,425000,-3001.4638671875,85,156.6523
2147.23,1823.69,86,15.5134,430000,-3040.214111328125,86,156.752
2120.35,1785.82,87,15.4531,435000,-3106.260986328125,87,156.7003
2178.98,1803.65,88,15.1836,440000,-3151.787353515625,88,156.7612
2181.87,1837.44,89,15.6938,445000,-3189.347900390625,89,156.7456
2148.86,1807.77,90,15.3924,450000,-3237.922607421875,90,156.8707
2155.54,1809.44,91,15.5709,455000,-3279.67041015625,91,156.8728
2140.27,1806.62,92,15.3394,460000,-3327.456787109375,92,156.7279
2142.87,1809.21,93,15.3797,465000,-3372.637939453125,93,156.5942
2178.43,1817.39,94,15.186,470000,-3421.936767578125,94,156.6037
2157.13,1822.51,95,15.4277,475000,-3460.208984375,95,156.7008
2213.55,1843.22,96,15.2907,480000,-3500.424560546875,96,156.6505
2175.71,1805.78,97,15.2801,485000,-3550.61669921875,97,156.7543
2179.78,1791.54,98,15.1634,490000,-3596.429931640625,98,156.7947
2088.43,1760.49,99,15.1546,495000,-3645.263427734375,99,156.7229
2142.31,1835.64,100,15.5738,500000,-3673.003173828125,100,156.7195
2155.61,1816.74,101,15.2168,505000,-3720.177978515625,101,156.825
2156.09,1821.34,102,15.2253,510000,-3768.072509765625,102,156.7444
2141.5,1812.3,103,15.1896,515000,-3824.693115234375,103,156.792
2132.48,1810.79,104,15.0843,520000,-3875.787841796875,104,156.6239
2157.9,1800.19,105,15.0587,525000,-3941.510986328125,105,156.8006
2168.63,1795.6,106,15.1023,530000,-3977.200927734375,106,156.7347
2215.21,1814.91,107,15.1774,535000,-4040.97900390625,107,156.5891
2197.98,1853.11,108,15.4567,540000,-4079.94091796875,108,156.75
2175.73,1873.94,109,15.2856,545000,-4111.0673828125,109,156.6746
2146.56,1783.94,110,14.9976,550000,-4197.79443359375,110,156.7631
2213.78,1841.56,111,15.3565,555000,-4221.859375,111,156.6504
2167.35,1827.8,112,15.1809,560000,-4274.2353515625,112,156.6966
2109.45,1836.18,113,15.3108,565000,-4340.541015625,113,156.6515
2192.13,1798.99,114,15.0753,570000,-4386.576171875,114,156.6339
2188.42,1832.67,115,15.0071,575000,-4392.6708984375,115,156.7944
2214.68,1853.05,116,15.5222,580000,-4466.53564453125,116,156.6895
2177.41,1822.59,117,15.0899,585000,-4537.24658203125,117,156.61
2149.89,1830.8,118,14.9561,590000,-4547.70458984375,118,156.6514
2158.64,1822.3,119,15.1559,595000,-4605.0830078125,119,156.6157
2162.69,1848.59,120,15.2282,600000,-4628.64892578125,120,156.7755
2200.48,1856.99,121,15.3338,605000,-4675.82275390625,121,156.6181
2134.46,1813.48,122,14.9721,610000,-4717.3388671875,122,156.6352
2211.88,1834.64,123,15.4188,615000,-4769.52783203125,123,156.6574
2157.01,1834.32,124,14.9767,620000,-4798.751953125,124,156.7037
2217.7,1812.47,125,15.1358,625000,-4846.345703125,125,156.8412
2182.65,1877.48,126,15.3547,630000,-4885.7041015625,126,156.6714
2198.75,1846.15,127,14.7809,635000,-4899.07568359375,127,156.601
2263.23,1889.8,128,15.4844,640000,-4957.79052734375,128,156.6906
2163.84,1817.48,129,14.8282,645000,-4972.9697265625,129,156.6611
2241.95,1859.19,130,15.4501,650000,-5041.46923828125,130,156.6495
2243.62,1859.63,131,15.2478,655000,-5097.75927734375,131,156.7587
2195.47,1851.21,132,15.07,660000,-5144.54443359375,132,156.6252
2235.92,1853.06,133,15.2026,665000,-5185.94921875,133,156.6201
2252.43,1859.13,134,15.1438,670000,-5184.435546875,134,156.5917
2210.31,1847.23,135,15.1702,675000,-5238.791015625,135,156.6368
2213.37,1873.0,136,15.2134,680000,-5273.92822265625,136,156.6324
2211.61,1848.9,137,15.0342,685000,-5308.14697265625,137,156.6817
2274.2,1879.93,138,15.2166,690000,-5387.7548828125,138,156.8576
2239.18,1835.4,139,14.9411,695000,-5383.7998046875,139,156.7327
2155.9,1850.12,140,15.1022,700000,-5447.9228515625,140,156.7417
2225.14,1869.08,141,15.4108,705000,-5514.68115234375,141,156.8044
2256.59,1889.04,142,15.1516,710000,-5498.43017578125,142,156.6238
2225.85,1843.82,143,14.7983,715000,-5544.29638671875,143,156.6432
2239.29,1863.46,144,15.1418,720000,-5608.64404296875,144,156.5549
2276.51,1899.57,145,15.2328,725000,-5679.1181640625,145,156.4695
2235.94,1890.41,146,15.2004,730000,-5692.36181640625,146,156.6408
2196.03,1904.69,147,14.9446,735000,-5730.2705078125,147,156.5243
2215.23,1860.57,148,14.9212,740000,-5783.40625,148,156.503
2220.88,1878.29,149,15.259,745000,-5810.66943359375,149,156.6272
2284.3,1874.22,150,15.2542,750000,-5887.93359375,150,156.5989
2235.38,1903.4,151,15.2811,755000,-5912.04052734375,151,156.8308
2204.04,1866.04,152,15.3607,760000,-5966.10791015625,152,156.6218
2237.99,1893.37,153,15.0736,765000,-5991.1806640625,153,156.5044
2217.15,1859.32,154,14.9333,770000,-6027.8466796875,154,156.6268
2247.62,1875.0,155,15.1823,775000,-6067.9365234375,155,156.478
2241.97,1892.32,156,15.1614,780000,-6137.130859375,156,156.5169
2217.74,1865.21,157,14.9187,785000,-6171.154296875,157,156.5607
2289.74,1924.71,158,15.4271,790000,-6246.03076171875,158,156.5666
2258.31,1894.57,159,15.1057,795000,-6266.95166015625,159,156.5796
2220.91,1858.36,160,14.9859,800000,-6312.87255859375,160,156.5682
2265.16,1897.86,161,14.9957,805000,-6365.25244140625,161,156.6338
2250.3,1893.27,162,14.9688,810000,-6390.73681640625,162,156.5519
2276.01,1921.24,163,15.34,815000,-6529.03466796875,163,156.7022
2260.84,1902.88,164,15.4084,820000,-6570.81640625,164,156.9052
2245.07,1884.27,165,14.741,825000,-6529.5,165,156.5414
2243.92,1893.58,166,15.1193,830000,-6562.81884765625,166,156.4403
2237.49,1883.43,167,14.8853,835000,-6619.55615234375,167,156.5449
2155.24,1864.08,168,14.8744,840000,-6674.1640625,168,156.5359
2264.02,1912.79,169,15.3669,845000,-6743.939453125,169,156.6255
2247.82,1906.26,170,15.0186,850000,-6776.08349609375,170,156.3705
2212.0,1888.61,171,15.0621,855000,-6837.36279296875,171,156.7474
2242.27,1893.39,172,14.9034,860000,-6839.5693359375,172,156.4365
2223.48,1865.68,173,14.8287,865000,-6920.30810546875,173,156.6692
2284.35,1906.7,174,15.1412,870000,-6984.23828125,174,156.7294
2237.51,1913.93,175,14.9393,875000,-6987.64306640625,175,156.5744
2293.74,1896.68,176,14.8359,880000,-7047.9111328125,176,156.4622
2260.89,1900.8,177,15.0524,885000,-7091.71728515625,177,156.4564
2245.28,1881.4,178,14.7453,890000,-7149.31884765625,178,156.5382
2284.08,1919.63,179,15.1609,895000,-7205.26318359375,179,156.4515
2274.42,1926.97,180,15.0995,900000,-7258.486328125,180,156.57
2281.21,1928.06,181,14.7858,905000,-7300.626953125,181,156.4418
2289.75,1902.7,182,15.1965,910000,-7402.4248046875,182,156.6497
2226.18,1883.99,183,14.7852,915000,-7445.17919921875,183,156.661
2286.52,1915.14,184,14.7945,920000,-7447.89404296875,184,156.654
2267.09,1892.34,185,14.9774,925000,-7539.45849609375,185,156.6534
2244.8,1904.92,186,14.8846,930000,-7548.9326171875,186,156.5773
2282.3,1916.67,187,15.0374,935000,-7620.96240234375,187,156.519
2271.43,1904.45,188,14.8025,940000,-7656.318359375,188,156.471
2271.42,1921.59,189,14.9486,945000,-7699.11962890625,189,156.4981
2245.61,1880.74,190,14.7905,950000,-7763.1240234375,190,156.3546
2243.85,1895.8,191,14.9586,955000,-7851.64306640625,191,156.4321
2274.12,1873.74,192,14.963,960000,-7879.021484375,192,156.7008
2291.1,1933.07,193,15.1346,965000,-7910.46875,193,156.5259
2270.04,1941.58,194,15.1539,970000,-7954.64599609375,194,156.4021
2293.1,1937.91,195,15.15,975000,-7975.09130859375,195,156.515
2279.91,1921.16,196,14.8106,980000,-8036.33203125,196,156.4738
2253.3,1888.0,197,14.8252,985000,-8048.15185546875,197,156.5442
2292.48,1924.5,198,14.9987,990000,-8133.87109375,198,156.5634
2274.4,1902.78,199,15.0846,995000,-8209.1796875,199,156.649
2302.16,1908.54,200,14.864,1000000,-8244.7080078125,200,156.6072
2267.6,1900.27,201,14.8748,1005000,-8281.7099609375,201,156.4902
2286.75,1903.11,202,14.9417,1010000,-8307.341796875,202,156.5881
2287.93,1899.8,203,15.0181,1015000,-8369.978515625,203,156.4807
2251.75,1908.72,204,14.8279,1020000,-8373.0458984375,204,156.4801
2307.91,1914.59,205,14.9539,1025000,-8418.013671875,205,156.5907
2234.42,1883.76,206,14.7864,1030000,-8475.5283203125,206,156.6014
2278.93,1889.33,207,14.7792,1035000,-8500.3359375,207,156.6069
2276.19,1903.65,208,14.7656,1040000,-8524.6845703125,208,156.581
2258.15,1901.01,209,14.8718,1045000,-8571.4140625,209,156.5278
2272.57,1914.46,210,14.8869,1050000,-8585.9619140625,210,156.514
2251.96,1886.49,211,14.9262,1055000,-8645.3095703125,211,156.6266
2228.91,1877.22,212,14.7879,1060000,-8657.2060546875,212,156.6067
2255.94,1912.52,213,14.8943,1065000,-8704.5908203125,213,156.6997
2220.59,1883.61,214,14.796,1070000,-8733.0615234375,214,156.6493
2253.96,1892.01,215,14.8037,1075000,-8727.017578125,215,156.5058
2235.89,1896.14,216,14.992,1080000,-8790.498046875,216,156.651
2225.86,1872.21,217,14.8619,1085000,-8787.724609375,217,156.6579
2235.43,1869.5,218,14.7147,1090000,-8839.529296875,218,156.6228
2257.11,1896.04,219,14.8154,1095000,-8845.0625,219,156.6528
2239.42,1858.76,220,14.8174,1100000,-8886.736328125,220,156.7032
2216.25,1864.13,221,14.7565,1105000,-8920.669921875,221,156.787
2254.53,1903.47,222,14.8081,1110000,-8920.3828125,222,156.6661
2269.9,1903.28,223,14.9524,1115000,-8988.505859375,223,156.5147
2274.55,1901.16,224,14.9,1120000,-9005.1083984375,224,156.7005
2269.18,1900.2,225,14.9343,1125000,-9014.3271484375,225,156.5379
2254.17,1894.04,226,14.8501,1130000,-9041.2509765625,226,156.6264
2258.61,1869.39,227,14.8403,1135000,-9079.7314453125,227,156.5308
2277.25,1905.64,228,14.8815,1140000,-9090.80859375,228,156.6568
2306.42,1917.08,229,14.9768,1145000,-9093.4736328125,229,156.588
2235.78,1884.61,230,14.8103,1150000,-9145.1513671875,230,156.5546
2260.27,1888.51,231,14.9123,1155000,-9181.7783203125,231,156.6524
2318.91,1909.02,232,14.8981,1160000,-9223.5478515625,232,156.4852
2274.89,1896.52,233,15.0022,1165000,-9253.0390625,233,156.5217
2247.13,1891.58,234,14.9322,1170000,-9241.6875,234,156.5429
2268.23,1906.94,235,14.8541,1175000,-9308.9482421875,235,156.5524
2257.02,1902.12,236,15.0138,1180000,-9309.9423828125,236,156.5691
2281.39,1886.39,237,14.8781,1185000,-9387.330078125,237,156.6943
2235.48,1879.21,238,14.9221,1190000,-9369.1396484375,238,156.5231
2292.47,1925.92,239,14.9926,1195000,-9397.35546875,239,156.4783
2267.27,1907.11,240,14.8531,1200000,-9407.658203125,240,156.599
2269.77,1899.88,241,14.8125,1205000,-9422.7705078125,241,156.5356
2283.03,1911.21,242,14.8459,1210000,-9452.470703125,242,156.5277
2302.28,1926.3,243,14.918,1215000,-9483.8466796875,243,156.4134
2272.3,1915.42,244,14.915,1220000,-9492.58203125,244,156.5459
2266.61,1897.33,245,14.8347,1225000,-9556.3115234375,245,156.4569
2246.57,1915.55,246,14.9222,1230000,-9556.138671875,246,156.6202
2256.79,1902.65,247,14.7093,1235000,-9580.56640625,247,156.4948
2270.15,1894.06,248,14.9388,1240000,-9634.4140625,248,156.5927
2284.27,1916.73,249,14.9422,1245000,-9647.3935546875,249,156.5085
2281.44,1908.19,250,14.9576,1250000,-9685.5283203125,250,156.4432
2294.68,1908.93,251,14.9225,1255000,-9679.4423828125,251,156.6059
2290.9,1938.81,252,14.9664,1260000,-9716.1142578125,252,156.5651
2264.16,1927.82,253,14.8458,1265000,-9731.986328125,253,156.5819
2272.2,1915.12,254,14.8592,1270000,-9791.4326171875,254,156.5632
2292.16,1908.7,255,14.8482,1275000,-9781.7939453125,255,156.6881
2298.73,1908.86,256,15.0113,1280000,-9818.5712890625,256,156.6711
2266.67,1907.97,257,14.8677,1285000,-9846.9296875,257,156.5736
2298.3,1921.43,258,14.8983,1290000,-9887.7548828125,258,156.6698
2300.45,1941.43,259,15.0498,1295000,-9913.0732421875,259,156.4483
2286.49,1914.78,260,14.9791,1300000,-9943.97265625,260,156.5928
2287.77,1942.29,261,14.9595,1305000,-9928.013671875,261,156.5601
2263.99,1920.21,262,14.9313,1310000,-9981.6142578125,262,156.4206
2270.73,1916.17,263,15.2334,1315000,-9973.1591796875,263,156.5865
2296.04,1939.89,264,14.9967,1320000,-10028.0830078125,264,156.6383
2277.69,1944.74,265,15.0157,1325000,-10014.578125,265,156.5741
2299.54,1924.83,266,14.8922,1330000,-10042.302734375,266,156.5366
2266.86,1919.57,267,14.907,1335000,-10090.8056640625,267,156.5341
2292.62,1930.89,268,15.112,1340000,-10094.052734375,268,156.423
2275.54,1933.04,269,15.0177,1345000,-10138.9833984375,269,156.6322
2271.67,1918.89,270,15.0513,1350000,-10167.4208984375,270,156.5751
2292.35,1923.3,271,14.9564,1355000,-10177.8037109375,271,156.5571
2282.82,1921.49,272,15.0502,1360000,-10196.8544921875,272,156.5539
2260.62,1910.99,273,14.8941,1365000,-10219.986328125,273,156.6951
2271.94,1931.33,274,15.0802,1370000,-10244.8251953125,274,156.5811
2281.95,1921.43,275,15.0472,1375000,-10253.87109375,275,156.5573
2276.9,1929.55,276,14.9201,1380000,-10279.5908203125,276,156.4432
2306.92,1927.35,277,15.0534,1385000,-10314.75390625,277,156.6564
2297.13,1937.06,278,15.0505,1390000,-10348.4755859375,278,156.5964
2282.16,1921.7,279,15.0633,1395000,-10366.845703125,279,156.6598
2279.81,1934.35,280,15.0327,1400000,-10401.9873046875,280,156.5773
2262.91,1913.42,281,14.954,1405000,-10401.998046875,281,156.5603
2281.41,1934.44,282,15.101,1410000,-10444.2109375,282,156.6185
2272.59,1908.6,283,14.9129,1415000,-10461.103515625,283,156.6086
2286.02,1931.88,284,15.1312,1420000,-10484.0458984375,284,156.7134
2316.67,1925.58,285,15.0852,1425000,-10534.0390625,285,156.616
2274.93,1923.47,286,15.0896,1430000,-10537.4296875,286,156.7718
2281.73,1902.79,287,14.926,1435000,-10567.681640625,287,156.5636
2273.42,1916.18,288,14.8316,1440000,-10545.40234375,288,156.4602
2272.93,1932.42,289,14.8952,1445000,-10556.5244140625,289,156.6504
2269.51,1912.21,290,14.9818,1450000,-10618.5361328125,290,156.5809
2231.71,1913.27,291,14.9487,1455000,-10644.3154296875,291,156.6062
2287.38,1929.08,292,14.8279,1460000,-10632.6572265625,292,156.648
2252.65,1928.28,293,14.9205,1465000,-10652.62890625,293,156.6386
2284.81,1945.99,294,14.9824,1470000,-10683.15234375,294,156.5962
2296.57,1931.45,295,15.0935,1475000,-10698.9677734375,295,156.6244
2289.53,1931.92,296,15.0287,1480000,-10718.751953125,296,156.6596
2301.74,1947.22,297,15.0267,1485000,-10722.263671875,297,156.6208
2280.67,1945.91,298,14.9759,1490000,-10731.6171875,298,156.6596
2278.5,1914.57,299,14.8732,1495000,-10780.61328125,299,156.5436
2281.11,1937.18,300,14.9711,1500000,-10791.5283203125,300,156.6252
2295.2,1937.93,301,15.0044,1505000,-10798.5966796875,301,156.4814
2268.41,1899.39,302,14.874,1510000,-10831.7998046875,302,156.6249
2306.98,1930.26,303,15.0101,1515000,-10837.8115234375,303,156.6109
2307.47,1954.92,304,15.0767,1520000,-10843.7880859375,304,156.7232
2291.35,1935.76,305,15.0371,1525000,-10912.4560546875,305,156.5549
2252.31,1902.66,306,14.9043,1530000,-10884.0693359375,306,156.5318
2314.49,1952.87,307,15.0616,1535000,-10974.4697265625,307,156.5955
2278.99,1917.88,308,15.0022,1540000,-10946.5478515625,308,156.5265
2307.3,1940.89,309,15.0634,1545000,-10977.9013671875,309,156.5708
2312.94,1948.86,310,15.181,1550000,-11016.78515625,310,156.6127
2289.31,1926.01,311,15.0481,1555000,-11009.7548828125,311,156.4196
2300.02,1934.92,312,15.0925,1560000,-11026.87890625,312,156.5382
2289.12,1919.61,313,15.0113,1565000,-11028.619140625,313,156.4682
2297.82,1945.59,314,15.1774,1570000,-11067.1533203125,314,156.6686
2283.7,1947.57,315,14.9393,1575000,-11067.9990234375,315,156.4147
2278.32,1946.61,316,14.9872,1580000,-11083.380859375,316,156.61
2283.7,1947.34,317,15.1919,1585000,-11135.40234375,317,156.7172
2291.25,1934.84,318,15.0068,1590000,-11140.4541015625,318,156.5058
2294.56,1945.98,319,15.0301,1595000,-11154.6904296875,319,156.7735
2267.8,1950.34,320,15.0992,1600000,-11175.2509765625,320,156.6683
2273.9,1937.27,321,15.0469,1605000,-11203.2294921875,321,156.4819
2282.86,1955.22,322,15.2624,1610000,-11254.720703125,322,156.599
2275.26,1946.34,323,15.14,1615000,-11252.9296875,323,156.5527
2269.12,1930.5,324,15.1428,1620000,-11264.498046875,324,156.5545
2273.36,1938.13,325,15.2803,1625000,-11304.1396484375,325,156.6187
2283.44,1936.56,326,15.0318,1630000,-11309.1396484375,326,156.4969
2267.11,1936.28,327,14.9958,1635000,-11296.291015625,327,156.5638
2288.39,1949.38,328,14.9821,1640000,-11335.5107421875,328,156.5713
2252.97,1929.66,329,15.1235,1645000,-11329.7392578125,329,156.4393
2279.98,1939.39,330,15.1048,1650000,-11382.1533203125,330,156.6515
2298.53,1953.75,331,15.4128,1655000,-11419.1455078125,331,156.6978
2269.51,1931.01,332,15.2139,1660000,-11403.7578125,332,156.613
2274.21,1948.15,333,15.3002,1665000,-11424.87109375,333,156.7136
2235.67,1917.86,334,15.0429,1670000,-11416.84375,334,156.471
2295.2,1949.02,335,15.2065,1675000,-11466.4404296875,335,156.6038
2284.68,1937.29,336,15.0666,1680000,-11490.3115234375,336,156.43
2287.73,1955.9,337,15.0997,1685000,-11496.5224609375,337,156.6215
2290.66,1948.12,338,15.2252,1690000,-11528.185546875,338,156.5781
2268.42,1942.21,339,15.1064,1695000,-11550.052734375,339,156.4771
2289.96,1938.31,340,15.1194,1700000,-11554.927734375,340,156.5095
2287.44,1946.08,341,15.2027,1705000,-11605.470703125,341,156.5304
2292.36,1947.6,342,15.2464,1710000,-11624.8125,342,156.53
2296.77,1955.89,343,15.0922,1715000,-11631.8740234375,343,156.5938
2290.34,1942.68,344,15.0692,1720000,-11681.7353515625,344,156.5392
2308.86,1949.92,345,15.1895,1725000,-11680.5849609375,345,156.3776
2316.63,1968.89,346,15.3028,1730000,-11717.84375,346,156.6687
2316.93,1968.47,347,15.1564,1735000,-11699.27734375,347,156.8104
2284.37,1944.75,348,15.2351,1740000,-11738.3486328125,348,156.6349
2312.8,1945.71,349,15.124,1745000,-11786.4345703125,349,156.6537
2283.71,1942.48,350,15.106,1750000,-11778.9638671875,350,156.5441
2315.56,1955.05,351,15.1555,1755000,-11778.81640625,351,156.6149
2315.57,1968.87,352,15.0921,1760000,-11838.671875,352,156.539
2301.45,1969.59,353,15.1207,1765000,-11812.6572265625,353,156.6083
2307.07,1961.71,354,15.4059,1770000,-11871.9306640625,354,156.6899
2312.14,1973.65,355,14.9769,1775000,-11860.01171875,355,156.4648
2306.42,1955.89,356,15.0599,1780000,-11921.232421875,356,156.4338
2333.8,1964.41,357,15.1687,1785000,-11898.9169921875,357,156.5383
2314.64,1950.27,358,15.0245,1790000,-11928.0947265625,358,156.6728
2331.56,1970.42,359,15.1615,1795000,-11975.435546875,359,156.6394
2289.38,1941.08,360,15.069,1800000,-11942.0244140625,360,156.563
2297.59,1946.9,361,15.0052,1805000,-11995.837890625,361,156.6466
2300.71,1960.49,362,15.1402,1810000,-11974.7373046875,362,156.4309
2315.0,1975.29,363,15.2396,1815000,-12032.4736328125,363,156.5346
2343.77,1975.95,364,15.1669,1820000,-12091.45703125,364,156.5359
2326.81,1973.75,365,15.1566,1825000,-12045.556640625,365,156.4244
2323.33,1980.58,366,15.308,1830000,-12096.1396484375,366,156.5942
2321.22,1985.81,367,15.2582,1835000,-12122.9921875,367,156.7679
2326.77,1978.76,368,15.185,1840000,-12115.064453125,368,156.506
2325.32,1978.18,369,15.2217,1845000,-12158.4296875,369,156.7511
2300.69,1973.97,370,15.0757,1850000,-12146.630859375,370,156.4623
2340.9,1999.97,371,15.3092,1855000,-12177.2177734375,371,156.5602
2329.27,1972.7,372,15.2688,1860000,-12257.783203125,372,156.5577
2281.25,1968.01,373,15.1346,1865000,-12190.8017578125,373,156.6315
2297.42,1962.55,374,15.4108,1870000,-12268.439453125,374,156.5856
2349.03,2007.58,375,15.3498,1875000,-12289.4306640625,375,156.5616
2321.84,1972.77,376,15.3224,1880000,-12343.0859375,376,156.6518
2335.14,1984.43,377,15.3343,1885000,-12319.642578125,377,156.4761
2336.9,1980.55,378,15.3284,1890000,-12364.931640625,378,156.7058
2322.59,1963.78,379,15.3629,1895000,-12414.0625,379,156.7581
2304.33,1987.79,380,15.2491,1900000,-12393.412109375,380,156.595
2332.48,1980.89,381,15.4224,1905000,-12400.865234375,381,156.5411
2324.58,1986.04,382,15.3094,1910000,-12426.869140625,382,156.7265
2312.3,1958.53,383,15.3281,1915000,-12495.591796875,383,156.6512
2346.29,1993.81,384,15.3189,1920000,-12471.9287109375,384,156.6903
2343.48,1979.73,385,15.493,1925000,-12509.3642578125,385,156.7166
