Running Forward KL,Itration,Real Det Return,Running Reverse KL,Running Env Steps,Running Update Time,Real Sto Return,Reward Loss
56.5516,74,1021.22,49.3674,370000,74,1020.91,-783.0598754882812
50.0295,75,339.25,24.8112,375000,75,338.66,-558.527099609375
57.1776,76,1007.91,39.109,380000,76,1007.05,-722.7830200195312
57.3131,77,1014.03,51.5111,385000,77,1012.15,-784.8634033203125
50.1154,78,1049.46,27.2918,390000,78,929.08,-654.1560668945312
56.2835,79,1022.17,47.5679,395000,79,1020.24,-777.4005126953125
50.1843,80,511.9,56.7386,400000,80,390.14,-829.6610107421875
54.9958,81,-13.45,65.3556,405000,81,-14.14,-877.4678344726562
52.8369,82,-14.17,17.9714,410000,82,-16.83,-615.871337890625
54.2566,83,11.52,114.3061,415000,83,43.17,-920.5011596679688
48.9725,84,375.96,61.0176,420000,84,402.0,-784.5335083007812
53.8483,85,208.07,66.7027,425000,85,212.4,-947.0244140625
54.7108,86,15.94,62.1262,430000,86,176.19,-861.00341796875
54.1859,87,867.53,56.1415,435000,87,789.25,-905.8720092773438
49.7615,88,731.8,34.1693,440000,88,512.02,-754.4932250976562
49.9103,89,535.74,40.9662,445000,89,618.45,-816.6890258789062
53.6289,90,987.2,52.3296,450000,90,981.53,-930.7979125976562
51.5361,91,1190.23,34.3008,455000,91,1264.03,-782.3643798828125
54.2914,92,1012.38,31.1972,460000,92,1075.64,-791.6734008789062
51.352,93,759.24,32.8635,465000,93,768.01,-882.2766723632812
56.403,94,1010.5,46.0369,470000,94,1009.08,-972.1988525390625
56.0926,95,1012.21,46.9129,475000,95,1010.32,-978.20751953125
50.8519,96,683.22,35.8441,480000,96,615.07,-893.0830688476562
50.8234,97,479.35,22.5968,485000,97,520.01,-762.7901611328125
53.8436,98,254.08,38.66,490000,98,214.3,-947.5982055664062
54.6421,99,156.54,64.4238,495000,99,121.02,-1079.4569091796875
54.0519,100,0.01,64.862,500000,100,-0.47,-1119.9814453125
53.3769,101,29.41,43.307,505000,101,26.41,-1069.873291015625
55.735,102,21.15,341.5443,510000,102,24.8,-1439.10595703125
54.7485,103,1009.06,36.0174,515000,103,1013.23,-1026.1190185546875
55.3093,104,1029.67,44.4772,520000,104,1028.47,-1096.322265625
53.1666,105,-16.77,27.8562,525000,105,-21.19,-937.3328247070312
53.3128,106,11.81,33.089,530000,106,9.85,-1034.81298828125
53.3203,107,24.31,43.6051,535000,107,45.13,-1097.944580078125
50.0905,108,402.12,31.5396,540000,108,265.16,-985.4439086914062
48.2481,109,468.11,25.8111,545000,109,421.5,-597.591064453125
50.5563,110,396.54,68.4178,550000,110,282.02,-1163.2413330078125
50.0095,111,486.38,52.0008,555000,111,402.67,-1016.7149047851562
50.1302,112,498.21,17.8347,560000,112,506.85,-469.57373046875
49.9534,113,331.3,16.1565,565000,113,295.42,-617.8939819335938
49.6438,114,380.17,23.2065,570000,114,347.6,-1007.9205322265625
50.6241,115,417.94,28.0088,575000,115,371.07,-1092.2542724609375
50.2207,116,492.34,14.4361,580000,116,383.6,-668.8250122070312
49.6325,117,508.03,29.1686,585000,117,442.75,-959.7720947265625
49.4951,118,939.27,15.2707,590000,118,508.26,-524.3646850585938
50.6219,119,1047.92,22.2689,595000,119,1094.91,-897.2714233398438
50.5928,120,1051.17,20.1465,600000,120,906.82,-833.64501953125
51.3036,121,962.53,29.9163,605000,121,565.16,-1011.9261474609375
49.3269,122,577.02,39.3956,610000,122,498.78,-1113.340576171875
49.9575,123,544.21,15.5823,615000,123,476.88,-590.4376831054688
49.1939,124,584.05,15.2051,620000,124,428.15,-586.9140014648438
49.9474,125,1035.12,16.3062,625000,125,465.97,-665.6810913085938
49.3302,126,603.18,17.7901,630000,126,482.2,-778.6563110351562
49.6764,127,1036.06,18.2316,635000,127,603.69,-928.8181762695312
50.8208,128,1023.46,15.6696,640000,128,690.25,-760.4054565429688
50.5389,129,881.21,22.8451,645000,129,712.44,-1019.805908203125
50.6118,130,427.27,17.005,650000,130,861.74,-894.6367797851562
50.9092,131,445.76,17.2052,655000,131,517.74,-914.27734375
50.5433,132,858.46,14.6603,660000,132,535.5,-810.3231811523438
49.6093,133,796.77,18.5838,665000,133,534.94,-933.6762084960938
50.4927,134,792.19,19.1273,670000,134,628.37,-980.4252319335938
50.2228,135,605.29,15.407,675000,135,587.86,-735.1329956054688
50.6418,136,907.05,14.2463,680000,136,809.86,-898.8981323242188
50.3778,137,513.33,17.7074,685000,137,546.55,-877.8762817382812
48.735,138,960.73,14.4131,690000,138,1050.93,-976.7138061523438
50.6654,139,967.38,16.853,695000,139,839.48,-1036.613037109375
49.7438,140,875.54,14.8521,700000,140,795.33,-941.7291870117188
49.2989,141,981.18,23.2627,705000,141,1202.93,-1153.903564453125
48.997,142,976.52,13.2729,710000,142,800.96,-988.7224731445312
49.0617,143,1004.95,18.2265,715000,143,985.8,-1150.396240234375
49.5131,144,726.06,18.7414,720000,144,429.42,-1097.300537109375
49.4743,145,373.16,16.2273,725000,145,384.03,-1088.5045166015625
49.6194,146,578.46,25.718,730000,146,499.41,-1209.447021484375
49.6373,147,866.92,15.541,735000,147,726.82,-1105.0927734375
51.0721,148,945.85,17.9549,740000,148,641.23,-1290.846923828125
49.0954,149,547.68,16.9529,745000,149,572.59,-1151.6075439453125
49.6634,150,701.65,16.1994,750000,150,575.26,-1070.8553466796875
48.691,151,974.7,21.5746,755000,151,859.38,-1269.7188720703125
49.3651,152,649.01,15.3632,760000,152,426.69,-1075.6470947265625
48.3233,153,1557.8,13.9816,765000,153,776.29,-1025.513916015625
49.2556,154,663.93,16.3939,770000,154,511.48,-1282.24072265625
49.1696,155,157.94,15.607,775000,155,443.12,-1215.7022705078125
48.7982,156,1181.08,15.512,780000,156,1356.52,-1208.2049560546875
48.5747,157,505.8,17.0916,785000,157,698.88,-1269.9588623046875
48.3583,158,779.28,13.66,790000,158,508.09,-1270.1988525390625
49.0953,159,721.17,16.3062,795000,159,722.97,-1284.8115234375
49.1469,160,1399.92,14.6698,800000,160,854.4,-1207.6080322265625
48.7569,161,1046.43,14.2785,805000,161,994.32,-1207.9107666015625
49.0084,162,907.23,19.205,810000,162,1127.78,-1363.875244140625
50.1819,163,330.5,17.2581,815000,163,834.51,-1508.4400634765625
50.3063,164,954.77,19.6792,820000,164,804.51,-1581.5628662109375
51.6522,165,1004.76,22.7793,825000,165,858.47,-1728.1417236328125
49.6754,166,440.25,18.6036,830000,166,341.32,-1501.416015625
51.4238,167,390.6,99.5158,835000,167,619.74,-1795.349365234375
49.6289,168,893.89,17.0147,840000,168,837.63,-1471.180419921875
48.8858,169,1170.6,15.2657,845000,169,935.66,-1510.426025390625
49.8862,170,918.92,18.0354,850000,170,655.08,-1633.593505859375
48.5265,171,162.04,18.7457,855000,171,420.56,-1617.2921142578125
49.5169,172,763.54,14.4172,860000,172,534.7,-1512.23876953125
49.7652,173,416.77,25.8213,865000,173,1084.88,-1792.514404296875
50.6161,174,350.61,15.9124,870000,174,439.74,-1710.3221435546875
49.8288,175,710.95,14.5404,875000,175,524.0,-1661.8106689453125
48.9474,176,819.42,49.4374,880000,176,705.75,-1661.14892578125
49.1962,177,707.53,17.928,885000,177,561.13,-1637.147216796875
51.0373,178,480.5,26.6591,890000,178,507.75,-1810.856689453125
49.9417,179,718.06,23.9001,895000,179,534.63,-1558.428466796875
49.3848,180,434.16,25.9893,900000,180,362.55,-1798.4432373046875
51.7368,181,526.35,109.3382,905000,181,452.77,-1989.3466796875
49.332,182,684.82,18.3114,910000,182,610.11,-1605.5867919921875
48.0661,183,793.6,12.4907,915000,183,564.27,-1532.981689453125
49.1516,184,523.18,14.7656,920000,184,487.23,-1659.4990234375
49.7694,185,676.13,15.7347,925000,185,389.59,-1713.446044921875
49.6102,186,505.21,52.0144,930000,186,462.35,-1852.940185546875
49.4738,187,595.33,20.4885,935000,187,658.52,-1619.8658447265625
49.7528,188,1050.69,19.1975,940000,188,712.29,-1841.48388671875
49.8932,189,775.68,14.7137,945000,189,788.79,-1857.22021484375
50.209,190,946.87,16.4125,950000,190,550.57,-1917.349365234375
49.8605,191,603.07,18.1553,955000,191,597.25,-1862.1622314453125
48.7652,192,989.75,25.5708,960000,192,901.07,-1858.40771484375
50.2084,193,894.83,25.1424,965000,193,807.22,-1969.1192626953125
50.0497,194,512.57,25.3663,970000,194,494.86,-1954.4200439453125
51.5751,195,322.35,72.0442,975000,195,521.6,-2342.50390625
49.0667,196,852.96,16.9953,980000,196,805.56,-1992.912353515625
49.4894,197,967.49,40.8812,985000,197,731.56,-1947.5819091796875
49.1336,198,746.71,41.9365,990000,198,541.43,-1979.69677734375
47.9068,199,1316.3,44.1303,995000,199,1198.76,-1949.8641357421875
47.5403,200,974.27,26.2759,1000000,200,1050.34,-1846.124755859375
49.4804,201,952.99,36.2293,1005000,201,535.27,-2117.953125
46.9883,202,1375.82,19.3541,1010000,202,911.56,-1864.4251708984375
49.4631,203,890.48,19.8135,1015000,203,658.35,-2031.359619140625
49.3385,204,366.0,17.3026,1020000,204,725.35,-2068.04150390625
48.9372,205,983.93,18.213,1025000,205,1492.63,-1938.3590087890625
48.652,206,712.23,49.7727,1030000,206,843.45,-2147.7548828125
46.8471,207,754.06,21.6345,1035000,207,1095.79,-1830.3392333984375
48.8679,208,672.34,26.8462,1040000,208,491.38,-2273.191650390625
47.2518,209,623.45,30.2016,1045000,209,880.59,-1993.892822265625
48.3815,210,992.59,18.49,1050000,210,895.49,-2045.757568359375
47.5609,211,950.2,65.8537,1055000,211,1250.61,-2222.13037109375
48.7953,212,11.73,34.7125,1060000,212,821.46,-2283.605224609375
48.0251,213,764.05,16.0671,1065000,213,504.47,-2085.36767578125
48.8244,214,342.13,71.0796,1070000,214,597.95,-2344.752197265625
48.9594,215,447.6,65.8459,1075000,215,299.34,-2386.65185546875
47.7251,216,663.37,29.3996,1080000,216,446.63,-2143.81396484375
48.3408,217,577.76,33.8345,1085000,217,785.52,-2386.70556640625
47.7571,218,517.12,31.5653,1090000,218,682.48,-2238.155517578125
47.8981,219,878.8,32.8052,1095000,219,493.81,-2224.837890625
46.6687,220,1338.47,15.7302,1100000,220,922.08,-1920.90771484375
47.686,221,520.48,45.945,1105000,221,969.47,-2283.2607421875
46.91,222,990.82,19.4604,1110000,222,1121.21,-2110.039306640625
48.3836,223,1027.15,18.4807,1115000,223,1000.0,-2153.66845703125
47.7319,224,972.17,45.9346,1120000,224,870.41,-2132.3427734375
48.0964,225,633.58,41.1782,1125000,225,709.74,-2240.89794921875
47.5448,226,870.21,30.6048,1130000,226,1098.25,-2216.4296875
47.5961,227,1100.67,47.7344,1135000,227,1204.84,-2291.568115234375
49.434,228,843.88,67.6969,1140000,228,1048.42,-2718.840087890625
46.779,229,1125.0,34.8385,1145000,229,1105.88,-2174.715087890625
47.9198,230,1050.16,69.0959,1150000,230,702.33,-2499.681640625
47.3072,231,445.51,68.2141,1155000,231,386.74,-2530.5859375
47.3747,232,640.01,23.5562,1160000,232,394.87,-2456.696044921875
50.0335,233,578.92,61.9387,1165000,233,498.28,-2774.962890625
48.5249,234,-13.29,104.3996,1170000,234,764.99,-2707.469970703125
48.5881,235,774.97,51.1921,1175000,235,517.84,-2532.12451171875
48.447,236,554.65,37.1979,1180000,236,430.46,-2504.50048828125
47.0937,237,706.57,22.2412,1185000,237,765.29,-2429.447998046875
49.0097,238,722.82,14.2567,1190000,238,669.99,-2809.330810546875
47.9071,239,263.15,26.4509,1195000,239,320.36,-2717.218017578125
47.6516,240,633.26,25.4841,1200000,240,663.75,-2604.91845703125
47.819,241,1224.16,31.4921,1205000,241,981.22,-2612.48876953125
48.9486,242,186.82,50.5765,1210000,242,709.73,-2877.821044921875
47.6107,243,389.27,33.8168,1215000,243,540.93,-2756.908447265625
47.342,244,882.93,16.2869,1220000,244,676.07,-2616.88427734375
48.8078,245,942.94,39.7968,1225000,245,761.2,-3026.203125
48.8652,246,954.8,26.1715,1230000,246,982.94,-3001.00830078125
49.3132,247,723.52,47.4188,1235000,247,497.52,-3197.348876953125
49.3431,248,403.74,43.562,1240000,248,170.95,-3133.6357421875
49.3694,249,133.88,33.9304,1245000,249,97.63,-3227.2021484375
49.1788,250,12.72,24.264,1250000,250,68.84,-3194.6669921875
50.3009,251,424.05,30.0334,1255000,251,668.93,-3275.85400390625
49.0601,252,29.66,21.3049,1260000,252,537.2,-3221.6708984375
49.0015,253,783.89,19.6752,1265000,253,609.02,-3110.90087890625
48.6792,254,675.25,33.5533,1270000,254,512.72,-3385.959228515625
47.8413,255,372.96,27.0952,1275000,255,382.57,-3179.686767578125
48.043,256,358.11,16.5799,1280000,256,823.78,-3147.932373046875
48.4288,257,890.24,20.6709,1285000,257,1055.52,-3308.053955078125
46.5578,258,291.62,20.352,1290000,258,699.44,-3158.68701171875
47.9786,259,646.56,17.8681,1295000,259,913.78,-3361.0439453125
47.6826,260,855.75,24.2314,1300000,260,896.68,-3401.906005859375
47.937,261,1301.16,32.5694,1305000,261,1405.68,-3458.921142578125
49.0072,262,837.75,14.8214,1310000,262,878.59,-3398.325927734375
46.3348,263,522.96,37.8575,1315000,263,735.86,-3343.230224609375
47.7272,264,701.89,41.7935,1320000,264,435.56,-3559.46875
48.5144,265,345.41,48.3263,1325000,265,358.61,-3693.370361328125
48.2376,266,860.27,22.3311,1330000,266,890.1,-3723.720458984375
48.1905,267,685.37,16.4788,1335000,267,763.64,-3616.144775390625
49.2554,268,996.86,18.9757,1340000,268,969.99,-3478.765625
47.3533,269,1204.5,17.3538,1345000,269,1227.32,-3195.3046875
48.9365,270,644.47,18.1979,1350000,270,442.42,-3684.03271484375
49.3929,271,913.7,22.0247,1355000,271,561.36,-3790.5830078125
47.8867,272,852.1,16.3886,1360000,272,1008.11,-3726.62451171875
46.4404,273,1605.34,14.6678,1365000,273,1725.33,-3049.763671875
46.7933,274,1506.66,14.9886,1370000,274,1306.71,-3540.22607421875
49.4297,275,944.73,22.0739,1375000,275,979.65,-4123.80517578125
47.213,276,1400.68,18.0536,1380000,276,1180.55,-3826.202392578125
48.5812,277,958.92,19.2807,1385000,277,765.33,-3901.885009765625
49.1337,278,842.02,19.6849,1390000,278,972.47,-4247.9912109375
49.1831,279,1249.41,25.0228,1395000,279,1053.58,-4106.06103515625
48.7065,280,693.86,19.6746,1400000,280,663.95,-4049.6630859375
48.3216,281,953.78,20.0349,1405000,281,800.8,-4034.153076171875
49.3566,282,944.15,35.0097,1410000,282,848.83,-4247.58154296875
48.0168,283,1187.26,33.624,1415000,283,1084.06,-3982.323974609375
47.7128,284,814.53,22.9174,1420000,284,597.43,-3979.1748046875
48.0853,285,884.53,27.1019,1425000,285,954.52,-4309.92724609375
47.8992,286,726.4,22.7078,1430000,286,631.78,-4236.96337890625
47.0443,287,523.15,21.4866,1435000,287,1208.81,-3876.42919921875
49.015,288,577.93,26.3634,1440000,288,656.67,-4408.00537109375
48.5563,289,1266.01,27.6068,1445000,289,1183.18,-4441.85888671875
48.0463,290,417.03,22.0644,1450000,290,1132.51,-4481.09423828125
48.1572,291,693.56,20.9893,1455000,291,490.13,-4555.1806640625
48.3064,292,617.03,22.1201,1460000,292,506.69,-4531.85791015625
49.2027,293,374.08,18.2085,1465000,293,402.76,-4908.02783203125
49.1273,294,812.64,31.0317,1470000,294,660.87,-4650.7890625
47.6903,295,153.6,29.5749,1475000,295,274.26,-4672.521484375
48.3685,296,578.87,34.7938,1480000,296,502.37,-4675.64111328125
48.9777,297,1.57,29.748,1485000,297,46.97,-4981.24560546875
48.981,298,1269.4,40.0728,1490000,298,832.34,-4969.064453125
47.7396,299,1453.4,29.1993,1495000,299,1614.24,-4690.84814453125
47.7172,300,1461.37,26.2401,1500000,300,1600.83,-4690.06689453125
46.8327,301,1186.46,19.6874,1505000,301,1415.05,-4380.25
46.9708,302,1229.98,15.2663,1510000,302,1058.92,-4683.2529296875
47.3151,303,1309.65,15.4751,1515000,303,1016.69,-4896.25927734375
48.3801,304,1129.01,23.5987,1520000,304,548.71,-4892.81396484375
46.5852,305,1714.18,17.6363,1525000,305,1932.22,-4424.5029296875
47.3816,306,1447.28,14.351,1530000,306,1212.62,-4774.2900390625
46.9297,307,1222.24,15.1038,1535000,307,1678.86,-4665.63818359375
47.7116,308,853.08,15.6382,1540000,308,1054.48,-4993.63720703125
47.9949,309,938.15,35.0553,1545000,309,866.17,-5461.92919921875
46.7748,310,957.33,14.8756,1550000,310,880.22,-4679.41455078125
46.6432,311,1060.56,14.0362,1555000,311,973.08,-4708.857421875
47.4343,312,1193.72,18.8382,1560000,312,841.28,-5149.25830078125
47.4228,313,919.01,16.1834,1565000,313,892.15,-5012.439453125
47.0654,314,859.15,14.3942,1570000,314,788.44,-4827.68896484375
48.7823,315,1069.37,17.8648,1575000,315,610.75,-5404.2060546875
47.2527,316,852.0,19.439,1580000,316,642.76,-5468.2001953125
46.7823,317,1149.38,14.5545,1585000,317,926.14,-5339.31201171875
47.6064,318,1249.34,15.2707,1590000,318,837.07,-5396.04833984375
46.9551,319,990.22,13.8972,1595000,319,1163.61,-5184.6123046875
46.5455,320,947.52,14.1578,1600000,320,1626.01,-5134.8125
46.8674,321,1114.8,16.1818,1605000,321,1863.88,-4782.00146484375
46.4583,322,2002.41,20.5269,1610000,322,1165.98,-5295.005859375
44.9909,323,2313.48,13.3716,1615000,323,1822.91,-4905.7890625
46.6377,324,1680.95,13.3877,1620000,324,1029.42,-5495.54541015625
46.4514,325,740.49,15.0623,1625000,325,511.87,-5624.40869140625
47.8139,326,4.15,46.2933,1630000,326,137.16,-6541.4326171875
47.1697,327,1652.69,16.1652,1635000,327,1143.42,-5527.216796875
46.1536,328,1379.94,15.471,1640000,328,1411.51,-5556.9248046875
45.8217,329,1773.24,14.0464,1645000,329,1136.94,-4966.625
45.8153,330,1340.51,15.6702,1650000,330,1046.12,-5233.78369140625
47.1847,331,374.23,39.0284,1655000,331,1009.61,-5971.1298828125
45.1217,332,2153.66,12.9373,1660000,332,1801.8,-5251.4677734375
45.0487,333,1552.89,13.304,1665000,333,1785.41,-4907.5087890625
45.4738,334,2364.87,13.7084,1670000,334,1804.48,-4973.8076171875
45.8942,335,1982.49,14.5461,1675000,335,1280.7,-5232.96630859375
45.3798,336,1788.35,12.9062,1680000,336,1773.55,-5088.001953125
46.2741,337,543.77,13.4518,1685000,337,2161.33,-5615.88720703125
45.3815,338,931.31,14.7811,1690000,338,1466.11,-4922.26416015625
45.8109,339,1342.9,13.3918,1695000,339,1292.97,-5425.56201171875
48.1709,340,606.44,26.2095,1700000,340,626.99,-6686.73583984375
46.1806,341,1511.65,13.5796,1705000,341,1712.18,-5611.61181640625
46.7688,342,1100.28,13.9022,1710000,342,793.59,-5734.79638671875
46.6887,343,1324.61,14.5247,1715000,343,815.14,-5696.6865234375
47.5249,344,559.67,13.9418,1720000,344,534.78,-5998.1552734375
46.3716,345,1130.68,13.2897,1725000,345,1304.69,-5732.21142578125
45.374,346,805.68,14.9672,1730000,346,1133.9,-5300.0498046875
46.3258,347,1596.52,13.7141,1735000,347,1234.79,-5732.16748046875
45.1949,348,738.81,13.7121,1740000,348,1032.82,-5750.62646484375
44.927,349,3069.49,13.9513,1745000,349,1461.5,-5850.33056640625
47.044,350,1466.2,13.5047,1750000,350,1089.64,-6659.93212890625
46.8137,351,1077.98,21.0752,1755000,351,818.35,-6924.0927734375
46.947,352,938.74,13.0548,1760000,352,732.2,-6826.322265625
45.8093,353,1387.57,13.4811,1765000,353,1421.49,-6170.59375
47.7474,354,746.46,12.1257,1770000,354,692.23,-7184.66357421875
47.9513,355,376.2,13.7325,1775000,355,370.08,-7294.140625
47.9251,356,444.84,15.7815,1780000,356,422.43,-7332.0478515625
46.845,357,402.59,14.7058,1785000,357,397.5,-7022.6630859375
45.8566,358,978.04,16.269,1790000,358,1017.31,-6596.70751953125
45.1125,359,1791.7,13.4478,1795000,359,1421.56,-6017.11572265625
46.127,360,1141.75,14.7736,1800000,360,1027.95,-6474.830078125
46.56,361,1247.78,18.4669,1805000,361,874.48,-6810.501953125
46.2795,362,1189.12,12.5264,1810000,362,1094.34,-6452.0615234375
46.4265,363,1385.46,20.8336,1815000,363,657.95,-7008.9580078125
47.5798,364,825.06,19.4983,1820000,364,637.67,-7194.24560546875
47.6938,365,1313.79,20.5433,1825000,365,733.07,-7728.8046875
46.4248,366,588.0,24.3201,1830000,366,776.04,-7286.00830078125
47.0,367,473.97,39.1618,1835000,367,656.37,-7364.05859375
46.585,368,494.6,38.7636,1840000,368,371.87,-7398.2734375
46.6703,369,2210.18,25.1234,1845000,369,831.26,-7676.2724609375
46.531,370,1652.03,16.778,1850000,370,1588.53,-7473.77783203125
46.9953,371,764.93,16.2958,1855000,371,688.31,-6827.91259765625
48.6862,372,605.92,32.7986,1860000,372,626.56,-8548.353515625
47.497,373,618.13,19.8127,1865000,373,845.64,-8243.3681640625
47.6557,374,735.22,20.8989,1870000,374,1033.4,-7985.30029296875
47.9944,375,728.04,14.2007,1875000,375,1011.79,-8379.271484375
47.6176,376,15.59,30.4051,1880000,376,315.72,-8088.9892578125
48.5638,377,1007.36,31.4076,1885000,377,384.03,-8619.537109375
47.0169,378,1711.01,35.0552,1890000,378,1984.99,-8117.40966796875
46.5139,379,1406.1,15.5635,1895000,379,1071.23,-7529.0927734375
48.406,380,872.84,25.9198,1900000,380,945.56,-8241.7724609375
47.8798,381,1415.54,30.0588,1905000,381,1182.83,-8463.9951171875
48.331,382,704.17,28.7175,1910000,382,948.97,-8645.58203125
47.417,383,401.92,32.2227,1915000,383,436.54,-8470.857421875
46.7006,384,1144.3,31.1752,1920000,384,529.38,-8484.46875
47.0096,385,2632.47,37.8986,1925000,385,1668.0,-8138.064453125
45.8214,386,2692.39,28.904,1930000,386,2022.58,-7637.7666015625
47.8495,387,1894.64,26.6728,1935000,387,1524.58,-8368.8291015625
45.9519,388,1403.97,13.7351,1940000,388,1373.32,-7332.7294921875
46.0941,389,2812.99,24.5767,1945000,389,2331.65,-6963.00390625
46.3864,390,2630.33,14.0334,1950000,390,2983.4,-7208.86328125
45.8252,391,2647.7,14.602,1955000,391,1854.01,-6880.50732421875
46.1511,392,2174.7,13.972,1960000,392,1813.58,-6997.66650390625
46.4099,393,1105.18,13.6437,1965000,393,1725.05,-7729.82958984375
46.947,394,2035.52,15.381,1970000,394,1692.85,-7366.6591796875
46.2004,395,2335.28,14.4916,1975000,395,2131.83,-7622.1962890625
46.0204,396,2389.85,14.5395,1980000,396,1921.79,-6903.8642578125
45.8564,397,2255.86,14.2446,1985000,397,1679.46,-7687.97216796875
45.6155,398,2711.32,15.8954,1990000,398,1543.15,-6280.927734375
