Itration,Running Forward KL,Real Det Return,Running Reverse KL,Reward Loss,Real Sto Return,Running Update Time,Running Env Steps
1143,38.709,5001.45,20.3105,-11216.892578125,4867.38,1143,5715000
1144,38.1029,5003.61,20.9618,-11094.4931640625,4882.67,1144,5720000
1145,37.7476,4997.76,20.3547,-10771.318359375,4900.81,1145,5725000
1146,37.693,5024.53,21.7317,-11200.9873046875,4932.38,1146,5730000
1147,38.3829,5110.91,26.9899,-11720.4970703125,4907.86,1147,5735000
1148,37.6175,5077.91,20.8992,-11178.396484375,4766.21,1148,5740000
1149,37.4496,5031.91,21.2442,-11124.0537109375,4921.44,1149,5745000
1150,38.365,4796.57,20.2444,-11487.9970703125,4768.17,1150,5750000
1151,37.8507,4913.9,20.3622,-11411.85546875,4686.64,1151,5755000
1152,38.3319,5048.39,20.8798,-11227.115234375,4889.21,1152,5760000
1153,37.6292,4975.91,21.5801,-11300.390625,4918.06,1153,5765000
1154,38.1672,5027.06,21.0869,-11284.962890625,4864.4,1154,5770000
1155,38.1477,5083.57,21.6507,-11440.4013671875,4725.33,1155,5775000
1156,38.0987,4979.37,22.0341,-11191.892578125,4938.34,1156,5780000
1157,38.1253,5046.66,21.4387,-11485.2041015625,4933.79,1157,5785000
1158,37.3761,5032.09,21.1449,-11306.6806640625,4943.41,1158,5790000
1159,37.8794,5019.29,21.9223,-11492.6728515625,4972.24,1159,5795000
1160,38.6334,4854.18,21.4307,-11126.703125,4926.18,1160,5800000
1161,38.5077,5092.88,21.1993,-11422.431640625,4884.82,1161,5805000
1162,37.9352,4972.42,21.1831,-11133.0830078125,4896.06,1162,5810000
1163,38.1552,5079.73,22.0013,-11585.8466796875,4818.67,1163,5815000
1164,37.7537,5113.67,21.4776,-11376.90625,5013.53,1164,5820000
1165,37.8093,5041.33,21.0859,-11378.072265625,4794.76,1165,5825000
1166,38.018,5082.71,21.7001,-11414.4462890625,4976.54,1166,5830000
1167,38.2572,5141.8,20.5708,-11425.3486328125,4938.1,1167,5835000
1168,38.6642,5112.1,23.102,-11635.4296875,4913.42,1168,5840000
1169,37.7336,5067.35,20.506,-11296.52734375,4894.34,1169,5845000
1170,37.336,5046.85,20.069,-11084.4501953125,4943.33,1170,5850000
1171,37.4198,4843.2,22.3824,-11519.2705078125,4624.3,1171,5855000
1172,37.9422,5094.69,20.3824,-11277.650390625,4775.88,1172,5860000
1173,37.5464,5138.37,19.5446,-11293.078125,5062.1,1173,5865000
1174,37.6817,4972.01,20.9374,-11610.9833984375,4956.61,1174,5870000
1175,38.7295,5189.28,19.9485,-11705.5244140625,4904.7,1175,5875000
1176,37.9287,5090.99,20.2699,-11524.4619140625,4950.54,1176,5880000
1177,38.7496,5145.08,21.3509,-11710.9453125,4761.45,1177,5885000
1178,38.161,5099.95,20.9956,-11586.0498046875,4920.43,1178,5890000
1179,38.1526,5074.3,20.7424,-11405.919921875,4977.27,1179,5895000
1180,38.0573,5206.36,20.9724,-11608.947265625,5052.01,1180,5900000
1181,38.6713,5003.14,21.3448,-11933.0595703125,4922.64,1181,5905000
1182,37.9596,5047.47,20.4408,-11413.7958984375,4963.61,1182,5910000
1183,38.434,4802.24,19.7608,-11369.7001953125,4827.46,1183,5915000
1184,38.0597,5006.48,19.5406,-11532.1796875,4809.45,1184,5920000
1185,37.8523,4999.86,21.0326,-11564.9990234375,4918.8,1185,5925000
1186,37.8888,4865.46,20.8796,-11719.162109375,4797.21,1186,5930000
1187,37.8887,4571.99,22.2826,-11758.1796875,4872.06,1187,5935000
1188,38.1275,4958.26,19.9085,-11648.59375,4885.57,1188,5940000
1189,37.6985,4867.8,19.5239,-11603.9208984375,4865.66,1189,5945000
1190,38.1762,4715.02,20.2587,-11531.189453125,4963.81,1190,5950000
1191,38.0475,4675.65,19.7089,-11444.6318359375,4896.89,1191,5955000
1192,37.7205,4841.12,20.5408,-11429.0341796875,4880.14,1192,5960000
1193,38.2358,5105.62,20.1985,-11706.638671875,4940.67,1193,5965000
1194,37.7731,4961.97,19.6892,-11570.1220703125,4972.91,1194,5970000
1195,38.187,5071.36,20.0629,-11757.658203125,4968.54,1195,5975000
1196,39.059,4808.62,20.0779,-11649.12109375,4752.97,1196,5980000
1197,37.9915,4882.02,21.0129,-11654.5048828125,4773.15,1197,5985000
1198,38.3823,4652.56,20.809,-11744.40625,4875.95,1198,5990000
1199,38.6922,5022.68,20.5778,-11731.1806640625,4750.97,1199,5995000
1200,38.2965,4977.89,20.468,-11691.408203125,4920.71,1200,6000000
1201,39.0014,4871.92,20.0491,-11820.2607421875,4882.15,1201,6005000
1202,38.3525,4948.98,20.4258,-11854.6611328125,4830.72,1202,6010000
1203,38.847,4873.15,21.0516,-11888.2734375,4878.65,1203,6015000
1204,37.6629,5034.33,20.9065,-11710.291015625,4986.16,1204,6020000
1205,38.7756,4961.53,20.4222,-12030.513671875,4850.48,1205,6025000
1206,38.6683,4984.63,21.4442,-12069.74609375,4716.13,1206,6030000
1207,38.9212,5000.12,20.8311,-11945.912109375,4893.82,1207,6035000
1208,38.4392,5080.53,21.4313,-11492.9990234375,4975.48,1208,6040000
1209,39.0153,4836.26,21.1882,-11976.9267578125,4867.17,1209,6045000
1210,38.7575,4901.61,21.0668,-11710.3310546875,4993.12,1210,6050000
1211,38.5174,4898.18,20.9355,-11934.1025390625,4837.11,1211,6055000
1212,37.9771,5000.96,20.467,-11921.2890625,4979.94,1212,6060000
1213,39.0812,5069.32,22.2528,-11810.3349609375,4965.18,1213,6065000
1214,39.0486,4986.36,21.3685,-11862.828125,4967.64,1214,6070000
1215,38.5698,4785.68,20.2109,-11516.2392578125,4635.98,1215,6075000
1216,38.5269,4717.86,20.969,-11946.8955078125,4605.67,1216,6080000
1217,38.2182,4918.41,20.5808,-11801.0751953125,4952.88,1217,6085000
1218,38.4164,4848.14,21.3304,-11746.9443359375,4964.16,1218,6090000
1219,37.5579,4895.2,20.2265,-11553.66015625,4720.0,1219,6095000
1220,38.34,5076.86,21.1227,-11707.9033203125,4928.41,1220,6100000
1221,37.563,5021.49,20.1364,-11710.94921875,4736.19,1221,6105000
1222,38.3505,5083.31,20.5964,-11812.205078125,4975.22,1222,6110000
1223,38.4449,4904.82,23.2605,-11714.517578125,4941.05,1223,6115000
1224,37.4859,4884.45,19.6892,-11612.060546875,4455.67,1224,6120000
1225,37.5202,4855.02,19.7666,-11558.2197265625,4856.71,1225,6125000
1226,37.9445,5015.53,24.5266,-11600.0048828125,4830.17,1226,6130000
1227,37.7561,5127.22,19.237,-11342.216796875,4853.55,1227,6135000
1228,38.1369,5176.83,25.2999,-11713.9755859375,4796.72,1228,6140000
1229,38.8352,5114.33,21.3696,-12134.91796875,4746.89,1229,6145000
1230,37.6023,5085.08,20.1162,-11767.61328125,5054.07,1230,6150000
1231,37.9443,4970.43,20.1847,-11769.5712890625,4496.87,1231,6155000
1232,37.3595,4825.17,20.1724,-11571.12890625,4708.28,1232,6160000
1233,37.3598,5081.05,19.8993,-11482.79296875,4781.52,1233,6165000
1234,37.8788,4910.83,19.4035,-11893.9052734375,4836.45,1234,6170000
1235,37.4597,4924.38,19.4662,-11849.767578125,4660.37,1235,6175000
1236,37.3537,5051.61,20.0302,-11681.50390625,4998.57,1236,6180000
1237,38.2269,4828.75,23.7652,-11985.5244140625,4881.18,1237,6185000
1238,38.2407,5125.92,20.5308,-11995.599609375,4710.54,1238,6190000
1239,37.8827,5023.72,19.708,-12034.56640625,4535.77,1239,6195000
1240,38.8852,4807.23,20.2831,-12027.7021484375,4659.23,1240,6200000
1241,38.6684,4799.65,25.908,-11973.27734375,4665.23,1241,6205000
1242,37.5866,5012.14,19.6187,-11626.873046875,4693.95,1242,6210000
1243,37.764,4943.11,24.6983,-11902.44140625,4664.32,1243,6215000
1244,37.8893,4919.16,20.0678,-11823.2060546875,4716.1,1244,6220000
1245,37.4477,5198.85,19.2894,-11950.34765625,4602.36,1245,6225000
1246,37.6505,4913.31,25.0348,-12017.517578125,4766.16,1246,6230000
1247,37.8546,5159.5,26.1374,-11899.732421875,4650.67,1247,6235000
1248,37.4011,5028.77,19.6502,-11954.625,4999.88,1248,6240000
1249,37.7071,5235.25,20.1264,-11783.353515625,5037.86,1249,6245000
1250,37.978,4910.76,20.0864,-12027.9638671875,4990.36,1250,6250000
1251,37.8345,4996.93,20.0418,-11950.2236328125,4967.09,1251,6255000
1252,38.532,5105.87,19.6438,-11970.5615234375,5048.24,1252,6260000
1253,37.99,4847.13,20.2554,-12069.3642578125,4728.24,1253,6265000
1254,37.8404,5050.74,20.2448,-11927.6259765625,4963.55,1254,6270000
1255,38.1448,5063.37,20.6053,-11883.0185546875,4928.2,1255,6275000
1256,38.034,5049.69,20.2608,-12003.7041015625,4945.22,1256,6280000
1257,37.6836,5029.51,19.9733,-11956.6669921875,4938.35,1257,6285000
1258,38.354,4994.36,21.2248,-11912.1953125,4898.33,1258,6290000
1259,38.0334,4796.78,20.5965,-12093.6708984375,4892.1,1259,6295000
1260,38.1866,4896.01,20.2652,-12094.630859375,4935.98,1260,6300000
1261,38.2275,4978.61,21.1358,-12231.5712890625,4919.55,1261,6305000
1262,37.742,5107.22,20.9828,-12255.6162109375,4980.96,1262,6310000
1263,38.4406,4883.34,20.5628,-12395.9482421875,4731.83,1263,6315000
1264,37.8609,5013.8,20.8877,-12080.90234375,4756.92,1264,6320000
1265,38.2123,4998.1,20.8474,-12410.6640625,4990.32,1265,6325000
1266,37.8562,5103.2,20.4731,-12232.5263671875,4974.4,1266,6330000
1267,38.2719,5053.74,21.1749,-12198.08984375,4986.26,1267,6335000
1268,37.751,5067.69,20.606,-12037.5283203125,4869.84,1268,6340000
1269,38.9033,5018.74,20.6596,-12414.48828125,4918.48,1269,6345000
1270,38.6199,4905.9,20.506,-12300.705078125,4785.37,1270,6350000
1271,38.5114,4996.95,20.7538,-11929.0830078125,4961.21,1271,6355000
1272,38.6099,5078.38,19.9794,-12436.5302734375,4953.89,1272,6360000
1273,38.3671,4900.88,20.8615,-12133.0849609375,4940.58,1273,6365000
1274,38.949,5052.33,20.8729,-12590.9599609375,4967.42,1274,6370000
1275,38.8022,5002.94,21.1582,-12303.8349609375,5005.18,1275,6375000
1276,38.2661,4887.98,20.0952,-12273.3818359375,4932.04,1276,6380000
1277,38.495,4929.35,21.1568,-12278.400390625,4946.06,1277,6385000
1278,38.5802,4831.11,21.3448,-12275.1083984375,4914.57,1278,6390000
1279,38.6893,4778.51,20.5552,-12368.9208984375,4870.01,1279,6395000
1280,38.5759,4951.69,21.7157,-12358.0,4696.19,1280,6400000
1281,37.9067,4873.32,20.0287,-12156.49609375,4890.99,1281,6405000
1282,38.1287,4827.74,20.6786,-12135.3662109375,4882.41,1282,6410000
1283,38.3168,5028.39,20.8828,-12240.0966796875,4628.35,1283,6415000
1284,38.4327,4912.69,20.8343,-12220.5224609375,4977.82,1284,6420000
1285,38.5621,4842.65,20.2331,-12447.984375,4788.49,1285,6425000
1286,38.5975,4864.79,20.514,-12222.6943359375,4784.03,1286,6430000
1287,38.241,4913.73,20.4246,-12169.419921875,4781.58,1287,6435000
1288,38.3681,4944.44,20.5103,-12312.4560546875,4954.7,1288,6440000
1289,38.1427,4969.58,21.167,-12066.224609375,5000.29,1289,6445000
1290,38.7127,5134.31,20.9248,-12110.3359375,5075.57,1290,6450000
1291,38.9678,4874.55,21.1197,-12423.6416015625,4897.45,1291,6455000
1292,38.7929,5156.21,20.8878,-12258.595703125,5034.44,1292,6460000
1293,38.5215,5073.48,20.6104,-12402.5380859375,4538.73,1293,6465000
1294,39.1413,4961.56,20.9906,-12435.16796875,4960.17,1294,6470000
1295,38.5259,4895.96,20.367,-12416.5341796875,5040.65,1295,6475000
1296,38.8953,5025.05,20.8377,-12437.9482421875,5005.64,1296,6480000
1297,38.7056,5065.3,19.5318,-12321.453125,4986.42,1297,6485000
1298,38.7573,5161.02,20.8451,-12553.734375,4858.92,1298,6490000
1299,39.5201,5074.6,21.4243,-12721.1015625,4910.38,1299,6495000
1300,38.6602,5015.52,21.0223,-12402.4521484375,4990.56,1300,6500000
1301,38.4085,5026.35,21.6033,-12511.55859375,4977.4,1301,6505000
1302,38.3232,5137.77,20.513,-12515.8115234375,4984.32,1302,6510000
1303,38.1242,5126.92,21.3171,-12407.4345703125,5045.57,1303,6515000
1304,38.3049,5110.7,20.9687,-12470.31640625,4804.85,1304,6520000
1305,38.3451,5148.52,22.0485,-12740.849609375,5053.86,1305,6525000
1306,38.417,5155.23,21.6653,-12401.046875,4945.28,1306,6530000
1307,38.0461,5126.65,20.7059,-12426.5361328125,5046.59,1307,6535000
1308,38.3686,5142.83,21.8666,-12378.7685546875,5050.48,1308,6540000
1309,38.585,5117.13,20.9122,-12632.765625,5067.1,1309,6545000
1310,38.545,4966.53,21.1623,-12538.6376953125,4992.89,1310,6550000
1311,38.5559,4835.74,20.284,-12631.1279296875,4850.67,1311,6555000
1312,38.1844,4935.3,20.1758,-12565.4873046875,4957.24,1312,6560000
1313,38.0203,4977.79,21.3902,-12859.6416015625,4929.24,1313,6565000
1314,38.3809,4670.75,19.6679,-12606.88671875,4667.8,1314,6570000
1315,37.9986,5031.91,19.7814,-12570.0146484375,4842.99,1315,6575000
1316,38.3953,4685.38,19.2155,-12538.5634765625,4758.39,1316,6580000
1317,37.9797,4994.05,19.9845,-12431.4423828125,4928.6,1317,6585000
1318,38.7651,4609.19,19.8218,-12447.478515625,4038.38,1318,6590000
1319,38.8562,4922.07,23.4121,-12833.556640625,4378.66,1319,6595000
1320,39.0961,1333.61,23.8442,-12872.7470703125,2591.32,1320,6600000
1321,39.0819,4692.5,24.7281,-12793.4072265625,3998.63,1321,6605000
1322,38.5038,3797.69,19.7881,-12753.8583984375,4511.58,1322,6610000
1323,39.6959,3712.42,32.5236,-12998.154296875,3824.31,1323,6615000
1324,39.0805,3690.06,22.9407,-12439.2822265625,4766.19,1324,6620000
1325,39.0014,4344.74,30.2229,-13009.4775390625,4439.5,1325,6625000
1326,38.9932,4950.65,21.24,-12581.205078125,4348.85,1326,6630000
1327,39.5811,4558.61,26.7706,-13035.8681640625,4636.92,1327,6635000
1328,38.9104,4636.63,21.777,-12940.259765625,4537.3,1328,6640000
1329,38.4102,4962.8,22.289,-12458.333984375,4665.71,1329,6645000
1330,39.2025,4743.78,22.8663,-12631.353515625,4613.38,1330,6650000
1331,38.5614,4885.61,22.6509,-12706.92578125,4919.7,1331,6655000
1332,39.1103,4701.51,26.8491,-12687.111328125,4753.28,1332,6660000
1333,38.6699,4871.65,27.1984,-12705.8828125,4932.69,1333,6665000
1334,38.6173,4900.21,22.6812,-12775.330078125,4925.69,1334,6670000
1335,39.0766,4301.38,25.7901,-12716.470703125,4581.35,1335,6675000
1336,39.3333,5063.25,24.7785,-12729.205078125,4307.71,1336,6680000
1337,38.9466,3340.31,32.753,-12550.9921875,4346.25,1337,6685000
1338,38.22,4956.82,21.8485,-12675.1796875,4854.66,1338,6690000
1339,38.4615,5100.48,22.8687,-12556.4326171875,5008.11,1339,6695000
1340,39.6001,2510.49,36.0525,-12909.0244140625,4174.85,1340,6700000
1341,38.7105,4587.28,27.0762,-12745.525390625,4774.03,1341,6705000
1342,39.726,4978.58,28.84,-13135.015625,4757.02,1342,6710000
1343,38.7774,4890.19,25.2813,-12675.3017578125,4765.34,1343,6715000
1344,39.1034,4976.91,26.779,-12718.240234375,4816.2,1344,6720000
1345,38.0903,4843.92,22.3092,-12849.1025390625,4672.72,1345,6725000
1346,38.2211,4686.51,27.7058,-12661.5693359375,4478.63,1346,6730000
1347,38.263,4895.59,22.6655,-13241.736328125,4468.54,1347,6735000
1348,38.6931,4339.13,31.1826,-13147.2998046875,4482.31,1348,6740000
1349,38.6468,5059.86,22.7301,-12978.5830078125,4792.94,1349,6745000
1350,38.1002,5013.58,22.263,-12776.529296875,4858.94,1350,6750000
1351,38.9914,5096.31,23.8087,-12505.2841796875,5033.34,1351,6755000
1352,38.5941,5031.7,22.479,-12820.5849609375,4983.9,1352,6760000
1353,38.5311,4909.63,23.07,-12745.716796875,4951.21,1353,6765000
1354,38.6105,4924.28,23.6961,-12958.60546875,4914.5,1354,6770000
1355,38.8943,4869.35,22.8217,-13129.244140625,4902.29,1355,6775000
1356,38.9928,4990.87,23.576,-13082.6611328125,4985.97,1356,6780000
1357,38.8102,5127.71,23.6002,-13193.5615234375,5080.99,1357,6785000
1358,39.2275,4908.83,23.7065,-13273.67578125,5000.39,1358,6790000
1359,40.2205,4947.46,25.1432,-13297.9140625,4961.56,1359,6795000
1360,40.1429,5004.9,25.4459,-13200.4755859375,4985.17,1360,6800000
1361,39.8041,4788.87,24.6987,-13295.2099609375,4616.08,1361,6805000
1362,39.0406,4933.94,23.4364,-13214.4833984375,4970.05,1362,6810000
1363,40.1075,5035.01,25.0999,-13326.546875,4886.05,1363,6815000
1364,39.3318,4824.12,24.3989,-13197.9482421875,4822.41,1364,6820000
1365,38.9367,5026.03,23.2024,-13101.978515625,4900.17,1365,6825000
1366,39.2407,4941.09,23.5914,-13116.64453125,4950.49,1366,6830000
1367,39.0812,4331.46,22.709,-13165.125,4827.14,1367,6835000
1368,40.3751,4699.86,23.1825,-13453.11328125,4900.09,1368,6840000
1369,39.8611,4908.68,24.6835,-13298.0888671875,4977.2,1369,6845000
1370,40.0299,4779.45,24.2365,-13557.453125,4694.5,1370,6850000
1371,39.784,4590.45,23.9355,-13491.541015625,4805.32,1371,6855000
1372,39.4122,4902.89,24.1331,-13143.89453125,4975.64,1372,6860000
1373,39.9785,4921.13,34.8398,-13296.240234375,4938.59,1373,6865000
1374,40.0206,4738.26,24.4819,-13158.6298828125,4770.03,1374,6870000
1375,39.7336,4875.72,25.2641,-13293.91796875,4886.79,1375,6875000
1376,38.9051,4930.19,24.4331,-12825.5634765625,4961.1,1376,6880000
1377,38.7848,4909.93,23.7605,-13076.689453125,4906.53,1377,6885000
1378,39.7028,4744.85,23.8643,-13039.78125,4792.58,1378,6890000
1379,39.2227,5010.32,24.013,-13139.736328125,4896.21,1379,6895000
1380,39.123,4723.76,22.4471,-13081.2275390625,4815.95,1380,6900000
1381,38.8936,4962.3,23.7055,-13084.5830078125,4970.37,1381,6905000
1382,39.573,4914.1,22.6227,-12961.830078125,4798.59,1382,6910000
1383,39.5961,4611.17,23.5325,-13175.044921875,4753.17,1383,6915000
1384,39.4826,5000.21,22.6049,-12330.884765625,4925.17,1384,6920000
1385,50.6801,231.36,135.7402,-12442.611328125,229.92,1385,6925000
1386,41.8732,3263.77,21.0871,-11899.2548828125,2477.5,1386,6930000
1387,41.0528,4374.68,27.0805,-13401.3544921875,4019.83,1387,6935000
1388,39.7232,4826.75,23.4118,-13340.041015625,4609.06,1388,6940000
1389,40.1342,4839.76,23.0146,-13264.578125,4762.8,1389,6945000
1390,39.4438,4766.0,24.0677,-12992.12109375,4832.11,1390,6950000
1391,39.7078,5061.45,24.0156,-13128.44140625,4815.59,1391,6955000
1392,39.467,4747.86,24.9659,-12603.44921875,4734.77,1392,6960000
1393,40.6544,5056.57,35.169,-13269.8037109375,4554.09,1393,6965000
1394,39.8764,5034.12,25.2675,-13096.7861328125,4975.79,1394,6970000
1395,40.3901,4999.52,25.2945,-13352.392578125,4731.92,1395,6975000
1396,40.4925,5084.56,25.0574,-13096.1552734375,5065.99,1396,6980000
1397,39.7577,5230.02,24.8557,-12889.955078125,5110.69,1397,6985000
1398,40.1216,5216.67,24.1762,-13094.375,5059.48,1398,6990000
1399,40.6868,5015.76,30.8714,-13520.404296875,5170.88,1399,6995000
1400,40.3384,5087.8,31.0695,-13737.1025390625,4841.05,1400,7000000
1401,40.2578,5184.37,24.7484,-13057.16796875,4968.02,1401,7005000
1402,40.229,5086.45,23.4484,-13193.759765625,4714.64,1402,7010000
1403,40.6493,5072.8,30.2282,-13201.0615234375,4915.12,1403,7015000
1404,40.2917,4892.42,25.7664,-13251.8974609375,4594.96,1404,7020000
1405,40.0608,5121.79,29.8683,-13205.09375,4874.19,1405,7025000
1406,40.201,4975.3,24.7185,-13286.54296875,4896.58,1406,7030000
1407,40.6025,4980.33,25.7069,-13390.3955078125,4836.97,1407,7035000
1408,39.5125,4990.76,24.592,-13077.0361328125,4901.65,1408,7040000
1409,40.2016,4985.79,27.9807,-13245.6787109375,4960.71,1409,7045000
1410,39.8283,4875.94,25.136,-13124.8740234375,4783.56,1410,7050000
1411,41.3543,3582.97,54.9041,-13174.4609375,4093.29,1411,7055000
1412,39.8703,4356.7,35.652,-13027.09375,4768.86,1412,7060000
1413,39.5478,4797.13,23.8031,-13073.38671875,4803.1,1413,7065000
1414,40.2555,4870.31,28.797,-13063.3486328125,4659.05,1414,7070000
1415,39.5404,4950.96,24.3372,-13081.990234375,4904.21,1415,7075000
1416,39.6975,3754.7,29.5721,-13286.5087890625,3449.86,1416,7080000
1417,44.6915,1761.41,102.7171,-12969.9130859375,1026.15,1417,7085000
1418,39.2881,4863.56,24.0021,-13145.3818359375,4628.65,1418,7090000
1419,40.5365,4246.59,38.2863,-13382.875,3923.42,1419,7095000
1420,40.4422,4638.9,25.6458,-13078.837890625,4713.84,1420,7100000
1421,40.4394,4882.71,26.1404,-13412.0087890625,4646.0,1421,7105000
1422,40.2353,4691.14,24.6653,-13533.9052734375,4740.2,1422,7110000
1423,39.1762,4917.53,23.9164,-13266.583984375,4772.27,1423,7115000
1424,39.5946,4842.64,23.915,-13402.8759765625,4801.58,1424,7120000
1425,40.2563,5001.9,23.6824,-13575.4951171875,4749.04,1425,7125000
1426,39.6544,4904.43,23.7489,-13337.7548828125,4829.92,1426,7130000
1427,39.7237,4827.84,25.4758,-13585.5,4813.77,1427,7135000
1428,39.9779,4862.33,27.0753,-13773.181640625,4779.06,1428,7140000
1429,39.6169,4820.86,24.7946,-13599.4609375,4752.82,1429,7145000
1430,40.8638,4842.91,25.4497,-13926.279296875,4799.52,1430,7150000
1431,40.9233,3419.42,48.0754,-13907.0908203125,3710.85,1431,7155000
1432,46.7735,748.62,65.2208,-13877.9833984375,707.9,1432,7160000
1433,45.1871,3533.97,42.4274,-15648.5458984375,1571.11,1433,7165000
1434,46.7651,1030.01,80.0753,-13658.78125,1055.97,1434,7170000
1435,47.4737,703.2,90.2637,-13799.9765625,1046.57,1435,7175000
1436,43.9892,1703.57,50.9249,-14154.6533203125,2066.55,1436,7180000
1437,42.5158,4220.66,30.4185,-13844.880859375,4195.72,1437,7185000
1438,42.8229,3488.35,34.0942,-14701.1181640625,3020.85,1438,7190000
1439,41.6797,3841.14,30.9454,-14027.314453125,4041.15,1439,7195000
1440,41.5039,4523.49,25.6178,-13656.1240234375,4490.72,1440,7200000
1441,41.3418,4665.96,26.1489,-13753.3193359375,4710.45,1441,7205000
1442,41.4951,4786.01,24.937,-13747.6083984375,4822.12,1442,7210000
1443,40.453,4800.48,24.6956,-13555.490234375,4888.34,1443,7215000
1444,40.8237,4938.57,25.1487,-13565.8974609375,4957.39,1444,7220000
1445,40.1279,4998.32,25.2747,-13567.4248046875,4939.11,1445,7225000
1446,41.019,5003.88,25.5464,-13378.9921875,4747.5,1446,7230000
1447,41.8317,4996.18,27.8145,-13919.6484375,4891.91,1447,7235000
1448,41.2611,4793.41,26.4376,-13875.0029296875,4806.63,1448,7240000
1449,42.1444,4007.36,29.8108,-14179.8935546875,4026.64,1449,7245000
1450,42.1716,3823.36,35.2395,-14312.5380859375,3925.46,1450,7250000
1451,42.3326,4739.82,31.1264,-14451.0400390625,4167.11,1451,7255000
1452,49.3868,1255.6,63.3932,-16232.0859375,2019.08,1452,7260000
1453,45.0889,1006.03,63.9275,-16475.474609375,985.55,1453,7265000
1454,43.3106,2586.81,59.6985,-15635.486328125,2466.69,1454,7270000
1455,41.5832,3626.88,38.4843,-15092.47265625,3451.28,1455,7275000
1456,41.0945,3709.9,54.4797,-14974.3857421875,3838.96,1456,7280000
1457,41.7747,3927.99,33.7405,-14408.939453125,4050.79,1457,7285000
1458,40.5059,3934.03,37.5166,-14755.6904296875,3874.38,1458,7290000
1459,44.2887,993.08,72.9198,-16989.142578125,1798.29,1459,7295000
1460,40.803,4677.36,25.4052,-13513.255859375,4693.54,1460,7300000
1461,40.6528,4687.53,24.9923,-13430.2060546875,4503.12,1461,7305000
1462,42.2329,4788.43,58.9468,-15365.892578125,3635.33,1462,7310000
1463,41.0693,5062.95,36.5232,-14271.638671875,4915.75,1463,7315000
1464,40.9409,4653.88,31.0227,-13791.423828125,4830.14,1464,7320000
1465,40.9737,4456.26,30.9312,-14039.091796875,4415.69,1465,7325000
1466,40.815,4837.08,24.5188,-13442.4072265625,4832.89,1466,7330000
1467,41.3916,4629.59,30.3624,-14116.681640625,4687.74,1467,7335000
1468,40.8907,4722.49,24.9249,-13352.8525390625,4913.19,1468,7340000
1469,40.7211,4737.85,26.3653,-13894.77734375,4479.73,1469,7345000
1470,40.9536,4940.29,25.1103,-13604.07421875,4933.88,1470,7350000
1471,41.2466,4638.31,26.0838,-14057.86328125,4709.64,1471,7355000
1472,42.1174,4552.06,26.2615,-14086.169921875,4491.14,1472,7360000
1473,40.5932,4911.29,28.0808,-13974.1875,4744.29,1473,7365000
1474,41.202,4783.58,28.1931,-13955.7880859375,4808.69,1474,7370000
1475,41.1112,5012.08,25.1631,-13769.79296875,4636.63,1475,7375000
1476,40.8069,4976.78,24.7689,-13509.826171875,4952.19,1476,7380000
1477,40.5552,4928.48,24.6363,-13471.1630859375,4885.01,1477,7385000
1478,40.9264,5003.25,25.669,-13805.109375,4908.33,1478,7390000
1479,40.3661,5025.49,24.8921,-13791.8291015625,4943.09,1479,7395000
1480,40.9222,5061.58,24.8343,-13823.328125,4434.85,1480,7400000
1481,41.3632,5033.44,25.4319,-13833.99609375,4943.9,1481,7405000
1482,40.7314,5094.46,24.5844,-13657.5244140625,4951.04,1482,7410000
1483,39.7739,5114.83,23.8514,-13316.412109375,5040.06,1483,7415000
1484,40.4043,5120.61,24.9158,-13671.23046875,5017.69,1484,7420000
1485,40.9905,5016.03,25.0399,-13370.3837890625,4950.01,1485,7425000
1486,40.2762,5130.72,24.4718,-13559.8408203125,5023.41,1486,7430000
1487,40.4796,5047.91,24.6972,-13761.9345703125,4783.56,1487,7435000
1488,40.1678,3945.53,25.7868,-13619.5810546875,4639.23,1488,7440000
1489,41.344,2615.08,40.5785,-14486.3642578125,4360.43,1489,7445000
1490,40.2789,5024.72,24.3334,-13398.75390625,4974.36,1490,7450000
1491,39.9957,5144.48,25.774,-13585.7099609375,5061.29,1491,7455000
1492,40.4629,3748.08,28.2554,-14156.5400390625,4620.73,1492,7460000
1493,40.6036,4926.33,26.5662,-13441.0380859375,5054.81,1493,7465000
1494,40.8626,4674.1,24.3813,-13697.0595703125,4881.7,1494,7470000
1495,40.0932,5153.32,23.7706,-13614.962890625,5113.82,1495,7475000
1496,40.4016,5166.11,24.6669,-13653.1259765625,5078.18,1496,7480000
1497,40.2553,4018.15,24.2969,-13489.193359375,5121.93,1497,7485000
1498,41.2196,5188.14,23.6239,-13818.47265625,5085.06,1498,7490000
1499,40.3768,5144.69,24.0654,-13674.716796875,4859.64,1499,7495000
