Reward Loss,Real Sto Return,Real Det Return,Itration,Running Reverse KL,Running Env Steps,Running Forward KL,Running Update Time
-4235.43017578125,178.84,203.59,133,32.5873,665000,30.9695,133
-3542.975341796875,141.43,135.46,134,31.4083,670000,29.5116,134
-3567.53759765625,92.54,92.14,135,36.0835,675000,28.8756,135
-3982.967041015625,88.2,87.87,136,34.6171,680000,30.6524,136
-3201.66162109375,84.12,85.28,137,31.25,685000,28.6411,137
-4000.3740234375,81.72,82.0,138,29.8451,690000,30.7759,138
-4202.31640625,77.24,76.63,139,45.2443,695000,30.4179,139
-3785.7958984375,81.02,80.79,140,44.1662,700000,29.4687,140
-4687.46484375,77.95,78.35,141,104.7279,705000,29.7439,141
-4139.697265625,76.97,76.71,142,45.4822,710000,29.6624,142
-4884.02978515625,258.81,248.25,143,45.0662,715000,30.7722,143
-4612.5556640625,383.49,335.19,144,93.2181,720000,29.348,144
-4510.01416015625,382.2,292.01,145,72.035,725000,29.8061,145
-5267.78564453125,229.72,233.19,146,70.0261,730000,31.1738,146
-5060.00927734375,210.35,228.05,147,72.0907,735000,30.8386,147
-4853.77490234375,218.06,218.44,148,51.9984,740000,30.8192,148
-5294.27001953125,169.49,154.53,149,51.052,745000,30.3859,149
-5182.15185546875,287.98,269.98,150,42.6813,750000,31.8034,150
-5112.76123046875,231.04,269.06,151,83.1415,755000,29.6941,151
-5520.681640625,241.66,243.34,152,56.5738,760000,30.5148,152
-5557.95751953125,320.07,299.75,153,47.5489,765000,31.4528,153
-5229.62890625,312.12,297.17,154,110.2707,770000,29.8751,154
-5557.32666015625,263.29,312.47,155,49.5153,775000,29.5913,155
-5790.5302734375,246.61,216.33,156,65.5677,780000,31.7033,156
-5873.4208984375,200.42,191.83,157,68.7862,785000,30.3842,157
-5418.53857421875,113.13,113.1,158,34.0181,790000,29.9751,158
-6162.82763671875,388.31,395.74,159,56.9078,795000,29.416,159
-5600.5654296875,235.69,186.77,160,46.9777,800000,29.3143,160
-4482.072265625,306.92,139.06,161,44.2108,805000,29.6128,161
-5742.7763671875,106.5,104.4,162,113.5021,810000,30.8452,162
-4684.3544921875,108.41,108.35,163,105.9983,815000,28.8852,163
-6764.09326171875,110.95,109.43,164,59.3303,820000,30.6531,164
-6787.73876953125,380.8,345.68,165,59.7017,825000,30.1701,165
-6732.10888671875,280.04,215.13,166,60.4041,830000,28.809,166
-6901.171875,105.27,103.92,167,57.86,835000,28.9721,167
-7379.26611328125,361.73,365.79,168,64.1945,840000,29.97,168
-7578.19384765625,373.73,369.03,169,60.0379,845000,30.2533,169
-7671.5234375,340.99,336.73,170,62.9276,850000,30.4524,170
-8187.87158203125,258.25,248.39,171,65.3691,855000,31.9019,171
-7716.6875,347.3,341.63,172,58.419,860000,30.0796,172
-7770.537109375,57.42,58.15,173,179.4642,865000,29.2716,173
-7630.77490234375,51.36,51.82,174,126.7041,870000,29.8662,174
-7916.0009765625,53.17,53.06,175,171.36,875000,28.7236,175
-8515.2353515625,55.3,55.33,176,169.8753,880000,31.7955,176
-7448.04150390625,320.74,283.59,177,22.1482,885000,32.4859,177
-7760.40966796875,529.78,524.03,178,23.1875,890000,33.7869,178
-7794.31787109375,521.71,524.29,179,23.3341,895000,33.8564,179
-8475.869140625,473.73,507.66,180,55.0502,900000,33.7261,180
-8611.935546875,493.82,505.16,181,53.2541,905000,33.1898,181
-8016.14404296875,611.11,628.64,182,23.9087,910000,34.0704,182
-8093.2783203125,582.94,584.91,183,23.4388,915000,34.2226,183
-8803.7373046875,707.8,700.88,184,37.5526,920000,35.4994,184
-8797.744140625,635.13,660.81,185,53.6214,925000,35.1354,185
-8744.025390625,573.05,587.76,186,57.9197,930000,35.3246,186
-9296.763671875,672.31,638.61,187,102.4376,935000,35.2971,187
-9159.0390625,613.74,620.33,188,79.4275,940000,35.2051,188
-9270.595703125,598.36,581.53,189,78.2195,945000,35.5967,189
-9210.296875,631.39,594.09,190,51.7772,950000,35.3527,190
-8603.884765625,812.15,810.79,191,26.1003,955000,35.6278,191
-8656.4921875,792.99,773.13,192,26.9242,960000,35.9932,192
-8686.54296875,785.07,823.07,193,25.3957,965000,35.4626,193
-8892.26953125,790.52,764.75,194,25.2328,970000,35.2022,194
-9161.3408203125,606.21,615.35,195,31.4765,975000,35.2374,195
-8917.6201171875,805.48,864.76,196,23.4628,980000,32.8736,196
-11227.7646484375,220.33,200.28,197,79.5913,985000,32.2586,197
-11452.7783203125,192.45,192.17,198,128.3797,990000,33.5488,198
-11570.7021484375,208.01,207.04,199,144.5233,995000,33.5676,199
