Real Sto Return,Real Det Return,Running Update Time,Running Env Steps,Itration,Reward Loss,Running Forward KL,Running Reverse KL
307.69,837.09,84,420000,84,-5928.451171875,73.5726,30.3095
306.64,929.46,85,425000,85,-6027.39990234375,73.1653,30.9273
292.82,1002.5,86,430000,86,-6078.0283203125,71.1158,30.1814
292.54,761.02,87,435000,87,-6300.6923828125,72.1591,30.6526
344.99,936.02,88,440000,88,-6337.25341796875,71.1589,29.8458
385.03,1070.9,89,445000,89,-6422.9931640625,71.5277,29.3587
412.16,1068.16,90,450000,90,-6460.7890625,69.302,29.6082
380.9,959.33,91,455000,91,-6612.81982421875,70.6123,29.9887
296.38,923.12,92,460000,92,-6839.29052734375,72.1532,30.5526
360.15,862.87,93,465000,93,-6788.7744140625,69.0305,29.3266
343.14,976.11,94,470000,94,-7082.37451171875,71.5007,30.7408
332.1,845.9,95,475000,95,-7194.40576171875,71.8145,30.4768
314.42,859.26,96,480000,96,-7272.4677734375,71.8853,30.1695
400.07,961.64,97,485000,97,-7323.67138671875,72.0754,29.991
332.31,994.18,98,490000,98,-7531.18505859375,71.2845,29.5585
423.77,1079.28,99,495000,99,-7599.08154296875,71.5197,29.9441
321.16,932.2,100,500000,100,-7834.76513671875,71.6361,30.2438
416.28,1146.45,101,505000,101,-7834.4638671875,69.9791,29.9835
468.94,988.75,102,510000,102,-8058.83642578125,71.922,30.1297
348.76,917.63,103,515000,103,-8258.630859375,73.3955,30.9049
526.31,992.5,104,520000,104,-7960.046875,67.9346,28.4892
382.86,1040.75,105,525000,105,-8385.478515625,71.0762,29.4198
422.9,1007.18,106,530000,106,-8368.59765625,69.4556,29.1718
401.07,1069.57,107,535000,107,-8506.8994140625,70.6292,29.3142
395.24,1149.26,108,540000,108,-8788.095703125,70.7463,29.6515
481.84,1034.04,109,545000,109,-8871.1171875,71.3406,29.3755
518.04,1122.63,110,550000,110,-9192.7314453125,70.8051,29.9308
585.88,1168.47,111,555000,111,-8827.181640625,68.1989,28.5747
413.62,1206.81,112,560000,112,-9376.7890625,71.0479,29.6611
423.36,965.47,113,565000,113,-9376.15625,70.0643,29.179
245.26,804.86,114,570000,114,-9516.0595703125,69.4977,29.1327
433.06,1083.3,115,575000,115,-9311.97265625,67.7899,27.2221
444.57,940.53,116,580000,116,-9759.85546875,68.6286,28.5943
633.66,1208.07,117,585000,117,-8882.4033203125,66.7227,28.1299
664.24,987.26,118,590000,118,-10163.6943359375,69.7904,28.9674
538.88,1504.22,119,595000,119,-9961.9404296875,67.4971,27.6339
727.64,1120.01,120,600000,120,-10203.6015625,69.0427,28.6504
775.81,1384.36,121,605000,121,-10159.9658203125,68.1122,27.8754
393.32,1147.93,122,610000,122,-10209.5732421875,67.6988,27.187
635.4,1290.15,123,615000,123,-10510.6376953125,68.2336,27.5431
467.29,1525.92,124,620000,124,-11043.9931640625,69.7536,28.7628
1351.2,1725.62,125,625000,125,-10509.861328125,67.1281,27.6993
1077.18,1765.37,126,630000,126,-9559.2099609375,65.9581,29.254
1089.94,1706.79,127,635000,127,-9998.0048828125,65.4303,27.6954
1209.89,2027.75,128,640000,128,-10565.9619140625,66.5224,27.7158
1220.27,1991.85,129,645000,129,-9765.80078125,66.0829,29.2082
720.21,2332.9,130,650000,130,-9019.1005859375,64.5779,28.6696
1211.58,1617.91,131,655000,131,-11282.447265625,67.1746,26.6856
1505.59,1847.24,132,660000,132,-10223.8642578125,66.311,29.0216
1459.15,2251.25,133,665000,133,-9920.9521484375,65.9633,29.601
943.51,1524.41,134,670000,134,-10505.7958984375,67.0255,30.0258
1293.24,2560.17,135,675000,135,-10008.95703125,65.701,28.6318
1207.9,1479.51,136,680000,136,-10275.380859375,65.9977,28.2972
1556.06,2754.41,137,685000,137,-10037.8974609375,66.469,33.1384
1344.86,2532.95,138,690000,138,-9340.4677734375,65.4941,31.188
887.68,1452.01,139,695000,139,-11279.806640625,66.8616,29.2427
1567.82,2136.91,140,700000,140,-8743.7783203125,68.7485,37.1624
1465.47,2596.55,141,705000,141,-9796.4833984375,65.9025,31.5102
1114.0,1871.52,142,710000,142,-11734.7734375,66.8265,28.1909
1933.87,2948.28,143,715000,143,-9008.35546875,68.2605,40.3332
2228.56,3337.61,144,720000,144,-8489.7138671875,68.6554,43.2944
1644.59,2603.23,145,725000,145,-9946.3896484375,67.8037,38.9265
2852.54,3127.05,146,730000,146,-9438.7763671875,67.1369,39.7823
2750.54,3523.99,147,735000,147,-8563.388671875,72.4239,49.7909
2352.28,2906.91,148,740000,148,-10903.42578125,66.8876,36.7268
2042.53,3057.68,149,745000,149,-9480.896484375,68.6022,41.595
2373.57,3301.81,150,750000,150,-10334.4326171875,67.7699,37.0543
2770.72,2426.15,151,755000,151,-9268.9287109375,71.8252,51.8353
2305.57,3547.98,152,760000,152,-9355.8330078125,68.2006,43.2537
1967.08,2049.63,153,765000,153,-10170.9482421875,66.6376,36.0647
2504.83,3644.89,154,770000,154,-10342.8818359375,68.5806,46.0561
2957.88,2904.0,155,775000,155,-11025.2216796875,67.4588,41.2963
2328.54,2010.24,156,780000,156,-10105.0771484375,69.8617,45.8032
2826.52,3520.14,157,785000,157,-10303.3623046875,68.941,46.7928
2607.93,2987.79,158,790000,158,-9749.1748046875,72.7918,54.7815
2631.79,2823.86,159,795000,159,-9761.9384765625,71.1125,50.0083
2213.15,3069.47,160,800000,160,-9834.107421875,71.3294,48.6123
3041.99,3075.04,161,805000,161,-10611.251953125,71.6249,55.7616
2297.03,3209.14,162,810000,162,-9653.70703125,72.9283,56.486
3303.7,4177.52,163,815000,163,-9268.55078125,77.9558,57.2739
3193.36,3369.56,164,820000,164,-12448.2119140625,69.0156,42.1637
2438.27,1931.51,165,825000,165,-9585.794921875,80.1206,66.8309
3884.88,4332.6,166,830000,166,-10128.244140625,75.4387,60.694
3566.14,4081.08,167,835000,167,-10417.927734375,73.6683,58.1549
3578.77,4607.95,168,840000,168,-9993.818359375,75.6937,61.0176
3574.05,4550.96,169,845000,169,-10733.3505859375,78.5466,57.9067
2210.43,2818.36,170,850000,170,-10251.5302734375,81.8614,66.9121
3667.41,4221.36,171,855000,171,-11648.5166015625,75.8726,57.8407
3481.89,3993.01,172,860000,172,-10769.51171875,77.2472,55.8479
3338.88,4084.03,173,865000,173,-12181.6171875,70.2263,46.1487
3964.1,4447.18,174,870000,174,-10297.712890625,78.7585,59.0991
3114.98,4240.76,175,875000,175,-12003.5361328125,71.8406,48.3174
3688.19,4610.59,176,880000,176,-12501.5166015625,71.104,50.0262
3620.67,4081.21,177,885000,177,-12011.1435546875,76.9171,57.4113
3263.12,3681.16,178,890000,178,-10808.9287109375,80.0592,59.4174
3849.77,4389.01,179,895000,179,-11599.37890625,75.485,60.5762
4319.6,4942.51,180,900000,180,-12004.5791015625,81.6359,66.1112
3851.34,4505.92,181,905000,181,-13472.2783203125,70.7336,47.9979
4355.0,4584.69,182,910000,182,-13113.212890625,73.9945,61.3384
4263.85,4764.67,183,915000,183,-12941.0390625,73.9844,55.4847
3944.56,4553.55,184,920000,184,-12966.5244140625,71.4929,54.9648
3739.68,4854.59,185,925000,185,-12229.447265625,75.1591,62.3221
3799.24,4078.91,186,930000,186,-12685.7138671875,73.8577,56.767
4065.54,4502.91,187,935000,187,-12444.3935546875,82.4637,68.0749
4256.25,5123.29,188,940000,188,-13976.6357421875,72.8862,56.3611
4022.66,4882.02,189,945000,189,-13908.1845703125,71.3503,52.6119
4133.71,4393.63,190,950000,190,-14591.298828125,73.2192,61.815
3844.96,4560.47,191,955000,191,-14479.5546875,75.5972,58.7198
3717.89,4641.24,192,960000,192,-13135.390625,80.7578,66.6628
4510.81,4574.76,193,965000,193,-14496.36328125,77.9953,64.5669
3996.13,5244.62,194,970000,194,-14220.4931640625,80.2627,62.926
4399.5,5100.85,195,975000,195,-16645.921875,70.8873,53.9262
4576.35,5278.47,196,980000,196,-14558.9755859375,84.1213,66.8808
3859.95,4770.66,197,985000,197,-14871.2421875,75.7611,64.227
4794.1,4773.14,198,990000,198,-15612.4072265625,80.7439,66.0959
3720.8,4780.43,199,995000,199,-16212.150390625,72.9994,56.593
3983.58,4420.27,200,1000000,200,-15000.447265625,77.7298,65.0706
4651.3,5012.71,201,1005000,201,-14852.8466796875,81.6822,67.7775
4647.92,5260.38,202,1010000,202,-16080.2314453125,80.2861,68.47
4291.99,4616.03,203,1015000,203,-16185.3095703125,78.1401,72.243
3433.31,5060.37,204,1020000,204,-15578.5859375,84.9219,72.5435
4479.55,4935.48,205,1025000,205,-15601.2763671875,85.6885,79.0358
4258.19,5035.51,206,1030000,206,-16488.8984375,76.2611,68.727
4609.13,4808.07,207,1035000,207,-17059.751953125,77.2928,67.6255
4508.64,3962.79,208,1040000,208,-16719.11328125,85.3071,73.6204
3954.4,5148.97,209,1045000,209,-16902.419921875,78.5429,69.9321
4676.11,5238.09,210,1050000,210,-17335.21484375,78.0105,71.3314
4662.03,4915.18,211,1055000,211,-17836.9296875,80.7257,73.9785
4578.03,4575.39,212,1060000,212,-18130.013671875,81.0791,72.4061
5097.62,5399.03,213,1065000,213,-18845.623046875,74.0343,66.5748
4561.8,5483.6,214,1070000,214,-17911.45703125,82.1443,78.2967
4901.46,5140.09,215,1075000,215,-19140.99609375,80.5344,77.7543
4792.38,5015.22,216,1080000,216,-19688.484375,77.9699,78.6192
5043.13,5403.84,217,1085000,217,-19849.001953125,84.9918,79.864
4770.8,5112.95,218,1090000,218,-19962.396484375,78.4363,77.8982
4687.83,5558.82,219,1095000,219,-19940.365234375,77.9944,75.9567
5264.26,5318.35,220,1100000,220,-20850.884765625,78.5274,76.6882
4726.56,4841.76,221,1105000,221,-20713.078125,89.3863,82.1937
4329.07,5317.45,222,1110000,222,-20801.916015625,77.4283,73.4518
4248.51,5175.2,223,1115000,223,-21160.43359375,80.163,80.1248
4426.54,5424.26,224,1120000,224,-21646.912109375,81.1395,76.755
4421.23,4878.75,225,1125000,225,-22313.45703125,80.0178,79.5941
5117.59,5522.07,226,1130000,226,-21916.751953125,88.1711,84.5746
4927.47,5513.57,227,1135000,227,-22760.970703125,88.6737,84.6666
4740.71,5456.65,228,1140000,228,-22968.90625,88.2755,82.1524
4291.38,5368.41,229,1145000,229,-22930.619140625,89.1734,87.2477
5210.24,5388.95,230,1150000,230,-23491.197265625,84.5682,86.3168
4693.2,4677.53,231,1155000,231,-23224.40625,78.8293,81.7983
5085.94,5230.65,232,1160000,232,-23634.853515625,86.8734,82.1728
4516.3,5088.74,233,1165000,233,-24318.498046875,87.5766,83.613
4829.02,5505.35,234,1170000,234,-24444.53125,88.6752,86.6661
4233.7,4946.39,235,1175000,235,-24705.701171875,87.6848,84.1321
5221.99,5585.44,236,1180000,236,-24490.455078125,89.7024,86.1158
4715.85,5547.1,237,1185000,237,-24898.693359375,86.3895,80.8142
4646.85,5568.07,238,1190000,238,-24729.90625,86.5388,84.6727
4684.36,5679.58,239,1195000,239,-25197.369140625,88.1565,84.5833
4669.19,5586.82,240,1200000,240,-25355.826171875,81.7298,81.3258
5393.42,5418.75,241,1205000,241,-26177.3828125,82.099,83.803
4730.52,5387.11,242,1210000,242,-25817.353515625,77.4826,77.196
5269.55,5117.72,243,1215000,243,-26636.185546875,86.75,86.6622
5018.5,5522.06,244,1220000,244,-26997.060546875,88.4732,87.0844
4353.74,5198.6,245,1225000,245,-26930.5,78.0271,80.3588
5043.43,5684.99,246,1230000,246,-27276.080078125,80.2539,81.698
5141.01,5379.01,247,1235000,247,-27427.783203125,80.7481,82.3563
5365.64,5649.68,248,1240000,248,-27906.142578125,80.0169,83.1734
4157.83,5038.48,249,1245000,249,-27869.17578125,89.1052,91.0631
4989.24,5605.52,250,1250000,250,-28147.876953125,88.6578,88.7428
4849.82,5503.11,251,1255000,251,-29318.66796875,89.1126,90.3651
4906.33,5166.01,252,1260000,252,-28997.1953125,89.1125,93.9995
5060.81,5389.98,253,1265000,253,-29913.373046875,91.192,97.8335
4944.75,5466.6,254,1270000,254,-29926.35546875,85.5583,88.9134
4869.99,5174.61,255,1275000,255,-30364.529296875,88.7395,92.9859
5106.7,5211.22,256,1280000,256,-30623.8203125,89.0225,93.4002
5132.82,5663.2,257,1285000,257,-30478.66015625,91.0114,97.7613
4648.05,5607.24,258,1290000,258,-31216.623046875,89.2792,95.7012
5260.46,5545.73,259,1295000,259,-31906.15625,90.2206,95.6798
4821.56,5674.45,260,1300000,260,-31277.734375,78.3811,84.6791
4961.45,5503.7,261,1305000,261,-32106.880859375,89.8806,97.0768
4679.67,5513.98,262,1310000,262,-32245.10546875,90.8109,99.8623
-2422.09,-2472.68,263,1315000,263,-29525.037109375,117.2939,353.0881
-1072.94,-842.69,264,1320000,264,-33377.171875,89.8097,130.8239
-99.0,-157.82,265,1325000,265,-32752.140625,80.3011,162.0024
-467.85,-761.74,266,1330000,266,-30082.47265625,85.4117,108.2301
-608.15,-501.23,267,1335000,267,-36765.6171875,96.5493,227.7643
-545.84,-270.58,268,1340000,268,-32373.568359375,91.425,142.6054
-204.16,-198.92,269,1345000,269,-36814.6484375,89.6706,244.3507
-186.37,-288.1,270,1350000,270,-34484.4140625,82.0097,77.0485
-129.83,-726.77,271,1355000,271,-33412.88671875,83.6115,140.1427
2552.03,2708.79,272,1360000,272,-36475.48046875,81.6076,76.3305
2575.02,2880.75,273,1365000,273,-35384.15234375,77.7429,70.9692
2750.75,3234.64,274,1370000,274,-35712.421875,77.3184,83.1359
2621.5,3372.19,275,1375000,275,-36105.3125,85.2898,82.4901
2317.02,3241.32,276,1380000,276,-35874.5859375,85.6299,79.529
3282.4,3325.11,277,1385000,277,-36291.37890625,80.9698,74.2056
3394.09,3767.84,278,1390000,278,-35403.3984375,81.6017,79.5678
4052.34,3341.37,279,1395000,279,-36393.734375,84.2872,75.9656
3914.96,4453.4,280,1400000,280,-36275.51171875,80.6865,71.3492
4051.92,4438.77,281,1405000,281,-36343.6484375,75.1772,60.9689
4235.89,5008.52,282,1410000,282,-36740.69140625,75.7214,63.1967
3700.83,4677.72,283,1415000,283,-37011.375,77.9562,66.1764
4561.66,4713.64,284,1420000,284,-36658.26171875,75.2348,65.9957
4390.91,4960.96,285,1425000,285,-37712.58984375,80.0509,75.0058
4853.89,5080.94,286,1430000,286,-37491.578125,84.952,80.3161
4240.91,5250.62,287,1435000,287,-38546.28125,86.6076,82.968
4676.83,5187.01,288,1440000,288,-38455.921875,84.9988,84.5765
4566.95,4845.11,289,1445000,289,-38435.37890625,83.143,76.6602
1587.65,1444.78,290,1450000,290,-41312.08984375,81.6557,108.6962
4261.77,4883.46,291,1455000,291,-41835.9375,88.6133,93.7241
4121.29,4910.03,292,1460000,292,-41300.72265625,90.3559,94.7125
145.9,-563.08,293,1465000,293,-43418.0703125,86.7801,166.6388
2328.34,2858.6,294,1470000,294,-40398.99609375,76.5155,55.0073
3585.54,3789.35,295,1475000,295,-40272.9453125,77.5342,63.8127
3564.67,4913.08,296,1480000,296,-41186.9140625,78.7485,68.1244
4393.41,4655.58,297,1485000,297,-42682.80078125,83.5846,79.5711
4249.58,4797.7,298,1490000,298,-41884.47265625,79.2452,74.3037
4685.67,5112.0,299,1495000,299,-43001.359375,81.4068,82.2343
4690.65,4904.76,300,1500000,300,-43485.16796875,87.8646,84.587
4906.14,5471.21,301,1505000,301,-44112.6328125,88.6087,87.3536
4633.43,5275.66,302,1510000,302,-44023.57421875,86.7067,87.9003
4851.8,5165.11,303,1515000,303,-44166.64453125,85.8929,87.2925
4730.52,5340.61,304,1520000,304,-44386.0,87.1184,86.6053
5043.97,5417.27,305,1525000,305,-45149.08984375,87.938,88.4347
4517.74,5305.02,306,1530000,306,-44292.60546875,88.1651,89.0942
5137.77,5590.49,307,1535000,307,-44935.9296875,84.7072,85.7541
4831.22,5487.04,308,1540000,308,-45557.0859375,86.445,85.9149
4603.13,5617.3,309,1545000,309,-46024.5546875,87.9764,86.8622
5263.98,5107.13,310,1550000,310,-46162.93359375,86.1961,85.5829
5004.77,5623.85,311,1555000,311,-45546.0703125,88.752,91.2305
5207.37,5268.02,312,1560000,312,-45773.859375,80.3622,85.1455
5053.97,5416.97,313,1565000,313,-47221.95703125,88.7017,93.681
5005.77,5581.86,314,1570000,314,-46393.65625,89.7146,89.9523
4992.67,5640.22,315,1575000,315,-46502.3671875,88.5659,91.9676
5209.85,5525.44,316,1580000,316,-47850.0390625,89.4685,98.53
5008.5,5539.25,317,1585000,317,-47560.9609375,81.7735,92.0462
5249.39,5544.15,318,1590000,318,-48319.3046875,88.3721,89.8621
5190.42,5105.29,319,1595000,319,-49203.56640625,89.5111,96.9249
4914.39,5484.62,320,1600000,320,-49082.01953125,89.1641,98.1118
4907.04,5556.72,321,1605000,321,-47766.2578125,78.2209,84.1336
5218.37,5261.67,322,1610000,322,-49484.45703125,89.3563,97.3216
5088.14,5410.55,323,1615000,323,-49419.01953125,87.3004,92.7717
5242.87,5598.47,324,1620000,324,-50217.24609375,89.4454,95.5164
5180.38,5640.89,325,1625000,325,-49509.25390625,86.6032,86.6314
5288.83,5690.54,326,1630000,326,-50530.1640625,86.4,90.5994
5278.06,5562.06,327,1635000,327,-50445.296875,87.6475,93.3765
5362.84,5628.94,328,1640000,328,-50018.26171875,88.3145,93.1721
5174.41,5460.83,329,1645000,329,-51997.546875,88.3316,92.9711
5366.18,5710.97,330,1650000,330,-51215.48828125,83.375,88.7303
5264.88,5240.24,331,1655000,331,-51345.0,88.7683,95.0213
5250.46,5707.89,332,1660000,332,-52202.97265625,89.0032,93.5125
5324.3,5579.64,333,1665000,333,-52120.0625,87.3155,91.3137
5074.01,5694.91,334,1670000,334,-50705.4609375,77.5635,84.0792
5335.48,5595.99,335,1675000,335,-52222.12890625,86.7141,91.2324
5072.69,5689.11,336,1680000,336,-54217.7890625,89.6628,96.8949
5193.58,5791.34,337,1685000,337,-51949.9453125,88.8824,91.0249
5374.94,5746.86,338,1690000,338,-53374.0625,87.0554,92.476
5081.17,5685.72,339,1695000,339,-52136.1640625,88.2475,91.7053
5315.32,5632.47,340,1700000,340,-54122.47265625,88.0528,92.6433
5084.15,5489.09,341,1705000,341,-53408.04296875,89.3405,94.8918
5223.41,5741.05,342,1710000,342,-55198.77734375,89.1661,97.5052
5463.39,5721.91,343,1715000,343,-54545.49609375,88.6442,96.2499
5148.45,5453.21,344,1720000,344,-55513.734375,88.0655,96.6456
5211.94,5528.35,345,1725000,345,-55404.2578125,88.8275,95.0911
5519.4,5829.34,346,1730000,346,-55661.91015625,87.0209,89.6772
5032.38,5841.01,347,1735000,347,-55001.83203125,87.9836,95.6076
5245.34,5626.92,348,1740000,348,-55039.37890625,87.7969,93.0119
4950.67,5703.53,349,1745000,349,-56998.20703125,87.5665,98.57
5111.3,5803.36,350,1750000,350,-56301.296875,85.4541,91.356
5358.39,5763.52,351,1755000,351,-56076.859375,86.7596,90.5229
5547.45,5836.36,352,1760000,352,-57226.828125,88.4693,93.713
5283.18,5802.42,353,1765000,353,-57832.6875,88.2193,93.3757
5349.74,5873.01,354,1770000,354,-58032.359375,88.5527,93.1211
5097.12,5845.05,355,1775000,355,-58399.83203125,86.7986,91.6753
5285.85,5831.88,356,1780000,356,-58461.53125,87.9868,92.8947
5287.48,5857.82,357,1785000,357,-58604.09375,87.9946,87.612
5431.17,5386.82,358,1790000,358,-56950.0234375,79.9344,85.4353
5520.71,5863.68,359,1795000,359,-57862.18359375,87.1632,91.7864
4911.02,5800.14,360,1800000,360,-56629.765625,76.0301,79.3678
5515.63,5837.24,361,1805000,361,-59270.93359375,90.1475,93.6076
5575.91,5836.59,362,1810000,362,-59833.32421875,88.694,94.2813
5574.16,5893.8,363,1815000,363,-59526.453125,88.4593,93.9273
5313.69,5823.49,364,1820000,364,-59327.20703125,87.5513,91.5323
5610.2,5857.2,365,1825000,365,-60563.47265625,87.7915,95.2492
5284.69,5828.92,366,1830000,366,-60821.65625,89.8586,93.7843
5368.65,5865.56,367,1835000,367,-59159.48046875,81.4063,90.7763
4995.67,5858.78,368,1840000,368,-59905.62109375,88.4024,92.5875
5076.22,5894.7,369,1845000,369,-60019.30078125,89.369,96.885
5463.85,5848.67,370,1850000,370,-59416.2578125,88.8919,94.0286
5533.61,5868.28,371,1855000,371,-59821.72265625,88.5488,93.5585
5531.58,5821.83,372,1860000,372,-60101.80078125,90.9109,100.533
5231.17,5729.19,373,1865000,373,-59996.94140625,89.4712,95.8419
5474.47,5425.03,374,1870000,374,-60000.96484375,89.9507,94.938
5531.12,5847.3,375,1875000,375,-60602.703125,90.541,96.358
5616.64,5893.19,376,1880000,376,-61547.7890625,88.7381,97.1775
4982.24,5698.03,377,1885000,377,-60827.19921875,89.8378,94.8086
5301.23,5879.79,378,1890000,378,-60701.28125,87.6508,93.5454
5274.15,5644.63,379,1895000,379,-61837.578125,89.873,97.3352
5110.77,5462.91,380,1900000,380,-61560.44140625,85.1552,92.6156
5511.59,5847.69,381,1905000,381,-62614.90625,89.9152,96.5378
4986.29,5877.42,382,1910000,382,-62472.6875,89.8098,93.2765
5513.23,5841.68,383,1915000,383,-62251.3984375,91.1183,101.2232
5203.51,5726.49,384,1920000,384,-61295.6015625,89.9292,98.8533
5216.64,5442.24,385,1925000,385,-62366.70703125,90.4764,99.742
5052.98,5842.51,386,1930000,386,-63502.5546875,89.899,100.3151
5241.54,5823.68,387,1935000,387,-63344.65625,91.2483,100.2573
5584.87,5658.57,388,1940000,388,-62896.56640625,90.1593,97.9452
4918.41,5296.27,389,1945000,389,-63276.9609375,91.4154,96.6275
5506.37,5894.16,390,1950000,390,-63175.2109375,90.6371,96.5542
4840.88,5737.27,391,1955000,391,-62679.23828125,90.1293,99.4492
5333.64,5818.0,392,1960000,392,-64008.109375,89.7073,96.4864
5066.72,5713.61,393,1965000,393,-63202.8984375,91.3288,99.248
5005.9,5832.65,394,1970000,394,-63566.28515625,90.1594,97.6968
4306.14,5753.22,395,1975000,395,-63399.18359375,90.3057,98.4195
4803.26,5488.76,396,1980000,396,-63508.0390625,88.82,98.6004
