Itration,Running Update Time,Reward Loss,Real Sto Return,Real Det Return,Running Forward KL,Running Env Steps,Running Reverse KL
55,55,-289.3257751464844,3857.3,4398.4,44.1977,275000,20.8779
56,56,-302.7520446777344,3997.62,4372.96,43.7883,280000,25.65
57,57,-332.328857421875,4236.42,4218.14,43.7729,285000,21.0715
58,58,-320.9598083496094,3951.23,4328.02,43.3496,290000,19.8201
59,59,-326.3160095214844,4391.87,4488.62,44.9514,295000,22.8866
60,60,-356.41217041015625,3795.07,4404.75,43.8109,300000,22.1604
61,61,-344.7463073730469,3527.9,4488.87,44.1321,305000,22.2168
62,62,-354.9251708984375,2931.61,4209.59,44.8041,310000,22.0484
63,63,-363.8758239746094,4378.29,4276.71,43.1008,315000,21.4869
64,64,-371.47705078125,4343.0,4493.41,42.6448,320000,22.0021
65,65,-342.7807922363281,4025.93,4360.92,42.3755,325000,19.7275
66,66,-413.8965148925781,4361.6,4267.66,45.2481,330000,26.716
67,67,-368.8898620605469,4350.4,4343.33,43.5221,335000,21.9962
68,68,-412.8652038574219,4481.53,4592.75,43.6344,340000,24.0231
69,69,-493.0757141113281,3333.31,4035.21,45.2054,345000,19.9239
70,70,-370.3749694824219,4145.86,4326.95,42.2184,350000,17.7257
71,71,-400.1561584472656,4549.22,4551.13,44.0231,355000,20.56
72,72,-437.5352478027344,3796.54,4265.08,44.3244,360000,18.9581
73,73,-436.1237487792969,4342.9,4504.71,43.6345,365000,19.6166
74,74,-446.8177795410156,4115.27,4216.45,43.9598,370000,20.0926
75,75,-469.2336120605469,4064.81,4539.92,42.943,375000,21.7883
76,76,-482.0768127441406,4414.98,4412.11,44.5012,380000,21.6062
77,77,-436.45465087890625,4413.17,4421.92,42.791,385000,20.5962
78,78,-477.4702453613281,4261.1,4406.38,44.2969,390000,21.2135
79,79,-489.6230773925781,3959.43,3397.21,44.4823,395000,23.9108
80,80,-485.7017822265625,4146.52,4716.92,43.5193,400000,21.1834
81,81,-505.4358215332031,4660.73,4802.18,44.4703,405000,23.0257
82,82,-483.6885070800781,4149.83,4700.39,43.3233,410000,20.0651
83,83,-484.31768798828125,4560.24,4661.14,42.8542,415000,20.347
84,84,-540.0166625976562,4521.19,4094.18,44.3053,420000,23.0547
85,85,-513.3998413085938,4486.44,4639.21,43.3518,425000,19.9625
86,86,-512.9718627929688,4171.56,4696.03,42.4944,430000,22.1047
87,87,-555.576904296875,4762.86,4733.07,45.1648,435000,24.8447
88,88,-520.1952514648438,4756.71,4727.78,43.0911,440000,22.4489
89,89,-553.1226196289062,4707.13,4712.01,43.9203,445000,21.4755
90,90,-608.542236328125,4574.54,3871.27,45.3435,450000,22.4472
91,91,-600.90283203125,4638.41,4841.12,45.0447,455000,23.8289
92,92,-576.9848022460938,4736.02,4749.03,44.4604,460000,21.0811
93,93,-610.038818359375,3504.7,4396.95,44.9495,465000,20.101
94,94,-650.43798828125,4144.61,3631.97,44.7002,470000,20.1943
95,95,-690.179931640625,3414.71,3396.79,45.9285,475000,19.5046
96,96,-684.535888671875,4061.77,2699.73,45.4928,480000,22.1895
97,97,-682.8491821289062,4697.87,3327.04,44.3099,485000,22.8527
98,98,-676.7763671875,4555.5,4433.1,44.5352,490000,22.3078
99,99,-715.1314697265625,3820.84,2978.53,45.5271,495000,21.6267
100,100,-705.95166015625,4445.64,4484.12,44.6152,500000,20.8332
101,101,-724.0936889648438,4707.75,4701.42,44.5462,505000,22.7118
102,102,-731.713623046875,4584.24,4574.11,44.6801,510000,21.886
103,103,-717.51318359375,4669.88,4751.14,44.2368,515000,20.4061
104,104,-759.07275390625,4639.86,4696.11,44.74,520000,21.8635
105,105,-651.718994140625,4580.01,4691.28,43.1195,525000,18.7287
106,106,-725.7763671875,3926.76,3656.42,45.1716,530000,19.3191
107,107,-725.802734375,4903.7,4370.55,43.9547,535000,20.3547
108,108,-745.181884765625,4570.3,4499.19,43.8493,540000,19.7079
109,109,-762.2713012695312,4880.12,2525.81,45.5539,545000,22.4247
110,110,-776.2999267578125,4625.54,4227.12,44.272,550000,19.1453
111,111,-710.6038208007812,4608.14,4782.41,42.4094,555000,18.6022
112,112,-822.5575561523438,4677.38,4458.4,43.4462,560000,20.7603
113,113,-793.1407470703125,4077.56,2992.9,44.1621,565000,19.2278
114,114,-839.0658569335938,4121.45,3588.6,44.3751,570000,20.5013
115,115,-873.5896606445312,4444.89,3928.24,44.6354,575000,21.2066
116,116,-889.9730834960938,4500.86,3936.39,44.4217,580000,20.7985
117,117,-796.9085083007812,4729.31,4602.8,42.39,585000,20.3803
118,118,-847.7155151367188,4756.99,4855.1,44.0578,590000,21.2591
119,119,-908.875,4646.6,3046.64,45.1226,595000,20.3616
120,120,-923.4613037109375,4827.09,4745.68,44.8538,600000,22.9497
121,121,-890.5751342773438,4674.62,4764.87,43.9178,605000,19.9493
122,122,-934.7655029296875,4828.83,4842.63,44.8689,610000,21.3904
123,123,-963.7745971679688,4837.02,4836.75,44.2755,615000,20.6159
124,124,-1008.2424926757812,4858.7,4953.57,45.097,620000,22.7515
125,125,-1000.141845703125,4857.35,4690.28,44.5114,625000,22.6193
126,126,-869.9177856445312,4695.72,4709.59,43.4729,630000,20.3711
127,127,-1030.992431640625,4837.86,4587.37,44.832,635000,22.2695
128,128,-1040.2674560546875,4777.66,4926.3,45.9085,640000,21.2376
129,129,-1043.11328125,4637.89,4641.3,45.3632,645000,21.6482
130,130,-1056.805419921875,4668.71,4022.06,45.3931,650000,20.1865
131,131,-1080.5938720703125,4693.54,4788.69,45.3518,655000,23.2195
132,132,-1075.595703125,4403.85,1885.27,45.26,660000,21.0056
133,133,-1080.028076171875,4768.14,4800.74,45.1099,665000,24.168
134,134,-1132.589111328125,4859.3,4945.06,45.5055,670000,23.1621
135,135,-1144.282958984375,4799.27,4859.57,45.1129,675000,22.8331
136,136,-1153.07421875,4946.37,5032.06,46.8312,680000,24.1526
137,137,-1080.0318603515625,4741.17,4806.37,44.0405,685000,20.8315
138,138,-1132.3363037109375,4590.24,4744.26,44.813,690000,20.4131
139,139,-1150.609130859375,4300.48,4215.97,44.8364,695000,20.1615
140,140,-1159.2496337890625,4269.08,4566.33,45.0826,700000,22.2451
141,141,-1251.7452392578125,4645.65,4868.56,45.4027,705000,22.3532
142,142,-1219.7666015625,4774.7,5099.42,45.3731,710000,22.063
143,143,-1247.091552734375,4824.5,4769.52,44.7266,715000,21.6171
144,144,-1070.942138671875,4784.64,4893.18,42.2018,720000,18.9132
145,145,-1278.5552978515625,4801.15,4818.86,45.4882,725000,24.081
146,146,-1165.454345703125,4965.63,5044.53,43.9799,730000,21.277
147,147,-1183.8775634765625,4398.73,4701.59,43.6212,735000,20.0788
148,148,-1218.8104248046875,4848.3,4942.15,42.5688,740000,20.4004
149,149,-1301.149658203125,4334.92,3928.15,44.7458,745000,20.0518
150,150,-1269.968017578125,4528.98,5104.95,44.9197,750000,23.7102
151,151,-1280.2769775390625,4661.6,4691.54,44.4074,755000,20.005
152,152,-1354.616455078125,4787.55,4830.58,44.9003,760000,20.2482
153,153,-1247.8297119140625,4866.17,4748.44,45.2902,765000,18.0934
154,154,-1341.0760498046875,4789.18,4797.3,44.9306,770000,19.5284
155,155,-1338.6993408203125,4844.55,4760.16,44.2366,775000,21.7332
156,156,-1435.970947265625,5098.09,5285.76,45.9722,780000,24.3346
157,157,-1259.5150146484375,3471.97,3984.67,45.2549,785000,18.9228
158,158,-1409.1746826171875,4593.89,3510.61,43.9146,790000,20.2889
159,159,-1326.229736328125,4732.84,4798.7,42.5381,795000,19.9327
160,160,-1418.6009521484375,4965.76,4780.76,44.4649,800000,20.024
161,161,-1435.04541015625,4970.35,5068.12,44.9467,805000,25.0071
162,162,-1251.0140380859375,4795.58,4847.12,42.9543,810000,20.9055
163,163,-1527.5472412109375,4929.09,4230.46,45.4608,815000,23.0732
164,164,-1475.64501953125,4250.04,4980.41,44.6186,820000,20.2428
165,165,-1327.9224853515625,4937.0,4963.51,42.8156,825000,17.9998
166,166,-1452.5279541015625,4771.5,4868.85,44.2363,830000,19.5551
167,167,-1552.1417236328125,4774.77,3610.91,44.1869,835000,19.7196
168,168,-1491.854248046875,4960.47,4748.54,43.3585,840000,19.4197
169,169,-1661.5250244140625,4652.7,5014.75,45.2897,845000,21.6135
170,170,-1669.6422119140625,5044.21,3893.64,45.1094,850000,21.8092
171,171,-1714.0567626953125,5002.74,5190.21,46.0874,855000,22.3066
172,172,-1699.328857421875,5051.1,5093.42,45.6662,860000,22.1962
173,173,-1698.63720703125,4680.72,5165.48,45.2931,865000,22.6813
174,174,-1682.47998046875,4977.55,5003.88,45.1378,870000,21.5491
175,175,-1611.6492919921875,5056.44,5213.63,43.02,875000,21.2131
176,176,-1674.599365234375,5077.39,5098.08,45.2997,880000,20.5956
177,177,-1576.3876953125,5001.12,5004.35,43.0983,885000,20.308
178,178,-1756.8076171875,4951.89,4870.16,45.3991,890000,21.4155
179,179,-1729.4915771484375,5123.53,5020.61,44.6587,895000,22.3743
180,180,-1759.2305908203125,4963.88,4991.27,44.6528,900000,20.9204
181,181,-1905.0867919921875,5051.49,5012.26,46.6664,905000,24.004
182,182,-1733.7777099609375,4971.74,5096.18,44.57,910000,21.2909
183,183,-1902.5748291015625,5090.08,5100.66,45.6651,915000,22.9712
184,184,-1900.8231201171875,4961.27,4930.07,45.0954,920000,23.5816
185,185,-1887.35107421875,5155.74,5254.02,45.5598,925000,22.2427
186,186,-1926.595947265625,4955.73,4988.9,45.2696,930000,23.5374
187,187,-1833.314697265625,4970.26,4969.44,44.3599,935000,22.6024
188,188,-1774.9049072265625,5085.82,5095.32,43.8702,940000,19.8867
189,189,-2041.6195068359375,4577.06,5211.97,46.5037,945000,26.752
190,190,-2016.1378173828125,5009.42,4953.41,45.2855,950000,22.0802
191,191,-2020.6005859375,4967.75,4983.75,44.8547,955000,22.3917
192,192,-1996.919677734375,4994.2,5114.09,45.743,960000,22.3972
193,193,-2132.145751953125,5025.59,5218.67,46.3906,965000,24.3979
194,194,-2021.5701904296875,4944.07,5187.48,46.0487,970000,24.0567
195,195,-2034.0948486328125,4788.03,4975.47,45.5899,975000,24.2673
196,196,-2037.943359375,5040.54,5104.21,45.7137,980000,24.5608
197,197,-2240.11669921875,5055.75,5225.6,45.9589,985000,22.8839
198,198,-2100.266845703125,4518.11,4139.25,45.7542,990000,20.1402
199,199,-2108.830078125,4899.05,4931.56,45.2257,995000,20.9156
200,200,-2202.364013671875,5057.39,5191.48,45.2521,1000000,22.0957
201,201,-2250.416259765625,5087.43,5100.83,45.3352,1005000,21.9059
202,202,-2286.85009765625,5081.57,5185.03,45.1927,1010000,21.7142
203,203,-2211.114990234375,4779.57,2967.56,45.7512,1015000,22.9846
204,204,-2293.1083984375,5068.27,5091.85,45.0837,1020000,20.9769
205,205,-2126.394775390625,4969.45,5146.66,45.1243,1025000,23.1121
206,206,-2348.5302734375,5092.04,5199.33,44.9088,1030000,21.88
207,207,-2365.06591796875,5035.69,5106.56,45.1748,1035000,21.644
208,208,-2372.72265625,5086.15,5180.57,44.8466,1040000,21.2781
209,209,-2404.740966796875,5008.93,4941.6,45.1581,1045000,21.2235
210,210,-2424.137451171875,5078.41,5154.29,45.1836,1050000,21.4636
211,211,-2424.169189453125,4072.18,5083.4,45.0511,1055000,20.6244
212,212,-2393.0390625,5016.24,4980.23,43.9433,1060000,19.7984
213,213,-2341.540771484375,3795.37,4967.09,44.3961,1065000,20.9472
214,214,-2419.2099609375,4446.11,4807.3,44.2274,1070000,18.6618
215,215,-2543.075927734375,5017.09,5007.51,45.3967,1075000,20.2457
216,216,-2589.847412109375,5078.15,5272.36,45.4155,1080000,20.9789
217,217,-2575.0498046875,5076.32,5155.03,45.484,1085000,20.5904
218,218,-2436.223388671875,4477.75,4846.53,43.3397,1090000,18.5827
219,219,-2532.27783203125,5055.85,5028.34,43.6185,1095000,19.8922
220,220,-2623.6904296875,4915.76,4878.65,45.1921,1100000,20.6946
221,221,-2630.969970703125,4750.53,4870.73,43.3308,1105000,19.5407
222,222,-2558.517578125,4908.72,4956.11,44.5748,1110000,18.5374
223,223,-2522.747802734375,4910.66,4663.93,44.4729,1115000,31.4235
224,224,-2699.392333984375,4841.54,4937.46,44.5594,1120000,20.3168
225,225,-2678.375244140625,5028.73,5093.75,44.4481,1125000,21.52
226,226,-2847.12353515625,5065.41,5137.59,46.146,1130000,23.1279
227,227,-2659.95703125,4888.29,4763.32,44.3854,1135000,19.5729
228,228,-2813.514404296875,4940.46,4904.51,43.9146,1140000,20.2536
229,229,-2884.629638671875,4976.43,4981.61,44.3043,1145000,20.4397
230,230,-2833.378173828125,4913.79,4853.43,45.5112,1150000,20.1974
231,231,-2852.60302734375,4925.9,4977.58,44.3289,1155000,20.0406
232,232,-2899.0078125,5006.26,3544.05,43.8568,1160000,19.8354
233,233,-2946.337158203125,4897.88,3183.66,44.2725,1165000,20.3559
234,234,-2907.591064453125,4934.61,4537.53,43.9422,1170000,21.8101
235,235,-2960.77783203125,4846.25,4440.79,44.7361,1175000,20.3917
236,236,-3003.856689453125,4930.07,4964.34,44.0516,1180000,19.6064
237,237,-3093.596435546875,4886.44,4997.84,44.8423,1185000,21.137
238,238,-3082.048828125,4970.25,5071.76,44.3279,1190000,20.023
239,239,-3051.100341796875,5007.83,5085.88,44.409,1195000,19.2459
240,240,-3025.041259765625,5023.01,4977.44,43.7709,1200000,19.679
241,241,-3112.97705078125,4987.4,5046.43,44.3361,1205000,19.6052
242,242,-3065.404296875,4384.52,5062.59,43.1728,1210000,19.8616
243,243,-3026.033203125,3639.41,1073.78,44.4691,1215000,26.2278
244,244,-3133.52099609375,4544.48,5055.16,45.344,1220000,23.403
245,245,-3290.215576171875,4998.34,4915.83,44.9531,1225000,21.7348
246,246,-3249.30859375,4987.31,4929.32,43.9038,1230000,19.3997
247,247,-3236.21728515625,4884.08,4871.25,44.5573,1235000,20.0091
248,248,-3198.8046875,4947.73,4922.07,44.3543,1240000,31.1092
249,249,-3192.297119140625,4410.38,5013.39,43.1883,1245000,18.8044
250,250,-3431.7470703125,4758.64,2742.11,44.8776,1250000,20.6867
251,251,-3462.776123046875,4855.66,4922.46,45.3487,1255000,20.3914
252,252,-3247.904296875,4995.8,4984.98,43.9372,1260000,26.6909
253,253,-3391.65478515625,4960.08,4906.8,44.3119,1265000,19.4071
254,254,-3502.40087890625,4820.93,4944.29,44.8694,1270000,20.1605
255,255,-3557.39306640625,5046.99,4990.68,44.5135,1275000,19.7588
256,256,-3679.255615234375,5050.28,5157.5,44.7885,1280000,20.6643
257,257,-3718.802734375,4516.17,5022.14,46.1191,1285000,20.9915
258,258,-3624.42041015625,4888.7,4907.66,44.1845,1290000,19.6657
259,259,-3569.857666015625,4801.43,5003.96,44.5686,1295000,19.9338
260,260,-3803.89501953125,5080.52,5022.89,45.217,1300000,21.7029
261,261,-3585.28564453125,5126.14,5029.57,44.2496,1305000,19.0956
262,262,-3771.5625,5043.95,5037.27,44.8677,1310000,19.8624
263,263,-3665.582275390625,5101.74,5114.49,44.3768,1315000,19.4241
264,264,-3904.8681640625,5134.83,5008.55,45.2637,1320000,20.9088
265,265,-3858.41455078125,5134.05,5219.65,44.0727,1325000,19.4244
266,266,-3965.7802734375,5100.68,5187.17,44.226,1330000,20.589
267,267,-3833.1142578125,5117.47,5199.7,44.6589,1335000,19.5676
268,268,-3989.811279296875,5160.98,5163.18,44.9061,1340000,20.7546
269,269,-3989.21826171875,4954.54,4858.35,44.5976,1345000,19.9631
270,270,-4138.11767578125,4308.45,4740.54,45.2184,1350000,20.4805
271,271,-4095.656494140625,4828.23,4882.77,44.6648,1355000,20.4112
272,272,-4156.59716796875,4928.56,4917.06,44.7957,1360000,20.8707
273,273,-4193.07177734375,4381.8,4977.94,45.7976,1365000,21.6159
274,274,-4204.87939453125,5069.62,4989.57,45.0407,1370000,21.8779
275,275,-4230.45166015625,4657.03,4446.98,46.0379,1375000,21.7424
276,276,-4276.2783203125,4319.7,4765.81,44.9419,1380000,20.6083
277,277,-4454.7216796875,5088.72,5124.34,46.3176,1385000,23.1451
278,278,-4499.76123046875,4602.44,5031.44,45.8956,1390000,21.5349
279,279,-4562.42431640625,4188.71,4469.52,45.9732,1395000,23.2229
280,280,-4490.41650390625,4317.05,4166.76,45.6078,1400000,20.4606
281,281,-3015.584228515625,1322.12,1871.59,47.5512,1405000,54.1108
282,282,-2710.93505859375,211.69,-51.1,55.6862,1410000,79.9175
283,283,-3020.374755859375,1059.44,1636.17,48.151,1415000,39.1695
284,284,-2859.230712890625,407.48,78.66,50.4275,1420000,30.543
285,285,-3214.934326171875,2476.89,1326.32,46.3265,1425000,29.3726
286,286,-4216.55859375,3742.44,4507.29,45.9751,1430000,21.048
287,287,-3568.384521484375,4101.79,640.92,46.844,1435000,23.1629
288,288,-4344.140625,3881.12,3742.04,46.5773,1440000,21.1114
289,289,-4253.1328125,3709.33,530.2,45.6088,1445000,22.3707
290,290,-3933.109130859375,4267.08,2911.16,46.3105,1450000,32.9569
291,291,-4568.8818359375,4492.73,3145.5,45.3036,1455000,21.465
292,292,-4688.94873046875,4932.35,5038.87,46.3234,1460000,22.0989
293,293,-4708.52978515625,5110.56,5154.55,46.1431,1465000,22.7277
294,294,-4628.30712890625,4980.92,4330.89,45.5807,1470000,21.2336
295,295,-4851.8505859375,4856.55,4974.79,45.8683,1475000,20.8992
296,296,-4645.06298828125,5153.73,5095.51,46.8011,1480000,26.1429
297,297,-4779.9150390625,5064.12,4937.99,46.0299,1485000,22.3472
298,298,-4962.7373046875,4510.5,3466.09,46.6182,1490000,22.5892
299,299,-4951.55615234375,4977.27,5048.86,46.396,1495000,25.8964
300,300,-4457.666015625,3170.42,2174.84,46.1579,1500000,21.4812
301,301,-4763.24560546875,3224.14,5247.12,47.2049,1505000,23.0449
302,302,-5378.833984375,5210.55,5307.86,47.413,1510000,26.539
303,303,-5345.22802734375,5231.13,5327.83,45.7321,1515000,24.4883
304,304,-5357.296875,5066.8,5172.48,46.2973,1520000,25.3284
305,305,-5226.8916015625,5194.38,5273.27,46.055,1525000,27.8701
306,306,-5509.0703125,5229.61,5196.9,46.157,1530000,24.8593
307,307,-5355.67138671875,4983.31,5177.36,45.3085,1535000,23.9774
308,308,-5502.2109375,5249.09,5381.23,45.039,1540000,25.1782
309,309,-5609.3447265625,4546.64,4905.46,44.7003,1545000,21.2657
310,310,-5706.1513671875,5226.26,4632.58,45.2703,1550000,23.5786
311,311,-5735.576171875,5199.82,5162.44,45.9425,1555000,23.587
312,312,-5839.51904296875,5139.61,5039.87,45.61,1560000,24.5013
313,313,-5870.314453125,5138.66,4970.23,45.4077,1565000,24.4141
314,314,-5241.6318359375,4067.51,3620.56,46.73,1570000,21.9723
315,315,-5466.77685546875,4646.01,5157.57,47.1361,1575000,23.5987
316,316,-5129.8779296875,1800.55,597.78,45.8285,1580000,22.9241
317,317,-5686.1318359375,3612.14,4538.48,46.5301,1585000,26.5392
318,318,-5405.6787109375,4534.12,1270.48,46.1759,1590000,23.565
319,319,-6028.4453125,5070.29,5203.02,46.4942,1595000,24.7236
320,320,-6032.97119140625,4947.95,4947.2,45.641,1600000,22.3883
321,321,-6144.42724609375,5163.52,5208.77,44.958,1605000,22.4945
322,322,-6224.23193359375,4588.82,4622.18,46.059,1610000,23.4788
323,323,-6394.578125,4135.18,3420.16,45.839,1615000,23.3498
324,324,-5956.44189453125,5013.25,5136.96,45.1912,1620000,21.3844
325,325,-6334.33251953125,4876.28,5107.14,45.4941,1625000,22.3784
326,326,-6317.6982421875,5076.96,4162.05,45.623,1630000,24.5079
327,327,-5904.947265625,4385.29,4822.45,45.8887,1635000,20.4719
328,328,-6399.53125,5090.61,4775.79,45.9943,1640000,21.3415
329,329,-6282.37451171875,5167.26,5314.43,46.5214,1645000,24.4031
330,330,-6483.2763671875,4974.06,5379.28,46.5217,1650000,22.9505
331,331,-6428.5478515625,4930.71,5400.3,45.7548,1655000,24.4196
332,332,-4179.86279296875,945.61,478.24,48.4994,1660000,44.0651
333,333,-6440.75830078125,5151.62,5294.54,46.0818,1665000,23.8658
334,334,-6434.0029296875,5253.04,5349.38,45.3354,1670000,23.611
335,335,-6512.6064453125,4815.93,5462.63,46.6265,1675000,23.0089
336,336,-6894.47265625,5376.72,5478.75,46.268,1680000,24.594
337,337,-6427.12890625,4506.12,5344.75,45.6111,1685000,22.1744
338,338,-6485.96826171875,5254.17,5218.35,45.4664,1690000,22.3491
339,339,-6630.73828125,5040.82,5292.6,45.7696,1695000,23.1344
340,340,-6536.12548828125,5027.96,5381.04,44.7384,1700000,21.6801
341,341,-7018.19970703125,5059.55,5364.55,45.6668,1705000,24.4559
342,342,-7075.2314453125,5212.52,5225.64,45.7857,1710000,24.3637
343,343,-7211.58447265625,4537.76,5313.41,46.2143,1715000,24.0836
344,344,-7094.00390625,4994.13,5054.84,45.4362,1720000,22.493
345,345,-6892.76220703125,4224.26,5162.37,46.6556,1725000,23.0686
346,346,-7315.7939453125,4980.38,4393.64,46.0202,1730000,25.3041
347,347,-7283.869140625,4892.33,5121.1,45.9003,1735000,24.2428
348,348,-7543.26513671875,4920.2,4331.88,46.9975,1740000,24.8166
349,349,-7335.255859375,4944.85,5073.98,46.1461,1745000,23.7739
350,350,-7523.3115234375,4341.87,4964.93,47.7108,1750000,25.1915
351,351,-7554.86279296875,4844.06,5208.59,46.2751,1755000,24.6995
352,352,-7313.22802734375,5202.94,5132.7,47.5311,1760000,24.9906
353,353,-7670.26611328125,4847.57,5131.8,45.5365,1765000,24.8907
354,354,-7768.05859375,5206.42,5118.55,46.4069,1770000,24.8816
355,355,-7738.177734375,4966.76,5115.04,45.5796,1775000,23.9894
356,356,-7497.81103515625,4350.52,4823.2,47.0933,1780000,31.1833
357,357,-7860.8701171875,5173.52,5173.71,46.2804,1785000,24.5512
358,358,-7637.22216796875,5037.87,5219.33,46.197,1790000,23.0125
359,359,-8132.95556640625,4938.33,5312.73,45.6323,1795000,24.4581
360,360,-8051.10546875,5247.58,5231.19,45.4653,1800000,23.8469
361,361,-8103.189453125,5254.04,5407.8,45.8205,1805000,24.9693
362,362,-8074.8603515625,5235.67,5356.78,46.1702,1810000,24.8779
363,363,-8123.64501953125,5164.27,5427.76,46.7012,1815000,23.8618
364,364,-8164.33349609375,5087.33,5044.5,46.3188,1820000,24.367
365,365,-7576.7578125,4854.17,5143.66,46.3371,1825000,21.2294
366,366,-7953.97509765625,4369.63,5516.47,45.7339,1830000,23.5756
367,367,-8383.998046875,5192.88,5257.82,45.9605,1835000,23.9158
368,368,-7454.82568359375,4229.34,2668.04,46.2586,1840000,39.7709
369,369,-4365.57470703125,53.09,45.52,49.8676,1845000,36.9606
370,370,-6109.5693359375,1103.97,877.13,47.4414,1850000,22.7549
371,371,-4568.0205078125,1892.13,774.5,49.9115,1855000,37.1732
372,372,-8406.728515625,3834.27,4329.8,45.9137,1860000,25.3817
373,373,-8412.8037109375,4998.82,4632.63,47.2121,1865000,23.8763
374,374,-8718.8974609375,5025.55,5320.0,46.5719,1870000,25.7888
375,375,-8639.8974609375,5024.55,5362.72,46.8321,1875000,24.8798
376,376,-8815.71875,5126.29,5534.02,47.2581,1880000,26.373
377,377,-8702.5947265625,4559.43,5304.48,47.0122,1885000,24.4787
378,378,-8751.1611328125,4905.14,5129.11,46.9303,1890000,23.3368
379,379,-8685.462890625,5149.94,5102.59,46.3538,1895000,23.2518
380,380,-8488.8115234375,5094.11,5041.09,46.5765,1900000,23.2264
381,381,-8854.4921875,5191.15,5212.38,46.4051,1905000,23.5949
382,382,-8800.943359375,5213.88,5266.34,45.404,1910000,23.4479
383,383,-8849.015625,5126.5,5156.96,46.3601,1915000,23.4164
384,384,-8986.8330078125,5198.36,5284.04,45.4104,1920000,23.207
