Running Reverse KL,Running Env Steps,Running Update Time,Real Sto Return,Itration,Real Det Return,Reward Loss,Running Forward KL
13.842,425000,85,3808.55,85,3921.94,-1907.9835205078125,42.0252
15.0669,430000,86,3693.96,86,3901.77,-1776.546142578125,42.0053
14.6525,435000,87,3922.56,87,3976.01,-1839.350830078125,41.5955
14.2041,440000,88,3816.09,88,3853.49,-1873.8802490234375,41.9457
15.7248,445000,89,3925.3,89,3932.43,-1866.68505859375,41.5883
14.3663,450000,90,3887.58,90,3995.19,-1777.8238525390625,41.4872
15.0907,455000,91,3936.2,91,3989.85,-1920.970703125,41.9801
15.189,460000,92,3956.06,92,4005.86,-1884.6541748046875,41.7547
15.2892,465000,93,4009.64,93,4104.66,-1859.5198974609375,41.5425
14.6642,470000,94,3990.78,94,4031.09,-1877.6966552734375,41.0305
15.5738,475000,95,4005.48,95,4050.38,-1958.6622314453125,41.6542
16.0682,480000,96,4014.36,96,4100.58,-2005.68212890625,41.7698
14.8292,485000,97,3999.11,97,4062.13,-1962.822021484375,41.6335
16.2783,490000,98,4033.56,98,4096.51,-2102.20751953125,41.6704
15.6497,495000,99,4018.85,99,3998.9,-2201.803955078125,41.8794
14.4817,500000,100,4187.42,100,4260.53,-1961.6170654296875,40.4316
15.2388,505000,101,4072.87,101,4104.38,-2093.651611328125,41.061
14.5844,510000,102,4028.44,102,4132.11,-2085.35888671875,41.1841
15.5464,515000,103,3518.19,103,4212.15,-2061.486083984375,41.0557
14.9094,520000,104,4055.92,104,4108.33,-2126.54052734375,41.1742
14.9219,525000,105,4122.86,105,4202.12,-2164.91015625,40.8856
15.4696,530000,106,4160.07,106,4188.58,-2200.5673828125,41.0652
15.773,535000,107,4118.37,107,4187.35,-2222.77880859375,41.0869
15.5607,540000,108,4152.7,108,4225.29,-2181.213134765625,41.1334
15.8538,545000,109,4131.12,109,4224.33,-2211.741943359375,41.2322
14.7263,550000,110,4160.87,110,4254.14,-2207.342529296875,41.0306
14.1785,555000,111,4200.97,111,4224.13,-2372.60693359375,40.8239
15.486,560000,112,4093.92,112,4185.32,-2282.1552734375,41.4132
15.1125,565000,113,4169.87,113,4249.26,-2232.602783203125,40.6997
14.6179,570000,114,4206.87,114,4347.26,-2317.324462890625,40.8481
16.3012,575000,115,4222.68,115,4263.07,-2404.0224609375,40.7488
15.5807,580000,116,4199.42,116,4197.46,-2431.031005859375,40.5512
14.9377,585000,117,4166.28,117,4215.21,-2439.802001953125,40.987
14.2853,590000,118,4120.91,118,4178.1,-2509.049560546875,40.6725
15.0939,595000,119,4283.45,119,4325.27,-2476.672119140625,40.3133
14.1797,600000,120,4182.53,120,4219.21,-2362.12744140625,40.0283
14.8742,605000,121,4336.42,121,4390.32,-2444.853271484375,40.1554
14.8665,610000,122,4258.98,122,4306.29,-2386.352783203125,39.9289
13.6793,615000,123,4281.86,123,4320.63,-2449.18115234375,39.5813
15.3337,620000,124,4323.96,124,4391.94,-2420.839599609375,39.731
14.6353,625000,125,4250.52,125,4259.35,-2647.2060546875,39.9122
14.4424,630000,126,4253.44,126,4326.53,-2614.18701171875,39.7012
14.984,635000,127,4308.72,127,4378.44,-2666.101318359375,40.2287
15.3214,640000,128,4330.32,128,4356.82,-2711.52197265625,40.2287
15.0823,645000,129,4268.24,129,4292.94,-2700.47119140625,39.9382
15.102,650000,130,4350.24,130,4325.65,-2683.670166015625,39.8138
14.165,655000,131,4281.88,131,4334.08,-2605.310302734375,39.9454
14.5022,660000,132,4225.22,132,4283.37,-2649.59130859375,39.7646
13.466,665000,133,4252.47,133,4334.95,-2557.115966796875,39.191
15.1209,670000,134,4337.98,134,4400.29,-2788.4169921875,40.0286
14.2783,675000,135,4315.75,135,4323.2,-2765.586181640625,39.2558
14.0474,680000,136,4387.05,136,4404.08,-2699.686767578125,38.7799
14.67,685000,137,4340.98,137,4387.07,-2832.77490234375,39.5441
14.1603,690000,138,4405.95,138,4445.35,-2750.413818359375,38.8263
13.9274,695000,139,4383.11,139,4451.98,-2823.412841796875,38.8275
13.2335,700000,140,4325.33,140,4450.84,-2780.1640625,38.6757
13.1119,705000,141,4327.06,141,4423.76,-2798.31640625,39.081
14.0992,710000,142,4456.43,142,4484.62,-2928.824462890625,39.0076
14.7742,715000,143,4391.15,143,4451.29,-2954.08251953125,39.3898
13.8557,720000,144,4409.36,144,4447.02,-2898.40283203125,38.9555
13.6931,725000,145,4383.29,145,4436.84,-2918.57470703125,38.9423
13.9767,730000,146,4413.53,146,4459.12,-2884.6015625,38.9398
14.658,735000,147,4427.48,147,4456.63,-3048.87744140625,39.0112
13.7381,740000,148,4415.99,148,4433.12,-2982.73828125,39.1209
14.0553,745000,149,4421.36,149,4426.63,-3056.212158203125,39.3394
14.1373,750000,150,4452.6,150,4503.31,-3136.6328125,38.4662
13.7259,755000,151,4479.37,151,4492.68,-3009.5458984375,38.5974
14.9279,760000,152,4432.71,152,4473.22,-3125.837158203125,39.2862
14.9072,765000,153,4467.06,153,4490.24,-3242.269287109375,39.081
14.04,770000,154,4468.75,154,4555.27,-3053.291259765625,38.5533
13.3796,775000,155,4516.21,155,4604.87,-3103.369140625,38.6255
13.5562,780000,156,4423.67,156,4457.35,-3328.4609375,38.8356
13.3528,785000,157,4446.69,157,4598.43,-3135.42626953125,38.7521
14.2648,790000,158,4503.03,158,4590.78,-3223.5869140625,38.4141
14.2712,795000,159,4425.81,159,4530.22,-3333.0029296875,39.1603
13.9735,800000,160,4474.39,160,4491.48,-3329.291015625,38.7059
14.4541,805000,161,4472.96,161,4516.67,-3440.33447265625,39.4836
14.2634,810000,162,4588.94,162,4643.39,-3238.046142578125,37.8865
13.3931,815000,163,4485.88,163,4479.28,-3416.682861328125,38.2299
16.4623,820000,164,3350.22,164,4471.69,-3918.15234375,39.3463
13.9033,825000,165,4139.08,165,3952.1,-3750.400146484375,38.766
14.5676,830000,166,4567.38,166,4566.72,-3535.81884765625,37.8109
15.2924,835000,167,4376.56,167,4466.42,-3619.124267578125,38.9463
13.8574,840000,168,4411.85,168,4515.02,-3584.646240234375,38.492
14.0129,845000,169,4448.8,169,4573.64,-3549.24951171875,38.679
14.0725,850000,170,4564.78,170,4627.93,-3470.311279296875,37.9593
13.7053,855000,171,4581.94,171,4650.5,-3442.490966796875,38.2483
14.3649,860000,172,4552.55,172,4630.3,-3601.318603515625,38.2118
14.6491,865000,173,4549.42,173,4569.87,-3792.018798828125,38.4566
13.6476,870000,174,4561.36,174,4721.23,-3547.82421875,37.8412
13.127,875000,175,4581.51,175,4787.22,-3461.388916015625,37.1862
13.5155,880000,176,4560.56,176,4681.78,-3504.435791015625,37.7159
13.6203,885000,177,4351.66,177,4585.76,-3634.3759765625,37.8864
13.6997,890000,178,4556.77,178,4660.66,-3750.53466796875,37.9303
13.473,895000,179,4489.26,179,4693.82,-3836.240966796875,38.2857
12.6673,900000,180,4301.69,180,4514.08,-3720.437255859375,37.7662
13.7563,905000,181,4572.57,181,4683.83,-3754.76708984375,37.7214
14.0046,910000,182,4467.47,182,4657.62,-3974.326416015625,37.7983
13.3335,915000,183,4518.88,183,4693.98,-3838.808837890625,38.0201
14.3055,920000,184,4575.54,184,4725.03,-3801.801513671875,37.9798
13.313,925000,185,4533.55,185,4642.86,-3955.010009765625,37.8932
12.9004,930000,186,4570.41,186,4714.32,-3902.760498046875,37.347
13.7137,935000,187,4558.38,187,4767.63,-3819.3505859375,37.8013
14.2806,940000,188,4596.39,188,4724.86,-3974.64599609375,37.5164
13.7858,945000,189,4593.93,189,4762.81,-4056.424560546875,38.0439
12.7815,950000,190,4613.03,190,4710.43,-3948.59375,38.0525
13.869,955000,191,4638.75,191,4805.68,-3940.39111328125,38.0131
13.834,960000,192,4615.92,192,4684.02,-4120.74072265625,37.805
13.8693,965000,193,4646.2,193,4801.1,-4071.390380859375,37.4479
13.5084,970000,194,4544.3,194,4667.93,-3935.59033203125,38.1232
12.7022,975000,195,4660.81,195,4743.68,-4368.97998046875,37.8082
13.5285,980000,196,4633.17,196,4812.97,-4001.26318359375,37.4605
13.9995,985000,197,4644.31,197,4783.24,-4274.4169921875,37.3684
13.8843,990000,198,4464.75,198,4752.15,-4177.66015625,37.4119
13.3424,995000,199,4608.85,199,4741.27,-4260.384765625,37.4696
13.7086,1000000,200,4705.89,200,4827.81,-4146.1015625,36.8791
13.649,1005000,201,4588.48,201,4779.53,-4260.84912109375,37.2336
13.5513,1010000,202,4636.71,202,4739.73,-4188.5478515625,37.1831
13.685,1015000,203,4679.46,203,4793.32,-4223.6376953125,37.0012
13.6034,1020000,204,4703.5,204,4833.48,-4165.92578125,36.8395
14.2217,1025000,205,4767.77,205,4800.76,-4236.53955078125,36.7945
13.393,1030000,206,4748.21,206,4799.58,-4237.951171875,36.9376
13.5527,1035000,207,4755.12,207,4824.07,-4347.431640625,37.0596
13.479,1040000,208,4754.15,208,4759.41,-4290.44580078125,36.8914
13.1735,1045000,209,4781.7,209,4781.27,-4248.5146484375,36.3563
13.9291,1050000,210,4759.88,210,4823.95,-4373.11865234375,36.7323
13.6502,1055000,211,4818.39,211,4874.32,-4209.86767578125,36.8821
13.5375,1060000,212,4755.03,212,4800.33,-4365.74365234375,36.9836
13.0396,1065000,213,4753.49,213,4861.07,-4552.19482421875,36.5174
13.5549,1070000,214,4734.6,214,4859.91,-4569.1982421875,37.5013
13.5393,1075000,215,4748.15,215,4852.67,-4495.98095703125,36.9215
13.0262,1080000,216,4725.85,216,4874.15,-4594.25439453125,37.0287
13.4308,1085000,217,4733.89,217,4779.06,-4627.93212890625,36.5301
16.7907,1090000,218,4634.09,218,4688.13,-5043.04296875,37.0967
13.3705,1095000,219,4537.92,219,4996.02,-4593.23095703125,37.4437
15.1331,1100000,220,4779.78,220,4999.16,-4861.9677734375,37.5445
13.6988,1105000,221,4724.16,221,4816.9,-4745.82177734375,37.2187
13.2034,1110000,222,4367.2,222,4692.95,-4861.24267578125,37.1059
13.3211,1115000,223,4803.34,223,4835.36,-4658.19873046875,36.8794
12.888,1120000,224,4546.54,224,4883.72,-4766.70947265625,37.0102
13.4056,1125000,225,4790.31,225,4794.58,-4750.89794921875,37.1633
13.3569,1130000,226,4871.69,226,5108.53,-4794.25146484375,36.2425
13.4525,1135000,227,4862.79,227,4898.83,-4749.27587890625,36.7947
13.0949,1140000,228,4833.37,228,5030.55,-4750.64990234375,36.9741
13.1082,1145000,229,4847.82,229,4910.88,-4777.63427734375,37.1392
13.8739,1150000,230,4904.7,230,4921.02,-4748.56884765625,37.0949
13.5211,1155000,231,4643.5,231,4823.29,-4929.84326171875,36.9477
13.7504,1160000,232,4871.4,232,4969.72,-4940.21484375,36.6695
13.4363,1165000,233,4629.02,233,4976.87,-4917.3125,36.6898
13.5081,1170000,234,4833.85,234,4847.53,-5036.23876953125,36.7267
14.1084,1175000,235,4991.07,235,4915.51,-4914.4521484375,36.9635
14.2918,1180000,236,4940.55,236,4815.84,-5052.7265625,37.0242
14.3768,1185000,237,4878.88,237,4856.39,-4926.5244140625,36.7308
14.3994,1190000,238,4835.11,238,4948.18,-4805.64453125,36.5986
14.4264,1195000,239,4905.86,239,4899.22,-5148.658203125,36.9682
14.7463,1200000,240,4939.2,240,4937.01,-5021.96484375,37.4778
15.3155,1205000,241,4968.17,241,4753.16,-4927.7919921875,36.8967
13.7555,1210000,242,4954.39,242,4960.29,-5295.0703125,36.8657
14.7952,1215000,243,4924.6,243,5097.68,-5062.47021484375,37.4449
14.6989,1220000,244,4930.05,244,4838.52,-5070.607421875,37.2423
15.0847,1225000,245,4962.05,245,4963.82,-5089.4375,37.1209
15.1828,1230000,246,4951.51,246,4987.96,-5202.662109375,37.4086
13.9763,1235000,247,4919.27,247,5271.42,-5504.12646484375,36.8971
14.2026,1240000,248,4965.93,248,5157.67,-5544.8427734375,37.6787
14.881,1245000,249,4912.85,249,4980.38,-5226.0654296875,37.4348
15.2584,1250000,250,4942.06,250,5121.57,-5289.20361328125,37.7841
14.7531,1255000,251,4846.52,251,5071.36,-5335.03515625,37.2561
14.3794,1260000,252,4940.15,252,5053.04,-5542.833984375,37.8652
13.6608,1265000,253,4744.14,253,5166.97,-5878.1240234375,37.6076
15.323,1270000,254,4734.94,254,5073.15,-5228.22119140625,37.0006
15.5129,1275000,255,4851.77,255,5104.04,-5430.97021484375,36.9842
15.3332,1280000,256,4952.07,256,5183.73,-5490.1181640625,37.0674
13.9707,1285000,257,4928.84,257,5141.45,-5504.89404296875,36.7447
16.2955,1290000,258,4952.55,258,5082.28,-5393.6884765625,37.498
15.6749,1295000,259,4935.69,259,5078.62,-5559.40576171875,37.5442
15.6295,1300000,260,5023.02,260,5180.4,-5177.90771484375,36.7388
13.5314,1305000,261,4754.74,261,5157.87,-5540.4697265625,36.7707
14.1989,1310000,262,4997.26,262,5122.01,-5785.921875,37.2318
15.2402,1315000,263,5048.76,263,5254.26,-5443.60986328125,37.3978
15.6945,1320000,264,5002.04,264,5091.02,-5338.3427734375,37.7692
15.3381,1325000,265,5120.81,265,5195.25,-5397.10009765625,37.4495
15.0073,1330000,266,5041.53,266,4939.6,-5524.28076171875,37.2516
15.4544,1335000,267,5092.93,267,5251.63,-5523.8857421875,37.4154
14.6022,1340000,268,5020.71,268,5139.86,-5533.97412109375,36.7916
15.1924,1345000,269,5035.39,269,5130.09,-5417.47607421875,36.7033
14.3897,1350000,270,4983.25,270,5121.23,-5623.94873046875,37.1255
14.1749,1355000,271,4882.4,271,5140.33,-5817.6982421875,37.629
15.3484,1360000,272,5122.07,272,5180.65,-5468.85107421875,36.8903
15.7322,1365000,273,5132.82,273,5189.52,-5419.0390625,37.328
15.682,1370000,274,5091.23,274,5161.55,-5649.3896484375,36.7761
15.5132,1375000,275,5206.46,275,5033.67,-5546.9736328125,36.8801
15.281,1380000,276,5126.19,276,5163.7,-5911.318359375,36.4686
16.0569,1385000,277,5145.9,277,5162.39,-5545.8720703125,36.7953
15.7816,1390000,278,5178.79,278,5166.37,-5491.22607421875,37.1391
15.3867,1395000,279,5117.08,279,5156.25,-5707.54541015625,36.909
15.3463,1400000,280,5169.92,280,5128.26,-5721.33447265625,37.0302
16.3795,1405000,281,5158.8,281,5130.37,-5764.7705078125,37.0033
15.6939,1410000,282,4988.18,282,5186.73,-5540.34912109375,37.0141
16.744,1415000,283,5171.78,283,5152.87,-5785.15283203125,37.138
15.5656,1420000,284,5128.52,284,5112.38,-6150.80078125,36.9597
16.5693,1425000,285,5190.81,285,5202.25,-5640.96240234375,36.6999
16.383,1430000,286,5167.04,286,5145.48,-5766.9462890625,36.7443
16.5618,1435000,287,5033.46,287,5193.13,-5856.88671875,36.7943
16.7582,1440000,288,5036.45,288,5182.37,-5790.9189453125,37.1384
16.7782,1445000,289,5286.61,289,5204.94,-5891.81640625,36.8405
17.127,1450000,290,5247.09,290,5239.29,-5869.955078125,36.6647
17.0859,1455000,291,5232.82,291,5201.8,-5904.43701171875,36.8066
18.1702,1460000,292,5240.11,292,5182.61,-6630.0986328125,36.8378
16.0379,1465000,293,5232.0,293,5187.32,-5958.91259765625,36.7965
16.6016,1470000,294,5240.63,294,5161.19,-6077.64990234375,37.1125
16.5064,1475000,295,5006.78,295,5189.65,-6142.95361328125,37.108
17.1256,1480000,296,5258.79,296,5180.74,-6140.58203125,37.9091
16.4162,1485000,297,5195.0,297,5314.57,-6147.48486328125,36.9562
16.0236,1490000,298,5255.99,298,5250.75,-6244.86767578125,36.7291
16.4746,1495000,299,5084.38,299,5288.11,-6376.26806640625,37.1869
17.257,1500000,300,5322.19,300,5312.17,-6558.63720703125,37.0352
16.277,1505000,301,5199.87,301,5106.06,-6526.828125,36.7419
17.2238,1510000,302,5104.3,302,5193.13,-6396.79150390625,38.0459
17.7556,1515000,303,4948.59,303,5465.42,-7348.751953125,37.5167
17.6436,1520000,304,5083.99,304,5272.57,-6891.70263671875,37.6011
16.9809,1525000,305,5281.94,305,5307.94,-6316.0146484375,37.4976
16.6849,1530000,306,5283.6,306,5343.8,-6355.43115234375,36.7822
18.6819,1535000,307,5344.29,307,5374.46,-6919.583984375,37.1245
16.2318,1540000,308,5357.22,308,5331.51,-6622.365234375,37.0369
15.8733,1545000,309,5114.4,309,5400.48,-6455.70556640625,36.8645
16.6273,1550000,310,5093.55,310,5292.68,-6311.2236328125,36.4128
16.4936,1555000,311,5100.14,311,5343.99,-6596.6103515625,36.9105
15.7792,1560000,312,5182.23,312,5481.76,-6565.60693359375,36.781
16.5135,1565000,313,4911.44,313,5434.95,-6359.73681640625,37.0301
14.8884,1570000,314,3326.33,314,5657.67,-6532.134765625,36.279
14.5422,1575000,315,5126.46,315,5417.98,-6758.23583984375,36.8809
210.7306,1580000,316,293.43,316,149.61,-14607.5126953125,50.1386
14.9113,1585000,317,254.04,317,260.48,-12004.1787109375,49.7251
14.8688,1590000,318,344.52,318,338.85,-12095.216796875,48.5514
26.3971,1595000,319,754.8,319,824.92,-13350.4931640625,46.5125
16.5749,1600000,320,897.27,320,795.27,-12367.6259765625,44.3469
14.0471,1605000,321,2613.1,321,3056.89,-13682.0126953125,42.314
15.8125,1610000,322,1651.78,322,1694.54,-12531.6513671875,42.6683
15.0745,1615000,323,1019.81,323,854.92,-12863.4931640625,42.3072
15.7493,1620000,324,1673.68,324,929.94,-13355.388671875,42.3027
12.4409,1625000,325,3548.94,325,4046.89,-11097.0771484375,39.1408
15.3161,1630000,326,3325.6,326,4252.25,-10045.44921875,38.282
15.2155,1635000,327,3049.03,327,4209.19,-9350.6162109375,37.7118
17.9429,1640000,328,4376.31,328,4608.21,-9149.0869140625,37.8373
16.1596,1645000,329,4647.53,329,4031.81,-9066.3525390625,36.9612
18.1475,1650000,330,3819.24,330,4659.97,-9582.5517578125,37.8256
15.6837,1655000,331,4162.76,331,4780.84,-8515.1904296875,37.0436
14.3836,1660000,332,4645.38,332,4623.7,-8214.7822265625,36.8505
15.2149,1665000,333,4906.03,333,4974.17,-8548.0498046875,36.2126
14.2612,1670000,334,4540.08,334,4952.25,-8474.2880859375,36.4768
16.0494,1675000,335,4751.41,335,5125.29,-8564.54296875,36.6648
15.5157,1680000,336,5109.13,336,5162.79,-7903.40673828125,36.2207
15.4591,1685000,337,4934.47,337,5184.6,-8400.384765625,36.7207
16.472,1690000,338,5149.94,338,5158.52,-8101.341796875,36.3777
16.7556,1695000,339,5181.25,339,5153.12,-8091.638671875,36.2709
16.4063,1700000,340,5103.17,340,5198.17,-8376.39453125,36.6709
16.6946,1705000,341,5169.82,341,5252.06,-8406.0498046875,37.2008
17.818,1710000,342,5240.96,342,5305.55,-8291.2216796875,37.1579
17.5396,1715000,343,5231.84,343,5288.03,-8300.1806640625,36.8195
17.5905,1720000,344,5195.95,344,5186.59,-8669.0009765625,37.0497
17.3439,1725000,345,5232.48,345,5328.12,-8708.1728515625,36.8535
18.0673,1730000,346,5251.87,346,5316.9,-8739.640625,36.9439
18.5212,1735000,347,5327.39,347,5328.38,-8511.08984375,37.2258
18.5605,1740000,348,5269.23,348,5308.81,-8474.3310546875,37.0764
18.0799,1745000,349,5278.17,349,5232.57,-8863.595703125,36.7878
17.7129,1750000,350,5179.3,350,5160.87,-9160.7080078125,37.517
18.3582,1755000,351,5253.55,351,5286.73,-9011.1767578125,37.242
17.1842,1760000,352,5207.17,352,5229.61,-8776.41015625,37.3838
17.3446,1765000,353,5230.87,353,5185.06,-8935.1220703125,37.3288
17.1446,1770000,354,5088.67,354,5129.11,-9235.34375,37.045
17.0242,1775000,355,5163.04,355,5142.77,-9098.708984375,37.4827
15.9247,1780000,356,5125.08,356,5017.5,-9342.1669921875,37.4152
16.4674,1785000,357,5212.43,357,5129.04,-9234.240234375,37.0794
17.0598,1790000,358,5172.56,358,5231.45,-9203.857421875,37.324
17.3848,1795000,359,5154.21,359,5197.96,-9407.7216796875,37.2784
18.6592,1800000,360,5246.15,360,5229.54,-9117.162109375,37.054
17.0644,1805000,361,5276.03,361,5273.2,-9520.8876953125,36.9018
18.4768,1810000,362,5230.28,362,5256.16,-9281.7958984375,37.3795
16.481,1815000,363,5169.67,363,5296.48,-9700.322265625,36.2911
17.6766,1820000,364,5184.72,364,5170.75,-9560.908203125,36.9034
16.9747,1825000,365,5108.8,365,5073.9,-9998.603515625,36.9463
17.32,1830000,366,5288.84,366,5319.15,-9569.4560546875,36.5061
16.497,1835000,367,5250.33,367,5259.58,-9885.818359375,37.0845
16.7292,1840000,368,5216.52,368,5258.17,-9516.94140625,36.4789
17.5572,1845000,369,5296.29,369,5424.83,-9435.6005859375,36.6521
17.5629,1850000,370,5305.91,370,5282.2,-9501.9345703125,37.1401
17.1944,1855000,371,5278.09,371,5393.86,-9797.3916015625,36.7249
16.8029,1860000,372,5274.57,372,5483.17,-9779.8388671875,36.6072
16.7548,1865000,373,5290.47,373,5489.83,-10117.3134765625,36.8288
16.7078,1870000,374,5316.95,374,5366.77,-10097.072265625,36.7164
18.5516,1875000,375,5385.87,375,5504.72,-9926.1005859375,37.0754
17.646,1880000,376,5382.61,376,5366.23,-10068.826171875,36.8743
18.7153,1885000,377,5410.75,377,5569.28,-9933.685546875,37.1333
17.7864,1890000,378,5396.95,378,5542.43,-10203.8642578125,37.1001
18.0294,1895000,379,5375.09,379,5558.04,-10066.6181640625,37.0811
18.0607,1900000,380,5381.87,380,5560.42,-10425.59375,36.9559
17.7629,1905000,381,5424.08,381,5599.23,-10408.767578125,37.0161
17.2354,1910000,382,5393.79,382,5563.19,-10282.2646484375,37.2429
17.711,1915000,383,5341.21,383,5576.58,-10368.7412109375,36.5856
18.0241,1920000,384,5458.96,384,5574.94,-10089.990234375,36.8866
