Running Reverse KL,Running Env Steps,Running Update Time,Real Sto Return,Itration,Real Det Return,Reward Loss,Running Forward KL
24.7826,3875000,775,5656.4,775,5809.82,-33116.4140625,38.5127
23.9375,3880000,776,5638.06,776,5755.12,-33153.828125,38.7901
25.2781,3885000,777,5555.93,777,5588.38,-33398.17578125,39.3107
24.881,3890000,778,5605.43,778,5655.12,-34717.37109375,38.8243
24.5772,3895000,779,5607.66,779,5751.73,-34501.78515625,38.7392
24.2334,3900000,780,5610.32,780,5687.4,-34338.18359375,38.5611
24.0249,3905000,781,5616.65,781,5600.79,-33537.12890625,38.399
23.8079,3910000,782,5603.63,782,5654.45,-34278.03515625,37.9977
23.6722,3915000,783,5671.98,783,5695.61,-33311.55078125,38.0095
24.0672,3920000,784,5700.26,784,5871.46,-34223.48046875,38.4395
22.9899,3925000,785,5429.82,785,5657.57,-34842.47265625,38.4277
22.8691,3930000,786,5612.97,786,5770.82,-34257.16015625,37.5175
23.8197,3935000,787,5738.71,787,5881.99,-33782.16796875,37.9537
23.961,3940000,788,5685.88,788,5831.6,-34271.27734375,38.436
23.4235,3945000,789,5672.13,789,5829.94,-34319.71484375,38.2606
24.1357,3950000,790,5569.5,790,5663.17,-33506.19921875,38.3323
23.3934,3955000,791,5286.2,791,5067.12,-33782.00390625,39.1122
25.4131,3960000,792,5518.24,792,5518.39,-34075.5390625,38.7191
24.8115,3965000,793,5309.31,793,5324.35,-33391.26953125,39.156
21.0853,3970000,794,4320.03,794,4430.84,-31889.0625,38.9519
57.8503,3975000,795,838.35,795,889.75,-27174.154296875,43.0214
24.5017,3980000,796,4411.42,796,4579.74,-32895.2265625,39.384
23.2148,3985000,797,5332.8,797,5223.2,-32965.08984375,39.0678
22.4005,3990000,798,5288.4,798,5399.29,-33311.8828125,38.815
23.3886,3995000,799,5386.41,799,5204.92,-32582.654296875,38.6351
23.674,4000000,800,546.4,800,550.94,-39542.04296875,48.2356
36.0077,4005000,801,960.18,801,1106.62,-32611.6875,43.3307
46.9201,4010000,802,1601.74,802,2048.02,-27346.556640625,42.8334
42.3431,4015000,803,571.21,803,564.79,-36181.90234375,48.0554
82.2366,4020000,804,1087.39,804,998.32,-29772.716796875,45.9257
53.0694,4025000,805,1873.54,805,1837.85,-30126.6875,42.714
43.0104,4030000,806,2144.99,806,2519.66,-30586.982421875,42.1645
34.7073,4035000,807,2135.26,807,2831.14,-31384.064453125,41.049
25.514,4040000,808,4382.42,808,4013.72,-34101.5625,41.278
33.8054,4045000,809,3826.2,809,3346.04,-34082.56640625,43.256
22.4158,4050000,810,4730.15,810,4872.5,-33264.03125,39.3309
22.9701,4055000,811,5245.43,811,4650.52,-33135.77734375,39.7613
23.3773,4060000,812,3971.94,812,4432.52,-33494.59375,39.2378
22.8375,4065000,813,5086.76,813,5028.92,-32770.671875,39.4859
21.9476,4070000,814,5148.3,814,4958.71,-33995.2109375,39.1013
22.751,4075000,815,5334.65,815,5145.71,-31848.91796875,38.9685
24.8504,4080000,816,5297.06,816,5252.1,-33392.6328125,39.7667
24.2722,4085000,817,5302.6,817,5363.05,-33072.51171875,39.9187
22.5598,4090000,818,5340.0,818,5139.02,-33641.0859375,38.9603
21.8999,4095000,819,5339.76,819,5254.44,-33608.53125,38.9708
22.7019,4100000,820,5363.62,820,5366.15,-34368.6171875,38.8251
24.1117,4105000,821,5323.63,821,5473.38,-34710.0078125,39.2485
23.5912,4110000,822,5302.56,822,5474.9,-34353.69921875,39.4354
21.1699,4115000,823,5095.77,823,5233.87,-34350.20703125,38.7579
22.8146,4120000,824,5450.2,824,5505.2,-34184.18359375,38.9188
22.7593,4125000,825,5435.06,825,5353.31,-34892.86328125,38.9284
24.252,4130000,826,5553.52,826,5500.67,-35495.62109375,39.1999
23.1931,4135000,827,5290.74,827,5491.49,-35560.33984375,38.4667
23.8923,4140000,828,5605.14,828,5562.83,-35754.4765625,38.4081
24.8411,4145000,829,5526.39,829,5324.22,-36075.83203125,39.2481
25.7667,4150000,830,5686.97,830,5692.47,-36128.72265625,39.5241
25.7105,4155000,831,5617.22,831,5610.32,-35965.56640625,39.2706
25.0859,4160000,832,5625.11,832,5560.89,-35823.765625,39.1481
25.1719,4165000,833,5443.55,833,5692.9,-36304.86328125,39.3959
25.8962,4170000,834,5655.63,834,5726.73,-36358.67578125,39.6185
25.1173,4175000,835,5727.65,835,5743.74,-35796.2578125,39.0503
25.9205,4180000,836,5682.63,836,5690.66,-37021.0625,39.4349
25.0991,4185000,837,5681.16,837,5722.26,-36658.734375,39.3855
25.6109,4190000,838,5620.68,838,5633.59,-37948.71484375,39.662
25.8308,4195000,839,5688.49,839,5725.36,-36815.2890625,39.0033
25.3765,4200000,840,5466.77,840,5745.2,-36487.73828125,39.6357
25.8715,4205000,841,5562.14,841,5595.01,-37329.828125,39.6024
25.7668,4210000,842,5644.66,842,5700.19,-37161.0859375,39.7291
25.732,4215000,843,5600.0,843,5607.27,-38096.69140625,40.1176
25.1123,4220000,844,5597.13,844,5552.11,-37403.68359375,39.3554
25.086,4225000,845,5586.85,845,5350.16,-37032.0234375,39.5291
26.3632,4230000,846,5601.61,846,5616.78,-38112.2890625,40.4206
25.6263,4235000,847,5589.56,847,5625.85,-38120.73046875,40.243
25.6519,4240000,848,5615.33,848,5632.45,-37493.03515625,39.8497
25.642,4245000,849,5367.75,849,5545.44,-37583.09765625,40.4059
25.554,4250000,850,5610.84,850,5648.69,-37610.296875,39.2798
25.1278,4255000,851,5452.38,851,5455.2,-37295.3515625,39.8061
26.1257,4260000,852,5625.62,852,5578.5,-37570.109375,40.2886
26.8412,4265000,853,5632.04,853,5653.31,-37185.43359375,40.3161
26.6353,4270000,854,5632.35,854,5593.38,-37848.80078125,40.6691
27.3088,4275000,855,5661.66,855,5715.91,-37784.3671875,40.2872
26.3255,4280000,856,5583.37,856,5574.94,-38076.16015625,40.0624
26.3693,4285000,857,5645.19,857,5660.67,-37374.53515625,40.044
26.5881,4290000,858,5661.77,858,5695.67,-37816.7734375,40.2546
26.7142,4295000,859,5668.55,859,5675.0,-37611.48046875,40.1961
25.6695,4300000,860,5699.37,860,5791.73,-38184.328125,39.9832
26.9486,4305000,861,5625.98,861,5615.91,-37705.375,40.576
26.888,4310000,862,5628.2,862,5632.83,-38378.859375,40.3497
25.9048,4315000,863,5720.83,863,5737.38,-37703.6875,39.7197
26.3939,4320000,864,5720.53,864,5683.1,-37385.0546875,39.8441
25.6576,4325000,865,5689.91,865,5717.06,-37877.6875,39.6453
25.3707,4330000,866,5551.78,866,5477.9,-36727.33203125,39.8212
25.8877,4335000,867,5639.28,867,5625.23,-37182.90625,39.4998
25.5077,4340000,868,5568.24,868,5589.05,-38047.0078125,39.7693
26.1224,4345000,869,5644.39,869,5671.44,-38063.4609375,39.9196
25.5219,4350000,870,5698.49,870,5689.99,-37738.53125,39.5166
25.9396,4355000,871,5641.88,871,5667.37,-37829.68359375,39.2392
26.0646,4360000,872,5708.17,872,5733.47,-38887.93359375,39.4585
25.839,4365000,873,5672.68,873,5720.26,-38885.46875,39.8267
26.117,4370000,874,5720.12,874,5743.0,-38587.5390625,39.8978
25.3725,4375000,875,5565.57,875,5583.73,-39341.15625,39.357
26.2571,4380000,876,5643.61,876,5669.91,-39306.80859375,40.0825
26.7668,4385000,877,5637.14,877,5650.25,-39198.63671875,40.0165
26.4075,4390000,878,5642.54,878,5622.43,-39429.6015625,39.728
27.8205,4395000,879,5641.08,879,5607.34,-39291.54296875,40.558
26.2699,4400000,880,5634.89,880,5664.73,-39905.0,39.9358
25.6872,4405000,881,5624.92,881,5609.73,-39347.2421875,39.6111
27.1247,4410000,882,5638.79,882,5608.38,-39402.90234375,40.2993
26.8521,4415000,883,5680.39,883,5686.14,-40244.78515625,40.4248
25.9663,4420000,884,5652.87,884,5586.29,-39202.3515625,40.302
26.0965,4425000,885,5687.04,885,5692.2,-39539.76171875,40.1962
26.0339,4430000,886,5729.7,886,5786.85,-40668.0859375,40.0145
26.0178,4435000,887,5716.17,887,5728.45,-40203.29296875,40.1913
25.1908,4440000,888,5623.52,888,5566.9,-39750.99609375,39.6292
25.6535,4445000,889,5669.24,889,5668.95,-39329.01953125,40.3939
25.9104,4450000,890,5595.21,890,5635.1,-40002.484375,40.0079
25.5662,4455000,891,5707.6,891,5724.46,-39411.4765625,39.9326
25.6515,4460000,892,5655.89,892,5687.63,-40452.67578125,39.5329
25.4265,4465000,893,5647.54,893,5643.25,-39960.12109375,40.4042
25.2687,4470000,894,5641.67,894,5702.65,-38935.71875,39.6068
25.1081,4475000,895,5682.19,895,5652.46,-39727.36328125,39.8622
25.6372,4480000,896,5624.13,896,5620.58,-39860.234375,40.4847
25.3326,4485000,897,5643.48,897,5611.55,-38738.73046875,39.8941
24.9444,4490000,898,5673.43,898,5703.6,-38831.640625,39.8936
23.7101,4495000,899,5697.52,899,5734.43,-39050.41015625,39.4856
25.3852,4500000,900,5627.01,900,5652.91,-39359.265625,39.7207
24.5754,4505000,901,5678.52,901,5746.06,-38363.63671875,39.0097
24.2459,4510000,902,5691.33,902,5809.82,-39469.75390625,39.1037
23.7358,4515000,903,5657.83,903,5735.85,-39638.1484375,39.0996
23.7408,4520000,904,5637.23,904,5726.35,-40985.28125,39.3469
24.4142,4525000,905,5661.33,905,5649.0,-40117.3984375,39.9311
23.1232,4530000,906,5645.71,906,5795.41,-39912.94140625,39.6125
24.699,4535000,907,5692.39,907,5686.36,-40884.09765625,39.9262
24.1226,4540000,908,5673.9,908,5712.95,-40577.29296875,39.4257
24.4398,4545000,909,5577.48,909,5595.77,-40246.45703125,39.9195
23.8358,4550000,910,5665.46,910,5673.0,-40113.11328125,39.2908
24.4301,4555000,911,5668.44,911,5641.95,-40643.08984375,39.4812
24.2262,4560000,912,5675.37,912,5659.1,-40840.3828125,39.7506
24.5146,4565000,913,5679.14,913,5677.94,-39478.54296875,39.6001
23.9064,4570000,914,5644.73,914,5742.16,-40630.25390625,39.3318
24.9855,4575000,915,5685.99,915,5702.48,-40045.1328125,39.2253
23.2659,4580000,916,5664.39,916,5769.74,-40421.16796875,39.079
24.8652,4585000,917,5665.73,917,5715.7,-41092.234375,40.5689
23.7215,4590000,918,5669.29,918,5669.38,-39673.8203125,39.2269
23.6892,4595000,919,5620.22,919,5718.68,-39526.4453125,39.2773
26.3823,4600000,920,5671.34,920,5643.6,-40998.87890625,39.7193
23.926,4605000,921,5697.97,921,5686.9,-39796.12890625,39.3717
23.7543,4610000,922,5613.68,922,5566.77,-39499.27734375,39.5004
23.1543,4615000,923,5656.26,923,5650.85,-39387.7734375,39.1984
23.4424,4620000,924,5640.33,924,5624.02,-39952.421875,39.4092
23.205,4625000,925,5686.79,925,5766.6,-39054.65625,39.042
21.9565,4630000,926,5401.27,926,5699.63,-38578.89453125,38.5336
23.687,4635000,927,5711.26,927,5747.66,-40405.54296875,39.2062
23.7746,4640000,928,5704.32,928,5754.86,-40066.37890625,38.9116
23.5044,4645000,929,5564.95,929,5529.82,-39099.09375,39.3986
23.4784,4650000,930,5677.07,930,5664.13,-39580.52734375,38.6529
22.2278,4655000,931,5525.58,931,5613.54,-39142.9765625,38.8483
26.9333,4660000,932,4326.21,932,5548.84,-41331.33203125,40.0061
24.4577,4665000,933,5666.49,933,5697.69,-40216.8984375,39.5126
24.2781,4670000,934,5670.28,934,5723.33,-40647.07421875,39.3303
23.9426,4675000,935,5101.54,935,5612.1,-39597.11328125,39.0285
23.4404,4680000,936,4996.49,936,5705.14,-40952.1953125,39.6461
23.5454,4685000,937,5625.07,937,5625.11,-40082.4140625,39.0376
23.334,4690000,938,5639.42,938,5708.54,-40506.07421875,39.1733
24.3182,4695000,939,5647.97,939,5601.65,-40714.7578125,39.1803
23.6796,4700000,940,5682.92,940,5802.82,-40861.59765625,38.9213
