Running Reverse KL,Running Env Steps,Real Sto Return,Itration,Running Forward KL,Running Update Time,Real Det Return,Reward Loss
30.7494,170000,1121.27,34,67.3603,34,1632.07,-1522.0318603515625
30.1286,175000,972.94,35,68.1793,35,1202.49,-1752.1630859375
35.3899,180000,1672.83,36,66.8892,36,1641.21,-1496.0697021484375
32.7566,185000,1313.39,37,66.5845,37,2020.41,-1640.856201171875
37.6553,190000,1472.85,38,68.5506,38,2084.42,-1403.59033203125
35.973,195000,1762.08,39,67.5552,39,1879.39,-1548.5155029296875
33.4887,200000,1749.36,40,67.0877,40,2482.69,-1696.6070556640625
31.7546,205000,1945.31,41,67.6992,41,2589.42,-1939.9990234375
40.8825,210000,1960.67,42,69.2099,42,2961.58,-1507.892822265625
35.547,215000,1948.09,43,67.4409,43,2278.67,-1770.6474609375
35.5117,220000,1697.89,44,68.0605,44,2243.21,-1843.14892578125
38.1176,225000,1602.0,45,67.0558,45,2004.95,-1693.2244873046875
41.6077,230000,1557.92,46,69.3282,46,2293.4,-1745.1181640625
36.9339,235000,2283.43,47,69.2355,47,2679.6,-1984.9228515625
32.6594,240000,1768.48,48,67.2391,48,3065.63,-2163.84521484375
33.3588,245000,2232.65,49,68.0327,49,2475.94,-2119.65234375
33.3469,250000,1289.19,50,67.9894,50,2773.96,-2238.547607421875
36.5403,255000,1696.05,51,68.7267,51,2477.31,-2061.749755859375
54.3574,260000,3172.77,52,73.5709,52,3808.46,-1984.8614501953125
32.9926,265000,1923.67,53,67.6534,53,2770.39,-2386.50732421875
32.0498,270000,1850.87,54,67.9862,54,2279.3,-2579.4248046875
43.9615,275000,2261.24,55,70.0429,55,2421.89,-2090.130126953125
32.4039,280000,1772.53,56,67.4835,56,2622.91,-2549.453369140625
40.0096,285000,2309.69,57,68.9475,57,3118.07,-2341.111083984375
40.8132,290000,2998.4,58,68.5797,58,3805.05,-2420.875244140625
41.091,295000,1846.87,59,68.8453,59,2677.65,-2399.14208984375
48.6327,300000,3037.9,60,70.8192,60,3394.83,-2256.567138671875
47.5538,305000,3800.72,61,69.667,61,3910.95,-2492.59521484375
47.0639,310000,2987.6,62,70.8805,62,4004.37,-2478.6611328125
46.0027,315000,1458.18,63,69.2431,63,3185.21,-2562.003173828125
53.4145,320000,3333.09,64,73.8524,64,3648.87,-2481.566650390625
57.3745,325000,3604.34,65,77.359,65,4165.49,-2532.85986328125
41.0577,330000,3224.13,66,68.717,66,3808.56,-2862.0087890625
50.6764,335000,2606.03,67,72.8028,67,3583.01,-2647.033447265625
51.6625,340000,3371.92,68,71.4557,68,4033.21,-2762.398681640625
53.8135,345000,3435.83,69,71.7316,69,3374.07,-2804.51953125
49.3766,350000,3330.11,70,69.8084,70,4431.35,-2850.061767578125
49.3713,355000,3097.89,71,71.0166,71,3633.79,-3017.82421875
46.7411,360000,2498.23,72,69.0924,72,4272.27,-3067.953857421875
44.8453,365000,2859.68,73,69.1829,73,3877.24,-3252.67236328125
44.775,370000,2696.27,74,69.2119,74,3321.23,-3166.910888671875
63.5151,375000,3109.23,75,80.0569,75,3913.47,-3101.73046875
50.6883,380000,2792.13,76,70.9975,76,4248.86,-3414.373291015625
50.9833,385000,3565.34,77,72.0657,77,3541.96,-3426.93017578125
47.5265,390000,2643.36,78,70.4207,78,3497.89,-3523.666259765625
53.2858,395000,3694.17,79,73.454,79,3973.62,-3385.042236328125
44.2681,400000,3652.42,80,70.1804,80,4048.55,-3576.542724609375
52.2211,405000,3185.61,81,71.7134,81,2792.35,-3681.7265625
49.945,410000,3608.77,82,70.4553,82,4542.92,-3780.44921875
56.6057,415000,3844.19,83,72.5185,83,4861.53,-3781.244384765625
49.2356,420000,3145.88,84,71.0123,84,3994.14,-4008.615966796875
59.7848,425000,3245.7,85,75.7807,85,4906.84,-3895.552734375
59.0962,430000,3391.4,86,72.463,86,4734.91,-4289.52880859375
54.4418,435000,2027.5,87,72.3919,87,3419.2,-3906.92333984375
52.4405,440000,4159.86,88,71.0529,88,4373.23,-4268.56298828125
57.4277,445000,3168.21,89,73.7371,89,4272.19,-4268.232421875
52.9367,450000,3835.42,90,72.4419,90,4617.52,-4374.400390625
52.0147,455000,2022.42,91,70.8623,91,2567.23,-4401.24755859375
49.5598,460000,3221.51,92,69.63,92,4190.69,-4610.19091796875
58.4336,465000,3370.01,93,74.3531,93,3815.47,-4589.9765625
61.7428,470000,3540.15,94,77.1267,94,3885.49,-4650.99755859375
51.731,475000,3806.49,95,70.8783,95,4980.84,-4750.24267578125
63.7969,480000,3483.57,96,77.2958,96,4250.66,-4937.2607421875
53.5758,485000,3174.74,97,72.0891,97,3204.35,-4887.39404296875
52.7023,490000,2293.24,98,70.6728,98,4076.1,-5097.69140625
49.3079,495000,3297.79,99,69.8548,99,4159.68,-5179.759765625
53.3837,500000,3651.33,100,71.4897,100,4707.64,-5156.275390625
48.9344,505000,3411.84,101,69.8411,101,3558.42,-5300.8046875
46.2063,510000,3799.03,102,69.2049,102,3600.32,-5471.24755859375
60.3097,515000,3758.9,103,75.4566,103,3958.34,-5662.71728515625
61.0722,520000,3909.79,104,76.7143,104,4448.13,-5740.8759765625
64.3939,525000,2805.29,105,79.9907,105,3635.85,-5680.9560546875
61.3004,530000,3979.06,106,74.1315,106,4238.36,-5895.02734375
67.6676,535000,3408.76,107,81.082,107,5002.36,-5832.75341796875
58.9215,540000,4020.32,108,73.5307,108,5025.43,-6092.322265625
51.0457,545000,3207.81,109,70.3186,109,4314.38,-5942.11328125
66.5536,550000,4919.88,110,78.6227,110,5151.02,-6111.4375
57.7405,555000,4269.28,111,72.3375,111,4862.83,-6250.9072265625
44.8629,560000,4359.33,112,68.991,112,4464.02,-6031.04150390625
58.2425,565000,3075.26,113,72.2068,113,4045.16,-6311.12646484375
58.1753,570000,4360.1,114,74.3837,114,5092.05,-6603.77001953125
58.0311,575000,4405.46,115,73.2234,115,5282.14,-6399.6796875
67.5388,580000,4078.52,116,80.3286,116,5529.76,-6821.83740234375
57.7265,585000,4793.4,117,72.3607,117,4874.3,-6706.4970703125
53.3913,590000,4162.24,118,71.2923,118,4988.4,-6863.0625
61.4719,595000,3862.05,119,72.6259,119,4384.08,-6936.65087890625
60.4745,600000,4269.04,120,72.169,120,4943.28,-7222.95703125
59.32,605000,3732.18,121,71.3563,121,4120.06,-7134.34765625
61.0165,610000,4827.8,122,73.4478,122,5215.39,-7367.97265625
59.2409,615000,3698.83,123,72.516,123,5247.52,-7461.62548828125
65.0449,620000,5161.99,124,78.2477,124,5192.23,-7782.3525390625
56.294,625000,4239.79,125,71.44,125,4690.86,-7696.86328125
71.395,630000,3981.53,126,82.4118,126,5192.5,-8168.5
62.2764,635000,4646.08,127,75.006,127,5179.28,-8294.439453125
64.2822,640000,4542.7,128,72.7352,128,5036.09,-7689.6923828125
63.2648,645000,4503.68,129,74.2964,129,5352.82,-8165.58984375
53.8228,650000,4004.73,130,70.3637,130,5252.12,-8063.970703125
50.4504,655000,3394.2,131,69.3532,131,4380.81,-8030.939453125
73.9191,660000,4865.87,132,81.7756,132,4728.73,-8812.3701171875
62.7125,665000,3368.76,133,73.357,133,4705.2,-8508.2841796875
65.4004,670000,4565.46,134,78.2877,134,5271.17,-9022.431640625
53.7112,675000,4151.3,135,71.6461,135,5233.39,-8655.009765625
53.3708,680000,4701.83,136,71.0243,136,5074.21,-8800.451171875
56.179,685000,3801.47,137,70.8293,137,4605.84,-8708.7119140625
68.6182,690000,4087.56,138,75.2525,138,4868.97,-9224.427734375
61.8649,695000,4364.38,139,73.4149,139,5107.36,-9614.4111328125
68.7361,700000,4188.18,140,78.1054,140,4634.16,-9850.2431640625
65.4334,705000,4687.72,141,75.6951,141,4807.41,-9897.0166015625
62.6749,710000,3980.15,142,73.0104,142,5161.97,-9795.2919921875
65.027,715000,4339.24,143,75.5724,143,5139.09,-10164.0771484375
68.4949,720000,4835.39,144,75.6938,144,5560.38,-10432.28125
58.7308,725000,4317.29,145,72.4719,145,4986.37,-10104.1279296875
67.3299,730000,4707.84,146,76.8253,146,5759.2,-10522.330078125
71.9477,735000,4752.14,147,79.9015,147,4966.07,-11088.45703125
69.5711,740000,3699.17,148,76.2104,148,4857.09,-10904.1708984375
65.2009,745000,4885.78,149,74.3414,149,5403.43,-10589.5849609375
74.2948,750000,5120.85,150,82.3608,150,5284.78,-11296.8349609375
70.7194,755000,4200.28,151,75.0813,151,4954.03,-11320.443359375
59.2734,760000,3814.71,152,72.6986,152,3998.93,-10775.2314453125
70.4861,765000,5120.24,153,77.8249,153,5048.82,-11728.873046875
66.4999,770000,3881.46,154,77.6227,154,4495.25,-11902.5576171875
55.6338,775000,3957.63,155,71.5599,155,4993.23,-11008.673828125
72.9742,780000,4628.33,156,81.8078,156,5121.0,-12256.0771484375
70.8482,785000,4056.14,157,80.544,157,4948.02,-12632.4697265625
71.5996,790000,4861.72,158,81.3633,158,4705.59,-12568.65625
66.4746,795000,4798.6,159,75.1533,159,5484.86,-12589.9677734375
68.0833,800000,4618.37,160,73.2983,160,4569.1,-12135.0107421875
68.0284,805000,4048.3,161,74.8954,161,4855.18,-12809.0693359375
66.5229,810000,4499.55,162,73.9767,162,5267.78,-12764.9833984375
73.9306,815000,5058.33,163,81.4139,163,5497.8,-13766.1162109375
74.8485,820000,4864.16,164,81.9462,164,5587.23,-13856.80078125
58.5069,825000,4538.24,165,71.4026,165,4970.88,-13156.0908203125
77.6848,830000,5065.13,166,83.1477,166,5108.96,-14246.2822265625
68.1303,835000,4430.16,167,74.3408,167,5076.0,-13928.2314453125
74.2254,840000,4849.95,168,81.5013,168,5401.04,-14616.5703125
65.1656,845000,3864.77,169,74.7499,169,5159.63,-14064.5048828125
66.3648,850000,2674.8,170,74.2281,170,4411.89,-13893.9677734375
71.4797,855000,3852.71,171,78.2796,171,4413.64,-14257.779296875
55.8743,860000,4157.0,172,70.7581,172,5080.47,-14040.869140625
76.8201,865000,3530.8,173,82.6731,173,4483.26,-15331.8505859375
72.381,870000,4034.98,174,81.6933,174,5170.21,-15550.875
64.7243,875000,4247.93,175,73.7995,175,5419.82,-15383.912109375
60.659,880000,4161.19,176,73.5712,176,5316.51,-14990.1025390625
75.1359,885000,4787.21,177,83.0017,177,5565.54,-16620.20703125
71.74,890000,4823.58,178,77.36,178,5276.67,-16568.6171875
75.8578,895000,3766.15,179,82.1673,179,5247.14,-16551.078125
71.8162,900000,4595.39,180,74.728,180,5724.9,-16331.6513671875
79.3466,905000,4613.67,181,83.9272,181,5271.84,-17074.22265625
68.5868,910000,4451.49,182,74.6276,182,5439.21,-17615.416015625
69.1319,915000,4097.11,183,76.2088,183,4409.04,-17521.94140625
66.1788,920000,4270.55,184,74.2728,184,5519.69,-17308.07421875
68.7211,925000,4893.45,185,74.5415,185,5516.98,-17834.890625
79.4891,930000,4737.07,186,79.3194,186,5408.11,-18821.328125
78.3878,935000,4269.01,187,81.0531,187,5176.69,-18472.9921875
59.367,940000,4648.54,188,70.5655,188,5689.7,-17324.107421875
80.5036,945000,5212.79,189,82.2145,189,5589.88,-19670.2578125
71.3901,950000,3576.99,190,75.9738,190,5100.82,-18997.6328125
79.7981,955000,3853.41,191,85.2743,191,5242.63,-20419.2734375
77.3458,960000,5122.29,192,82.3913,192,5761.18,-20978.728515625
69.4921,965000,5221.56,193,77.1754,193,5828.93,-20124.986328125
73.346,970000,5306.34,194,81.0492,194,5391.44,-20538.181640625
76.9709,975000,5128.97,195,80.2594,195,5230.33,-20989.630859375
80.0127,980000,5178.99,196,82.2434,196,5666.46,-21450.28515625
69.7941,985000,4684.74,197,74.1426,197,5493.18,-20339.658203125
76.8935,990000,4738.48,198,82.1774,198,5894.73,-21782.228515625
63.2008,995000,3984.17,199,73.2971,199,3653.34,-19866.80859375
69.8056,1000000,4541.8,200,73.7822,200,5562.76,-21095.583984375
78.3245,1005000,4603.33,201,82.5359,201,5268.39,-22318.734375
76.0881,1010000,2515.46,202,82.9102,202,5159.8,-21987.201171875
81.1644,1015000,4021.67,203,83.9242,203,3946.95,-22840.71875
82.0274,1020000,4021.11,204,84.482,204,5742.75,-22963.521484375
60.8742,1025000,4894.62,205,71.8901,205,5788.44,-21866.25390625
70.8908,1030000,3716.43,206,77.2051,206,5439.27,-23302.40625
71.2065,1035000,4194.33,207,75.403,207,5511.52,-23541.8125
84.8904,1040000,4966.06,208,84.7792,208,5876.66,-25198.103515625
75.8793,1045000,4453.33,209,75.652,209,5021.47,-24200.619140625
81.4713,1050000,4448.8,210,83.6542,210,5418.18,-25240.75390625
79.6421,1055000,4127.05,211,82.9912,211,5348.72,-25441.666015625
79.7614,1060000,3902.92,212,83.23,212,5320.92,-25795.435546875
75.8216,1065000,4798.67,213,83.371,213,5781.14,-25845.0078125
80.6979,1070000,4804.49,214,78.7607,214,5698.68,-26038.939453125
85.6524,1075000,4318.09,215,84.6516,215,5088.84,-27069.091796875
76.3429,1080000,4554.83,216,78.5353,216,5135.88,-26988.404296875
80.8681,1085000,4281.64,217,82.847,217,4693.2,-27640.517578125
82.0058,1090000,4432.68,218,84.5955,218,5726.81,-27830.205078125
78.3045,1095000,4956.38,219,83.1278,219,6019.0,-28456.41015625
76.5102,1100000,5219.26,220,82.7852,220,5270.61,-28671.0703125
71.2216,1105000,4207.57,221,76.439,221,5929.3,-27994.8203125
79.941,1110000,4440.36,222,82.4888,222,5809.38,-29598.990234375
70.8767,1115000,4546.82,223,74.6225,223,4955.68,-27710.15234375
82.3239,1120000,4343.12,224,84.6037,224,5787.4,-30216.25390625
86.3689,1125000,4686.45,225,85.2492,225,5487.82,-31340.55859375
80.6121,1130000,4966.96,226,83.5793,226,5455.93,-31084.96875
80.104,1135000,5195.62,227,80.6092,227,5581.29,-31322.80078125
85.8449,1140000,5040.72,228,84.8002,228,4900.2,-31988.10546875
85.5969,1145000,5248.11,229,83.7216,229,5286.04,-32672.552734375
86.4532,1150000,5188.44,230,83.028,230,5571.41,-33452.58203125
81.2318,1155000,4804.09,231,81.5666,231,5478.37,-32662.822265625
84.1276,1160000,4682.72,232,83.8245,232,6020.83,-33553.39453125
83.3044,1165000,4635.4,233,82.9711,233,5916.87,-33778.97265625
80.8281,1170000,4431.24,234,83.2093,234,5076.93,-33494.84765625
83.2861,1175000,4867.24,235,84.0204,235,5607.3,-34519.71484375
82.3359,1180000,4521.14,236,83.6172,236,5168.55,-35486.15625
85.5846,1185000,4503.75,237,84.4405,237,5535.0,-35045.21484375
87.2805,1190000,3821.37,238,85.275,238,5140.99,-35295.703125
85.2628,1195000,5142.39,239,83.6134,239,5825.16,-36345.59765625
76.9363,1200000,5459.62,240,81.3947,240,5796.36,-36054.16796875
86.5249,1205000,5216.92,241,85.3345,241,5851.1,-37110.47265625
82.3205,1210000,4411.27,242,83.1292,242,5239.59,-36846.27734375
76.0482,1215000,5080.49,243,76.3707,243,5942.2,-36155.70703125
85.7354,1220000,5129.9,244,85.0414,244,5592.6,-38070.96875
86.9545,1225000,4638.5,245,84.96,245,5523.87,-38920.54296875
85.3103,1230000,3981.05,246,85.048,246,5553.02,-38739.6796875
82.8395,1235000,5322.64,247,83.1205,247,6056.92,-38778.48828125
83.4861,1240000,4149.95,248,84.0676,248,5371.47,-39178.0703125
79.3125,1245000,4829.21,249,84.0617,249,6018.49,-39262.52734375
76.9071,1250000,5017.21,250,79.3768,250,5687.84,-39171.48046875
84.1613,1255000,4666.27,251,84.2264,251,5724.42,-40253.0234375
83.0837,1260000,4736.21,252,83.0816,252,5797.51,-41398.58984375
82.202,1265000,5031.6,253,83.5037,253,5680.28,-41222.953125
83.5426,1270000,5218.59,254,83.8445,254,5684.05,-41544.20703125
88.8165,1275000,5014.73,255,85.8637,255,6076.12,-42912.28125
85.9872,1280000,4483.84,256,86.1151,256,5899.26,-42187.3515625
88.742,1285000,5219.58,257,86.0821,257,5973.66,-43185.38671875
85.1175,1290000,5093.01,258,85.4963,258,5469.43,-43630.1796875
81.2551,1295000,4833.29,259,84.0823,259,6080.98,-42975.71875
79.7139,1300000,5275.98,260,78.4306,260,6088.35,-42559.42578125
80.2618,1305000,5515.05,261,79.2019,261,6037.42,-43106.359375
86.7378,1310000,5185.69,262,86.1662,262,5721.93,-44803.43359375
82.5835,1315000,5218.65,263,84.3656,263,5960.21,-44153.640625
77.0518,1320000,5355.1,264,78.0248,264,6134.0,-43829.62890625
77.4237,1325000,4829.44,265,76.4315,265,5752.78,-43638.90234375
86.001,1330000,5181.98,266,84.4343,266,6111.69,-46308.359375
89.3283,1335000,5473.63,267,86.3063,267,5615.76,-46408.53125
86.7635,1340000,5219.11,268,83.9239,268,6017.72,-46955.015625
80.6716,1345000,5325.54,269,81.8773,269,5975.34,-46333.61328125
92.4338,1350000,5541.58,270,86.1983,270,5883.32,-48144.5390625
80.2347,1355000,4924.86,271,79.3927,271,6133.53,-46693.39453125
83.4293,1360000,5061.15,272,85.2237,272,6000.89,-48091.59375
80.3105,1365000,5338.78,273,83.5822,273,5738.42,-47626.921875
82.0542,1370000,5476.03,274,84.4892,274,5787.56,-48552.92578125
76.6973,1375000,4340.23,275,76.6142,275,5804.05,-46260.20703125
84.5586,1380000,5181.52,276,84.5012,276,6136.99,-49395.9921875
79.8881,1385000,5624.44,277,83.1517,277,6127.4,-49241.109375
84.6062,1390000,5719.35,278,83.0405,278,5806.06,-49929.38671875
88.9621,1395000,5526.98,279,87.0836,279,5802.78,-50655.87109375
86.315,1400000,5308.84,280,85.2083,280,6016.83,-51066.63671875
85.2705,1405000,5408.43,281,85.0882,281,5773.52,-51235.05859375
86.5721,1410000,5711.52,282,84.8786,282,6063.76,-51966.28125
78.118,1415000,5337.65,283,76.7244,283,5899.61,-49446.35546875
84.1536,1420000,5104.55,284,84.5989,284,5725.07,-51702.1171875
84.6413,1425000,5313.65,285,85.0328,285,6041.45,-52079.80859375
89.3825,1430000,5597.1,286,85.9098,286,5788.63,-52936.625
76.7209,1435000,5087.55,287,75.8666,287,5060.28,-50209.4140625
89.8817,1440000,4935.75,288,86.9523,288,5885.21,-53424.6015625
82.9677,1445000,5122.04,289,80.6405,289,6038.69,-52383.8671875
89.1755,1450000,5045.5,290,84.3917,290,6012.81,-53674.40234375
80.3123,1455000,4309.96,291,76.7362,291,5592.45,-50786.0390625
90.8396,1460000,5525.44,292,85.722,292,6083.49,-54324.8203125
90.9642,1465000,5576.83,293,85.2605,293,5921.44,-54725.390625
93.4409,1470000,5642.5,294,86.9016,294,5720.02,-54469.1875
89.1493,1475000,5369.0,295,85.5237,295,5684.72,-54462.09765625
79.7449,1480000,5474.36,296,76.8744,296,6018.43,-52329.4765625
87.8437,1485000,5739.54,297,85.5496,297,5815.25,-55281.0078125
89.0991,1490000,5192.43,298,86.8285,298,4654.72,-55534.72265625
93.1436,1495000,5641.18,299,85.9822,299,5731.67,-56723.296875
93.349,1500000,5115.15,300,86.789,300,6006.81,-56955.6953125
92.03,1505000,5453.32,301,83.6903,301,5938.11,-56253.98046875
92.1711,1510000,5404.65,302,86.5803,302,5780.39,-57361.1875
90.4951,1515000,5508.49,303,85.3719,303,6096.06,-57790.23046875
88.1522,1520000,5719.37,304,85.2967,304,5876.23,-57723.83203125
86.2114,1525000,5474.27,305,83.3611,305,5665.82,-57365.37109375
87.3299,1530000,5245.64,306,85.0445,306,5870.95,-58039.0546875
86.819,1535000,5660.56,307,85.9071,307,5975.2,-58229.5859375
89.3931,1540000,5256.8,308,85.1827,308,6003.11,-58191.72265625
88.7632,1545000,5244.41,309,86.7675,309,5831.83,-58980.078125
89.8105,1550000,5447.29,310,86.2671,310,6058.36,-59089.546875
88.3004,1555000,5460.6,311,86.7206,311,5698.38,-59090.28515625
89.7211,1560000,5477.51,312,87.6804,312,5877.68,-59553.9140625
87.6901,1565000,5645.77,313,85.8996,313,5962.53,-59574.20703125
89.418,1570000,5329.33,314,87.3709,314,5825.69,-60394.60546875
91.5018,1575000,5607.73,315,86.8977,315,5669.78,-60785.40625
90.3011,1580000,4979.08,316,87.4533,316,6147.34,-60813.84765625
81.2184,1585000,4982.1,317,77.6058,317,5841.41,-57720.0234375
89.9162,1590000,5552.39,318,87.0805,318,5887.23,-60866.90625
87.7667,1595000,5702.03,319,84.922,319,5611.31,-60995.23828125
88.8629,1600000,5455.29,320,85.8489,320,5607.21,-61109.61328125
89.2977,1605000,5387.64,321,87.3792,321,5288.93,-62020.98828125
91.0717,1610000,5594.32,322,87.1386,322,5983.47,-62243.57421875
93.6702,1615000,4706.15,323,87.739,323,5861.75,-61778.98828125
92.0329,1620000,5059.32,324,87.0786,324,6093.31,-62608.85546875
73.2972,1625000,5373.22,325,77.0123,325,6137.66,-56656.03125
95.6811,1630000,5367.23,326,87.5663,326,5891.58,-63234.7265625
107.0083,1635000,-509.92,327,90.5054,327,-670.74,-27597.14453125
172.3212,1640000,-1379.82,328,88.8048,328,-1359.93,-24252.076171875
414.023,1645000,-1689.21,329,94.0986,329,-847.21,-28246.490234375
321.6635,1650000,-1336.45,330,93.8641,330,-913.46,-32135.50390625
346.7552,1655000,-610.9,331,90.3952,331,-720.84,-30146.080078125
159.332,1660000,-315.21,332,84.8202,332,-680.46,-29463.595703125
213.4599,1665000,-331.74,333,81.2504,333,-39.39,-29189.8984375
183.5567,1670000,155.93,334,84.8004,334,237.59,-28573.6484375
75.7659,1675000,163.27,335,75.1695,335,660.03,-38986.9296875
62.669,1680000,664.43,336,75.5777,336,519.18,-40189.51171875
88.7705,1685000,1018.27,337,77.4469,337,825.85,-38568.1953125
78.6155,1690000,1181.19,338,78.5415,338,728.24,-43687.390625
98.4396,1695000,1270.82,339,79.4549,339,1462.16,-45078.2109375
112.0249,1700000,2182.64,340,80.2209,340,2414.77,-46757.18359375
81.207,1705000,2034.07,341,84.2414,341,2391.12,-60491.44140625
75.9921,1710000,1360.64,342,78.0212,342,2335.91,-51400.0546875
80.5273,1715000,1620.02,343,79.3403,343,2548.35,-53070.62109375
84.8247,1720000,1619.21,344,82.0012,344,2503.29,-56378.4453125
78.8429,1725000,1904.82,345,79.2823,345,3644.33,-56497.68359375
82.9241,1730000,2403.88,346,82.2526,346,3073.27,-59414.9921875
73.6983,1735000,2924.62,347,77.7988,347,4024.34,-48607.0390625
80.3282,1740000,3073.18,348,78.9497,348,4434.39,-49984.87890625
80.3254,1745000,3552.78,349,82.2214,349,4385.59,-60915.20703125
76.4182,1750000,3741.63,350,80.0358,350,4256.38,-57675.6328125
77.1249,1755000,3349.31,351,81.2881,351,4831.34,-61191.0
83.7202,1760000,3473.07,352,83.2103,352,3852.02,-59430.1640625
74.646,1765000,3518.77,353,79.4412,353,4606.18,-59770.50390625
97.685,1770000,3799.21,354,82.7606,354,4327.18,-59505.03125
87.5434,1775000,4071.73,355,84.7003,355,5376.66,-63269.65625
87.8129,1780000,4788.61,356,84.9976,356,5477.08,-62980.23828125
79.272,1785000,4519.44,357,82.8823,357,5394.14,-62277.63671875
78.1516,1790000,4239.73,358,80.2265,358,5300.13,-60756.0078125
81.0114,1795000,4897.48,359,82.4576,359,5708.3,-62707.83203125
80.2402,1800000,4378.33,360,82.3014,360,5475.8,-61010.015625
81.8004,1805000,4649.62,361,79.9987,361,5662.25,-61829.3125
84.9601,1810000,5147.02,362,84.1214,362,5532.51,-64304.41015625
83.1297,1815000,4805.04,363,83.6186,363,5643.89,-63996.80078125
79.0146,1820000,4314.74,364,80.6661,364,5461.57,-61853.69140625
86.2203,1825000,4708.74,365,84.9904,365,5480.6,-65020.9375
83.3333,1830000,5260.73,366,84.1821,366,5796.21,-64802.765625
86.3368,1835000,4959.35,367,84.169,367,5669.27,-65186.10546875
74.5861,1840000,5132.98,368,80.3101,368,5503.22,-63101.96875
89.7359,1845000,4858.56,369,85.9237,369,5669.92,-64882.4609375
88.9433,1850000,5312.37,370,85.2765,370,5693.16,-66838.5234375
83.9631,1855000,4694.18,371,81.0106,371,5784.7,-64585.39453125
86.0607,1860000,5070.96,372,84.1093,372,5547.0,-66650.234375
83.3653,1865000,5052.71,373,80.6215,373,5648.5,-63533.89453125
88.6166,1870000,4816.9,374,85.0232,374,5268.16,-66189.953125
86.9272,1875000,4771.36,375,86.0369,375,5256.15,-65881.8046875
88.1621,1880000,5402.85,376,84.5573,376,5818.36,-67638.90625
89.3918,1885000,4532.4,377,84.2593,377,5717.23,-67696.6875
86.7093,1890000,5184.99,378,84.7693,378,5447.25,-67826.0078125
92.02,1895000,5416.07,379,85.4756,379,5749.11,-68818.8671875
89.9146,1900000,4816.76,380,86.3653,380,5725.14,-67927.78125
91.5693,1905000,5273.47,381,85.9918,381,5641.95,-68555.4609375
91.393,1910000,4874.11,382,86.2411,382,5498.96,-68207.6328125
86.082,1915000,5277.48,383,85.0514,383,5746.31,-68800.375
79.1322,1920000,5248.94,384,80.8787,384,5813.11,-62155.1484375
95.9459,1925000,5044.55,385,86.5397,385,5598.46,-69477.9453125
89.9935,1930000,5474.4,386,84.6259,386,5741.78,-69047.5703125
93.3242,1935000,5060.34,387,86.744,387,5762.73,-70550.25
94.4183,1940000,5454.96,388,87.8962,388,5452.67,-69901.4296875
94.6232,1945000,5303.21,389,87.4137,389,5665.08,-70433.328125
95.2123,1950000,5391.08,390,87.4736,390,5586.95,-71009.390625
93.692,1955000,5536.08,391,87.2214,391,5879.06,-70864.2421875
