Real Sto Return,Running Reverse KL,Real Det Return,Running Forward KL,Itration,Running Env Steps,Running Update Time,Reward Loss
831.01,24.1928,1551.38,56.2897,72,360000,72,-843.775146484375
850.86,23.3119,1390.07,55.5383,73,365000,73,-831.5672607421875
803.51,24.3948,1737.64,56.156,74,370000,74,-882.1279907226562
844.03,24.1893,1541.64,55.2647,75,375000,75,-853.8750610351562
654.43,23.2479,1241.34,56.306,76,380000,76,-850.5155029296875
1027.03,25.8878,1787.04,60.2856,77,385000,77,-1029.8634033203125
1237.32,24.0655,1896.22,54.3553,78,390000,78,-775.710205078125
858.19,22.4069,1523.05,54.803,79,395000,79,-895.4286499023438
937.55,23.4873,1672.52,55.9598,80,400000,80,-946.991943359375
861.56,24.6495,1199.33,58.3942,81,405000,81,-1065.9376220703125
943.59,21.6327,2008.04,52.5885,82,410000,82,-850.4644775390625
905.59,22.8378,2051.0,55.8269,83,415000,83,-1011.6629638671875
956.74,22.6881,1787.93,53.4062,84,420000,84,-874.5150756835938
1379.75,23.3404,2178.52,54.6064,85,425000,85,-934.7771606445312
1379.31,24.5697,2313.65,57.8115,86,430000,86,-1093.199462890625
731.5,23.7755,1727.8,58.1733,87,435000,87,-1132.9036865234375
1285.21,24.0235,2088.55,57.0869,88,440000,88,-1140.3756103515625
748.83,23.7032,1816.82,57.892,89,445000,89,-1184.7086181640625
1286.84,23.4841,1889.48,56.7318,90,450000,90,-1194.108642578125
1076.6,24.2951,1617.2,57.5122,91,455000,91,-1243.542236328125
1274.66,22.2837,1834.03,52.67,92,460000,92,-1083.2686767578125
1213.98,22.388,1937.14,54.2053,93,465000,93,-1035.0562744140625
1813.24,22.4616,2049.47,51.6175,94,470000,94,-1043.8563232421875
1745.67,21.8671,2480.2,50.3414,95,475000,95,-847.0726928710938
1467.33,20.6805,2257.36,51.1132,96,480000,96,-948.992919921875
1008.25,23.5981,1784.11,56.2034,97,485000,97,-1229.8463134765625
1907.69,20.9278,2762.0,51.446,98,490000,98,-1101.3902587890625
1630.24,20.5042,2404.25,48.0989,99,495000,99,-864.4633178710938
1975.32,20.6044,2604.38,51.0094,100,500000,100,-1033.671142578125
1527.76,21.2957,2606.52,51.0815,101,505000,101,-1045.6470947265625
1655.03,21.6083,2242.79,52.8882,102,510000,102,-1264.726318359375
2032.82,20.5281,2446.37,48.6817,103,515000,103,-923.7847290039062
1594.18,20.46,2737.63,52.0271,104,520000,104,-1299.5989990234375
2085.64,20.6485,2771.27,52.3515,105,525000,105,-1269.1253662109375
1473.08,18.6438,2296.56,48.8827,106,530000,106,-1052.2779541015625
1917.61,20.4774,2033.36,52.6718,107,535000,107,-1321.6707763671875
2080.98,19.6409,2952.73,45.9728,108,540000,108,-852.0596923828125
2245.56,20.1883,3057.75,49.5292,109,545000,109,-1088.243408203125
1312.44,19.8712,2199.07,53.0347,110,550000,110,-1324.9058837890625
1968.34,18.8988,3095.71,47.1677,111,555000,111,-1012.17724609375
2354.49,20.0668,2919.94,47.8866,112,560000,112,-1026.8106689453125
1770.04,18.7247,2972.52,50.2335,113,565000,113,-1291.6307373046875
1290.75,18.8958,2106.85,51.1384,114,570000,114,-1412.9033203125
1735.24,19.4973,2794.58,52.1759,115,575000,115,-1457.9298095703125
1105.62,17.1528,1869.03,48.9037,116,580000,116,-1272.226806640625
1717.47,17.7397,2930.47,47.1042,117,585000,117,-1149.6326904296875
2020.67,15.4082,3043.74,44.6494,118,590000,118,-967.5057983398438
2172.08,16.8542,2814.96,46.2869,119,595000,119,-1056.92919921875
996.43,19.4575,1709.71,52.0967,120,600000,120,-1612.8592529296875
1970.59,17.1384,2911.02,48.9198,121,605000,121,-1314.9869384765625
1824.01,17.9911,2609.46,48.384,122,610000,122,-1356.8431396484375
1965.6,17.899,2562.26,48.5665,123,615000,123,-1436.8941650390625
1153.73,19.3386,2277.69,51.9768,124,620000,124,-1702.882080078125
2300.5,19.082,2988.36,45.7541,125,625000,125,-961.4118041992188
2350.3,16.9672,3241.26,44.949,126,630000,126,-966.694580078125
2383.74,18.4653,3104.0,46.748,127,635000,127,-1038.8623046875
2468.87,16.3262,3083.93,46.4959,128,640000,128,-1240.5960693359375
2391.32,17.3833,2900.01,46.8022,129,645000,129,-1214.689208984375
2207.87,17.8804,3090.29,45.3676,130,650000,130,-1067.203857421875
2055.68,16.5794,3214.78,47.9332,131,655000,131,-1497.6632080078125
2238.81,15.8744,3232.17,46.0348,132,660000,132,-1263.9000244140625
2522.08,14.9819,2819.22,45.7068,133,665000,133,-1243.6783447265625
1956.47,17.1613,3009.74,46.4509,134,670000,134,-1344.776123046875
2466.64,14.7746,3139.03,43.8013,135,675000,135,-1140.833984375
1869.58,16.8565,2273.84,45.5376,136,680000,136,-1149.1746826171875
2026.09,16.65,3064.16,48.9365,137,685000,137,-1586.703125
1986.92,16.1435,3104.54,45.8015,138,690000,138,-1362.19921875
2157.73,16.318,2948.67,46.2308,139,695000,139,-1269.2152099609375
1902.21,16.3531,2667.06,45.893,140,700000,140,-1297.0478515625
2472.28,17.2628,3457.0,45.2762,141,705000,141,-1112.857177734375
1531.81,18.847,2136.02,51.9629,142,710000,142,-1989.1185302734375
1629.64,16.0752,2723.95,46.9892,143,715000,143,-1563.9532470703125
1856.66,15.2539,2758.33,45.5399,144,720000,144,-1315.380615234375
2082.21,16.3481,2742.46,49.4915,145,725000,145,-1732.5413818359375
2427.37,17.5093,3602.2,45.6371,146,730000,146,-1274.012451171875
1458.33,16.3212,3024.15,47.6268,147,735000,147,-1685.280029296875
2511.69,14.9782,3376.38,46.844,148,740000,148,-1660.5283203125
2178.9,15.1583,3067.54,45.5053,149,745000,149,-1418.3677978515625
1680.62,14.0638,2951.51,45.5504,150,750000,150,-1597.8111572265625
2631.13,15.5763,3544.48,44.2939,151,755000,151,-1343.4490966796875
1740.2,16.3141,3253.04,42.9702,152,760000,152,-1144.249755859375
1869.75,14.6584,2446.38,45.409,153,765000,153,-1567.873779296875
2526.63,14.5577,3097.6,44.875,154,770000,154,-1588.1666259765625
1681.26,18.4898,2140.58,52.1141,155,775000,155,-2326.044189453125
2473.38,15.7518,3318.02,45.007,156,780000,156,-1789.506103515625
1443.32,16.9934,2158.55,48.7281,157,785000,157,-2142.293701171875
1587.57,14.5062,2346.09,46.1024,158,790000,158,-1749.251953125
1452.29,18.7287,2263.21,51.1311,159,795000,159,-2405.6162109375
1616.6,14.4889,2368.98,46.3246,160,800000,160,-1854.9700927734375
2694.68,15.2155,2822.79,45.2892,161,805000,161,-1674.25927734375
2378.8,15.0629,3010.7,45.0572,162,810000,162,-1640.3873291015625
1855.19,17.7626,2872.3,49.933,163,815000,163,-2388.767333984375
2190.67,12.7856,2761.61,44.0946,164,820000,164,-1838.978759765625
1483.03,15.0606,2621.13,46.355,165,825000,165,-2018.16650390625
1933.17,15.7869,2657.1,47.0036,166,830000,166,-2204.1201171875
1900.96,14.5056,3322.01,46.131,167,835000,167,-1996.4755859375
2457.06,17.9743,3419.95,43.8931,168,840000,168,-1454.9530029296875
2215.38,13.4906,3386.28,44.2342,169,845000,169,-1926.0140380859375
2126.68,14.8142,2798.3,45.0275,170,850000,170,-1857.765869140625
2105.73,13.2519,3255.72,42.5487,171,855000,171,-1573.9737548828125
2521.69,13.3887,3416.67,45.7323,172,860000,172,-2248.280029296875
2851.42,14.2202,3287.23,45.2549,173,865000,173,-2044.0120849609375
2294.29,13.4044,3267.4,44.2753,174,870000,174,-1858.7025146484375
2167.91,14.0871,3201.27,44.3022,175,875000,175,-1822.006591796875
2472.27,12.7733,3532.03,43.7471,176,880000,176,-1826.4967041015625
2691.99,14.2923,3549.54,43.1708,177,885000,177,-1584.1092529296875
2419.75,12.0872,3337.22,42.3476,178,890000,178,-1647.14697265625
2508.0,13.0023,3308.7,43.865,179,895000,179,-1936.553955078125
2829.61,15.3136,3464.85,42.9974,180,900000,180,-1622.9898681640625
2638.44,14.4578,3140.64,44.4375,181,905000,181,-1991.52587890625
2249.22,14.0918,3568.6,44.8148,182,910000,182,-2139.6015625
2346.24,15.1606,3208.63,44.6348,183,915000,183,-1707.572265625
2726.4,14.3392,3581.54,45.4019,184,920000,184,-1982.324951171875
2700.16,14.5891,3530.83,43.1784,185,925000,185,-1831.9757080078125
2818.65,17.0598,3623.83,44.0788,186,930000,186,-1570.293701171875
2873.64,15.039,3662.93,44.0491,187,935000,187,-2114.7802734375
2970.65,14.6946,3383.49,43.5574,188,940000,188,-1704.9677734375
2991.77,17.0554,3695.33,43.9892,189,945000,189,-1681.5965576171875
2609.59,13.811,3386.06,44.1091,190,950000,190,-2050.790283203125
3093.72,13.9731,3762.92,42.9981,191,955000,191,-2022.1993408203125
1874.41,13.5805,2768.52,42.4993,192,960000,192,-1761.533203125
2778.27,17.0226,3005.82,44.7343,193,965000,193,-1836.5347900390625
3067.08,13.1286,3887.2,43.727,194,970000,194,-2163.65576171875
2423.38,13.6605,3205.9,43.9891,195,975000,195,-2185.915771484375
2792.04,13.5269,3720.89,43.8005,196,980000,196,-2225.78759765625
2490.41,15.2249,3549.31,45.6962,197,985000,197,-2478.60498046875
2666.81,13.4409,3410.02,43.6912,198,990000,198,-2237.073974609375
2726.17,14.9724,3840.82,43.2539,199,995000,199,-1985.2197265625
2001.87,14.0468,2831.98,44.8229,200,1000000,200,-2340.19384765625
2774.08,14.1154,3498.74,43.3859,201,1005000,201,-2280.890869140625
2634.73,14.4482,3526.21,45.2819,202,1010000,202,-2566.87255859375
2999.12,14.2706,3923.55,43.6062,203,1015000,203,-2502.557373046875
2924.46,15.7254,3702.04,44.0194,204,1020000,204,-2018.4793701171875
2779.19,16.5815,3543.2,43.4793,205,1025000,205,-1916.1336669921875
3026.26,15.5422,3849.04,42.4568,206,1030000,206,-1965.26171875
2523.18,14.1637,3835.27,43.4303,207,1035000,207,-2187.52587890625
3060.25,13.7746,3637.47,42.8081,208,1040000,208,-2350.759521484375
2441.52,13.25,3451.22,44.8228,209,1045000,209,-2696.61083984375
2841.46,14.5852,3423.02,43.0707,210,1050000,210,-2146.449951171875
2914.43,13.6149,4146.23,42.8209,211,1055000,211,-2241.39453125
3273.67,14.9995,3785.85,41.1647,212,1060000,212,-2081.76953125
2791.66,13.6229,3866.88,43.1855,213,1065000,213,-2519.12451171875
3147.8,14.2071,3928.54,43.555,214,1070000,214,-2551.86474609375
2288.0,12.6807,3738.9,43.8368,215,1075000,215,-2633.58056640625
2874.02,13.156,3584.36,43.3866,216,1080000,216,-2575.814697265625
3063.54,14.2322,3827.53,43.8816,217,1085000,217,-2873.1103515625
3147.81,14.4439,3595.66,43.5025,218,1090000,218,-2371.423583984375
2970.93,14.7229,4011.56,44.3293,219,1095000,219,-2872.71923828125
2769.52,14.6514,3472.76,43.4184,220,1100000,220,-2397.296142578125
2440.72,14.3527,3723.38,43.0533,221,1105000,221,-2641.219970703125
2987.94,13.9859,3701.43,43.762,222,1110000,222,-2958.931884765625
3113.04,15.3986,3361.86,42.7916,223,1115000,223,-2296.113037109375
2621.42,14.4472,4110.29,43.2346,224,1120000,224,-2665.3935546875
3182.22,15.5119,3765.31,42.8601,225,1125000,225,-2500.109130859375
2966.38,13.4581,3757.33,43.2111,226,1130000,226,-3019.696533203125
2949.54,14.1299,3679.75,42.9554,227,1135000,227,-2593.454345703125
3092.86,14.5057,3492.89,43.7503,228,1140000,228,-3001.43994140625
3141.83,15.4157,3144.96,44.6608,229,1145000,229,-3083.3564453125
2477.68,14.3184,3476.26,42.7253,230,1150000,230,-2697.867919921875
2616.77,14.3471,3644.54,43.8448,231,1155000,231,-2869.27734375
3067.47,15.3974,3981.34,44.2451,232,1160000,232,-3031.5517578125
2415.64,14.8572,3565.7,43.7078,233,1165000,233,-2879.79931640625
2965.58,14.3598,3722.15,43.0325,234,1170000,234,-3149.9423828125
2627.83,14.3888,3678.31,44.1952,235,1175000,235,-3127.010986328125
2835.07,15.5636,3996.11,41.4359,236,1180000,236,-2538.767333984375
2898.27,14.8618,3793.92,43.2596,237,1185000,237,-2857.175537109375
3071.43,14.1787,3467.94,44.7724,238,1190000,238,-3589.69873046875
3181.86,15.1582,3878.59,42.4145,239,1195000,239,-2725.03076171875
2537.78,13.9541,3309.31,43.7697,240,1200000,240,-3140.97265625
3018.81,14.0462,3832.52,42.3621,241,1205000,241,-2981.01513671875
2814.02,15.048,4128.74,43.8111,242,1210000,242,-3166.374267578125
3310.09,15.6649,3874.48,42.2022,243,1215000,243,-2630.9453125
2805.36,13.4766,3956.57,43.7438,244,1220000,244,-3452.996826171875
2751.91,14.1845,3428.82,43.1222,245,1225000,245,-3057.744384765625
2886.67,14.6367,3966.62,42.9468,246,1230000,246,-3053.3466796875
3148.16,14.3847,3791.12,44.2417,247,1235000,247,-3560.858154296875
3373.21,17.0959,3967.16,42.5236,248,1240000,248,-2667.105224609375
3206.95,15.1135,4008.69,41.5087,249,1245000,249,-2795.260009765625
3019.03,13.9386,3645.85,43.0753,250,1250000,250,-3318.408935546875
3499.7,15.5306,4152.12,41.8147,251,1255000,251,-2885.164794921875
3026.98,13.78,3959.46,43.56,252,1260000,252,-3699.6494140625
2888.21,14.2836,3766.83,42.4259,253,1265000,253,-3123.4736328125
3018.92,13.7457,3746.21,42.6708,254,1270000,254,-3177.703857421875
3084.86,14.8195,4028.97,42.6742,255,1275000,255,-3006.0205078125
2653.24,15.4922,3634.66,42.501,256,1280000,256,-2936.8642578125
3185.28,16.1854,3958.85,42.6731,257,1285000,257,-2808.996337890625
3084.9,14.5103,4029.2,43.6218,258,1290000,258,-3553.175537109375
3407.97,17.2489,3886.0,41.8989,259,1295000,259,-2928.425537109375
3179.93,15.1614,4124.74,43.1657,260,1300000,260,-3185.209716796875
2638.45,13.5493,3837.09,42.2755,261,1305000,261,-3271.20458984375
3333.57,14.0511,3622.04,42.641,262,1310000,262,-3589.043212890625
3195.88,16.3018,4007.09,41.0974,263,1315000,263,-2882.9833984375
3329.62,16.6394,4224.15,42.3858,264,1320000,264,-3169.390625
3525.3,17.313,4003.14,42.7185,265,1325000,265,-3206.50830078125
2810.64,15.0699,3867.65,40.4219,266,1330000,266,-3281.3701171875
2750.49,16.6028,3968.44,42.2501,267,1335000,267,-3069.908935546875
3252.7,16.8052,4231.92,42.6457,268,1340000,268,-3273.314453125
3240.53,15.8867,3860.78,43.2496,269,1345000,269,-3389.52197265625
3162.21,14.5469,3673.67,43.7299,270,1350000,270,-3897.625
3466.61,14.6116,3748.12,42.971,271,1355000,271,-3882.559326171875
2916.84,16.2135,4090.87,42.2863,272,1360000,272,-3422.93115234375
2903.02,15.1499,4073.6,43.3361,273,1365000,273,-3728.449462890625
3344.66,14.3375,3934.0,43.2198,274,1370000,274,-3852.651123046875
3143.54,16.724,3908.1,42.0944,275,1375000,275,-3503.811279296875
3058.29,14.4488,4150.01,42.1191,276,1380000,276,-3912.79931640625
3038.56,17.1831,3904.73,42.0606,277,1385000,277,-3285.6650390625
3216.49,17.5311,4170.16,42.35,278,1390000,278,-3307.57080078125
3587.88,15.6662,3888.4,42.265,279,1395000,279,-3873.400390625
3149.58,15.732,3496.54,41.7835,280,1400000,280,-3675.4853515625
3449.95,17.1623,4068.09,42.1862,281,1405000,281,-3520.239013671875
3541.74,16.0092,4114.69,41.7168,282,1410000,282,-3677.536865234375
3521.94,15.8795,4271.03,42.1112,283,1415000,283,-3730.32861328125
3348.73,16.8974,4065.83,43.467,284,1420000,284,-3665.85546875
3440.09,16.381,4078.32,42.596,285,1425000,285,-3635.49853515625
3089.74,14.9748,4197.61,42.4446,286,1430000,286,-3744.8505859375
3473.33,14.6264,4210.79,42.1685,287,1435000,287,-3950.735107421875
3301.53,15.1551,4038.38,43.6584,288,1440000,288,-4201.4931640625
3535.42,15.2192,4263.0,42.0957,289,1445000,289,-3934.619873046875
3610.52,14.2508,4092.96,42.4274,290,1450000,290,-4135.85595703125
3201.71,15.4744,3978.05,42.2859,291,1455000,291,-3862.181640625
3220.14,17.1673,3990.72,43.538,292,1460000,292,-4081.455810546875
3470.56,15.8191,4107.92,42.6223,293,1465000,293,-4008.146240234375
3413.39,15.5407,4157.31,41.8459,294,1470000,294,-3954.39990234375
3611.36,14.719,4131.87,42.4264,295,1475000,295,-4185.82763671875
3034.46,15.7615,4295.04,42.4747,296,1480000,296,-3758.474365234375
3211.7,15.9856,3757.82,43.3026,297,1485000,297,-4182.34619140625
2958.42,16.9227,4251.37,42.4761,298,1490000,298,-3875.9521484375
3172.25,14.5757,4171.9,42.5521,299,1495000,299,-4226.15625
3185.87,16.8501,4205.41,43.5926,300,1500000,300,-4010.469970703125
3284.18,17.6601,4053.24,43.2119,301,1505000,301,-4053.52783203125
2876.48,14.5611,3798.65,41.3904,302,1510000,302,-4101.42431640625
2751.39,15.658,3893.49,43.4696,303,1515000,303,-4432.79345703125
3253.17,17.6435,4272.47,42.5359,304,1520000,304,-4145.99267578125
3428.79,16.0511,4140.44,42.4165,305,1525000,305,-4128.154296875
3197.94,15.0143,4145.7,42.8802,306,1530000,306,-4447.48193359375
3046.12,17.6372,4054.55,43.6824,307,1535000,307,-4068.533447265625
3145.01,17.0018,4210.92,42.3986,308,1540000,308,-4193.982421875
3058.65,14.8952,3956.3,42.6379,309,1545000,309,-4548.1640625
3245.57,16.1586,4259.94,41.9956,310,1550000,310,-4336.91162109375
3254.74,17.0109,4177.18,42.8563,311,1555000,311,-4085.070068359375
3021.62,16.346,4336.27,41.9253,312,1560000,312,-4242.837890625
3454.88,17.4875,4331.11,42.0281,313,1565000,313,-4266.93212890625
3052.24,15.0316,4284.56,41.2689,314,1570000,314,-4443.9736328125
2906.28,14.4297,4415.79,42.2032,315,1575000,315,-4657.56005859375
3334.99,16.1308,4302.47,40.9792,316,1580000,316,-4445.8798828125
3406.53,14.5918,4237.63,42.6817,317,1585000,317,-4744.650390625
3028.16,17.9599,4352.55,42.9685,318,1590000,318,-4457.84228515625
2963.25,16.1914,4180.43,43.4314,319,1595000,319,-4628.08935546875
3033.59,14.4758,4363.87,42.9094,320,1600000,320,-4704.57373046875
3398.47,14.8269,4244.39,42.106,321,1605000,321,-4855.00390625
3168.44,13.7662,4288.99,44.0952,322,1610000,322,-5205.73095703125
2990.92,15.5191,4284.81,42.2954,323,1615000,323,-4685.26171875
2807.94,14.2611,4196.03,42.8543,324,1620000,324,-5044.2890625
3194.67,16.7137,4346.73,42.2943,325,1625000,325,-4495.01513671875
3127.14,14.194,4154.38,43.435,326,1630000,326,-5177.9775390625
3222.13,16.7488,3973.28,43.1654,327,1635000,327,-4927.73486328125
3334.73,16.6589,4068.63,43.1174,328,1640000,328,-4914.2421875
3192.76,14.6277,4220.69,43.2371,329,1645000,329,-5118.3984375
3164.94,17.648,4283.37,42.1192,330,1650000,330,-4591.8134765625
3364.03,17.1194,4387.0,43.2088,331,1655000,331,-4891.88671875
3217.47,15.6482,4314.28,43.2724,332,1660000,332,-4836.7666015625
2768.38,14.34,4203.62,44.1038,333,1665000,333,-5497.54052734375
2948.06,15.4738,4394.66,42.3255,334,1670000,334,-5173.09033203125
3278.26,15.1997,4221.94,44.0535,335,1675000,335,-5309.36865234375
3395.81,14.7679,4178.58,42.9651,336,1680000,336,-5242.4150390625
2959.9,14.9785,4109.12,42.8719,337,1685000,337,-5265.99169921875
3090.1,15.1775,4389.43,43.0943,338,1690000,338,-5192.4765625
3226.7,14.5087,4180.34,42.4334,339,1695000,339,-5307.7578125
3256.7,15.363,4377.55,43.3313,340,1700000,340,-5482.4287109375
3374.67,15.4181,4313.71,42.3812,341,1705000,341,-5109.14111328125
3403.05,15.5519,4040.21,42.8683,342,1710000,342,-5368.48193359375
3005.97,14.0092,4161.31,42.3253,343,1715000,343,-5247.1953125
2597.29,13.9458,4193.96,43.4902,344,1720000,344,-5630.1171875
3356.63,13.9452,4210.48,41.7614,345,1725000,345,-5258.0791015625
3165.83,15.4222,4332.19,41.816,346,1730000,346,-5073.07470703125
3247.9,14.9996,4498.33,42.5576,347,1735000,347,-5568.74560546875
3057.5,12.7497,3916.25,42.4356,348,1740000,348,-5489.59033203125
3152.26,15.3255,4321.78,43.1518,349,1745000,349,-5539.26806640625
2951.41,14.5067,4489.12,41.5321,350,1750000,350,-5699.54296875
3413.53,15.5876,4093.13,43.0115,351,1755000,351,-5631.875
2964.86,15.3796,4448.84,41.6362,352,1760000,352,-5369.25927734375
3065.75,14.8131,3903.85,42.1536,353,1765000,353,-5727.783203125
3343.73,17.0428,4403.63,43.3281,354,1770000,354,-5730.68505859375
3182.74,15.4638,3921.82,41.6922,355,1775000,355,-5281.29833984375
3164.36,13.3597,4027.35,42.5001,356,1780000,356,-5550.7041015625
3361.62,16.6161,4186.0,42.8627,357,1785000,357,-5438.22509765625
3229.42,14.8148,4006.92,42.8519,358,1790000,358,-5812.14599609375
2837.89,15.3661,4373.36,41.5771,359,1795000,359,-5698.81298828125
3261.53,14.1578,4213.8,42.0463,360,1800000,360,-5861.337890625
3597.52,16.3787,4419.46,43.5317,361,1805000,361,-5850.2900390625
2756.0,13.945,3819.73,44.1375,362,1810000,362,-6142.212890625
3437.9,16.5589,4102.2,42.7345,363,1815000,363,-5843.49462890625
3023.79,15.9924,4022.46,42.7299,364,1820000,364,-5801.181640625
3295.99,14.9971,4251.14,42.7422,365,1825000,365,-5883.4384765625
3250.73,13.2495,4521.45,42.2766,366,1830000,366,-5964.5947265625
3416.44,16.2653,4332.96,41.5649,367,1835000,367,-5645.01025390625
3315.97,15.8093,4146.91,42.5076,368,1840000,368,-5852.32568359375
3552.59,16.6592,4033.97,41.8938,369,1845000,369,-5684.4140625
2817.19,16.0651,4184.16,42.2622,370,1850000,370,-5695.86962890625
3213.16,14.9228,4234.17,41.8204,371,1855000,371,-5813.57861328125
3249.92,16.6628,4114.41,43.0926,372,1860000,372,-5756.13720703125
2690.4,12.8263,4485.92,42.6623,373,1865000,373,-6104.16796875
3361.87,16.0991,4321.34,41.4106,374,1870000,374,-5917.2626953125
2972.53,14.2973,4295.36,42.1714,375,1875000,375,-5952.93408203125
3070.68,14.0922,4080.11,42.4756,376,1880000,376,-6268.8056640625
3606.28,13.8435,4272.83,43.0315,377,1885000,377,-6492.73291015625
3038.71,13.3923,4374.44,43.1046,378,1890000,378,-6620.37939453125
2882.12,14.9434,4442.79,42.0992,379,1895000,379,-5960.283203125
3464.92,15.6725,4367.04,42.7467,380,1900000,380,-6175.861328125
3274.95,13.3863,4417.5,43.1836,381,1905000,381,-6358.1123046875
3602.25,15.7344,4394.43,42.3901,382,1910000,382,-6315.8291015625
3066.54,15.6878,4307.91,44.587,383,1915000,383,-6826.8154296875
3354.52,22.2631,4424.41,43.1118,384,1920000,384,-6394.1748046875
3396.31,21.497,4343.93,43.5156,385,1925000,385,-6395.4599609375
