Real Det Return,Running Forward KL,Reward Loss,Running Reverse KL,Running Env Steps,Running Update Time,Itration,Real Sto Return
2928.82,357.5488,-35989.88671875,170.8193,395000,79,79,3401.54
1492.86,355.3316,-34617.0625,157.6849,400000,80,80,3627.94
1584.75,351.3099,-32674.66015625,155.287,405000,81,81,4773.76
1109.21,386.0723,-40866.0390625,194.5634,410000,82,82,2371.48
3130.3,388.6963,-43079.0703125,201.4852,415000,83,83,2955.99
2701.93,357.4665,-37850.87890625,163.5828,420000,84,84,3892.34
4347.08,365.7989,-39648.68359375,187.3447,425000,85,85,4129.36
3344.4,358.1473,-36463.72265625,158.4194,430000,86,86,4158.76
2455.76,395.7151,-45883.84765625,211.3346,435000,87,87,3269.62
1191.88,385.1281,-44392.78515625,204.5068,440000,88,88,3289.71
3642.9,373.4853,-39593.6796875,180.5039,445000,89,89,3488.39
3744.33,364.3252,-41102.9296875,171.4992,450000,90,90,4444.05
2904.67,381.062,-43846.96875,188.3542,455000,91,91,4395.53
3659.86,371.34,-42519.625,174.8869,460000,92,92,3822.87
4542.35,370.0523,-40379.90625,163.1142,465000,93,93,4576.06
4305.16,348.057,-40762.359375,153.0437,470000,94,94,4164.72
4538.57,356.7168,-47557.8828125,171.1928,475000,95,95,4457.96
4875.37,382.841,-45107.359375,175.6935,480000,96,96,4891.89
4707.3,352.5435,-43287.5078125,159.0209,485000,97,97,5005.63
4004.94,350.7148,-46761.00390625,158.1399,490000,98,98,4772.09
3534.83,361.0782,-47299.08984375,165.9936,495000,99,99,4378.22
4788.94,355.5279,-50151.18359375,168.5176,500000,100,100,2863.18
4929.22,362.5316,-48876.1796875,172.0255,505000,101,101,4940.94
3664.1,350.6638,-46982.15234375,155.753,510000,102,102,4463.68
4630.32,369.1668,-49587.27734375,170.6814,515000,103,103,4964.08
4265.35,353.5424,-48669.453125,160.5285,520000,104,104,4538.16
4634.21,353.5394,-51044.3359375,165.9167,525000,105,105,4980.97
3902.76,359.297,-53876.40625,175.9246,530000,106,106,4960.28
4709.96,348.9658,-49246.8125,151.0217,535000,107,107,4741.16
4941.89,351.5959,-53114.69140625,165.6584,540000,108,108,4907.66
4005.82,371.4067,-54460.57421875,181.3255,545000,109,109,4109.67
4932.31,364.1853,-58415.87890625,183.7902,550000,110,110,4048.5
4016.4,376.6756,-62818.40625,220.7179,555000,111,111,2919.25
5011.05,369.0835,-60240.91015625,179.0871,560000,112,112,4658.97
4135.31,364.1848,-59276.5234375,181.1593,565000,113,113,4881.87
4684.28,370.3099,-61217.015625,172.2195,570000,114,114,4245.61
4926.82,365.3344,-60595.23828125,167.1371,575000,115,115,4718.91
4173.23,352.3499,-58858.01171875,165.5242,580000,116,116,4881.89
4585.53,365.6023,-62588.86328125,169.6733,585000,117,117,4883.63
5000.22,355.8855,-59171.3203125,155.7536,590000,118,118,4982.28
4953.31,373.7523,-66023.8203125,175.1352,595000,119,119,3901.1
3664.13,361.8715,-63215.125,176.0156,600000,120,120,4925.11
3457.06,351.3115,-62184.93359375,160.7989,605000,121,121,4818.41
5021.83,360.3177,-65571.6015625,164.8453,610000,122,122,4424.18
4973.0,364.6476,-64557.43359375,178.8031,615000,123,123,4952.92
5015.92,374.2128,-70356.8984375,167.1194,620000,124,124,4008.09
5020.94,345.7695,-65533.96484375,148.3233,625000,125,125,4763.15
4876.74,375.1165,-67768.453125,186.293,630000,126,126,4947.95
4948.08,368.4202,-70495.4921875,172.5671,635000,127,127,4928.84
4965.5,362.3142,-69249.7734375,173.2918,640000,128,128,4150.38
4429.81,354.0212,-65341.33203125,154.3417,645000,129,129,4475.52
4210.13,366.9492,-68848.0625,175.2731,650000,130,130,4993.63
4751.94,359.0846,-70090.859375,158.3788,655000,131,131,4740.06
3728.77,353.5127,-70496.4921875,158.3614,660000,132,132,4804.49
4749.97,373.0731,-74275.5546875,171.7177,665000,133,133,4290.82
4965.81,376.0711,-71786.609375,180.8143,670000,134,134,4945.91
5115.72,352.0852,-74248.515625,152.4097,675000,135,135,4682.51
4987.72,370.2581,-77799.8203125,183.3318,680000,136,136,4791.39
5035.77,379.0819,-69599.1953125,187.0135,685000,137,137,4910.22
4750.63,357.9738,-75031.4140625,155.5317,690000,138,138,4382.43
5027.27,375.4975,-75271.046875,176.5963,695000,139,139,4808.2
4884.6,377.6062,-76695.4296875,183.5274,700000,140,140,4299.73
2296.5,378.3423,-80927.59375,195.923,705000,141,141,3640.31
4774.68,392.8838,-77710.46875,197.0964,710000,142,142,4708.23
5017.64,370.3318,-78696.90625,177.0304,715000,143,143,4826.71
4986.4,372.4604,-79550.40625,176.8555,720000,144,144,4964.18
4830.72,377.0985,-79428.7265625,194.6389,725000,145,145,4962.12
4972.77,375.9224,-80669.71875,175.717,730000,146,146,4954.04
4999.61,386.7461,-82074.9921875,180.4569,735000,147,147,4300.8
5038.52,398.2979,-81760.0625,203.0166,740000,148,148,4004.08
5026.97,393.0399,-83538.4140625,189.9621,745000,149,149,4784.53
4757.23,378.5634,-81776.9765625,178.6637,750000,150,150,4607.69
5035.04,361.7411,-82970.546875,168.0608,755000,151,151,4998.75
3592.46,363.3744,-81338.3828125,167.0112,760000,152,152,4681.79
4509.95,355.6874,-84366.6328125,166.8146,765000,153,153,4907.69
5043.69,360.7342,-83370.4609375,161.5925,770000,154,154,4981.31
5035.8,360.5611,-82706.140625,176.3603,775000,155,155,4988.17
5082.31,358.4512,-83590.015625,151.8893,780000,156,156,4967.25
4990.98,377.5995,-85507.3046875,168.7937,785000,157,157,4897.04
5090.74,365.6179,-83563.90625,159.6378,790000,158,158,4625.25
4831.41,379.4448,-84645.84375,174.7592,795000,159,159,4018.16
5052.15,367.8451,-84467.59375,165.9493,800000,160,160,5013.22
4983.02,366.182,-85684.953125,182.5543,805000,161,161,4613.61
4631.58,353.4383,-85372.203125,157.1496,810000,162,162,5006.25
5019.35,367.1983,-85269.2890625,150.1372,815000,163,163,4857.18
5033.83,375.8046,-85589.078125,182.4119,820000,164,164,4738.45
5048.24,361.7726,-83728.078125,161.4857,825000,165,165,4776.88
3811.25,356.4969,-84262.6796875,167.7967,830000,166,166,4253.41
5036.51,347.5883,-85368.515625,145.41,835000,167,167,4954.17
4327.7,370.3471,-86428.4375,162.9324,840000,168,168,4567.74
3847.08,386.8077,-85176.0703125,199.2656,845000,169,169,4748.52
1865.62,377.0707,-87051.78125,190.8754,850000,170,170,2515.3
5044.76,380.3042,-86456.9375,173.4566,855000,171,171,4766.29
5023.56,374.3708,-87333.8203125,166.807,860000,172,172,4662.91
5023.05,367.6894,-87415.4296875,166.2334,865000,173,173,4966.0
5122.56,365.9973,-85899.4140625,171.1869,870000,174,174,5020.84
4622.4,362.9294,-85630.703125,157.9533,875000,175,175,4818.96
5054.35,365.2641,-88267.9375,162.8003,880000,176,176,4976.68
5151.66,351.3186,-85743.8984375,152.6415,885000,177,177,4993.36
5090.46,361.1774,-87052.1015625,165.8269,890000,178,178,4994.54
5058.94,350.8873,-87917.2890625,147.683,895000,179,179,5014.69
4583.96,373.0184,-89460.796875,169.9906,900000,180,180,4975.99
4666.36,362.1401,-87174.0859375,159.3751,905000,181,181,5004.43
4573.93,368.4331,-89223.4921875,163.0948,910000,182,182,5007.55
5072.01,385.2129,-86434.796875,186.9435,915000,183,183,4803.73
5014.03,388.2115,-89088.2578125,176.8436,920000,184,184,4993.11
4505.26,358.8771,-87928.0859375,156.9872,925000,185,185,5036.65
5117.76,362.1342,-86991.3671875,159.7951,930000,186,186,4808.1
3070.06,340.5542,-87998.375,140.1974,935000,187,187,4907.2
5077.52,355.8866,-91132.890625,162.1269,940000,188,188,4991.51
2021.41,381.2575,-87634.484375,191.5441,945000,189,189,4651.36
4827.23,358.6763,-90349.9140625,155.4441,950000,190,190,4988.31
5090.72,349.3415,-87522.9921875,151.1296,955000,191,191,5002.37
4995.0,378.7011,-90507.1796875,163.4411,960000,192,192,4439.65
5035.42,373.1942,-90300.6875,165.4541,965000,193,193,4871.94
5071.5,362.1633,-89589.390625,165.7503,970000,194,194,4850.13
4144.29,344.9437,-90085.3984375,144.6045,975000,195,195,5018.51
1365.55,422.4328,-84364.1484375,252.876,980000,196,196,2766.75
5119.05,352.5281,-91452.8125,155.8587,985000,197,197,4962.72
2678.9,352.8045,-91373.8828125,153.7055,990000,198,198,5011.07
5002.91,380.2955,-90367.109375,174.6904,995000,199,199,4539.42
3504.3,354.4144,-90384.359375,150.6976,1000000,200,200,4995.44
4733.14,357.5498,-90711.2578125,148.3769,1005000,201,201,5002.73
2998.87,358.871,-90749.046875,159.9716,1010000,202,202,4991.15
4665.09,350.934,-89251.7734375,149.1375,1015000,203,203,5017.63
4615.81,351.9133,-90387.0859375,155.1255,1020000,204,204,4646.31
5084.27,359.3174,-90922.8203125,156.8432,1025000,205,205,4804.1
4845.71,364.2768,-91276.3828125,156.4816,1030000,206,206,4601.26
4739.63,358.8216,-91156.2109375,154.1875,1035000,207,207,4831.27
4873.41,347.6693,-90773.875,149.0014,1040000,208,208,5002.15
4738.99,344.9102,-90204.484375,142.7389,1045000,209,209,4965.63
4695.94,348.5438,-90212.609375,150.5603,1050000,210,210,4991.42
5123.23,352.607,-90807.2265625,156.7117,1055000,211,211,4994.36
4643.73,346.8677,-90841.8046875,147.2027,1060000,212,212,4992.1
4243.63,336.6623,-90972.265625,143.4258,1065000,213,213,4985.79
4875.76,361.2449,-90985.8671875,164.3781,1070000,214,214,4665.12
5124.18,359.4243,-91480.4765625,162.4744,1075000,215,215,4661.47
5156.53,347.4223,-89670.4453125,148.5029,1080000,216,216,4702.42
5065.15,345.7823,-89643.875,151.1637,1085000,217,217,4651.79
5104.72,346.9176,-92311.5859375,150.9847,1090000,218,218,4647.47
5036.5,353.1878,-90389.7890625,156.4065,1095000,219,219,5000.49
5083.14,346.4063,-92044.7109375,154.7315,1100000,220,220,5004.19
5102.94,356.1756,-90242.421875,164.0013,1105000,221,221,4807.76
5139.8,346.9141,-92775.4375,151.7624,1110000,222,222,5021.76
5244.65,352.9558,-91787.171875,169.6865,1115000,223,223,4880.88
5211.99,348.4804,-92709.7421875,154.4809,1120000,224,224,5034.71
5142.94,353.3647,-90934.2109375,162.401,1125000,225,225,4513.13
5149.17,340.1336,-91831.15625,150.0006,1130000,226,226,4747.64
5126.5,346.3923,-92603.5390625,153.8956,1135000,227,227,4816.9
5066.48,352.5803,-92810.7890625,150.2503,1140000,228,228,4589.91
4920.71,348.352,-92651.1171875,149.3527,1145000,229,229,4602.91
5250.91,344.0536,-87886.8125,174.331,1150000,230,230,3714.52
5164.71,337.6662,-92468.109375,141.372,1155000,231,231,4528.47
4125.61,346.0674,-91278.890625,143.2473,1160000,232,232,3391.89
4944.62,353.6941,-89629.3359375,167.0092,1165000,233,233,4104.6
3815.37,339.1957,-90841.90625,147.9594,1170000,234,234,4479.56
4827.3,350.686,-90329.765625,172.1175,1175000,235,235,3333.7
3581.15,357.1377,-88377.1875,185.4751,1180000,236,236,3372.54
5153.89,354.965,-92138.0546875,154.7797,1185000,237,237,4617.24
4681.1,351.9055,-91090.640625,149.3657,1190000,238,238,3389.02
2426.35,353.0705,-90706.6875,164.0215,1195000,239,239,3480.57
4264.07,343.8372,-91208.3203125,152.9009,1200000,240,240,3797.56
2561.29,374.2863,-87232.625,238.3582,1205000,241,241,2133.77
2846.1,355.7524,-90524.3046875,158.6414,1210000,242,242,4802.42
4119.86,352.2164,-90539.15625,169.2325,1215000,243,243,3452.69
2473.07,354.2565,-91384.125,176.002,1220000,244,244,3389.97
958.78,361.048,-90892.7265625,175.3495,1225000,245,245,2829.58
1812.12,363.4206,-90760.125,173.2193,1230000,246,246,3964.45
2643.93,359.5476,-92412.8125,163.3511,1235000,247,247,4852.71
1437.39,358.1301,-90925.75,193.3759,1240000,248,248,3323.63
4495.75,358.1082,-91400.4765625,172.3228,1245000,249,249,3705.72
427.31,372.5952,-91300.5390625,205.6189,1250000,250,250,2184.72
2114.51,363.3436,-92036.2265625,164.9313,1255000,251,251,3418.89
2225.44,358.6271,-91505.40625,157.4856,1260000,252,252,3836.1
443.93,364.9849,-86769.484375,177.2648,1265000,253,253,3462.59
1351.71,367.2362,-90832.1328125,178.0007,1270000,254,254,4221.84
1401.01,353.3362,-89265.796875,164.0363,1275000,255,255,3568.69
1082.39,349.1762,-88120.5859375,157.2647,1280000,256,256,3706.1
4962.49,361.1042,-90934.03125,163.9202,1285000,257,257,4847.14
1571.64,352.401,-90569.6484375,154.8267,1290000,258,258,4226.76
1337.83,355.7717,-89079.9140625,176.7193,1295000,259,259,3595.28
4580.29,361.5276,-88205.2109375,163.1865,1300000,260,260,4828.64
4818.53,373.1369,-90439.09375,164.8922,1305000,261,261,4914.7
5018.34,356.3293,-90388.6796875,147.4807,1310000,262,262,4254.81
5126.18,382.0558,-90373.125,171.4888,1315000,263,263,4846.48
5140.71,372.6866,-91104.0078125,163.8342,1320000,264,264,4412.34
5074.98,367.5704,-92711.6484375,162.2301,1325000,265,265,5039.34
5093.23,370.8058,-90093.5390625,173.6061,1330000,266,266,4644.04
5117.08,376.7811,-89740.828125,171.9963,1335000,267,267,4623.13
5126.6,368.991,-90528.0,168.0996,1340000,268,268,4710.3
1515.97,399.102,-83646.8203125,217.5807,1345000,269,269,2648.08
4140.57,398.8587,-85410.921875,220.0876,1350000,270,270,2767.78
5110.5,366.8937,-92699.6796875,155.9153,1355000,271,271,4329.45
4952.73,366.288,-91431.1328125,150.8472,1360000,272,272,4298.24
5022.24,373.9628,-92312.96875,158.4783,1365000,273,273,4155.15
4652.87,373.1788,-90498.8671875,167.7087,1370000,274,274,4789.96
4528.66,386.4281,-90084.9296875,196.9388,1375000,275,275,3684.84
4775.05,371.876,-93281.7265625,160.9614,1380000,276,276,4043.81
4001.94,385.2077,-90187.109375,207.9001,1385000,277,277,4440.8
4431.7,416.9666,-84689.9921875,235.8092,1390000,278,278,3389.14
4841.33,387.7422,-92158.828125,177.9104,1395000,279,279,4589.04
4955.26,385.4723,-90805.390625,183.9796,1400000,280,280,4258.44
3625.45,373.6112,-89357.1796875,186.0484,1405000,281,281,3394.46
3009.22,384.6614,-87450.3046875,188.4262,1410000,282,282,3813.41
504.95,386.0353,-86041.1796875,195.6368,1415000,283,283,2250.01
547.52,407.5052,-86533.9453125,223.4232,1420000,284,284,1474.3
4633.11,368.7771,-89711.25,170.855,1425000,285,285,4040.12
4632.53,373.7643,-92160.125,157.0557,1430000,286,286,4303.57
2739.91,387.2481,-88303.328125,208.501,1435000,287,287,2862.41
4134.74,374.9983,-86032.6484375,187.5677,1440000,288,288,3072.54
3812.15,397.8524,-88593.1484375,202.5439,1445000,289,289,2655.72
1883.31,377.0189,-90709.0546875,180.1235,1450000,290,290,4102.46
1277.08,383.3607,-88035.9140625,179.1317,1455000,291,291,2732.46
531.75,392.6442,-88782.8046875,195.2983,1460000,292,292,3155.48
3392.04,379.5029,-89262.5390625,191.1833,1465000,293,293,4296.35
1989.76,405.8256,-87592.46875,221.2235,1470000,294,294,3651.32
3638.21,383.79,-89855.953125,178.8101,1475000,295,295,3762.73
3902.36,379.4386,-91875.2421875,184.6067,1480000,296,296,3654.95
3189.85,377.2977,-91848.8125,187.6849,1485000,297,297,3847.08
5065.86,380.5042,-93198.3359375,177.4574,1490000,298,298,4634.35
4925.52,373.6343,-92164.8984375,177.8145,1495000,299,299,3918.4
5122.72,369.9369,-93451.734375,166.0539,1500000,300,300,4111.89
5116.78,372.7153,-93092.2890625,175.5348,1505000,301,301,5037.33
5161.35,375.4957,-93246.859375,175.2692,1510000,302,302,5085.25
5175.29,367.8446,-93921.1953125,176.4817,1515000,303,303,4983.47
4842.53,368.0371,-92366.046875,167.8563,1520000,304,304,3239.51
4450.77,386.2712,-93051.1953125,201.5948,1525000,305,305,3531.67
2275.69,375.0696,-93129.7734375,186.5065,1530000,306,306,2562.35
5151.31,350.3339,-94240.2890625,159.7683,1535000,307,307,4529.4
4667.48,367.7913,-93728.921875,170.533,1540000,308,308,4489.41
4974.34,364.6841,-94521.2265625,171.2164,1545000,309,309,4384.88
5142.39,354.3698,-95186.9921875,173.2044,1550000,310,310,4183.55
5175.96,370.003,-94439.0859375,178.4663,1555000,311,311,4440.96
4970.2,369.9784,-94427.890625,171.7928,1560000,312,312,4585.29
5243.71,360.8401,-95421.4375,163.2543,1565000,313,313,4371.56
4965.18,372.2833,-94682.171875,167.2304,1570000,314,314,4235.18
5223.64,374.9672,-93470.0546875,210.7687,1575000,315,315,4551.46
4461.69,363.2818,-95777.671875,177.0528,1580000,316,316,4800.52
5151.0,364.6368,-95267.96875,159.085,1585000,317,317,4367.98
5139.59,377.7636,-96145.421875,173.6792,1590000,318,318,4604.58
4990.14,367.1434,-95231.3984375,177.3129,1595000,319,319,5067.97
5151.59,380.144,-93511.3671875,324.6896,1600000,320,320,4614.8
4142.41,359.8594,-95882.921875,189.6065,1605000,321,321,3761.67
4491.89,369.304,-95752.9375,179.3873,1610000,322,322,4183.44
483.33,373.1371,-91980.3203125,348.9282,1615000,323,323,2846.93
2799.98,368.0448,-96035.2578125,281.7468,1620000,324,324,1425.71
2210.25,395.8587,-93079.6796875,231.2016,1625000,325,325,1447.62
4913.31,376.9807,-95943.6328125,206.5949,1630000,326,326,3047.87
4289.97,371.9313,-95463.953125,183.9867,1635000,327,327,3634.45
4137.02,380.7945,-96074.8203125,234.4892,1640000,328,328,2174.07
3962.9,381.3954,-93053.6875,221.7799,1645000,329,329,1874.38
3574.12,373.2698,-94835.625,433.525,1650000,330,330,2693.22
1986.38,398.5884,-92738.046875,268.6019,1655000,331,331,1314.5
2632.36,404.0314,-93369.2890625,277.8899,1660000,332,332,2031.62
3121.63,386.0865,-95310.5078125,218.369,1665000,333,333,3349.33
1623.07,424.2056,-93220.0234375,359.0616,1670000,334,334,1580.5
937.72,491.532,-93058.2421875,752.2932,1675000,335,335,913.56
1679.59,463.3045,-93007.9375,620.0609,1680000,336,336,908.54
913.07,456.7719,-95380.96875,634.3521,1685000,337,337,1252.06
2247.96,428.0038,-95606.4296875,740.315,1690000,338,338,2751.14
3690.84,409.1499,-96742.375,249.7659,1695000,339,339,3808.08
3799.86,397.3297,-95735.046875,283.7855,1700000,340,340,3182.7
4306.61,397.4092,-96457.8515625,206.9239,1705000,341,341,4376.0
4397.38,380.6497,-96130.953125,292.0013,1710000,342,342,4422.85
4259.24,376.5998,-96480.359375,179.5898,1715000,343,343,4179.89
4748.59,392.9739,-96807.2890625,344.6812,1720000,344,344,4507.95
2677.96,437.8935,-94714.0,558.134,1725000,345,345,2554.92
2311.07,420.8818,-96223.4140625,533.8979,1730000,346,346,2368.6
2235.44,407.8965,-95566.9609375,258.5777,1735000,347,347,2478.58
4491.51,391.0913,-95983.1015625,399.0743,1740000,348,348,4548.14
3546.03,400.8358,-96844.5390625,1106.3067,1745000,349,349,3481.1
1456.08,441.5191,-88808.5234375,415.8336,1750000,350,350,1073.51
3838.52,422.7476,-97260.9375,539.399,1755000,351,351,2778.53
3120.86,444.0746,-98095.078125,611.4466,1760000,352,352,2813.2
3579.07,406.2418,-96067.09375,311.1971,1765000,353,353,3774.04
4819.91,421.0691,-97152.734375,529.8536,1770000,354,354,4358.62
4056.54,429.4308,-95747.640625,435.014,1775000,355,355,3776.41
4288.88,412.8333,-94821.6171875,218.8515,1780000,356,356,3886.98
1530.85,456.5685,-96996.6796875,1059.4213,1785000,357,357,1810.63
461.59,495.4084,-96066.84375,433.7692,1790000,358,358,1397.65
1482.69,461.1117,-96764.1953125,442.9177,1795000,359,359,1571.95
3055.71,435.0293,-94464.75,277.6162,1800000,360,360,2327.06
4501.77,412.7147,-95919.59375,286.0609,1805000,361,361,4610.41
1816.09,454.9434,-97178.3984375,677.6968,1810000,362,362,2183.21
3440.7,437.1542,-96251.9375,254.7731,1815000,363,363,3554.75
2093.46,458.2683,-95418.671875,353.4441,1820000,364,364,3045.67
2611.92,425.9903,-95978.9453125,391.1483,1825000,365,365,2963.94
2354.96,416.2255,-93786.1875,357.7843,1830000,366,366,3150.93
3437.8,399.6091,-96548.3984375,292.153,1835000,367,367,3909.95
3058.13,429.8628,-97108.203125,455.2449,1840000,368,368,3032.76
3376.02,391.8189,-97271.7890625,299.2587,1845000,369,369,3467.64
3681.2,399.8789,-96977.6328125,227.3866,1850000,370,370,3313.54
1036.71,422.8986,-97048.375,522.9253,1855000,371,371,1066.51
2597.88,410.7003,-97593.953125,361.7313,1860000,372,372,2288.84
3291.3,402.3197,-97465.609375,288.4381,1865000,373,373,3614.64
3976.02,383.5536,-97229.90625,288.1626,1870000,374,374,4046.17
4324.76,393.7723,-97997.796875,312.9516,1875000,375,375,4441.38
3432.65,390.7301,-97476.5703125,280.0843,1880000,376,376,3542.4
4016.11,401.4745,-98260.8671875,277.5684,1885000,377,377,4088.2
2615.78,414.0574,-96782.1953125,251.8846,1890000,378,378,3083.66
2258.55,420.0001,-96225.796875,250.1025,1895000,379,379,3002.76
2642.24,429.2995,-96686.0078125,310.2243,1900000,380,380,3493.01
2709.2,437.4351,-95775.453125,286.2901,1905000,381,381,1844.93
2615.57,432.4223,-96350.953125,235.5314,1910000,382,382,1726.27
2162.28,439.529,-94191.453125,270.0678,1915000,383,383,2661.91
2888.84,466.1703,-95537.2734375,298.819,1920000,384,384,1137.4
909.59,487.8306,-94201.9921875,338.8006,1925000,385,385,370.57
2691.31,431.632,-96569.015625,282.277,1930000,386,386,3055.53
4785.65,396.584,-98453.390625,250.0268,1935000,387,387,3983.62
3516.3,423.4797,-97629.234375,361.9349,1940000,388,388,2703.23
2517.76,422.0837,-96991.0625,392.9359,1945000,389,389,2259.07
4123.74,419.6338,-97057.1484375,282.5629,1950000,390,390,4187.08
3969.27,438.8867,-94719.3046875,244.1497,1955000,391,391,3866.95
4223.35,431.6238,-95067.046875,238.805,1960000,392,392,3598.5
3838.91,430.1707,-94903.8125,222.7821,1965000,393,393,3564.71
2675.91,437.7676,-94932.171875,264.9653,1970000,394,394,3148.66
3331.04,418.415,-96818.5625,236.0092,1975000,395,395,2741.84
4453.43,435.4173,-95076.2421875,244.113,1980000,396,396,3365.72
3509.09,428.3087,-92834.6640625,271.2112,1985000,397,397,3788.1
2658.28,441.3775,-96493.28125,574.5727,1990000,398,398,2161.61
3178.59,424.7435,-97119.875,241.9414,1995000,399,399,2880.75
