Running Forward KL,Running Reverse KL,Running Update Time,Real Sto Return,Running Env Steps,Itration,Real Det Return,Reward Loss
32.7716,28.4894,41,605.78,205000,41,652.12,-844.162353515625
31.6591,66.9493,42,309.87,210000,42,310.97,-1878.768798828125
35.4805,37.7385,43,1041.22,215000,43,1041.34,-1846.3994140625
33.861,28.1622,44,1183.25,220000,44,1182.34,-1528.189697265625
33.7055,21.3005,45,1099.21,225000,45,1101.16,-1447.2882080078125
32.6042,29.6944,46,468.15,230000,46,418.04,-1184.5662841796875
36.0138,40.9842,47,994.55,235000,47,994.79,-1811.387451171875
34.3155,44.5774,48,1059.69,240000,48,1093.61,-2012.431884765625
33.5585,32.9672,49,1131.27,245000,49,1130.11,-1866.5211181640625
34.5852,34.3082,50,1002.53,250000,50,1002.46,-2038.4024658203125
34.3719,173.0346,51,239.32,255000,51,231.46,-2261.90087890625
34.0821,23.4159,52,1114.98,260000,52,1122.86,-1536.7564697265625
34.3226,51.8773,53,1049.91,265000,53,1050.2,-2271.865478515625
34.2402,32.6843,54,1111.38,270000,54,1108.88,-1988.0194091796875
34.8622,33.2795,55,1096.72,275000,55,1094.16,-2228.388671875
33.5137,43.7052,56,1043.29,280000,56,997.9,-2406.06494140625
35.2896,46.4174,57,1051.08,285000,57,1051.3,-2510.580810546875
33.356,23.5555,58,1037.23,290000,58,988.84,-1816.9822998046875
34.4061,22.4412,59,1071.65,295000,59,1069.78,-1927.843994140625
28.4713,54.2355,60,81.03,300000,60,80.45,-1938.05859375
35.0537,28.4736,61,1101.4,305000,61,1101.11,-2066.125244140625
28.7279,22.1706,62,51.01,310000,62,51.58,-1757.7977294921875
35.2534,70.9208,63,1033.92,315000,63,1034.1,-2868.40380859375
33.8804,26.9506,64,763.25,320000,64,816.07,-1939.038330078125
32.9858,28.7743,65,139.51,325000,65,179.09,-1549.9615478515625
35.4286,32.3931,66,1113.94,330000,66,1114.46,-2505.467529296875
35.8172,40.108,67,1057.0,335000,67,1057.01,-3027.88330078125
35.035,37.7336,68,1057.16,340000,68,1056.83,-2910.891845703125
34.1931,49.546,69,146.49,345000,69,145.86,-3138.83837890625
35.6852,34.3809,70,1043.5,350000,70,1043.23,-3234.295166015625
34.5152,40.4446,71,1069.23,355000,71,1068.97,-3205.010498046875
33.3617,31.8231,72,1420.3,360000,72,1420.48,-1758.6048583984375
30.8322,30.5337,73,110.54,365000,73,109.82,-2951.146728515625
34.7747,40.2994,74,1166.24,370000,74,1166.78,-2521.021484375
34.1309,30.609,75,1149.82,375000,75,1150.18,-1931.6676025390625
34.3303,34.5516,76,1322.34,380000,76,1322.32,-2048.007568359375
33.9563,29.0898,77,1263.97,385000,77,1266.86,-2407.730224609375
34.2891,34.4269,78,1261.11,390000,78,1261.51,-2509.622802734375
34.4141,28.6499,79,1084.29,395000,79,1102.01,-3099.4873046875
34.7977,25.1471,80,1115.55,400000,80,1117.07,-2929.97119140625
29.2495,35.899,81,162.64,405000,81,163.23,-2508.897705078125
35.1646,57.441,82,1041.61,410000,82,1041.22,-3855.555908203125
34.5058,67.4623,83,1059.7,415000,83,1058.0,-3721.908447265625
33.6276,41.4771,84,419.09,420000,84,419.06,-2254.22607421875
33.652,35.377,85,1444.34,425000,85,1443.43,-2325.5712890625
34.2134,45.0859,86,1110.56,430000,86,1123.65,-3687.535888671875
34.7983,28.9642,87,1190.78,435000,87,1193.85,-3215.740478515625
33.7808,27.6881,88,1207.75,440000,88,1206.09,-2682.633056640625
33.9577,21.6886,89,1122.12,445000,89,1122.85,-3448.499755859375
33.7228,32.4268,90,1222.06,450000,90,1233.83,-3214.103515625
34.4841,22.0971,91,1081.19,455000,91,1080.1,-3279.155029296875
33.9387,25.4606,92,990.84,460000,92,1046.49,-3184.21826171875
33.7329,35.3985,93,1368.96,465000,93,1367.12,-2832.986572265625
33.9989,21.9294,94,1176.66,470000,94,1175.42,-3122.93017578125
30.1722,49.8348,95,123.59,475000,95,124.26,-3156.5380859375
33.5117,21.9739,96,1382.48,480000,96,1379.32,-2834.9365234375
33.9286,21.6442,97,986.57,485000,97,1089.22,-3498.7685546875
30.0553,79.1947,98,139.96,490000,98,139.81,-2848.550048828125
34.792,83.0577,99,1050.23,495000,99,1061.73,-4585.33251953125
34.3907,34.2581,100,1098.26,500000,100,1092.8,-3851.6083984375
33.2276,21.9138,101,1034.41,505000,101,975.61,-2854.05322265625
35.1058,33.2482,102,1012.76,510000,102,1012.49,-4738.6220703125
34.3631,114.053,103,997.6,515000,103,998.06,-4846.7607421875
39.3604,51.1805,104,1001.49,520000,104,1001.75,-4839.5869140625
39.9947,130.9508,105,997.3,525000,105,997.07,-4902.46484375
32.0409,143.4475,106,59.71,530000,106,59.6,-3927.253662109375
36.5905,92.0103,107,1024.11,535000,107,1023.67,-5179.4482421875
33.4259,26.7407,108,1406.95,540000,108,1405.95,-2605.2197265625
34.1605,23.5453,109,1243.4,545000,109,1246.84,-3859.819091796875
33.7171,26.5094,110,1346.88,550000,110,1347.92,-3263.718994140625
30.7039,49.7987,111,108.43,555000,111,126.21,-2329.55322265625
36.4405,45.2565,112,1053.69,560000,112,1053.66,-5374.68359375
35.0277,121.6392,113,1041.23,565000,113,1041.24,-5445.95947265625
34.0161,24.871,114,1090.51,570000,114,1092.79,-4331.1591796875
34.9662,102.5785,115,1028.57,575000,115,1028.42,-5461.47802734375
34.1297,34.1396,116,1356.72,580000,116,1356.98,-3161.68359375
33.9911,30.7239,117,1288.47,585000,117,1290.76,-3116.62890625
29.1666,21.1872,118,1220.14,590000,118,1030.13,-2498.820068359375
29.9878,60.2264,119,653.74,595000,119,671.99,-3871.415283203125
36.3024,138.7137,120,1031.95,600000,120,1031.98,-5942.56787109375
36.3589,104.0063,121,1031.71,605000,121,1031.88,-6008.35546875
35.6978,48.7524,122,608.05,610000,122,608.93,-5910.54443359375
32.7155,20.3088,123,138.84,615000,123,139.19,-3454.493896484375
34.2694,45.013,124,333.9,620000,124,333.17,-5319.58447265625
28.6787,31.1518,125,105.45,625000,125,106.12,-3297.135009765625
32.1628,61.8822,126,581.05,630000,126,563.95,-5311.46923828125
32.1859,95.7891,127,245.64,635000,127,278.29,-5562.02392578125
31.5081,201.6873,128,236.9,640000,128,247.33,-5223.70556640625
29.3724,51.3817,129,138.27,645000,129,136.53,-2272.3701171875
31.6315,114.8096,130,1060.68,650000,130,1006.62,-5904.01953125
26.7583,21.5729,131,1149.37,655000,131,1315.1,-2929.194091796875
29.3723,83.1624,132,339.27,660000,132,317.51,-5519.4443359375
29.5783,30.3638,133,246.16,665000,133,246.58,-3881.484619140625
28.6643,75.9219,134,374.18,670000,134,346.23,-4928.28271484375
28.5017,68.9005,135,299.73,675000,135,301.61,-4926.07470703125
27.9125,42.7492,136,463.38,680000,136,367.46,-4589.06298828125
29.5444,37.0011,137,1070.94,685000,137,1115.06,-5084.916015625
34.076,42.4324,138,1055.15,690000,138,1050.72,-6026.55126953125
30.6938,20.143,139,1151.34,695000,139,1118.06,-4725.83935546875
28.5267,57.317,140,799.44,700000,140,801.86,-3991.310791015625
28.2117,25.3794,141,670.37,705000,141,729.94,-4318.2685546875
28.3334,32.3772,142,580.56,710000,142,638.51,-5164.28857421875
29.7721,132.9608,143,281.84,715000,143,264.11,-6066.59912109375
31.0341,134.595,144,135.52,720000,144,135.24,-5433.22802734375
30.0501,46.2388,145,140.57,725000,145,141.23,-5711.39794921875
31.2486,74.5927,146,118.3,730000,146,118.14,-6454.0966796875
38.9569,162.3575,147,978.34,735000,147,978.21,-7618.20654296875
38.3787,156.663,148,972.07,740000,148,971.88,-7658.35205078125
32.8112,24.8083,149,1365.13,745000,149,1362.43,-4530.162109375
32.5899,52.3977,150,1244.27,750000,150,1242.38,-6143.48486328125
31.787,20.9155,151,1265.61,755000,151,1277.0,-5929.5166015625
32.7456,43.2502,152,1049.81,760000,152,1035.54,-7644.025390625
32.3614,26.2119,153,1044.99,765000,153,1045.62,-7209.97021484375
38.0592,118.787,154,986.14,770000,154,986.3,-7897.47119140625
31.9651,82.828,155,1241.12,775000,155,1153.9,-7112.70263671875
28.2898,80.9276,156,830.23,780000,156,727.96,-6036.75341796875
29.4921,133.7198,157,540.29,785000,157,499.63,-6857.9267578125
31.2265,50.8902,158,1052.77,790000,158,1135.76,-5301.28564453125
29.8568,82.5366,159,1151.32,795000,159,1140.01,-6057.2919921875
26.8777,113.9405,160,822.51,800000,160,769.27,-5742.86328125
29.6506,59.4962,161,879.31,805000,161,900.71,-6657.31494140625
25.7561,61.2176,162,1255.38,810000,162,1264.12,-4946.40576171875
26.5397,117.9109,163,1127.82,815000,163,1019.57,-6185.78662109375
28.33,85.4432,164,484.52,820000,164,491.54,-7444.390625
33.0296,18.3998,165,1046.08,825000,165,1037.13,-5069.91259765625
30.9402,193.0,166,131.81,830000,166,127.91,-8460.1904296875
38.2563,139.5637,167,257.16,835000,167,257.33,-8873.939453125
37.8735,96.2066,168,9.0,840000,168,8.94,-9161.0341796875
28.4218,47.277,169,262.77,845000,169,262.6,-7337.47412109375
28.5921,23.6575,170,859.04,850000,170,802.41,-5389.416015625
36.1131,126.6285,171,1019.96,855000,171,1020.07,-9295.7890625
36.2881,106.6494,172,1034.27,860000,172,1034.42,-9105.5400390625
30.5301,60.6109,173,566.66,865000,173,603.64,-6766.83984375
30.1102,35.322,174,762.14,870000,174,662.37,-5632.3037109375
30.1178,60.8212,175,286.06,875000,175,282.92,-7991.48583984375
29.6163,59.2885,176,452.54,880000,176,523.14,-7542.95947265625
30.6283,66.1245,177,366.09,885000,177,365.56,-8743.466796875
30.8767,46.6299,178,568.0,890000,178,598.52,-8540.7080078125
30.781,89.4177,179,768.08,895000,179,674.73,-8800.8818359375
29.5777,77.235,180,404.14,900000,180,393.49,-7832.4501953125
30.6575,32.8468,181,308.52,905000,181,291.54,-8448.9697265625
30.3214,44.1011,182,280.8,910000,182,285.11,-8773.5634765625
31.3633,52.7557,183,423.81,915000,183,417.96,-8872.908203125
31.1296,51.7903,184,269.57,920000,184,244.23,-9313.2470703125
32.6437,24.5768,185,1181.31,925000,185,1176.93,-5373.3662109375
32.0636,21.3678,186,1095.68,930000,186,1036.59,-6388.3427734375
31.4225,147.4857,187,342.64,935000,187,353.43,-9712.9208984375
29.3044,59.6891,188,263.54,940000,188,408.65,-6812.23876953125
31.0967,71.7378,189,895.49,945000,189,875.98,-7026.8505859375
30.0771,82.168,190,686.83,950000,190,690.21,-7787.43701171875
31.7065,20.4843,191,941.89,955000,191,1100.66,-5430.091796875
30.5637,42.1955,192,581.14,960000,192,563.09,-5652.6552734375
30.9049,19.6586,193,1294.4,965000,193,1428.93,-5145.697265625
31.0531,23.3479,194,403.93,970000,194,349.87,-6068.30859375
31.5409,20.5868,195,1455.65,975000,195,1389.46,-4690.93603515625
30.5122,30.8141,196,373.02,980000,196,862.03,-5607.6396484375
29.9518,23.73,197,790.1,985000,197,774.09,-6610.73291015625
29.7066,69.6659,198,375.18,990000,198,369.61,-9975.912109375
28.7063,67.9884,199,308.6,995000,199,314.86,-9231.943359375
