Real Sto Return,Running Update Time,Reward Loss,Real Det Return,Running Reverse KL,Running Env Steps,Itration,Running Forward KL
1798.91,75,-3478.2509765625,2156.22,16.0509,375000,75,156.847
1744.83,76,-3495.10595703125,2028.11,15.6156,380000,76,156.9575
1748.49,77,-3545.11767578125,2104.45,15.7996,385000,77,157.2259
1782.62,78,-3578.034423828125,2103.82,15.7401,390000,78,157.0685
1766.54,79,-3643.00146484375,2095.12,15.57,395000,79,157.0545
1777.56,80,-3699.951904296875,2128.49,15.8107,400000,80,157.0616
1768.97,81,-3731.656494140625,2086.94,16.112,405000,81,157.0893
1751.66,82,-3778.184326171875,2068.34,15.5883,410000,82,157.0827
1760.19,83,-3801.64208984375,2093.79,15.6628,415000,83,156.8778
1759.82,84,-3860.4326171875,2081.0,15.7007,420000,84,156.9155
1797.06,85,-3917.907958984375,2137.73,15.9047,425000,85,156.8416
1766.01,86,-3948.796875,2085.46,15.6296,430000,86,156.9341
1770.25,87,-3995.0009765625,2133.11,15.6204,435000,87,156.918
1774.27,88,-4052.6484375,2112.15,15.7885,440000,88,157.0925
1785.28,89,-4081.568603515625,2111.6,15.512,445000,89,157.0484
1790.45,90,-4151.373046875,2143.95,15.8705,450000,90,156.9933
1811.08,91,-4195.6220703125,2162.09,15.7095,455000,91,157.0634
1775.93,92,-4231.150390625,2132.72,15.7566,460000,92,156.8228
1787.86,93,-4287.48828125,2102.79,15.7663,465000,93,157.0455
1804.1,94,-4304.3232421875,2127.87,15.5396,470000,94,156.7306
1812.0,95,-4383.88134765625,2147.98,15.6039,475000,95,156.9173
1811.16,96,-4414.009765625,2148.24,15.836,480000,96,156.9754
1805.41,97,-4483.99462890625,2187.03,15.8417,485000,97,156.9813
1825.67,98,-4520.72216796875,2149.5,15.8714,490000,98,156.7605
1795.83,99,-4551.8681640625,2145.04,15.5787,495000,99,156.9399
1768.48,100,-4607.583984375,2118.82,15.4563,500000,100,156.7914
1765.06,101,-4666.5263671875,2119.08,15.4412,505000,101,156.8839
1830.49,102,-4697.2919921875,2167.77,15.7124,510000,102,156.8917
1779.49,103,-4775.17578125,2154.65,15.5781,515000,103,156.9672
1798.93,104,-4811.958984375,2114.15,15.6586,520000,104,156.8289
1802.41,105,-4846.990234375,2151.72,15.5157,525000,105,156.8392
1779.69,106,-4903.00634765625,2174.03,15.6203,530000,106,157.0562
1818.22,107,-4959.99951171875,2169.65,15.6269,535000,107,156.8659
1789.0,108,-4999.57861328125,2145.37,15.507,540000,108,156.9215
1824.09,109,-5046.76708984375,2145.63,15.6834,545000,109,156.7716
1828.95,110,-5104.8232421875,2194.55,15.6131,550000,110,156.7509
1802.01,111,-5136.7421875,2146.56,15.7509,555000,111,156.9204
1820.88,112,-5225.1689453125,2168.59,15.4103,560000,112,156.7694
1829.42,113,-5283.96044921875,2164.04,15.7789,565000,113,156.8071
1788.78,114,-5291.20458984375,2134.95,15.3793,570000,114,156.8178
1797.72,115,-5362.216796875,2139.98,15.3693,575000,115,156.7772
1824.0,116,-5434.88916015625,2192.26,15.4021,580000,116,156.7582
1823.09,117,-5467.41064453125,2164.58,15.7145,585000,117,156.9323
1840.64,118,-5529.001953125,2186.73,15.6879,590000,118,156.8192
1774.25,119,-5588.900390625,2123.14,15.4234,595000,119,156.8315
1837.37,120,-5632.470703125,2171.47,15.7022,600000,120,156.8341
1853.89,121,-5680.201171875,2192.15,15.6543,605000,121,156.8796
1809.78,122,-5754.70849609375,2156.4,15.5285,610000,122,156.8135
1851.18,123,-5841.15478515625,2194.23,15.903,615000,123,156.8449
1834.89,124,-5839.63427734375,2166.49,15.5409,620000,124,156.9104
1835.33,125,-5905.6884765625,2142.31,15.5286,625000,125,156.7842
1842.47,126,-5968.52783203125,2191.17,15.6268,630000,126,156.7084
1814.62,127,-5994.40673828125,2143.61,15.3546,635000,127,156.8747
1833.92,128,-6054.59130859375,2143.21,15.647,640000,128,156.8724
1837.43,129,-6132.34619140625,2147.11,15.3558,645000,129,156.8185
1877.92,130,-6210.2880859375,2226.21,15.7253,650000,130,156.8578
1834.33,131,-6247.8603515625,2165.19,15.5554,655000,131,156.8399
1798.0,132,-6274.9599609375,2122.02,15.4351,660000,132,156.7309
1833.0,133,-6347.3779296875,2134.95,15.2964,665000,133,156.8121
1858.98,134,-6427.140625,2188.39,15.4459,670000,134,156.7404
1869.01,135,-6494.7822265625,2149.98,15.6207,675000,135,156.8122
1834.76,136,-6483.28857421875,2162.02,15.4706,680000,136,156.7239
1808.02,137,-6588.2607421875,2144.88,15.3015,685000,137,156.8525
1848.37,138,-6628.44384765625,2179.43,15.4447,690000,138,156.727
1853.13,139,-6729.09423828125,2216.84,15.2606,695000,139,156.7052
1860.36,140,-6760.94287109375,2171.66,15.7145,700000,140,156.9807
1871.72,141,-6790.6025390625,2207.0,15.5438,705000,141,156.8196
1875.92,142,-6895.87646484375,2240.95,15.8693,710000,142,156.8561
1816.96,143,-6923.18896484375,2130.21,15.274,715000,143,156.8603
1812.22,144,-6995.78369140625,2161.51,15.1616,720000,144,156.7682
1847.97,145,-7069.91162109375,2176.66,15.5502,725000,145,156.7213
1848.9,146,-7141.0927734375,2203.24,15.698,730000,146,156.8786
1875.83,147,-7166.8505859375,2214.09,15.8255,735000,147,156.8394
1852.73,148,-7238.71728515625,2202.75,15.6142,740000,148,156.7797
1858.98,149,-7315.78759765625,2211.92,15.6562,745000,149,156.8031
1877.06,150,-7351.83349609375,2232.5,15.6092,750000,150,156.8957
1826.27,151,-7420.0849609375,2175.44,15.5263,755000,151,156.7559
1848.27,152,-7439.3837890625,2220.43,15.5357,760000,152,156.7128
1887.27,153,-7492.56103515625,2229.69,15.5669,765000,153,156.6933
1858.95,154,-7538.8486328125,2235.25,15.3739,770000,154,156.6225
1880.29,155,-7610.05322265625,2183.52,15.3602,775000,155,156.7855
1863.3,156,-7641.83935546875,2189.03,15.5268,780000,156,156.7177
1871.52,157,-7710.08740234375,2272.18,15.4388,785000,157,156.6223
1877.9,158,-7812.31640625,2240.37,15.6581,790000,158,156.7375
1875.07,159,-7826.89453125,2206.64,15.2723,795000,159,156.7175
1849.63,160,-7868.251953125,2183.79,15.476,800000,160,156.9109
1864.22,161,-7896.9658203125,2196.59,15.5902,805000,161,156.7554
1831.71,162,-7933.56396484375,2207.15,15.1245,810000,162,156.8669
1838.55,163,-8070.22265625,2140.21,15.3425,815000,163,156.8082
1882.16,164,-8100.52099609375,2229.36,15.5014,820000,164,156.5935
1877.06,165,-8120.044921875,2222.21,15.353,825000,165,156.723
1845.89,166,-8187.1396484375,2158.75,15.3153,830000,166,156.8532
1860.33,167,-8262.611328125,2239.61,15.2976,835000,167,156.8049
1888.83,168,-8292.166015625,2230.37,15.6145,840000,168,156.7607
1886.92,169,-8362.201171875,2241.42,15.442,845000,169,156.6726
1887.14,170,-8459.6650390625,2244.92,15.5463,850000,170,156.5446
1866.98,171,-8471.23828125,2181.51,15.3324,855000,171,156.7645
1884.82,172,-8543.3125,2267.5,15.4078,860000,172,156.7572
1868.16,173,-8579.3974609375,2175.75,15.2165,865000,173,156.8081
1898.92,174,-8591.65234375,2209.91,15.4221,870000,174,156.6414
1872.46,175,-8700.79296875,2211.24,15.2035,875000,175,156.6809
1837.85,176,-8723.955078125,2155.73,15.1405,880000,176,156.7654
1878.35,177,-8803.6328125,2214.08,15.5764,885000,177,156.7922
1845.09,178,-8854.0458984375,2211.42,15.0482,890000,178,156.5768
1871.2,179,-8898.8740234375,2234.17,15.4034,895000,179,156.6961
1903.26,180,-8990.6162109375,2252.31,15.6038,900000,180,156.8461
1894.6,181,-9013.533203125,2245.61,15.812,905000,181,156.7443
1904.8,182,-9073.388671875,2223.86,15.4157,910000,182,156.6206
1894.25,183,-9099.2763671875,2227.75,15.3144,915000,183,156.6107
1848.65,184,-9110.90234375,2136.65,14.955,920000,184,156.7167
1808.61,185,-9163.9326171875,2179.94,15.0536,925000,185,156.7966
1865.13,186,-9192.0869140625,2230.3,15.1064,930000,186,156.6072
1894.14,187,-9219.4560546875,2222.92,15.5154,935000,187,156.7452
1901.11,188,-9288.7392578125,2239.2,15.3315,940000,188,156.7871
1900.83,189,-9322.9765625,2281.79,15.4308,945000,189,156.558
1902.71,190,-9352.8212890625,2235.55,15.5205,950000,190,156.5494
1914.75,191,-9429.0869140625,2268.72,15.6657,955000,191,156.6951
1891.9,192,-9413.3037109375,2207.15,15.4264,960000,192,156.8562
1855.13,193,-9408.41015625,2172.36,15.179,965000,193,156.6919
1904.66,194,-9512.8291015625,2283.52,15.7636,970000,194,156.8244
1881.53,195,-9504.3505859375,2228.52,15.3582,975000,195,156.6849
1857.36,196,-9531.0029296875,2170.71,15.2068,980000,196,156.6047
1901.46,197,-9559.7333984375,2242.19,15.2697,985000,197,156.7461
1872.97,198,-9597.4375,2200.13,15.5511,990000,198,156.7254
1891.55,199,-9659.8134765625,2232.35,15.3362,995000,199,156.827
1878.83,200,-9663.8671875,2196.97,15.4251,1000000,200,156.8678
1859.39,201,-9690.25390625,2193.57,15.295,1005000,201,156.7745
1886.62,202,-9685.708984375,2192.12,15.6411,1010000,202,156.6759
1866.84,203,-9739.91015625,2173.36,15.3486,1015000,203,156.7429
1886.45,204,-9773.0771484375,2170.47,15.4696,1020000,204,156.8523
1880.02,205,-9812.908203125,2205.54,15.4192,1025000,205,156.9597
1862.02,206,-9851.0625,2157.26,15.3939,1030000,206,156.957
1893.73,207,-9888.892578125,2239.41,15.5372,1035000,207,156.8655
1891.83,208,-9908.009765625,2233.24,15.5527,1040000,208,156.7051
1871.59,209,-9948.63671875,2195.37,15.361,1045000,209,156.8812
1901.13,210,-9972.19140625,2188.42,15.3191,1050000,210,156.7921
1872.57,211,-9999.216796875,2191.34,15.3718,1055000,211,156.6424
1893.31,212,-10041.4326171875,2196.2,15.2692,1060000,212,156.7075
1894.0,213,-10067.4765625,2178.23,15.3928,1065000,213,156.7622
1890.62,214,-10089.796875,2212.59,15.3456,1070000,214,156.6785
1900.04,215,-10129.9677734375,2213.34,15.341,1075000,215,156.6847
1893.47,216,-10152.25,2168.22,15.1349,1080000,216,156.7136
1874.84,217,-10161.623046875,2166.45,15.2806,1085000,217,156.7249
1900.91,218,-10225.271484375,2237.55,15.3136,1090000,218,156.7329
1871.67,219,-10227.6328125,2182.76,15.2785,1095000,219,156.7444
1878.73,220,-10239.94140625,2198.75,15.313,1100000,220,156.7956
1872.51,221,-10269.376953125,2164.0,15.3108,1105000,221,156.6311
1898.02,222,-10293.7861328125,2199.41,15.2039,1110000,222,156.801
1909.18,223,-10328.0146484375,2220.66,15.2153,1115000,223,156.6537
1912.93,224,-10372.642578125,2245.66,15.3713,1120000,224,156.8202
1897.33,225,-10396.1357421875,2214.71,15.4086,1125000,225,156.765
1915.88,226,-10402.64453125,2252.46,15.3663,1130000,226,156.5352
1900.64,227,-10407.8779296875,2219.55,15.2834,1135000,227,156.7626
1903.32,228,-10446.0205078125,2228.35,15.5039,1140000,228,156.8128
1891.79,229,-10502.4306640625,2215.27,15.2409,1145000,229,156.6697
1897.55,230,-10512.5,2211.12,15.4564,1150000,230,156.774
1907.86,231,-10534.51953125,2216.15,15.3305,1155000,231,156.7538
1909.74,232,-10540.1982421875,2236.29,15.3215,1160000,232,156.7365
1913.01,233,-10608.6591796875,2250.08,15.4788,1165000,233,156.6864
1895.77,234,-10575.32421875,2251.86,15.3838,1170000,234,156.6255
1889.52,235,-10622.2451171875,2232.13,15.1525,1175000,235,156.5988
1913.37,236,-10640.0126953125,2225.35,15.5497,1180000,236,156.5109
1923.6,237,-10677.9111328125,2271.11,15.578,1185000,237,156.5655
1922.84,238,-10706.244140625,2257.79,15.4656,1190000,238,156.686
1928.78,239,-10701.765625,2267.01,15.3789,1195000,239,156.7928
1859.93,240,-10731.2998046875,2209.17,15.1935,1200000,240,156.772
1916.63,241,-10774.2626953125,2260.38,15.4358,1205000,241,156.7627
1909.7,242,-10796.0400390625,2249.57,15.4899,1210000,242,156.6957
1905.4,243,-10818.578125,2215.21,15.4962,1215000,243,156.7421
1924.07,244,-10854.8076171875,2266.64,15.4728,1220000,244,156.8446
1909.54,245,-10828.2265625,2229.57,15.2803,1225000,245,156.6983
1913.51,246,-10867.7275390625,2239.09,15.3732,1230000,246,156.6837
1917.04,247,-10890.71484375,2232.68,15.4016,1235000,247,156.7016
1922.75,248,-10936.498046875,2276.35,15.5296,1240000,248,156.8075
1913.06,249,-10960.3974609375,2259.68,15.2467,1245000,249,156.684
1892.09,250,-10961.75390625,2210.13,15.3393,1250000,250,156.6267
1931.03,251,-10979.8564453125,2265.53,15.5354,1255000,251,156.5811
1903.4,252,-11008.556640625,2210.27,15.3763,1260000,252,156.8246
1904.34,253,-11010.40234375,2239.06,15.4448,1265000,253,156.6803
1925.06,254,-11050.876953125,2250.12,15.3859,1270000,254,156.6716
1912.39,255,-11090.3466796875,2252.36,15.3059,1275000,255,156.7755
1916.65,256,-11113.619140625,2225.84,15.2584,1280000,256,156.618
1910.49,257,-11152.4404296875,2242.43,15.3806,1285000,257,156.6598
1900.17,258,-11151.837890625,2222.13,15.423,1290000,258,156.7408
1910.89,259,-11155.662109375,2235.7,15.3417,1295000,259,156.8537
1920.71,260,-11206.837890625,2257.29,15.4551,1300000,260,156.8554
1897.86,261,-11234.556640625,2247.51,15.2509,1305000,261,156.5962
1913.1,262,-11268.5322265625,2249.69,15.2481,1310000,262,156.7954
1943.27,263,-11268.58984375,2244.37,15.5189,1315000,263,156.737
1931.56,264,-11301.12109375,2247.52,15.3031,1320000,264,156.6589
1935.32,265,-11336.9423828125,2272.29,15.4376,1325000,265,156.721
1916.92,266,-11355.6826171875,2253.02,15.1697,1330000,266,156.7654
1945.24,267,-11389.6279296875,2267.61,15.4273,1335000,267,156.6068
1928.91,268,-11390.138671875,2244.51,15.2724,1340000,268,156.7678
1923.85,269,-11408.3779296875,2271.68,15.5252,1345000,269,156.7924
1914.75,270,-11453.654296875,2280.44,15.3056,1350000,270,156.802
1928.84,271,-11465.56640625,2279.81,15.1984,1355000,271,156.6315
1927.4,272,-11514.390625,2259.99,15.2276,1360000,272,156.6836
1885.85,273,-11477.5185546875,2223.25,14.9834,1365000,273,156.5282
1918.41,274,-11528.7236328125,2237.22,15.2242,1370000,274,156.7034
1919.53,275,-11553.736328125,2258.2,15.2514,1375000,275,156.7333
1928.33,276,-11589.873046875,2249.14,15.2505,1380000,276,156.6648
1928.94,277,-11609.201171875,2258.11,15.3195,1385000,277,156.6876
1946.94,278,-11652.1279296875,2283.05,15.2523,1390000,278,156.6224
1923.46,279,-11653.0400390625,2231.46,15.1908,1395000,279,156.8119
1917.32,280,-11702.64453125,2291.2,15.3021,1400000,280,156.7853
1924.07,281,-11683.1962890625,2252.75,15.1848,1405000,281,156.5181
1907.11,282,-11725.841796875,2245.87,15.1737,1410000,282,156.6072
1942.39,283,-11813.060546875,2296.12,15.4337,1415000,283,156.6154
1920.93,284,-11788.8408203125,2282.24,15.3893,1420000,284,156.5114
1914.57,285,-11815.04296875,2285.12,15.3702,1425000,285,156.757
1942.46,286,-11866.2138671875,2266.73,15.266,1430000,286,156.7602
1929.02,287,-11879.251953125,2276.66,15.4138,1435000,287,156.7259
1929.43,288,-11906.6142578125,2287.09,15.3156,1440000,288,156.8026
1911.99,289,-11915.4052734375,2258.7,15.1904,1445000,289,156.8113
1938.19,290,-11915.7109375,2261.81,15.2147,1450000,290,156.596
1909.81,291,-11945.5986328125,2276.92,15.3211,1455000,291,156.6904
1954.61,292,-11985.595703125,2272.73,15.4333,1460000,292,156.8912
1946.72,293,-12013.8955078125,2282.34,15.4792,1465000,293,156.7279
1932.68,294,-12030.5458984375,2278.33,15.1092,1470000,294,156.7079
1926.44,295,-12027.0693359375,2267.22,15.1851,1475000,295,156.6316
1936.85,296,-12078.4921875,2287.93,15.34,1480000,296,156.7821
1909.9,297,-12060.607421875,2290.89,15.3769,1485000,297,156.6824
1918.23,298,-12086.5205078125,2270.84,15.3376,1490000,298,156.8347
1920.3,299,-12134.5615234375,2261.03,15.2542,1495000,299,156.5853
1937.51,300,-12180.83203125,2305.75,15.2934,1500000,300,156.6907
1941.03,301,-12166.046875,2275.93,15.1005,1505000,301,156.6445
1904.17,302,-12217.705078125,2282.94,15.2463,1510000,302,156.6402
1926.6,303,-12211.3759765625,2280.12,15.3098,1515000,303,156.6956
1945.73,304,-12226.751953125,2314.11,15.2872,1520000,304,156.7004
1913.14,305,-12229.576171875,2298.04,15.3898,1525000,305,156.6473
1931.73,306,-12232.376953125,2268.01,15.1952,1530000,306,156.6764
1944.58,307,-12257.4423828125,2297.86,15.3053,1535000,307,156.7527
1944.95,308,-12336.2041015625,2303.08,15.2437,1540000,308,156.7088
1927.52,309,-12347.7099609375,2278.73,15.1643,1545000,309,156.7212
1931.96,310,-12363.529296875,2294.31,15.223,1550000,310,156.7623
1935.84,311,-12373.03515625,2305.01,15.2071,1555000,311,156.5902
1942.69,312,-12392.8466796875,2313.33,15.3794,1560000,312,156.7094
1936.52,313,-12430.66015625,2284.32,15.2122,1565000,313,156.7266
1911.49,314,-12437.8095703125,2293.71,15.1943,1570000,314,156.7554
1954.22,315,-12446.9072265625,2311.17,15.3347,1575000,315,156.7043
1922.19,316,-12444.3955078125,2278.57,15.1887,1580000,316,156.6723
1966.56,317,-12526.0966796875,2313.84,15.3732,1585000,317,156.5556
1949.54,318,-12520.5703125,2320.68,15.1991,1590000,318,156.6432
1919.57,319,-12526.978515625,2298.15,15.2277,1595000,319,156.7935
1924.83,320,-12544.09375,2259.78,15.1531,1600000,320,156.7043
1924.17,321,-12581.462890625,2278.22,15.2352,1605000,321,156.6459
1896.11,322,-12590.2099609375,2282.65,15.1572,1610000,322,156.548
1922.1,323,-12583.966796875,2269.14,15.1911,1615000,323,156.6604
1920.93,324,-12645.609375,2275.36,15.1131,1620000,324,156.5919
1906.2,325,-12650.3046875,2286.37,15.1122,1625000,325,156.7159
1895.0,326,-12641.453125,2274.46,15.1654,1630000,326,156.6762
1934.22,327,-12690.798828125,2296.39,15.2301,1635000,327,156.5684
1941.16,328,-12743.298828125,2295.18,15.1591,1640000,328,156.639
1920.09,329,-12713.064453125,2293.4,15.2052,1645000,329,156.6096
1933.34,330,-12748.3720703125,2286.67,15.1469,1650000,330,156.6643
1917.42,331,-12809.78515625,2322.89,15.2835,1655000,331,156.5971
1914.14,332,-12780.0078125,2323.44,15.2169,1660000,332,156.7487
1892.72,333,-12739.2197265625,2261.73,15.0075,1665000,333,156.8272
1929.45,334,-12822.7119140625,2299.1,15.3333,1670000,334,156.6175
1933.01,335,-12838.8408203125,2326.59,15.3089,1675000,335,156.4972
1951.29,336,-12902.2021484375,2314.25,15.3914,1680000,336,156.7121
1913.04,337,-12832.2412109375,2300.82,15.2273,1685000,337,156.5286
1946.97,338,-12935.892578125,2320.95,15.2154,1690000,338,156.7438
1927.55,339,-12908.755859375,2305.7,15.1833,1695000,339,156.6686
1932.75,340,-12941.5087890625,2293.51,15.2445,1700000,340,156.6866
1935.83,341,-12932.0498046875,2312.57,15.0453,1705000,341,156.5489
1927.15,342,-13032.2412109375,2321.6,15.2415,1710000,342,156.6451
1941.27,343,-13033.037109375,2314.13,15.3537,1715000,343,156.6788
1927.22,344,-13059.0966796875,2300.93,15.2539,1720000,344,156.7316
1936.61,345,-13067.6630859375,2309.42,15.1679,1725000,345,156.7291
1942.24,346,-13077.087890625,2293.91,15.2181,1730000,346,156.5826
1944.45,347,-13054.8564453125,2319.11,15.0994,1735000,347,156.5763
1933.25,348,-13135.9501953125,2302.61,15.1902,1740000,348,156.6926
1957.86,349,-13156.734375,2320.1,15.2416,1745000,349,156.7242
1921.46,350,-13160.1123046875,2306.46,15.1017,1750000,350,156.8984
1949.42,351,-13186.208984375,2319.46,15.3132,1755000,351,156.6654
1961.72,352,-13206.9677734375,2310.42,15.3106,1760000,352,156.5863
1938.92,353,-13247.9091796875,2321.8,15.362,1765000,353,156.5254
1944.19,354,-13303.4189453125,2338.03,15.3766,1770000,354,156.7542
1958.58,355,-13267.328125,2320.03,15.1944,1775000,355,156.7101
1956.58,356,-13298.0615234375,2308.99,15.2367,1780000,356,156.6791
1965.7,357,-13317.9033203125,2301.26,15.4167,1785000,357,156.5881
1959.56,358,-13366.373046875,2337.48,15.2393,1790000,358,156.5501
1962.7,359,-13366.904296875,2326.64,15.2559,1795000,359,156.6864
1944.9,360,-13372.822265625,2320.34,15.5223,1800000,360,156.7407
1947.63,361,-13405.2529296875,2318.2,15.2353,1805000,361,156.7275
1940.3,362,-13425.61328125,2324.92,15.28,1810000,362,156.6115
1959.73,363,-13461.69921875,2326.98,15.185,1815000,363,156.6833
1952.87,364,-13469.5146484375,2323.71,15.303,1820000,364,156.5548
1931.89,365,-13535.0478515625,2325.88,15.142,1825000,365,156.577
1940.95,366,-13544.9541015625,2325.4,15.1496,1830000,366,156.5697
1956.09,367,-13538.810546875,2329.37,15.0781,1835000,367,156.588
1953.25,368,-13563.3583984375,2330.19,15.2479,1840000,368,156.4662
1949.65,369,-13563.171875,2343.05,15.2529,1845000,369,156.5205
1948.11,370,-13631.775390625,2330.44,15.0642,1850000,370,156.6272
1939.04,371,-13604.4599609375,2340.61,15.0671,1855000,371,156.6284
1929.74,372,-13650.484375,2316.83,15.2746,1860000,372,156.7712
1963.58,373,-13718.4091796875,2331.34,15.2347,1865000,373,156.5226
1957.14,374,-13716.375,2331.23,15.1426,1870000,374,156.5288
1945.14,375,-13714.607421875,2346.85,15.2066,1875000,375,156.6009
1947.98,376,-13741.52734375,2338.71,15.0732,1880000,376,156.5777
1927.44,377,-13731.8115234375,2347.06,15.0607,1885000,377,156.6336
1957.99,378,-13785.72265625,2347.93,15.2929,1890000,378,156.712
1949.98,379,-13765.9794921875,2339.85,15.1561,1895000,379,156.5261
1929.51,380,-13801.7177734375,2342.07,15.1538,1900000,380,156.5606
1958.48,381,-13883.7880859375,2348.85,15.1818,1905000,381,156.667
1936.11,382,-13944.49609375,2353.3,15.1707,1910000,382,156.6359
1939.86,383,-13956.19921875,2343.9,15.1378,1915000,383,156.6332
1983.88,384,-13952.60546875,2352.91,15.4148,1920000,384,156.6465
1955.93,385,-13956.779296875,2346.68,15.2029,1925000,385,156.5987
1951.88,386,-13901.677734375,2348.31,14.9371,1930000,386,156.6175
