Running Reverse KL,Real Det Return,Itration,Real Sto Return,Reward Loss,Running Update Time,Running Forward KL,Running Env Steps
15.4751,3194.62,96,3108.58,-178.75120544433594,96,27.992,480000
29.1123,3182.47,97,2087.58,-409.9630126953125,97,28.6583,485000
15.2696,3204.58,98,3153.21,-180.59327697753906,98,27.9491,490000
15.645,3204.23,99,2820.18,-199.55030822753906,99,28.0554,495000
20.4994,3203.38,100,2090.97,-411.5780029296875,100,28.9199,500000
13.9216,3201.44,101,2522.53,-302.2649841308594,101,28.3093,505000
18.0886,3198.98,102,2452.38,-316.6592102050781,102,27.7079,510000
15.0752,3183.95,103,3001.13,-190.57679748535156,103,27.2325,515000
15.5209,3204.93,104,2883.77,-238.32655334472656,104,27.3227,520000
24.0788,3206.13,105,2495.35,-344.19525146484375,105,28.0595,525000
28.2406,3194.07,106,2275.03,-375.1618957519531,106,28.284,530000
26.1781,3201.26,107,2761.99,-308.552978515625,107,27.7866,535000
19.9784,3191.97,108,2584.3,-348.26068115234375,108,27.8033,540000
15.5426,3166.37,109,3068.4,-193.73577880859375,109,27.8942,545000
30.9474,3211.36,110,2468.08,-421.73004150390625,110,28.7337,550000
14.8035,3214.71,111,3118.44,-185.2168731689453,111,27.6171,555000
14.9779,3187.41,112,3019.16,-201.18544006347656,112,27.1991,560000
18.0538,3206.78,113,2978.87,-277.3429870605469,113,27.8149,565000
19.1881,3218.43,114,2930.6,-331.9033508300781,114,27.8937,570000
24.3952,3206.85,115,2313.07,-436.0250244140625,115,28.1554,575000
15.2244,3209.95,116,3112.96,-210.6459197998047,116,27.263,580000
16.9418,3178.82,117,2862.33,-274.8045959472656,117,27.7541,585000
16.4617,3211.84,118,2621.64,-280.6331787109375,118,27.6961,590000
15.7463,3205.89,119,2917.48,-306.4086608886719,119,27.699,595000
14.1014,3193.71,120,2998.74,-227.45545959472656,120,27.245,600000
14.983,3209.18,121,2973.79,-272.162109375,121,27.0661,605000
15.5463,3207.01,122,2800.81,-281.0536193847656,122,27.3258,610000
14.654,3184.7,123,3106.52,-215.52989196777344,123,26.9681,615000
14.0929,3204.19,124,3007.79,-236.89044189453125,124,27.0785,620000
14.7395,3211.08,125,2936.91,-237.69667053222656,125,27.5248,625000
14.3179,3162.77,126,3141.93,-241.19210815429688,126,27.7873,630000
26.0486,3201.97,127,2533.92,-454.0420227050781,127,27.752,635000
14.6163,3190.16,128,3176.62,-249.0218048095703,128,27.0031,640000
14.8836,3216.89,129,3007.71,-253.3019256591797,129,26.9549,645000
15.2888,3216.05,130,3197.33,-259.78778076171875,130,27.0491,650000
14.8542,3182.75,131,3151.08,-276.1303405761719,131,27.464,655000
14.6802,3224.03,132,2752.82,-316.6905822753906,132,27.0181,660000
15.2635,3202.26,133,3142.3,-300.0574645996094,133,27.2911,665000
14.2765,3204.72,134,3002.98,-266.9967041015625,134,26.8874,670000
14.6342,3226.93,135,2734.44,-388.3885192871094,135,27.0097,675000
13.9904,3197.34,136,3000.57,-301.0771789550781,136,26.8735,680000
15.378,3219.63,137,3042.98,-301.46923828125,137,26.9425,685000
16.9852,3243.5,138,2559.13,-404.6708984375,138,27.0164,690000
14.7211,3216.08,139,3107.47,-320.2279357910156,139,26.8186,695000
13.6013,3213.6,140,3165.22,-278.50811767578125,140,26.5758,700000
14.4716,3213.16,141,3090.33,-331.3059387207031,141,27.2649,705000
15.1363,3224.38,142,2884.87,-333.4554138183594,142,26.9451,710000
17.8259,3232.79,143,2708.8,-491.5103454589844,143,27.9765,715000
14.5603,3212.68,144,2790.11,-314.785888671875,144,26.6519,720000
14.4497,3216.4,145,3204.84,-299.03302001953125,145,26.8949,725000
14.6486,3192.67,146,3027.82,-325.0805358886719,146,27.1017,730000
14.1711,3205.89,147,2799.45,-382.8765869140625,147,26.9718,735000
16.1721,3214.07,148,2680.66,-406.951416015625,148,27.092,740000
14.192,3212.02,149,3069.92,-310.15008544921875,149,26.7821,745000
15.9241,3208.68,150,2892.78,-375.6062927246094,150,27.3138,750000
14.4644,3208.35,151,3060.7,-315.91339111328125,151,26.838,755000
13.754,3227.17,152,3135.82,-312.8916931152344,152,26.6893,760000
14.0337,3224.61,153,3060.47,-351.7205810546875,153,26.7836,765000
14.0883,3214.39,154,2808.26,-351.9760437011719,154,27.0038,770000
18.2303,3237.22,155,2005.49,-531.8936157226562,155,28.1942,775000
15.3609,3191.79,156,3044.65,-366.9982604980469,156,27.069,780000
13.9632,3214.41,157,3084.54,-343.3970642089844,157,26.9416,785000
14.7186,3204.32,158,2877.16,-355.122802734375,158,26.8099,790000
14.2836,3206.36,159,2804.67,-361.49688720703125,159,27.0655,795000
15.9671,3223.47,160,2554.37,-491.5332336425781,160,27.1155,800000
14.6976,3228.35,161,2922.53,-441.27410888671875,161,26.8049,805000
17.8748,3222.25,162,3155.2,-416.4664611816406,162,27.4469,810000
14.1348,3222.29,163,3109.44,-339.573974609375,163,26.6717,815000
14.6431,3212.66,164,3112.71,-371.6098327636719,164,26.7924,820000
14.8063,3218.1,165,3030.18,-416.7005310058594,165,26.9249,825000
15.2434,3234.34,166,3044.72,-410.7637023925781,166,26.6452,830000
13.8467,3235.91,167,3036.94,-358.0660095214844,167,26.6746,835000
21.3518,3201.95,168,2893.64,-526.0550537109375,168,26.7286,840000
16.355,3216.22,169,2732.59,-561.7652587890625,169,27.3242,845000
19.7784,3229.06,170,2772.81,-465.16058349609375,170,27.019,850000
21.1403,3232.59,171,2711.33,-549.4163208007812,171,27.405,855000
24.4055,3217.92,172,2908.3,-546.3419799804688,172,27.1531,860000
13.3999,3224.17,173,2793.28,-433.6435546875,173,26.8744,865000
15.4509,3197.03,174,2746.11,-462.40020751953125,174,26.9831,870000
15.6211,3220.65,175,3014.29,-438.3686828613281,175,26.6655,875000
13.7321,3243.75,176,2306.55,-518.8296508789062,176,27.4432,880000
16.2465,3163.74,177,3083.67,-455.82598876953125,177,27.2774,885000
20.3478,3223.44,178,2998.74,-542.01708984375,178,27.3487,890000
13.6314,3209.91,179,2736.72,-458.24261474609375,179,27.1551,895000
26.4264,3237.69,180,2873.52,-564.7346801757812,180,26.8622,900000
14.2376,3242.41,181,2882.28,-533.484130859375,181,27.4807,905000
26.257,3320.41,182,1924.21,-646.5985717773438,182,27.9068,910000
27.2103,3206.66,183,2275.16,-662.517822265625,183,28.0932,915000
27.3701,3244.82,184,2351.85,-624.916015625,184,27.1316,920000
24.3911,3231.64,185,2032.24,-701.4338989257812,185,27.9942,925000
13.5119,3141.23,186,2579.36,-567.7750244140625,186,27.9075,930000
22.7554,3285.58,187,2751.52,-609.47900390625,187,27.6002,935000
14.5251,3240.85,188,2921.51,-472.06536865234375,188,26.6764,940000
27.3119,3236.58,189,2475.26,-718.0162353515625,189,28.0493,945000
16.6846,3230.74,190,2940.15,-491.0568542480469,190,26.7441,950000
17.533,3227.05,191,3040.67,-533.1641235351562,191,26.9555,955000
17.7405,3277.75,192,2868.73,-514.71435546875,192,26.6583,960000
24.5228,3164.95,193,2746.47,-668.8642578125,193,27.7389,965000
17.3328,3253.91,194,2613.65,-586.6716918945312,194,26.867,970000
20.0568,3216.39,195,2625.06,-601.4384765625,195,27.2684,975000
19.436,3245.9,196,2612.17,-620.8464965820312,196,27.0939,980000
15.5956,3216.82,197,2837.47,-589.726806640625,197,27.1194,985000
15.6044,3230.47,198,2413.81,-691.503173828125,198,27.6262,990000
14.9222,3255.01,199,2281.13,-738.09228515625,199,28.1949,995000
