Real Sto Return,Running Update Time,Running Reverse KL,Real Det Return,Running Forward KL,Itration,Running Env Steps,Reward Loss
3814.58,399,186.8707,3343.46,340.771,399,1995000,-86874.265625
3795.55,400,171.4163,4741.39,322.6604,400,2000000,-85555.3828125
4825.56,401,173.4104,4597.62,352.2373,401,2005000,-90528.5625
4589.99,402,198.0797,4813.06,355.4117,402,2010000,-90889.3671875
4932.59,403,209.4595,4856.45,336.6314,403,2015000,-88309.7265625
4884.36,404,223.2689,4161.91,346.3299,404,2020000,-87068.671875
4398.58,405,166.2404,4235.39,343.0794,405,2025000,-89625.796875
3995.94,406,183.0903,3741.59,348.3611,406,2030000,-89526.3125
4577.69,407,195.0951,4671.63,348.1953,407,2035000,-91292.4921875
4510.86,408,205.7179,4616.72,380.2977,408,2040000,-94072.578125
4816.21,409,135.9444,4524.76,354.5348,409,2045000,-86932.5234375
3941.22,410,224.8561,4016.66,360.2091,410,2050000,-91213.21875
4465.23,411,145.0854,4657.42,357.5363,411,2055000,-90298.8828125
4758.11,412,196.2211,4369.82,370.8491,412,2060000,-92086.6484375
4292.17,413,172.057,3796.5,353.0974,413,2065000,-89118.78125
4594.08,414,194.6957,4176.23,367.3523,414,2070000,-90839.84375
4619.02,415,267.2738,4742.32,351.9958,415,2075000,-87220.484375
4101.95,416,189.2354,4151.17,366.3623,416,2080000,-92627.296875
3927.86,417,155.0641,4269.15,349.1668,417,2085000,-87153.0546875
4001.62,418,218.6326,4154.49,371.3845,418,2090000,-93533.078125
4330.86,419,181.2144,4946.41,363.5365,419,2095000,-91686.28125
4208.16,420,324.6685,4103.68,362.417,420,2100000,-91612.7265625
4607.58,421,165.6206,4195.72,339.2855,421,2105000,-88426.5859375
4579.54,422,267.9713,4184.84,375.336,422,2110000,-90173.171875
4491.73,423,219.2378,4817.06,362.3084,423,2115000,-90598.2109375
4492.21,424,245.7971,4327.1,368.3425,424,2120000,-90809.5390625
4823.85,425,195.7396,4535.15,360.9938,425,2125000,-93817.46875
3957.61,426,152.9655,3080.66,356.4761,426,2130000,-90496.59375
2375.92,427,409.5405,1913.03,362.3273,427,2135000,-83739.1015625
4417.48,428,154.601,3457.32,355.8562,428,2140000,-90282.5234375
3710.53,429,388.6205,4429.18,355.8121,429,2145000,-90722.859375
3740.47,430,192.9456,3684.3,359.249,430,2150000,-91758.8203125
4025.03,431,179.2981,4371.83,369.0682,431,2155000,-93040.390625
4868.41,432,170.5804,4702.47,383.3801,432,2160000,-92792.828125
4642.28,433,200.8866,4155.36,349.7615,433,2165000,-90104.671875
4644.39,434,253.7966,4557.83,349.222,434,2170000,-91759.21875
3975.87,435,262.5204,4010.77,357.3948,435,2175000,-87187.15625
4656.4,436,206.5131,4520.02,353.5419,436,2180000,-91382.6171875
4784.78,437,150.4825,4748.2,357.2301,437,2185000,-91816.265625
4473.9,438,136.7243,3891.63,373.1394,438,2190000,-91779.3515625
4297.07,439,352.7818,4496.76,373.0343,439,2195000,-93464.2265625
4509.72,440,423.8719,4694.9,387.5494,440,2200000,-93024.046875
4599.75,441,159.9199,4775.31,384.4541,441,2205000,-93022.2578125
4292.43,442,156.7488,4095.71,366.8266,442,2210000,-91697.84375
4509.43,443,164.1295,4824.76,366.5483,443,2215000,-92522.6484375
4724.77,444,173.6221,4875.19,377.5677,444,2220000,-94129.671875
4455.33,445,192.6169,4849.82,377.6479,445,2225000,-91808.25
4833.05,446,177.0407,4899.68,388.2615,446,2230000,-91443.3984375
4791.11,447,165.5298,4783.38,374.8914,447,2235000,-93188.2578125
4703.03,448,177.4441,4468.17,412.9093,448,2240000,-93161.25
4673.18,449,179.2417,4517.44,389.9077,449,2245000,-93461.28125
4872.67,450,161.7713,4764.92,411.327,450,2250000,-92538.015625
4854.43,451,166.0535,4833.67,399.9403,451,2255000,-93029.2578125
4800.04,452,213.8871,4581.87,424.9091,452,2260000,-94043.2421875
4634.5,453,179.847,4413.0,406.934,453,2265000,-93959.1015625
4359.58,454,194.2347,4509.68,392.9205,454,2270000,-94867.1484375
4598.12,455,192.5692,4762.62,397.9367,455,2275000,-93668.4921875
4529.13,456,174.8602,4520.8,416.1442,456,2280000,-94934.78125
4840.74,457,193.777,4681.97,387.0105,457,2285000,-93341.90625
4759.29,458,266.4305,4547.15,411.5282,458,2290000,-94552.875
4849.49,459,223.0977,4842.47,395.8088,459,2295000,-93585.1953125
4398.55,460,194.159,4395.55,411.716,460,2300000,-93349.4140625
4598.91,461,285.5521,4816.52,396.3975,461,2305000,-94536.6796875
4864.91,462,215.6693,4854.6,392.2642,462,2310000,-93534.609375
4659.73,463,184.7776,4658.67,385.7649,463,2315000,-93294.3984375
4862.91,464,231.5879,4712.2,381.3641,464,2320000,-94854.4765625
4555.8,465,226.7157,4356.34,398.2566,465,2325000,-93522.4296875
4765.3,466,212.5,4942.08,391.507,466,2330000,-94309.6875
4026.35,467,212.9225,4894.2,380.5108,467,2335000,-93986.75
4839.25,468,443.3252,4625.3,383.983,468,2340000,-94365.453125
4356.54,469,180.952,4666.0,378.0551,469,2345000,-94734.90625
4240.23,470,224.5162,4118.73,419.331,470,2350000,-94910.375
4688.89,471,156.7817,4051.89,388.5495,471,2355000,-92110.140625
3865.16,472,753.7937,4666.59,409.0256,472,2360000,-95346.7109375
3371.21,473,1081.3093,3258.24,425.932,473,2365000,-93563.7109375
4737.04,474,174.6128,4879.7,391.8531,474,2370000,-91615.109375
3614.54,475,451.2597,3711.85,405.8866,475,2375000,-93004.1953125
4468.53,476,205.6223,4647.67,401.3853,476,2380000,-93879.734375
4668.99,477,202.1965,4473.23,405.051,477,2385000,-96102.796875
4390.36,478,221.7292,4378.85,399.5613,478,2390000,-95814.6796875
3258.19,479,209.1694,3496.45,395.4287,479,2395000,-93930.3046875
4464.22,480,176.1806,4183.36,381.1638,480,2400000,-95210.015625
4287.29,481,180.0793,3965.1,376.285,481,2405000,-96049.171875
4905.77,482,202.1334,4813.13,381.3641,482,2410000,-96249.4296875
4068.1,483,189.9925,4337.43,386.9898,483,2415000,-94140.4140625
3498.9,484,516.3027,3436.32,383.677,484,2420000,-94726.0703125
4424.8,485,193.6485,4828.58,401.8437,485,2425000,-96939.375
3771.22,486,187.8823,4067.21,388.8232,486,2430000,-96501.8046875
3341.14,487,210.1244,3218.5,388.2963,487,2435000,-93643.265625
4166.68,488,200.4448,3858.25,372.4395,488,2440000,-95719.5859375
3996.28,489,360.3614,4283.94,382.3897,489,2445000,-93796.03125
4909.47,490,195.8183,4912.46,386.0655,490,2450000,-95653.328125
4087.41,491,253.6417,4208.46,392.2295,491,2455000,-94697.7109375
4784.42,492,171.0924,4555.87,407.2395,492,2460000,-94431.078125
4478.12,493,178.5076,4578.93,398.8454,493,2465000,-96083.390625
3624.98,494,200.9036,3974.63,426.5912,494,2470000,-92883.96875
4127.72,495,223.199,4332.18,430.2403,495,2475000,-90741.4140625
4533.82,496,211.8458,4123.3,418.9022,496,2480000,-95191.203125
4211.12,497,263.6493,4388.89,434.3324,497,2485000,-97292.265625
4344.61,498,220.0265,4356.24,431.2516,498,2490000,-97168.8203125
2666.78,499,592.6133,1935.97,437.4165,499,2495000,-93151.1328125
4121.58,500,203.2441,4437.44,400.6672,500,2500000,-96369.0859375
4565.79,501,225.9984,4374.85,414.9348,501,2505000,-97277.3984375
4537.35,502,214.7717,4020.95,379.079,502,2510000,-93575.6484375
4704.7,503,230.2846,4786.72,385.4298,503,2515000,-95606.8515625
4646.88,504,232.8057,4594.8,401.8543,504,2520000,-95972.0
4589.8,505,284.4278,4558.6,408.5293,505,2525000,-97152.03125
4350.8,506,582.2699,4401.68,415.5985,506,2530000,-96718.125
4598.79,507,258.1956,4443.86,424.7576,507,2535000,-97354.921875
3787.23,508,214.0692,3880.26,402.0806,508,2540000,-94982.53125
4579.83,509,232.0965,4506.03,400.3869,509,2545000,-97046.1171875
4019.35,510,252.1616,4249.23,392.6485,510,2550000,-97447.90625
4630.79,511,226.1856,4455.65,390.2026,511,2555000,-96084.5625
3739.44,512,212.0791,4056.83,388.2221,512,2560000,-97245.0546875
3716.71,513,209.8785,4055.31,378.2267,513,2565000,-95170.6796875
4502.49,514,240.8351,4450.84,428.2777,514,2570000,-97128.1796875
4384.06,515,221.1912,4619.36,406.0498,515,2575000,-97425.5390625
3768.64,516,201.5665,4245.97,394.4267,516,2580000,-93719.953125
3811.48,517,191.747,3502.36,390.0345,517,2585000,-95759.6328125
3409.64,518,216.7496,3535.38,376.3948,518,2590000,-89359.9453125
4274.37,519,281.3655,4309.94,400.9953,519,2595000,-89667.3984375
3543.33,520,185.3177,3862.48,405.54,520,2600000,-87888.625
3801.97,521,163.26,3714.0,359.6993,521,2605000,-88579.7578125
4082.35,522,160.4917,4120.93,378.1122,522,2610000,-93551.9140625
3354.6,523,196.5189,2583.51,372.3373,523,2615000,-89291.7421875
1513.17,524,490.126,1287.32,383.314,524,2620000,-84282.8828125
3679.62,525,409.4194,4164.73,392.4567,525,2625000,-96131.0078125
2597.82,526,202.7515,2717.34,371.2379,526,2630000,-89200.0
3929.85,527,179.3421,4158.09,359.5239,527,2635000,-92809.5546875
4123.52,528,172.5235,4853.15,368.4347,528,2640000,-95103.84375
4802.54,529,193.165,4605.35,395.9733,529,2645000,-94678.078125
4544.97,530,197.4895,4437.4,407.4951,530,2650000,-94099.9921875
4445.51,531,177.4179,3878.59,374.7848,531,2655000,-94226.7421875
4555.61,532,339.6172,4625.35,416.6146,532,2660000,-96003.9453125
4755.7,533,204.7586,4425.57,396.1649,533,2665000,-96124.734375
4574.3,534,243.3476,4557.79,434.7656,534,2670000,-96758.265625
4726.9,535,214.9207,4710.23,409.1911,535,2675000,-91165.4296875
4439.68,536,232.7898,4622.1,414.4289,536,2680000,-96193.7421875
4494.65,537,202.37,4354.55,411.9535,537,2685000,-96786.484375
3441.04,538,227.84,3416.78,425.1806,538,2690000,-88593.484375
3073.28,539,198.7934,2327.32,408.0619,539,2695000,-87257.2734375
3725.47,540,199.2219,3923.14,404.7565,540,2700000,-93662.59375
3990.54,541,281.9687,4373.11,433.7094,541,2705000,-97198.5078125
4072.39,542,234.5176,4269.01,407.4967,542,2710000,-94219.7109375
4615.18,543,225.2992,4410.79,416.9727,543,2715000,-95779.109375
3918.88,544,283.9996,3365.86,431.6204,544,2720000,-93170.4453125
3193.97,545,300.5491,2925.15,418.9922,545,2725000,-95141.3515625
3199.83,546,233.8698,3673.41,408.8205,546,2730000,-93423.5234375
4320.1,547,251.6639,4309.54,404.7992,547,2735000,-90746.046875
3353.63,548,222.9116,3601.28,406.6959,548,2740000,-95372.203125
4203.04,549,293.693,3712.76,413.2057,549,2745000,-93212.6171875
2491.52,550,425.9209,3164.26,418.8913,550,2750000,-91873.34375
4276.99,551,168.5441,4573.49,372.6055,551,2755000,-93778.125
3587.61,552,261.0489,2596.01,390.9031,552,2760000,-91576.515625
3339.39,553,351.9038,3073.95,382.4436,553,2765000,-93399.8984375
3786.29,554,265.8637,3713.4,385.7909,554,2770000,-95254.71875
4607.5,555,225.5553,3799.73,384.3131,555,2775000,-94439.125
3544.01,556,189.8379,3859.87,367.2804,556,2780000,-90317.96875
4366.33,557,191.3723,4235.74,374.8858,557,2785000,-92664.671875
3629.48,558,221.9611,3641.87,375.1624,558,2790000,-94090.109375
4217.88,559,288.2646,4370.95,373.4679,559,2795000,-93276.8828125
3774.65,560,194.1477,3605.88,362.8541,560,2800000,-95113.3359375
3887.12,561,164.4537,3920.79,362.2142,561,2805000,-95347.0859375
3866.15,562,166.7029,4281.54,365.3038,562,2810000,-95517.78125
2965.16,563,471.7317,3267.12,376.1376,563,2815000,-91855.4296875
3036.81,564,316.8447,3579.45,371.8272,564,2820000,-92799.96875
3194.72,565,429.7727,3609.18,365.2313,565,2825000,-93268.5859375
3379.27,566,204.1034,2525.1,371.5646,566,2830000,-90697.2265625
1998.8,567,302.3208,3054.8,376.0902,567,2835000,-86957.234375
3403.75,568,253.7167,3807.88,361.8351,568,2840000,-92803.8203125
3400.16,569,259.7043,3224.3,371.5934,569,2845000,-90687.921875
4180.07,570,211.5932,4593.27,365.0664,570,2850000,-97065.671875
3565.18,571,362.4062,3289.97,370.6319,571,2855000,-93065.3671875
3467.38,572,268.8632,3787.16,370.4944,572,2860000,-92193.5703125
3936.62,573,258.7459,3920.96,365.0481,573,2865000,-93250.7265625
3651.46,574,308.7677,3943.01,364.684,574,2870000,-95373.7265625
4484.63,575,306.6446,4151.26,371.1658,575,2875000,-95967.4765625
4429.7,576,277.574,4152.83,373.1078,576,2880000,-95319.1328125
3723.96,577,191.4202,3275.08,378.5215,577,2885000,-93533.4453125
3662.71,578,291.0421,4047.05,394.5584,578,2890000,-95271.6015625
3196.94,579,310.0407,3543.88,399.0783,579,2895000,-94556.9765625
4101.89,580,312.5006,3958.11,379.8467,580,2900000,-93838.515625
4193.47,581,235.4252,4280.5,393.4229,581,2905000,-96410.0390625
4440.95,582,225.8145,4447.78,404.4835,582,2910000,-96178.4609375
3927.16,583,272.1945,2731.97,406.3623,583,2915000,-91876.1328125
4172.61,584,326.8667,3370.17,407.1041,584,2920000,-92299.90625
3904.84,585,238.4619,3872.74,394.7781,585,2925000,-95605.7109375
3860.09,586,279.9781,3849.69,398.094,586,2930000,-92422.453125
4269.39,587,239.3687,4468.55,397.8882,587,2935000,-94388.7421875
3026.77,588,660.7472,3335.17,409.5842,588,2940000,-93089.1953125
4581.76,589,250.6214,4497.12,400.2423,589,2945000,-97927.28125
3884.56,590,547.0409,4214.11,409.0149,590,2950000,-97487.2265625
4156.86,591,454.829,3540.88,416.1377,591,2955000,-96208.546875
4339.84,592,305.7738,4539.04,404.4214,592,2960000,-98112.8046875
4442.31,593,346.0775,3918.84,394.6399,593,2965000,-97905.3046875
3889.54,594,271.1641,3975.98,403.957,594,2970000,-98072.203125
3267.08,595,514.5446,3694.96,405.0216,595,2975000,-95709.4921875
4483.6,596,270.5254,4536.62,412.8049,596,2980000,-98141.734375
4428.6,597,411.6697,4240.01,395.5021,597,2985000,-97807.734375
4783.32,598,345.9143,4588.66,413.0954,598,2990000,-94853.2109375
4210.12,599,428.3956,4091.24,417.8459,599,2995000,-97838.4375
