Running Update Time,Real Sto Return,Running Env Steps,Running Reverse KL,Reward Loss,Running Forward KL,Real Det Return,Itration
770,5252.52,3850000,14.2203,-16282.4541015625,31.2497,5376.59,770
771,5237.05,3855000,15.0611,-17386.083984375,32.2205,5387.74,771
772,5212.25,3860000,20.7952,-18108.1484375,31.9924,5317.27,772
773,5226.47,3865000,15.2482,-17572.8046875,32.341,5324.68,773
774,5103.81,3870000,14.4756,-17821.048828125,31.7783,5271.16,774
775,5212.15,3875000,14.4746,-17349.009765625,31.506,5295.31,775
776,5258.29,3880000,15.581,-17328.794921875,32.3078,5345.48,776
777,5287.64,3885000,15.5956,-17061.443359375,32.0138,5394.47,777
778,5238.52,3890000,14.7733,-16583.0,31.2875,5326.11,778
779,4889.23,3895000,16.3092,-17104.015625,32.0886,5043.53,779
780,5215.76,3900000,16.0271,-17579.25,32.1833,5363.31,780
781,5272.65,3905000,16.2776,-18149.58984375,32.2912,5358.89,781
782,5230.4,3910000,15.9721,-16538.185546875,30.9072,5367.35,782
783,5198.75,3915000,16.3424,-16569.328125,31.0861,5305.88,783
784,5140.52,3920000,16.8572,-16957.4609375,31.399,5241.44,784
785,5203.29,3925000,16.9322,-19222.91796875,32.5808,5325.41,785
786,5273.58,3930000,16.6077,-17947.1640625,31.6722,5378.51,786
787,5217.2,3935000,16.4235,-18871.65625,32.7588,5326.59,787
788,5268.27,3940000,16.1493,-17469.943359375,31.5619,5379.11,788
789,5167.88,3945000,16.3173,-19103.580078125,32.6634,5272.41,789
790,-5.57,3950000,33.4942,-23591.986328125,35.2948,-5.69,790
791,2356.69,3955000,20.7996,-21439.16015625,36.8535,2171.6,791
792,4215.33,3960000,18.9872,-24171.341796875,38.5652,4424.89,792
793,4761.69,3965000,17.5328,-19391.51171875,35.3475,4604.21,793
794,4910.09,3970000,19.5591,-16535.876953125,33.649,4997.58,794
795,4759.63,3975000,18.6299,-17711.75390625,32.6273,4904.77,795
796,5082.78,3980000,17.0283,-21317.873046875,34.0204,5193.7,796
797,5056.23,3985000,16.3347,-19672.189453125,32.3762,5169.65,797
798,5163.67,3990000,15.9439,-19236.79296875,32.1913,5315.4,798
799,5179.46,3995000,16.3316,-20864.740234375,32.7435,5355.47,799
800,5188.15,4000000,15.5151,-19254.53125,31.6327,5340.44,800
801,5178.12,4005000,15.4211,-19706.91015625,32.0112,5351.17,801
802,4702.24,4010000,17.6058,-20658.08203125,32.5487,5363.8,802
803,5224.75,4015000,15.7408,-18988.56640625,32.0752,5363.45,803
804,5220.75,4020000,16.1952,-19930.27734375,32.7057,5346.58,804
805,5238.58,4025000,16.614,-20052.701171875,32.6919,5387.97,805
806,5227.03,4030000,16.1711,-20535.75,32.6715,5379.59,806
807,5234.29,4035000,15.5681,-19016.76953125,31.5805,5370.24,807
808,5207.71,4040000,16.3348,-19732.1015625,32.6798,5373.85,808
809,5236.47,4045000,16.5068,-20229.900390625,32.5527,5416.07,809
810,5234.54,4050000,16.1762,-20026.7890625,32.5833,5345.72,810
811,5233.77,4055000,16.1088,-20679.427734375,32.7986,5420.22,811
812,5212.32,4060000,15.8715,-19651.525390625,32.4464,5369.84,812
813,5241.49,4065000,16.7783,-19877.318359375,32.5822,5410.49,813
814,5226.1,4070000,16.2573,-20014.271484375,32.3726,5376.04,814
815,5199.05,4075000,16.3581,-20243.359375,32.2155,5323.93,815
816,5170.01,4080000,15.8705,-20868.83984375,32.5293,5346.47,816
817,5200.01,4085000,16.0636,-20739.09765625,32.9755,5341.96,817
818,5185.1,4090000,16.0233,-21247.328125,32.6955,5317.4,818
819,5224.33,4095000,16.3896,-20565.71484375,32.7706,5331.74,819
820,5248.95,4100000,16.5019,-20498.603515625,32.6947,5374.25,820
821,5020.91,4105000,16.5492,-20769.05078125,32.8676,5345.29,821
822,5181.02,4110000,15.8345,-20422.76171875,32.4202,5353.85,822
823,5195.46,4115000,17.0226,-21021.7109375,32.9657,5306.36,823
824,5226.15,4120000,16.0979,-19745.939453125,32.0569,5315.37,824
825,5196.47,4125000,15.7695,-19801.564453125,31.9367,5304.16,825
826,5207.11,4130000,15.7814,-20350.091796875,32.5061,5325.56,826
827,5181.18,4135000,15.6857,-20330.845703125,32.4622,5356.56,827
828,5192.96,4140000,15.0726,-19181.498046875,31.5046,5319.05,828
829,5237.12,4145000,16.01,-20555.1015625,32.5654,5335.28,829
830,5228.14,4150000,15.3026,-18554.88671875,31.0508,5325.01,830
831,5238.81,4155000,15.6042,-19770.42578125,31.8954,5336.05,831
832,5269.27,4160000,17.005,-20846.4921875,32.664,5406.39,832
833,5200.54,4165000,15.3194,-20273.75390625,32.0481,5332.86,833
834,5268.09,4170000,15.2222,-19780.94921875,31.7575,5358.56,834
835,5231.05,4175000,15.5613,-21022.205078125,32.1418,5329.9,835
836,5233.56,4180000,16.1612,-21739.59765625,32.9327,5323.62,836
837,5236.66,4185000,15.0837,-19737.12890625,31.7325,5330.17,837
838,5262.9,4190000,15.3199,-20114.24609375,32.3906,5377.99,838
839,5218.23,4195000,15.0117,-19821.787109375,31.8744,5323.05,839
840,5273.2,4200000,14.9589,-18506.044921875,31.4466,5401.9,840
841,5275.34,4205000,14.5718,-18560.4609375,31.4374,5362.28,841
842,5274.29,4210000,14.8109,-18078.830078125,31.0429,5348.77,842
843,5128.4,4215000,14.5423,-19940.22265625,31.3503,5366.92,843
844,5314.82,4220000,15.1763,-19467.6640625,32.1343,5404.12,844
845,5298.38,4225000,15.4291,-19016.1484375,31.6844,5411.31,845
846,5289.73,4230000,15.0084,-19865.5078125,31.4447,5420.12,846
847,5301.89,4235000,15.3892,-18595.00390625,30.8701,5371.21,847
848,5294.14,4240000,16.0498,-19930.697265625,31.8775,5404.09,848
849,5242.64,4245000,14.8858,-19497.033203125,30.6073,5361.37,849
850,5188.93,4250000,15.4404,-18911.388671875,31.5801,4040.05,850
851,5249.9,4255000,15.9896,-18185.3671875,30.8248,5390.76,851
852,5208.51,4260000,15.8352,-19422.826171875,31.74,5313.0,852
853,5285.03,4265000,15.8091,-19119.2109375,31.6308,5389.67,853
854,5248.8,4270000,15.9934,-19743.013671875,31.6311,5362.78,854
855,5258.83,4275000,15.1092,-20106.45703125,31.7706,5408.49,855
856,5285.81,4280000,15.784,-19366.830078125,31.9135,5414.49,856
857,5259.32,4285000,15.2738,-19741.50390625,31.5189,5354.12,857
858,5290.35,4290000,16.4268,-20819.05859375,32.409,5446.31,858
859,5298.83,4295000,15.7403,-19533.83203125,31.2453,5413.73,859
860,5267.22,4300000,15.5485,-19756.423828125,31.466,5427.65,860
861,5226.06,4305000,15.6154,-18972.474609375,32.033,5417.28,861
862,5223.31,4310000,15.8739,-20593.353515625,32.0629,5358.38,862
863,5289.47,4315000,15.745,-19978.9140625,31.5174,5450.87,863
864,5260.66,4320000,14.5784,-20244.599609375,31.179,5377.02,864
865,5247.42,4325000,15.5984,-19715.408203125,31.9704,5407.93,865
866,5266.45,4330000,14.93,-18063.837890625,30.5677,5380.31,866
867,5228.62,4335000,15.4448,-21354.115234375,32.2291,5311.76,867
868,5245.1,4340000,15.1593,-21985.484375,31.7721,5347.71,868
869,5277.13,4345000,15.8016,-20768.921875,31.8892,5381.85,869
870,5220.19,4350000,15.6087,-22415.93359375,32.7284,5343.87,870
871,5224.31,4355000,15.751,-22182.51171875,32.2103,5358.93,871
872,5236.9,4360000,15.1953,-21484.423828125,31.8017,5345.96,872
873,5238.09,4365000,15.1184,-21695.142578125,31.8737,5393.12,873
874,5252.21,4370000,16.0751,-22315.123046875,32.1832,5388.92,874
875,5235.82,4375000,15.4272,-21309.98046875,31.959,5380.33,875
876,5264.4,4380000,15.5594,-21920.2890625,32.7788,5371.5,876
877,5217.09,4385000,15.9923,-23033.5234375,33.0819,5319.32,877
878,5244.19,4390000,15.5493,-21720.19921875,32.1537,5359.58,878
879,5226.37,4395000,15.1309,-22629.32421875,32.2114,5369.31,879
880,5246.52,4400000,15.3545,-22529.546875,32.5381,5382.84,880
881,5180.42,4405000,15.784,-21773.314453125,32.7719,5292.88,881
882,5224.95,4410000,15.3392,-21971.140625,32.1662,5347.95,882
883,5214.88,4415000,14.6576,-21627.3515625,31.566,5351.88,883
884,5258.97,4420000,15.6049,-21912.755859375,31.9228,5377.9,884
885,5234.3,4425000,15.4484,-22627.205078125,32.5048,5352.14,885
886,5220.44,4430000,15.5311,-23095.423828125,33.1419,5336.57,886
887,5252.4,4435000,15.0991,-21433.345703125,31.663,5366.71,887
888,5202.63,4440000,15.8207,-22335.37109375,32.2198,5305.02,888
889,5215.03,4445000,14.308,-20083.64453125,30.7717,5300.01,889
890,5220.12,4450000,13.8171,-19870.24609375,30.7099,5287.02,890
891,5221.2,4455000,15.0423,-20018.7265625,30.7945,5361.92,891
892,5266.08,4460000,14.7305,-21169.916015625,31.4037,5387.24,892
893,5139.43,4465000,14.519,-21594.884765625,31.3069,5327.15,893
894,5190.92,4470000,15.9364,-21976.865234375,31.6718,5278.12,894
895,5243.76,4475000,15.4872,-22478.744140625,32.1152,5324.43,895
896,5182.61,4480000,15.2477,-23233.900390625,31.8046,5285.2,896
897,5171.77,4485000,15.4664,-21402.546875,32.2471,5313.62,897
898,5106.88,4490000,15.1256,-22885.275390625,32.6356,5355.92,898
899,5225.89,4495000,13.9432,-23600.478515625,31.7829,5414.13,899
900,5256.14,4500000,14.7507,-23301.029296875,32.5665,5406.68,900
901,5230.38,4505000,14.8142,-23153.310546875,31.9375,5345.93,901
902,4957.63,4510000,14.971,-23198.28515625,32.4858,5395.53,902
903,5219.59,4515000,14.6903,-24282.369140625,32.4644,5371.25,903
904,5228.03,4520000,15.2038,-22619.515625,32.4709,5345.25,904
905,5210.22,4525000,15.679,-24237.71875,33.0147,5398.46,905
906,5248.74,4530000,15.3156,-23576.29296875,32.5846,5433.77,906
907,5210.69,4535000,16.2825,-25447.27734375,33.0085,5402.47,907
908,5207.63,4540000,15.8229,-24399.09375,32.9875,5410.13,908
909,5011.16,4545000,16.6952,-26137.384765625,33.5344,5393.9,909
910,5249.93,4550000,15.6692,-22945.478515625,32.5756,5420.58,910
911,5272.71,4555000,15.5396,-24688.330078125,32.6919,5430.28,911
912,5283.66,4560000,15.4176,-23264.685546875,32.4527,5470.73,912
913,5265.13,4565000,14.8421,-22340.1328125,32.0284,5409.37,913
914,5287.66,4570000,15.444,-24243.42578125,32.5285,5445.86,914
915,5227.01,4575000,14.7157,-25335.841796875,32.7941,5016.47,915
916,5240.9,4580000,15.2305,-24224.1953125,32.5164,5393.52,916
917,5256.44,4585000,14.9112,-22856.857421875,32.0108,5380.79,917
918,5278.83,4590000,14.2365,-22454.7109375,31.5484,5477.94,918
919,4460.51,4595000,17.0161,-26443.267578125,33.4535,5459.83,919
920,5301.87,4600000,15.1852,-23146.62890625,32.1295,5470.63,920
921,5164.59,4605000,14.3924,-22630.341796875,31.8072,5267.93,921
922,4916.71,4610000,15.1171,-24801.611328125,32.4458,5286.57,922
923,5097.31,4615000,14.1718,-23220.98046875,31.6314,5287.71,923
924,4854.01,4620000,17.2645,-25436.728515625,33.2665,5363.57,924
