Running Update Time,Real Sto Return,Running Env Steps,Running Reverse KL,Reward Loss,Running Forward KL,Real Det Return,Itration
109,4082.46,545000,15.7351,-2146.6337890625,41.1128,4091.73,109
110,4189.38,550000,13.919,-2388.0546875,41.76,4180.44,110
111,4250.15,555000,15.1041,-2191.92431640625,40.3718,4272.74,111
112,4222.62,560000,14.2467,-2137.932861328125,41.0665,4422.42,112
113,3979.33,565000,12.666,-2083.02783203125,40.3359,4235.12,113
114,4256.62,570000,13.1407,-1992.14599609375,39.2174,4311.03,114
115,4272.15,575000,13.5638,-2056.889404296875,39.6163,4353.77,115
116,4177.81,580000,13.6117,-2021.400146484375,39.5546,4118.31,116
117,4264.5,585000,13.6914,-2280.061279296875,40.0754,4312.8,117
118,4281.84,590000,13.2864,-2217.29443359375,39.9646,4166.0,118
119,4373.02,595000,12.926,-2102.4599609375,39.0178,4551.46,119
120,4319.69,600000,13.4393,-2286.14697265625,39.3627,4310.62,120
121,4384.64,605000,13.3925,-2029.290283203125,38.7455,4315.45,121
122,4038.76,610000,13.1076,-2281.97119140625,38.9357,4258.49,122
123,4077.45,615000,13.24,-2254.623046875,39.7508,4229.33,123
124,4260.9,620000,14.8269,-2317.142333984375,40.056,4230.08,124
125,4429.2,625000,13.4066,-2241.302490234375,38.8637,4445.41,125
126,4197.13,630000,12.6727,-2184.634765625,39.0539,4308.18,126
127,4338.81,635000,13.3853,-2203.93212890625,38.949,4340.43,127
128,4424.55,640000,13.1461,-2300.703369140625,38.8343,4380.8,128
129,4373.49,645000,13.1028,-2443.139892578125,38.705,4325.66,129
130,4349.46,650000,13.7087,-2392.795166015625,39.7713,4322.24,130
131,4363.4,655000,12.1774,-2192.845458984375,38.5761,4380.0,131
132,4385.99,660000,13.0353,-2309.0625,38.625,4476.18,132
133,4509.83,665000,13.356,-2219.738037109375,38.4465,4493.48,133
134,4417.78,670000,12.7658,-2328.508544921875,38.3454,4421.66,134
135,4495.86,675000,13.5432,-2383.04931640625,38.6569,4492.92,135
136,4354.71,680000,12.8479,-2410.34716796875,38.5742,4404.68,136
137,4215.64,685000,11.9576,-2316.33251953125,38.366,4453.86,137
138,4409.6,690000,13.0169,-2438.152099609375,38.2365,4403.27,138
139,4493.78,695000,12.692,-2383.02099609375,38.792,4525.49,139
140,4557.32,700000,12.3995,-2263.230712890625,37.6416,4606.05,140
141,4523.65,705000,11.4669,-2512.978759765625,37.0717,4732.29,141
142,4538.26,710000,12.6057,-2191.244140625,37.6413,4515.28,142
143,4558.09,715000,13.1899,-2374.73974609375,38.1358,4469.99,143
144,4469.93,720000,12.6145,-2373.6318359375,37.9238,4437.04,144
145,4467.37,725000,12.4453,-2350.327880859375,38.4215,4472.93,145
146,4484.84,730000,12.4761,-2570.856689453125,38.4978,4649.34,146
147,4543.56,735000,13.5167,-2496.439453125,38.2263,4606.54,147
148,4494.18,740000,13.2079,-2457.457763671875,37.5991,4457.1,148
149,4408.23,745000,13.482,-2468.703857421875,38.1838,4391.61,149
150,4516.46,750000,13.4473,-2534.938232421875,38.3645,4542.78,150
151,4483.74,755000,13.2485,-2414.03125,38.0109,4472.66,151
152,4539.75,760000,12.7764,-2473.913818359375,37.1423,4640.36,152
153,4252.97,765000,12.3467,-2516.5087890625,38.1701,4528.3,153
154,4445.51,770000,12.8339,-2727.556884765625,37.6841,4505.61,154
155,3978.8,775000,12.5117,-2738.462646484375,38.6957,4458.1,155
156,4601.9,780000,12.7014,-2558.011962890625,37.644,4646.05,156
157,4597.75,785000,12.1437,-2369.021240234375,37.2192,4669.2,157
158,4510.6,790000,12.5426,-2438.851318359375,37.1255,4526.81,158
159,4566.32,795000,13.8063,-2532.245849609375,37.0842,4633.65,159
160,4600.43,800000,12.8225,-2554.25048828125,37.822,4727.61,160
161,4652.6,805000,13.0816,-2530.77880859375,37.4512,4768.74,161
162,4621.54,810000,13.2048,-2516.677490234375,37.0925,4741.24,162
163,2362.46,815000,14.2851,-3467.50048828125,38.3407,3818.14,163
164,4064.48,820000,12.609,-2782.812255859375,37.7103,4153.08,164
165,4473.98,825000,14.603,-2840.713134765625,37.7571,4445.2,165
166,1119.77,830000,13.7485,-4160.79541015625,37.575,858.32,166
167,4544.96,835000,11.92,-2433.935546875,35.8907,4720.74,167
168,2439.73,840000,15.9648,-3838.58447265625,37.4253,3298.23,168
169,4546.55,845000,13.4655,-2587.91357421875,36.5005,4565.28,169
170,4527.63,850000,14.4456,-2832.2470703125,36.9801,4509.99,170
171,4292.8,855000,13.6379,-2972.0849609375,36.4001,1003.71,171
172,4425.65,860000,13.9508,-2985.914794921875,37.4434,4524.62,172
173,687.69,865000,34.3667,-6324.97216796875,44.5077,35.86,173
174,3979.13,870000,23.5423,-4069.41845703125,38.5857,4412.7,174
175,4665.77,875000,14.6948,-2996.3935546875,37.1632,4722.47,175
176,4358.8,880000,14.6113,-3185.772216796875,36.3701,4410.37,176
177,4286.74,885000,14.3872,-3595.58740234375,37.7501,4259.67,177
178,4401.64,890000,13.7644,-3471.877685546875,36.7964,4521.21,178
179,4348.37,895000,13.3765,-3262.855224609375,35.9476,4468.75,179
180,4572.49,900000,14.2319,-3072.94677734375,36.9185,4565.94,180
181,4519.62,905000,14.226,-3271.581787109375,37.6943,4497.49,181
182,4611.5,910000,12.6507,-2950.76904296875,36.6112,4722.16,182
183,4445.87,915000,13.5599,-3130.60009765625,36.0352,4639.14,183
184,4299.45,920000,12.4112,-2839.930908203125,35.5814,4734.4,184
185,4596.84,925000,13.3053,-3151.7802734375,36.8266,4681.71,185
186,4672.61,930000,12.9119,-3009.310302734375,36.589,4791.0,186
187,4722.4,935000,12.7104,-2858.921142578125,35.6255,4842.97,187
188,4682.97,940000,13.128,-2934.098388671875,36.5363,4766.59,188
189,4656.68,945000,12.6631,-2995.09912109375,36.6474,4685.68,189
190,4681.03,950000,13.0474,-3044.771484375,36.6757,4768.64,190
191,4718.23,955000,12.8054,-2929.943115234375,37.0942,4803.96,191
192,4679.41,960000,12.7427,-3067.600830078125,36.3703,4828.29,192
193,4689.4,965000,13.2818,-3045.300048828125,36.4806,4912.66,193
194,4785.39,970000,12.265,-2955.84765625,35.8495,4850.09,194
195,4762.41,975000,12.8632,-2923.719482421875,35.8002,4825.82,195
196,4792.31,980000,13.0617,-2713.759765625,36.1346,4860.2,196
197,4763.23,985000,12.8877,-3059.458740234375,36.5534,4882.82,197
198,4752.46,990000,12.6469,-3103.2900390625,36.0509,4924.63,198
199,4738.04,995000,12.073,-3026.6796875,36.2157,4856.57,199
200,4668.93,1000000,12.4937,-3172.491943359375,36.8591,4799.74,200
201,4682.11,1005000,12.2061,-3073.7158203125,36.1517,4785.59,201
202,4747.92,1010000,12.5147,-3072.728515625,35.9807,4844.21,202
203,4724.01,1015000,12.4931,-3134.211669921875,36.5958,4807.08,203
204,4760.08,1020000,12.3072,-3118.89013671875,35.9624,4863.44,204
205,4765.55,1025000,12.4215,-3256.26708984375,36.2605,4858.35,205
206,4777.98,1030000,12.5279,-3132.672607421875,36.4879,4867.2,206
207,4788.34,1035000,12.7228,-3188.569091796875,36.4301,4900.54,207
208,4812.99,1040000,12.535,-3145.354248046875,35.8099,4917.44,208
209,4806.71,1045000,12.8345,-3166.170166015625,36.6387,4918.51,209
210,4855.78,1050000,12.8746,-3120.59326171875,36.1435,4981.36,210
211,4819.31,1055000,12.8107,-3191.211181640625,36.5466,4894.61,211
212,4822.28,1060000,12.7637,-3242.3662109375,35.6019,4935.12,212
213,4798.94,1065000,12.6636,-3254.60107421875,35.9295,4928.72,213
214,4805.01,1070000,13.0229,-3291.324462890625,35.9708,4928.76,214
215,4851.03,1075000,13.297,-3227.371337890625,35.369,4950.53,215
216,4837.33,1080000,13.1506,-3317.3994140625,35.5721,4918.77,216
217,4815.91,1085000,12.7727,-3347.989990234375,35.4156,4866.67,217
218,4799.69,1090000,12.9767,-3380.018798828125,35.7542,4829.25,218
219,4820.49,1095000,12.6988,-3363.52197265625,36.477,4889.31,219
220,4847.3,1100000,13.0328,-3339.53955078125,35.4766,4868.59,220
221,4819.26,1105000,13.2499,-3470.110107421875,36.4098,4829.94,221
222,4837.24,1110000,12.7415,-3401.093017578125,35.666,4906.05,222
223,4849.27,1115000,12.5385,-3301.914794921875,35.2489,4973.12,223
224,4813.44,1120000,12.7273,-3432.584716796875,36.087,4884.68,224
225,4804.16,1125000,12.4932,-3466.2353515625,35.7934,4835.95,225
226,-7.65,1130000,90.3182,-10186.6181640625,56.5422,-6.55,226
227,2590.94,1135000,32.6806,-6675.9951171875,39.9681,2977.78,227
228,-8.36,1140000,21.5926,-8041.12744140625,43.2986,-7.66,228
229,388.69,1145000,25.7065,-8172.306640625,41.2414,123.25,229
230,941.36,1150000,18.2391,-7893.9443359375,42.954,893.04,230
231,115.94,1155000,30.0043,-9958.2138671875,42.9227,766.66,231
232,1894.05,1160000,24.3661,-8339.646484375,38.9924,2660.73,232
233,4368.17,1165000,12.5203,-4812.74560546875,36.1953,4375.8,233
234,4464.59,1170000,12.9805,-4427.521484375,36.5454,4566.89,234
235,4504.67,1175000,12.9531,-4137.6845703125,35.9977,4629.26,235
236,4625.24,1180000,12.7186,-4069.49658203125,35.6349,4630.1,236
237,4608.37,1185000,12.2378,-3746.34765625,34.9993,4103.18,237
238,4698.43,1190000,12.7103,-4030.17724609375,35.5737,4733.64,238
239,4826.87,1195000,12.3807,-3811.17919921875,35.3618,4880.36,239
240,4854.22,1200000,12.4986,-3611.93359375,34.8866,4950.49,240
241,4769.44,1205000,12.1915,-4001.27490234375,34.8104,4897.89,241
242,4784.13,1210000,12.5374,-3722.556884765625,34.6686,4909.76,242
243,4841.41,1215000,12.2648,-3911.624267578125,34.7846,4914.1,243
244,4854.77,1220000,12.0444,-3665.924072265625,34.4854,4937.65,244
245,4834.86,1225000,12.4717,-3733.779296875,34.712,4918.22,245
246,4848.38,1230000,11.4937,-3920.461669921875,34.3678,4971.04,246
247,4835.65,1235000,12.1549,-3646.056640625,35.0599,4899.76,247
248,4865.12,1240000,11.9778,-3592.861328125,34.5089,4927.51,248
249,4879.05,1245000,11.9144,-3476.262939453125,34.169,4945.1,249
250,4891.63,1250000,11.8459,-3477.234619140625,34.0752,4977.56,250
251,4826.58,1255000,11.756,-3601.08447265625,34.7053,4932.09,251
252,4859.69,1260000,12.2484,-3722.885986328125,34.9092,5017.39,252
253,4872.78,1265000,12.3413,-3648.555419921875,34.7983,4969.82,253
254,4840.39,1270000,12.485,-3911.7978515625,34.0697,4861.98,254
255,4868.3,1275000,12.4328,-3844.090576171875,34.1766,4960.02,255
256,4878.83,1280000,12.4031,-3782.183349609375,34.5661,4811.87,256
257,4897.44,1285000,12.5909,-3850.1083984375,34.7779,5048.55,257
258,4855.3,1290000,12.6296,-3991.469482421875,35.081,4945.02,258
259,4864.77,1295000,11.8939,-4054.675048828125,34.2201,5046.52,259
260,4838.69,1300000,12.2621,-4028.449462890625,34.3903,4859.2,260
261,4721.73,1305000,12.0305,-4058.296142578125,34.0489,5014.26,261
262,4807.47,1310000,12.8796,-4396.4912109375,35.0536,4845.96,262
263,4808.98,1315000,12.4828,-4423.46484375,34.9311,4685.05,263
264,4782.65,1320000,12.8136,-4481.0849609375,35.6156,4777.93,264
265,4785.04,1325000,12.9407,-4443.5615234375,34.989,4832.63,265
266,4810.13,1330000,12.8106,-4300.697265625,34.7259,4950.84,266
267,4817.96,1335000,12.6588,-4296.4814453125,34.6348,4322.63,267
268,4471.0,1340000,11.1307,-4825.7451171875,34.6613,4155.84,268
269,4493.25,1345000,11.9736,-4451.9267578125,34.0453,5007.5,269
270,4525.84,1350000,12.0232,-4036.047607421875,34.1853,4805.91,270
271,4360.95,1355000,12.4567,-4428.06787109375,35.0415,4916.31,271
272,4644.73,1360000,11.1304,-4790.970703125,34.6463,4964.62,272
273,4802.69,1365000,12.5363,-4557.97021484375,34.344,4941.44,273
274,4812.03,1370000,11.8988,-4483.36669921875,33.848,4971.52,274
275,3859.32,1375000,10.9314,-4770.064453125,33.7464,5051.36,275
276,4772.75,1380000,13.2216,-4938.5595703125,33.8193,5025.14,276
277,3719.46,1385000,10.7144,-5796.2197265625,34.5377,4957.97,277
278,4764.44,1390000,11.3426,-5205.5634765625,34.592,4350.29,278
279,3889.78,1395000,11.5588,-5725.4638671875,36.051,4434.37,279
280,4326.71,1400000,10.6526,-6980.33154296875,35.0961,4857.7,280
281,4726.05,1405000,11.8377,-5471.83740234375,34.7969,4888.77,281
282,4789.07,1410000,12.842,-4896.45458984375,34.5272,4538.52,282
283,4579.96,1415000,11.7581,-5479.31591796875,34.5728,4433.56,283
284,4796.39,1420000,12.7222,-4843.43017578125,34.8547,4938.06,284
285,4769.97,1425000,12.6026,-4949.2216796875,34.3056,4925.31,285
286,4829.14,1430000,13.4434,-5207.83056640625,35.3048,4968.06,286
287,-7.71,1435000,22.1851,-12845.2392578125,52.2113,-7.91,287
288,93.09,1440000,67.5382,-16445.51953125,54.4529,52.37,288
289,256.69,1445000,25.8156,-14135.53125,50.5242,260.5,289
290,455.81,1450000,110.5411,-15200.5380859375,49.6669,450.49,290
291,575.96,1455000,42.9534,-13290.5361328125,49.625,504.59,291
292,936.33,1460000,44.553,-15277.74609375,55.4241,952.06,292
293,1056.62,1465000,38.0823,-14089.0185546875,47.7173,901.78,293
294,1106.87,1470000,44.7898,-12939.8212890625,45.8604,277.41,294
295,1172.2,1475000,67.0632,-12352.1396484375,46.1725,1006.04,295
296,2133.99,1480000,32.8566,-11087.43359375,42.8111,2220.99,296
297,1778.61,1485000,54.2336,-12137.3564453125,43.0959,1805.82,297
298,-16.59,1490000,36.9204,-14278.4150390625,53.3724,-16.81,298
299,-4.94,1495000,47.7425,-16147.537109375,52.9263,12.72,299
300,1826.7,1500000,28.8441,-13226.1953125,43.8978,1698.32,300
301,2546.38,1505000,18.6836,-10408.865234375,42.3784,1846.02,301
302,1832.94,1510000,30.6051,-11741.8994140625,41.5485,1968.78,302
303,1819.09,1515000,34.2363,-12310.953125,41.4935,2458.95,303
304,3672.26,1520000,30.7191,-9355.412109375,39.6289,4312.57,304
305,3035.21,1525000,34.2643,-13345.015625,40.1871,4411.15,305
306,2668.41,1530000,16.8168,-10419.828125,38.0137,3400.03,306
307,3445.64,1535000,16.792,-8834.26171875,36.997,4364.73,307
308,4459.84,1540000,16.2,-7102.19140625,36.4129,4519.69,308
309,4408.83,1545000,13.6701,-6979.3359375,33.7991,4960.74,309
310,4457.3,1550000,15.6562,-7087.55859375,34.8805,4914.75,310
311,4512.73,1555000,14.5533,-6388.9462890625,34.4234,4806.34,311
312,4566.37,1560000,14.5769,-6815.72509765625,35.3029,4794.01,312
313,4596.28,1565000,14.5405,-7338.85595703125,35.7207,4714.51,313
314,4623.18,1570000,14.3876,-6751.18310546875,35.9447,4359.68,314
315,4725.59,1575000,13.7306,-6369.9013671875,34.3637,4329.61,315
316,4658.01,1580000,14.3578,-6703.7138671875,35.1948,4316.92,316
317,4516.49,1585000,13.5632,-6248.9853515625,34.3321,4569.32,317
318,4751.26,1590000,14.1963,-6399.7451171875,35.3559,4806.16,318
319,4626.92,1595000,13.866,-6755.84228515625,35.9585,4438.01,319
320,4727.34,1600000,13.6654,-6757.58935546875,35.4876,4577.57,320
321,4708.83,1605000,13.8494,-6945.765625,35.9868,4449.16,321
322,4678.44,1610000,16.0592,-8250.4892578125,36.5396,4478.84,322
323,4727.72,1615000,13.0512,-6516.26806640625,34.9735,4612.86,323
324,4765.59,1620000,13.58,-6665.083984375,35.4652,4742.35,324
325,4772.47,1625000,13.8162,-6855.09326171875,35.4483,4758.78,325
326,4758.12,1630000,13.1352,-6873.27001953125,35.3603,4802.04,326
327,4816.32,1635000,12.8041,-6504.3720703125,34.5563,4885.74,327
328,4871.84,1640000,13.4102,-5953.36669921875,33.7497,5005.03,328
329,4830.42,1645000,12.9775,-6205.4287109375,33.84,4937.05,329
330,4837.66,1650000,13.1245,-6235.15771484375,33.7367,4863.2,330
331,4890.07,1655000,12.6963,-5988.50390625,32.9658,4959.5,331
332,4869.12,1660000,12.8978,-6121.84814453125,33.4926,4921.99,332
333,4874.36,1665000,12.6605,-6310.14208984375,33.3836,5003.78,333
334,4882.26,1670000,12.985,-6269.17919921875,33.9377,4982.38,334
335,4798.0,1675000,12.9434,-6634.859375,34.1437,4840.27,335
336,4863.02,1680000,13.3089,-6454.79345703125,33.9569,4948.63,336
337,4859.79,1685000,13.3204,-6559.3974609375,34.3609,4946.4,337
338,4843.76,1690000,12.7774,-6250.23095703125,32.707,4972.44,338
339,4872.54,1695000,13.1491,-6406.4892578125,33.8217,4981.63,339
340,4885.11,1700000,13.1099,-6287.04736328125,33.6531,5012.33,340
341,4865.43,1705000,12.7784,-6243.91162109375,33.292,5005.13,341
342,4872.78,1710000,12.815,-6127.47021484375,33.2463,5002.55,342
343,4861.14,1715000,13.0517,-6427.2177734375,33.5102,4997.09,343
344,4870.29,1720000,13.0463,-6497.51318359375,33.565,4975.43,344
345,4870.8,1725000,13.038,-6441.90966796875,33.225,5000.13,345
346,4891.57,1730000,13.2109,-6520.07080078125,33.1693,4976.6,346
347,4846.94,1735000,13.1546,-6716.73779296875,33.0528,4960.46,347
348,4899.6,1740000,13.3336,-6407.98583984375,32.9564,5025.24,348
349,4886.04,1745000,13.1876,-6516.22314453125,32.7954,5010.69,349
350,4843.19,1750000,13.5843,-6905.70556640625,33.6702,5002.47,350
351,4884.62,1755000,13.81,-6711.04052734375,33.6819,5023.08,351
352,4841.23,1760000,13.9576,-7074.5654296875,33.5697,4935.64,352
353,4843.37,1765000,13.2635,-6968.28173828125,33.533,4960.89,353
354,4829.72,1770000,13.5841,-7002.0341796875,33.4358,4967.49,354
355,4887.46,1775000,13.6151,-6833.90478515625,33.4502,5010.78,355
356,4828.84,1780000,13.7985,-7200.70166015625,34.1805,4933.9,356
357,4845.39,1785000,13.4996,-7174.0263671875,33.6387,4862.31,357
358,4908.92,1790000,13.3538,-6540.99755859375,33.3878,5022.5,358
359,4902.89,1795000,13.5415,-6824.5283203125,33.6477,5006.49,359
360,4945.67,1800000,13.4211,-6657.33740234375,33.1496,5050.3,360
361,4970.06,1805000,13.774,-6477.03955078125,33.273,5091.59,361
362,4925.41,1810000,14.0737,-6797.94091796875,33.6442,5029.47,362
363,4963.87,1815000,13.7264,-6826.76904296875,33.6382,5061.41,363
364,4965.23,1820000,13.5277,-6766.04345703125,33.9071,5078.3,364
365,5004.83,1825000,13.6639,-6654.66162109375,33.1641,5094.3,365
366,4973.21,1830000,13.9075,-6784.337890625,33.6842,5100.44,366
367,4943.99,1835000,13.3888,-6786.2421875,32.8759,5034.83,367
368,4978.21,1840000,13.6173,-6774.73046875,32.816,5137.92,368
369,4990.78,1845000,13.9779,-6753.779296875,32.8529,5145.8,369
370,4758.71,1850000,14.1815,-6694.712890625,32.7524,5130.85,370
371,4967.78,1855000,13.6375,-6878.287109375,32.3068,5126.87,371
372,4993.72,1860000,13.7048,-6751.22265625,32.563,5181.84,372
373,5003.16,1865000,13.7091,-6516.7392578125,32.253,5189.34,373
374,5006.81,1870000,13.8366,-8180.9609375,32.5186,5173.51,374
375,4992.49,1875000,13.7982,-6666.18212890625,32.518,5199.61,375
376,4984.69,1880000,13.2628,-6910.70361328125,32.4093,5168.62,376
377,4952.05,1885000,13.3526,-6907.9892578125,32.517,5187.92,377
378,4989.46,1890000,13.3831,-6759.3427734375,32.079,5199.69,378
379,4978.54,1895000,13.195,-7074.3837890625,32.9324,5160.22,379
380,4987.91,1900000,13.6355,-7237.0810546875,32.8237,5180.81,380
381,4952.07,1905000,13.5753,-7354.09228515625,33.0836,5126.03,381
382,4942.51,1910000,13.962,-7466.30908203125,32.8135,5041.51,382
383,2006.82,1915000,25.9215,-17256.443359375,35.8784,355.71,383
384,-15.69,1920000,29.3793,-22188.474609375,50.5019,-15.97,384
