Running Reverse KL,Reward Loss,Running Forward KL,Running Env Steps,Real Sto Return,Itration,Running Update Time,Real Det Return
63.363,-395.96337890625,49.2416,265000,176.72,53,53,5.14
23.1252,-131.07183837890625,45.1935,270000,3380.93,54,54,3476.95
21.02,-160.99119567871094,45.4157,275000,3440.31,55,55,3569.05
21.5211,-164.84210205078125,45.5212,280000,3413.7,56,56,3583.59
22.7088,-169.4126739501953,45.204,285000,3407.94,57,57,3632.55
22.2493,-165.72755432128906,45.7285,290000,3517.48,58,58,3572.71
22.1953,-185.60084533691406,45.7417,295000,3530.9,59,59,3548.38
20.4324,-386.6164245605469,47.3455,300000,1302.41,60,60,2849.2
21.9927,-189.97811889648438,45.3477,305000,3501.3,61,61,3616.55
19.0006,-194.59521484375,45.0898,310000,3478.2,62,62,3530.48
22.9438,-200.20982360839844,45.6201,315000,3600.54,63,63,3640.42
20.5055,-218.65570068359375,45.3046,320000,3573.87,64,64,3602.16
21.0383,-290.8183898925781,45.9828,325000,2833.58,65,65,3118.22
17.6302,-219.406005859375,45.1395,330000,3606.73,66,66,3647.5
18.8408,-211.05685424804688,44.579,335000,3590.75,67,67,3619.13
18.4677,-213.6288299560547,44.4496,340000,3339.07,68,68,3034.53
17.2543,-276.89019775390625,44.9255,345000,2861.09,69,69,2364.63
14.0164,-315.6128234863281,45.1762,350000,2306.49,70,70,2012.75
61.6632,-606.41943359375,54.1474,355000,-14.13,71,71,-14.29
29.7557,-318.43634033203125,52.1914,360000,-27.92,72,72,-27.34
69.8059,-595.1893310546875,56.7019,365000,221.02,73,73,291.11
32.9702,-494.65399169921875,47.2491,370000,940.89,74,74,1030.78
22.2362,-255.87550354003906,45.5237,375000,3514.64,75,75,3455.08
23.8276,-541.74267578125,48.8364,380000,790.04,76,76,931.45
25.3402,-593.4313354492188,46.3042,385000,870.92,77,77,1146.24
25.312,-302.5470886230469,46.5626,390000,3072.32,78,78,3597.12
22.4485,-294.00469970703125,45.6145,395000,3486.47,79,79,3526.7
22.9916,-312.68756103515625,46.2198,400000,3475.31,80,80,3545.21
31.6364,-558.3497314453125,54.6145,405000,991.61,81,81,999.32
19.3725,-352.3772888183594,45.0655,410000,3056.63,82,82,3505.5
20.7374,-352.529541015625,45.5629,415000,3303.9,83,83,3579.58
20.2354,-322.22698974609375,45.0467,420000,3496.88,84,84,3598.74
19.9371,-310.4299621582031,44.6908,425000,3339.67,85,85,3607.95
19.6227,-338.9462585449219,44.865,430000,3596.22,86,86,3674.14
19.0455,-333.63580322265625,44.5236,435000,3433.9,87,87,3074.28
20.598,-359.5886535644531,45.1945,440000,3496.47,88,88,3515.14
19.4786,-348.80206298828125,44.6904,445000,3553.92,89,89,3562.71
19.5345,-383.95367431640625,45.0933,450000,3527.36,90,90,3347.13
18.4652,-396.60723876953125,44.5202,455000,3288.8,91,91,3594.98
20.085,-370.0659484863281,44.2772,460000,3694.82,92,92,3708.35
21.8142,-395.27447509765625,45.2221,465000,3576.52,93,93,3565.29
20.9426,-495.479248046875,44.8428,470000,2957.41,94,94,2569.59
19.8113,-398.9751281738281,44.93,475000,3356.06,95,95,3654.65
22.1116,-398.1669921875,45.7927,480000,3564.54,96,96,3610.57
26.9442,-587.11669921875,47.7562,485000,2085.22,97,97,3770.5
23.8171,-428.70440673828125,45.6766,490000,3614.76,98,98,3679.83
20.9856,-396.6022033691406,45.0045,495000,3606.16,99,99,3660.62
20.4682,-401.9557189941406,44.6665,500000,3618.2,100,100,3686.73
56.5194,-933.279541015625,51.9526,505000,43.27,101,101,-22.64
21.7865,-498.3245849609375,45.1447,510000,3440.72,102,102,3503.67
21.8207,-441.7237243652344,45.1365,515000,3534.55,103,103,3609.38
22.9166,-486.7691955566406,45.9434,520000,3519.79,104,104,3571.24
21.1979,-430.7142028808594,44.5797,525000,3637.16,105,105,3652.5
21.4603,-445.9582824707031,44.7451,530000,3579.48,106,106,3595.61
27.4724,-692.8360595703125,53.9597,535000,-5.67,107,107,-5.67
20.2723,-451.3904113769531,44.818,540000,3508.28,108,108,3620.79
53.9452,-904.0967407226562,54.1441,545000,112.96,109,109,65.99
22.0761,-480.22711181640625,45.0949,550000,3575.2,110,110,3739.15
18.6727,-496.33331298828125,45.1366,555000,3577.11,111,111,3746.13
21.5273,-679.0596923828125,45.8462,560000,2492.96,112,112,1000.27
19.7113,-523.0391235351562,45.2214,565000,3599.66,113,113,3537.04
18.0488,-504.4969177246094,44.822,570000,3521.74,114,114,3200.76
17.3525,-522.3681640625,44.5328,575000,3544.0,115,115,3412.06
17.6743,-490.0324401855469,44.1647,580000,3616.84,116,116,3783.56
20.8302,-543.4168701171875,45.369,585000,3653.72,117,117,3639.76
18.7248,-520.1370849609375,44.7042,590000,3799.18,118,118,3751.49
18.4078,-526.1436157226562,44.5593,595000,3521.0,119,119,3630.61
22.3976,-565.0770874023438,45.1787,600000,3740.13,120,120,3797.89
80.9181,-888.3447875976562,46.0886,605000,357.08,121,121,9.9
20.7197,-577.989013671875,44.8325,610000,3710.64,122,122,3738.24
19.551,-580.904541015625,45.2838,615000,3737.74,123,123,3792.22
18.7134,-574.7965698242188,45.0373,620000,3742.45,124,124,3850.31
18.6096,-574.0805053710938,45.0363,625000,3686.03,125,125,3763.25
17.2043,-574.22412109375,44.4951,630000,3460.44,126,126,3585.46
19.84,-570.30078125,44.2692,635000,3765.76,127,127,3763.27
18.0739,-576.3538208007812,44.4791,640000,3844.31,128,128,3887.62
16.0002,-556.7572631835938,43.7015,645000,3660.89,129,129,3692.15
16.9521,-601.315185546875,44.4468,650000,3522.27,130,130,3588.88
15.8608,-604.630126953125,43.5784,655000,2414.98,131,131,2856.47
17.9639,-600.7992553710938,44.7,660000,3827.57,132,132,3888.92
17.3827,-592.7655029296875,44.1737,665000,3798.76,133,133,3821.29
18.5417,-616.7827758789062,44.2766,670000,3719.88,134,134,3714.26
18.5995,-623.6504516601562,44.353,675000,3781.79,135,135,3782.93
21.6244,-655.1130981445312,44.3537,680000,3760.72,136,136,3803.37
18.1461,-663.872802734375,44.3462,685000,3704.91,137,137,3753.64
19.1645,-649.0182495117188,44.6641,690000,3821.57,138,138,3765.36
19.4044,-672.3909301757812,44.8613,695000,3856.99,139,139,3919.64
17.6933,-665.3877563476562,44.251,700000,3766.51,140,140,3838.39
17.3068,-669.4479370117188,44.1694,705000,3667.76,141,141,3724.81
19.7603,-663.5697021484375,44.57,710000,3740.84,142,142,3786.97
18.6976,-707.1485595703125,44.9748,715000,3804.68,143,143,3864.23
19.7269,-708.7378540039062,44.3977,720000,3857.05,144,144,3940.95
18.8382,-928.826904296875,45.7634,725000,1759.38,145,145,1515.96
17.8779,-784.7254028320312,44.7978,730000,3234.72,146,146,3358.71
17.3427,-693.0020141601562,44.1311,735000,3730.35,147,147,3813.17
16.3218,-700.6055297851562,44.1297,740000,3719.0,148,148,3788.47
17.3576,-667.2501220703125,43.8863,745000,3738.9,149,149,3803.03
18.4225,-745.148681640625,44.3721,750000,3767.83,150,150,3796.64
18.3814,-760.15673828125,44.289,755000,3790.5,151,151,3830.64
18.9395,-760.6626586914062,44.5865,760000,3764.67,152,152,3809.11
18.3749,-797.6426391601562,44.6893,765000,3708.67,153,153,3791.38
20.0791,-875.9078979492188,45.04,770000,3755.01,154,154,3744.78
18.4592,-779.3250122070312,44.6673,775000,3747.98,155,155,3782.75
17.55,-803.8301391601562,44.9747,780000,3735.93,156,156,3866.37
18.1938,-851.1688842773438,44.5771,785000,3117.38,157,157,3694.83
18.4431,-818.76171875,44.4799,790000,3727.74,158,158,3828.93
16.3487,-801.905517578125,43.9723,795000,3438.99,159,159,3647.01
18.3238,-831.4281616210938,44.0875,800000,3710.26,160,160,3763.22
18.2259,-820.3999633789062,44.1875,805000,3808.56,161,161,3793.21
17.2875,-831.0220947265625,44.5029,810000,3740.16,162,162,3823.66
14.4286,-904.4642333984375,43.6752,815000,2921.92,163,163,2861.59
17.5554,-994.8017578125,44.3019,820000,3121.07,164,164,3080.2
18.0934,-879.5343627929688,44.7261,825000,3575.94,165,165,3795.15
18.1651,-870.86181640625,44.6369,830000,3761.81,166,166,3883.41
16.8321,-931.3600463867188,43.815,835000,3732.94,167,167,3817.88
18.6336,-855.5369873046875,44.107,840000,3613.27,168,168,3881.12
17.7362,-888.3290405273438,44.2976,845000,3782.84,169,169,3830.52
20.2123,-945.8333740234375,44.8588,850000,3838.5,170,170,3911.59
19.2078,-904.2008056640625,44.108,855000,3805.5,171,171,3823.35
17.5364,-901.7421264648438,44.3311,860000,3780.33,172,172,3845.4
16.355,-936.3273315429688,44.1445,865000,3680.92,173,173,3593.66
18.4172,-887.52978515625,44.226,870000,3808.67,174,174,3829.6
17.6126,-983.5486450195312,44.8618,875000,3728.46,175,175,3785.15
18.7954,-929.1867065429688,44.0379,880000,3787.84,176,176,3802.19
17.1485,-949.0757446289062,44.1759,885000,3822.39,177,177,3919.92
17.5522,-977.377685546875,43.9283,890000,3827.21,178,178,3818.59
16.3535,-969.8213500976562,44.3343,895000,3426.86,179,179,3714.93
15.6913,-1049.1973876953125,43.837,900000,2574.49,180,180,3440.86
17.4514,-1189.2000732421875,43.7451,905000,2120.46,181,181,3390.92
17.1712,-948.3947143554688,43.916,910000,3369.85,182,182,3798.77
18.4213,-1044.1861572265625,44.3152,915000,3768.84,183,183,3912.46
17.3781,-1056.2879638671875,44.1334,920000,3577.83,184,184,3201.45
18.6629,-972.854736328125,44.1934,925000,3828.52,185,185,3879.43
18.1663,-1171.2611083984375,44.357,930000,3526.27,186,186,3394.24
18.247,-1067.0911865234375,44.4451,935000,3704.67,187,187,3757.22
18.0326,-1095.7149658203125,44.2617,940000,3872.47,188,188,3935.36
17.7207,-1035.38232421875,44.2251,945000,3876.1,189,189,3969.64
18.9377,-1116.056884765625,44.6446,950000,3851.59,190,190,3865.56
17.316,-1069.0302734375,44.2654,955000,3812.69,191,191,3746.59
17.993,-1349.9532470703125,43.7817,960000,2618.92,192,192,3627.74
14.3408,-1417.034423828125,44.971,965000,1197.14,193,193,1584.07
21.4561,-1255.7362060546875,45.6492,970000,3649.81,194,194,3865.77
19.4927,-1141.233154296875,43.9924,975000,3745.36,195,195,3820.41
18.8046,-1189.1033935546875,44.8003,980000,3801.38,196,196,3864.32
17.3118,-1162.9219970703125,44.3585,985000,3876.91,197,197,3900.12
19.7092,-1255.9549560546875,45.287,990000,3654.39,198,198,3673.04
19.3863,-1201.0894775390625,44.3482,995000,3739.81,199,199,3821.21
15.6419,-1234.8050537109375,45.0704,1000000,3131.78,200,200,2929.05
26.8524,-1502.36767578125,50.3924,1005000,904.07,201,201,828.65
20.5158,-1188.0653076171875,44.7069,1010000,3691.17,202,202,3686.38
17.1009,-1256.2088623046875,44.5696,1015000,3555.42,203,203,3667.31
19.687,-1211.51953125,44.2407,1020000,3796.42,204,204,3852.54
18.1732,-1276.6368408203125,44.5743,1025000,3815.26,205,205,3842.26
16.0895,-1244.6038818359375,44.5156,1030000,3713.91,206,206,3743.75
18.3677,-1705.3250732421875,46.3405,1035000,950.08,207,207,865.36
16.6396,-1375.9593505859375,44.1967,1040000,3331.62,208,208,3365.29
16.4466,-1459.6806640625,44.5747,1045000,2330.22,209,209,1751.63
16.4797,-1362.4091796875,44.7199,1050000,3673.84,210,210,3803.82
20.7667,-1801.4952392578125,46.3923,1055000,1817.15,211,211,822.3
24.1079,-1629.997314453125,46.0904,1060000,1404.14,212,212,1927.32
20.9014,-1825.39111328125,45.8117,1065000,1199.74,213,213,1310.88
20.7979,-1221.5855712890625,45.1995,1070000,3707.48,214,214,3789.39
33.1618,-1683.1778564453125,55.5057,1075000,901.78,215,215,994.8
43.2363,-2119.97021484375,50.5999,1080000,139.25,216,216,1005.86
51.9104,-1953.5499267578125,47.8334,1085000,873.02,217,217,776.05
23.2835,-1689.7637939453125,45.4987,1090000,2621.01,218,218,2840.95
92.921,-2222.73486328125,50.611,1095000,508.52,219,219,524.86
44.8378,-1936.60986328125,47.0051,1100000,1626.39,220,220,2737.38
24.1612,-1536.428955078125,45.8662,1105000,2281.76,221,221,2473.27
21.3849,-1553.6400146484375,45.0482,1110000,3770.92,222,222,3749.57
20.3891,-1490.1822509765625,44.7918,1115000,3713.96,223,223,3441.48
21.6472,-1426.259521484375,44.931,1120000,3712.79,224,224,3882.89
19.5277,-1503.053466796875,44.7818,1125000,3577.89,225,225,3783.4
17.2348,-1588.694091796875,44.8446,1130000,3200.66,226,226,3383.64
18.4027,-1485.703125,44.7925,1135000,3610.99,227,227,3671.37
16.6833,-1523.792724609375,44.6724,1140000,3406.82,228,228,3251.11
16.5274,-1564.7120361328125,44.4175,1145000,2644.5,229,229,2196.49
17.151,-1655.9373779296875,44.5159,1150000,3577.09,230,230,3550.34
17.0994,-1593.7440185546875,44.2347,1155000,3456.69,231,231,3348.48
17.788,-1547.0335693359375,43.9556,1160000,3522.75,232,232,3749.86
17.476,-1603.36279296875,44.1027,1165000,3630.73,233,233,3801.49
17.632,-1637.5899658203125,43.9392,1170000,3697.58,234,234,3796.16
17.8161,-1588.0284423828125,44.1095,1175000,3761.33,235,235,3815.22
17.972,-1557.6942138671875,43.9184,1180000,3676.33,236,236,3751.56
17.1939,-1579.55908203125,43.7595,1185000,3722.56,237,237,3714.1
17.3449,-1629.1358642578125,43.8618,1190000,3716.09,238,238,3716.45
17.2824,-1636.451904296875,44.1435,1195000,3629.6,239,239,3672.37
17.2614,-1628.3865966796875,43.5229,1200000,3713.4,240,240,3765.68
17.5414,-1631.2613525390625,44.0613,1205000,3734.67,241,241,3749.74
17.7136,-1647.73876953125,43.8769,1210000,3725.43,242,242,3732.29
18.5795,-1698.404296875,44.1334,1215000,3695.54,243,243,3736.07
17.6822,-1723.7510986328125,43.8734,1220000,3668.9,244,244,3687.2
17.2062,-1695.4510498046875,43.8997,1225000,3688.64,245,245,3700.69
17.229,-1686.05810546875,43.8592,1230000,3685.9,246,246,3699.19
17.4319,-1730.033203125,43.9591,1235000,3642.99,247,247,3667.52
17.3763,-1726.248291015625,43.8424,1240000,3666.73,248,248,3671.01
17.4107,-1743.5260009765625,43.9042,1245000,3669.4,249,249,3657.91
17.7004,-1755.3753662109375,43.8373,1250000,3693.02,250,250,3663.26
16.8347,-1834.9066162109375,44.2356,1255000,3604.48,251,251,3606.69
18.0459,-1790.2552490234375,44.2671,1260000,3739.31,252,252,3750.19
17.6312,-1923.798095703125,44.6517,1265000,3556.26,253,253,3634.79
18.6261,-1869.108154296875,44.3572,1270000,3570.43,254,254,3563.66
18.0866,-1801.799072265625,44.0214,1275000,3326.28,255,255,3629.94
19.937,-2061.698486328125,45.4983,1280000,3729.19,256,256,3786.69
19.3279,-1871.42138671875,44.3034,1285000,3784.84,257,257,3821.37
18.7057,-1848.96728515625,43.8148,1290000,3818.03,258,258,3823.88
20.4629,-1875.5263671875,44.351,1295000,3803.16,259,259,3766.07
18.9202,-1956.44873046875,44.3104,1300000,3823.83,260,260,3853.28
18.5517,-1911.78369140625,43.8646,1305000,3849.05,261,261,3865.2
20.7416,-1936.337646484375,44.402,1310000,3890.75,262,262,3888.15
18.9991,-1979.4366455078125,43.8385,1315000,3876.26,263,263,3925.62
18.5058,-1919.34375,43.5879,1320000,3873.05,264,264,3993.48
19.0118,-1959.4139404296875,44.0803,1325000,3797.98,265,265,3851.34
20.324,-1992.350830078125,44.6519,1330000,3626.75,266,266,3608.08
18.5313,-2029.263916015625,44.6127,1335000,3430.07,267,267,3509.0
19.7831,-2037.57861328125,44.6526,1340000,3622.07,268,268,3617.98
19.8325,-2047.7034912109375,44.9092,1345000,3598.61,269,269,3666.71
20.3836,-2106.443603515625,44.5875,1350000,3748.51,270,270,3779.49
19.8448,-2081.0751953125,43.7343,1355000,3714.08,271,271,3721.4
18.0005,-2125.2705078125,44.2007,1360000,3712.54,272,272,3766.05
19.6959,-2111.468505859375,44.1082,1365000,3803.97,273,273,3829.1
19.089,-2030.5618896484375,44.3758,1370000,3637.04,274,274,3793.49
18.8292,-2059.35009765625,44.5435,1375000,3669.99,275,275,3725.57
20.2158,-2162.268798828125,44.396,1380000,3766.56,276,276,3805.81
17.1293,-2185.890625,43.8983,1385000,3705.82,277,277,3755.14
16.2991,-2110.1123046875,43.5357,1390000,3704.24,278,278,3877.67
15.2471,-2136.59619140625,43.5291,1395000,3535.76,279,279,3718.2
16.9937,-2216.134521484375,43.7239,1400000,3780.32,280,280,3813.64
16.7067,-2195.44287109375,43.5013,1405000,3800.77,281,281,3790.89
16.6448,-2247.82958984375,43.7071,1410000,3734.61,282,282,3779.39
17.0762,-2240.4580078125,43.3578,1415000,3777.09,283,283,3813.65
17.1447,-2362.30029296875,43.794,1420000,3589.01,284,284,3774.78
17.0388,-2426.9013671875,44.2072,1425000,3322.04,285,285,3657.47
17.2403,-2399.43408203125,43.8742,1430000,3359.45,286,286,3739.94
17.4777,-2362.12451171875,43.6275,1435000,3768.54,287,287,3847.22
17.0053,-2400.0107421875,43.6463,1440000,3813.31,288,288,3860.05
17.3567,-2393.214111328125,43.6621,1445000,3741.79,289,289,3856.81
20.4012,-2550.701904296875,44.7143,1450000,3466.06,290,290,3121.08
17.6742,-2426.935302734375,43.8508,1455000,3634.48,291,291,3786.09
20.2476,-2529.78369140625,45.1263,1460000,3733.7,292,292,3699.09
18.3215,-2496.55322265625,44.4644,1465000,3633.47,293,293,3680.0
18.5919,-2470.07080078125,43.9255,1470000,3831.66,294,294,3913.19
18.6961,-2450.826904296875,44.148,1475000,3737.63,295,295,3742.86
20.3173,-2510.024169921875,44.5134,1480000,3888.33,296,296,3928.95
24.8018,-2742.881103515625,45.1065,1485000,2450.32,297,297,942.18
17.946,-2547.35302734375,44.2762,1490000,3819.84,298,298,3956.24
19.9807,-2596.169189453125,44.3548,1495000,3837.21,299,299,3893.9
19.3263,-2590.097412109375,44.551,1500000,3848.32,300,300,3909.0
18.4355,-2637.218994140625,44.209,1505000,3810.62,301,301,3850.03
20.412,-2634.007080078125,44.701,1510000,3774.24,302,302,3768.37
20.652,-2748.172119140625,45.1208,1515000,3411.62,303,303,1588.84
21.4816,-2922.97314453125,46.0304,1520000,3217.22,304,304,3728.6
17.4302,-2833.34716796875,44.7629,1525000,3226.68,305,305,3348.87
20.5229,-2712.244384765625,44.8591,1530000,3741.52,306,306,3801.21
20.4713,-2849.40625,45.534,1535000,3632.5,307,307,3365.24
24.2518,-2851.351806640625,44.4411,1540000,3535.21,308,308,3560.27
28.1376,-3030.779296875,45.0751,1545000,2089.69,309,309,2446.2
17.7142,-2797.821044921875,44.5085,1550000,3744.07,310,310,3811.93
22.3467,-2895.30859375,44.9493,1555000,3719.62,311,311,3738.87
23.8623,-2997.120361328125,44.468,1560000,2987.37,312,312,3387.69
21.3988,-2898.854248046875,44.4793,1565000,3876.14,313,313,3719.82
19.9856,-2839.511962890625,44.4566,1570000,3732.44,314,314,3761.16
19.3322,-2955.36181640625,44.5129,1575000,3772.84,315,315,3834.17
21.2331,-2968.68701171875,45.5074,1580000,3866.29,316,316,3923.56
18.1055,-2928.058837890625,44.3657,1585000,3700.43,317,317,3745.06
17.5191,-2809.6865234375,44.1049,1590000,3812.58,318,318,3836.16
26.186,-4049.76708984375,48.3656,1595000,543.69,319,319,526.0
23.6492,-3098.634033203125,45.3044,1600000,3512.23,320,320,3042.66
20.9537,-3145.768798828125,45.3763,1605000,3767.72,321,321,3732.93
19.4322,-3027.268798828125,44.7586,1610000,3856.34,322,322,3908.72
18.9203,-2890.1953125,44.4798,1615000,3681.05,323,323,3779.07
17.7315,-2995.95556640625,44.3417,1620000,3724.8,324,324,3778.49
21.2202,-3295.725830078125,45.5418,1625000,3823.29,325,325,3823.47
18.8839,-3203.8408203125,45.0226,1630000,3837.83,326,326,3871.45
20.0939,-3249.341552734375,45.39,1635000,3849.89,327,327,3892.74
20.6653,-3438.754638671875,44.2114,1640000,3394.4,328,328,3840.32
20.2199,-3108.1796875,44.7204,1645000,3754.57,329,329,3792.75
20.1055,-3220.406005859375,44.7097,1650000,3888.72,330,330,3947.38
21.0795,-3439.722900390625,45.1062,1655000,3779.8,331,331,3846.79
22.0651,-3456.6123046875,44.6213,1660000,3803.86,332,332,3672.71
20.2669,-3278.400390625,44.795,1665000,3800.13,333,333,3785.95
32.6027,-4111.96630859375,46.2022,1670000,2692.22,334,334,3754.47
21.0041,-3394.509521484375,44.8907,1675000,3811.23,335,335,3803.36
20.1416,-3476.7490234375,44.8901,1680000,3890.52,336,336,3957.49
19.4501,-3348.89404296875,44.9506,1685000,3776.64,337,337,3786.6
27.2868,-3542.733642578125,45.3125,1690000,2267.82,338,338,3040.6
22.1236,-3499.494384765625,45.7821,1695000,3581.31,339,339,3912.18
22.0394,-3422.52001953125,44.1882,1700000,3821.05,340,340,3904.48
24.054,-3981.36767578125,45.559,1705000,2078.92,341,341,693.43
22.7453,-3653.5859375,45.0292,1710000,3734.96,342,342,3742.88
20.5578,-3553.81787109375,45.0151,1715000,3780.73,343,343,3811.63
24.4751,-3706.86865234375,45.6314,1720000,3816.45,344,344,3749.01
19.2027,-3492.378662109375,44.434,1725000,3706.08,345,345,3740.36
19.4771,-3409.27783203125,44.3765,1730000,3800.72,346,346,3849.98
24.2695,-3716.037353515625,45.7047,1735000,3704.88,347,347,3828.35
23.0531,-3650.722900390625,44.1376,1740000,2808.82,348,348,3086.82
25.5568,-3810.48193359375,46.1858,1745000,3922.49,349,349,3937.2
24.5124,-3570.94482421875,45.0217,1750000,3592.88,350,350,3737.34
24.3834,-3848.906494140625,46.5341,1755000,3451.49,351,351,3578.23
25.4682,-3813.634033203125,46.3046,1760000,3760.34,352,352,3796.49
22.8457,-3792.933349609375,45.9267,1765000,3739.0,353,353,3433.24
25.0022,-3947.384033203125,45.3786,1770000,3742.25,354,354,3814.0
22.7119,-3857.494384765625,45.6614,1775000,3711.91,355,355,3722.77
23.8109,-3888.93408203125,45.6601,1780000,3330.38,356,356,3626.85
27.6729,-4056.829345703125,45.6416,1785000,2636.65,357,357,2861.21
23.7835,-3808.2861328125,44.904,1790000,3862.42,358,358,3893.03
19.816,-3703.84130859375,44.4387,1795000,3607.19,359,359,3654.79
30.6953,-4624.86669921875,45.1578,1800000,2542.28,360,360,2415.71
21.4796,-4018.572265625,44.2477,1805000,3229.09,361,361,3676.9
21.5703,-3797.531494140625,44.4532,1810000,3798.8,362,362,3849.51
20.5605,-3881.947998046875,45.4678,1815000,3731.27,363,363,3769.85
22.1063,-3940.17578125,45.0241,1820000,3776.42,364,364,3813.38
40.5277,-4658.62744140625,47.385,1825000,2426.52,365,365,3298.25
23.8622,-3926.54541015625,45.5942,1830000,3967.73,366,366,3990.61
21.7729,-4008.5673828125,45.4177,1835000,3693.85,367,367,3740.43
21.9096,-4018.59521484375,45.2283,1840000,3859.53,368,368,3852.58
19.6931,-4313.80517578125,44.8861,1845000,3431.36,369,369,3046.41
28.0885,-4567.416015625,45.2101,1850000,3248.85,370,370,3895.47
22.5856,-4222.7158203125,45.2337,1855000,3809.21,371,371,3844.23
31.6164,-4611.79296875,45.9948,1860000,3497.9,372,372,3196.55
23.5698,-4219.59765625,44.5372,1865000,3757.37,373,373,3759.47
19.3467,-4078.67431640625,44.8172,1870000,3631.15,374,374,3658.79
22.465,-4246.76513671875,45.3479,1875000,4025.44,375,375,4067.47
23.7548,-4265.48583984375,44.5972,1880000,3633.7,376,376,3708.37
22.4376,-4390.24072265625,45.5221,1885000,3947.97,377,377,3985.95
22.877,-4317.52197265625,44.7776,1890000,3841.68,378,378,3877.17
22.129,-4661.05908203125,45.5618,1895000,3829.41,379,379,3850.32
22.0618,-4392.041015625,44.7538,1900000,3877.38,380,380,3915.4
20.9355,-4543.23828125,44.7722,1905000,3877.13,381,381,4016.78
24.0115,-4761.07470703125,45.5864,1910000,3802.03,382,382,3845.31
22.4605,-4479.873046875,45.3622,1915000,3742.76,383,383,3717.99
21.2727,-4661.08935546875,44.8352,1920000,3638.24,384,384,3724.21
