Running Reverse KL,Itration,Running Forward KL,Real Det Return,Running Env Steps,Real Sto Return,Reward Loss,Running Update Time
30.9098,40,72.5145,813.64,200000,254.29,-2575.38671875,40
30.1754,41,69.1484,750.77,205000,285.15,-2618.42236328125,41
30.1349,42,69.0555,711.05,210000,208.27,-2681.186279296875,42
30.5901,43,67.9165,932.46,215000,191.09,-2722.872314453125,43
30.7575,44,70.3736,956.4,220000,270.52,-2856.365478515625,44
29.6713,45,66.4022,947.93,225000,303.81,-2854.4326171875,45
30.7104,46,69.0361,748.65,230000,297.09,-2995.4443359375,46
30.7226,47,70.1481,1040.57,235000,309.61,-3092.5849609375,47
30.1391,48,69.4234,797.93,240000,277.94,-3150.628173828125,48
30.7276,49,69.1919,943.86,245000,275.93,-3219.83154296875,49
29.9193,50,69.0124,1024.62,250000,299.32,-3265.382568359375,50
30.5093,51,69.1872,1012.83,255000,265.33,-3376.419921875,51
30.4134,52,68.8767,938.36,260000,295.03,-3431.546142578125,52
30.4047,53,68.4418,1029.58,265000,364.69,-3530.255859375,53
30.672,54,70.4124,984.76,270000,300.88,-3657.7919921875,54
29.6639,55,67.5214,949.93,275000,311.55,-3651.3037109375,55
30.7273,56,69.6295,968.94,280000,270.45,-3781.240234375,56
31.1133,57,72.0483,1024.0,285000,341.33,-3914.927490234375,57
30.0869,58,67.5682,912.91,290000,329.6,-3915.57421875,58
28.4844,59,64.6333,948.88,295000,397.61,-3870.395751953125,59
30.179,60,67.6425,1015.55,300000,335.07,-4121.083984375,60
30.2275,61,69.7271,866.27,305000,308.17,-4203.05615234375,61
30.272,62,68.943,975.86,310000,302.76,-4275.794921875,62
29.81,63,66.5743,905.36,315000,351.42,-4296.576171875,63
30.1279,64,69.7932,788.8,320000,316.72,-4509.4765625,64
30.2609,65,71.1814,854.25,325000,269.14,-4608.40283203125,65
29.3185,66,66.0848,994.18,330000,359.08,-4611.4794921875,66
28.7788,67,64.9251,935.88,335000,280.82,-4610.09228515625,67
30.0966,68,69.984,1021.83,340000,412.34,-4864.35205078125,68
29.0283,69,64.9544,1058.28,345000,342.21,-4840.623046875,69
29.9244,70,69.6075,886.22,350000,318.62,-5051.58447265625,70
30.6079,71,70.0005,981.82,355000,320.86,-5164.1875,71
29.7346,72,69.4457,1032.9,360000,291.92,-5239.14013671875,72
29.6939,73,67.0266,1031.24,365000,324.01,-5314.7431640625,73
30.0744,74,67.84,963.3,370000,322.84,-5429.126953125,74
30.4364,75,67.4636,959.11,375000,311.48,-5525.146484375,75
30.3727,76,68.6874,1050.76,380000,295.88,-5666.3994140625,76
27.5794,77,62.1773,842.08,385000,351.44,-5463.05517578125,77
29.6966,78,68.0773,994.47,390000,347.43,-5832.8154296875,78
29.6581,79,66.7438,1011.51,395000,354.05,-5905.35791015625,79
29.8838,80,69.155,957.18,400000,356.1,-6102.42529296875,80
30.3333,81,67.9014,885.74,405000,366.25,-6203.6005859375,81
30.2944,82,68.8443,983.91,410000,337.34,-6359.82080078125,82
28.7035,83,65.9561,947.14,415000,358.95,-6307.52001953125,83
30.2024,84,69.2546,901.14,420000,268.03,-6554.21435546875,84
29.1124,85,66.9362,966.28,425000,326.01,-6440.4287109375,85
29.9983,86,69.13,1073.43,430000,344.64,-6748.708984375,86
29.9371,87,67.0715,1030.33,435000,333.42,-6852.99609375,87
30.2946,88,70.1991,995.78,440000,315.36,-7076.826171875,88
30.1628,89,67.8827,1088.35,445000,367.09,-7111.59716796875,89
30.2411,90,69.4326,1026.18,450000,327.69,-7260.5615234375,90
30.5968,91,69.1909,982.55,455000,329.2,-7431.40380859375,91
29.2513,92,64.4374,1066.46,460000,362.41,-7309.95703125,92
30.2307,93,67.9445,935.01,465000,403.58,-7662.0576171875,93
29.8774,94,68.8729,916.61,470000,304.81,-7784.84521484375,94
30.0903,95,68.3117,881.61,475000,348.24,-7944.52490234375,95
29.3505,96,68.0851,669.32,480000,327.12,-8023.66552734375,96
28.5637,97,64.2265,895.36,485000,349.28,-7748.81689453125,97
30.5256,98,68.638,861.04,490000,330.34,-8344.322265625,98
29.465,99,66.8384,917.22,495000,321.37,-8380.5283203125,99
30.0197,100,68.8909,1037.26,500000,399.89,-8646.9775390625,100
28.3226,101,64.2211,936.05,505000,411.2,-8417.33203125,101
28.7955,102,64.5403,1047.9,510000,403.73,-8691.181640625,102
29.172,103,67.2302,1036.09,515000,399.83,-8966.7509765625,103
29.5364,104,65.7961,1060.09,520000,417.97,-9020.5126953125,104
31.049,105,69.5745,903.58,525000,299.94,-9420.931640625,105
30.5118,106,69.9676,961.21,530000,319.1,-9534.48828125,106
30.1648,107,68.0268,846.22,535000,380.45,-9694.998046875,107
28.7707,108,65.377,1069.13,540000,256.91,-9512.283203125,108
30.3245,109,71.2715,1024.39,545000,389.86,-10040.5009765625,109
28.6641,110,65.5768,975.78,550000,345.09,-9868.775390625,110
28.9047,111,65.3464,1000.61,555000,354.28,-10107.8408203125,111
28.6793,112,65.3529,845.92,560000,390.56,-10176.11328125,112
30.1765,113,69.1243,1020.77,565000,356.55,-10661.4228515625,113
28.0033,114,61.9293,1091.76,570000,430.93,-10259.5556640625,114
29.8623,115,67.1695,947.55,575000,391.63,-10843.720703125,115
30.3653,116,68.5935,1029.67,580000,350.59,-11189.189453125,116
27.9968,117,61.1547,1047.31,585000,367.71,-10655.7978515625,117
28.8887,118,64.8596,919.4,590000,378.37,-11133.9970703125,118
28.7221,119,65.0151,992.41,595000,342.78,-11365.4462890625,119
29.3782,120,68.3278,922.72,600000,343.85,-11753.7265625,120
27.2945,121,60.6422,916.1,605000,356.24,-11164.3291015625,121
28.8929,122,66.0599,931.44,610000,371.64,-11963.466796875,122
29.0811,123,64.9995,898.93,615000,343.52,-12108.384765625,123
30.523,124,69.4208,1013.43,620000,318.73,-12671.9619140625,124
28.6065,125,66.0567,935.42,625000,362.65,-12387.56640625,125
29.6427,126,65.5009,1036.1,630000,427.47,-12667.2021484375,126
29.3924,127,66.6276,1085.07,635000,391.79,-12943.8232421875,127
27.8224,128,63.781,962.86,640000,322.75,-12898.626953125,128
29.4756,129,67.9729,792.61,645000,340.22,-13462.302734375,129
27.6881,130,61.5849,1032.55,650000,362.2,-12977.8896484375,130
28.6688,131,66.0168,1056.44,655000,387.83,-13652.6328125,131
28.4191,132,64.1386,1018.57,660000,402.17,-13735.9345703125,132
27.5226,133,62.0306,1054.97,665000,401.75,-13565.556640625,133
30.0812,134,69.9426,1052.69,670000,406.87,-14556.9072265625,134
28.5818,135,66.3309,919.01,675000,341.43,-14400.8671875,135
28.8218,136,65.3384,1076.98,680000,343.21,-14594.0908203125,136
28.6033,137,64.5709,1007.6,685000,381.76,-14609.462890625,137
29.574,138,68.4389,1007.47,690000,403.29,-15385.1669921875,138
28.9506,139,64.9359,1086.7,695000,350.74,-15155.494140625,139
28.9254,140,66.5367,1015.85,700000,348.57,-15716.892578125,140
29.7581,141,68.6937,1057.45,705000,331.45,-16064.369140625,141
27.9858,142,64.1839,1017.84,710000,391.22,-15596.34765625,142
28.014,143,62.0728,1087.11,715000,463.39,-15421.896484375,143
29.2459,144,67.1014,990.71,720000,413.13,-16632.140625,144
28.7913,145,64.0215,966.41,725000,476.95,-16432.4765625,145
28.9406,146,64.5286,929.96,730000,423.6,-16713.49609375,146
27.0098,147,60.1983,1149.08,735000,462.61,-16482.892578125,147
28.0138,148,63.9102,919.82,740000,377.98,-17140.333984375,148
28.2306,149,64.2507,914.27,745000,356.82,-17209.47265625,149
29.3342,150,66.0052,1136.63,750000,426.42,-18039.240234375,150
28.877,151,64.62,1102.54,755000,450.92,-18048.990234375,151
28.0522,152,63.7967,1105.44,760000,397.76,-18098.794921875,152
28.4992,153,64.2468,974.65,765000,399.54,-18533.416015625,153
29.1242,154,65.5964,1087.22,770000,425.7,-18811.48046875,154
29.5351,155,69.1488,1014.64,775000,376.67,-19503.732421875,155
28.0276,156,62.7555,858.48,780000,388.26,-19034.412109375,156
30.0992,157,69.2428,949.77,785000,391.46,-20135.919921875,157
28.9039,158,63.5985,1111.78,790000,413.04,-19486.7890625,158
30.2312,159,67.1222,1091.4,795000,417.33,-20752.1484375,159
28.8718,160,66.6134,1058.84,800000,470.3,-20522.56640625,160
28.9246,161,66.7049,1126.19,805000,440.12,-20513.7734375,161
29.4896,162,66.173,1122.5,810000,445.5,-21133.6640625,162
29.2947,163,67.3607,1089.9,815000,432.32,-21466.947265625,163
27.8551,164,62.6267,1101.7,820000,362.83,-20768.609375,164
27.9758,165,62.7256,1046.33,825000,428.41,-21518.70703125,165
28.0539,166,63.3821,1051.06,830000,531.78,-22021.26171875,166
29.4506,167,67.1895,955.72,835000,352.99,-22776.31640625,167
27.992,168,63.0764,1103.26,840000,548.53,-22383.783203125,168
29.0808,169,66.4701,1067.04,845000,382.81,-23011.23046875,169
27.0677,170,59.863,1081.38,850000,449.87,-22055.330078125,170
28.2912,171,64.4181,1006.37,855000,474.44,-23264.486328125,171
27.792,172,61.2521,1139.21,860000,461.69,-23230.673828125,172
28.0173,173,63.6674,1000.63,865000,367.8,-23813.20703125,173
27.9926,174,63.1252,1104.95,870000,478.13,-24284.818359375,174
29.2155,175,67.6267,1136.27,875000,396.56,-25546.439453125,175
26.3842,176,59.5998,1150.76,880000,422.0,-23368.25390625,176
28.7807,177,64.4277,828.34,885000,408.23,-25687.169921875,177
27.8814,178,63.5469,1099.62,890000,401.58,-25554.201171875,178
29.5596,179,66.9908,1048.95,895000,499.47,-26847.712890625,179
28.2478,180,63.9275,1152.29,900000,584.24,-25937.0390625,180
27.0781,181,61.378,1094.9,905000,480.28,-25758.419921875,181
26.9589,182,62.1241,1164.76,910000,547.71,-26083.62890625,182
27.5583,183,61.5484,1148.46,915000,369.81,-26827.12109375,183
26.9441,184,60.0621,1168.66,920000,403.95,-27076.794921875,184
28.4729,185,65.1073,1125.46,925000,519.6,-28203.34375,185
27.4211,186,61.4456,1096.39,930000,430.18,-27919.177734375,186
28.25,187,62.6524,1288.3,935000,512.7,-28289.763671875,187
27.3948,188,61.3639,1256.92,940000,539.27,-28537.76171875,188
26.8627,189,61.73,1158.19,945000,660.02,-28370.271484375,189
27.843,190,62.9938,1254.48,950000,499.34,-30119.3203125,190
26.2284,191,58.4928,1122.86,955000,424.3,-28386.216796875,191
26.4642,192,58.9885,1785.52,960000,628.05,-28997.974609375,192
25.3874,193,56.8864,1628.38,965000,720.4,-26886.98828125,193
23.5681,194,52.5595,1656.15,970000,527.07,-25501.552734375,194
26.9581,195,60.8501,1152.71,975000,798.01,-31005.064453125,195
25.3847,196,56.8092,1498.01,980000,643.44,-29343.009765625,196
25.8585,197,56.4754,1545.11,985000,754.12,-29049.2421875,197
24.6224,198,55.5521,1481.91,990000,909.36,-29207.021484375,198
24.1327,199,53.9123,1783.7,995000,976.41,-28286.87109375,199
24.6045,200,56.3471,1328.79,1000000,687.81,-30314.484375,200
23.8256,201,54.0269,1506.81,1005000,798.33,-29248.80859375,201
24.1286,202,54.637,1304.32,1010000,547.95,-30161.1171875,202
26.1631,203,59.0007,1205.34,1015000,675.49,-32891.78125,203
26.4079,204,58.7504,1272.93,1020000,485.26,-33578.05078125,204
25.5819,205,57.5925,1155.95,1025000,455.15,-32724.80859375,205
29.3204,206,67.0038,1115.69,1030000,488.46,-36816.65625,206
28.2966,207,63.2234,1061.8,1035000,478.01,-36329.80078125,207
23.9678,208,54.1846,1245.74,1040000,624.71,-30510.423828125,208
26.0192,209,58.4279,1110.75,1045000,535.52,-34481.5078125,209
24.8437,210,57.013,1214.89,1050000,797.94,-34265.6015625,210
26.3979,211,59.0093,1100.41,1055000,499.39,-35118.59375,211
25.062,212,56.9821,1090.72,1060000,624.89,-34420.828125,212
23.6459,213,54.7557,1098.7,1065000,428.54,-33245.25390625,213
27.2511,214,60.874,986.92,1070000,494.44,-38188.65625,214
27.1642,215,60.9059,1084.55,1075000,582.8,-38969.36328125,215
25.2964,216,56.9235,1082.77,1080000,425.49,-36621.14453125,216
26.4213,217,58.9551,1066.66,1085000,605.12,-39024.07421875,217
25.7303,218,57.8717,1112.19,1090000,455.24,-37626.8984375,218
25.3763,219,57.2014,1031.91,1095000,425.14,-38635.43359375,219
26.5523,220,60.0156,1131.98,1100000,461.14,-40327.41015625,220
25.2798,221,58.0939,1229.41,1105000,402.79,-39144.1484375,221
26.5494,222,60.4388,1161.02,1110000,584.51,-41045.73046875,222
26.575,223,60.2104,960.53,1115000,486.48,-41033.53125,223
28.7397,224,64.3597,1104.76,1120000,536.0,-43803.89453125,224
28.0773,225,63.4304,1091.48,1125000,366.7,-42734.02734375,225
28.3907,226,64.0555,1093.61,1130000,397.2,-44638.4375,226
29.5416,227,59.4582,1011.67,1135000,411.11,-43356.3203125,227
26.9866,228,61.4794,1145.46,1140000,387.29,-44248.1171875,228
26.7808,229,60.3894,1081.46,1145000,502.69,-44046.85546875,229
27.3028,230,62.9698,1107.0,1150000,369.48,-45163.0390625,230
27.2907,231,61.7043,1022.12,1155000,349.28,-45018.08984375,231
28.1321,232,63.6722,1015.62,1160000,360.87,-46760.22265625,232
28.1704,233,63.5237,1117.89,1165000,398.71,-47329.37109375,233
29.7148,234,67.8501,1111.18,1170000,396.14,-48571.06640625,234
29.2124,235,66.1662,938.23,1175000,450.59,-48949.32421875,235
29.1843,236,67.524,864.72,1180000,455.3,-49826.06640625,236
28.3818,237,65.2767,1033.85,1185000,394.49,-48843.48828125,237
28.6854,238,65.5995,1073.93,1190000,452.76,-50325.03125,238
28.8079,239,66.7562,1064.56,1195000,349.34,-50665.04296875,239
25.6978,240,58.3018,1205.74,1200000,514.74,-46250.28125,240
29.1861,241,66.8797,934.22,1205000,401.98,-51427.14453125,241
28.7808,242,65.6358,1219.21,1210000,418.12,-52172.78515625,242
27.6394,243,62.8838,1111.42,1215000,445.96,-50941.734375,243
26.8059,244,60.9693,1082.07,1220000,427.6,-50535.02734375,244
28.6963,245,65.4433,976.41,1225000,482.57,-52538.56640625,245
26.1491,246,60.2267,1184.19,1230000,419.24,-49500.4609375,246
27.5863,247,62.9689,1220.24,1235000,453.34,-52641.26171875,247
27.8046,248,61.9339,1102.42,1240000,426.47,-52638.7890625,248
25.7867,249,58.6413,1106.85,1245000,475.59,-50548.12890625,249
28.6576,250,63.7209,1171.74,1250000,552.3,-53765.9453125,250
26.8413,251,59.7056,1210.53,1255000,488.67,-53026.5859375,251
29.0874,252,65.0957,1070.78,1260000,458.23,-56190.3046875,252
28.821,253,64.0794,1102.68,1265000,405.39,-55862.6015625,253
26.9703,254,61.0246,1136.72,1270000,424.41,-53737.34375,254
26.4037,255,60.0487,1084.83,1275000,441.72,-54587.5859375,255
26.6687,256,61.0824,1026.65,1280000,496.34,-54763.703125,256
29.708,257,62.7953,1110.81,1285000,432.5,-55227.8984375,257
29.0241,258,64.7927,1155.2,1290000,397.92,-57781.2734375,258
28.2049,259,62.9559,1153.22,1295000,412.63,-57583.11328125,259
28.0467,260,64.3727,1216.08,1300000,458.48,-58322.30859375,260
28.5604,261,66.1855,1092.46,1305000,469.27,-59073.62109375,261
28.46,262,66.3596,1029.8,1310000,468.74,-59702.83984375,262
28.543,263,64.8366,1023.73,1315000,389.81,-59355.609375,263
27.1679,264,61.2644,1126.12,1320000,453.31,-57874.8671875,264
27.0499,265,61.3309,1113.15,1325000,498.62,-58473.234375,265
29.2803,266,66.8555,1053.3,1330000,398.14,-61586.71484375,266
29.2032,267,67.4947,1091.36,1335000,433.15,-62169.984375,267
29.3518,268,68.1051,1059.13,1340000,389.34,-61889.06640625,268
28.3887,269,63.7813,1050.72,1345000,438.22,-61326.5390625,269
26.5384,270,60.261,1128.19,1350000,511.02,-58227.79296875,270
28.7903,271,64.2178,1183.03,1355000,582.39,-61867.0234375,271
27.8648,272,61.8652,1207.75,1360000,502.1,-62590.09375,272
29.7659,273,59.6635,1142.01,1365000,473.8,-59390.92578125,273
27.7918,274,64.3342,1155.99,1370000,503.04,-64063.81640625,274
26.4421,275,61.4035,994.07,1375000,495.54,-60989.2578125,275
26.8572,276,61.1117,1112.41,1380000,381.14,-62447.30859375,276
29.0707,277,64.883,1069.72,1385000,473.52,-64731.96484375,277
28.3864,278,64.1815,1177.37,1390000,422.19,-64461.390625,278
26.8887,279,60.2125,1100.48,1395000,509.66,-62405.68359375,279
28.4164,280,65.1857,1094.47,1400000,410.97,-65708.6328125,280
26.6,281,59.0762,912.04,1405000,415.76,-62917.6484375,281
26.5882,282,59.9795,1108.65,1410000,461.91,-63317.23046875,282
27.5244,283,62.6232,1214.22,1415000,491.03,-64579.453125,283
27.4889,284,62.4517,908.17,1420000,405.35,-65469.90625,284
27.542,285,64.5961,1016.54,1425000,365.56,-67673.09375,285
29.392,286,68.1112,1136.85,1430000,469.8,-69070.7265625,286
28.8642,287,65.4597,1128.5,1435000,433.57,-68981.140625,287
29.2192,288,67.9651,1053.59,1440000,437.3,-70161.3203125,288
25.6699,289,57.5386,1013.7,1445000,384.46,-64204.9609375,289
27.2212,290,62.3713,1025.99,1450000,440.21,-68839.765625,290
28.0372,291,65.7897,1119.2,1455000,394.91,-69027.2890625,291
27.4828,292,61.5284,1205.57,1460000,421.66,-68834.8203125,292
27.0706,293,61.1572,1188.57,1465000,537.77,-68143.28125,293
26.1236,294,59.1903,1159.62,1470000,475.65,-66936.0078125,294
26.0184,295,60.1597,1083.4,1475000,394.15,-67163.046875,295
27.4939,296,63.0069,1131.68,1480000,448.35,-71002.6640625,296
28.88,297,65.719,1112.44,1485000,469.58,-72882.5625,297
26.3204,298,58.7875,975.06,1490000,440.92,-68685.6875,298
28.307,299,65.9043,955.56,1495000,359.47,-72572.90625,299
25.9758,300,59.1851,972.14,1500000,427.36,-69293.6796875,300
27.269,301,63.3436,1053.48,1505000,340.9,-73315.9140625,301
27.474,302,63.0339,1077.39,1510000,429.84,-73281.875,302
26.709,303,60.4333,1130.9,1515000,498.59,-71551.3046875,303
27.4102,304,61.8221,1168.72,1520000,462.01,-72225.5390625,304
28.0943,305,65.4317,971.88,1525000,373.86,-75168.4296875,305
27.2725,306,62.683,1091.6,1530000,546.27,-74020.3203125,306
28.3933,307,64.4767,1164.17,1535000,467.86,-76234.265625,307
27.5271,308,62.2718,1078.8,1540000,544.16,-74269.8671875,308
26.6858,309,61.2726,1280.47,1545000,410.74,-73601.6328125,309
28.7701,310,64.7352,1183.38,1550000,451.99,-77466.515625,310
26.6348,311,59.8469,1191.87,1555000,345.72,-74691.234375,311
27.5724,312,63.095,1008.97,1560000,403.18,-76449.65625,312
27.0885,313,61.028,1186.03,1565000,552.25,-76100.5234375,313
27.9743,314,64.2421,1095.77,1570000,455.13,-76655.1171875,314
26.3458,315,60.0992,1273.33,1575000,453.07,-74670.9140625,315
26.4044,316,60.4959,973.36,1580000,397.91,-74045.25,316
28.264,317,63.8009,1123.6,1585000,421.65,-78511.390625,317
27.8372,318,63.436,1151.55,1590000,509.24,-78986.1875,318
25.7535,319,58.4208,1180.39,1595000,498.1,-75213.140625,319
28.8896,320,66.0679,1166.24,1600000,402.05,-80881.2421875,320
26.87,321,61.2026,1235.66,1605000,474.13,-78162.9375,321
26.5893,322,60.2688,1128.38,1610000,474.97,-77262.171875,322
26.8089,323,60.0744,846.99,1615000,421.73,-77984.8828125,323
25.9716,324,58.4054,999.01,1620000,653.95,-75595.5703125,324
26.9519,325,59.4298,1268.28,1625000,588.65,-79260.703125,325
24.9118,326,57.0651,1016.04,1630000,485.63,-73840.59375,326
27.2537,327,61.8593,1013.8,1635000,478.87,-80236.5234375,327
28.2462,328,64.1589,1041.3,1640000,441.61,-82532.859375,328
27.2036,329,61.0981,1102.26,1645000,410.16,-81691.65625,329
27.7737,330,60.866,1083.5,1650000,442.56,-82865.46875,330
27.7549,331,63.0024,1144.55,1655000,480.42,-82069.5546875,331
25.8558,332,59.6351,1122.89,1660000,469.03,-79258.8203125,332
27.3358,333,62.4059,1044.28,1665000,488.29,-82517.1875,333
26.7466,334,60.1321,1145.4,1670000,383.67,-82273.734375,334
26.5731,335,58.5117,1205.09,1675000,465.63,-80711.1875,335
28.94,336,66.5419,1130.08,1680000,422.2,-86870.8984375,336
28.1773,337,65.2153,943.47,1685000,447.42,-85449.3125,337
28.7988,338,65.3425,970.94,1690000,448.87,-86895.40625,338
27.3257,339,61.5485,1039.16,1695000,550.85,-83955.625,339
27.1876,340,60.7522,1150.8,1700000,547.75,-83506.3515625,340
28.1074,341,64.3712,986.93,1705000,427.1,-86644.8515625,341
27.64,342,63.2416,1028.04,1710000,500.96,-86322.453125,342
27.1024,343,62.1364,1127.31,1715000,415.42,-84964.53125,343
27.5144,344,62.5649,999.88,1720000,473.96,-85363.375,344
28.1383,345,64.5432,1150.69,1725000,434.62,-86851.203125,345
26.6605,346,60.9232,1162.76,1730000,409.4,-83171.75,346
27.0166,347,61.1011,1094.6,1735000,443.23,-84571.3203125,347
28.8284,348,64.1581,998.19,1740000,439.56,-88264.09375,348
27.6159,349,62.3298,1022.19,1745000,376.83,-86166.03125,349
26.7784,350,61.2527,1114.1,1750000,462.75,-85326.1015625,350
27.9188,351,62.9854,1124.41,1755000,389.64,-86873.8515625,351
27.589,352,62.217,1161.65,1760000,472.28,-86194.9140625,352
28.792,353,65.9098,1130.82,1765000,445.74,-89006.3828125,353
28.1972,354,64.8317,948.17,1770000,424.82,-87999.3671875,354
27.0897,355,62.6974,995.96,1775000,487.99,-85757.390625,355
27.8251,356,64.3272,1113.51,1780000,390.46,-87589.2265625,356
26.6566,357,60.464,941.23,1785000,363.26,-85111.875,357
27.7258,358,63.0784,887.37,1790000,448.2,-87887.8828125,358
27.2706,359,61.9075,986.52,1795000,390.85,-86376.46875,359
28.1402,360,64.2995,1031.25,1800000,429.5,-88012.5078125,360
28.3495,361,64.8082,1169.02,1805000,451.75,-88984.53125,361
28.0577,362,63.0223,1134.04,1810000,498.18,-88251.2578125,362
29.691,363,68.3771,1016.36,1815000,398.18,-90984.765625,363
27.549,364,63.3652,994.44,1820000,413.27,-88036.09375,364
27.9101,365,63.0452,1123.57,1825000,402.89,-87317.78125,365
29.0516,366,66.8421,852.72,1830000,397.05,-90294.6796875,366
28.7257,367,66.5702,1025.51,1835000,388.89,-90194.3046875,367
27.865,368,62.7141,1099.15,1840000,402.72,-88162.4296875,368
27.4416,369,62.4576,1046.23,1845000,457.86,-87575.8203125,369
26.3455,370,59.3796,1088.48,1850000,431.98,-84652.5703125,370
27.0926,371,60.4936,998.28,1855000,448.08,-85727.625,371
28.6537,372,64.81,1061.92,1860000,433.09,-90099.75,372
28.1971,373,63.7623,1106.58,1865000,484.26,-88268.6171875,373
27.3185,374,63.1925,996.95,1870000,499.95,-87260.8125,374
28.2519,375,64.3786,1213.19,1875000,433.87,-89445.109375,375
27.6241,376,61.8273,1190.9,1880000,545.19,-87810.6640625,376
27.6634,377,62.0642,1124.29,1885000,400.33,-88503.8515625,377
27.0703,378,60.6812,999.22,1890000,466.74,-87142.3203125,378
27.1832,379,60.8221,1225.38,1895000,518.03,-86058.7265625,379
28.3983,380,62.9179,986.44,1900000,495.16,-89276.5859375,380
28.0214,381,59.672,985.92,1905000,435.01,-84623.6015625,381
28.7389,382,65.3517,813.56,1910000,411.84,-90447.1875,382
27.7927,383,63.2793,1032.42,1915000,403.43,-89019.3203125,383
28.1243,384,63.4432,1075.56,1920000,377.37,-89655.265625,384
29.2376,385,67.7697,1076.86,1925000,432.47,-92413.8046875,385
27.0149,386,62.3335,1073.75,1930000,568.15,-88034.7578125,386
28.224,387,64.6779,1124.77,1935000,446.64,-90405.3515625,387
28.8391,388,66.1904,1063.98,1940000,396.3,-91329.5078125,388
27.5968,389,61.4767,1022.99,1945000,502.83,-88067.28125,389
29.382,390,62.9928,1032.75,1950000,468.89,-89714.203125,390
27.22,391,62.3731,1035.59,1955000,479.58,-89025.9921875,391
28.7575,392,67.4194,1056.51,1960000,460.23,-92076.3125,392
26.6291,393,60.3657,1129.26,1965000,507.33,-86922.984375,393
26.1532,394,59.1765,1078.36,1970000,461.45,-85267.859375,394
25.9625,395,58.5378,1019.28,1975000,453.82,-85814.5234375,395
27.9984,396,63.157,1229.06,1980000,428.09,-89653.796875,396
28.3111,397,64.4086,1126.73,1985000,446.5,-90752.0,397
28.9583,398,67.1034,834.13,1990000,351.18,-91652.40625,398
27.274,399,62.7353,1020.99,1995000,464.3,-89591.015625,399
27.6976,400,62.3141,1002.17,2000000,479.29,-89348.9375,400
27.7149,401,63.507,1130.59,2005000,456.58,-90085.1953125,401
28.1089,402,64.0684,1024.57,2010000,517.94,-89915.3046875,402
27.6101,403,61.6588,1083.79,2015000,469.35,-87867.4296875,403
27.4716,404,61.5031,1081.97,2020000,408.5,-89183.3828125,404
27.8808,405,62.117,1116.44,2025000,507.39,-89385.5859375,405
26.6911,406,59.5476,1012.51,2030000,434.35,-85792.578125,406
27.6299,407,60.3464,1087.18,2035000,582.17,-87389.125,407
