Real Det Return,Running Reverse KL,Running Env Steps,Running Update Time,Real Sto Return,Reward Loss,Running Forward KL,Itration
1744.91,196.8681,200000,40,2003.17,-7414.1318359375,357.3843,40
1301.1,246.3722,205000,41,2146.19,-8958.517578125,370.9294,41
1652.95,224.7933,210000,42,1805.16,-8784.9423828125,370.1614,42
2639.81,230.502,215000,43,1724.36,-8836.1552734375,381.8227,43
869.47,288.2712,220000,44,982.62,-10303.7451171875,396.6855,44
853.51,312.1028,225000,45,826.9,-10600.6083984375,392.8491,45
1313.8,313.279,230000,46,956.89,-10902.8388671875,387.277,46
3565.1,279.5665,235000,47,1479.65,-10258.5576171875,369.268,47
2326.65,277.6149,240000,48,1332.9,-9964.197265625,361.818,48
3846.19,233.8271,245000,49,1454.01,-9280.9169921875,379.6575,49
1534.17,163.8451,250000,50,3086.68,-6662.1064453125,347.5889,50
1436.11,175.0323,255000,51,2580.25,-7013.1435546875,350.7393,51
1802.92,175.9389,260000,52,3532.54,-7592.58251953125,350.5217,52
1683.54,151.5625,265000,53,2814.47,-6901.41796875,341.8359,53
2774.7,176.9985,270000,54,3353.29,-7823.87548828125,351.4294,54
4183.81,143.158,275000,55,4669.29,-5869.61865234375,338.8669,55
4688.11,147.1457,280000,56,4822.04,-5959.9921875,340.9861,56
4215.04,145.7538,285000,57,4609.0,-5326.404296875,344.6152,57
4321.64,133.8407,290000,58,4668.6,-5482.8662109375,334.8149,58
2008.99,168.2348,295000,59,3817.53,-7323.03662109375,343.9149,59
4225.42,148.9147,300000,60,4196.04,-6260.4130859375,345.5826,60
4988.87,134.4007,305000,61,4840.01,-5481.8896484375,340.9929,61
4151.48,138.2866,310000,62,4833.65,-6550.86962890625,338.7745,62
4503.6,148.0445,315000,63,3828.84,-6514.48681640625,343.9541,63
5168.93,158.1812,320000,64,4460.25,-7461.84521484375,343.8126,64
2029.31,172.896,325000,65,4768.51,-8456.3544921875,337.9606,65
3665.78,130.5292,330000,66,4842.63,-7082.6689453125,335.3338,66
4135.9,145.4913,335000,67,4288.68,-7607.671875,342.2675,67
3334.14,124.5426,340000,68,4412.52,-6669.2421875,331.9408,68
1054.35,142.6112,345000,69,3390.26,-8170.42529296875,339.6948,69
1455.69,129.578,350000,70,4205.08,-7261.111328125,333.145,70
1254.8,163.7215,355000,71,3573.26,-9470.8232421875,343.9558,71
1133.82,231.9791,360000,72,4314.0,-10756.724609375,352.9675,72
1407.78,127.9581,365000,73,5027.49,-7629.91259765625,327.9117,73
1622.53,135.7943,370000,74,4971.22,-8381.3935546875,337.0429,74
1098.37,122.7096,375000,75,4331.79,-8212.89453125,324.5265,75
929.93,142.568,380000,76,4520.99,-9094.12890625,334.9387,76
2582.73,152.0836,385000,77,4736.08,-9410.408203125,335.8581,77
3077.91,135.7672,390000,78,4893.99,-8627.431640625,328.3063,78
3200.12,138.7589,395000,79,4683.52,-9346.01953125,334.0389,79
4094.32,130.4654,400000,80,4719.19,-9081.4365234375,330.0325,80
3742.65,112.9425,405000,81,4723.51,-8864.869140625,325.2025,81
3871.77,130.2761,410000,82,4678.06,-9318.4716796875,331.7186,82
3450.94,129.9188,415000,83,4349.35,-9695.5947265625,330.6967,83
5190.22,125.4395,420000,84,4906.83,-9572.4794921875,330.3659,84
3449.82,122.5392,425000,85,4913.63,-9502.8056640625,329.8964,85
5048.99,113.9637,430000,86,5092.89,-9600.7236328125,327.5465,86
3282.99,122.0389,435000,87,4647.28,-10150.107421875,326.7931,87
2106.95,121.6204,440000,88,4614.69,-10527.9306640625,327.8836,88
3360.71,119.8928,445000,89,4075.93,-10427.1953125,332.0757,89
3264.48,120.5492,450000,90,4746.93,-10920.265625,329.9314,90
1409.86,164.4209,455000,91,3360.02,-11838.703125,337.9716,91
3927.03,123.6354,460000,92,5150.49,-11319.1318359375,333.9128,92
4232.37,115.7857,465000,93,4914.9,-11186.9912109375,323.5844,93
1993.23,127.0588,470000,94,4699.08,-11673.681640625,329.2269,94
2513.09,157.2881,475000,95,3781.64,-11940.1552734375,329.9653,95
2992.97,148.5539,480000,96,4513.31,-12081.466796875,332.172,96
1052.47,149.4989,485000,97,4438.59,-12202.3623046875,332.0819,97
1015.95,184.4339,490000,98,3615.14,-12697.28515625,345.1497,98
2332.93,121.0223,495000,99,4982.71,-12162.181640625,330.7755,99
2710.62,135.5535,500000,100,4398.34,-12039.7578125,327.9773,100
2553.41,165.5575,505000,101,4131.62,-12630.310546875,334.4924,101
2456.61,135.2119,510000,102,3972.35,-12456.361328125,330.9364,102
5216.07,126.9503,515000,103,5111.47,-12386.6904296875,329.7077,103
4714.35,120.1661,520000,104,4555.63,-12425.6533203125,323.0951,104
5333.6,123.1673,525000,105,4885.11,-12461.994140625,322.8982,105
5306.01,152.7777,530000,106,4540.12,-12951.8837890625,328.358,106
1939.99,136.762,535000,107,4483.11,-13002.1787109375,330.143,107
5322.34,111.9605,540000,108,5167.48,-12725.8935546875,312.4827,108
5380.67,116.3183,545000,109,5120.15,-12642.2041015625,316.9143,109
4022.53,116.4983,550000,110,4868.51,-12913.3037109375,321.9443,110
5111.49,112.8898,555000,111,5121.93,-12690.33984375,320.4574,111
5088.4,121.7914,560000,112,4689.77,-13119.9287109375,320.3341,112
3519.38,118.1363,565000,113,4900.72,-13512.60546875,324.5559,113
4262.31,142.0227,570000,114,4541.03,-13725.2724609375,325.6542,114
5004.89,106.7015,575000,115,4944.26,-12971.1630859375,312.2334,115
4483.25,113.192,580000,116,4988.1,-13315.490234375,317.4405,116
4936.87,143.0397,585000,117,4720.95,-14003.4423828125,323.7173,117
5320.38,130.993,590000,118,5142.77,-13791.1376953125,317.8792,118
4249.64,108.201,595000,119,4677.83,-13509.228515625,316.5514,119
5042.11,115.1164,600000,120,4773.05,-13751.8193359375,320.4321,120
5315.91,163.0331,605000,121,3894.3,-13946.4091796875,333.5829,121
5302.68,106.1373,610000,122,4761.64,-13566.78515625,313.6023,122
5324.23,112.7768,615000,123,4715.19,-14051.2099609375,320.2228,123
5062.45,120.0607,620000,124,4709.61,-14148.23828125,321.0331,124
4648.89,116.9047,625000,125,4579.7,-14210.009765625,320.9654,125
4533.73,114.7604,630000,126,5107.72,-13876.7197265625,313.8723,126
4825.67,122.1382,635000,127,5091.78,-14446.04296875,320.3302,127
5282.92,105.5835,640000,128,4934.94,-14080.4248046875,311.5923,128
4373.96,117.6172,645000,129,3965.93,-14682.9853515625,318.0753,129
5227.48,120.2761,650000,130,5112.25,-14675.119140625,319.0633,130
2458.31,214.8389,655000,131,2269.43,-15618.263671875,338.3999,131
3741.63,105.5073,660000,132,4959.31,-14291.6279296875,307.1746,132
4885.82,117.7788,665000,133,5134.72,-14558.166015625,314.1247,133
5331.82,105.4496,670000,134,5134.65,-14587.55859375,312.6492,134
5309.63,107.9493,675000,135,5150.62,-14590.103515625,314.7366,135
5391.05,107.1851,680000,136,5190.76,-14607.927734375,314.616,136
5405.74,111.1225,685000,137,5182.2,-14776.849609375,312.7965,137
5308.29,110.412,690000,138,4700.48,-14996.74609375,314.6679,138
4635.35,172.9729,695000,139,4503.01,-15693.287109375,336.6124,139
5017.05,107.8791,700000,140,4600.34,-15025.9931640625,316.3221,140
5259.85,110.4488,705000,141,5146.01,-15284.43359375,317.6817,141
5250.03,137.1408,710000,142,4506.24,-15246.765625,325.9581,142
4857.66,109.1695,715000,143,4972.44,-15295.1337890625,314.7679,143
5069.89,109.6,720000,144,4190.34,-15411.7666015625,317.2821,144
4129.23,111.8279,725000,145,4737.77,-15575.669921875,321.2873,145
5337.04,119.322,730000,146,4954.51,-15505.6357421875,317.9006,146
5329.22,107.9828,735000,147,4939.48,-15477.2861328125,316.6979,147
5306.38,113.854,740000,148,5079.5,-15794.0048828125,318.5723,148
4769.68,114.7227,745000,149,4539.08,-15721.8037109375,323.0468,149
3214.07,108.7491,750000,150,4281.06,-15613.0947265625,320.1331,150
5130.59,110.7274,755000,151,5097.53,-15556.6142578125,317.8143,151
2925.9,177.1013,760000,152,4343.17,-15861.2998046875,335.271,152
5309.83,117.9228,765000,153,5155.75,-16006.982421875,320.2314,153
4174.64,103.2589,770000,154,4947.37,-15831.30078125,312.9648,154
5323.86,133.0243,775000,155,4909.05,-16136.708984375,322.4434,155
4223.38,107.9921,780000,156,4928.2,-16014.556640625,316.1358,156
3964.5,104.6425,785000,157,4507.67,-16019.51953125,318.7677,157
5240.75,104.0143,790000,158,5082.78,-16190.8818359375,315.1825,158
4962.74,110.0277,795000,159,4974.0,-16384.78515625,319.4287,159
4661.48,103.8679,800000,160,4829.7,-16105.3466796875,314.0178,160
5317.29,106.3175,805000,161,5123.61,-16101.5869140625,316.9479,161
4140.26,100.9041,810000,162,5074.3,-16180.822265625,317.2924,162
4488.47,100.1806,815000,163,5056.21,-16187.9384765625,312.9916,163
5329.97,116.1996,820000,164,5078.87,-16376.1064453125,320.6802,164
5269.1,107.6739,825000,165,4717.01,-16541.310546875,319.4545,165
5266.54,106.8032,830000,166,5132.0,-16580.52734375,314.1024,166
4431.06,106.3744,835000,167,5134.93,-16609.130859375,313.462,167
5000.58,103.9849,840000,168,5022.34,-16547.7265625,317.1386,168
2258.9,139.3494,845000,169,4888.3,-16433.390625,322.1115,169
3934.78,103.8621,850000,170,5149.77,-16650.703125,316.3815,170
3321.65,104.1972,855000,171,4969.74,-16458.14453125,312.2344,171
4903.2,104.5258,860000,172,5213.83,-16541.068359375,312.1477,172
5287.1,156.6966,865000,173,3969.9,-16732.30859375,323.7767,173
4239.88,104.9128,870000,174,4745.09,-16763.587890625,311.922,174
3327.17,120.0625,875000,175,4631.26,-16903.84765625,317.7742,175
3988.68,102.0216,880000,176,5179.38,-16657.703125,309.368,176
1876.94,108.2893,885000,177,5169.24,-16747.92578125,314.7898,177
5321.31,98.4369,890000,178,5182.21,-16507.759765625,310.6497,178
5371.32,118.0498,895000,179,5087.54,-16825.35546875,313.6324,179
5203.67,104.3509,900000,180,5033.16,-16965.2265625,311.8281,180
3906.58,112.7653,905000,181,5236.61,-16899.7734375,313.5102,181
3577.81,99.6508,910000,182,4925.18,-16845.818359375,308.8537,182
5350.99,105.3117,915000,183,5144.27,-17188.759765625,313.8119,183
5147.04,119.8482,920000,184,5189.22,-16941.845703125,311.5514,184
4098.14,116.4053,925000,185,4783.17,-16837.26171875,310.5547,185
4961.72,103.7243,930000,186,5203.89,-16926.80859375,309.2284,186
5337.35,100.6719,935000,187,4956.03,-17007.140625,310.0489,187
2584.59,113.4892,940000,188,5072.09,-17139.0,314.3037,188
4977.53,116.6111,945000,189,5081.92,-17196.033203125,310.4806,189
3162.69,121.7666,950000,190,5037.08,-17104.77734375,311.3817,190
5040.33,125.4726,955000,191,5093.82,-17428.892578125,313.7029,191
5369.86,125.9976,960000,192,5227.31,-16979.990234375,311.4411,192
3926.05,108.2153,965000,193,5219.12,-17209.15625,310.1609,193
3686.56,114.6956,970000,194,4389.38,-17070.44140625,309.6702,194
4228.45,99.703,975000,195,4831.52,-17105.048828125,311.5962,195
3872.71,104.4789,980000,196,5010.34,-17247.71875,310.9241,196
4846.6,113.8199,985000,197,4027.28,-17209.8046875,313.5178,197
5300.54,102.4349,990000,198,4655.26,-17487.181640625,309.1136,198
5346.57,140.0632,995000,199,5007.49,-17399.908203125,316.6738,199
5293.91,103.1198,1000000,200,4905.3,-17402.5078125,311.3536,200
5375.06,102.4088,1005000,201,5146.39,-17443.619140625,312.4995,201
5432.28,116.2269,1010000,202,4916.42,-17303.41015625,311.4179,202
5440.04,111.9843,1015000,203,5288.89,-17433.501953125,315.2751,203
5166.2,101.5761,1020000,204,5236.35,-17214.111328125,308.5292,204
5422.21,124.4621,1025000,205,4998.63,-17416.435546875,315.9655,205
4984.73,101.3086,1030000,206,5015.76,-17318.9765625,309.8368,206
5218.54,107.89,1035000,207,4666.62,-17378.365234375,310.7965,207
5462.87,121.3883,1040000,208,5095.74,-17403.740234375,312.8201,208
5384.03,116.2129,1045000,209,5113.56,-17373.19921875,310.8826,209
5457.49,106.3613,1050000,210,5238.44,-17517.556640625,308.1144,210
5285.89,118.8036,1055000,211,4930.26,-17462.22265625,312.9136,211
5446.92,117.7046,1060000,212,4935.6,-17500.97265625,311.5533,212
5450.29,104.2304,1065000,213,4923.06,-17631.11328125,310.39,213
5284.97,104.2854,1070000,214,5172.49,-17455.1796875,307.1046,214
5429.28,102.5048,1075000,215,4692.38,-17558.017578125,303.2628,215
5428.77,118.5824,1080000,216,4900.86,-17387.71484375,309.2054,216
4848.02,103.0363,1085000,217,5159.47,-17518.36328125,305.9445,217
5452.47,100.4933,1090000,218,5161.64,-17524.810546875,305.9531,218
5238.72,96.4814,1095000,219,5170.65,-17569.224609375,302.2776,219
4927.19,101.8457,1100000,220,4986.81,-17582.888671875,303.5316,220
4960.29,122.9343,1105000,221,5240.91,-17629.787109375,306.0984,221
4759.29,99.0016,1110000,222,5156.7,-17656.77734375,304.4947,222
5313.22,118.5736,1115000,223,5320.11,-17590.169921875,303.9929,223
5191.66,93.0589,1120000,224,5232.38,-17707.484375,301.4809,224
3926.43,98.6546,1125000,225,5153.2,-17727.89453125,306.9375,225
3340.9,106.765,1130000,226,4992.73,-17743.314453125,307.1684,226
2653.01,99.0939,1135000,227,5139.42,-17729.1953125,309.8211,227
4213.29,117.0465,1140000,228,4042.64,-17982.982421875,317.3673,228
2372.4,151.421,1145000,229,5063.38,-17968.220703125,318.6853,229
1551.02,197.0762,1150000,230,3622.79,-18031.525390625,324.4532,230
3546.53,143.1393,1155000,231,4796.68,-17929.5234375,317.8096,231
4965.94,114.764,1160000,232,4796.02,-17947.41796875,312.5181,232
3063.87,177.8767,1165000,233,4534.59,-18044.0703125,325.6111,233
4769.47,120.3203,1170000,234,4744.45,-17828.025390625,316.0947,234
3557.84,172.5912,1175000,235,4841.42,-17993.568359375,328.4569,235
3701.23,134.1415,1180000,236,4377.02,-17977.2109375,317.1692,236
3204.0,158.1236,1185000,237,3848.71,-18097.20703125,325.9734,237
1969.56,228.0381,1190000,238,3267.01,-18287.11328125,334.6946,238
1558.09,169.0487,1195000,239,4223.89,-18017.802734375,323.4362,239
3142.66,165.8557,1200000,240,4081.35,-18075.2890625,324.3092,240
3676.95,168.5419,1205000,241,3673.87,-18120.1640625,330.02,241
3315.44,157.4739,1210000,242,4559.89,-17815.501953125,321.4986,242
3427.39,203.1775,1215000,243,3439.3,-17909.673828125,324.4904,243
5261.29,133.699,1220000,244,4088.7,-17722.373046875,318.7399,244
3049.66,124.4181,1225000,245,3374.31,-17790.916015625,318.7039,245
3810.26,150.7538,1230000,246,4470.4,-17908.09765625,318.1067,246
4759.15,108.9298,1235000,247,4051.47,-17719.123046875,312.0528,247
3676.15,91.2131,1240000,248,4290.38,-17542.55859375,301.7299,248
5414.14,93.6618,1245000,249,4669.25,-17622.099609375,303.4305,249
5037.71,101.3969,1250000,250,4542.83,-17749.83203125,306.6212,250
5031.6,121.6735,1255000,251,4228.54,-17485.4765625,309.8943,251
5164.42,102.6443,1260000,252,4825.52,-17748.96484375,310.7624,252
5335.59,139.1096,1265000,253,4374.17,-17536.671875,316.2512,253
5322.19,127.5138,1270000,254,4413.87,-17699.474609375,314.4431,254
5358.4,112.8517,1275000,255,4827.32,-17967.400390625,314.7393,255
5113.3,132.0093,1280000,256,3657.73,-17908.091796875,319.464,256
5045.97,110.0566,1285000,257,4980.41,-17638.33984375,310.741,257
5253.33,110.7108,1290000,258,5239.34,-17944.94921875,311.6792,258
5292.3,105.6646,1295000,259,4782.56,-17615.00390625,308.7699,259
4800.38,112.5255,1300000,260,3929.92,-17384.9140625,312.386,260
5150.46,103.6161,1305000,261,5118.81,-17820.625,307.5872,261
4310.12,109.229,1310000,262,4553.12,-17782.271484375,307.0618,262
5254.18,120.9221,1315000,263,4947.46,-17488.58203125,311.9731,263
4738.05,145.2686,1320000,264,3790.67,-17503.697265625,317.2095,264
5323.46,103.8001,1325000,265,4964.69,-17877.01953125,304.9274,265
5200.73,118.8877,1330000,266,4544.61,-17722.2890625,315.2652,266
5152.77,105.3298,1335000,267,4122.95,-18031.630859375,308.1148,267
5299.83,101.7243,1340000,268,4792.71,-18297.4921875,304.3045,268
5256.24,107.2155,1345000,269,4571.69,-18057.150390625,308.7602,269
5296.37,105.1221,1350000,270,4876.9,-18112.416015625,305.9818,270
4912.1,128.2082,1355000,271,4069.96,-18053.271484375,312.0027,271
5336.84,89.7016,1360000,272,4931.24,-18041.44921875,301.774,272
5239.51,101.5194,1365000,273,4863.63,-18244.142578125,304.118,273
4549.53,93.2892,1370000,274,4349.33,-18055.458984375,306.2515,274
4847.75,101.4823,1375000,275,4873.77,-17921.0546875,306.3627,275
5283.32,101.158,1380000,276,4897.66,-17957.34765625,308.0087,276
4332.67,95.5978,1385000,277,5141.04,-18136.103515625,304.9062,277
5262.37,99.565,1390000,278,4812.93,-18058.662109375,305.5648,278
5106.74,104.7203,1395000,279,4417.2,-18241.69921875,307.9173,279
5076.19,103.4668,1400000,280,4882.53,-18231.033203125,308.5486,280
4783.29,101.7625,1405000,281,4672.56,-18512.091796875,308.6063,281
5327.17,113.7965,1410000,282,4752.76,-18353.595703125,309.5255,282
5111.05,111.6515,1415000,283,4902.0,-18531.44921875,309.3575,283
5300.46,112.9882,1420000,284,4435.54,-18509.298828125,309.0472,284
4243.05,113.6552,1425000,285,4077.51,-18193.03515625,314.5915,285
4883.92,128.9387,1430000,286,5034.58,-18243.203125,316.4809,286
2255.23,153.7911,1435000,287,2326.2,-18062.521484375,327.0326,287
3372.29,147.2016,1440000,288,3126.46,-18271.10546875,325.8339,288
2822.05,166.706,1445000,289,3544.08,-17977.71875,323.5119,289
2331.62,187.4179,1450000,290,2413.77,-16375.6767578125,341.9451,290
2724.22,129.876,1455000,291,4168.92,-18031.490234375,321.4448,291
3863.03,115.3843,1460000,292,4495.37,-18010.166015625,316.9776,292
2481.79,128.5767,1465000,293,3560.13,-17758.11328125,315.5869,293
4017.53,123.0459,1470000,294,4271.42,-18430.8515625,317.3555,294
4277.16,163.4704,1475000,295,3264.36,-17401.70703125,329.2292,295
3314.79,175.8524,1480000,296,3251.25,-15650.7744140625,333.5339,296
3512.57,130.013,1485000,297,3220.07,-17143.75390625,318.1372,297
3461.97,127.8295,1490000,298,4442.53,-16422.6484375,311.4787,298
4153.76,113.4197,1495000,299,4466.15,-17476.125,304.555,299
5064.0,137.8669,1500000,300,3446.83,-17276.859375,320.5983,300
3181.03,149.5568,1505000,301,3424.92,-17042.474609375,337.3714,301
4443.32,160.4221,1510000,302,3054.83,-16270.90234375,328.293,302
4904.3,140.4447,1515000,303,4110.47,-15648.912109375,314.9879,303
4718.63,128.8108,1520000,304,3227.33,-15176.7080078125,296.1737,304
3865.13,221.642,1525000,305,1898.88,-15164.4013671875,303.6814,305
2968.38,137.1649,1530000,306,2861.05,-15716.220703125,314.6989,306
2047.0,343.6365,1535000,307,2461.45,-13433.5419921875,375.9373,307
1313.34,182.8646,1540000,308,1678.54,-14245.0595703125,328.4239,308
1545.86,169.9078,1545000,309,1894.23,-14781.3095703125,315.2103,309
1646.14,209.0988,1550000,310,2036.78,-14919.3837890625,333.8332,310
1212.13,241.9899,1555000,311,1107.18,-14238.7451171875,336.4851,311
957.57,265.1185,1560000,312,1533.59,-14728.51171875,372.9019,312
2455.41,184.5473,1565000,313,1882.96,-16589.8828125,348.4014,313
3219.82,174.3064,1570000,314,2268.55,-17297.57421875,345.5103,314
3419.12,201.0414,1575000,315,2540.14,-16831.4140625,359.247,315
3897.72,158.7561,1580000,316,2862.97,-17177.734375,336.8376,316
3529.88,151.669,1585000,317,4380.52,-18059.126953125,330.2347,317
2234.33,180.9849,1590000,318,2971.74,-17959.33984375,349.8006,318
1392.51,217.1224,1595000,319,3283.68,-17150.568359375,368.349,319
4926.39,206.3269,1600000,320,4059.38,-18648.583984375,356.3142,320
3531.15,221.2527,1605000,321,3698.8,-18620.47265625,373.0773,321
750.15,318.8662,1610000,322,1840.87,-18378.10546875,412.3635,322
3710.32,212.1046,1615000,323,3889.69,-19017.650390625,358.2868,323
2625.51,333.5032,1620000,324,2798.06,-19191.787109375,395.0956,324
4452.35,189.6393,1625000,325,3591.91,-19189.216796875,363.3262,325
2058.85,216.5533,1630000,326,2407.87,-18672.03515625,387.4931,326
2664.74,214.856,1635000,327,2403.35,-17622.826171875,389.661,327
2941.4,184.4965,1640000,328,3206.65,-18175.076171875,380.5313,328
4038.94,198.8309,1645000,329,3219.8,-19278.703125,391.7796,329
4306.98,200.7053,1650000,330,4306.48,-19124.833984375,379.1258,330
3544.14,222.1078,1655000,331,3964.95,-18812.69140625,401.9493,331
2996.29,193.663,1660000,332,2803.76,-19036.470703125,385.2406,332
2052.52,190.5527,1665000,333,1746.03,-18092.412109375,385.0581,333
1009.14,278.6717,1670000,334,846.69,-17985.84375,424.5675,334
4454.28,190.7853,1675000,335,3664.4,-19316.814453125,370.1369,335
2542.93,213.9193,1680000,336,2912.29,-18041.1484375,378.794,336
2830.02,206.4045,1685000,337,3161.46,-17342.263671875,359.0112,337
2003.25,175.4588,1690000,338,1909.46,-17542.7890625,355.2368,338
2150.64,174.3382,1695000,339,2973.18,-17300.607421875,352.0757,339
2751.91,181.1478,1700000,340,3134.24,-17876.7578125,360.1764,340
3893.36,183.3255,1705000,341,3455.71,-16875.76953125,364.947,341
3818.35,199.4771,1710000,342,3300.0,-17771.591796875,373.2933,342
3713.81,194.0938,1715000,343,4004.92,-18078.876953125,359.163,343
2434.08,189.0124,1720000,344,3023.79,-18031.462890625,369.0869,344
3779.58,199.369,1725000,345,3852.52,-18446.947265625,385.808,345
2114.4,215.7525,1730000,346,1876.23,-16914.7109375,412.5826,346
2666.36,189.5819,1735000,347,2821.38,-16734.482421875,391.7126,347
1334.34,222.9463,1740000,348,1130.59,-17063.16015625,440.6423,348
2421.63,200.525,1745000,349,2795.56,-16903.9609375,423.6615,349
2703.99,187.2273,1750000,350,3117.5,-18596.5390625,410.2842,350
3121.34,177.7663,1755000,351,2451.31,-18592.826171875,417.0743,351
3076.94,174.8454,1760000,352,2607.95,-18198.591796875,414.5612,352
2235.04,203.4616,1765000,353,2935.79,-18328.376953125,422.2216,353
4116.93,182.5204,1770000,354,3537.39,-18953.341796875,415.3615,354
3018.77,183.4237,1775000,355,3267.13,-19228.8828125,420.775,355
3341.75,201.9787,1780000,356,4306.76,-19467.548828125,423.9939,356
2505.93,206.0844,1785000,357,2255.3,-18266.865234375,432.5881,357
1485.89,231.7341,1790000,358,1990.1,-15975.1181640625,425.8705,358
3391.64,206.4998,1795000,359,2977.24,-18622.3125,427.8772,359
3433.46,198.7983,1800000,360,3095.79,-17908.1953125,426.0804,360
3567.97,218.5595,1805000,361,3713.96,-19267.375,432.4002,361
3310.83,225.7466,1810000,362,2074.31,-17306.53125,439.6549,362
3797.91,193.5152,1815000,363,3165.98,-18742.046875,425.2111,363
2945.3,189.8833,1820000,364,2962.6,-17206.302734375,424.162,364
3872.9,217.5653,1825000,365,4433.44,-19059.40625,420.4889,365
2667.03,214.643,1830000,366,3071.41,-18514.537109375,427.2947,366
2705.17,223.4227,1835000,367,2788.05,-17471.62890625,433.0715,367
2261.1,225.69,1840000,368,3320.38,-18088.5859375,440.8485,368
1372.77,211.6866,1845000,369,1376.42,-16569.033203125,445.8319,369
1071.65,287.0871,1850000,370,1076.26,-15399.90234375,456.4628,370
1625.57,274.4379,1855000,371,1498.37,-16812.703125,438.9732,371
1583.12,248.6419,1860000,372,1273.33,-16803.001953125,448.653,372
2838.82,202.5918,1865000,373,2901.91,-17754.75,404.0293,373
1567.99,222.5481,1870000,374,1856.28,-16487.033203125,434.3727,374
1729.46,203.9323,1875000,375,2071.01,-17233.240234375,414.5932,375
3355.49,218.2499,1880000,376,3537.66,-17699.947265625,417.92,376
2815.91,215.843,1885000,377,1652.87,-17604.9375,420.7742,377
1365.67,457.1686,1890000,378,2067.86,-17462.97265625,435.2107,378
1597.05,284.6734,1895000,379,1629.88,-16379.404296875,460.457,379
1713.22,288.676,1900000,380,1388.1,-17332.30078125,459.7859,380
961.05,256.6881,1905000,381,809.59,-17147.330078125,461.7196,381
1621.68,260.7483,1910000,382,2066.16,-17391.044921875,453.8437,382
931.22,636.9372,1915000,383,1155.66,-16902.271484375,499.3033,383
1097.03,297.7585,1920000,384,943.54,-17660.125,465.7881,384
953.79,259.772,1925000,385,779.14,-17871.787109375,456.6904,385
792.45,302.8049,1930000,386,527.18,-16854.732421875,469.7059,386
990.88,262.6672,1935000,387,599.74,-18081.787109375,472.2226,387
1217.99,257.0979,1940000,388,1362.57,-17944.994140625,445.9357,388
761.93,962.4365,1945000,389,403.38,-18811.953125,468.7027,389
756.77,288.4875,1950000,390,966.48,-18218.09765625,438.6148,390
1163.6,252.2645,1955000,391,923.37,-18718.26953125,454.4349,391
1011.8,305.6832,1960000,392,1363.75,-18617.1640625,466.1913,392
688.65,277.3694,1965000,393,874.96,-18689.6796875,449.2574,393
