Running Forward KL,Real Sto Return,Reward Loss,Running Reverse KL,Itration,Running Update Time,Real Det Return,Running Env Steps
20.5464,3310.93,-1451.0145263671875,12.9071,143,143,3333.71,715000
22.1625,3321.73,-1646.7039794921875,13.6233,144,144,3336.07,720000
21.8245,3333.4,-1500.767578125,13.7966,145,145,3356.77,725000
20.6895,3351.74,-1518.6826171875,12.4804,146,146,3368.4,730000
21.3272,3259.9,-1604.3177490234375,13.7232,147,147,3377.8,735000
21.2959,3348.89,-1610.4393310546875,13.685,148,148,3377.99,740000
22.1914,3258.73,-1706.611083984375,13.8761,149,149,3356.24,745000
20.6314,3226.99,-1674.5645751953125,12.7085,150,150,3364.89,750000
22.1877,3308.82,-1776.531005859375,13.1935,151,151,3329.46,755000
21.7367,3309.45,-1577.8826904296875,14.4498,152,152,3376.01,760000
21.8359,3229.45,-1919.5797119140625,13.2024,153,153,3345.21,765000
22.1471,3334.23,-1650.646484375,14.7386,154,154,3350.18,770000
21.812,3186.81,-1746.5927734375,13.7391,155,155,3326.74,775000
23.6367,3273.23,-1992.4398193359375,14.4287,156,156,3358.46,780000
22.073,3341.03,-1890.559814453125,14.1626,157,157,3351.38,785000
21.1115,3358.84,-1714.3236083984375,12.862,158,158,3374.23,790000
21.0615,2860.07,-1813.7186279296875,12.7183,159,159,3368.99,795000
20.6916,3326.54,-1880.25341796875,13.8213,160,160,3347.91,800000
20.5903,3317.36,-1805.2811279296875,12.6045,161,161,3350.98,805000
22.3263,3321.33,-1868.393798828125,13.9894,162,162,3331.84,810000
21.0953,3347.48,-1829.134765625,13.6101,163,163,3362.3,815000
20.9796,3253.8,-1815.6728515625,12.795,164,164,3352.51,820000
20.1746,3355.8,-1756.741943359375,13.0836,165,165,3374.12,825000
20.8547,3244.36,-1871.995361328125,13.3005,166,166,3347.18,830000
19.7402,3318.58,-1777.0635986328125,12.6613,167,167,3349.38,835000
21.5473,3347.39,-2079.446533203125,13.5322,168,168,3358.26,840000
20.9421,3347.98,-2100.46533203125,13.1934,169,169,3371.04,845000
21.6134,3261.12,-2105.073974609375,13.7488,170,170,3383.57,850000
20.7438,3295.21,-2007.2818603515625,13.5226,171,171,3397.78,855000
21.7707,3236.87,-2148.247314453125,14.0821,172,172,3359.79,860000
20.9444,3269.77,-2007.118408203125,13.0877,173,173,3352.15,865000
22.2726,3264.42,-2115.33056640625,14.1937,174,174,3347.17,870000
21.2395,3184.08,-2096.84521484375,13.1936,175,175,3347.33,875000
20.8491,3330.87,-1959.72314453125,13.5507,176,176,3351.46,880000
20.8334,3184.27,-1898.0321044921875,13.4831,177,177,3382.24,885000
21.6256,3373.59,-2227.352294921875,13.6086,178,178,3385.13,890000
21.0116,3336.57,-2218.45556640625,13.2271,179,179,3350.15,895000
20.8247,3364.67,-2139.83056640625,12.9552,180,180,3370.63,900000
21.8787,3349.97,-2406.349853515625,14.0863,181,181,3369.16,905000
21.1881,3327.7,-2232.362548828125,13.2044,182,182,3359.06,910000
21.1663,3339.62,-2334.50830078125,13.5835,183,183,3360.12,915000
19.2544,3293.87,-1992.509765625,11.8587,184,184,3338.27,920000
20.3173,3333.42,-2139.956787109375,12.6539,185,185,3355.01,925000
21.7215,3296.42,-2334.45703125,13.4156,186,186,3357.05,930000
20.0675,3194.75,-2186.47216796875,12.0572,187,187,3373.75,935000
20.4229,3236.08,-2234.44140625,12.7634,188,188,3360.58,940000
21.3386,3324.18,-2426.672119140625,13.3723,189,189,3319.87,945000
20.6249,2683.88,-2471.14013671875,11.9167,190,190,3307.31,950000
22.1448,3264.58,-2492.4990234375,14.0009,191,191,3370.32,955000
20.5928,3231.87,-2325.99169921875,12.1915,192,192,3325.57,960000
20.4944,3248.26,-2427.650390625,13.5319,193,193,3346.66,965000
19.9952,3244.69,-2246.712646484375,12.2127,194,194,3360.23,970000
20.9578,3331.51,-2529.167236328125,12.8097,195,195,3343.77,975000
20.1791,3253.22,-2318.200927734375,12.3497,196,196,3354.65,980000
20.6998,3263.64,-2387.961181640625,12.5881,197,197,3366.03,985000
21.2063,3357.66,-2692.516357421875,13.2959,198,198,3368.65,990000
21.0062,2950.27,-2532.6669921875,12.3358,199,199,3337.43,995000
