Reward Loss,Real Det Return,Running Reverse KL,Running Update Time,Real Sto Return,Running Forward KL,Running Env Steps,Itration
-1519.2120361328125,2073.02,15.3776,47,1686.68,156.849,235000,47
-1564.3082275390625,2022.19,15.4749,48,1695.47,157.0091,240000,48
-1597.90771484375,2100.95,15.4659,49,1746.62,156.7779,245000,49
-1629.2833251953125,2099.96,15.7294,50,1738.03,156.958,250000,50
-1681.546630859375,2065.34,15.751,51,1729.76,156.9072,255000,51
-1706.9439697265625,2083.86,15.4993,52,1707.03,156.8955,260000,52
-1735.512939453125,2088.04,15.5378,53,1749.81,156.8399,265000,53
-1797.7039794921875,2121.89,16.0349,54,1765.64,156.9423,270000,54
-1811.23974609375,2121.73,15.7654,55,1736.46,157.0158,275000,55
-1857.39306640625,2108.31,15.6856,56,1728.01,156.8033,280000,56
-1878.509765625,2124.91,15.5266,57,1737.71,156.8752,285000,57
-1937.6488037109375,2084.55,15.5076,58,1733.13,156.9067,290000,58
-1980.6832275390625,2067.9,15.3431,59,1723.97,156.8822,295000,59
-2019.898681640625,2109.16,15.5885,60,1731.98,156.6879,300000,60
-2039.2191162109375,2144.35,15.6639,61,1753.74,156.7406,305000,61
-2102.277587890625,2100.76,15.7583,62,1751.75,156.805,310000,62
-2122.683837890625,2103.17,15.8092,63,1789.48,156.8744,315000,63
-2169.5380859375,2116.59,15.1487,64,1728.89,156.8215,320000,64
-2195.46923828125,2150.97,15.4514,65,1732.1,156.8027,325000,65
-2243.230224609375,2159.06,15.8508,66,1771.82,156.8227,330000,66
-2285.290771484375,2138.71,15.5795,67,1783.86,156.9078,335000,67
-2336.922119140625,2109.06,15.5228,68,1749.45,156.6645,340000,68
-2355.328857421875,2144.15,15.6284,69,1745.61,156.865,345000,69
-2382.310791015625,2136.52,15.5945,70,1773.02,156.6885,350000,70
-2445.20263671875,2124.37,15.482,71,1771.67,156.7138,355000,71
-2497.33837890625,2103.75,15.4743,72,1753.14,157.0321,360000,72
-2524.93408203125,2114.76,15.4298,73,1737.02,156.6783,365000,73
-2554.49072265625,2163.68,15.6261,74,1794.97,156.7297,370000,74
-2615.83984375,2126.21,15.3935,75,1765.32,156.9256,375000,75
-2635.92041015625,2161.9,15.6498,76,1829.31,156.7553,380000,76
-2683.040771484375,2157.76,15.5594,77,1779.25,156.9072,385000,77
-2722.92822265625,2131.76,15.703,78,1787.63,156.7886,390000,78
-2797.000732421875,2173.89,15.9504,79,1806.25,156.837,395000,79
-2842.34228515625,2167.31,15.9833,80,1820.93,156.9014,400000,80
-2852.164306640625,2123.56,15.5566,81,1798.61,156.6953,405000,81
-2909.14453125,2157.81,15.4696,82,1772.0,156.9421,410000,82
-2948.535888671875,2093.53,15.1497,83,1760.38,156.8122,415000,83
-2983.403564453125,2162.22,15.556,84,1783.24,156.951,420000,84
-3014.76611328125,2111.56,15.1678,85,1739.84,156.715,425000,85
-3048.957763671875,2188.94,15.665,86,1839.48,156.7786,430000,86
-3121.805908203125,2171.38,15.427,87,1809.64,156.8208,435000,87
-3155.72314453125,2196.23,15.562,88,1813.43,156.8065,440000,88
-3196.8994140625,2173.02,15.4562,89,1818.13,156.8365,445000,89
-3219.435302734375,2167.8,15.3703,90,1815.85,156.704,450000,90
-3287.27099609375,2145.58,15.4854,91,1793.43,156.9108,455000,91
-3347.749267578125,2155.44,15.6386,92,1815.71,156.7835,460000,92
-3401.902099609375,2133.07,15.623,93,1807.3,156.9214,465000,93
-3426.73388671875,2193.2,15.4609,94,1808.5,156.6943,470000,94
-3481.490478515625,2178.14,15.591,95,1805.76,156.9117,475000,95
-3486.761474609375,2190.53,15.3717,96,1850.43,156.8334,480000,96
-3537.896240234375,2184.61,15.4626,97,1819.54,156.777,485000,97
-3599.48486328125,2177.85,15.6897,98,1829.35,156.8615,490000,98
-3654.060791015625,2158.53,15.3997,99,1798.37,156.7678,495000,99
-3680.3740234375,2168.7,15.5774,100,1841.29,156.9411,500000,100
-3750.916259765625,2143.92,15.3492,101,1786.02,156.7719,505000,101
-3768.92236328125,2195.01,15.4062,102,1837.54,156.7092,510000,102
-3775.428955078125,2147.51,15.5129,103,1831.14,156.7024,515000,103
-3878.188232421875,2172.65,15.5318,104,1797.43,156.878,520000,104
-3893.3955078125,2177.39,15.4081,105,1849.32,156.8768,525000,105
-3934.10595703125,2190.28,15.3378,106,1833.32,156.6377,530000,106
-3992.5908203125,2094.76,15.0162,107,1802.32,156.8374,535000,107
-4043.492431640625,2199.58,15.283,108,1837.46,156.755,540000,108
-4055.32177734375,2202.32,15.1933,109,1846.72,156.7131,545000,109
-4175.2041015625,2183.68,15.628,110,1840.99,156.7631,550000,110
-4187.5302734375,2206.39,15.3415,111,1851.45,156.8055,555000,111
-4244.9833984375,2175.49,15.3776,112,1817.37,156.7403,560000,112
-4269.76953125,2188.26,15.1484,113,1814.17,156.6517,565000,113
-4337.67822265625,2192.62,15.4744,114,1849.42,156.7869,570000,114
-4376.52685546875,2206.72,15.4691,115,1835.29,156.7122,575000,115
-4411.6318359375,2183.42,15.3096,116,1854.7,156.7254,580000,116
-4468.74755859375,2184.96,15.1463,117,1853.05,156.6204,585000,117
-4540.20703125,2187.44,15.2355,118,1837.86,156.8819,590000,118
-4560.6767578125,2193.09,15.3983,119,1844.99,156.7387,595000,119
-4649.126953125,2210.09,15.526,120,1833.15,156.8277,600000,120
-4655.08740234375,2245.63,15.5956,121,1870.95,156.6965,605000,121
-4711.4609375,2182.98,15.062,122,1824.04,156.6108,610000,122
-4776.048828125,2234.28,15.123,123,1838.49,156.7752,615000,123
-4841.21142578125,2126.41,14.8809,124,1791.65,156.7052,620000,124
-4871.29541015625,2189.74,15.1853,125,1848.27,156.7583,625000,125
-4888.38525390625,2218.25,15.2138,126,1853.61,156.613,630000,126
-4950.8203125,2234.21,15.2723,127,1867.09,156.6334,635000,127
-5004.32470703125,2173.74,15.1382,128,1820.58,156.627,640000,128
-5086.64208984375,2185.44,15.2289,129,1819.62,156.7256,645000,129
-5090.890625,2256.18,15.4237,130,1863.97,156.6388,650000,130
-5170.27880859375,2199.07,15.2267,131,1849.27,156.6811,655000,131
-5256.79638671875,2220.28,15.0929,132,1832.13,156.7412,660000,132
-5282.40185546875,2164.16,14.9374,133,1808.79,156.6212,665000,133
-5351.57373046875,2240.31,15.4937,134,1876.61,156.7978,670000,134
-5367.2392578125,2245.21,14.9919,135,1867.87,156.5254,675000,135
-5487.640625,2209.86,15.1564,136,1850.2,156.7141,680000,136
-5518.0634765625,2243.29,15.3316,137,1872.41,156.7033,685000,137
-5576.357421875,2194.36,15.2721,138,1853.14,156.6245,690000,138
-5645.1083984375,2216.68,15.1424,139,1842.75,156.7501,695000,139
-5647.5185546875,2258.53,15.1936,140,1853.01,156.5977,700000,140
-5754.29052734375,2219.51,15.2663,141,1866.17,156.6455,705000,141
-5825.82275390625,2188.82,15.1777,142,1832.65,156.7051,710000,142
-5862.44287109375,2199.26,15.1229,143,1850.21,156.7353,715000,143
-5916.4375,2259.31,15.0008,144,1864.01,156.5644,720000,144
-5936.5966796875,2262.18,15.4252,145,1889.61,156.5547,725000,145
-6023.5263671875,2218.26,15.1427,146,1857.05,156.67,730000,146
-6095.69091796875,2215.97,15.2604,147,1871.58,156.6985,735000,147
-6119.56494140625,2208.76,15.2884,148,1881.94,156.672,740000,148
-6186.88671875,2238.26,15.6216,149,1876.92,156.7714,745000,149
-6143.36962890625,2265.09,15.1024,150,1882.11,156.7299,750000,150
-6233.7763671875,2224.26,15.2782,151,1886.72,156.7623,755000,151
-6297.5771484375,2204.18,14.927,152,1855.52,156.7511,760000,152
-6314.98828125,2231.42,15.2894,153,1871.87,156.569,765000,153
-6374.638671875,2272.97,15.2463,154,1872.95,156.5974,770000,154
-6406.81201171875,2266.85,15.2698,155,1890.48,156.6446,775000,155
-6437.72314453125,2272.71,15.3836,156,1890.38,156.644,780000,156
-6508.26220703125,2254.45,15.2624,157,1876.85,156.7761,785000,157
-6542.46533203125,2250.31,15.0788,158,1872.64,156.593,790000,158
-6587.64892578125,2226.45,15.1029,159,1874.97,156.6603,795000,159
-6672.31640625,2274.37,15.2825,160,1875.71,156.6779,800000,160
-6660.1337890625,2255.94,15.0715,161,1889.13,156.6165,805000,161
-6743.20556640625,2247.39,15.2903,162,1872.22,156.5935,810000,162
-6740.58349609375,2236.18,14.9836,163,1889.33,156.6077,815000,163
-6811.35986328125,2274.43,15.3233,164,1888.52,156.7051,820000,164
-6847.57421875,2277.85,15.1728,165,1889.1,156.6535,825000,165
-6918.96923828125,2256.35,15.1248,166,1889.7,156.8412,830000,166
-6912.52734375,2261.55,15.1406,167,1872.33,156.575,835000,167
-6970.89697265625,2223.81,14.9599,168,1863.15,156.5841,840000,168
-6994.48486328125,2245.15,14.8715,169,1871.19,156.5922,845000,169
-7069.61083984375,2251.95,14.8692,170,1890.06,156.6388,850000,170
-7127.50830078125,2229.96,15.1404,171,1899.87,156.6468,855000,171
-7149.73046875,2277.78,15.0625,172,1910.54,156.4582,860000,172
-7199.8515625,2275.66,15.0767,173,1897.32,156.5156,865000,173
-7291.8876953125,2247.93,15.0599,174,1893.55,156.6752,870000,174
-7330.5966796875,2251.02,15.2913,175,1894.21,156.6417,875000,175
-7341.1416015625,2239.84,15.1847,176,1897.83,156.4237,880000,176
-7379.94482421875,2270.62,15.1438,177,1900.28,156.5544,885000,177
-7439.00537109375,2225.26,14.9835,178,1888.42,156.5667,890000,178
-7498.94287109375,2241.32,15.2899,179,1912.92,156.5699,895000,179
-7528.85302734375,2286.02,15.1793,180,1912.01,156.6583,900000,180
-7538.73291015625,2282.7,15.0108,181,1912.27,156.6704,905000,181
-7570.03271484375,2292.85,15.0505,182,1927.36,156.4799,910000,182
-7621.22412109375,2248.11,15.0222,183,1904.56,156.5207,915000,183
-7651.9619140625,2267.17,15.1579,184,1888.85,156.5286,920000,184
-7649.88623046875,2238.97,14.9851,185,1910.33,156.4789,925000,185
-7726.29541015625,2269.11,14.8882,186,1907.54,156.4981,930000,186
-7762.19677734375,2280.96,15.0869,187,1929.76,156.5398,935000,187
-7770.23583984375,2280.45,15.058,188,1911.28,156.5136,940000,188
-7829.21875,2226.86,15.1228,189,1887.53,156.605,945000,189
-7819.146484375,2257.03,14.9489,190,1892.54,156.5664,950000,190
-7845.123046875,2230.66,14.641,191,1898.15,156.5535,955000,191
-7891.7666015625,2228.67,14.9668,192,1869.91,156.6647,960000,192
-7863.5322265625,2271.52,15.0929,193,1903.7,156.5698,965000,193
-7953.85791015625,2259.57,15.04,194,1889.59,156.6775,970000,194
-7928.6591796875,2239.44,15.068,195,1910.51,156.4873,975000,195
-7979.7294921875,2279.04,15.0977,196,1912.04,156.6223,980000,196
-8012.34814453125,2264.59,15.0779,197,1920.72,156.6126,985000,197
-8080.17333984375,2268.63,14.95,198,1916.27,156.5523,990000,198
-8087.9638671875,2296.71,15.2973,199,1941.71,156.6348,995000,199
-8113.2890625,2284.65,14.9314,200,1905.07,156.5035,1000000,200
-8143.142578125,2295.93,15.1112,201,1906.69,156.635,1005000,201
-8150.5205078125,2290.28,15.0122,202,1927.09,156.5741,1010000,202
-8216.6357421875,2286.7,15.1347,203,1924.68,156.568,1015000,203
-8218.02734375,2300.73,14.9184,204,1932.07,156.5602,1020000,204
-8240.1181640625,2288.41,14.9951,205,1909.49,156.6091,1025000,205
-8289.853515625,2278.49,14.8818,206,1906.61,156.5639,1030000,206
-8324.541015625,2300.03,15.0711,207,1940.91,156.4382,1035000,207
-8337.0302734375,2270.86,14.9808,208,1895.09,156.5297,1040000,208
-8353.5283203125,2278.5,14.9242,209,1906.8,156.5613,1045000,209
-8399.5,2280.06,14.9666,210,1917.46,156.5911,1050000,210
-8418.8271484375,2275.04,14.9527,211,1914.03,156.6515,1055000,211
-8482.896484375,2304.63,15.0952,212,1931.7,156.6392,1060000,212
-8477.4443359375,2268.93,14.7838,213,1894.52,156.4975,1065000,213
-8521.9189453125,2284.94,14.893,214,1914.37,156.5826,1070000,214
-8536.83984375,2273.02,14.8651,215,1909.84,156.5108,1075000,215
-8585.5498046875,2285.58,14.9723,216,1913.53,156.5144,1080000,216
-8597.595703125,2296.25,14.9826,217,1909.5,156.5716,1085000,217
-8618.8037109375,2258.15,14.9079,218,1880.47,156.6109,1090000,218
-8647.5986328125,2255.75,14.8988,219,1871.91,156.5202,1095000,219
-8683.5810546875,2177.48,14.8875,220,1905.32,156.4621,1100000,220
-8715.736328125,2260.55,14.89,221,1895.15,156.5023,1105000,221
-8745.9072265625,2271.13,14.8717,222,1902.8,156.5857,1110000,222
-8749.2568359375,2271.44,14.8931,223,1829.35,156.3723,1115000,223
-8755.1748046875,2285.02,14.7573,224,1903.43,156.5196,1120000,224
-8811.5625,2299.7,15.0109,225,1907.8,156.4542,1125000,225
-8806.888671875,2285.07,14.8013,226,1923.6,156.527,1130000,226
-8868.7470703125,2292.31,14.988,227,1894.17,156.6195,1135000,227
-8887.4765625,2287.39,14.9991,228,1915.16,156.5755,1140000,228
-8902.2626953125,2293.49,15.0017,229,1930.66,156.6035,1145000,229
-8944.005859375,2292.55,14.9443,230,1920.55,156.4252,1150000,230
-8978.189453125,2299.14,15.033,231,1927.06,156.6653,1155000,231
-8985.3037109375,2264.1,15.0119,232,1913.29,156.5152,1160000,232
-8994.146484375,2042.88,15.1805,233,1950.87,156.4881,1165000,233
-9031.4296875,2025.09,15.0077,234,1917.52,156.6232,1170000,234
-9046.9521484375,2311.7,14.9106,235,1884.78,156.4055,1175000,235
-9107.8466796875,2286.6,15.1725,236,1909.08,156.7361,1180000,236
-9093.955078125,2225.35,14.6262,237,1876.76,156.5545,1185000,237
-9147.8828125,2164.64,14.9889,238,1912.07,156.6181,1190000,238
-9134.6337890625,2263.41,14.7863,239,1918.03,156.5535,1195000,239
-9176.326171875,2288.09,14.8705,240,1914.57,156.6093,1200000,240
-9186.486328125,2256.88,14.8918,241,1877.45,156.6,1205000,241
-9221.46875,2278.7,15.0191,242,1919.18,156.5733,1210000,242
-9242.2255859375,2301.94,14.9797,243,1944.99,156.347,1215000,243
-9263.3837890625,2281.38,14.892,244,1915.89,156.636,1220000,244
-9283.0751953125,2274.56,14.8228,245,1916.51,156.5072,1225000,245
-9331.3076171875,2283.44,14.8536,246,1902.33,156.6603,1230000,246
-9349.2109375,2293.62,14.9819,247,1943.11,156.5601,1235000,247
-9374.8984375,2290.16,14.9548,248,1923.68,156.5422,1240000,248
-9414.275390625,2279.01,15.0348,249,1938.05,156.4184,1245000,249
-9424.01171875,2273.83,14.8986,250,1926.97,156.4092,1250000,250
-9460.6982421875,2295.42,14.9273,251,1929.67,156.6004,1255000,251
-9483.6083984375,2308.35,14.9174,252,1914.68,156.372,1260000,252
-9524.03125,2248.46,14.7966,253,1909.73,156.4474,1265000,253
-9526.7392578125,2277.49,14.8765,254,1915.95,156.4924,1270000,254
-9561.36328125,2278.68,15.0061,255,1900.92,156.5914,1275000,255
-9597.7978515625,2283.71,15.0274,256,1921.15,156.6414,1280000,256
-9593.0068359375,2268.83,14.8741,257,1917.76,156.5077,1285000,257
-9626.712890625,2280.47,14.9268,258,1924.81,156.4452,1290000,258
-9631.5712890625,2271.98,14.999,259,1904.39,156.5876,1295000,259
-9641.494140625,2261.63,14.9242,260,1922.98,156.5098,1300000,260
-9702.0341796875,2221.39,14.8976,261,1900.95,156.6191,1305000,261
-9734.3671875,2317.02,15.0278,262,1936.8,156.4428,1310000,262
-9758.3681640625,2284.92,15.131,263,1941.05,156.4958,1315000,263
-9757.6923828125,2286.61,14.9744,264,1940.12,156.5128,1320000,264
-9760.3125,2288.96,14.8257,265,1916.52,156.5727,1325000,265
-9801.765625,2292.52,14.8201,266,1940.08,156.6068,1330000,266
-9823.66015625,2270.32,15.011,267,1940.52,156.4999,1335000,267
-9835.97265625,2297.14,14.976,268,1933.63,156.6547,1340000,268
-9844.73828125,2281.21,14.847,269,1931.42,156.4462,1345000,269
-9901.92578125,2262.08,15.0788,270,1940.24,156.5251,1350000,270
-9895.1787109375,2290.57,15.0032,271,1901.08,156.4936,1355000,271
-9981.5791015625,2156.34,15.2162,272,1918.88,156.5857,1360000,272
-9968.34765625,2148.71,15.1316,273,1950.66,156.5207,1365000,273
-10009.603515625,2303.88,15.0459,274,1958.09,156.5772,1370000,274
-9999.21875,2262.44,15.1188,275,1931.84,156.5309,1375000,275
-10009.4365234375,2251.07,15.1544,276,1952.32,156.6172,1380000,276
-10066.51171875,2274.16,15.1307,277,1926.1,156.6453,1385000,277
-10074.060546875,2248.21,15.1039,278,1922.32,156.5532,1390000,278
-10083.19140625,2269.92,15.2364,279,1953.25,156.4581,1395000,279
