Real Sto Return,Running Env Steps,Running Forward KL,Running Update Time,Real Det Return,Running Reverse KL,Itration,Reward Loss
-44.01,545000,71.3995,109,151.96,29.2409,109,-1778.1011962890625
-61.22,550000,71.5279,110,100.54,33.5027,110,-1851.12255859375
-89.99,555000,73.0966,111,160.14,32.6224,111,-1862.746826171875
-73.46,560000,72.4162,112,194.77,32.5874,112,-1977.69580078125
-77.78,565000,70.2681,113,-119.5,31.8427,113,-1851.679931640625
-55.8,570000,71.8287,114,172.88,30.3352,114,-1860.993896484375
-40.4,575000,73.3344,115,222.19,32.2609,115,-1987.2122802734375
-25.91,580000,73.1055,116,170.65,33.2707,116,-2030.2762451171875
-27.03,585000,73.5121,117,347.44,33.5201,117,-2093.43017578125
-88.71,590000,72.9379,118,111.86,30.1129,118,-2007.7349853515625
-18.82,595000,72.7309,119,-201.22,28.936,119,-2121.06494140625
-47.51,600000,74.4635,120,106.56,34.5616,120,-2165.963134765625
-18.15,605000,72.6297,121,248.56,31.7777,121,-2123.986083984375
-23.48,610000,72.9266,122,37.45,27.2539,122,-2177.02392578125
-11.49,615000,75.4539,123,190.82,29.9522,123,-2289.89404296875
-20.31,620000,73.1082,124,333.07,28.1931,124,-2345.890625
-49.12,625000,73.4288,125,325.66,29.435,125,-2332.089111328125
13.47,630000,73.6317,126,358.58,30.1214,126,-2321.10693359375
-95.54,635000,73.9138,127,93.95,29.9353,127,-2381.96533203125
-100.0,640000,73.4442,128,98.7,34.0365,128,-2408.94482421875
-59.82,645000,70.986,129,-15.44,28.9708,129,-2429.51708984375
4.36,650000,70.3172,130,229.58,27.9894,130,-2430.361083984375
-97.65,655000,73.3249,131,313.15,34.6734,131,-2599.02880859375
-14.37,660000,73.4555,132,203.47,31.0771,132,-2588.801025390625
-96.96,665000,73.2436,133,176.04,31.4798,133,-2578.100830078125
-13.29,670000,71.7858,134,425.96,27.9414,134,-2629.371826171875
-18.95,675000,72.465,135,135.21,26.9477,135,-2601.27783203125
-93.94,680000,73.4375,136,103.39,29.2693,136,-2776.84228515625
-31.01,685000,74.1659,137,61.3,29.7889,137,-2755.2451171875
-27.58,690000,72.9989,138,163.07,27.6056,138,-2776.4228515625
-19.45,695000,72.6201,139,122.29,32.8393,139,-2770.121337890625
-39.56,700000,71.6141,140,178.35,30.0945,140,-2801.091552734375
-26.98,705000,72.7545,141,398.84,30.424,141,-2945.301025390625
-23.37,710000,72.0822,142,216.53,28.3863,142,-2981.49169921875
-75.57,715000,73.3829,143,33.37,30.1764,143,-3022.700439453125
-34.1,720000,73.3893,144,193.95,31.192,144,-3130.703369140625
-24.24,725000,71.5473,145,195.77,28.5321,145,-3106.872314453125
-26.74,730000,73.5166,146,55.97,28.0963,146,-3197.760009765625
-26.37,735000,72.6288,147,147.79,27.078,147,-3158.349609375
-18.45,740000,74.9244,148,274.59,31.4689,148,-3324.712158203125
-131.97,745000,71.4527,149,1.18,32.2236,149,-3269.375
0.55,750000,73.2915,150,228.06,28.8,150,-3356.997802734375
-14.99,755000,72.9959,151,51.92,29.5023,151,-3385.92578125
-12.54,760000,71.3028,152,223.33,32.4401,152,-3338.02880859375
4.38,765000,71.78,153,53.02,31.2049,153,-3442.32861328125
-67.47,770000,72.88,154,153.29,29.9159,154,-3541.49365234375
1.24,775000,73.4293,155,258.31,30.6762,155,-3650.274658203125
-29.73,780000,72.1914,156,187.78,30.9388,156,-3691.033935546875
27.56,785000,72.5249,157,141.45,31.9047,157,-3677.854736328125
-27.7,790000,71.925,158,230.78,29.7403,158,-3714.5908203125
-35.95,795000,72.1721,159,256.91,31.3453,159,-3827.993408203125
-180.13,800000,72.4123,160,231.58,46.4791,160,-3411.208740234375
-1.93,805000,70.1491,161,281.31,28.9823,161,-3710.73486328125
-21.41,810000,70.3942,162,185.37,28.9046,162,-4016.717529296875
-25.28,815000,71.3647,163,228.15,27.5998,163,-3958.21875
-47.96,820000,71.227,164,-65.63,29.1586,164,-3848.111328125
-22.94,825000,73.1383,165,26.49,31.6246,165,-4144.13916015625
-153.23,830000,72.7144,166,-172.95,29.7324,166,-3982.8837890625
-125.06,835000,73.0646,167,-411.54,35.8203,167,-4072.007080078125
-15.26,840000,74.4669,168,207.4,29.5013,168,-4425.69482421875
-64.17,845000,71.9711,169,66.95,29.4765,169,-4237.712890625
-56.05,850000,72.059,170,-27.8,29.2473,170,-4302.287109375
6.23,855000,72.8699,171,209.16,27.4953,171,-4489.1982421875
-60.0,860000,70.8037,172,-3.24,35.1753,172,-4065.93798828125
16.07,865000,70.369,173,339.5,27.1242,173,-4506.5126953125
5.45,870000,70.7739,174,138.2,28.8353,174,-4435.673828125
-30.77,875000,74.1231,175,-100.01,31.3998,175,-4721.67724609375
-195.75,880000,73.3886,176,-28.1,31.362,176,-4732.8701171875
-108.95,885000,71.7242,177,138.19,32.1129,177,-4878.87841796875
-30.21,890000,73.3057,178,180.77,29.541,178,-4897.11669921875
-33.7,895000,74.4722,179,202.14,30.0714,179,-4833.6728515625
-74.88,900000,72.7869,180,79.41,27.6368,180,-4874.6015625
-63.19,905000,71.7915,181,-2.95,29.2226,181,-5050.609375
-46.42,910000,74.1823,182,-302.43,34.1181,182,-5206.494140625
-24.86,915000,74.4991,183,150.03,28.9104,183,-5236.6044921875
-76.17,920000,72.816,184,130.97,32.8085,184,-5644.13916015625
-104.77,925000,65.7371,185,-22.55,31.8977,185,-4720.76123046875
-67.84,930000,73.0339,186,292.04,29.2581,186,-5565.13232421875
-21.28,935000,72.5318,187,214.8,28.7432,187,-5543.369140625
-47.73,940000,71.4795,188,259.62,29.2727,188,-5624.357421875
-14.63,945000,70.9528,189,252.84,26.6914,189,-5464.7138671875
11.54,950000,70.5254,190,-8.17,27.3159,190,-5472.0751953125
-100.4,955000,71.7892,191,125.1,34.9746,191,-5708.8701171875
-44.86,960000,73.2436,192,306.58,30.7055,192,-5941.0810546875
-36.46,965000,72.3579,193,249.1,29.2643,193,-5859.50146484375
12.58,970000,71.7334,194,307.47,28.7787,194,-5986.13525390625
-7.17,975000,72.3143,195,194.56,30.7933,195,-6038.45703125
18.82,980000,73.1031,196,206.53,28.6234,196,-6146.45654296875
-65.42,985000,73.717,197,-425.25,29.2381,197,-6196.982421875
-0.62,990000,71.3826,198,244.65,26.8274,198,-6370.2822265625
59.68,995000,70.3186,199,169.25,30.066,199,-6433.20068359375
10.79,1000000,70.1316,200,-62.69,31.2508,200,-6273.59033203125
0.7,1005000,71.9154,201,256.2,27.4185,201,-6572.99169921875
4.22,1010000,72.8453,202,233.21,30.3417,202,-6824.716796875
5.52,1015000,73.2434,203,91.68,29.6267,203,-6884.65283203125
-5.8,1020000,71.7068,204,300.46,27.7007,204,-6822.958984375
-26.2,1025000,70.6744,205,157.01,28.0756,205,-6880.58984375
-44.12,1030000,71.2217,206,178.06,28.5656,206,-6937.7177734375
-39.21,1035000,72.0622,207,256.94,28.5975,207,-6965.09423828125
-58.09,1040000,70.0941,208,204.4,28.0755,208,-7053.50732421875
-46.36,1045000,71.6628,209,110.03,27.2971,209,-7273.18896484375
-47.74,1050000,72.3538,210,169.42,30.0994,210,-7336.06982421875
-50.72,1055000,71.9716,211,207.74,28.5117,211,-7362.6337890625
-47.43,1060000,72.0598,212,121.66,29.2863,212,-7659.15576171875
-74.65,1065000,73.6654,213,98.4,34.5318,213,-8181.513671875
-61.11,1070000,71.5452,214,166.25,26.7942,214,-7807.421875
-61.72,1075000,72.4006,215,142.48,27.2943,215,-7826.251953125
-30.87,1080000,73.9189,216,155.05,28.4144,216,-7897.81005859375
-38.78,1085000,72.7341,217,170.03,27.9315,217,-8216.9814453125
-73.05,1090000,73.0906,218,189.6,27.9066,218,-8424.7841796875
-14.76,1095000,73.3264,219,181.78,30.6418,219,-8535.5234375
-52.34,1100000,73.9359,220,123.0,28.5094,220,-8544.4697265625
-12.5,1105000,73.5198,221,113.67,28.3817,221,-8796.4599609375
-13.74,1110000,73.0626,222,159.34,28.309,222,-8793.6474609375
-30.82,1115000,73.9767,223,90.71,29.1335,223,-8885.880859375
-35.81,1120000,73.0169,224,91.08,29.6124,224,-8908.451171875
-31.57,1125000,73.3876,225,51.85,30.8345,225,-9025.4951171875
-44.4,1130000,74.2336,226,64.12,31.8942,226,-9195.0234375
-11.82,1135000,73.3255,227,66.89,31.2512,227,-9067.1181640625
-76.59,1140000,74.51,228,69.99,32.3301,228,-9469.388671875
-62.77,1145000,73.1719,229,76.94,30.3291,229,-9511.3515625
-31.69,1150000,72.7643,230,55.77,29.9422,230,-9554.216796875
-24.24,1155000,72.5327,231,110.26,29.9092,231,-9764.244140625
2.49,1160000,73.2008,232,84.82,29.9674,232,-9889.625
1.36,1165000,72.4672,233,194.4,29.149,233,-10004.6357421875
-22.46,1170000,70.886,234,210.37,28.7851,234,-9849.115234375
-58.81,1175000,74.4254,235,185.18,32.5653,235,-10247.78515625
-25.6,1180000,72.9395,236,139.77,28.0712,236,-10319.0517578125
-23.11,1185000,72.6374,237,59.3,26.9632,237,-10101.654296875
-47.79,1190000,73.1859,238,72.59,29.4493,238,-10467.642578125
-69.47,1195000,73.388,239,119.25,27.8704,239,-10562.658203125
-18.22,1200000,73.9359,240,230.45,29.5031,240,-10705.5869140625
-95.48,1205000,70.8352,241,172.83,27.096,241,-10464.0732421875
-78.07,1210000,74.3832,242,153.1,28.2564,242,-10976.54296875
-19.65,1215000,73.7832,243,91.72,28.4828,243,-11023.7333984375
-20.43,1220000,72.7818,244,79.26,28.1936,244,-11361.4541015625
-34.18,1225000,73.4364,245,102.08,28.5131,245,-11141.541015625
-33.82,1230000,73.2541,246,60.72,27.2331,246,-11401.0234375
-44.07,1235000,72.8338,247,83.9,27.5012,247,-11100.2861328125
-44.28,1240000,72.176,248,101.33,29.6805,248,-11287.6376953125
-47.43,1245000,72.6911,249,127.57,28.1451,249,-11173.3154296875
-40.06,1250000,72.6584,250,122.71,32.741,250,-11530.5400390625
-22.79,1255000,73.7598,251,132.87,30.2308,251,-11832.298828125
-18.26,1260000,72.0861,252,140.24,28.6337,252,-11555.5751953125
-39.28,1265000,74.0856,253,117.33,27.7684,253,-11702.1953125
-2.57,1270000,73.6054,254,126.25,28.9524,254,-11893.9833984375
-49.06,1275000,72.7262,255,137.13,28.2882,255,-11858.6708984375
-36.81,1280000,73.5195,256,172.49,30.5522,256,-12383.220703125
-58.22,1285000,71.9294,257,120.04,27.6951,257,-12034.3037109375
-46.03,1290000,74.9032,258,123.96,29.6882,258,-12491.1826171875
-33.24,1295000,72.2775,259,120.14,27.8167,259,-12142.4404296875
-54.93,1300000,74.0252,260,122.37,29.6857,260,-12763.505859375
-45.02,1305000,72.986,261,85.67,28.5317,261,-12231.5537109375
-39.65,1310000,72.6111,262,137.32,29.5273,262,-12798.2431640625
-21.85,1315000,74.0669,263,157.89,31.2204,263,-12941.7958984375
-80.28,1320000,73.5632,264,-33.4,31.3947,264,-12798.1328125
-18.03,1325000,72.9848,265,154.75,28.4314,265,-12289.673828125
-47.09,1330000,73.0599,266,29.61,28.8625,266,-12507.3896484375
-42.72,1335000,72.9494,267,53.06,29.7709,267,-12514.052734375
-70.63,1340000,74.1596,268,-78.84,28.745,268,-12650.9794921875
-22.99,1345000,73.4705,269,98.63,31.144,269,-13067.2412109375
-50.44,1350000,74.7576,270,76.64,31.9612,270,-13022.3212890625
-95.84,1355000,75.2559,271,-52.16,31.7181,271,-13476.1962890625
-63.1,1360000,73.6273,272,-137.84,32.4815,272,-13192.998046875
-111.42,1365000,72.3077,273,-63.37,32.9585,273,-13019.1318359375
-54.9,1370000,72.9293,274,18.38,31.4841,274,-13123.453125
-54.6,1375000,72.8551,275,21.34,29.1952,275,-13371.423828125
-75.81,1380000,73.3868,276,7.75,30.6785,276,-13366.0625
-38.13,1385000,72.8361,277,-99.52,30.5366,277,-13442.771484375
-73.39,1390000,72.9099,278,-3.62,28.7387,278,-13888.283203125
-44.06,1395000,72.2522,279,-11.29,31.7249,279,-13423.33984375
-59.93,1400000,73.1453,280,-38.08,30.3836,280,-13422.7001953125
-51.64,1405000,74.1545,281,-152.44,36.4973,281,-14014.9130859375
-9.54,1410000,75.2522,282,-22.04,32.6974,282,-14148.6826171875
-93.28,1415000,74.5153,283,99.5,31.1373,283,-13842.25
-92.93,1420000,71.888,284,34.45,28.8371,284,-13373.380859375
-60.16,1425000,72.6441,285,-1.65,29.5126,285,-14039.9521484375
-43.83,1430000,72.9336,286,40.83,31.0263,286,-14126.2607421875
-145.3,1435000,73.4366,287,-79.48,31.9168,287,-14722.26953125
-85.57,1440000,73.6792,288,14.56,29.3701,288,-14465.408203125
-115.1,1445000,72.2001,289,-87.33,29.4558,289,-14742.5732421875
-75.19,1450000,72.4811,290,-21.96,28.128,290,-14661.3125
-8.1,1455000,72.737,291,-135.92,32.1971,291,-14656.095703125
-86.74,1460000,70.2673,292,-104.02,28.7871,292,-14200.421875
-37.62,1465000,73.8215,293,-121.49,29.4887,293,-14555.6357421875
-48.67,1470000,71.3334,294,-79.85,29.6112,294,-14675.8173828125
-73.43,1475000,72.3865,295,-22.13,29.5648,295,-14656.3779296875
-90.04,1480000,73.5362,296,16.9,28.8743,296,-15072.9638671875
-35.85,1485000,71.9867,297,64.46,30.3407,297,-15380.431640625
-113.54,1490000,74.0084,298,-7.52,30.5546,298,-15662.5078125
-114.3,1495000,72.0197,299,62.6,30.8283,299,-15102.806640625
-39.34,1500000,72.5761,300,70.77,30.607,300,-15701.892578125
-62.59,1505000,71.7637,301,36.19,28.8856,301,-15296.9033203125
-76.72,1510000,73.7602,302,64.85,28.8083,302,-15842.9580078125
-86.61,1515000,72.0594,303,38.79,29.8621,303,-15566.6240234375
-77.7,1520000,73.0849,304,35.72,28.9556,304,-15548.763671875
-92.72,1525000,72.485,305,50.32,29.153,305,-15609.7255859375
0.62,1530000,70.0601,306,40.25,29.5462,306,-15472.0791015625
-31.99,1535000,69.7618,307,92.81,28.198,307,-15578.2490234375
-58.4,1540000,70.1948,308,85.88,30.6924,308,-15686.3720703125
-52.77,1545000,75.5565,309,24.59,34.4796,309,-16628.521484375
-82.56,1550000,72.0086,310,118.67,30.1187,310,-16128.841796875
-34.47,1555000,72.1211,311,101.83,28.8501,311,-16796.66015625
-31.08,1560000,71.387,312,109.48,30.2184,312,-16559.546875
-95.13,1565000,71.3859,313,5.05,32.4616,313,-16617.16796875
-65.49,1570000,72.9166,314,56.29,32.0154,314,-16764.052734375
-40.12,1575000,72.3897,315,55.56,29.9554,315,-17040.919921875
-63.76,1580000,71.3868,316,187.52,29.6646,316,-16466.26953125
-85.16,1585000,71.3198,317,84.48,29.5297,317,-16540.388671875
-67.26,1590000,74.5588,318,23.81,32.945,318,-17448.607421875
-64.27,1595000,72.2665,319,122.31,29.5217,319,-16767.5234375
-52.18,1600000,73.3475,320,35.65,30.8391,320,-17458.67578125
-33.24,1605000,70.8582,321,49.8,30.5949,321,-16555.310546875
-93.84,1610000,71.67,322,135.82,27.7952,322,-17050.57421875
