Running Reverse KL,Running Update Time,Itration,Real Det Return,Real Sto Return,Running Env Steps,Running Forward KL,Reward Loss
15.7466,39,39,2029.24,1693.56,195000,157.1686,-1246.5396728515625
15.9585,40,40,2081.69,1692.34,200000,157.2194,-1284.2376708984375
15.9028,41,41,2010.13,1675.71,205000,157.1388,-1329.96435546875
16.1219,42,42,2118.67,1755.88,210000,157.1921,-1336.837158203125
16.2667,43,43,2136.93,1732.68,215000,157.201,-1390.2589111328125
16.104,44,44,2122.14,1753.27,220000,157.063,-1406.2022705078125
15.7209,45,45,2110.47,1701.78,225000,157.0614,-1462.1099853515625
15.9408,46,46,2109.49,1750.28,230000,156.9811,-1484.1427001953125
15.9282,47,47,2135.86,1753.24,235000,156.9983,-1518.9639892578125
15.5983,48,48,2080.15,1713.24,240000,157.0965,-1570.4508056640625
15.9699,49,49,2125.9,1742.95,245000,157.0135,-1577.8421630859375
16.0749,50,50,2117.55,1729.79,250000,157.0556,-1623.4248046875
16.1159,51,51,2166.44,1776.57,255000,157.0199,-1654.3748779296875
15.9379,52,52,2146.02,1763.56,260000,156.9488,-1680.710693359375
15.5652,53,53,2150.51,1790.3,265000,156.876,-1717.662353515625
15.7606,54,54,2167.1,1781.45,270000,156.9997,-1742.004638671875
16.0619,55,55,2123.45,1748.74,275000,157.2011,-1798.701904296875
15.6203,56,56,2150.24,1789.81,280000,156.8883,-1813.3544921875
15.7493,57,57,2164.53,1779.81,285000,156.8662,-1857.9466552734375
15.8633,58,58,2146.04,1796.31,290000,156.7507,-1903.5870361328125
15.8987,59,59,2142.39,1786.28,295000,156.9154,-1933.39990234375
15.4832,60,60,2135.5,1752.42,300000,156.8773,-1965.5118408203125
15.8404,61,61,2126.34,1788.37,305000,157.0487,-2011.6607666015625
15.6663,62,62,2112.14,1766.15,310000,156.9449,-2040.07080078125
15.3924,63,63,2105.71,1755.62,315000,156.9176,-2075.553466796875
15.8037,64,64,2148.21,1798.86,320000,156.7837,-2109.09326171875
15.479,65,65,2145.61,1759.88,325000,156.8923,-2146.008544921875
15.5537,66,66,2160.95,1780.6,330000,156.7682,-2175.284912109375
15.9639,67,67,2182.02,1820.58,335000,156.8422,-2220.85546875
15.4492,68,68,2118.96,1788.5,340000,156.9248,-2247.168701171875
15.6974,69,69,2131.06,1775.49,345000,156.7958,-2283.691162109375
15.8235,70,70,2189.31,1821.51,350000,156.7846,-2293.482421875
15.5539,71,71,2116.68,1800.18,355000,156.7351,-2365.02587890625
15.2904,72,72,2107.26,1772.91,360000,156.7608,-2388.5478515625
15.658,73,73,2187.68,1799.97,365000,156.8483,-2432.6591796875
15.4874,74,74,2135.26,1828.85,370000,156.6939,-2451.46240234375
15.7367,75,75,2144.94,1807.39,375000,157.0521,-2524.007568359375
15.6676,76,76,2154.07,1802.67,380000,156.8901,-2549.1328125
15.5461,77,77,2174.22,1796.1,385000,156.7889,-2576.07421875
15.4472,78,78,2171.21,1813.86,390000,156.7055,-2611.72314453125
15.6627,79,79,2161.56,1811.7,395000,157.0753,-2667.959228515625
15.5812,80,80,2184.51,1813.85,400000,156.8478,-2668.838623046875
15.5525,81,81,2167.58,1810.05,405000,156.7003,-2711.51220703125
15.9073,82,82,2182.13,1826.69,410000,157.0752,-2788.737548828125
15.2968,83,83,2164.92,1792.69,415000,156.8034,-2806.990234375
16.0759,84,84,2170.73,1819.41,420000,156.8687,-2868.315185546875
15.7313,85,85,2170.72,1831.52,425000,156.8327,-2893.208251953125
15.5876,86,86,2214.78,1826.53,430000,156.7755,-2925.390380859375
15.4595,87,87,2163.25,1810.88,435000,156.9163,-2965.98828125
15.6908,88,88,2166.76,1792.35,440000,156.8849,-3016.2177734375
15.531,89,89,2179.56,1831.04,445000,156.711,-3033.565185546875
15.5303,90,90,2174.65,1831.94,450000,156.7204,-3074.447021484375
15.7668,91,91,2193.39,1846.51,455000,156.9018,-3118.838623046875
15.6523,92,92,2191.7,1846.5,460000,156.8598,-3177.5234375
15.5369,93,93,2191.32,1825.92,465000,156.8614,-3208.67529296875
15.5861,94,94,2210.1,1853.95,470000,156.6706,-3219.7724609375
15.4817,95,95,2204.67,1825.39,475000,156.7788,-3283.378662109375
15.2828,96,96,2172.88,1845.09,480000,156.676,-3325.541015625
15.5465,97,97,2191.88,1827.5,485000,156.9294,-3396.29150390625
15.347,98,98,2153.63,1784.49,490000,156.9173,-3430.270263671875
15.3675,99,99,2172.53,1844.26,495000,156.7313,-3434.072265625
15.604,100,100,2198.19,1854.67,500000,156.8939,-3481.765380859375
15.6393,101,101,2202.56,1836.48,505000,156.8519,-3542.9736328125
15.4311,102,102,2205.26,1853.02,510000,156.7315,-3558.422119140625
15.6292,103,103,2216.48,1852.88,515000,156.8358,-3622.503662109375
15.3733,104,104,2188.6,1817.7,520000,156.8097,-3673.93212890625
15.5045,105,105,2189.8,1848.27,525000,156.8619,-3718.440185546875
15.7632,106,106,2199.57,1851.25,530000,156.7364,-3765.94775390625
15.9816,107,107,2240.91,1870.5,535000,156.9644,-3797.355712890625
15.4822,108,108,2225.22,1844.98,540000,156.7284,-3827.80126953125
15.5432,109,109,2214.11,1877.9,545000,156.6825,-3858.97021484375
15.5152,110,110,2232.35,1867.09,550000,156.8479,-3924.220458984375
15.59,111,111,2240.4,1907.8,555000,156.7016,-3968.880615234375
15.884,112,112,2237.09,1884.52,560000,156.93,-4023.813232421875
15.5995,113,113,2249.87,1856.49,565000,156.9286,-4050.2099609375
15.753,114,114,2225.41,1883.4,570000,156.8014,-4095.0888671875
15.4967,115,115,2233.92,1851.01,575000,156.6664,-4149.79833984375
15.1474,116,116,2168.66,1806.52,580000,156.9694,-4235.2490234375
15.4508,117,117,2209.0,1864.35,585000,156.6446,-4241.6044921875
15.4487,118,118,2203.03,1881.56,590000,156.7367,-4290.19482421875
15.6223,119,119,2198.92,1861.36,595000,156.9061,-4366.21923828125
15.3724,120,120,2152.97,1828.82,600000,156.63,-4430.10107421875
15.5104,121,121,2230.76,1859.91,605000,156.8019,-4445.44189453125
15.3166,122,122,2195.94,1830.56,610000,156.8257,-4514.21630859375
15.4847,123,123,2226.57,1893.41,615000,156.7749,-4550.8056640625
15.6101,124,124,2238.54,1860.76,620000,156.8373,-4585.650390625
15.5842,125,125,2179.39,1862.31,625000,156.8392,-4661.98486328125
15.8398,126,126,2217.72,1898.14,630000,156.7201,-4699.66748046875
15.5165,127,127,2268.3,1880.33,635000,156.7622,-4776.9794921875
15.6737,128,128,2236.03,1883.4,640000,156.82,-4831.24267578125
15.6523,129,129,2250.71,1911.49,645000,156.7924,-4854.857421875
15.7977,130,130,2215.01,1868.27,650000,156.8463,-4940.1103515625
15.4842,131,131,2223.68,1861.86,655000,156.8655,-4970.57373046875
15.7025,132,132,2255.39,1912.28,660000,156.5483,-5011.31298828125
15.6098,133,133,2234.4,1898.46,665000,156.8089,-5042.66064453125
15.5274,134,134,2194.64,1865.51,670000,156.8998,-5123.9853515625
15.4427,135,135,2240.64,1881.28,675000,156.7564,-5119.25537109375
15.4327,136,136,2203.26,1890.62,680000,156.9051,-5158.4140625
15.5337,137,137,2244.04,1933.35,685000,156.7421,-5187.5126953125
15.636,138,138,2263.42,1880.91,690000,156.8302,-5239.0419921875
15.6493,139,139,2205.98,1886.1,695000,156.7663,-5309.490234375
15.6884,140,140,2247.58,1887.66,700000,156.8595,-5296.74072265625
15.4147,141,141,2213.36,1874.08,705000,156.767,-5367.9833984375
15.4088,142,142,2199.1,1858.4,710000,156.8204,-5401.22021484375
15.5952,143,143,2262.04,1927.09,715000,156.8636,-5392.1259765625
15.4437,144,144,2207.34,1865.59,720000,156.7552,-5496.2529296875
15.3631,145,145,2207.9,1876.83,725000,156.8291,-5493.92431640625
15.2564,146,146,2182.66,1882.27,730000,156.6594,-5522.07470703125
15.4908,147,147,2202.14,1912.23,735000,156.8003,-5578.546875
15.5063,148,148,2220.42,1890.55,740000,156.8617,-5617.6416015625
15.6364,149,149,2255.9,1901.88,745000,156.7752,-5647.82421875
15.3548,150,150,2218.98,1865.45,750000,156.8435,-5671.38037109375
15.521,151,151,2248.69,1937.57,755000,156.675,-5692.62841796875
15.4718,152,152,2255.12,1891.95,760000,156.9484,-5722.70361328125
15.6948,153,153,2257.89,1917.39,765000,156.7177,-5762.1513671875
15.3682,154,154,2241.0,1901.17,770000,156.7952,-5795.498046875
15.3772,155,155,2193.15,1868.95,775000,156.7789,-5845.5205078125
15.4261,156,156,2267.26,1909.62,780000,156.7994,-5891.6484375
15.4579,157,157,2215.11,1895.69,785000,156.5734,-5900.3994140625
15.3825,158,158,2213.8,1896.94,790000,156.7109,-5970.53955078125
15.3917,159,159,2255.05,1902.28,795000,156.8787,-6021.251953125
15.7424,160,160,2282.8,1893.03,800000,156.7612,-6023.39892578125
15.1624,161,161,2232.1,1876.84,805000,156.8132,-6108.03564453125
15.4102,162,162,2232.16,1899.11,810000,156.6131,-6126.29345703125
15.5505,163,163,2291.47,1935.04,815000,156.605,-6159.099609375
15.298,164,164,2230.26,1897.67,820000,156.7277,-6203.08837890625
15.2743,165,165,2262.12,1916.14,825000,156.6924,-6225.35546875
15.6845,166,166,2291.06,1944.68,830000,156.6334,-6290.0634765625
15.5816,167,167,2278.61,1928.24,835000,156.7193,-6299.9921875
15.4558,168,168,2275.13,1914.74,840000,156.6842,-6349.78759765625
15.3554,169,169,2256.75,1925.11,845000,156.6882,-6348.28076171875
15.5362,170,170,2258.06,1926.21,850000,156.724,-6396.93798828125
15.4714,171,171,2270.87,1905.58,855000,156.5642,-6498.06494140625
15.7578,172,172,2297.3,1958.38,860000,156.655,-6483.61279296875
15.2225,173,173,2254.51,1894.6,865000,156.6827,-6549.62451171875
15.4646,174,174,2236.22,1924.0,870000,156.846,-6593.18310546875
15.5208,175,175,2281.82,1940.95,875000,156.8106,-6640.25146484375
15.4059,176,176,2259.29,1918.15,880000,156.6583,-6686.61962890625
15.6579,177,177,2237.92,1905.78,885000,156.7063,-6722.69140625
15.4734,178,178,2264.14,1914.3,890000,156.4994,-6744.69384765625
15.2981,179,179,2256.45,1915.96,895000,156.6973,-6758.52880859375
15.1069,180,180,2292.94,1925.97,900000,156.6591,-6807.84912109375
15.2296,181,181,2232.32,1880.13,905000,156.7802,-6872.0771484375
15.3435,182,182,2262.22,1916.21,910000,156.6074,-6902.22314453125
15.3769,183,183,2294.11,1935.07,915000,156.7073,-6939.00390625
15.2413,184,184,2248.42,1907.96,920000,156.9106,-7019.1640625
15.4414,185,185,2287.62,1942.39,925000,156.7681,-7032.087890625
15.2474,186,186,2237.48,1923.4,930000,156.6009,-7066.51318359375
15.2777,187,187,2252.89,1903.79,935000,156.8386,-7139.25244140625
15.2852,188,188,2236.11,1900.05,940000,156.6669,-7134.53857421875
15.3559,189,189,2263.39,1925.87,945000,156.797,-7242.75537109375
15.4514,190,190,2288.37,1930.22,950000,156.7404,-7257.1552734375
15.3706,191,191,2294.92,1944.1,955000,156.446,-7296.427734375
15.2026,192,192,2235.81,1895.71,960000,156.7474,-7306.5205078125
15.1434,193,193,2256.51,1938.0,965000,156.559,-7357.0263671875
15.3057,194,194,2285.09,1920.63,970000,156.5955,-7399.15966796875
15.5011,195,195,2272.5,1926.92,975000,156.6302,-7435.966796875
15.304,196,196,2269.35,1923.66,980000,156.7114,-7470.3291015625
15.3518,197,197,2234.65,1921.15,985000,156.6386,-7537.6328125
15.2879,198,198,2269.22,1915.16,990000,156.7465,-7603.02294921875
15.2774,199,199,2284.23,1921.91,995000,156.7593,-7604.9501953125
15.1429,200,200,2249.62,1925.59,1000000,156.7104,-7659.5849609375
15.2529,201,201,2236.62,1931.12,1005000,156.5987,-7682.30517578125
15.455,202,202,2266.15,1948.97,1010000,156.6423,-7696.1806640625
15.1526,203,203,2231.87,1910.29,1015000,156.584,-7719.65380859375
15.2021,204,204,2249.42,1916.49,1020000,156.6786,-7758.18896484375
15.3167,205,205,2261.88,1928.99,1025000,156.5447,-7785.72119140625
15.4037,206,206,2254.11,1928.41,1030000,156.7526,-7832.75146484375
15.3242,207,207,2251.02,1933.15,1035000,156.7004,-7851.62646484375
15.4306,208,208,2248.66,1925.25,1040000,156.7732,-7905.83935546875
15.3448,209,209,2264.54,1931.74,1045000,156.6811,-7939.85009765625
15.1258,210,210,2262.36,1930.22,1050000,156.5583,-7932.85546875
15.4114,211,211,2265.22,1926.93,1055000,156.8502,-7991.40771484375
15.318,212,212,2245.99,1941.22,1060000,156.5382,-7998.73193359375
15.2098,213,213,2265.95,1950.14,1065000,156.554,-8009.369140625
15.276,214,214,2252.85,1941.57,1070000,156.7062,-8071.7861328125
15.1657,215,215,2242.61,1915.57,1075000,156.745,-8072.5859375
15.1398,216,216,2253.31,1943.31,1080000,156.7183,-8103.314453125
15.3427,217,217,2284.23,1944.03,1085000,156.7613,-8150.82763671875
15.3464,218,218,2268.17,1936.77,1090000,156.7147,-8176.837890625
15.2076,219,219,2250.48,1925.64,1095000,156.8363,-8202.4248046875
15.1662,220,220,2255.88,1943.06,1100000,156.5729,-8251.544921875
15.3184,221,221,2272.72,1935.12,1105000,156.6844,-8282.859375
15.3154,222,222,2271.6,1951.17,1110000,156.6322,-8292.6142578125
15.2934,223,223,2256.68,1934.16,1115000,156.7122,-8350.4951171875
15.266,224,224,2285.09,1931.57,1120000,156.6283,-8359.7841796875
15.2595,225,225,2257.78,1921.51,1125000,156.7105,-8410.3271484375
15.2425,226,226,2259.08,1934.29,1130000,156.7305,-8401.2099609375
15.2683,227,227,2244.56,1935.49,1135000,156.6383,-8457.4638671875
15.1299,228,228,2260.99,1944.88,1140000,156.7338,-8490.0078125
15.3346,229,229,2257.56,1951.17,1145000,156.6811,-8490.7880859375
15.1215,230,230,2251.41,1920.96,1150000,156.7123,-8552.30859375
15.4042,231,231,2254.7,1941.1,1155000,156.5909,-8570.2783203125
15.2776,232,232,2260.3,1938.63,1160000,156.8015,-8625.55859375
15.3065,233,233,2279.05,1944.85,1165000,156.6011,-8626.2685546875
15.3037,234,234,2262.67,1958.24,1170000,156.7151,-8679.740234375
15.2663,235,235,2274.92,1946.69,1175000,156.5606,-8708.0205078125
15.3135,236,236,2263.16,1930.61,1180000,156.6832,-8760.37890625
15.2768,237,237,2240.85,1934.26,1185000,156.6307,-8753.3642578125
15.3196,238,238,2267.66,1949.94,1190000,156.5815,-8796.93359375
15.3132,239,239,2263.61,1911.5,1195000,156.7005,-8811.2958984375
15.2287,240,240,2234.13,1903.47,1200000,156.7297,-8869.921875
15.1699,241,241,2238.76,1932.41,1205000,156.68,-8887.845703125
15.1968,242,242,2232.78,1926.17,1210000,156.7032,-8916.123046875
15.2192,243,243,2240.72,1935.67,1215000,156.7757,-8948.0791015625
15.2725,244,244,2259.93,1945.26,1220000,156.7648,-8987.6005859375
15.3313,245,245,2271.75,1944.26,1225000,156.7005,-9002.25
15.1302,246,246,2237.35,1941.22,1230000,156.7306,-9040.412109375
15.2496,247,247,2232.37,1940.25,1235000,156.6231,-9063.7548828125
15.1822,248,248,2270.49,1950.6,1240000,156.6901,-9082.6513671875
15.229,249,249,2250.94,1939.88,1245000,156.7655,-9104.255859375
15.1253,250,250,2262.17,1935.2,1250000,156.6892,-9154.0283203125
15.2148,251,251,2252.24,1936.54,1255000,156.6447,-9178.357421875
15.2636,252,252,2237.13,1940.55,1260000,156.7706,-9232.1923828125
15.1578,253,253,2272.22,1927.91,1265000,156.7268,-9254.8447265625
15.2574,254,254,2239.08,1923.13,1270000,156.6925,-9305.6435546875
15.2651,255,255,2245.76,1935.43,1275000,156.7262,-9325.4599609375
15.1767,256,256,2222.07,1917.22,1280000,156.7533,-9349.4453125
15.3312,257,257,2257.9,1940.94,1285000,156.7425,-9399.1982421875
15.1751,258,258,2263.02,1934.33,1290000,156.5902,-9430.2138671875
15.378,259,259,2251.04,1946.55,1295000,156.6754,-9464.5947265625
15.1864,260,260,2276.08,1941.42,1300000,156.7327,-9504.2236328125
15.1261,261,261,2241.86,1927.06,1305000,156.7942,-9526.00390625
15.0967,262,262,2255.42,1948.98,1310000,156.6507,-9532.955078125
15.2676,263,263,2233.98,1948.07,1315000,156.4821,-9560.4169921875
15.2736,264,264,2245.46,1946.92,1320000,156.621,-9597.26171875
15.2741,265,265,2264.46,1949.72,1325000,156.6615,-9630.388671875
15.3781,266,266,2254.23,1919.97,1330000,156.6279,-9652.013671875
15.4344,267,267,2263.2,1924.6,1335000,156.7775,-9693.7236328125
15.0324,268,268,2251.07,1939.23,1340000,156.6365,-9681.3154296875
15.205,269,269,2255.32,1950.68,1345000,156.7948,-9708.171875
15.2896,270,270,2280.37,1945.77,1350000,156.697,-9752.2099609375
15.3213,271,271,2272.07,1924.22,1355000,156.7817,-9749.822265625
15.2168,272,272,2237.08,1939.05,1360000,156.7436,-9771.4921875
15.0459,273,273,2263.92,1941.71,1365000,156.6084,-9796.265625
15.0911,274,274,2270.67,1938.02,1370000,156.5243,-9860.49609375
15.2246,275,275,2281.74,1947.86,1375000,156.6655,-9874.5390625
15.3556,276,276,2261.78,1953.83,1380000,156.8027,-9906.5078125
15.2372,277,277,2282.48,1948.25,1385000,156.6582,-9910.259765625
15.1248,278,278,2291.23,1948.91,1390000,156.5962,-9911.708984375
15.2485,279,279,2270.49,1957.42,1395000,156.8085,-9963.5751953125
15.4038,280,280,2265.38,1967.19,1400000,156.7302,-9947.09375
15.2033,281,281,2296.78,1957.56,1405000,156.7019,-10007.7177734375
15.1903,282,282,2299.68,1958.79,1410000,156.5853,-10040.0146484375
15.2513,283,283,2309.56,1955.5,1415000,156.6211,-10055.1474609375
15.3084,284,284,2290.9,1940.6,1420000,156.6454,-10096.296875
15.1648,285,285,2287.44,1933.26,1425000,156.5653,-10104.6279296875
15.1592,286,286,2288.9,1938.76,1430000,156.6042,-10119.3486328125
15.2869,287,287,2298.28,1967.44,1435000,156.5525,-10161.7626953125
15.2213,288,288,2307.12,1925.54,1440000,156.5981,-10174.7353515625
15.1301,289,289,2275.51,1945.77,1445000,156.6874,-10198.4775390625
15.1258,290,290,2264.75,1931.98,1450000,156.6738,-10251.2275390625
15.2849,291,291,2309.95,1957.41,1455000,156.6986,-10261.3984375
15.2083,292,292,2265.19,1940.49,1460000,156.6066,-10283.3046875
15.3691,293,293,2305.74,1967.52,1465000,156.692,-10292.9794921875
15.3229,294,294,2282.44,1948.06,1470000,156.5756,-10292.44921875
15.2208,295,295,2278.45,1960.48,1475000,156.694,-10341.8994140625
15.2289,296,296,2304.5,1951.21,1480000,156.7106,-10354.21875
15.4082,297,297,2298.97,1953.69,1485000,156.7477,-10363.892578125
15.2648,298,298,2291.41,1930.28,1490000,156.6513,-10366.5234375
15.2965,299,299,2305.11,1966.65,1495000,156.4754,-10417.6201171875
15.312,300,300,2289.68,1959.1,1500000,156.6017,-10424.583984375
14.8887,301,301,2269.7,1911.24,1505000,156.6111,-10393.1552734375
15.2435,302,302,2285.6,1955.52,1510000,156.7352,-10460.1025390625
15.2086,303,303,2285.27,1930.72,1515000,156.5817,-10474.4384765625
15.1771,304,304,2293.11,1951.39,1520000,156.614,-10480.6064453125
15.0953,305,305,2274.98,1947.79,1525000,156.6369,-10463.126953125
14.7922,306,306,2253.33,1931.87,1530000,156.5985,-10496.556640625
15.021,307,307,2263.74,1939.19,1535000,156.5549,-10488.0830078125
15.2235,308,308,2283.07,1945.67,1540000,156.651,-10529.49609375
14.9387,309,309,2310.61,1965.56,1545000,156.4547,-10512.1318359375
15.0448,310,310,2260.58,1920.43,1550000,156.7001,-10545.974609375
15.2734,311,311,2311.0,1945.04,1555000,156.5952,-10569.3544921875
15.2768,312,312,2297.41,1954.78,1560000,156.6336,-10611.34375
15.0416,313,313,2265.98,1926.44,1565000,156.5185,-10574.994140625
15.2655,314,314,2267.1,1945.65,1570000,156.613,-10621.0771484375
15.1103,315,315,2282.57,1927.24,1575000,156.7045,-10635.4912109375
14.8395,316,316,2282.91,1957.63,1580000,156.6203,-10632.4970703125
15.2548,317,317,2292.83,1962.68,1585000,156.6532,-10674.3984375
15.0031,318,318,2300.59,1969.52,1590000,156.5995,-10684.337890625
15.0759,319,319,2280.26,1937.69,1595000,156.7567,-10735.64453125
15.2821,320,320,2296.34,1954.85,1600000,156.6076,-10710.3046875
15.1694,321,321,2280.24,1957.22,1605000,156.7562,-10736.666015625
15.2984,322,322,2316.65,1955.48,1610000,156.6341,-10754.98046875
15.1688,323,323,2254.98,1963.61,1615000,156.5516,-10770.669921875
15.0917,324,324,2298.12,1972.25,1620000,156.6593,-10774.396484375
14.8996,325,325,2297.56,1947.26,1625000,156.5776,-10774.1181640625
15.0287,326,326,2154.67,1918.24,1630000,156.6774,-10812.88671875
15.0355,327,327,2292.62,1952.13,1635000,156.6919,-10839.548828125
14.979,328,328,2042.4,1930.38,1640000,156.6673,-10847.08984375
15.2018,329,329,2299.89,1951.8,1645000,156.7173,-10862.9873046875
15.0438,330,330,2267.52,1932.6,1650000,156.6372,-10888.248046875
15.0034,331,331,2269.8,1951.87,1655000,156.5849,-10898.912109375
15.136,332,332,2283.29,1949.05,1660000,156.6592,-10914.41015625
15.0071,333,333,2170.96,1971.42,1665000,156.6245,-10936.8515625
14.9632,334,334,2277.11,1911.82,1670000,156.6356,-10914.1435546875
14.6384,335,335,2272.8,1916.69,1675000,156.6046,-10928.3994140625
15.2776,336,336,2169.41,1954.67,1680000,156.7568,-10994.115234375
14.7845,337,337,2291.6,1871.68,1685000,156.6319,-10950.6142578125
14.9717,338,338,2271.83,1941.01,1690000,156.6044,-10995.2509765625
14.9015,339,339,2276.99,1954.58,1695000,156.561,-10987.91015625
14.7233,340,340,2287.27,1917.59,1700000,156.5147,-10935.447265625
14.8896,341,341,2283.91,1916.94,1705000,156.3812,-11046.28125
15.0872,342,342,2168.73,1941.32,1710000,156.629,-11063.779296875
15.2017,343,343,2288.0,1917.24,1715000,156.637,-11118.5908203125
15.076,344,344,2291.45,1952.92,1720000,156.7715,-11128.9384765625
15.1471,345,345,2288.54,1939.73,1725000,156.498,-11118.064453125
15.0618,346,346,2169.15,1951.14,1730000,156.6527,-11138.494140625
15.0392,347,347,2266.76,1935.25,1735000,156.727,-11150.4873046875
15.2411,348,348,2180.88,1959.81,1740000,156.5543,-11177.6640625
15.1921,349,349,2287.02,1950.68,1745000,156.7562,-11191.546875
15.0458,350,350,2252.89,1954.65,1750000,156.6799,-11193.0390625
15.1196,351,351,2278.03,1958.45,1755000,156.6077,-11202.7392578125
15.1351,352,352,2176.83,1956.85,1760000,156.5857,-11234.7265625
15.1345,353,353,2147.67,1945.68,1765000,156.6525,-11237.140625
15.0916,354,354,2032.19,1953.43,1770000,156.5999,-11275.6181640625
15.0803,355,355,2157.65,1948.52,1775000,156.5616,-11274.4619140625
15.2145,356,356,2202.13,1960.47,1780000,156.5537,-11282.638671875
15.2747,357,357,2132.2,1952.04,1785000,156.6197,-11321.49609375
15.0247,358,358,2283.28,1947.52,1790000,156.5538,-11322.6806640625
15.1778,359,359,2253.36,1947.03,1795000,156.6154,-11346.765625
15.0286,360,360,2285.37,1945.53,1800000,156.52,-11349.208984375
15.0612,361,361,2277.96,1961.21,1805000,156.5519,-11373.828125
15.1294,362,362,2277.15,1981.63,1810000,156.5674,-11373.9775390625
15.1872,363,363,2254.98,1965.73,1815000,156.4966,-11415.9951171875
15.145,364,364,2286.63,1968.71,1820000,156.4829,-11420.6240234375
14.9697,365,365,2245.25,1949.54,1825000,156.4838,-11456.7119140625
15.0839,366,366,2039.01,1957.25,1830000,156.5763,-11462.45703125
15.0973,367,367,2295.74,1947.23,1835000,156.6293,-11469.021484375
