Running Forward KL,Itration,Real Det Return,Real Sto Return,Running Reverse KL
157.444,45,2062.94,1671.76,16.5613
157.2662,46,2020.31,1675.42,15.9861
157.2914,47,2033.71,1690.97,16.4361
157.2703,48,2069.33,1682.34,16.3584
157.3806,49,2065.76,1706.75,16.5526
157.3236,50,2040.51,1660.04,16.1393
157.3252,51,2088.79,1724.88,16.4352
157.4106,52,2013.9,1651.89,16.3384
157.3445,53,2012.28,1688.99,16.4479
157.3399,54,2079.19,1717.45,16.5206
157.495,55,2111.21,1704.31,16.5104
157.1147,56,2052.19,1704.15,16.2643
157.3268,57,2085.59,1712.09,16.198
157.4106,58,2094.87,1725.45,16.486
157.194,59,2101.98,1729.9,15.9831
157.2119,60,2123.37,1759.38,16.3908
157.0089,61,2064.01,1724.77,16.1218
157.1012,62,2103.24,1743.5,16.0269
157.1581,63,2126.14,1741.37,16.1852
157.1286,64,2098.13,1719.1,16.2157
157.1908,65,2127.02,1773.93,16.4147
157.3019,66,2092.86,1779.16,16.3344
157.0359,67,2103.57,1744.04,16.0897
157.1917,68,2145.05,1768.5,16.2753
157.2324,69,2126.98,1752.69,16.4036
157.0957,70,2168.92,1777.86,16.2183
156.9797,71,2130.41,1778.05,15.9744
157.207,72,2143.76,1775.22,16.4685
156.8348,73,2120.53,1761.6,16.0959
157.2136,74,2166.35,1791.03,16.3268
156.8416,75,2122.05,1767.7,15.8725
157.0074,76,2069.44,1758.42,15.7432
156.9846,77,2190.19,1819.86,16.065
156.7053,78,2170.43,1831.67,16.0126
157.1139,79,2183.5,1791.45,16.3277
157.1301,80,2170.0,1773.51,16.015
157.3092,81,2167.59,1811.11,16.2553
157.1875,82,2137.05,1790.08,16.0986
156.9444,83,2113.89,1782.33,15.8538
156.9774,84,2164.94,1800.27,16.1239
157.2856,85,2200.08,1837.29,16.3672
157.0581,86,2133.33,1785.74,15.7442
156.8934,87,2128.95,1772.35,15.9887
156.922,88,2169.65,1802.58,16.0107
157.1254,89,2164.32,1794.06,15.6328
156.9044,90,2173.38,1794.72,15.9819
156.9727,91,2169.4,1816.85,16.0051
156.9354,92,2148.23,1771.4,15.602
156.9723,93,2153.02,1816.92,15.9173
156.9441,94,2186.97,1819.0,15.8668
156.8408,95,2197.75,1854.28,15.7886
156.9356,96,2170.15,1823.82,15.877
156.7289,97,2171.02,1825.48,15.9462
156.8726,98,2201.72,1839.22,15.6962
156.7487,99,2174.88,1827.94,15.9222
156.8521,100,2168.23,1808.6,15.9258
156.843,101,2215.99,1886.64,16.2106
156.8734,102,2183.58,1834.98,15.8075
156.8623,103,2120.9,1790.05,15.5866
156.9877,104,2165.07,1822.55,15.6415
156.8309,105,2221.08,1878.32,15.9144
156.8863,106,2137.16,1826.47,15.4897
156.8798,107,2152.35,1809.92,15.7701
156.9035,108,2185.93,1848.95,15.9395
156.9386,109,2115.94,1791.93,15.4972
157.0189,110,2164.99,1841.64,15.9092
157.1888,111,2201.81,1847.87,15.8661
156.9359,112,2188.63,1837.72,15.8034
156.9543,113,2184.31,1845.97,15.8351
157.0882,114,2169.73,1852.71,15.9333
157.0141,115,2145.98,1807.26,15.6311
156.7878,116,2219.31,1868.12,15.8714
156.8595,117,2174.12,1834.39,15.8776
156.8555,118,2141.75,1860.02,15.5596
156.7667,119,2201.28,1867.33,15.8627
156.8499,120,2175.02,1831.72,15.9317
157.0035,121,2160.57,1839.91,15.5576
156.9051,122,2128.69,1775.83,15.2148
156.7357,123,2171.9,1816.41,15.6121
156.7709,124,2208.48,1875.84,15.9172
157.0409,125,2190.68,1830.02,15.6568
156.7072,126,2201.6,1864.16,15.7037
156.9196,127,2171.63,1862.12,15.7191
156.6753,128,2244.32,1902.25,15.8513
156.8117,129,2234.61,1839.41,15.9015
156.6815,130,2224.31,1866.83,15.7205
156.7724,131,2176.44,1856.9,15.4949
156.8413,132,2177.3,1824.1,15.6439
156.7549,133,2161.86,1845.13,15.6026
156.8156,134,2199.65,1840.71,15.7318
156.9018,135,2181.36,1826.23,15.5059
156.5496,136,2181.18,1878.32,15.6004
156.78,137,2210.45,1865.1,15.4353
156.7819,138,2214.2,1875.1,15.7209
156.8049,139,2174.69,1867.69,15.3977
156.5646,140,2204.87,1890.2,15.6088
156.7845,141,2236.63,1920.76,15.7578
156.5506,142,2221.95,1880.99,15.4193
156.8774,143,2173.23,1840.97,15.4658
156.7896,144,2198.0,1857.16,15.4544
156.887,145,2208.72,1888.9,15.7953
156.9388,146,2224.33,1849.89,15.4515
156.9264,147,2230.53,1878.17,15.5233
156.7945,148,2237.27,1883.68,15.7395
156.753,149,2231.28,1875.5,15.398
156.8487,150,2184.34,1881.43,15.5443
156.7997,151,2235.21,1876.93,15.4786
156.8366,152,2186.25,1860.1,15.5751
156.7601,153,2221.97,1866.35,15.6387
156.9305,154,2212.54,1869.6,15.3602
156.7257,155,2196.29,1858.41,15.4223
156.7405,156,2257.23,1879.53,15.8328
156.707,157,2188.57,1822.66,15.4608
157.032,158,2203.41,1868.86,15.3261
156.7157,159,2232.92,1900.77,15.6558
156.6351,160,2242.14,1893.24,15.5849
156.6583,161,2190.73,1859.03,15.4651
156.8074,162,2243.93,1880.29,15.691
156.682,163,2247.03,1919.7,15.7353
156.9039,164,2237.34,1896.76,15.718
156.6959,165,2231.45,1898.87,15.6457
156.6803,166,2274.55,1904.71,15.3895
156.8754,167,2196.69,1871.03,15.4235
156.9134,168,2230.46,1878.47,15.7668
156.7606,169,2228.39,1895.69,15.4464
156.6685,170,2231.58,1917.51,15.6535
156.6009,171,2266.03,1920.75,15.759
156.7979,172,2251.06,1911.39,15.7198
156.9131,173,2181.73,1864.87,15.7988
156.5684,174,2211.81,1879.91,15.5418
156.7633,175,2240.22,1903.44,15.5665
156.6984,176,2249.13,1898.88,15.6241
156.6716,177,2205.08,1838.48,15.5209
156.6016,178,2235.31,1888.36,15.2996
156.7111,179,2234.6,1895.84,15.3668
156.8588,180,2245.22,1905.65,15.6863
156.7071,181,2246.78,1885.63,15.5073
156.6703,182,2223.24,1879.18,15.4579
156.6721,183,2242.24,1894.95,15.4866
156.8048,184,2239.88,1910.49,15.8288
156.8184,185,2273.19,1919.92,15.7921
156.8537,186,2226.1,1880.58,15.6066
156.734,187,2236.06,1879.97,15.3628
156.6121,188,2214.93,1878.64,15.3717
156.8752,189,2288.44,1954.7,15.9274
156.8573,190,2258.25,1900.5,15.5932
156.7898,191,2262.35,1930.65,15.495
156.9067,192,2267.17,1949.95,15.675
156.6554,193,2208.33,1898.9,15.269
156.8633,194,2208.29,1896.33,15.387
156.7384,195,2257.78,1894.95,15.6061
156.472,196,2258.32,1909.58,15.5232
156.8108,197,2187.68,1877.29,15.5616
156.9118,198,2242.26,1912.1,15.7421
156.7129,199,2281.29,1931.19,15.7791
156.7567,200,2257.13,1916.61,15.6513
156.7676,201,2263.39,1903.07,15.656
156.813,202,2292.11,1944.95,15.7545
156.6928,203,2285.35,1942.15,15.7351
156.8315,204,2270.62,1909.09,15.7712
156.7058,205,2278.64,1924.87,15.6464
156.8698,206,2275.02,1935.47,15.7451
156.7144,207,2290.83,1940.25,15.867
156.8218,208,2248.11,1910.35,15.6729
156.7521,209,2298.88,1939.62,15.68
156.762,210,2281.44,1929.62,15.6096
156.6947,211,2279.22,1947.99,15.7218
156.7071,212,2304.76,1940.48,15.6484
156.6987,213,2286.14,1933.15,15.6884
156.7663,214,2281.96,1935.71,15.6287
156.6017,215,2288.86,1934.06,15.6008
156.7349,216,2278.36,1922.47,15.6162
156.661,217,2267.86,1915.66,15.7719
156.9383,218,2271.49,1923.79,15.6028
156.7803,219,2288.86,1936.86,15.7274
156.7867,220,2296.22,1937.74,15.727
156.9112,221,2293.21,1958.63,15.7587
156.656,222,2288.63,1944.84,15.7377
156.6773,223,2309.98,1947.54,15.7697
156.8123,224,2278.48,1928.58,15.7166
156.6484,225,2274.3,1919.04,15.5927
156.7445,226,2302.37,1951.46,15.8414
156.7889,227,2288.42,1940.54,15.892
156.6144,228,2300.08,1953.5,15.7703
156.8403,229,2297.75,1946.96,15.8492
156.8469,230,2297.66,1949.08,15.8317
156.829,231,2292.74,1931.08,15.9104
156.7764,232,2307.23,1938.98,15.8852
157.0265,233,2286.91,1938.34,15.8051
156.7377,234,2293.78,1963.61,15.9252
156.9299,235,2299.86,1940.0,15.7867
156.7364,236,2286.58,1933.9,15.7311
156.9715,237,2295.19,1941.1,15.8196
156.6499,238,2299.36,1956.78,15.8155
156.6645,239,2297.35,1934.32,15.5717
156.7688,240,2294.69,1926.53,15.8132
156.7384,241,2315.65,1953.53,15.7319
156.801,242,2304.65,1948.44,15.6657
156.6689,243,2304.83,1956.4,15.5481
156.7835,244,2305.15,1958.54,15.6698
156.8045,245,2306.46,1957.49,15.8558
156.7147,246,2316.94,1957.62,15.7292
156.7576,247,2313.68,1936.67,15.7383
156.704,248,2304.01,1948.47,15.8858
156.714,249,2320.09,1960.8,15.7647
156.9132,250,2311.7,1944.37,15.657
156.8428,251,2307.88,1951.96,15.715
156.7011,252,2304.1,1951.34,15.8243
156.7068,253,2313.74,1964.37,15.6362
156.826,254,2311.78,1963.71,15.7783
156.7433,255,2307.93,1953.14,15.6973
156.7204,256,2316.56,1954.56,15.6536
156.7114,257,2313.62,1947.53,15.7636
156.6729,258,2327.58,1963.76,15.8035
156.7232,259,2318.24,1964.83,15.7226
156.6047,260,2303.9,1966.32,15.743
156.5458,261,2305.35,1963.81,15.6087
156.8263,262,2314.51,1964.83,15.6739
156.6812,263,2307.82,1966.01,15.6597
156.7244,264,2300.93,1957.02,15.6656
156.6696,265,2301.74,1962.31,15.7254
156.7464,266,2314.89,1972.53,15.6047
156.5537,267,2301.5,1953.3,15.5176
156.6251,268,2295.03,1961.94,15.6773
156.7671,269,2289.6,1952.03,15.7387
156.7212,270,2322.95,1975.05,15.5816
156.8328,271,2309.5,1944.11,15.6687
156.8046,272,2305.38,1955.49,15.7221
156.7727,273,2298.9,1939.34,15.5825
156.5959,274,2298.47,1952.42,15.6364
156.7818,275,2311.67,1959.25,15.6665
156.6902,276,2317.26,1975.71,15.7737
156.6552,277,2310.26,1953.38,15.5473
156.7047,278,2306.53,1946.33,15.6051
156.8315,279,2287.41,1939.41,15.5982
156.7234,280,2298.61,1960.22,15.7247
156.651,281,2298.55,1963.94,15.5028
156.7427,282,2273.76,1958.35,15.52
156.5931,283,2302.0,1955.58,15.3743
156.9029,284,2311.17,1949.55,15.568
156.6541,285,2310.72,1969.62,15.4694
156.6754,286,2309.72,1962.31,15.6524
156.6373,287,2321.88,1986.72,15.7176
156.7745,288,2319.45,1971.77,15.7675
156.7112,289,2310.84,1964.65,15.6068
156.658,290,2303.5,1959.58,15.5915
156.7784,291,2290.54,1951.72,15.7588
156.8252,292,2313.56,1975.87,15.4955
156.5509,293,2307.54,1966.15,15.7395
156.8342,294,2304.14,1961.08,15.6465
156.4107,295,2309.06,1946.1,15.5859
156.7411,296,2312.15,1973.59,15.7239
156.7622,297,2324.39,1963.27,15.6897
156.7056,298,2301.85,1944.82,15.561
156.6906,299,2306.93,1936.18,15.5518
156.7364,300,2315.26,1947.03,15.6141
156.6424,301,2313.56,1950.01,15.6561
156.8495,302,2318.6,1963.06,15.6808
157.0241,303,2333.41,1962.92,15.7
156.909,304,2308.58,1947.79,15.6153
156.6862,305,2324.53,1948.67,15.5287
156.6478,306,2341.85,1972.99,15.6396
156.7221,307,2307.22,1950.25,15.5274
156.7199,308,2327.25,1943.33,15.5272
156.7386,309,2309.47,1965.06,15.44
156.79,310,2322.38,1932.64,15.5595
156.7846,311,2320.97,1981.56,15.6226
156.664,312,2321.34,1966.24,15.5061
156.6782,313,2328.23,1974.85,15.7714
156.7706,314,2333.32,1979.31,15.604
156.5813,315,2309.82,1965.68,15.521
156.5589,316,2319.33,1967.23,15.5835
156.7157,317,2314.61,1983.24,15.6417
156.7032,318,2327.19,1974.35,15.5103
156.6389,319,2304.33,1977.19,15.5369
156.7137,320,2297.23,1981.91,15.677
156.7878,321,2309.53,1986.12,15.3581
156.625,322,2282.25,1955.05,15.5213
156.7576,323,2330.21,1960.76,15.3668
156.6696,324,2312.66,1981.03,15.4392
156.7168,325,2305.98,1972.56,15.5799
156.7446,326,2302.0,1971.45,15.3977
156.808,327,2286.94,1941.8,15.5139
156.8074,328,2317.66,1995.43,15.5905
156.6953,329,2272.42,1952.97,15.458
156.4765,330,2299.54,1933.22,15.1205
156.8229,331,2311.51,1965.5,15.6549
156.8482,332,2312.54,1954.25,15.5441
156.7973,333,2286.35,1951.48,15.3755
156.7185,334,2282.53,1943.02,15.6051
156.7198,335,2299.4,1952.21,15.4729
156.8243,336,2291.57,1974.03,15.5762
156.5484,337,2293.08,1969.18,15.3973
156.7064,338,2298.67,1968.45,15.4749
156.7967,339,2298.42,1982.86,15.6202
156.6317,340,2290.22,1960.17,15.628
156.6428,341,2300.54,1969.41,15.3432
156.7352,342,2300.73,1949.65,15.5917
156.6605,343,2323.38,1967.82,15.4984
156.7289,344,2296.91,1972.55,15.4866
156.6464,345,2316.4,1966.51,15.3555
156.6898,346,2301.61,1920.62,15.4617
156.632,347,2325.79,1979.71,15.3541
156.7832,348,2286.54,1960.65,15.504
156.7116,349,2309.76,1958.2,15.5383
156.7914,350,2312.98,1957.84,15.4241
156.5552,351,2296.62,1969.41,15.409
156.7554,352,2295.1,1970.81,15.4888
156.6016,353,2303.06,1962.49,15.452
156.7382,354,2302.62,1985.59,15.4957
156.7613,355,2317.01,1972.95,15.4376
156.6337,356,2303.09,1963.38,15.3348
156.7366,357,2288.17,1961.62,15.2882
156.6011,358,2280.62,1986.61,15.2868
156.7227,359,2267.23,1952.65,15.3758
156.7071,360,2289.54,1986.76,15.4387
156.6685,361,2276.01,1967.96,15.4649
156.6728,362,2304.08,1974.52,15.3888
156.6857,363,2273.89,1982.01,15.5218
156.6712,364,2293.96,1984.99,15.3694
156.5868,365,2298.95,1985.83,15.3462
156.5318,366,2313.56,1982.89,15.4079
156.6582,367,2276.78,1982.65,15.4429
156.8174,368,2308.04,1972.79,15.5526
156.6074,369,2277.43,1972.58,15.4632
156.839,370,2259.47,1968.16,15.36
156.6996,371,2285.06,1985.52,15.4748
156.7161,372,2282.11,1961.32,15.311
156.667,373,2282.76,1978.1,15.3835
156.7048,374,2315.09,1978.25,15.4888
156.5358,375,2299.56,1979.35,15.4369
156.6774,376,2296.48,1968.11,15.4121
156.7371,377,2300.39,1987.93,15.4266
156.6584,378,2304.31,1983.08,15.3434
156.6996,379,2289.58,1999.69,15.4845
156.5862,380,2308.41,2008.05,15.4049
156.7011,381,2263.68,1977.86,15.4976
156.6946,382,2274.36,1968.74,15.4621
156.4882,383,2290.38,1962.53,15.3978
156.652,384,2298.18,1983.66,15.3732
156.7316,385,2314.25,1993.12,15.3547
156.6888,386,2301.44,1969.52,15.3473
156.7491,387,2290.31,1986.43,15.3464
156.7797,388,2307.81,1965.26,15.2073
156.6292,389,2292.12,1977.61,15.4385
156.71,390,2295.76,1954.36,15.1214
156.6682,391,2288.73,1968.36,15.3159
156.6066,392,2311.7,1944.05,15.1696
156.7404,393,2298.18,1953.02,15.4035
156.6552,394,2304.14,1971.41,15.4899
156.6926,395,2301.75,1961.65,15.3577
156.6975,396,2291.61,1931.17,15.0608
156.6626,397,2303.07,1973.66,15.4319
156.7034,398,2285.35,1906.42,15.4031
156.7694,399,2322.93,1956.24,15.2434
