Real Det Return,Itration,Running Env Steps,Running Reverse KL,Reward Loss,Running Update Time,Real Sto Return,Running Forward KL
452.68,41,205000,16.4064,-243.723876953125,41,416.26,27.1871
443.68,42,210000,19.7636,-268.3417663574219,42,471.62,26.952
429.99,43,215000,15.9834,-291.8580017089844,43,404.22,26.722
444.54,44,220000,18.9685,-312.8017272949219,44,383.85,27.2534
509.18,45,225000,17.8113,-305.5664367675781,45,494.85,25.9191
449.56,46,230000,20.9916,-318.40069580078125,46,634.01,25.6498
544.64,47,235000,17.7089,-249.8666534423828,47,584.68,26.3916
679.23,48,240000,17.0714,-296.6080627441406,48,670.55,26.2701
804.31,49,245000,18.1911,-305.45782470703125,49,823.79,24.3121
2532.94,50,250000,16.0089,-180.9351806640625,50,1122.17,24.3774
1323.66,51,255000,14.5385,-236.34100341796875,51,1021.85,25.6582
992.25,52,260000,14.6687,-192.48060607910156,52,991.78,26.1147
847.17,53,265000,20.0479,-138.74742126464844,53,655.09,24.9736
1198.81,54,270000,15.1342,-142.46127319335938,54,1187.56,26.0937
3153.12,55,275000,15.5493,-89.3941650390625,55,3032.66,25.3258
2836.97,56,280000,13.3845,-86.97347259521484,56,2829.39,21.6355
1672.34,57,285000,14.6741,-226.6351318359375,57,1410.47,23.3752
980.56,58,290000,17.1103,-291.79840087890625,58,994.58,23.9924
2005.67,59,295000,15.4989,-233.2340545654297,59,1191.03,24.4757
3278.38,60,300000,16.0,-77.09854888916016,60,3044.43,23.4442
3230.06,61,305000,27.1583,-134.1735382080078,61,1937.28,24.455
3060.5,62,310000,30.6064,-90.4087142944336,62,2785.17,23.2327
3157.66,63,315000,23.7011,-80.28707122802734,63,2688.69,23.5851
3191.62,64,320000,15.6879,-68.18616485595703,64,3236.65,22.8078
3206.92,65,325000,16.2973,-68.70806121826172,65,3260.5,23.6455
3273.38,66,330000,16.1144,-74.05928039550781,66,3299.64,22.2955
3195.32,67,335000,16.825,-60.185909271240234,67,3240.59,23.7759
3182.45,68,340000,15.6349,-99.92337036132812,68,3240.24,22.7268
3100.61,69,345000,16.0039,-109.70175170898438,69,3020.1,23.1121
3158.93,70,350000,15.8538,-87.28486633300781,70,3217.22,23.2333
3154.31,71,355000,15.5757,-88.52764892578125,71,3229.99,21.4386
3126.89,72,360000,15.5669,-102.81098175048828,72,3200.41,21.946
3243.95,73,365000,16.3245,-81.84146881103516,73,3307.8,22.6332
3213.3,74,370000,16.1782,-88.92816162109375,74,3287.18,22.6837
3284.01,75,375000,15.7411,-84.07527160644531,75,3251.18,21.7503
3325.62,76,380000,15.3912,-76.70083618164062,76,3266.13,22.4758
3317.9,77,385000,17.5431,-112.83448028564453,77,3252.76,23.0341
3292.67,78,390000,15.3287,-103.93756866455078,78,3281.84,20.9977
3362.02,79,395000,16.1823,-109.4839859008789,79,3328.04,21.9439
3282.89,80,400000,16.4452,-91.48722839355469,80,3322.26,21.9881
3373.66,81,405000,16.0152,-117.86812591552734,81,3108.21,22.6648
3382.87,82,410000,15.8815,-118.82925415039062,82,3352.75,21.3301
3337.97,83,415000,15.9288,-101.83218383789062,83,3317.84,21.5693
3302.31,84,420000,15.6591,-91.34125518798828,84,3287.64,21.8081
3364.33,85,425000,15.4436,-107.29187774658203,85,3350.56,19.8005
3420.55,86,430000,16.4231,-110.45423126220703,86,3393.46,20.9989
3418.92,87,435000,15.553,-114.388671875,87,3373.36,21.3497
3399.79,88,440000,16.4121,-100.05751037597656,88,3386.38,22.5451
3407.61,89,445000,15.5115,-116.6677474975586,89,3381.11,21.0428
3418.25,90,450000,16.3531,-140.9517822265625,90,3402.34,22.0443
3393.48,91,455000,16.0536,-123.64551544189453,91,3147.46,21.6207
3425.34,92,460000,15.4086,-125.00265502929688,92,3382.53,19.8284
3405.68,93,465000,15.7987,-116.51062774658203,93,3192.85,21.7219
3412.85,94,470000,15.7321,-154.35638427734375,94,3284.32,21.6783
3420.13,95,475000,15.5136,-151.06741333007812,95,3378.47,21.0206
3432.24,96,480000,16.8476,-154.89718627929688,96,3411.27,20.8476
3426.29,97,485000,15.4683,-150.14064025878906,97,3389.62,19.723
3452.1,98,490000,15.2281,-166.19300842285156,98,3317.83,19.8072
3459.75,99,495000,15.2677,-194.23973083496094,99,3318.48,21.3914
3395.92,100,500000,16.3275,-179.3568115234375,100,3251.73,20.4801
3402.83,101,505000,14.7276,-173.4001922607422,101,3206.75,20.2181
3423.22,102,510000,19.6428,-178.0768585205078,102,3317.88,20.3684
3408.42,103,515000,14.8655,-181.0603485107422,103,2962.93,20.2304
3471.88,104,520000,15.8059,-154.43321228027344,104,3332.46,20.1806
3471.25,105,525000,15.8076,-169.7741241455078,105,3442.92,19.771
3480.17,106,530000,16.719,-175.27865600585938,106,3446.08,21.2509
3479.81,107,535000,16.0671,-181.659912109375,107,3440.99,20.3691
3474.8,108,540000,16.065,-162.7858123779297,108,3285.34,20.1583
3479.38,109,545000,16.5838,-188.91725158691406,109,3444.82,20.4378
3459.35,110,550000,15.5483,-174.15037536621094,110,3093.51,19.7181
3462.48,111,555000,18.2059,-193.1134796142578,111,3062.87,21.4225
3422.08,112,560000,17.456,-205.27545166015625,112,3281.45,20.8259
3468.77,113,565000,15.4653,-176.32858276367188,113,3430.21,20.6716
3432.36,114,570000,15.843,-184.75010681152344,114,3397.67,20.5298
3492.16,115,575000,16.1859,-186.48997497558594,115,3469.99,20.7555
3461.24,116,580000,15.8606,-190.6050567626953,116,3396.44,20.5942
3468.74,117,585000,15.6662,-214.6492156982422,117,3349.88,20.9064
3440.01,118,590000,15.5629,-191.2200927734375,118,3326.58,20.5968
3414.51,119,595000,15.9408,-214.95448303222656,119,3385.27,20.8888
3466.56,120,600000,16.0215,-202.95883178710938,120,3434.59,20.2527
3465.1,121,605000,15.5222,-211.5780792236328,121,3131.13,20.069
3436.07,122,610000,15.2808,-236.2374725341797,122,2917.68,20.2891
3458.03,123,615000,16.2625,-219.43658447265625,123,3363.45,20.7935
3482.63,124,620000,15.5026,-218.7864532470703,124,3308.21,20.1613
3475.46,125,625000,15.3829,-212.7167205810547,125,3371.2,20.1254
3484.27,126,630000,15.7984,-229.78016662597656,126,3398.87,20.5608
3458.28,127,635000,15.5403,-224.2714080810547,127,3435.74,19.8847
3478.06,128,640000,15.5178,-234.9430389404297,128,3455.73,19.7102
3493.55,129,645000,15.8536,-235.86529541015625,129,3467.42,20.3632
3476.98,130,650000,15.5596,-245.51055908203125,130,3382.39,19.8243
3464.78,131,655000,15.848,-279.0122985839844,131,2893.68,21.0373
3468.31,132,660000,15.3071,-244.19972229003906,132,3280.19,21.2309
3482.13,133,665000,16.3135,-240.46356201171875,133,3438.44,21.0682
3487.07,134,670000,16.0794,-249.6591339111328,134,3462.43,20.1989
3482.85,135,675000,15.4607,-257.9413146972656,135,3344.46,21.2528
3439.36,136,680000,15.5412,-259.906982421875,136,3423.99,20.5224
3501.58,137,685000,15.2016,-303.4275817871094,137,2321.08,21.2136
3497.42,138,690000,15.4603,-273.2679138183594,138,2761.6,21.2004
3463.59,139,695000,15.0975,-242.9195098876953,139,3412.54,20.0706
3434.75,140,700000,15.1085,-232.43609619140625,140,3413.62,19.4276
3456.05,141,705000,14.9103,-232.58450317382812,141,3434.21,20.1636
3478.23,142,710000,15.9425,-264.76019287109375,142,3446.34,20.1648
3479.84,143,715000,15.5467,-287.58612060546875,143,3062.35,20.1533
3500.71,144,720000,16.181,-275.2074890136719,144,3477.26,20.4874
3481.53,145,725000,16.6275,-328.5679931640625,145,3254.04,20.2554
3481.53,146,730000,15.8622,-284.67364501953125,146,3460.08,20.3094
3457.04,147,735000,15.7632,-291.6548767089844,147,3335.38,20.0733
3485.04,148,740000,15.5178,-300.2779541015625,148,3217.49,20.2275
3490.81,149,745000,16.1134,-297.8906555175781,149,3347.68,20.7656
3466.57,150,750000,15.5663,-312.8618469238281,150,3446.22,19.7124
3481.01,151,755000,16.6226,-290.820068359375,151,3193.49,20.8009
3486.57,152,760000,15.8614,-310.4949951171875,152,3453.88,20.2988
3482.54,153,765000,16.8559,-303.35992431640625,153,3467.77,20.2854
3475.75,154,770000,15.3075,-286.1708068847656,154,3321.2,20.2903
3479.23,155,775000,16.2558,-311.777099609375,155,3313.01,20.785
3471.87,156,780000,15.6937,-306.4187316894531,156,3452.85,20.0298
3453.3,157,785000,15.9267,-302.7188720703125,157,3300.01,20.6863
3470.7,158,790000,15.3218,-317.171630859375,158,3461.1,20.4501
3500.27,159,795000,16.4393,-328.9613037109375,159,3297.34,20.7165
3493.71,160,800000,16.1805,-351.9356994628906,160,2509.35,21.3719
3482.28,161,805000,16.0126,-319.26629638671875,161,3011.85,20.2927
3467.25,162,810000,15.8263,-344.231689453125,162,3328.95,21.0149
3471.42,163,815000,16.1637,-337.9344482421875,163,3320.81,19.9946
3468.74,164,820000,16.2143,-351.7093200683594,164,3229.05,20.8919
3467.61,165,825000,16.0465,-360.11279296875,165,3444.01,20.4183
3453.08,166,830000,16.2433,-337.8311462402344,166,3393.3,20.9508
3475.58,167,835000,15.6394,-356.42083740234375,167,3062.47,20.3997
3465.37,168,840000,16.4643,-349.4859924316406,168,3377.1,21.1322
3447.19,169,845000,16.1864,-357.0834045410156,169,3012.15,21.0373
3486.06,170,850000,16.2199,-354.58770751953125,170,3482.45,20.575
3470.16,171,855000,16.0485,-348.30255126953125,171,3453.5,20.7069
3460.86,172,860000,15.7504,-352.52484130859375,172,3448.9,20.0176
3439.12,173,865000,16.5854,-375.08514404296875,173,3425.08,20.7715
3465.58,174,870000,16.1426,-358.64544677734375,174,3360.0,20.8454
3458.41,175,875000,17.0397,-398.1419982910156,175,3442.9,20.1717
3485.59,176,880000,16.3844,-385.0667419433594,176,3405.39,20.4974
3467.53,177,885000,16.8984,-400.62939453125,177,3343.84,20.4863
3475.39,178,890000,15.4072,-386.2945556640625,178,3177.95,20.2227
3476.34,179,895000,16.1919,-421.3795471191406,179,2679.73,20.6035
3455.16,180,900000,15.8913,-409.49810791015625,180,3341.98,19.9232
3475.85,181,905000,15.7851,-380.1178894042969,181,3270.93,20.1185
3457.2,182,910000,15.2118,-386.3489990234375,182,3365.95,20.1012
3448.79,183,915000,15.5427,-380.62445068359375,183,3435.77,19.5729
3491.91,184,920000,15.5955,-406.718017578125,184,2914.36,20.858
3476.5,185,925000,15.3667,-405.469482421875,185,3058.28,20.3239
3452.34,186,930000,15.716,-401.3309326171875,186,3462.62,19.536
3463.74,187,935000,15.3991,-406.7392578125,187,3462.73,19.4998
3457.39,188,940000,15.939,-385.38018798828125,188,3189.04,20.8572
3462.37,189,945000,15.1157,-394.3077697753906,189,3306.71,20.3697
3433.9,190,950000,16.0541,-418.85650634765625,190,3265.53,20.7099
3447.0,191,955000,15.0269,-414.7388000488281,191,3437.0,19.3729
3472.27,192,960000,15.0836,-418.4913024902344,192,3450.37,19.1822
3444.25,193,965000,15.9436,-414.9391784667969,193,3284.55,19.7516
3485.89,194,970000,14.9545,-404.3701477050781,194,3354.39,19.3084
3430.28,195,975000,15.7859,-408.3255920410156,195,3276.85,19.8012
3465.11,196,980000,15.6762,-425.3898010253906,196,3435.7,20.053
3456.47,197,985000,16.1721,-424.8673400878906,197,3406.01,19.6829
3436.42,198,990000,16.2032,-453.9622802734375,198,3301.89,20.1873
3462.86,199,995000,15.0193,-423.8726501464844,199,3433.93,18.9015
