Real Sto Return,Running Reverse KL,Running Forward KL,Itration,Real Det Return
3958.37,16.9703,43.8389,641,4266.93
4219.0,19.008,43.9233,642,4652.62
2733.58,19.4603,45.2093,643,3734.62
4290.13,19.3517,42.6662,644,4546.83
4459.77,18.1556,43.5002,645,4524.04
4232.55,19.764,43.094,646,4271.69
4532.91,19.5846,42.4147,647,4654.76
4209.97,19.643,42.4599,648,4096.46
4363.46,20.3013,43.5769,649,4491.15
3912.58,20.3982,43.9137,650,4571.03
3950.29,26.1128,43.4619,651,3968.71
4082.46,19.7277,44.04,652,4218.16
1866.62,16.9894,45.8113,653,420.34
3797.09,19.8115,42.7208,654,4116.6
4389.9,19.5486,42.6668,655,4082.74
4162.73,20.2846,43.412,656,4491.15
4529.17,18.8315,42.9098,657,4499.73
4367.59,19.947,43.5612,658,4671.66
4315.57,21.063,43.4294,659,4213.39
4477.46,22.8478,44.2089,660,4475.4
4050.41,20.1209,44.1396,661,4704.49
4598.33,20.7694,43.347,662,4725.3
4509.74,19.9278,42.7672,663,4625.33
4629.87,21.5016,43.5536,664,4722.82
4579.7,20.4851,43.341,665,4656.6
4630.63,19.4563,42.9955,666,4696.58
4507.9,19.4393,42.9181,667,4820.23
4631.24,19.9775,42.7114,668,4714.69
4604.15,20.4032,43.5123,669,4642.92
4639.8,20.8635,43.015,670,4693.2
4396.99,18.6026,42.9799,671,4659.69
4529.1,19.8223,43.386,672,4654.93
4580.22,20.4001,43.3117,673,4507.38
4626.93,19.8569,43.2853,674,4697.26
4561.29,19.9768,43.3941,675,4607.68
4312.23,22.0257,43.7409,676,3883.95
4371.69,20.5091,43.6863,677,4596.63
4249.36,21.2372,44.5289,678,4472.82
4608.21,19.7419,43.7881,679,4665.22
4421.76,19.9747,43.4288,680,4676.98
4553.26,19.7756,43.8035,681,4675.98
4609.66,19.5888,43.5789,682,4733.43
4358.6,18.8124,43.959,683,4363.04
4223.91,19.4307,44.1178,684,4252.98
4667.22,19.6183,42.1942,685,4779.64
4540.09,19.8363,43.8483,686,4590.02
4274.31,18.6633,42.8272,687,4638.78
4308.41,19.823,43.7772,688,4609.77
4588.55,21.9914,43.4168,689,4586.14
4525.75,19.6147,43.2782,690,4643.71
4208.52,19.527,43.5859,691,4382.18
4561.21,19.5203,43.7042,692,4633.07
4548.49,20.2807,43.7794,693,4645.62
4529.11,20.6047,44.0752,694,4645.52
4576.45,19.9016,43.6537,695,4663.15
4021.73,19.3936,43.9763,696,4556.72
4102.68,19.3811,43.5854,697,4476.83
4262.91,19.9872,43.6168,698,4199.87
4399.17,18.6667,44.0105,699,4589.73
4480.96,18.2112,43.8524,700,4021.59
4105.17,19.6984,43.8173,701,4423.3
2161.67,22.0606,45.8135,702,4173.85
731.96,34.17,49.5791,703,605.95
284.14,62.6723,50.5843,704,265.13
571.41,21.0042,46.312,705,2280.14
2951.64,19.922,44.5879,706,2551.21
3269.03,17.9582,43.6142,707,3930.46
4064.69,18.8755,43.5226,708,3716.03
3690.13,20.5974,44.5229,709,4502.08
4387.44,22.0572,44.4778,710,4425.05
4417.61,23.2503,45.2252,711,4491.04
4428.2,22.4823,44.5397,712,4535.97
4370.68,21.6865,44.8535,713,4414.81
4437.33,22.6976,45.4013,714,4220.88
4438.25,21.636,44.8048,715,4557.86
4440.82,21.98,44.7937,716,4540.52
4517.85,21.0408,44.1728,717,4581.96
4450.58,22.0127,44.8694,718,4486.62
4360.05,21.2347,44.6881,719,4483.04
4432.2,20.3395,44.0747,720,4506.97
4548.77,21.37,44.7149,721,4561.86
4477.72,19.9465,43.9692,722,4538.12
4468.16,21.4227,43.7998,723,4451.37
4517.74,20.7936,44.1721,724,4545.56
4426.14,21.5651,44.3814,725,4437.89
4119.4,21.5713,44.4243,726,4513.6
4479.95,20.314,44.0991,727,4528.07
3944.73,21.2119,44.8794,728,4218.24
4137.48,19.7271,44.0573,729,4644.79
4543.3,20.8645,44.0764,730,4608.12
4183.97,20.6616,44.501,731,4427.34
4506.83,21.7732,44.495,732,4538.03
3704.41,21.7778,44.226,733,4527.51
4345.85,21.9554,44.5967,734,4375.22
3926.85,20.947,44.582,735,4495.75
4445.6,20.9018,44.475,736,4468.48
4320.58,21.0109,44.4723,737,4489.1
4345.24,21.0648,44.092,738,4486.38
4436.01,21.3914,44.8188,739,4464.33
4231.92,21.1395,44.3243,740,4116.56
4016.32,21.1464,44.8088,741,4289.43
4561.54,21.4409,43.9202,742,4630.98
4334.5,21.0445,44.2987,743,4557.63
4556.69,20.9428,43.9731,744,4574.43
4512.19,21.65,44.246,745,4460.04
4430.72,21.145,44.3674,746,4272.24
4577.08,20.9742,44.2947,747,4700.0
4165.21,20.5994,44.1497,748,4398.83
4515.85,21.1986,44.442,749,4453.54
4407.77,21.4025,44.564,750,4659.74
4574.43,21.0762,43.7907,751,4646.63
4147.99,19.0603,44.2514,752,4514.23
4425.6,20.4676,43.7127,753,4427.95
3464.43,20.1955,44.6094,754,4590.4
935.31,27.9677,48.1303,755,705.64
3752.95,31.0213,47.2676,756,4167.75
3167.71,19.4253,44.6784,757,4492.78
4576.01,21.7962,44.0331,758,4541.62
4232.05,21.1696,44.6407,759,4338.55
4366.67,20.8924,44.4079,760,4238.67
4270.5,20.7254,44.2455,761,4549.45
3879.35,21.5219,44.5174,762,4339.3
4500.32,20.6781,43.9303,763,4515.9
4463.21,21.2259,43.9434,764,4444.39
4494.14,21.6243,44.1797,765,4481.38
4059.95,21.8747,44.7744,766,4421.76
4302.04,21.4021,43.8683,767,4367.29
4307.73,20.4996,43.8684,768,4482.55
826.99,42.516,47.3569,769,288.69
1145.03,47.5155,50.3664,770,444.81
2422.47,18.3107,45.4093,771,3384.72
228.18,31.3566,50.539,772,217.51
2291.04,21.7225,44.5526,773,1486.96
2316.07,20.2384,45.1489,774,704.64
3323.12,21.2552,45.3994,775,3869.16
3889.56,21.5195,44.6662,776,4286.39
4321.14,21.1525,44.0918,777,4228.69
4394.79,20.4988,43.8449,778,4339.43
4376.44,21.2812,44.44,779,4364.92
4355.89,21.4089,44.325,780,4375.07
4464.25,20.3121,44.0926,781,4381.54
4411.13,21.3926,44.52,782,4523.52
4505.66,20.806,43.8083,783,4477.65
4401.69,20.7371,43.6128,784,4497.09
4458.99,20.2629,44.4228,785,4512.22
4535.52,20.8187,43.7282,786,4494.32
4509.11,20.9812,43.5411,787,4557.29
4347.46,21.3357,43.9458,788,4267.3
4532.53,21.0112,43.9409,789,4572.12
4573.2,21.2215,44.3023,790,4524.89
4559.46,21.0461,43.7884,791,4549.12
4522.06,21.6984,44.163,792,4634.85
4274.5,21.6593,44.2267,793,4632.41
4546.04,20.6654,43.2784,794,4549.35
4539.99,21.2662,43.9085,795,4500.95
4429.71,21.5758,44.3906,796,4559.11
4602.52,20.8581,43.638,797,4578.85
4567.05,21.4442,43.6755,798,4521.28
4541.11,22.0309,44.3485,799,4522.51
4591.26,21.2264,44.2614,800,4523.92
4619.09,21.6299,44.3381,801,4595.21
4535.95,22.0042,43.7585,802,4490.54
4553.67,21.6182,44.2696,803,4545.6
4599.98,21.7412,44.284,804,4536.3
4588.18,21.7469,44.4515,805,4568.74
4526.59,22.3055,44.2743,806,4524.86
4448.28,21.9482,44.5634,807,4481.72
4462.36,21.6197,44.1461,808,4445.74
4569.35,21.7597,44.1518,809,4521.31
4562.92,21.7785,44.2172,810,4568.91
4496.25,21.3216,43.869,811,4516.9
4515.16,20.8958,44.0424,812,4489.2
4481.6,21.0463,43.4941,813,4447.14
4554.54,21.7551,43.8115,814,4477.71
4568.98,20.9386,43.7252,815,4525.16
4369.11,20.7156,43.3494,816,4462.9
4442.15,20.5632,43.9875,817,4385.18
4508.93,20.4025,43.4465,818,4466.99
4534.6,21.0147,43.2085,819,4592.37
4541.56,22.3127,43.8163,820,4623.62
4460.4,19.0019,43.684,821,4587.39
4520.06,21.8997,43.8005,822,4612.52
4398.39,21.5789,43.9177,823,4475.64
4481.08,21.333,44.1721,824,4484.28
4565.14,20.5382,42.9307,825,4505.61
4535.72,21.233,43.7592,826,4531.58
4485.26,21.9475,43.8035,827,4444.29
1609.23,41.5568,45.2488,828,1347.98
797.25,65.8907,55.9986,829,944.9
540.1,43.1943,48.3454,830,526.87
1548.81,21.3561,46.5046,831,2094.19
2085.87,19.2282,44.2766,832,2347.63
1815.45,20.102,44.5862,833,3238.08
3969.08,20.6609,44.708,834,4142.74
3597.6,20.6248,44.2492,835,3054.55
4440.45,21.7091,43.8514,836,4514.57
4307.77,22.0909,44.4496,837,4532.76
3813.53,24.9546,45.1198,838,4503.69
4440.58,21.8481,44.548,839,4483.87
4516.61,24.5354,44.7686,840,4471.45
4458.29,23.1201,44.7354,841,4499.79
4514.54,22.4607,44.2993,842,4464.53
4414.37,20.9521,44.2749,843,4535.05
4414.76,21.5523,44.0823,844,4576.32
4374.07,21.6925,43.4822,845,4525.28
4445.93,21.5862,44.738,846,4476.64
4515.93,21.5875,44.6239,847,4465.69
4156.96,22.2213,43.8519,848,4416.5
4401.4,24.1988,44.1172,849,4460.09
4439.11,22.0969,44.0006,850,4491.84
4414.83,21.8934,43.8557,851,4327.26
4468.7,23.1229,44.4319,852,4503.83
4299.01,20.2843,42.9148,853,4613.34
4527.49,21.08,43.3103,854,4563.45
4423.48,20.769,43.4271,855,4468.09
4249.47,20.7249,43.1354,856,4530.34
4058.14,23.645,43.9139,857,4422.09
4328.34,22.0691,44.0363,858,4432.69
3756.98,20.1672,43.7373,859,4478.27
3743.85,22.7905,43.6734,860,4214.82
4026.56,21.2742,43.8574,861,3577.73
3962.67,23.7617,44.1296,862,3670.58
4081.39,26.3612,44.2156,863,3865.67
4245.15,20.3411,43.4767,864,4441.11
4277.56,20.9529,44.3452,865,4521.36
4392.34,20.3326,43.9374,866,3072.63
4315.37,20.79,44.4505,867,4458.72
4518.35,22.2837,44.8334,868,4562.96
4518.17,21.9348,44.2519,869,4460.91
4589.33,21.0891,43.9818,870,4623.82
4447.85,21.354,44.2966,871,4470.27
4391.24,22.2439,44.8408,872,4467.18
4415.39,21.2882,44.7258,873,4578.1
4536.42,21.0481,43.969,874,4526.42
4444.44,21.8373,45.1453,875,4382.63
4551.28,21.9542,44.6625,876,4551.55
4375.23,21.5564,44.0959,877,4416.89
4349.15,21.7383,44.2408,878,4451.5
4441.34,22.1165,44.4162,879,4437.66
4385.68,22.1724,44.0734,880,4367.39
4500.62,22.1215,44.3288,881,4588.65
4350.68,23.2552,44.7602,882,4440.13
4130.49,21.5303,45.3822,883,4470.97
4233.99,22.5564,44.8022,884,4446.63
4461.96,21.2714,44.5469,885,3736.89
3963.93,21.6115,44.0466,886,4396.86
3812.26,23.2518,45.0467,887,4456.65
4413.31,21.7223,44.0021,888,4502.16
4201.09,22.3147,44.5971,889,4457.77
4319.74,22.2972,44.1896,890,4580.16
4362.35,22.5022,44.4641,891,4483.29
3609.79,34.105,44.5144,892,4402.21
4346.43,21.673,43.3394,893,4583.49
4400.21,22.0628,43.3535,894,4574.31
4287.43,21.9467,44.2419,895,4480.03
1241.98,57.9182,53.0602,896,1081.16
4242.13,21.8159,44.5346,897,4311.94
4570.02,22.285,44.6462,898,4456.87
