Running Env Steps,Reward Loss,Real Sto Return,Real Det Return,Running Update Time,Running Forward KL,Itration,Running Reverse KL
1920000,-6795.50634765625,5102.35,5340.84,384,31.7532,384,13.8342
1925000,-6567.7568359375,5112.04,5335.63,385,30.9408,385,13.1924
1930000,-6858.6376953125,5099.69,5338.61,386,31.9477,386,13.67
1935000,-7074.83740234375,5091.72,5290.95,387,32.3843,387,13.6501
1940000,-6842.544921875,5112.59,5319.47,388,31.0328,388,13.3141
1945000,-7387.8349609375,5101.95,5344.67,389,31.6065,389,16.0396
1950000,-6730.2548828125,4891.54,5351.06,390,30.7003,390,13.3409
1955000,-7050.57763671875,5175.26,5393.54,391,31.6738,391,13.8426
1960000,-6877.2412109375,5090.41,5324.11,392,31.3314,392,12.8731
1965000,-7179.80712890625,5110.89,5310.77,393,31.6107,393,13.8603
1970000,-7077.2666015625,5118.46,5306.63,394,31.8985,394,13.8926
1975000,-6792.982421875,5075.47,5288.13,395,31.4678,395,13.5193
1980000,-7069.294921875,4886.44,5335.18,396,31.6088,396,13.1189
1985000,-6998.0048828125,4977.67,5351.94,397,30.2302,397,13.1719
1990000,-6966.1259765625,5147.69,5348.52,398,30.6992,398,12.9021
1995000,-7104.86962890625,4956.01,5356.45,399,30.9737,399,13.2889
2000000,-6855.0419921875,5144.12,5379.77,400,30.9184,400,13.1655
2005000,-7035.83349609375,5115.02,5379.57,401,31.4854,401,13.5711
2010000,-7139.44970703125,5141.26,5372.44,402,31.3942,402,13.5638
2015000,-7095.97021484375,5149.21,5354.91,403,31.0898,403,13.3565
2020000,-7070.4638671875,5198.09,5374.43,404,31.1243,404,13.5977
2025000,-7323.0,5188.31,5397.78,405,30.8987,405,13.4459
2030000,-7509.44921875,5009.56,5369.92,406,31.8095,406,13.4442
2035000,-7145.99853515625,4975.14,5391.41,407,31.6311,407,13.5259
2040000,-7452.81494140625,5104.31,5390.67,408,31.5354,408,13.4197
2045000,-8115.59716796875,5036.01,5348.49,409,31.6178,409,12.9791
2050000,-7201.984375,5144.65,5362.86,410,31.481,410,13.5367
2055000,-7481.8330078125,4859.75,5349.31,411,31.4511,411,13.3505
2060000,-8305.919921875,4981.98,5331.75,412,32.0009,412,12.1799
2065000,-7751.98046875,5114.32,5337.1,413,32.7717,413,13.5319
2070000,-7806.419921875,5112.26,5339.72,414,31.8744,414,13.763
2075000,-7867.05908203125,4574.55,5392.11,415,31.3133,415,13.8955
2080000,-7613.076171875,5037.54,5380.08,416,31.183,416,13.0075
2085000,-7734.052734375,5149.64,5331.25,417,31.5526,417,13.1625
2090000,-7538.2783203125,5143.26,5331.28,418,31.4037,418,13.5419
2095000,-8045.4169921875,4385.42,5353.28,419,31.98,419,13.0798
2100000,-8812.576171875,4843.73,5385.03,420,32.4277,420,13.0521
2105000,-9255.2490234375,4817.41,5192.9,421,32.638,421,15.2499
2110000,-8518.0078125,4715.96,5406.63,422,32.009,422,13.2927
2115000,-8569.111328125,4875.38,5412.35,423,31.6027,423,14.294
2120000,-7982.19482421875,4706.16,5403.11,424,31.4835,424,13.2655
2125000,-7725.73486328125,5055.34,5446.71,425,31.0397,425,13.5201
2130000,-8193.0693359375,4979.7,5414.28,426,32.1982,426,12.8181
2135000,-9085.05078125,5019.97,5387.39,427,32.1436,427,13.674
2140000,-8256.5986328125,4920.31,5439.1,428,31.7989,428,14.1009
2145000,-8589.587890625,5179.56,5442.21,429,32.0921,429,13.5863
2150000,-7687.23046875,4722.59,5015.8,430,31.4104,430,13.5361
2155000,-7607.11083984375,5199.22,5453.55,431,31.2366,431,13.5276
2160000,-7918.767578125,4945.6,5431.15,432,31.2918,432,13.0355
2165000,-8273.259765625,5067.36,5481.82,433,31.5427,433,13.2607
2170000,-8819.1728515625,4684.01,5418.73,434,31.3551,434,13.1846
2175000,-15864.865234375,-13.92,-17.57,435,55.9316,435,79.9609
2180000,-8080.220703125,4510.75,5167.12,436,31.6743,436,13.6372
2185000,-7146.82958984375,5168.99,5389.71,437,29.9167,437,13.3005
2190000,-8017.9208984375,5066.69,5340.9,438,31.1015,438,13.9735
2195000,-8127.12109375,5203.9,5372.52,439,32.3723,439,14.3819
2200000,-7983.6953125,5165.14,5367.04,440,31.9063,440,13.969
2205000,-8260.984375,5194.29,5394.82,441,31.6121,441,14.3241
2210000,-8035.0693359375,5254.86,5448.65,442,31.1553,442,14.204
2215000,-7942.7900390625,5275.88,5487.68,443,30.8887,443,13.8319
2220000,-8048.091796875,5267.61,5471.7,444,31.3864,444,14.588
2225000,-8391.3251953125,5266.73,5460.18,445,32.2185,445,14.6525
2230000,-8123.4501953125,5275.69,5482.76,446,31.4028,446,14.2947
2235000,-8350.5263671875,4978.34,5491.63,447,31.7638,447,15.2201
2240000,-8612.5224609375,5227.41,5435.07,448,31.8044,448,13.5482
2245000,-9024.0498046875,5252.42,5473.94,449,31.5296,449,14.996
2250000,-8906.298828125,5130.26,5467.51,450,31.6888,450,13.881
2255000,-8475.43359375,5280.76,5511.23,451,31.8406,451,14.0105
2260000,-9266.9501953125,4861.17,5494.7,452,31.8741,452,16.767
2265000,-8724.138671875,5039.13,5238.5,453,32.9614,453,14.2312
2270000,-8449.220703125,5256.81,5485.24,454,31.8014,454,14.3352
2275000,-8668.0126953125,4761.4,4788.11,455,31.0027,455,13.8051
2280000,-10434.4111328125,4596.84,5455.34,456,32.1102,456,15.3152
2285000,-8559.8486328125,5020.36,5476.17,457,31.9403,457,14.5302
2290000,-9348.97265625,5272.58,5454.0,458,32.6768,458,16.1706
2295000,-8334.068359375,5258.4,5398.29,459,31.4356,459,14.2536
2300000,-8585.6845703125,5297.62,5435.72,460,31.7857,460,14.492
2305000,-8512.0869140625,5214.29,5405.07,461,30.9764,461,14.2546
2310000,-9194.4599609375,5002.38,5438.13,462,31.0488,462,13.6569
2315000,-15964.9853515625,1710.07,571.69,463,35.2051,463,45.7402
2320000,-17920.41796875,831.71,1056.41,464,40.615,464,45.1743
2325000,-10726.046875,4823.17,5110.13,465,35.0034,465,18.6185
2330000,-10289.279296875,4886.23,4984.75,466,33.4876,466,20.3596
2335000,-11109.8984375,3988.08,5102.94,467,32.6155,467,22.6743
2340000,-9183.244140625,4524.26,5093.83,468,32.1165,468,16.2176
2345000,-8378.5009765625,5160.89,5268.06,469,31.0026,469,15.8571
2350000,-19845.03125,-15.44,-15.98,470,56.7733,470,94.647
2355000,-20156.4375,-10.08,-10.14,471,54.5693,471,54.0079
2360000,-13857.6435546875,226.95,-9.99,472,36.6505,472,26.0031
2365000,-14606.6640625,2185.43,2277.24,473,31.822,473,34.3746
2370000,-21001.970703125,-11.36,-10.76,474,54.9694,474,88.0549
2375000,-10254.294921875,4304.09,4774.25,475,32.3657,475,14.805
2380000,-16964.4296875,703.69,700.3,476,38.4822,476,34.9503
2385000,-9866.5009765625,4986.46,5140.57,477,32.3505,477,16.5994
2390000,-9296.6923828125,5101.04,5274.83,478,30.595,478,15.0809
2395000,-9731.7744140625,4995.36,4635.21,479,31.5447,479,14.8942
2400000,-12704.3779296875,4370.77,5225.28,480,32.7806,480,22.9617
2405000,-8878.244140625,4911.37,5382.92,481,31.5468,481,15.2578
2410000,-9490.8037109375,5081.86,5187.14,482,30.9625,482,14.6325
2415000,-9063.470703125,5164.73,5381.23,483,30.0893,483,14.3257
2420000,-9013.2890625,5204.9,5390.33,484,30.5224,484,15.5987
2425000,-8491.171875,5235.37,5394.53,485,30.1895,485,14.613
2430000,-8805.271484375,5040.27,5423.23,486,31.3174,486,15.6802
2435000,-8380.9619140625,5226.25,5419.23,487,30.4149,487,14.7065
2440000,-8952.537109375,5246.24,5440.27,488,30.438,488,14.6611
2445000,-8781.8046875,5250.08,5439.58,489,30.516,489,14.8894
2450000,-8942.0322265625,5232.09,5416.51,490,30.7432,490,14.9581
2455000,-9011.4814453125,5213.13,5403.39,491,30.7199,491,15.2214
2460000,-9960.4462890625,5096.55,5256.82,492,31.5511,492,15.568
2465000,-9196.0400390625,5168.08,5318.78,493,31.0456,493,15.3221
2470000,-8916.1201171875,5135.49,5294.76,494,30.604,494,15.4597
2475000,-9274.2568359375,5148.91,5291.29,495,31.0546,495,15.4382
2480000,-9424.0478515625,5189.8,5356.23,496,31.2223,496,15.6544
2485000,-9648.1787109375,5149.07,5327.98,497,30.9584,497,15.0359
2490000,-9574.6708984375,5165.71,5317.97,498,31.1233,498,15.415
2495000,-9702.3056640625,5216.74,5375.96,499,31.3531,499,15.556
2500000,-9769.453125,5204.48,5367.6,500,31.5608,500,15.3349
2505000,-9695.2060546875,5204.05,5377.39,501,31.8134,501,15.7918
2510000,-9650.8291015625,5213.45,5373.06,502,31.9582,502,15.6694
2515000,-9961.677734375,5262.62,5445.93,503,32.1131,503,15.9153
2520000,-10392.6884765625,5181.27,5337.83,504,32.7221,504,16.7335
2525000,-9518.892578125,5253.26,5418.13,505,31.3846,505,16.2518
2530000,-10093.712890625,5255.34,5399.38,506,32.0268,506,16.3182
2535000,-10159.7724609375,5239.78,5389.75,507,32.6347,507,16.521
2540000,-9750.3388671875,5267.82,5435.78,508,31.948,508,15.8138
2545000,-9883.873046875,5275.58,5414.32,509,31.6699,509,15.9642
2550000,-10252.337890625,5227.06,5370.71,510,32.7176,510,16.1468
2555000,-10077.0361328125,5254.61,5422.73,511,31.6726,511,16.2615
2560000,-9955.9599609375,5247.74,5375.55,512,31.0075,512,16.0333
2565000,-10055.291015625,5218.56,5366.74,513,31.3814,513,15.8017
2570000,-10366.9931640625,5223.49,5371.62,514,31.2717,514,15.7942
2575000,-10173.65234375,5241.84,5400.72,515,31.2893,515,15.1715
2580000,-10229.9501953125,5277.48,5399.43,516,32.0494,516,15.3378
2585000,-10195.6728515625,5275.64,5432.77,517,31.3529,517,15.5934
2590000,-10229.80078125,5291.34,5437.55,518,32.4949,518,16.1223
2595000,-10288.8623046875,5275.95,5440.93,519,31.8641,519,15.5777
2600000,-10277.3837890625,4948.07,5407.99,520,32.4859,520,15.4665
2605000,-10309.248046875,5240.58,5408.59,521,32.1765,521,15.0572
2610000,-10980.158203125,5236.43,5409.89,522,31.6687,522,15.8449
2615000,-11096.857421875,5271.42,5425.5,523,31.6849,523,16.5936
2620000,-10931.9560546875,5028.24,5387.63,524,31.7773,524,15.4626
2625000,-10335.755859375,5265.1,5440.71,525,31.7316,525,15.257
2630000,-11163.349609375,5238.1,5412.83,526,31.9875,526,15.3641
2635000,-11451.7353515625,4899.76,5429.56,527,32.6788,527,15.7288
2640000,-10991.1201171875,5261.28,5449.42,528,32.1042,528,15.7461
2645000,-10934.3642578125,5233.92,5392.59,529,32.336,529,15.6698
2650000,-10797.375,5262.75,5437.14,530,32.2024,530,15.6346
2655000,-11708.97265625,5242.44,5422.95,531,31.8419,531,17.5649
2660000,-10850.0439453125,5056.1,5391.84,532,31.8706,532,15.6802
2665000,-10974.08203125,5222.64,5389.33,533,32.2508,533,15.8365
2670000,-11461.205078125,5233.94,5410.39,534,32.3449,534,15.2764
2675000,-11188.8056640625,5252.08,5421.65,535,32.7064,535,15.8104
2680000,-11249.8564453125,5256.6,5454.2,536,32.5051,536,15.8082
2685000,-11424.98046875,5229.7,5398.74,537,32.5775,537,16.3663
2690000,-11032.875,5197.43,5371.15,538,32.0814,538,15.3382
2695000,-11563.986328125,5183.59,5381.06,539,32.0092,539,14.9162
2700000,-11543.5498046875,5195.02,5404.34,540,32.5964,540,16.1373
2705000,-10865.4599609375,5258.3,5435.5,541,31.527,541,15.9176
2710000,-10698.1865234375,5247.83,5443.1,542,32.0448,542,15.8658
2715000,-11239.4072265625,5242.0,5433.67,543,32.4252,543,16.0376
2720000,-10864.111328125,5249.42,5400.62,544,31.9668,544,15.6134
2725000,-10762.5234375,5270.37,5452.16,545,31.4876,545,15.7082
2730000,-11314.9921875,5231.75,5405.29,546,31.1349,546,15.7767
2735000,-11351.880859375,5265.08,5435.7,547,31.4083,547,16.2572
2740000,-11707.4462890625,5287.95,5446.27,548,31.9606,548,15.9986
2745000,-11034.0439453125,5235.89,5431.19,549,31.6828,549,15.8793
2750000,-11864.5166015625,5268.86,5469.89,550,31.6971,550,15.9359
2755000,-11686.5517578125,5247.96,5414.11,551,31.8335,551,16.3048
2760000,-11537.837890625,5215.64,5362.97,552,31.435,552,16.1116
2765000,-12173.12890625,5208.99,5400.82,553,31.8168,553,17.9107
2770000,-11686.0556640625,5234.85,5381.25,554,31.3739,554,15.9261
2775000,-11518.7587890625,5264.02,5454.75,555,32.0183,555,15.7975
2780000,-11770.1123046875,5285.59,5440.09,556,31.9807,556,16.0528
2785000,-12005.1181640625,5320.11,5497.78,557,31.9343,557,15.9454
2790000,-12063.802734375,5267.18,5453.39,558,31.6832,558,16.0054
2795000,-11989.6767578125,5276.52,5471.72,559,32.0455,559,16.1376
2800000,-11846.494140625,5329.12,5507.36,560,32.024,560,16.531
2805000,-11693.3720703125,5273.17,5464.58,561,31.5421,561,16.0739
2810000,-11781.6064453125,5293.04,5489.41,562,31.973,562,15.9521
2815000,-11822.8583984375,5304.24,5483.46,563,31.2552,563,15.8018
2820000,-11122.7587890625,5123.2,5469.53,564,31.0028,564,15.4195
2825000,-11935.5390625,5295.94,5470.14,565,31.2291,565,15.7655
2830000,-12294.5224609375,5262.13,5438.49,566,31.5212,566,15.3616
2835000,-12517.0712890625,5214.94,5403.31,567,31.786,567,16.3388
2840000,-13514.8818359375,5204.08,5355.63,568,31.9339,568,18.8302
2845000,-12612.0791015625,5268.23,5435.32,569,32.2455,569,15.7316
2850000,-12537.0771484375,5163.73,5479.17,570,31.6463,570,15.9733
2855000,-11807.5361328125,5321.22,5541.97,571,30.6268,571,15.5532
2860000,-12814.93359375,5230.25,5385.95,572,31.6265,572,15.9396
2865000,-11599.51953125,5181.06,5277.68,573,31.4024,573,15.3658
2870000,-12401.376953125,5235.6,5452.97,574,31.5196,574,15.4654
2875000,-13433.5029296875,5255.74,5413.26,575,32.2244,575,16.3268
2880000,-12524.806640625,5250.58,5453.56,576,31.6282,576,15.5706
2885000,-12777.6953125,5260.7,5388.75,577,31.0651,577,15.6586
2890000,-13133.2998046875,5111.73,5433.11,578,31.9994,578,15.3695
2895000,-13148.89453125,5227.21,5432.12,579,31.7921,579,16.5069
2900000,-12945.8740234375,5099.16,5402.79,580,31.909,580,15.3761
2905000,-13882.771484375,5240.24,5399.18,581,32.9072,581,16.6196
2910000,-11987.470703125,5217.35,5435.45,582,31.5276,582,14.6785
2915000,-13447.01171875,5259.99,5409.15,583,32.4027,583,16.2907
2920000,-12983.3486328125,5208.96,5351.15,584,32.1511,584,16.8872
2925000,-13230.7890625,5240.29,5410.93,585,31.5723,585,14.8708
2930000,-12475.4130859375,5253.05,5396.64,586,31.5456,586,15.5719
2935000,-12580.09375,5062.29,5358.5,587,31.3374,587,15.722
2940000,-11672.6953125,5204.56,5398.45,588,30.4774,588,14.0188
2945000,-12728.0224609375,5176.31,5346.39,589,30.6771,589,14.6185
2950000,-11489.7607421875,5239.36,5373.47,590,30.1326,590,14.6959
2955000,-12307.37890625,5283.31,5472.96,591,30.6296,591,14.7638
2960000,-12882.73046875,5240.76,5398.93,592,30.4124,592,15.1298
2965000,-13490.056640625,5062.78,5439.45,593,31.0194,593,15.8478
2970000,-12616.3828125,5250.14,5435.06,594,30.268,594,14.8348
2975000,-11874.41796875,5219.06,5351.03,595,30.2003,595,14.2028
2980000,-11991.0341796875,5286.53,5440.15,596,30.3509,596,14.4404
2985000,-13216.705078125,5019.66,5475.33,597,30.8096,597,15.4265
2990000,-13164.22265625,5241.39,5435.15,598,30.5189,598,15.3914
2995000,-12746.0068359375,5092.45,5479.53,599,30.3005,599,15.5223
3000000,-12767.4501953125,4839.11,5427.29,600,30.787,600,15.0543
3005000,-12941.060546875,5024.17,5420.8,601,31.2024,601,15.1089
3010000,-12678.505859375,5236.39,5423.17,602,31.1009,602,15.4949
3015000,-12713.0048828125,4773.41,5368.25,603,30.4711,603,15.4575
3020000,-12984.646484375,5190.36,5394.77,604,31.2082,604,15.9111
3025000,-13937.2587890625,5284.24,5471.1,605,30.8264,605,16.2068
3030000,-14442.9814453125,5215.85,5431.87,606,32.1217,606,15.9667
3035000,-12758.8701171875,5168.18,5289.0,607,30.341,607,14.6481
3040000,-12471.1630859375,5143.47,5220.37,608,30.6299,608,14.1657
3045000,-12863.3095703125,5204.93,5305.48,609,31.0054,609,14.6959
3050000,-12341.02734375,5209.31,5380.93,610,30.7672,610,14.6051
3055000,-13088.775390625,5203.99,5375.19,611,30.8096,611,15.5716
3060000,-13517.990234375,5197.97,5401.36,612,31.4364,612,14.7116
3065000,-14013.5888671875,5288.18,5487.81,613,31.848,613,15.287
3070000,-14775.751953125,5073.39,5407.89,614,31.7127,614,15.0367
3075000,-14073.0185546875,5257.91,5445.04,615,31.3264,615,15.068
3080000,-13914.46484375,5041.68,5484.91,616,31.5401,616,15.7443
3085000,-14478.0048828125,5274.12,5522.99,617,31.4746,617,15.2948
3090000,-13878.2587890625,5102.84,5442.77,618,30.9212,618,14.5512
3095000,-14413.3583984375,5252.58,5456.32,619,31.2338,619,15.4723
3100000,-15113.912109375,5251.18,5472.48,620,32.0386,620,15.8783
3105000,-13101.82421875,5227.99,5403.21,621,31.5524,621,14.2904
3110000,-14500.560546875,5033.41,5464.04,622,31.3059,622,14.9102
3115000,-13674.00390625,5241.97,5420.5,623,31.9673,623,14.8131
3120000,-14240.9501953125,5287.67,5494.2,624,32.5166,624,16.0701
3125000,-14277.8388671875,5273.13,5469.16,625,31.9094,625,15.3917
3130000,-15168.8193359375,5001.92,5441.02,626,32.0263,626,15.5729
3135000,-14048.91796875,5252.29,5440.63,627,31.6322,627,14.9042
3140000,-15654.9775390625,5223.69,5443.22,628,32.7011,628,16.1705
3145000,-15475.3017578125,5261.62,5436.46,629,32.1288,629,16.0239
3150000,-14824.1240234375,4801.34,5443.77,630,31.808,630,15.2429
3155000,-14547.4677734375,5278.52,5416.24,631,31.8027,631,16.0144
3160000,-14172.7177734375,5017.0,5430.17,632,31.7152,632,15.5786
3165000,-14088.8818359375,4993.95,5368.17,633,31.2893,633,15.436
3170000,-13686.9013671875,5267.06,5413.52,634,30.6454,634,14.5872
3175000,-13593.333984375,5288.87,5447.73,635,31.4365,635,15.1159
3180000,-13400.146484375,5257.32,5390.35,636,31.34,636,14.7849
3185000,-13824.5703125,5262.89,5407.52,637,31.2852,637,14.5587
3190000,-13767.4716796875,5232.39,5420.09,638,30.9528,638,14.0944
3195000,-14259.3662109375,5256.99,5425.98,639,31.3665,639,14.9644
3200000,-14773.330078125,5247.58,5428.41,640,31.8047,640,15.6907
3205000,-14530.09375,5263.23,5457.29,641,30.837,641,15.4283
3210000,-15143.931640625,5035.22,5468.78,642,32.1807,642,17.008
3215000,-15602.7734375,5253.11,5394.79,643,31.8952,643,15.431
3220000,-23701.947265625,566.73,441.95,644,47.8424,644,166.6911
3225000,-19409.48046875,4468.04,4663.6,645,35.1367,645,17.0988
3230000,-19190.0703125,2956.66,2594.42,646,38.3021,646,33.1026
3235000,-19151.498046875,3435.81,4407.3,647,33.9422,647,25.9949
3240000,-19201.5703125,4888.71,5018.77,648,36.071,648,20.3387
3245000,-18114.74609375,4105.15,4884.84,649,34.1624,649,18.8534
3250000,-16614.6796875,4997.33,5119.44,650,32.2559,650,17.0997
3255000,-17764.369140625,5142.87,5264.69,651,31.8428,651,16.9317
3260000,-19461.619140625,4542.64,5066.01,652,34.1227,652,17.2508
3265000,-17749.3515625,5024.54,5120.73,653,32.4014,653,16.9284
3270000,-17660.46875,5034.03,5166.96,654,31.9616,654,16.8922
3275000,-16149.9580078125,2824.04,3383.25,655,33.2573,655,42.0254
3280000,-16483.052734375,5023.78,5197.64,656,32.2611,656,17.2398
3285000,-17807.66796875,5043.62,5030.51,657,33.0009,657,16.8757
3290000,-18434.470703125,4650.57,5248.25,658,32.886,658,17.3373
3295000,-19966.826171875,3805.57,4921.78,659,34.632,659,38.3804
3300000,-17471.5703125,5164.26,5420.5,660,31.1176,660,16.9458
3305000,-16691.39453125,5237.04,5391.32,661,31.1585,661,17.3131
3310000,-17100.955078125,5192.72,5348.66,662,31.4371,662,17.0633
3315000,-17341.171875,5188.34,5350.44,663,31.6338,663,16.9793
3320000,-17738.15625,5223.71,5375.76,664,31.8502,664,17.3824
3325000,-17218.548828125,5234.52,5410.2,665,31.9435,665,16.9391
3330000,-16673.171875,5207.36,5424.36,666,31.5578,666,17.0911
3335000,-16399.599609375,5166.18,5332.04,667,31.5283,667,16.4559
3340000,-15553.8935546875,5192.34,5405.81,668,30.1085,668,15.5612
3345000,-16235.275390625,5185.37,5332.87,669,31.7896,669,16.5981
3350000,-16837.439453125,5253.71,5391.75,670,31.6625,670,16.652
3355000,-16123.7041015625,4996.65,5335.79,671,31.4129,671,16.4001
3360000,-16581.92578125,5204.5,5312.71,672,31.2647,672,15.7841
3365000,-16219.904296875,5246.91,5430.58,673,31.2786,673,16.3365
3370000,-21248.255859375,414.7,364.01,674,50.0849,674,70.0559
3375000,-23412.9296875,207.38,200.98,675,52.4016,675,85.3834
3380000,-19400.48046875,282.69,287.3,676,52.2442,676,85.9668
3385000,-23806.732421875,240.33,334.26,677,52.4717,677,57.5324
3390000,-17026.806640625,219.98,36.65,678,45.542,678,44.8059
3395000,-19629.6015625,666.76,632.32,679,41.9371,679,31.2353
3400000,-17898.146484375,2659.61,4017.82,680,36.4479,680,17.704
3405000,-24423.998046875,863.31,687.69,681,39.2631,681,30.7596
3410000,-23278.00390625,1554.62,2489.58,682,36.2161,682,34.641
3415000,-23113.23828125,2849.58,2347.48,683,36.0269,683,24.6685
3420000,-19113.0078125,4935.13,1835.91,684,33.054,684,25.3857
3425000,-17242.513671875,4709.64,4919.91,685,31.7724,685,18.2346
3430000,-18266.4453125,4413.39,4286.9,686,32.1707,686,21.8043
3435000,-17104.841796875,5126.22,5291.21,687,31.8537,687,18.612
3440000,-16755.443359375,5169.81,5304.67,688,31.6915,688,18.0219
3445000,-17667.6640625,5144.62,5308.79,689,32.8288,689,17.8134
3450000,-18163.41796875,4981.61,5171.7,690,32.6959,690,18.7506
3455000,-18086.51953125,4829.04,5265.33,691,33.541,691,20.9768
3460000,-17390.02734375,5068.91,5260.87,692,32.4752,692,16.5284
3465000,-17425.267578125,5007.17,5215.49,693,32.217,693,17.1805
3470000,-18060.591796875,5131.93,5225.42,694,32.3621,694,19.2554
3475000,-18011.04296875,5131.62,5227.33,695,33.0029,695,18.4919
3480000,-18058.078125,5114.76,5219.68,696,32.5604,696,17.661
3485000,-17574.1484375,4952.68,5254.46,697,31.6832,697,17.0059
3490000,-18361.26171875,5162.8,5237.17,698,32.0453,698,17.3988
3495000,-18130.34375,5193.39,5284.31,699,32.0751,699,17.2591
3500000,-17627.931640625,5223.57,5320.67,700,31.9423,700,17.2746
3505000,-17977.85546875,5198.19,5313.34,701,32.1245,701,17.1723
3510000,-17212.33203125,5262.53,5370.38,702,32.1067,702,17.0715
3515000,-17295.40625,5271.7,5386.64,703,31.8204,703,17.1941
3520000,-17044.388671875,5261.0,5359.01,704,31.335,704,16.7781
3525000,-16750.5625,5304.03,5420.78,705,31.7327,705,17.0324
3530000,-16842.8125,5293.34,5447.83,706,31.4128,706,16.649
3535000,-16839.54296875,5271.66,5415.9,707,31.4972,707,16.8643
3540000,-16007.0458984375,5306.67,5428.29,708,31.1609,708,16.7923
3545000,-16160.986328125,5347.26,5459.18,709,31.062,709,16.5375
3550000,-15692.154296875,5048.96,5368.06,710,30.1575,710,15.7702
3555000,-15787.9462890625,5275.22,5354.61,711,30.3744,711,16.0388
3560000,-16314.91796875,5300.06,5393.23,712,31.0283,712,16.3028
3565000,-16799.81640625,5056.44,5396.57,713,30.7496,713,16.5599
3570000,-16741.8046875,5301.06,5408.37,714,30.6928,714,16.3269
3575000,-16904.439453125,5265.15,5372.36,715,30.4091,715,15.7001
3580000,-17069.6796875,5047.0,5360.67,716,30.7693,716,16.4998
3585000,-17274.0,5292.99,5341.18,717,31.4975,717,16.6788
3590000,-17390.55078125,5160.48,5162.31,718,30.9484,718,16.7512
3595000,-17341.90625,5263.95,5366.13,719,31.2228,719,17.4818
3600000,-18135.720703125,5255.39,5323.3,720,31.4827,720,17.8243
3605000,-33789.7421875,300.14,290.4,721,50.4967,721,67.5714
3610000,-23646.36328125,2786.96,3136.77,722,39.885,722,39.5069
3615000,-18816.908203125,5014.13,5069.71,723,33.0799,723,19.4102
3620000,-21110.35546875,4447.76,5002.53,724,34.0676,724,20.699
3625000,-23185.73828125,4920.69,5000.71,725,36.2427,725,20.2798
3630000,-23405.72265625,4923.13,5162.34,726,31.9165,726,18.2381
3635000,-19110.15234375,5139.16,5225.11,727,31.7862,727,18.139
3640000,-18826.84375,5156.71,5274.26,728,31.6091,728,18.3252
3645000,-19354.619140625,5130.26,5315.97,729,31.733,729,18.1897
3650000,-20663.15625,4984.3,5310.25,730,32.1743,730,17.9886
3655000,-19427.701171875,5200.55,5316.94,731,31.5577,731,18.3204
3660000,-18901.73046875,5201.83,5322.14,732,31.2951,732,17.7448
3665000,-19185.615234375,5171.65,5280.46,733,31.2351,733,17.3314
3670000,-19141.30859375,5230.29,5373.56,734,31.2338,734,17.2919
3675000,-19380.703125,5209.78,5332.13,735,32.0445,735,17.7786
3680000,-19205.9453125,5193.9,5340.02,736,31.8683,736,17.4545
3685000,-18535.90234375,5223.15,5407.49,737,31.1414,737,17.3067
3690000,-19102.40625,5204.26,5296.44,738,31.8505,738,17.5066
3695000,-18813.30078125,5218.64,5387.83,739,31.7407,739,17.4093
3700000,-18802.509765625,5094.26,5401.4,740,31.4806,740,16.7319
3705000,-18574.564453125,5258.3,5425.86,741,31.1749,741,16.3709
3710000,-18745.578125,5211.62,5354.86,742,31.3453,742,16.3145
3715000,-18146.9609375,5292.31,5467.62,743,30.6796,743,16.491
3720000,-17699.63671875,5243.36,5404.45,744,30.2573,744,16.4234
3725000,-18535.798828125,5218.61,5386.82,745,30.6488,745,16.4695
3730000,-18329.412109375,5280.68,5436.64,746,30.3423,746,16.3704
3735000,-17841.748046875,5290.42,5489.83,747,30.7614,747,16.2939
3740000,-17238.349609375,5287.66,5453.31,748,30.6903,748,16.4062
3745000,-17032.369140625,5327.59,5485.02,749,30.3447,749,16.0902
3750000,-16859.47265625,5306.37,5453.26,750,30.3724,750,16.4383
3755000,-18213.54296875,5287.58,5430.59,751,31.3587,751,16.6936
3760000,-17111.89453125,5305.96,5399.01,752,30.573,752,16.2105
3765000,-17096.2734375,5301.49,5423.87,753,30.416,753,15.65
3770000,-18024.689453125,5274.59,5415.89,754,31.071,754,15.5784
3775000,-17940.564453125,5282.11,5415.63,755,30.1606,755,15.7056
3780000,-18423.240234375,5279.69,5416.45,756,30.8386,756,16.1045
3785000,-18131.736328125,5290.44,5422.2,757,31.4162,757,15.4698
3790000,-17675.283203125,5270.73,5384.7,758,30.1404,758,16.126
3795000,-17366.890625,5287.0,5402.36,759,30.6943,759,15.9577
3800000,-18212.40625,5303.64,5446.58,760,30.9302,760,16.1983
3805000,-18114.068359375,5279.21,5424.98,761,31.0133,761,16.3314
3810000,-18365.62890625,5260.48,5421.02,762,31.2584,762,16.289
3815000,-18196.4921875,5258.77,5391.6,763,30.8601,763,16.2322
3820000,-18029.037109375,5202.57,5302.22,764,30.9315,764,16.1409
3825000,-18782.48828125,5259.75,5441.39,765,30.9581,765,16.1904
3830000,-18042.037109375,5301.23,5457.66,766,30.6107,766,15.4367
3835000,-17797.826171875,5293.59,5419.21,767,31.1601,767,16.1792
3840000,-17476.83984375,5266.9,5391.23,768,29.9032,768,15.6772
3845000,-17602.46484375,5258.24,5405.88,769,30.504,769,15.8875
