Itration,Reward Loss,Running Reverse KL,Running Forward KL,Running Update Time,Real Det Return,Running Env Steps,Real Sto Return
48,-1522.2906494140625,14.1491,152.6024,48,5928.5,240000,5500.91
49,-1560.7275390625,14.2,152.4142,49,5867.8,245000,5527.27
50,-1583.7816162109375,14.5557,152.0684,50,5996.59,250000,5644.01
51,-1583.71728515625,14.5616,152.0339,51,6022.92,255000,5673.14
52,-1599.708740234375,14.0321,151.9167,52,6015.77,260000,5649.98
53,-1618.9268798828125,14.302,152.2477,53,5961.27,265000,5500.86
54,-1705.5806884765625,14.2804,152.6222,54,5921.73,270000,5464.41
55,-1716.2176513671875,14.7062,152.2961,55,6017.18,275000,5602.58
56,-1710.302734375,14.2009,152.3264,56,6049.8,280000,5606.45
57,-1745.3314208984375,14.3732,151.9891,57,5994.95,285000,5674.84
58,-1793.2001953125,14.2574,152.2523,58,6023.19,290000,5643.11
59,-1817.682861328125,14.1821,151.9657,59,6132.26,295000,5713.21
60,-1841.505615234375,14.3549,151.8361,60,6116.04,300000,5791.09
61,-1880.546630859375,14.5403,152.1619,61,6134.2,305000,5748.79
62,-1921.0421142578125,14.5455,152.1324,62,6192.3,310000,5808.52
63,-1916.7750244140625,14.1183,151.5435,63,6176.07,315000,5834.32
64,-1948.5703125,13.973,151.9006,64,6286.51,320000,5769.11
65,-1988.1646728515625,13.5285,151.6301,65,6207.62,325000,5794.89
66,-1989.1243896484375,14.0341,151.6721,66,6108.13,330000,5813.98
67,-2045.9327392578125,14.1699,152.0581,67,6116.31,335000,5851.93
68,-2067.513427734375,14.1461,151.7494,68,6345.6,340000,5974.33
69,-2122.59521484375,14.0261,151.7338,69,6127.34,345000,5796.21
70,-2095.1689453125,13.4821,151.3541,70,6313.15,350000,5928.1
71,-2166.949951171875,13.6948,151.5353,71,6136.08,355000,5786.33
72,-2186.439697265625,13.8057,151.6665,72,6252.95,360000,5839.03
73,-2204.260986328125,13.9293,151.5021,73,6288.74,365000,5968.34
74,-2236.57275390625,13.7078,151.527,74,6237.71,370000,5852.89
75,-2277.898681640625,13.5951,151.63,75,6353.66,375000,5855.56
76,-2289.239501953125,13.823,151.4618,76,6316.74,380000,5952.77
77,-2307.1044921875,13.6735,151.4717,77,6261.08,385000,5955.14
78,-2361.995849609375,13.0242,151.5235,78,6121.34,390000,5904.23
79,-2394.1611328125,14.2948,151.4605,79,6363.48,395000,5989.6
80,-2415.969482421875,13.3691,151.2629,80,6350.31,400000,6041.1
81,-2410.67919921875,13.6442,151.5111,81,6433.42,405000,6079.07
82,-2458.756591796875,13.94,151.0849,82,6498.82,410000,6099.81
83,-2466.896240234375,13.4034,151.1991,83,6453.61,415000,6101.88
84,-2507.562744140625,13.6156,151.2826,84,6449.37,420000,6019.19
85,-2504.2314453125,13.3744,151.0077,85,6435.43,425000,6061.12
86,-2534.302001953125,13.604,150.933,86,6570.86,430000,6228.88
87,-2587.874755859375,13.6017,151.343,87,6575.38,435000,6180.39
88,-2652.814697265625,13.5668,151.169,88,6165.63,440000,6198.84
89,-2660.678466796875,13.2755,151.4136,89,6563.23,445000,6151.81
90,-2701.262451171875,13.3751,151.4918,90,6446.09,450000,6102.75
91,-2714.009521484375,13.277,151.1785,91,6487.65,455000,6129.32
92,-2710.072021484375,13.5805,151.3798,92,6544.99,460000,6185.23
93,-2769.32177734375,13.5358,151.2104,93,6534.19,465000,6154.02
94,-2738.1318359375,13.1561,151.21,94,6435.31,470000,6171.06
95,-2787.574462890625,13.1841,151.5452,95,6301.04,475000,6028.7
96,-2838.344970703125,13.7636,151.42,96,6467.64,480000,6163.03
97,-2877.619384765625,13.566,151.4956,97,6353.81,485000,6149.25
98,-2970.516845703125,13.7803,151.3707,98,6449.28,490000,6177.58
99,-2931.1337890625,13.4193,150.7593,99,6564.74,495000,6293.15
100,-2983.798828125,13.4911,151.2344,100,6546.24,500000,6180.57
101,-2999.642822265625,13.3456,151.2541,101,6580.52,505000,6201.44
102,-2989.846435546875,13.2527,150.8178,102,6659.38,510000,6313.98
103,-3021.13818359375,13.2917,151.4576,103,6346.07,515000,6026.51
104,-3056.79833984375,13.6733,151.206,104,6540.83,520000,6106.23
105,-3110.303466796875,13.165,150.8147,105,6659.84,525000,6232.12
106,-3123.31201171875,13.2332,150.8036,106,6680.5,530000,6318.31
107,-3134.57568359375,13.217,150.9018,107,6573.64,535000,6264.19
108,-3172.04736328125,12.7871,151.0243,108,6683.36,540000,6268.63
109,-3152.414794921875,13.0528,150.8866,109,6800.53,545000,6428.27
110,-3223.96533203125,13.6015,150.7069,110,6715.29,550000,6370.86
111,-3263.697021484375,13.5498,150.6545,111,6776.67,555000,6456.59
112,-3249.933349609375,13.4435,150.7519,112,6755.58,560000,6404.22
113,-3369.85693359375,13.4444,150.9084,113,6580.39,565000,6381.26
114,-3338.79638671875,13.8693,151.1086,114,6687.43,570000,6360.42
115,-3395.589111328125,13.5881,151.113,115,6720.09,575000,6383.44
116,-3400.14892578125,13.419,150.8062,116,6618.18,580000,6267.57
117,-3423.86181640625,12.7458,150.5275,117,6873.23,585000,6447.78
118,-3479.660400390625,12.9505,150.6068,118,6771.45,590000,6463.05
119,-3559.312255859375,13.7118,151.0141,119,6738.74,595000,6450.52
120,-3508.129150390625,13.5171,150.9563,120,6883.8,600000,6516.56
121,-3550.357177734375,12.851,150.7333,121,6796.1,605000,6495.18
122,-3610.04541015625,13.5674,150.9559,122,6836.69,610000,6522.27
123,-3676.1845703125,13.3804,150.7631,123,6782.0,615000,6408.8
124,-3652.452392578125,13.6624,150.9561,124,6901.47,620000,6573.34
125,-3636.2041015625,13.4741,150.7677,125,6856.02,625000,6464.74
126,-3714.1474609375,13.1821,150.7926,126,6716.1,630000,6392.34
127,-3677.861572265625,12.8207,150.1421,127,7006.86,635000,6653.5
128,-3722.76904296875,12.9946,150.2246,128,6904.04,640000,6527.79
129,-3797.8623046875,13.1861,150.5781,129,6972.46,645000,6556.0
130,-3905.83984375,12.9114,150.8862,130,6658.24,650000,6260.6
131,-3800.66796875,12.6199,149.9821,131,6861.5,655000,6459.44
132,-3961.66943359375,12.8149,150.5012,132,6922.15,660000,6501.18
133,-3874.2802734375,13.1968,150.4743,133,6888.35,665000,6534.66
134,-3864.552001953125,13.0853,150.2977,134,6804.64,670000,6495.77
135,-3957.837646484375,12.9273,150.2044,135,6883.56,675000,6518.79
136,-3944.673095703125,12.8929,150.3665,136,7016.68,680000,6604.77
137,-4040.844970703125,12.9876,150.4353,137,7025.1,685000,6689.41
138,-3990.778564453125,13.2868,149.9702,138,6996.81,690000,6613.71
139,-4117.16943359375,13.1481,150.5432,139,6934.39,695000,6610.68
140,-4102.16357421875,13.0206,150.3467,140,7109.73,700000,6669.91
141,-4163.5400390625,13.3904,150.4225,141,7015.88,705000,6673.33
142,-4247.357421875,13.7649,150.4124,142,6901.95,710000,6591.97
143,-4189.3505859375,13.0626,150.2154,143,7005.87,715000,6587.59
144,-4263.68017578125,13.2346,150.3721,144,6905.39,720000,6575.62
145,-4302.53369140625,13.2295,150.3476,145,7059.59,725000,6692.58
146,-4373.962890625,12.9564,149.9557,146,7029.65,730000,6605.84
147,-4308.52392578125,12.7313,150.3102,147,7032.31,735000,6642.53
148,-4381.10546875,13.1314,150.4112,148,7187.97,740000,6747.75
149,-4476.9296875,13.0461,150.4725,149,7075.74,745000,6746.15
150,-4507.67236328125,13.2156,150.0899,150,6976.48,750000,6584.8
151,-4557.15185546875,12.9153,150.4099,151,7093.25,755000,6667.57
152,-4526.04833984375,13.1532,150.1652,152,7050.03,760000,6693.7
153,-4628.08056640625,12.9773,150.3277,153,6981.91,765000,6563.0
154,-4584.69677734375,13.2407,149.9721,154,7162.97,770000,6745.67
155,-4634.49462890625,13.0838,150.0603,155,7104.64,775000,6774.37
156,-4611.1630859375,12.977,149.9214,156,7121.48,780000,6815.68
157,-4660.552734375,13.2132,150.1731,157,7118.59,785000,6752.29
158,-4696.1181640625,13.169,149.8641,158,7181.45,790000,6809.27
159,-4702.84033203125,13.0188,149.9807,159,7243.88,795000,6896.63
160,-4792.38232421875,13.1984,150.1074,160,7095.12,800000,6755.05
161,-4871.5009765625,13.8688,150.3517,161,7051.49,805000,6743.88
162,-4864.6748046875,13.2595,150.4034,162,7128.52,810000,6738.03
163,-4938.32568359375,13.309,150.1816,163,7003.54,815000,6674.33
164,-4934.87890625,13.7515,150.2087,164,7104.12,820000,6761.67
165,-5042.44482421875,12.9649,150.1583,165,7154.27,825000,6802.64
166,-5030.61279296875,13.0468,149.9916,166,7148.3,830000,6801.73
167,-5042.47802734375,13.2565,149.8889,167,7224.52,835000,6861.72
168,-5169.5185546875,12.6751,150.0769,168,7208.85,840000,6821.69
169,-5128.25927734375,13.4369,149.8677,169,7253.41,845000,6873.8
170,-5172.87548828125,12.9378,150.1378,170,7209.07,850000,6824.84
171,-5236.85498046875,13.2418,149.8626,171,7245.91,855000,6861.8
172,-5294.4638671875,13.1595,150.0078,172,7147.58,860000,6619.83
173,-5340.6455078125,12.4363,150.0748,173,7207.44,865000,6850.06
174,-5257.25146484375,13.25,150.0653,174,7185.49,870000,6855.5
175,-5320.0361328125,12.917,149.8491,175,7183.27,875000,6796.16
176,-5293.5244140625,13.3796,149.7951,176,7253.03,880000,6877.91
177,-5332.23681640625,12.847,149.6247,177,7233.09,885000,6904.42
178,-5427.296875,12.6891,150.0737,178,7080.84,890000,6673.83
179,-5388.40869140625,13.2517,149.7098,179,7137.13,895000,6897.86
180,-5438.37744140625,13.1638,149.7315,180,7236.4,900000,6702.34
181,-5470.14599609375,13.0992,149.9636,181,7245.96,905000,6863.65
182,-5376.11083984375,12.73,149.7969,182,7173.38,910000,6914.75
183,-5445.79345703125,12.947,150.0296,183,7196.56,915000,6848.47
184,-5387.37646484375,13.2648,149.6453,184,7239.65,920000,6958.59
185,-5292.654296875,12.7309,149.2852,185,7172.79,925000,6866.78
186,-5500.0439453125,12.9535,150.1099,186,7105.49,930000,6747.85
187,-5550.25927734375,12.5823,149.7387,187,7137.75,935000,6781.73
188,-5512.73046875,12.9235,149.7234,188,7335.0,940000,6990.36
189,-5531.3359375,12.6887,149.7691,189,7142.91,945000,6979.02
190,-5574.05908203125,13.2866,149.5527,190,7228.53,950000,6953.42
191,-5590.48876953125,12.9092,149.891,191,7220.78,955000,6882.35
192,-5511.65087890625,13.0796,149.7185,192,7357.99,960000,6985.63
193,-5716.40771484375,13.5267,150.2512,193,7132.23,965000,6914.76
194,-5534.623046875,12.7791,149.8277,194,6936.51,970000,6784.6
195,-5635.48876953125,13.4464,149.7213,195,7343.86,975000,6936.92
196,-5738.63818359375,12.6328,150.0331,196,7049.04,980000,6717.34
197,-5642.56005859375,12.6859,149.6179,197,7286.23,985000,6926.06
198,-5629.87451171875,13.0213,149.6737,198,7431.61,990000,6978.03
199,-5732.8876953125,12.4504,149.4813,199,7309.88,995000,6985.14
200,-5756.30810546875,13.1167,150.0384,200,7021.58,1000000,6671.55
201,-5756.6025390625,12.9893,149.8554,201,7097.04,1005000,6720.08
202,-5809.45166015625,12.471,149.7356,202,7330.4,1010000,6968.98
203,-5797.53125,12.8832,149.8311,203,7270.08,1015000,6835.5
204,-5828.2978515625,12.7879,150.201,204,6995.19,1020000,6641.23
205,-5825.30712890625,12.9546,150.0642,205,7121.88,1025000,6720.76
206,-5815.9384765625,13.1116,150.0424,206,7220.35,1030000,6788.18
207,-5906.84912109375,12.721,149.9545,207,7276.39,1035000,6801.97
208,-5888.42041015625,13.029,150.0157,208,7225.8,1040000,6892.5
209,-5905.87841796875,12.8171,149.926,209,7238.6,1045000,6862.06
210,-5917.5732421875,12.9002,150.1579,210,7227.59,1050000,6855.8
211,-5935.76953125,12.8344,149.898,211,7237.16,1055000,6825.2
212,-5936.8193359375,12.7876,149.7952,212,7047.2,1060000,6804.45
213,-5977.92333984375,12.8469,149.6211,213,7266.1,1065000,6851.24
214,-5910.61328125,12.8334,149.83,214,7174.51,1070000,6754.01
215,-6012.716796875,12.7701,150.0278,215,7192.62,1075000,6808.02
216,-5944.75244140625,12.7767,149.5207,216,7302.92,1080000,6960.73
217,-5978.7109375,12.6914,149.5034,217,7382.18,1085000,6984.24
218,-5993.62548828125,13.0729,149.7134,218,7375.47,1090000,7043.84
219,-6036.15380859375,12.8375,149.779,219,6949.03,1095000,6766.83
220,-6105.41162109375,12.7783,149.9009,220,7331.46,1100000,6882.87
221,-6032.86669921875,12.8127,149.4322,221,7312.26,1105000,6914.91
222,-6104.06103515625,12.6542,149.8692,222,7205.4,1110000,6814.35
223,-6046.60693359375,12.7668,149.6231,223,7132.62,1115000,6976.1
224,-6076.92236328125,12.8023,149.6481,224,7139.33,1120000,6824.65
225,-6125.13623046875,12.8218,149.6818,225,7272.88,1125000,6899.96
226,-6135.302734375,12.6159,149.8393,226,7243.99,1130000,6849.19
227,-6106.8056640625,13.0059,149.6667,227,7179.08,1135000,6962.88
228,-6054.67138671875,13.073,149.7437,228,7379.14,1140000,6955.82
229,-6214.8955078125,12.7515,149.8803,229,7268.75,1145000,6781.69
230,-6225.41259765625,12.9262,149.9043,230,7080.26,1150000,6912.64
231,-6213.5869140625,12.7989,149.8485,231,7279.96,1155000,6842.8
232,-6219.94873046875,12.6146,149.8296,232,7240.14,1160000,6802.57
233,-6341.9990234375,12.5355,149.9129,233,7062.25,1165000,6855.25
234,-6269.470703125,12.9554,149.4128,234,7316.68,1170000,6927.79
235,-6224.44873046875,12.8908,149.5029,235,7302.01,1175000,6828.49
236,-6383.32861328125,12.1973,149.8323,236,7261.94,1180000,6877.03
237,-6310.87158203125,12.7242,149.6568,237,7269.8,1185000,6811.14
238,-6273.78857421875,12.992,149.68,238,7339.32,1190000,6982.53
239,-6305.26904296875,12.8268,149.4381,239,7292.94,1195000,6843.42
240,-6319.52099609375,12.8792,149.3003,240,7352.44,1200000,6802.23
241,-6356.408203125,12.8882,149.7052,241,7257.52,1205000,6841.17
242,-6320.384765625,12.7758,149.1582,242,7324.25,1210000,6953.35
243,-6316.86865234375,12.8845,149.5128,243,7324.56,1215000,6925.45
244,-6396.0703125,12.9404,149.8008,244,7248.19,1220000,7020.17
245,-6450.44970703125,12.6558,149.414,245,7282.09,1225000,6586.49
246,-6433.2734375,12.9047,149.5008,246,7396.79,1230000,7009.66
247,-6413.55810546875,12.7326,149.4058,247,7442.62,1235000,6962.78
248,-6439.39306640625,12.7552,149.6082,248,7417.54,1240000,7000.42
249,-6429.6416015625,12.6946,149.1424,249,7410.51,1245000,6990.85
250,-6450.13525390625,12.9165,149.4161,250,7449.37,1250000,7020.94
251,-6520.03759765625,12.8566,149.6869,251,7400.72,1255000,6978.34
252,-6517.3037109375,12.5695,149.6027,252,7366.47,1260000,6920.41
253,-6712.46240234375,12.1826,149.4883,253,7476.62,1265000,7063.65
254,-6516.78369140625,12.9821,149.2029,254,7383.24,1270000,7046.57
255,-6600.404296875,12.3961,149.53,255,7423.79,1275000,6988.05
256,-6460.20263671875,12.7282,149.1451,256,7377.67,1280000,6953.17
257,-6570.28466796875,12.9192,149.3205,257,7454.16,1285000,7042.96
258,-6522.265625,12.5697,149.1331,258,7438.33,1290000,6976.34
259,-6578.3701171875,12.6236,149.539,259,7390.78,1295000,6975.87
260,-6584.9130859375,12.9548,149.5643,260,7423.37,1300000,7011.94
261,-6647.32958984375,12.6745,149.2563,261,7324.61,1305000,6892.53
262,-6664.05908203125,12.8553,149.1673,262,7358.53,1310000,6914.57
263,-6615.375,12.9211,149.4976,263,7317.76,1315000,6927.84
264,-6657.958984375,12.7693,149.715,264,7288.98,1320000,6910.09
265,-6633.34033203125,12.9417,149.1074,265,7389.77,1325000,7018.65
266,-6714.8779296875,13.0824,149.4866,266,7204.01,1330000,6767.48
267,-6639.45751953125,12.8361,148.9533,267,7165.81,1335000,6989.73
268,-6680.5400390625,12.7723,148.9785,268,7325.65,1340000,6941.73
269,-6635.828125,12.8974,149.3686,269,7397.62,1345000,7007.76
270,-6657.37255859375,13.063,148.7734,270,7507.53,1350000,7118.01
271,-6759.57080078125,13.1653,149.2292,271,7405.98,1355000,6971.33
272,-6767.0830078125,12.8189,148.808,272,7409.13,1360000,7000.06
273,-6994.57666015625,12.3632,149.3108,273,7361.31,1365000,6897.62
274,-6797.34033203125,13.0961,149.469,274,7378.06,1370000,7014.67
275,-6860.70849609375,12.9711,149.3404,275,7468.41,1375000,7010.52
276,-6873.1171875,12.9544,149.2575,276,7120.7,1380000,7036.95
277,-6860.61669921875,13.1384,149.3922,277,7459.1,1385000,7012.6
278,-6912.0546875,13.1469,149.2214,278,7319.61,1390000,6891.29
279,-6834.7978515625,12.9342,148.5182,279,7495.11,1395000,6919.38
280,-6835.38818359375,12.8082,148.9426,280,7451.77,1400000,6989.43
281,-6908.63671875,12.8788,148.735,281,7525.67,1405000,7021.69
282,-7115.19091796875,12.5949,149.2851,282,6999.28,1410000,6887.36
283,-6893.54248046875,13.0306,148.9582,283,7419.37,1415000,7012.66
284,-6919.29345703125,12.4637,148.8289,284,7452.56,1420000,6922.3
285,-6926.24365234375,12.8377,148.9658,285,7388.25,1425000,6973.46
286,-6941.0732421875,12.9262,149.1249,286,7469.04,1430000,7069.58
287,-6998.19921875,12.4567,148.9676,287,7509.47,1435000,6943.04
288,-7032.2509765625,12.7247,148.801,288,7332.34,1440000,6885.99
289,-6927.6455078125,13.0803,148.9673,289,7345.27,1445000,6779.64
290,-7134.26708984375,12.0519,149.3118,290,7368.4,1450000,6985.99
291,-7009.421875,12.8958,149.2822,291,7443.89,1455000,6974.3
292,-7238.7021484375,13.3208,149.1842,292,7527.19,1460000,6699.85
293,-6956.65478515625,12.8668,148.5606,293,6769.4,1465000,7022.73
294,-7028.46728515625,12.8909,148.8932,294,7504.76,1470000,6677.57
295,-7065.77392578125,12.5699,148.7051,295,7584.8,1475000,6319.72
296,-7152.1416015625,12.7461,148.9224,296,6761.41,1480000,6683.97
297,-7145.9560546875,12.8966,148.7121,297,7589.56,1485000,7064.39
298,-7193.37744140625,12.8378,148.94,298,7569.0,1490000,6338.41
299,-7458.21728515625,11.769,148.8552,299,7175.68,1495000,6736.32
300,-7158.619140625,12.8861,148.5875,300,7557.46,1500000,7162.3
301,-7163.92138671875,12.7955,148.6624,301,7346.97,1505000,7047.23
302,-7245.24951171875,12.8912,148.9711,302,7496.53,1510000,7018.15
303,-7179.4287109375,12.983,148.7241,303,7544.98,1515000,7086.32
304,-7218.9375,13.1299,148.939,304,7173.31,1520000,6982.34
305,-7463.91748046875,12.9932,149.1229,305,7118.05,1525000,6731.15
306,-7291.4326171875,12.8511,149.1533,306,7119.04,1530000,6655.64
307,-7359.26318359375,12.5972,148.6428,307,7164.24,1535000,6301.29
308,-7314.0830078125,12.9683,148.8354,308,7167.83,1540000,6287.56
309,-7612.1875,12.8019,149.3057,309,6616.62,1545000,6880.38
310,-7440.412109375,12.8241,148.5443,310,6383.32,1550000,6692.59
311,-7694.984375,12.8226,149.2211,311,7193.22,1555000,6733.65
312,-7626.0927734375,12.361,148.7651,312,7649.97,1560000,6745.63
313,-7467.9150390625,13.0775,148.976,313,7556.49,1565000,7077.66
314,-7466.6298828125,12.9499,148.6563,314,7633.21,1570000,7154.65
315,-7494.134765625,12.7235,148.7706,315,7638.05,1575000,7175.21
316,-7449.61083984375,12.861,148.693,316,7700.22,1580000,7211.94
317,-7545.6416015625,12.8649,148.9386,317,7220.53,1585000,7158.76
318,-7527.6181640625,12.9929,148.8872,318,7742.23,1590000,7194.19
319,-7491.33935546875,12.7642,148.424,319,7636.98,1595000,6741.02
320,-7550.2646484375,13.0679,148.1451,320,7129.52,1600000,7164.12
321,-7504.8740234375,13.0648,148.7382,321,7742.35,1605000,7058.59
322,-7649.48095703125,12.7505,148.136,322,7649.92,1610000,7067.49
323,-7546.7939453125,13.1947,148.8488,323,7668.8,1615000,6792.64
324,-7518.70703125,13.0756,148.1946,324,7599.03,1620000,7139.07
325,-7533.5625,12.9431,148.7579,325,7724.28,1625000,7251.45
326,-7573.09423828125,13.2494,148.6483,326,7691.46,1630000,7190.14
327,-7640.916015625,12.951,148.7844,327,7699.57,1635000,7154.71
328,-7597.79296875,13.1811,148.5283,328,7795.53,1640000,7290.09
329,-7528.5908203125,13.0759,148.0043,329,7719.9,1645000,7265.94
330,-7622.87890625,12.9297,148.1699,330,7679.36,1650000,6990.38
331,-7733.404296875,13.1945,148.4889,331,7712.71,1655000,7191.79
332,-7720.08203125,13.1404,148.5893,332,7704.44,1660000,7098.9
333,-7743.38134765625,13.019,148.3185,333,7724.71,1665000,7222.51
334,-7815.62255859375,12.7878,148.7202,334,7704.68,1670000,7072.62
335,-7772.166015625,13.2721,148.0574,335,7652.54,1675000,7096.52
336,-7856.67578125,12.8641,148.3593,336,7723.73,1680000,7278.49
337,-7778.2431640625,13.1768,147.8764,337,7809.51,1685000,7278.75
338,-7858.75439453125,13.2399,148.2677,338,7716.14,1690000,7246.63
339,-7863.78662109375,13.0058,148.3445,339,7278.32,1695000,7256.07
340,-7872.62841796875,13.3261,148.1925,340,7750.46,1700000,7379.2
341,-7870.208984375,13.3617,148.5295,341,7314.72,1705000,7341.94
342,-7900.32470703125,13.0109,148.6627,342,7721.87,1710000,7100.32
343,-7951.84814453125,13.311,148.211,343,7809.11,1715000,7260.72
344,-7925.7744140625,12.99,147.9471,344,7812.62,1720000,7338.06
345,-7958.1328125,13.3556,148.4569,345,7766.88,1725000,7342.51
346,-8142.8642578125,13.2171,148.1403,346,7759.31,1730000,7254.68
347,-8022.6220703125,13.2847,148.2104,347,7804.27,1735000,7272.42
348,-8001.16357421875,13.3415,148.0728,348,7760.12,1740000,7360.94
349,-8050.0498046875,13.4405,148.2552,349,7675.94,1745000,7252.64
350,-8120.21142578125,13.4186,149.0198,350,7781.36,1750000,6858.67
351,-8126.376953125,13.3444,149.0541,351,7682.84,1755000,7263.37
352,-8085.90234375,13.6955,148.4975,352,7784.87,1760000,7301.91
353,-8104.8173828125,13.2011,148.1077,353,7801.27,1765000,7269.95
354,-8163.07568359375,13.4099,148.6407,354,7814.49,1770000,6968.95
355,-8130.650390625,13.7854,148.2667,355,7894.59,1775000,6883.35
356,-8151.55712890625,13.6411,148.1521,356,7835.16,1780000,6998.34
357,-8086.16455078125,13.5283,148.2776,357,7902.17,1785000,7378.23
358,-8420.7255859375,13.0088,148.4584,358,7946.58,1790000,7339.73
359,-8182.4873046875,13.7563,148.2328,359,7927.42,1795000,7493.84
360,-8227.7431640625,13.7019,147.9363,360,7935.16,1800000,7432.57
361,-8399.2353515625,13.7152,148.4136,361,7887.77,1805000,7346.66
362,-8260.115234375,13.5229,147.9486,362,7908.97,1810000,7501.92
363,-8204.716796875,13.489,148.0267,363,7920.52,1815000,7442.69
364,-8234.435546875,13.4238,148.1162,364,7897.09,1820000,7366.95
365,-8349.0166015625,13.5232,147.9994,365,7942.64,1825000,7525.36
366,-8538.591796875,13.0848,148.3991,366,7952.38,1830000,7450.04
367,-8290.091796875,13.7711,148.2863,367,8016.94,1835000,7403.68
368,-8340.14453125,13.9141,148.1503,368,7928.74,1840000,7174.14
369,-8297.5029296875,13.4439,148.244,369,7987.8,1845000,7402.97
370,-8357.875,13.8632,148.235,370,7951.18,1850000,7093.47
371,-8413.2890625,13.4929,147.8418,371,7831.89,1855000,7366.45
372,-8414.3671875,13.6801,148.7077,372,7953.19,1860000,7366.56
373,-8412.98828125,13.5437,148.3823,373,7914.74,1865000,7433.8
374,-8492.685546875,13.5479,148.2243,374,7930.77,1870000,7282.97
375,-8433.6904296875,13.8964,147.7836,375,7843.6,1875000,7441.27
376,-8401.7861328125,13.5869,147.7522,376,7957.63,1880000,7052.96
377,-8529.185546875,13.3048,147.51,377,7839.27,1885000,7197.22
378,-8739.404296875,13.1435,148.0705,378,7883.17,1890000,7351.74
379,-8501.4677734375,13.6756,147.885,379,7955.83,1895000,7531.78
380,-8612.4716796875,13.3183,148.1658,380,7912.33,1900000,7330.29
381,-8517.990234375,13.7557,147.9927,381,7981.16,1905000,7421.21
382,-8549.859375,13.8266,148.2375,382,7988.45,1910000,7517.93
383,-8576.2568359375,13.4162,147.8059,383,8100.71,1915000,7593.83
384,-8723.9130859375,13.3887,148.1071,384,7934.65,1920000,7440.53
