Reward Loss,Running Forward KL,Real Sto Return,Itration,Running Env Steps,Real Det Return,Running Update Time,Running Reverse KL
-40079.26953125,87.795,-521.16,391,1955000,-698.62,391,168.8163
-40954.5859375,78.2599,-383.25,392,1960000,-236.03,392,179.0403
-44138.828125,76.0432,-180.37,393,1965000,-161.3,393,244.167
-48911.93359375,83.3368,-505.74,394,1970000,-219.21,394,435.113
-50848.73828125,83.214,-221.09,395,1975000,-605.76,395,493.2445
-48927.0625,73.5917,256.46,396,1980000,-76.33,396,343.6778
-43373.96484375,71.6814,204.78,397,1985000,238.55,397,157.3399
-45174.7578125,76.6701,-85.36,398,1990000,-30.42,398,171.5787
-50620.6328125,79.6272,-408.48,399,1995000,-315.01,399,322.4806
-47160.69140625,74.9348,84.75,400,2000000,87.71,400,193.4994
-47365.35546875,74.2589,382.55,401,2005000,354.45,401,160.403
-50147.99609375,76.5927,439.36,402,2010000,469.63,402,208.9999
-54910.7421875,80.7065,286.6,403,2015000,355.9,403,444.0052
-51577.3671875,72.8839,398.43,404,2020000,578.07,404,193.9437
-52631.06640625,72.0631,301.35,405,2025000,152.58,405,264.1472
-48594.81640625,70.4207,232.78,406,2030000,228.02,406,104.534
-49996.52734375,72.4156,138.81,407,2035000,317.36,407,124.8967
-49106.4765625,74.691,281.67,408,2040000,359.16,408,100.2961
-49058.52734375,73.9039,318.18,409,2045000,292.21,409,107.4679
-49601.7109375,74.4156,428.07,410,2050000,424.0,410,106.214
-47187.71875,75.0818,690.05,411,2055000,651.41,411,74.2259
-50800.50390625,80.7833,1350.63,412,2060000,1080.85,412,85.5479
-51241.1640625,76.5382,733.53,413,2065000,676.44,413,78.0822
-59050.37890625,94.4221,-1218.7,414,2070000,-1644.02,414,367.4494
-56895.046875,82.2427,-1057.63,415,2075000,-635.62,415,291.1043
-51967.421875,76.9683,2753.6,416,2080000,2807.79,416,77.6853
-52221.69140625,83.6973,3410.72,417,2085000,3674.41,417,82.2822
-51233.76953125,81.0713,2471.72,418,2090000,2514.55,418,77.9317
-53349.6015625,81.6693,1906.65,419,2095000,2192.11,419,134.5137
-53523.1015625,79.1015,1165.75,420,2100000,1397.88,420,114.8915
-54301.828125,79.2969,2201.21,421,2105000,2715.1,421,116.2935
-55272.125,79.2021,2535.37,422,2110000,2877.42,422,125.9064
-54384.98828125,80.1265,3180.7,423,2115000,2566.08,423,100.3947
-54376.84765625,79.8044,2229.53,424,2120000,2638.9,424,117.1356
-56508.52734375,77.4915,657.51,425,2125000,1121.52,425,116.4682
-56888.55859375,79.5678,2490.53,426,2130000,2995.71,426,113.5048
-57987.68359375,79.2733,835.89,427,2135000,1056.11,427,113.4688
-60325.7734375,79.0491,1006.18,428,2140000,923.88,428,195.9086
-57303.71484375,80.5257,1589.14,429,2145000,2104.88,429,87.0775
-55304.35546875,77.6983,1615.09,430,2150000,1905.49,430,75.4457
-57262.73828125,83.3168,2909.49,431,2155000,3666.42,431,82.3793
-57526.89453125,80.6456,2976.02,432,2160000,2760.57,432,80.9892
-58748.5859375,80.4191,2211.04,433,2165000,2668.94,433,81.3011
-57489.80078125,79.3105,2137.72,434,2170000,3207.05,434,87.4648
-59998.8359375,79.9237,2337.15,435,2175000,1946.52,435,132.4111
-59876.6484375,77.884,1532.4,436,2180000,2099.08,436,198.9733
-59629.0,77.2468,1396.42,437,2185000,1834.7,437,147.8483
-59898.19140625,77.2864,1079.66,438,2190000,1392.97,438,136.8669
-59630.11328125,79.1136,1676.05,439,2195000,2305.8,439,104.0614
-61785.54296875,79.7937,1416.59,440,2200000,1459.06,440,171.58
-59057.6953125,75.5701,1354.12,441,2205000,1624.28,441,125.2031
-55206.78515625,73.0729,757.15,442,2210000,996.87,442,178.2824
-56780.1171875,72.255,1343.92,443,2215000,1374.14,443,115.4186
-57901.16796875,75.199,2521.09,444,2220000,2400.12,444,114.6029
-62264.2421875,78.5879,1845.05,445,2225000,2487.82,445,160.6193
-61239.2734375,78.6109,2583.56,446,2230000,2851.21,446,93.1845
-61039.3671875,76.5899,2745.18,447,2235000,2867.68,447,78.9638
-56781.97265625,77.5215,1263.47,448,2240000,1624.5,448,79.8113
-57939.83203125,74.5505,2051.37,449,2245000,2334.85,449,96.2405
-59469.984375,73.1147,2045.05,450,2250000,2216.28,450,107.2687
-60655.3671875,72.7255,2699.25,451,2255000,1996.8,451,135.9792
-61458.6640625,74.9774,1296.48,452,2260000,1733.29,452,125.4862
-65226.68359375,82.5659,375.82,453,2265000,-217.38,453,199.4803
-66703.171875,79.6577,-889.32,454,2270000,-517.79,454,330.8723
-58256.74609375,71.2523,635.15,455,2275000,866.95,455,106.0586
-52500.7421875,71.8845,-512.02,456,2280000,-354.96,456,125.5759
-63252.9140625,82.2169,-1175.98,457,2285000,-1610.15,457,239.2451
-68598.2578125,116.207,-1545.38,458,2290000,-1050.9,458,327.7522
-76344.1875,103.5808,-1174.71,459,2295000,-1263.92,459,415.5095
-75735.3671875,97.7629,-480.3,460,2300000,-383.3,460,460.6445
-74612.9453125,91.3851,-180.82,461,2305000,16.22,461,525.2998
-73249.125,89.1097,38.19,462,2310000,19.72,462,478.7123
-70320.578125,84.2707,-156.5,463,2315000,-23.97,463,498.0916
-76665.296875,111.5741,-1135.27,464,2320000,-982.63,464,303.1903
-67729.125,88.765,-2088.99,465,2325000,-2437.17,465,680.8689
-72629.0390625,89.0067,-387.66,466,2330000,-494.57,466,556.4493
-78545.5859375,111.2866,-1817.82,467,2335000,-1931.1,467,346.5539
-68355.78125,114.7662,-1565.57,468,2340000,-1760.17,468,207.8986
-73424.8515625,86.7446,-613.55,469,2345000,-550.95,469,279.5029
-72311.84375,85.9639,-131.29,470,2350000,-199.4,470,496.2264
-74476.5390625,87.7084,-690.31,471,2355000,-795.88,471,443.7018
-70192.9765625,81.7526,-747.89,472,2360000,-301.93,472,313.0727
-77846.4609375,102.367,-1469.33,473,2365000,-1304.3,473,454.9097
-75434.375,87.7481,-513.47,474,2370000,-807.03,474,370.2261
-78295.65625,94.4165,-1231.78,475,2375000,-1328.09,475,451.4877
-79395.3984375,101.0583,-2000.92,476,2380000,-1961.52,476,453.8849
-79103.5234375,97.9584,-927.46,477,2385000,-818.35,477,461.3427
-76449.8828125,94.233,-628.08,478,2390000,-869.26,478,348.51
-76488.4375,88.6667,-236.22,479,2395000,-314.04,479,363.1712
-67820.265625,74.7301,137.89,480,2400000,-2.32,480,272.1854
-68804.1796875,79.3603,93.92,481,2405000,173.05,481,263.4444
-69589.4453125,80.4307,128.46,482,2410000,-24.24,482,249.6848
-67359.65625,79.0131,52.24,483,2415000,-26.31,483,159.4914
-67478.8515625,83.994,372.08,484,2420000,245.7,484,151.1262
-64293.14453125,79.4413,85.64,485,2425000,225.47,485,133.1664
-62426.64453125,83.4275,13.75,486,2430000,52.73,486,130.8025
-66415.015625,81.0781,1029.38,487,2435000,1013.92,487,88.469
-71119.109375,90.3351,1321.35,488,2440000,1804.96,488,128.0889
-69051.4921875,85.0894,1080.63,489,2445000,1381.14,489,124.2558
-63875.69921875,80.9914,1481.78,490,2450000,1619.12,490,85.4732
-65691.6484375,78.4247,1357.87,491,2455000,1896.37,491,107.5356
-60031.73046875,76.0682,970.37,492,2460000,701.24,492,84.2428
-64282.30078125,79.1691,2358.51,493,2465000,2338.63,493,87.0222
-59991.2734375,78.1059,1153.19,494,2470000,2120.93,494,74.6492
-59812.9921875,80.4635,2130.1,495,2475000,2653.34,495,75.8657
-61570.11328125,78.1074,1199.11,496,2480000,1872.05,496,71.5797
-66168.5078125,80.4163,2287.37,497,2485000,2419.79,497,86.5872
-65691.015625,82.0872,2452.26,498,2490000,2459.6,498,98.3582
-64997.94140625,83.5898,1430.26,499,2495000,2238.52,499,73.803
-64887.2109375,83.1119,2072.4,500,2500000,3005.82,500,93.9657
-63314.0546875,84.3766,2629.96,501,2505000,2638.1,501,97.2966
-62382.34765625,83.6158,1163.07,502,2510000,544.09,502,82.5319
-70702.28125,89.421,-483.24,503,2515000,-317.96,503,160.1941
-62143.9453125,80.213,2313.65,504,2520000,2822.1,504,63.5629
-64750.87890625,79.6915,1581.65,505,2525000,2321.96,505,84.3626
-61900.4140625,84.5306,2053.23,506,2530000,2815.43,506,63.997
-69062.671875,82.6303,1464.64,507,2535000,2033.96,507,112.3102
-67454.9765625,82.952,1369.95,508,2540000,2272.23,508,71.8377
-71155.6328125,84.3488,1744.31,509,2545000,1618.71,509,81.6118
-68838.34375,83.4878,1635.07,510,2550000,1958.86,510,68.8301
-71068.1953125,87.097,949.5,511,2555000,1270.23,511,79.225
-72162.328125,87.3383,2076.49,512,2560000,2591.58,512,107.1954
-73184.359375,86.488,2461.29,513,2565000,2961.01,513,85.7428
-73412.5078125,89.3794,1645.35,514,2570000,2085.15,514,90.2068
-73693.890625,82.64,1832.11,515,2575000,1742.06,515,92.5357
-71782.5078125,82.1441,1625.75,516,2580000,1110.35,516,120.7481
-71364.484375,80.9037,2499.9,517,2585000,2664.8,517,78.4253
-72631.625,83.7055,1641.84,518,2590000,2646.49,518,106.1494
-67629.15625,80.8194,3036.03,519,2595000,2369.27,519,81.7415
-68105.4765625,85.141,1824.1,520,2600000,2405.99,520,80.4015
-65003.9296875,80.2866,2059.47,521,2605000,2372.71,521,101.3964
-65803.359375,82.6288,1806.71,522,2610000,2624.57,522,67.9662
-66307.7578125,81.321,2115.66,523,2615000,2205.64,523,70.5554
-70626.546875,75.9646,1855.82,524,2620000,2194.44,524,79.2849
-73991.203125,82.3824,1099.64,525,2625000,1598.08,525,77.0256
-73240.28125,80.8108,1783.73,526,2630000,2204.59,526,75.8044
-70826.21875,79.4669,2124.81,527,2635000,2367.27,527,72.8631
-70470.3671875,78.1244,1809.16,528,2640000,1809.95,528,70.9738
-70206.46875,80.8627,2169.37,529,2645000,2265.04,529,75.7814
-67921.96875,82.1735,1143.19,530,2650000,1082.96,530,90.8767
-74193.2734375,90.8558,-694.91,531,2655000,-741.22,531,315.0939
-77895.0390625,97.9851,-1261.89,532,2660000,-1445.45,532,277.1813
-72611.6171875,81.9055,1175.94,533,2665000,1286.62,533,200.2442
-72190.4921875,80.2024,468.76,534,2670000,390.13,534,147.268
-68062.796875,74.7331,459.41,535,2675000,408.81,535,109.3598
-69841.15625,77.4765,374.75,536,2680000,371.33,536,121.7126
-69282.2109375,80.5951,876.66,537,2685000,1352.12,537,146.1659
-72927.828125,82.1516,163.75,538,2690000,69.58,538,225.5973
-75010.7109375,83.811,70.25,539,2695000,-960.34,539,243.3308
-78103.75,94.6183,-1254.21,540,2700000,-1236.47,540,246.8927
-80606.6875,125.9983,-1507.66,541,2705000,-1518.44,541,399.008
-76389.7109375,90.2618,-922.43,542,2710000,-1101.11,542,275.9339
-74840.8046875,79.3838,-12.43,543,2715000,-783.49,543,295.147
-70032.46875,74.679,46.23,544,2720000,-699.23,544,231.1522
-71186.03125,76.6979,307.96,545,2725000,559.98,545,212.7394
-67267.2265625,76.1832,249.48,546,2730000,214.09,546,97.7407
-67607.28125,76.9121,365.48,547,2735000,258.26,547,131.576
-68440.296875,77.1541,248.73,548,2740000,320.99,548,212.8225
-71049.296875,76.2757,160.09,549,2745000,108.09,549,239.3507
-74182.75,78.7624,162.26,550,2750000,97.58,550,297.8894
-81718.5625,120.3545,-2815.69,551,2755000,-2789.16,551,607.3094
-77551.46875,102.9974,-2348.05,552,2760000,-2275.95,552,416.9938
-58692.0703125,105.0336,-2424.71,553,2765000,-2278.06,553,208.9309
-76504.265625,102.9651,-1953.99,554,2770000,-1784.6,554,385.0787
-76028.7734375,100.3861,-1784.82,555,2775000,-1827.97,555,269.7885
-80404.2890625,115.2,-1610.08,556,2780000,-1585.39,556,257.8613
-76422.984375,94.6511,-1086.79,557,2785000,-1003.3,557,213.6942
-76656.59375,87.7243,-898.89,558,2790000,-975.39,558,283.4171
-74829.921875,79.1176,-840.93,559,2795000,-958.69,559,238.3065
-66647.2109375,74.7857,-165.51,560,2800000,-146.48,560,179.1606
-65527.25390625,74.2684,-216.67,561,2805000,-315.23,561,246.5014
-81621.4765625,98.1098,-1919.24,562,2810000,-2179.62,562,292.9896
-80797.921875,97.4908,-1644.57,563,2815000,-1970.15,563,235.778
-77799.0,97.3602,-1685.18,564,2820000,-2051.43,564,286.6565
-73715.484375,97.7086,-2313.55,565,2825000,-2652.75,565,268.6738
-82900.578125,114.123,-2071.95,566,2830000,-2090.64,566,357.1908
-82796.9140625,109.011,-2084.78,567,2835000,-2215.89,567,324.0665
-81684.296875,109.4701,-1920.96,568,2840000,-1987.47,568,270.3079
-81781.4375,109.9699,-1804.91,569,2845000,-1577.44,569,260.126
-83139.84375,109.318,-2145.87,570,2850000,-2194.01,570,353.7077
-69167.109375,100.7484,-2166.18,571,2855000,-2280.66,571,344.1014
-79567.2578125,103.658,-1642.92,572,2860000,-1557.85,572,272.3155
-82251.2109375,117.5611,-1555.12,573,2865000,-1345.79,573,220.3081
-84982.3046875,122.3733,-1644.7,574,2870000,-1749.73,574,340.7856
-84410.234375,105.795,-1852.4,575,2875000,-2052.34,575,356.0844
-83881.359375,100.1512,-1714.06,576,2880000,-1648.9,576,263.9864
-83239.8828125,107.0955,-1696.95,577,2885000,-1477.14,577,299.6514
-82828.734375,103.069,-2112.94,578,2890000,-2135.55,578,559.0027
-83388.375,102.1606,-1366.05,579,2895000,-1519.06,579,461.4987
-77863.6875,88.4734,-1265.63,580,2900000,-1276.14,580,280.7903
-72926.0859375,80.6427,-1050.08,581,2905000,-1014.45,581,132.0125
-71643.6640625,79.9883,-687.7,582,2910000,-798.52,582,191.2889
-69431.2578125,76.6988,119.03,583,2915000,158.77,583,188.9655
-75950.171875,86.3432,-258.14,584,2920000,-784.0,584,125.2497
-83312.6796875,96.6828,-1895.3,585,2925000,-1828.56,585,300.3932
-86557.5625,124.0084,-2084.6,586,2930000,-2145.56,586,356.5248
-86758.28125,121.8812,-1815.48,587,2935000,-1872.75,587,411.4433
-83055.3515625,103.8051,-1624.54,588,2940000,-1545.69,588,401.5482
-87059.2109375,122.2608,-1526.75,589,2945000,-1522.81,589,377.8796
-86600.140625,112.6606,-2136.26,590,2950000,-2475.27,590,372.1594
-87244.078125,124.1725,-2640.31,591,2955000,-2694.65,591,474.7801
-86064.4296875,124.1134,-1710.76,592,2960000,-1625.31,592,420.4529
-86630.53125,115.5173,-1369.77,593,2965000,-1224.19,593,347.7181
-85228.859375,118.6283,-1474.52,594,2970000,-1145.81,594,312.3509
-86650.125,114.4794,-1307.16,595,2975000,-1273.08,595,324.5534
-79554.78125,96.9853,-1650.6,596,2980000,-1540.35,596,216.0211
-85590.0,110.0097,-1386.27,597,2985000,-1184.54,597,337.9265
-86951.6640625,110.9826,-1713.03,598,2990000,-1424.73,598,341.7437
-78139.4765625,88.1598,-1108.88,599,2995000,-1229.58,599,343.178
