Real Sto Return,Running Update Time,Running Reverse KL,Running Forward KL,Real Det Return,Running Env Steps,Reward Loss,Itration
3170.85,44,14.7269,20.3284,3225.31,220000,-53.301124572753906,44
2310.11,45,13.8672,22.9231,3035.45,225000,-69.77772521972656,45
2840.32,46,13.4339,22.4912,3157.88,230000,-77.26292419433594,46
3143.61,47,14.1215,22.4063,3163.21,235000,-78.70372009277344,47
1385.12,48,12.8851,23.0651,2611.1,240000,-98.16150665283203,48
2258.43,49,13.3327,21.674,3165.59,245000,-87.10343933105469,49
1631.86,50,19.0985,22.5729,3125.08,250000,-135.886962890625,50
2972.55,51,14.9022,19.8656,3319.34,255000,-78.09306335449219,51
2664.84,52,13.8895,21.2292,3226.68,260000,-84.04051971435547,52
2730.39,53,13.9341,21.2533,3132.84,265000,-100.83335876464844,53
2368.56,54,15.0375,22.4272,3155.11,270000,-108.02808380126953,54
1542.3,55,14.1227,22.9289,3306.42,275000,-154.86473083496094,55
1760.0,56,15.0217,21.9512,3163.38,280000,-125.30647277832031,56
1305.3,57,21.485,22.8588,935.71,285000,-167.83502197265625,57
1657.39,58,17.8313,21.842,2967.43,290000,-153.34251403808594,58
2840.24,59,13.0679,19.3954,3252.26,295000,-80.33744812011719,59
1297.54,60,19.4304,23.2761,994.24,300000,-190.88497924804688,60
1138.28,61,14.3202,21.3745,3292.29,305000,-162.5365447998047,61
2608.86,62,12.7299,20.4735,201.04,310000,-90.78738403320312,62
2881.88,63,13.2809,20.8723,3131.17,315000,-106.235595703125,63
2683.09,64,13.9607,21.3773,3224.77,320000,-132.8139190673828,64
2520.01,65,12.8887,20.3231,3328.6,325000,-124.27952575683594,65
2532.76,66,13.1045,21.2642,3281.16,330000,-127.74008178710938,66
1882.34,67,16.0324,20.4488,3302.86,335000,-178.14564514160156,67
3030.46,68,13.8903,20.8662,3278.03,340000,-107.95174407958984,68
2360.99,69,13.7002,21.1927,3251.08,345000,-140.69969177246094,69
2458.07,70,12.4297,20.0298,3255.74,350000,-120.68673706054688,70
3059.32,71,12.3772,19.8915,3270.64,355000,-122.27191162109375,71
3272.91,72,13.0389,19.5752,3320.5,360000,-95.27667999267578,72
2946.23,73,13.6167,21.112,3215.74,365000,-141.1504669189453,73
3316.36,74,12.5094,18.9991,3330.69,370000,-87.12493133544922,74
3332.99,75,13.1775,19.3058,3354.31,375000,-99.93101501464844,75
2919.46,76,12.8748,20.1726,3289.69,380000,-126.88822937011719,76
2382.57,77,14.4141,20.5807,3317.02,385000,-181.3456268310547,77
2805.54,78,12.804,20.7964,3335.42,390000,-145.7414093017578,78
2975.6,79,12.2781,19.687,3283.17,395000,-125.49220275878906,79
2300.98,80,12.6986,20.058,3270.08,400000,-137.3401336669922,80
3266.5,81,13.7754,20.0029,3284.63,405000,-111.93228149414062,81
3211.06,82,12.2848,19.549,3276.65,410000,-132.71298217773438,82
3339.99,83,14.3591,18.6828,3347.93,415000,-115.43464660644531,83
3238.09,84,13.5192,19.0375,3368.19,420000,-108.10531616210938,84
2941.32,85,13.6692,19.6456,3360.97,425000,-121.81657409667969,85
3232.09,86,14.4259,19.8957,3325.64,430000,-148.15528869628906,86
3304.65,87,13.429,19.133,3340.75,435000,-116.83201599121094,87
3222.24,88,12.9486,18.2836,3319.95,440000,-108.3209228515625,88
3284.83,89,13.2274,18.6643,3394.19,445000,-108.72676849365234,89
2768.46,90,14.7412,18.1248,3358.1,450000,-156.64990234375,90
3289.63,91,12.8388,19.5676,3419.16,455000,-131.21913146972656,91
3129.77,92,15.285,18.2314,3366.71,460000,-150.11276245117188,92
3245.59,93,12.7042,19.5918,3367.57,465000,-123.00128936767578,93
2830.29,94,12.7192,19.1071,3382.89,470000,-136.00836181640625,94
3368.22,95,14.8824,21.2006,3397.25,475000,-167.1643524169922,95
3375.54,96,15.1437,19.7832,3418.35,480000,-144.79971313476562,96
3052.5,97,13.6311,18.5453,3310.77,485000,-118.58319091796875,97
2859.21,98,13.6319,20.3249,3351.66,490000,-176.06329345703125,98
3319.05,99,13.8937,19.9534,3406.25,495000,-156.058837890625,99
2518.92,100,13.7237,19.1148,198.63,500000,-155.1376953125,100
2807.94,101,12.6909,18.4743,3362.12,505000,-160.960205078125,101
3205.58,102,12.7119,18.1063,3391.49,510000,-133.90188598632812,102
2878.69,103,13.2556,18.1451,3378.76,515000,-156.63851928710938,103
3417.03,104,13.653,19.2978,3460.99,520000,-163.25628662109375,104
3209.88,105,13.4581,18.62,3408.64,525000,-160.3731689453125,105
3236.48,106,13.3973,18.4249,3421.55,530000,-165.3705596923828,106
3214.88,107,13.5195,19.0116,3401.51,535000,-179.0871124267578,107
3367.97,108,13.1265,18.8282,3410.26,540000,-157.10787963867188,108
3082.91,109,13.3956,19.3148,3379.03,545000,-179.0051727294922,109
2680.79,110,11.4082,18.3431,3325.17,550000,-177.4400177001953,110
3161.56,111,11.3953,17.3403,3404.46,555000,-140.3573760986328,111
1809.99,112,11.7512,20.2352,2859.15,560000,-208.17752075195312,112
2998.7,113,13.1412,19.495,3409.98,565000,-201.4813690185547,113
2839.59,114,13.4572,21.0317,3362.25,570000,-240.64881896972656,114
3230.23,115,12.4776,19.2501,3375.68,575000,-199.67300415039062,115
2920.1,116,13.0611,19.0267,3394.53,580000,-172.30690002441406,116
3101.59,117,12.6838,17.7648,3439.08,585000,-157.4140625,117
3332.88,118,13.9224,19.3916,3354.11,590000,-172.66445922851562,118
3147.23,119,12.4503,19.3356,3338.21,595000,-227.14706420898438,119
3093.25,120,12.1021,19.1142,3386.74,600000,-236.14096069335938,120
2604.03,121,11.0754,19.0599,3328.8,605000,-229.98397827148438,121
3036.43,122,12.7775,17.8332,3416.3,610000,-160.9960174560547,122
2507.28,123,11.8137,19.6604,3439.44,615000,-229.2267608642578,123
3058.56,124,12.5833,18.9254,3439.01,620000,-228.6561737060547,124
3249.53,125,11.3282,17.6879,3442.91,625000,-197.25868225097656,125
3275.87,126,12.0044,18.2452,3424.81,630000,-195.67787170410156,126
3234.7,127,12.418,19.2102,3445.15,635000,-194.01412963867188,127
3398.52,128,14.3328,19.3266,3426.47,640000,-216.3701171875,128
3069.09,129,11.8663,19.3156,3400.33,645000,-207.41673278808594,129
3429.23,130,12.965,18.724,3458.94,650000,-193.85711669921875,130
3400.05,131,13.2706,17.3081,3440.95,655000,-192.19668579101562,131
3332.34,132,13.1442,18.3742,3371.23,660000,-182.0118865966797,132
3329.84,133,13.1211,18.7601,3386.69,665000,-234.80368041992188,133
3320.01,134,13.9592,19.258,3427.2,670000,-245.88284301757812,134
3168.56,135,12.372,18.5478,3431.1,675000,-237.45379638671875,135
2882.2,136,11.972,19.1055,3407.81,680000,-246.20848083496094,136
3402.51,137,11.8788,17.952,3438.27,685000,-206.46786499023438,137
3174.44,138,12.0526,18.6448,3403.87,690000,-259.6370544433594,138
3123.7,139,11.906,19.0088,3422.71,695000,-218.93896484375,139
1941.94,140,11.8145,19.1348,2791.52,700000,-238.0704803466797,140
2406.96,141,12.2924,20.0283,2696.42,705000,-235.2916717529297,141
3369.16,142,13.1913,18.2702,3403.51,710000,-236.12290954589844,142
3015.42,143,12.2361,19.4747,3398.18,715000,-257.5492248535156,143
3309.37,144,12.983,18.7361,3430.82,720000,-241.90541076660156,144
2315.31,145,11.9675,18.9115,3423.0,725000,-254.97314453125,145
3211.61,146,12.2337,18.4908,3435.34,730000,-246.35546875,146
3386.24,147,12.7726,17.881,3427.02,735000,-258.0597229003906,147
3158.63,148,12.751,18.4404,3407.85,740000,-231.31460571289062,148
3319.22,149,12.7967,18.493,3350.63,745000,-257.9189758300781,149
3232.13,150,11.9569,17.5244,3387.21,750000,-244.6804962158203,150
3102.73,151,12.2313,17.9638,3398.95,755000,-229.89979553222656,151
3033.71,152,11.721,18.1973,3432.98,760000,-244.4296112060547,152
3324.88,153,12.68,18.1965,3393.88,765000,-220.958740234375,153
3044.35,154,11.4034,17.6787,3418.74,770000,-238.4083251953125,154
3309.86,155,12.4819,18.6688,3424.34,775000,-273.3553466796875,155
3411.7,156,12.9428,18.1868,3433.85,780000,-270.7658996582031,156
2744.35,157,12.7681,19.4443,3387.45,785000,-310.8304443359375,157
2133.09,158,13.721,20.053,3061.81,790000,-249.36061096191406,158
2998.03,159,12.611,20.1241,3456.12,795000,-267.1142883300781,159
3413.06,160,13.5812,19.2468,3452.2,800000,-279.6766357421875,160
3133.08,161,13.3745,20.7304,3154.06,805000,-263.07373046875,161
3292.97,162,12.6349,18.0615,3392.75,810000,-286.2515563964844,162
3411.15,163,12.4735,17.7647,3447.62,815000,-282.88580322265625,163
3305.14,164,13.2936,19.1463,3430.8,820000,-262.2617492675781,164
3279.81,165,13.1097,18.1439,3391.95,825000,-298.9409484863281,165
3342.16,166,12.4603,19.1667,3427.11,830000,-278.434814453125,166
3374.81,167,12.4501,18.1669,3407.33,835000,-301.4935302734375,167
3093.29,168,13.3295,19.9924,3403.8,840000,-343.5672607421875,168
3284.67,169,12.3985,17.904,3415.49,845000,-262.8968811035156,169
3340.64,170,13.3902,18.1456,3430.52,850000,-284.5487060546875,170
3284.74,171,12.8363,18.1705,3397.98,855000,-271.1941223144531,171
3383.78,172,13.3218,18.1861,3409.16,860000,-338.57977294921875,172
3212.23,173,12.5617,19.5755,3414.31,865000,-329.5232238769531,173
3388.59,174,13.6595,19.2048,3417.81,870000,-328.4895935058594,174
3287.79,175,13.3527,18.2827,3411.32,875000,-326.5541076660156,175
3356.73,176,12.6462,18.7534,3378.78,880000,-317.7984313964844,176
3197.08,177,12.232,19.0828,3404.52,885000,-336.1646728515625,177
3391.51,178,13.4224,18.3484,3418.42,890000,-344.58837890625,178
3366.97,179,13.0051,19.0797,3392.15,895000,-385.1202697753906,179
3393.14,180,13.1006,18.0234,3397.81,900000,-369.03656005859375,180
3327.81,181,12.6911,18.729,3449.96,905000,-343.37200927734375,181
3395.61,182,13.1691,19.3743,3421.87,910000,-383.4996032714844,182
3424.97,183,13.7059,18.8386,3438.29,915000,-385.36627197265625,183
3249.57,184,13.0577,17.6924,3411.64,920000,-370.2001037597656,184
3336.54,185,12.8612,17.9626,3411.29,925000,-380.79547119140625,185
3006.1,186,12.4344,19.2037,3415.91,930000,-372.56817626953125,186
3302.59,187,12.2754,18.437,3416.48,935000,-367.18304443359375,187
3424.17,188,13.7255,18.9252,3438.11,940000,-418.82220458984375,188
3227.11,189,11.9141,19.0945,3433.31,945000,-392.2494201660156,189
3430.73,190,13.0935,17.694,3446.54,950000,-395.34771728515625,190
3243.02,191,12.2732,17.9919,3356.14,955000,-373.9955139160156,191
3303.81,192,12.7521,17.7161,3428.13,960000,-382.251708984375,192
3402.56,193,13.4088,18.3825,3422.78,965000,-429.7723693847656,193
2901.54,194,11.8725,18.1938,3408.37,970000,-327.5110778808594,194
3396.28,195,12.97,18.214,3421.89,975000,-380.87652587890625,195
3151.8,196,13.2762,18.2355,3415.78,980000,-417.9353942871094,196
3312.32,197,11.9424,18.6069,3445.66,985000,-412.9388732910156,197
2160.04,198,13.1623,19.909,3411.18,990000,-410.8996887207031,198
3234.85,199,12.4366,19.9535,3363.48,995000,-496.1474609375,199
