Real Sto Return,Running Forward KL,Reward Loss,Real Det Return,Running Update Time,Itration,Running Env Steps,Running Reverse KL
4365.56,43.7913,-57354.19140625,4337.88,780,780,3900000,18.827
4309.88,43.8429,-57523.24609375,4300.49,781,781,3905000,18.8942
4359.96,43.9042,-57904.52734375,4381.78,782,782,3910000,20.2571
4395.83,43.6435,-58353.0625,4381.7,783,783,3915000,20.2603
4232.33,43.8039,-57827.5390625,4199.28,784,784,3920000,19.2484
4296.4,43.4915,-55842.21484375,4287.23,785,785,3925000,20.2334
4260.85,44.2874,-59758.75390625,4204.97,786,786,3930000,20.4248
4088.42,44.1568,-58670.5,4329.1,787,787,3935000,21.9058
4253.91,45.1854,-59887.2109375,4219.83,788,788,3940000,25.8961
45.95,51.6983,-42297.16015625,42.24,789,789,3945000,45.6495
831.13,49.5749,-50360.3828125,1036.28,790,790,3950000,55.5742
308.89,50.3221,-50563.1640625,320.98,791,791,3955000,33.6954
438.02,50.3456,-54753.4765625,356.07,792,792,3960000,46.7301
285.29,51.0275,-54390.20703125,185.1,793,793,3965000,53.7093
335.44,51.0747,-54980.36328125,352.0,794,794,3970000,54.3809
492.16,48.1953,-57267.87890625,387.18,795,795,3975000,57.3614
782.82,48.1271,-54343.671875,798.48,796,796,3980000,58.5321
868.97,48.7043,-56741.984375,1142.66,797,797,3985000,64.5337
324.45,51.6472,-39126.859375,327.1,798,798,3990000,88.3012
1201.64,48.8562,-58668.5390625,930.48,799,799,3995000,91.8525
1408.95,48.4223,-53280.63671875,1033.35,800,800,4000000,98.6833
1126.61,48.3364,-48020.2578125,845.53,801,801,4005000,100.1391
2579.28,46.8827,-57249.046875,3084.92,802,802,4010000,50.0644
1750.79,46.545,-53091.44140625,1140.96,803,803,4015000,56.9661
2162.63,46.3232,-57120.046875,1738.97,804,804,4020000,56.2142
969.38,47.5496,-58638.60546875,1524.02,805,805,4025000,71.1927
620.43,48.6259,-50951.578125,296.38,806,806,4030000,96.4441
379.78,46.9565,-57015.7265625,485.3,807,807,4035000,72.3655
335.81,50.8688,-54580.65625,318.73,808,808,4040000,54.5202
2779.08,45.4127,-55080.61328125,2751.01,809,809,4045000,37.967
4064.89,46.785,-59346.078125,4059.86,810,810,4050000,33.2738
3734.92,45.6824,-55145.0859375,3624.0,811,811,4055000,44.6324
3408.28,45.4089,-58766.47265625,4107.57,812,812,4060000,37.5696
3887.2,45.7973,-58464.01953125,3798.94,813,813,4065000,31.6153
3744.99,46.1446,-57528.765625,4122.1,814,814,4070000,27.7785
3470.37,45.442,-57632.1171875,2843.56,815,815,4075000,26.5541
3938.37,45.4791,-60392.66796875,4221.77,816,816,4080000,26.9292
3710.66,45.2942,-58352.5546875,3783.43,817,817,4085000,37.8512
3929.36,45.4495,-60560.52734375,4013.6,818,818,4090000,34.7236
3892.1,45.6537,-62011.68359375,3944.96,819,819,4095000,30.2113
3291.06,45.3217,-57577.84375,3645.63,820,820,4100000,28.2446
2734.2,45.3365,-60458.40234375,3350.73,821,821,4105000,32.1535
3342.44,45.4107,-60204.71875,3410.26,822,822,4110000,34.4279
3917.38,45.0981,-58789.046875,4087.89,823,823,4115000,30.8099
2994.87,45.5253,-59963.89453125,3752.88,824,824,4120000,30.2277
3190.01,45.3143,-59805.6171875,3020.43,825,825,4125000,27.2494
2839.81,45.0267,-59484.64453125,3311.3,826,826,4130000,24.6238
2968.95,45.5641,-58674.10546875,2641.07,827,827,4135000,31.8355
3166.45,45.6246,-58978.48046875,2865.05,828,828,4140000,30.4403
3507.14,44.9865,-59678.6328125,3638.99,829,829,4145000,28.3854
2769.19,45.3778,-60252.0234375,2447.98,830,830,4150000,29.9171
1759.35,44.4792,-58580.5078125,1769.97,831,831,4155000,23.2079
2883.47,44.8924,-58890.15234375,1801.93,832,832,4160000,24.4198
3472.71,44.1043,-58970.19140625,3247.53,833,833,4165000,22.1066
3735.8,44.6731,-59070.2109375,2987.3,834,834,4170000,22.0281
3644.61,44.5989,-59593.47265625,2589.41,835,835,4175000,22.1734
3943.52,44.5575,-59521.109375,4167.79,836,836,4180000,23.802
4001.74,44.2732,-58659.6328125,3298.78,837,837,4185000,23.0739
4109.67,44.075,-58495.87890625,3920.38,838,838,4190000,23.4849
4301.57,44.1591,-59883.76953125,4111.08,839,839,4195000,23.1062
4305.03,44.4737,-59714.96484375,4082.49,840,840,4200000,23.3666
4323.95,44.3903,-60566.79296875,4183.05,841,841,4205000,23.6969
4248.55,44.754,-60743.953125,4120.47,842,842,4210000,23.1786
4091.72,44.7235,-61332.94921875,4341.56,843,843,4215000,23.4112
4370.23,44.5921,-63416.47265625,4544.4,844,844,4220000,23.5564
4269.74,44.863,-62323.046875,4315.67,845,845,4225000,24.3467
3933.34,44.7719,-63853.8671875,3760.25,846,846,4230000,24.6048
4393.02,44.518,-61602.35546875,4280.22,847,847,4235000,23.0463
4314.03,44.6103,-62508.1484375,4401.87,848,848,4240000,23.5451
4432.95,44.344,-62008.609375,4522.94,849,849,4245000,22.8863
4324.65,44.3585,-61355.3359375,4382.63,850,850,4250000,22.9367
4315.24,44.4452,-63447.546875,4380.41,851,851,4255000,24.0839
