Real Sto Return,Running Forward KL,Reward Loss,Real Det Return,Running Update Time,Itration,Running Env Steps,Running Reverse KL
582.71,52.0485,-4121.0693359375,83.55,93,93,465000,19.7014
2429.8,46.0899,-3199.566650390625,3297.0,94,94,470000,19.6959
3645.2,46.3492,-3386.844970703125,3638.64,95,95,475000,21.2041
3583.0,46.0573,-3209.110107421875,3717.49,96,96,480000,19.9186
3701.47,45.2845,-3160.8369140625,3807.18,97,97,485000,19.5632
3724.81,45.8686,-3332.9169921875,3901.53,98,98,490000,20.1399
3710.75,45.7351,-3246.88134765625,3848.18,99,99,495000,19.0469
3705.82,45.9391,-3489.1630859375,3819.06,100,100,500000,20.3371
3513.96,45.9488,-3475.141357421875,3800.88,101,101,505000,19.1534
3758.89,45.6025,-3451.64208984375,3847.59,102,102,510000,18.8656
3827.37,45.6763,-3521.7412109375,3893.36,103,103,515000,18.5712
3761.55,45.3107,-3486.01953125,3812.93,104,104,520000,18.3825
3867.92,45.3628,-3376.78955078125,3826.59,105,105,525000,18.6282
3580.66,45.328,-3593.52197265625,3886.78,106,106,530000,18.1918
3880.76,45.4731,-3596.425537109375,3892.64,107,107,535000,18.1427
3894.73,45.3083,-3581.491943359375,3937.34,108,108,540000,18.4459
3836.9,45.2913,-3769.8798828125,3819.26,109,109,545000,18.7478
3820.19,45.4294,-3614.419189453125,3855.61,110,110,550000,18.7135
3861.86,45.4588,-3882.388916015625,3956.64,111,111,555000,19.5294
3899.65,45.4171,-3892.871337890625,3931.36,112,112,560000,21.0323
3865.4,45.731,-3922.56982421875,3845.85,113,113,565000,18.8805
3858.06,45.1013,-3837.36083984375,4034.17,114,114,570000,18.493
3845.6,45.4706,-3889.396484375,3957.8,115,115,575000,19.6662
3868.1,44.3931,-3640.821533203125,3978.38,116,116,580000,17.8642
3751.67,45.4568,-4141.3046875,3943.88,117,117,585000,19.9704
3979.2,45.4414,-4004.916748046875,3919.7,118,118,590000,20.5897
3970.87,45.8559,-4167.310546875,3972.25,119,119,595000,21.1574
3962.84,45.1865,-4140.90576171875,4004.24,120,120,600000,18.7415
3864.98,45.347,-4248.009765625,3915.06,121,121,605000,18.7683
3959.37,45.417,-4262.81591796875,3930.92,122,122,610000,18.8626
3931.11,44.9757,-4217.6357421875,3910.81,123,123,615000,17.6838
4001.45,45.1263,-4267.52099609375,3998.41,124,124,620000,19.1055
3795.7,45.1433,-4253.51318359375,3943.62,125,125,625000,19.105
3721.83,45.2152,-4525.97314453125,3823.63,126,126,630000,18.0019
3756.32,45.0981,-4415.1953125,3966.76,127,127,635000,17.8094
3831.88,45.2374,-4505.51904296875,3760.85,128,128,640000,18.7489
3987.98,45.3301,-4428.04541015625,3986.76,129,129,645000,20.1523
3958.76,45.1735,-4538.27685546875,3922.97,130,130,650000,19.1995
4009.15,45.0946,-4520.40869140625,3972.59,131,131,655000,19.7592
4005.74,45.1414,-4741.5244140625,3942.98,132,132,660000,19.7913
3823.72,45.1479,-4836.1240234375,3812.12,133,133,665000,18.2368
3817.46,45.0708,-4753.63037109375,3767.97,134,134,670000,17.2291
3862.45,45.2193,-4847.4951171875,3822.55,135,135,675000,17.9866
3616.64,44.958,-4957.18896484375,3560.79,136,136,680000,16.0337
3885.5,44.8589,-4850.5986328125,3860.81,137,137,685000,18.007
3889.11,44.7359,-4953.0478515625,3638.49,138,138,690000,17.0719
3573.74,45.3896,-5076.52099609375,3832.08,139,139,695000,18.6333
3880.47,44.785,-4818.9033203125,3906.24,140,140,700000,17.6465
3884.17,45.0616,-5074.84765625,3768.43,141,141,705000,18.2147
3909.74,44.856,-5013.888671875,3845.82,142,142,710000,18.2782
3998.15,44.9787,-5121.828125,3823.21,143,143,715000,17.9897
3998.3,45.1008,-5061.560546875,3932.95,144,144,720000,18.6903
3936.84,44.7574,-5278.4208984375,3868.96,145,145,725000,17.4148
3952.43,44.9249,-5365.95751953125,3852.11,146,146,730000,18.8403
3972.05,44.3922,-5245.79736328125,3707.81,147,147,735000,18.0617
4041.68,44.7063,-5245.9560546875,3961.06,148,148,740000,18.0048
4097.92,44.7147,-5287.41845703125,4008.89,149,149,745000,18.6324
4077.36,45.3539,-5288.62548828125,4015.57,150,150,750000,20.791
4021.67,44.7516,-5410.6240234375,3947.94,151,151,755000,17.713
4046.04,44.7945,-5094.55859375,3957.97,152,152,760000,19.0027
3988.71,44.7893,-5490.53515625,3931.13,153,153,765000,18.3973
3806.75,44.6184,-5760.6533203125,3856.36,154,154,770000,18.9097
3943.79,44.7977,-5618.23876953125,3826.0,155,155,775000,18.1846
3983.8,45.1495,-5725.33740234375,3914.08,156,156,780000,18.4419
3931.58,44.267,-5706.38427734375,3709.93,157,157,785000,17.6649
3933.08,44.8126,-5719.9140625,3973.27,158,158,790000,19.5973
3953.95,44.6857,-5893.06982421875,3841.74,159,159,795000,17.2934
3980.69,44.5587,-5740.4736328125,3878.05,160,160,800000,18.0283
3937.81,44.6408,-5968.82080078125,3845.29,161,161,805000,17.481
4005.64,44.9544,-6033.2451171875,3891.18,162,162,810000,18.3867
4011.5,44.3931,-5982.751953125,3356.03,163,163,815000,17.7277
3952.79,44.6155,-6044.2353515625,3863.02,164,164,820000,17.5559
4057.16,44.9465,-6201.20166015625,3971.26,165,165,825000,19.4527
4057.61,45.2303,-6409.99169921875,4007.41,166,166,830000,19.2612
4011.95,44.4592,-6198.80810546875,3903.74,167,167,835000,17.828
3972.77,44.6081,-6174.79638671875,3916.93,168,168,840000,17.6821
4080.37,44.343,-6270.107421875,3862.35,169,169,845000,18.5529
4070.74,44.7836,-6278.9853515625,3911.8,170,170,850000,18.2832
3930.18,44.7066,-6554.6923828125,3735.09,171,171,855000,17.8483
4062.12,44.329,-6427.6298828125,3948.88,172,172,860000,19.779
3693.13,44.4923,-6542.8701171875,3407.51,173,173,865000,17.2631
3910.73,44.8164,-6572.134765625,3987.57,174,174,870000,17.5893
3980.47,44.5681,-6410.2802734375,3996.16,175,175,875000,18.074
4064.43,44.6609,-6761.34033203125,3959.77,176,176,880000,19.0329
3996.53,44.6811,-6855.98779296875,3901.71,177,177,885000,18.1021
4054.97,44.8201,-6732.45849609375,3943.65,178,178,890000,18.3416
4122.82,44.7068,-6481.33984375,4024.65,179,179,895000,19.8905
4018.35,44.778,-6805.77783203125,4028.76,180,180,900000,19.5284
4113.93,44.7436,-7090.61376953125,3986.78,181,181,905000,19.007
4069.81,44.7098,-6872.2509765625,4018.77,182,182,910000,19.5236
4112.86,44.5732,-6707.10693359375,4079.39,183,183,915000,18.2364
4067.86,44.4518,-6990.6767578125,3992.61,184,184,920000,18.3809
4093.86,44.7952,-7066.001953125,3970.19,185,185,925000,18.2583
4134.74,44.0284,-7262.93017578125,3958.27,186,186,930000,17.6924
4068.62,44.5017,-7088.19921875,3968.61,187,187,935000,19.9435
4096.78,44.6077,-7214.35693359375,3994.16,188,188,940000,19.0801
3964.37,44.3779,-7377.15234375,3887.77,189,189,945000,18.5081
4036.98,43.7763,-7361.6611328125,3880.0,190,190,950000,17.0679
4044.97,44.3742,-7628.56591796875,3896.7,191,191,955000,18.7346
4149.27,44.013,-7279.7060546875,4024.14,192,192,960000,18.6699
4116.79,44.4937,-7356.759765625,4093.81,193,193,965000,18.3933
4040.38,44.2596,-7571.15234375,3862.81,194,194,970000,18.0578
3884.25,44.3966,-7353.4619140625,3983.92,195,195,975000,17.4542
4153.33,44.3722,-7314.11767578125,4060.62,196,196,980000,17.7108
4012.61,44.288,-7732.50439453125,3827.48,197,197,985000,18.1612
4064.44,44.5399,-7781.35107421875,3933.66,198,198,990000,17.2461
4043.5,44.446,-7578.2255859375,3983.63,199,199,995000,18.7307
4009.31,44.8753,-7969.65234375,4007.11,200,200,1000000,20.1111
4063.96,44.8459,-7844.40380859375,3976.99,201,201,1005000,19.1564
4016.22,44.4087,-8094.859375,3927.81,202,202,1010000,18.4907
4080.55,44.5918,-8139.58056640625,4007.27,203,203,1015000,18.9774
4080.77,44.486,-8121.0810546875,3979.41,204,204,1020000,18.7405
4093.73,44.7058,-8148.31787109375,3964.42,205,205,1025000,18.8948
4095.23,44.229,-8272.2998046875,3971.42,206,206,1030000,18.7241
4071.15,44.0865,-7950.4951171875,3971.94,207,207,1035000,18.6478
4070.33,44.2449,-8279.2978515625,3977.69,208,208,1040000,18.4018
4073.8,44.1172,-8333.9833984375,4006.55,209,209,1045000,18.5322
4053.64,44.1296,-8296.4951171875,3980.01,210,210,1050000,19.0286
4063.82,44.0305,-8370.859375,3965.48,211,211,1055000,17.9653
4115.82,43.9424,-8399.208984375,4013.0,212,212,1060000,18.8904
4107.64,44.0674,-8375.103515625,4001.96,213,213,1065000,18.7345
4134.58,44.2018,-8427.5107421875,4073.91,214,214,1070000,18.3087
4011.77,44.1091,-8595.3037109375,3924.0,215,215,1075000,18.3249
4107.56,43.9604,-8727.1728515625,3944.29,216,216,1080000,17.778
3996.41,43.9103,-8684.3291015625,3966.11,217,217,1085000,17.9065
4094.67,43.9327,-8612.357421875,3986.94,218,218,1090000,17.6292
4148.32,43.8835,-8758.552734375,3983.87,219,219,1095000,17.8874
4157.77,43.8105,-8883.818359375,4014.45,220,220,1100000,17.6795
4165.05,43.9032,-8897.5078125,3990.76,221,221,1105000,17.2049
4155.49,43.9372,-8969.75,4010.43,222,222,1110000,18.0717
4139.73,44.2573,-9155.9072265625,4063.12,223,223,1115000,18.435
4210.54,44.0281,-9154.5146484375,4075.35,224,224,1120000,18.8972
4187.72,43.9636,-9195.2080078125,4025.38,225,225,1125000,18.0621
4190.48,43.8996,-9197.6669921875,4035.26,226,226,1130000,17.965
4248.78,44.0565,-9538.119140625,4027.41,227,227,1135000,18.5067
4247.12,43.9674,-9397.5380859375,4096.88,228,228,1140000,18.1788
4166.31,43.9886,-9424.2724609375,4008.12,229,229,1145000,17.6927
4194.24,43.7088,-9380.2080078125,4025.08,230,230,1150000,17.565
4232.24,43.6127,-9532.40625,4207.55,231,231,1155000,18.2778
4258.31,43.5944,-9588.2509765625,4024.15,232,232,1160000,17.4422
4309.78,43.7704,-9688.4638671875,4196.25,233,233,1165000,17.8895
4230.05,43.5331,-9803.0009765625,4168.03,234,234,1170000,17.9988
4223.98,43.8087,-9971.416015625,4054.55,235,235,1175000,17.8355
4283.71,43.6196,-9913.9775390625,4153.4,236,236,1180000,18.1591
4248.53,43.6035,-9898.779296875,4100.49,237,237,1185000,17.241
4173.03,43.5558,-10097.1083984375,4094.94,238,238,1190000,17.4218
4279.91,43.8559,-10218.8798828125,4204.07,239,239,1195000,18.3715
4236.73,43.6292,-10169.0234375,4223.2,240,240,1200000,18.0605
4257.17,43.9141,-10325.6064453125,4126.89,241,241,1205000,17.6058
4146.05,43.9406,-10512.41015625,4059.27,242,242,1210000,17.7668
4220.17,43.5398,-10456.4111328125,4045.91,243,243,1215000,17.3366
4178.7,43.5757,-10290.291015625,4132.89,244,244,1220000,17.7714
4186.46,43.6256,-10665.3095703125,4001.77,245,245,1225000,17.1772
4168.37,43.4844,-10615.8193359375,4030.57,246,246,1230000,17.9179
4201.83,43.6457,-10607.03125,4053.59,247,247,1235000,16.9933
4230.76,43.3013,-10730.5283203125,4039.6,248,248,1240000,17.7851
4011.18,43.4206,-10778.7216796875,3985.86,249,249,1245000,16.8977
4275.87,43.6475,-10609.248046875,4071.9,250,250,1250000,18.446
4210.58,43.4544,-10816.0732421875,4139.99,251,251,1255000,17.7252
4187.63,43.5724,-11192.060546875,4053.31,252,252,1260000,17.4632
4238.93,43.596,-10874.51171875,4153.2,253,253,1265000,18.3491
4259.79,43.463,-11175.955078125,4138.32,254,254,1270000,18.2294
4280.69,43.3194,-10940.9833984375,4225.38,255,255,1275000,17.3941
4259.77,43.6597,-11283.357421875,4284.95,256,256,1280000,19.157
4229.09,43.8265,-11332.1630859375,4254.79,257,257,1285000,18.6368
4307.27,43.4429,-11340.853515625,4272.75,258,258,1290000,18.3869
4255.84,43.8488,-11349.099609375,4326.16,259,259,1295000,18.809
4263.77,43.5066,-11526.2890625,4350.43,260,260,1300000,18.2186
4290.28,43.7272,-11559.185546875,4239.01,261,261,1305000,18.3941
4317.56,43.8397,-11915.048828125,4362.75,262,262,1310000,18.4974
4285.78,43.751,-11951.255859375,4121.46,263,263,1315000,17.7482
4259.58,43.8517,-12368.77734375,4205.36,264,264,1320000,18.7302
4085.95,43.7277,-12104.6005859375,4236.6,265,265,1325000,17.6462
4257.19,43.3944,-12298.205078125,4274.69,266,266,1330000,17.8344
4225.02,43.7368,-12257.6640625,4300.06,267,267,1335000,18.2903
4283.63,43.7198,-12317.6416015625,4306.95,268,268,1340000,17.9636
4292.46,43.6351,-12492.603515625,4321.29,269,269,1345000,18.0812
4306.99,43.5724,-12316.8916015625,4307.88,270,270,1350000,18.2998
4279.56,43.5325,-12720.7177734375,4271.41,271,271,1355000,17.7596
4212.09,43.8681,-12668.8603515625,4317.9,272,272,1360000,18.0123
4022.88,43.5863,-12448.75,4103.93,273,273,1365000,16.7863
2995.44,44.1982,-12746.9638671875,3540.47,274,274,1370000,19.2389
1830.48,45.9848,-13034.21484375,2603.69,275,275,1375000,18.858
3315.55,44.6729,-13104.7431640625,3704.91,276,276,1380000,18.242
3636.45,44.0473,-13023.3525390625,3810.61,277,277,1385000,16.3479
3872.48,44.0835,-12757.7822265625,4265.13,278,278,1390000,17.2158
4034.3,43.9046,-13259.2900390625,4261.14,279,279,1395000,18.3575
4196.2,43.5351,-13364.2861328125,4213.53,280,280,1400000,17.8512
4174.03,43.5701,-13238.685546875,4202.74,281,281,1405000,17.4926
4148.69,43.6416,-13680.345703125,4203.74,282,282,1410000,16.4518
3806.89,43.6079,-14069.1767578125,4022.6,283,283,1415000,16.0553
4060.37,43.5759,-13970.599609375,4057.35,284,284,1420000,16.7564
3892.19,43.6091,-14162.2470703125,4136.19,285,285,1425000,17.3983
4173.98,43.2739,-13974.7197265625,4112.67,286,286,1430000,17.2354
3877.02,43.3658,-14120.619140625,3813.75,287,287,1435000,16.6006
4062.49,43.084,-13955.048828125,4042.41,288,288,1440000,17.4617
4169.26,43.582,-14072.583984375,4060.73,289,289,1445000,16.703
3970.51,43.3218,-14468.98046875,3996.28,290,290,1450000,17.6846
4175.4,43.3925,-14226.296875,3952.5,291,291,1455000,16.9491
4148.79,43.1723,-14540.57421875,3924.41,292,292,1460000,17.3297
4219.21,43.6856,-14693.81640625,3921.8,293,293,1465000,17.8802
4226.05,43.5989,-14711.2607421875,3754.56,294,294,1470000,17.7672
4184.34,43.1552,-14776.103515625,3948.4,295,295,1475000,17.2442
4165.16,43.5867,-15089.05859375,3972.2,296,296,1480000,16.819
4179.75,43.236,-15260.1884765625,3827.06,297,297,1485000,17.4671
4266.98,43.0086,-15188.50390625,4115.84,298,298,1490000,17.486
4227.71,43.5745,-15717.189453125,4152.15,299,299,1495000,16.8723
4175.45,43.5894,-16073.9345703125,3980.56,300,300,1500000,16.6248
4175.03,43.575,-15914.1083984375,3939.16,301,301,1505000,17.3653
4042.64,43.3418,-16139.08203125,3917.44,302,302,1510000,17.018
4029.43,43.4771,-15835.203125,3968.19,303,303,1515000,17.6341
4176.27,43.4495,-15847.822265625,3923.84,304,304,1520000,17.7876
4205.01,43.7324,-16242.48828125,4001.45,305,305,1525000,17.499
4324.23,43.7662,-16143.6796875,4022.94,306,306,1530000,18.7871
4304.68,43.6201,-16137.48828125,4043.4,307,307,1535000,18.7997
4058.48,43.343,-16173.4560546875,3736.38,308,308,1540000,18.1197
4318.99,43.4236,-16306.1953125,4281.69,309,309,1545000,19.3189
4246.1,43.332,-16723.18359375,4186.84,310,310,1550000,17.9905
4254.66,43.7571,-16751.46875,4151.15,311,311,1555000,19.0037
4277.83,43.6615,-16686.595703125,4216.35,312,312,1560000,18.1595
4280.35,43.8264,-16813.412109375,4245.39,313,313,1565000,18.3299
4241.19,43.5275,-16870.376953125,4259.37,314,314,1570000,18.229
4160.9,43.2971,-17368.5625,4200.07,315,315,1575000,17.9119
4255.97,43.5229,-17169.93359375,4255.71,316,316,1580000,17.7012
4258.55,43.6458,-17219.49609375,4191.56,317,317,1585000,18.8751
4264.41,43.639,-17057.8671875,3953.95,318,318,1590000,18.5966
4278.06,43.4781,-17839.544921875,4237.26,319,319,1595000,17.8088
4127.56,43.0511,-17480.91796875,4228.49,320,320,1600000,18.0891
4145.83,43.3759,-17926.7109375,4201.53,321,321,1605000,18.5108
4169.97,43.5487,-18061.185546875,4228.46,322,322,1610000,19.0917
4253.45,43.4022,-17851.73046875,4240.5,323,323,1615000,17.9025
4166.56,43.4805,-18610.92578125,4104.32,324,324,1620000,17.0034
4127.14,43.5905,-18457.41796875,4110.96,325,325,1625000,17.4023
4249.22,43.5993,-18451.53125,4199.99,326,326,1630000,17.7325
3983.78,43.7084,-18761.517578125,4132.04,327,327,1635000,17.86
3904.16,43.3047,-18609.185546875,4150.43,328,328,1640000,17.8889
4096.52,43.6694,-18674.3359375,4234.64,329,329,1645000,18.5553
4232.65,43.1779,-18872.830078125,4064.51,330,330,1650000,17.2992
4314.01,43.408,-18785.677734375,4280.12,331,331,1655000,18.3414
4330.82,43.2529,-18622.880859375,4284.5,332,332,1660000,18.1211
4257.07,43.5012,-18288.736328125,4245.75,333,333,1665000,19.1666
4337.36,43.3404,-18933.474609375,4257.44,334,334,1670000,17.9502
4345.46,43.4841,-19163.138671875,4314.78,335,335,1675000,18.3606
4318.44,43.6325,-18630.58203125,4306.9,336,336,1680000,19.7361
4322.36,43.2343,-19080.0,4224.76,337,337,1685000,18.8814
4358.57,43.2214,-18951.78515625,4312.88,338,338,1690000,18.7058
4096.68,43.6933,-18459.3515625,4363.19,339,339,1695000,19.3237
4335.83,43.7749,-19582.767578125,4346.04,340,340,1700000,19.0353
4202.31,43.5296,-19628.32421875,4320.81,341,341,1705000,18.5269
4335.91,43.4456,-19693.517578125,4268.68,342,342,1710000,18.8456
4304.58,43.3751,-20046.85546875,4296.11,343,343,1715000,18.2042
4254.39,43.7252,-20502.2734375,4202.49,344,344,1720000,18.1697
4290.45,43.4689,-20794.11328125,4287.77,345,345,1725000,17.5886
4272.53,43.5796,-20373.919921875,4294.5,346,346,1730000,17.5788
4318.44,43.5561,-20922.8984375,4291.41,347,347,1735000,18.2845
4258.88,43.5437,-20558.8671875,4263.66,348,348,1740000,18.1347
4307.03,43.8998,-20974.595703125,4284.61,349,349,1745000,18.7963
4296.78,43.7564,-21638.36328125,4272.1,350,350,1750000,17.8553
4296.77,43.8859,-21480.14453125,4262.3,351,351,1755000,17.3455
4218.51,43.6805,-21886.984375,4141.79,352,352,1760000,18.6681
4302.52,43.5812,-21413.201171875,4279.5,353,353,1765000,18.2974
4277.96,43.4181,-21108.220703125,4250.05,354,354,1770000,18.137
4174.82,43.3955,-21929.55078125,4287.2,355,355,1775000,18.4998
4299.42,43.1766,-21591.228515625,4304.03,356,356,1780000,18.1282
4299.34,43.699,-22086.2890625,4210.09,357,357,1785000,17.8302
4274.6,43.2289,-21817.505859375,4264.7,358,358,1790000,17.8893
4262.15,43.5144,-22315.267578125,4242.93,359,359,1795000,17.8372
4335.84,43.3613,-22219.14453125,4294.79,360,360,1800000,17.7094
4171.85,43.4761,-22687.341796875,4124.3,361,361,1805000,17.7292
4404.55,43.3109,-22264.896484375,4321.76,362,362,1810000,18.5404
4199.53,43.699,-22962.859375,4213.0,363,363,1815000,17.952
4306.07,43.2518,-22373.21484375,4232.45,364,364,1820000,18.1739
4254.46,43.622,-22975.740234375,4200.64,365,365,1825000,17.6316
4291.35,43.6232,-22883.712890625,4254.56,366,366,1830000,18.5081
4316.07,43.7901,-23316.044921875,4269.59,367,367,1835000,18.3421
4121.3,43.4513,-23692.328125,4159.14,368,368,1840000,17.8665
4038.29,43.4845,-23380.88671875,4209.39,369,369,1845000,17.8524
4216.77,43.9304,-24055.044921875,4145.97,370,370,1850000,17.1706
4247.87,43.9516,-23968.197265625,4084.83,371,371,1855000,18.1915
4246.4,44.0631,-24609.62109375,4145.53,372,372,1860000,18.276
4281.87,43.7352,-24221.474609375,4088.25,373,373,1865000,18.0088
4276.8,43.7547,-23471.080078125,4218.39,374,374,1870000,17.5815
4284.23,43.8643,-24091.033203125,4176.6,375,375,1875000,18.4742
4208.51,43.9394,-24670.005859375,4088.62,376,376,1880000,17.9456
4349.39,43.6133,-24686.69921875,4219.62,377,377,1885000,18.3386
4151.91,43.8101,-24649.58984375,4168.1,378,378,1890000,17.8326
4328.23,43.9484,-24420.609375,4249.51,379,379,1895000,18.037
4282.82,43.6055,-24624.302734375,3796.2,380,380,1900000,17.8589
4250.73,43.6457,-25796.42578125,3634.47,381,381,1905000,17.3917
4284.04,43.8218,-25337.224609375,4090.18,382,382,1910000,18.2599
4119.91,43.6241,-25233.15625,4102.27,383,383,1915000,17.4323
4393.99,43.5386,-25033.44140625,4312.82,384,384,1920000,18.0818
4006.66,43.509,-25256.05078125,3941.93,385,385,1925000,17.6878
4275.05,43.4581,-25266.41015625,4024.49,386,386,1930000,17.6075
4317.05,43.5415,-25635.595703125,4244.21,387,387,1935000,17.9107
