Real Sto Return,Running Forward KL,Reward Loss,Real Det Return,Running Reverse KL,Itration,Running Update Time,Running Env Steps
5038.59,70.3767,-11267.2197265625,5465.38,54.6191,387,387,1935000
5341.5,70.3477,-11484.9716796875,5684.91,57.9054,388,388,1940000
5320.79,70.5578,-11553.1806640625,5275.52,57.8044,389,389,1945000
4863.89,69.6977,-11310.8837890625,5613.9,56.506,390,390,1950000
4695.29,70.192,-11372.056640625,5578.01,56.6593,391,391,1955000
5628.41,64.856,-10206.931640625,6007.86,46.8827,392,392,1960000
5028.42,65.4764,-10060.603515625,5691.61,49.3934,393,393,1965000
5126.84,68.7453,-11449.7958984375,6132.89,55.6311,394,394,1970000
5248.61,64.2977,-10524.1015625,6086.4,46.5486,395,395,1975000
4985.93,68.1917,-11410.634765625,5181.85,54.9301,396,396,1980000
4362.74,70.1845,-11634.6875,5609.25,55.8731,397,397,1985000
4367.43,68.9474,-11416.0419921875,5108.55,57.0909,398,398,1990000
4984.88,67.5648,-10940.453125,5716.49,51.4465,399,399,1995000
4839.25,66.6466,-10893.544921875,5287.74,53.8137,400,400,2000000
4967.6,69.2428,-11571.7001953125,5242.78,55.2917,401,401,2005000
5104.97,67.0871,-11177.1044921875,4784.85,54.3985,402,402,2010000
4084.49,71.4628,-11839.5263671875,5122.85,62.337,403,403,2015000
4349.88,70.3327,-11574.8251953125,4504.73,56.117,404,404,2020000
3816.49,68.4076,-11462.46484375,4226.7,55.5477,405,405,2025000
4540.45,71.2458,-11763.603515625,4778.32,59.9942,406,406,2030000
4748.29,70.263,-11913.3525390625,6026.31,59.5211,407,407,2035000
4965.01,66.0373,-10943.046875,5764.6,53.4464,408,408,2040000
5058.31,69.3519,-11754.494140625,5954.63,55.665,409,409,2045000
3940.22,71.2202,-11943.5830078125,4679.33,60.4051,410,410,2050000
3893.65,70.8907,-12003.98828125,4475.37,60.9749,411,411,2055000
4443.29,69.8749,-11862.232421875,5487.91,58.0518,412,412,2060000
3640.79,66.2575,-11297.9013671875,5491.67,54.0156,413,413,2065000
3970.01,69.5994,-11915.0439453125,4398.52,57.0222,414,414,2070000
4497.01,70.8491,-12162.8271484375,4249.16,60.1766,415,415,2075000
4659.0,69.5905,-11936.4052734375,4965.22,57.5181,416,416,2080000
3756.89,69.6148,-11875.767578125,4285.92,56.8921,417,417,2085000
4196.67,69.466,-11909.0341796875,4090.01,54.2882,418,418,2090000
3357.96,70.1528,-12173.4716796875,4579.52,58.7027,419,419,2095000
4380.83,64.1554,-10884.359375,5122.73,45.4737,420,420,2100000
3464.46,69.8795,-12226.3740234375,4066.18,57.7847,421,421,2105000
3498.41,65.6999,-11368.9873046875,4533.76,51.7095,422,422,2110000
4074.74,68.5075,-11858.07421875,5275.72,56.1878,423,423,2115000
4002.54,69.0319,-12005.78125,5043.85,56.0959,424,424,2120000
4508.17,70.0706,-12317.5244140625,5092.68,58.4113,425,425,2125000
4322.12,68.1439,-12029.1728515625,4991.75,56.0663,426,426,2130000
3925.29,69.1382,-12168.744140625,5487.96,59.492,427,427,2135000
4073.71,66.6223,-11697.806640625,4588.31,52.113,428,428,2140000
5288.1,67.6742,-11882.1796875,6045.01,54.7371,429,429,2145000
4861.59,69.647,-12369.08984375,4379.74,58.3237,430,430,2150000
3873.69,70.3572,-12279.798828125,4488.37,57.9145,431,431,2155000
4129.28,67.8885,-12121.970703125,5725.47,53.0984,432,432,2160000
4048.04,66.1863,-11613.224609375,4955.93,53.1699,433,433,2165000
3937.26,66.8514,-11812.2490234375,5105.22,52.5745,434,434,2170000
4612.34,69.0914,-12273.205078125,5385.87,54.7049,435,435,2175000
5462.48,65.2013,-11573.9033203125,5506.3,51.0311,436,436,2180000
4544.69,70.1564,-12507.412109375,5056.06,56.3501,437,437,2185000
4289.16,67.9964,-12414.4677734375,5678.97,53.7571,438,438,2190000
5129.41,70.3167,-12636.4033203125,5389.38,59.6634,439,439,2195000
4545.88,70.9258,-12312.4462890625,5975.07,58.8072,440,440,2200000
5034.73,68.9543,-12479.462890625,5735.1,57.5387,441,441,2205000
5046.04,69.4103,-12707.0029296875,5745.74,58.6902,442,442,2210000
5059.6,66.5186,-11669.03125,5083.02,50.3091,443,443,2215000
4241.73,67.5065,-12399.3466796875,5895.07,53.7604,444,444,2220000
4797.92,70.4737,-12907.490234375,6098.39,56.4054,445,445,2225000
4656.14,63.4812,-10913.6826171875,5906.21,44.4874,446,446,2230000
4541.7,67.4853,-12542.4345703125,5747.99,54.418,447,447,2235000
4971.19,67.455,-12612.30078125,5509.77,50.7659,448,448,2240000
4254.82,64.6304,-11990.900390625,5742.9,46.8448,449,449,2245000
4897.63,67.8359,-12768.65234375,5784.72,54.8832,450,450,2250000
5014.24,65.1501,-11892.150390625,5608.87,49.8638,451,451,2255000
4906.19,69.9377,-12902.3720703125,5820.41,57.6865,452,452,2260000
5376.51,69.2487,-12998.3388671875,5780.4,55.462,453,453,2265000
4516.91,68.6815,-12914.3662109375,6158.28,54.5822,454,454,2270000
4306.01,65.9872,-12045.7666015625,5443.64,47.8429,455,455,2275000
4478.77,65.5882,-11835.3193359375,6119.05,49.1723,456,456,2280000
4827.61,68.8839,-12967.267578125,5924.61,53.612,457,457,2285000
4511.66,64.9222,-12358.5009765625,5830.94,49.2697,458,458,2290000
4623.15,67.7232,-12988.138671875,5403.44,52.1405,459,459,2295000
4982.56,64.9717,-11918.8076171875,5854.81,48.6723,460,460,2300000
4530.35,68.2344,-13019.6591796875,5587.03,52.245,461,461,2305000
4610.2,65.0465,-12122.1123046875,5519.69,47.8753,462,462,2310000
5312.46,69.8488,-13259.7919921875,5472.7,57.6,463,463,2315000
4720.77,67.5701,-13039.6435546875,5536.84,52.9795,464,464,2320000
4867.77,66.4135,-12468.896484375,5568.73,51.0171,465,465,2325000
4782.03,65.5959,-12484.599609375,5209.65,49.5252,466,466,2330000
5263.93,65.7095,-12211.1591796875,5539.15,48.1253,467,467,2335000
5492.41,68.7327,-13088.5146484375,5983.92,53.7108,468,468,2340000
3505.95,68.3663,-13133.919921875,5610.3,55.5306,469,469,2345000
4746.16,64.3085,-11542.306640625,5633.79,45.9454,470,470,2350000
5076.97,67.9855,-12973.8486328125,5830.37,52.7455,471,471,2355000
4252.98,68.5253,-13167.2822265625,5775.48,53.8109,472,472,2360000
4993.03,64.8768,-12179.423828125,5915.63,47.9594,473,473,2365000
5190.26,67.6955,-13144.21484375,5996.09,54.3826,474,474,2370000
4604.71,66.5175,-12876.3125,4934.04,50.6819,475,475,2375000
5275.46,65.4166,-12597.3388671875,5844.2,47.9972,476,476,2380000
4768.83,66.2137,-12650.1123046875,5263.12,49.8939,477,477,2385000
4677.07,68.4776,-13383.005859375,5652.13,54.0254,478,478,2390000
4232.17,67.0255,-12517.8720703125,5359.16,51.0778,479,479,2395000
4781.73,66.0223,-12676.2822265625,5688.11,49.1106,480,480,2400000
4536.75,68.2321,-13256.73828125,5666.21,53.8013,481,481,2405000
5042.54,68.1007,-13107.5439453125,5621.73,50.7605,482,482,2410000
3614.92,68.3512,-13398.705078125,5003.18,53.0651,483,483,2415000
4146.68,64.3164,-11587.662109375,5929.84,41.9072,484,484,2420000
4686.09,67.1122,-13026.021484375,5875.13,51.7158,485,485,2425000
4611.26,67.8607,-13170.2861328125,5203.21,52.7231,486,486,2430000
4789.24,65.8002,-12454.1357421875,6123.21,47.938,487,487,2435000
4546.86,67.0531,-12861.0400390625,5453.8,50.4377,488,488,2440000
5144.31,65.7745,-12728.8095703125,5597.16,47.868,489,489,2445000
4539.38,68.8386,-13380.3232421875,5625.04,54.3681,490,490,2450000
4720.3,65.5105,-12513.7783203125,5690.71,47.6363,491,491,2455000
4942.84,64.8442,-12265.21484375,5731.38,49.2339,492,492,2460000
4951.22,66.0576,-12462.8701171875,5787.93,51.0686,493,493,2465000
3796.37,64.3775,-12425.5166015625,5663.19,44.5839,494,494,2470000
4440.92,65.5292,-12524.478515625,5247.29,45.9009,495,495,2475000
5214.03,68.2005,-13230.708984375,5602.89,52.7882,496,496,2480000
4872.11,69.7433,-13694.951171875,5181.6,56.2893,497,497,2485000
4699.19,69.8681,-13614.1103515625,5529.22,55.6173,498,498,2490000
4521.4,65.7346,-12589.8525390625,6164.63,48.1804,499,499,2495000
5014.25,65.2199,-12649.8759765625,5338.37,51.4775,500,500,2500000
5256.91,68.5314,-13339.8076171875,6146.36,53.9351,501,501,2505000
4756.9,69.9618,-13713.7529296875,5111.75,56.8556,502,502,2510000
5309.34,67.0035,-13171.0458984375,5655.84,51.8418,503,503,2515000
5416.36,69.3155,-13496.900390625,5779.59,55.5923,504,504,2520000
4788.28,67.884,-12836.240234375,5678.54,54.0787,505,505,2525000
4433.05,67.6711,-13316.5908203125,5561.79,54.8221,506,506,2530000
4929.1,68.7592,-13458.1337890625,5816.84,57.9583,507,507,2535000
-852.02,92.3324,-7239.7099609375,-1124.58,274.7832,508,508,2540000
-419.36,94.6842,-5331.9560546875,-329.81,108.1781,509,509,2545000
-362.17,79.1907,-7628.294921875,-319.32,84.1822,510,510,2550000
354.08,73.1377,-6903.08056640625,627.5,63.8694,511,511,2555000
1295.66,70.2905,-8193.8095703125,1396.48,96.1392,512,512,2560000
2818.05,67.4804,-10624.5615234375,3591.76,46.4403,513,513,2565000
3792.18,67.0842,-11082.095703125,3704.05,47.1839,514,514,2570000
3774.6,67.8505,-12598.21484375,3920.23,51.5943,515,515,2575000
3858.0,68.0687,-11735.1435546875,4374.22,71.7456,516,516,2580000
3244.04,68.2872,-13111.5439453125,4785.2,52.091,517,517,2585000
3568.77,64.6605,-11229.15234375,5486.84,44.5283,518,518,2590000
4460.77,67.2489,-13223.875,5316.31,51.8718,519,519,2595000
4385.66,66.6764,-13102.5615234375,4705.23,47.9936,520,520,2600000
4117.45,66.5951,-12113.3974609375,4780.05,52.036,521,521,2605000
3722.87,66.8455,-13346.6572265625,4675.75,51.9466,522,522,2610000
4648.42,67.1287,-12704.6337890625,5552.63,48.2404,523,523,2615000
4458.49,65.836,-12346.767578125,5266.84,48.4342,524,524,2620000
4302.99,69.4673,-13402.732421875,4828.26,54.9638,525,525,2625000
4918.45,68.276,-13107.279296875,5657.54,52.4746,526,526,2630000
4558.24,65.0043,-12647.4052734375,5491.03,48.2556,527,527,2635000
4449.13,66.4141,-12775.6005859375,4783.21,48.699,528,528,2640000
4446.85,66.8916,-13037.251953125,5574.96,48.6652,529,529,2645000
4411.32,65.7521,-12847.4638671875,5514.66,48.8551,530,530,2650000
4887.35,66.6727,-13122.099609375,5459.85,50.3715,531,531,2655000
4471.99,65.59,-12077.0537109375,5499.61,46.4055,532,532,2660000
4424.47,67.3952,-12929.20703125,5287.88,49.268,533,533,2665000
4469.66,65.3992,-12416.94140625,5539.13,47.1012,534,534,2670000
4279.41,68.0019,-13461.578125,5240.12,50.9811,535,535,2675000
4792.24,66.1524,-13134.3310546875,5433.65,49.0023,536,536,2680000
4596.49,67.6292,-13349.1455078125,5805.66,52.0433,537,537,2685000
4661.52,67.2134,-13068.2236328125,5617.77,50.4991,538,538,2690000
4459.4,66.7414,-12909.4013671875,5448.33,47.8898,539,539,2695000
4287.94,66.0596,-12432.53125,5317.25,49.4561,540,540,2700000
4425.96,67.1494,-13365.7080078125,5409.28,50.0738,541,541,2705000
4622.72,66.2804,-12506.36328125,5353.34,49.8005,542,542,2710000
3819.03,67.5814,-13345.30859375,5036.96,51.4094,543,543,2715000
4628.63,67.5577,-12778.4365234375,5200.37,52.3393,544,544,2720000
4525.08,66.0661,-13334.4130859375,5492.37,50.3107,545,545,2725000
3888.13,66.8096,-12877.912109375,5804.82,47.6092,546,546,2730000
3721.4,66.2877,-12592.69921875,4965.83,45.8686,547,547,2735000
4745.63,68.3126,-13712.2177734375,4989.16,52.9404,548,548,2740000
4154.66,67.078,-13264.900390625,5371.36,48.5862,549,549,2745000
4736.58,66.6388,-13201.2041015625,5446.14,49.2687,550,550,2750000
4286.12,66.8992,-13396.6689453125,5091.19,48.3145,551,551,2755000
4729.33,67.1021,-13302.5322265625,5804.89,49.9755,552,552,2760000
5084.33,68.0392,-13714.7001953125,5713.86,52.6382,553,553,2765000
5060.96,68.5263,-13704.494140625,5690.38,54.0136,554,554,2770000
4369.54,66.6682,-12936.0546875,5973.06,47.7305,555,555,2775000
4303.44,68.1816,-13659.6884765625,5750.2,51.4563,556,556,2780000
3851.1,68.0245,-13652.275390625,5197.37,50.3741,557,557,2785000
4862.61,68.9273,-13822.7841796875,5408.96,52.7298,558,558,2790000
4580.01,68.0921,-13686.0498046875,5656.76,51.7532,559,559,2795000
4564.81,68.9557,-13700.21875,5554.13,52.1138,560,560,2800000
4710.29,67.0788,-13296.0888671875,5332.49,51.0827,561,561,2805000
4614.09,65.917,-13528.4189453125,5913.64,49.4523,562,562,2810000
4274.43,68.3585,-13538.5859375,5368.94,51.7553,563,563,2815000
4560.69,67.4519,-13827.15625,4808.25,50.9561,564,564,2820000
4784.94,69.2444,-14064.0390625,5395.69,53.0737,565,565,2825000
4643.68,67.9377,-14089.505859375,5622.41,51.9828,566,566,2830000
3964.53,67.583,-14126.9755859375,5675.75,52.7562,567,567,2835000
4011.01,66.1374,-13519.5517578125,5517.15,49.5989,568,568,2840000
3861.01,67.6519,-13259.0830078125,4865.06,50.8465,569,569,2845000
4519.94,67.7974,-14276.7373046875,4706.14,53.8005,570,570,2850000
4915.28,67.1758,-14018.65625,5824.37,48.6826,571,571,2855000
4959.14,69.0164,-14339.029296875,5556.51,54.3898,572,572,2860000
3933.39,68.1276,-14291.740234375,5722.24,51.2081,573,573,2865000
4967.22,68.5386,-14074.1982421875,5624.01,50.6885,574,574,2870000
4697.4,67.6767,-14046.5361328125,5340.42,48.5494,575,575,2875000
4774.66,68.0833,-14026.048828125,5878.35,52.7357,576,576,2880000
4951.21,68.756,-14045.021484375,5829.32,52.5589,577,577,2885000
4899.51,68.0578,-13803.84765625,5289.12,50.2647,578,578,2890000
5125.35,68.3953,-14106.98046875,5603.78,50.729,579,579,2895000
4554.09,67.8851,-13627.5361328125,5702.75,52.6677,580,580,2900000
4320.92,68.5366,-14144.5068359375,4959.43,53.3879,581,581,2905000
3907.12,68.4282,-13741.3017578125,5391.37,51.5474,582,582,2910000
4806.86,68.6379,-14305.7724609375,5695.55,53.8412,583,583,2915000
4581.58,67.2257,-13308.91796875,5866.7,50.0065,584,584,2920000
4494.52,69.603,-14109.6630859375,5529.27,54.6677,585,585,2925000
4264.25,69.9703,-13912.6728515625,5363.88,52.1081,586,586,2930000
4875.08,68.7223,-14005.791015625,5725.05,52.8446,587,587,2935000
5023.38,67.912,-13877.3349609375,5551.83,51.5332,588,588,2940000
3291.56,66.239,-13478.40234375,5650.65,47.9327,589,589,2945000
5005.77,69.4461,-14301.236328125,5844.52,53.0785,590,590,2950000
5073.69,67.9791,-14171.54296875,5340.23,51.1524,591,591,2955000
5057.28,68.087,-14129.1298828125,5614.86,53.977,592,592,2960000
5041.34,67.7259,-13831.2431640625,5873.77,52.3031,593,593,2965000
5305.76,66.6035,-13785.9228515625,5702.69,50.0205,594,594,2970000
5126.28,68.3148,-14333.5537109375,5624.53,53.412,595,595,2975000
4914.18,68.5798,-14077.4091796875,5797.42,53.2237,596,596,2980000
3433.16,66.9626,-13804.3642578125,5640.27,50.2724,597,597,2985000
5110.16,68.5753,-13972.4443359375,5208.49,51.8261,598,598,2990000
4812.46,66.7558,-14192.4111328125,5864.41,52.6627,599,599,2995000
