Real Det Return,Itration,Running Reverse KL,Running Env Steps,Real Sto Return,Reward Loss,Running Forward KL,Running Update Time
2037.01,44,16.0549,220000,1684.67,-1653.815673828125,157.2191,44
2024.61,45,16.1112,225000,1679.75,-1695.44482421875,157.3102,45
2051.96,46,16.1014,230000,1714.04,-1718.9019775390625,157.2057,46
2029.25,47,16.0061,235000,1686.9,-1749.938720703125,157.3708,47
2078.59,48,16.6296,240000,1732.01,-1770.24658203125,157.1258,48
2060.17,49,15.9202,245000,1694.38,-1816.2203369140625,157.1881,49
2096.89,50,16.3732,250000,1749.44,-1851.7403564453125,157.0845,50
2080.21,51,16.1088,255000,1736.83,-1881.2635498046875,157.0753,51
2064.72,52,16.0886,260000,1712.78,-1927.0450439453125,157.1641,52
2095.45,53,15.987,265000,1721.92,-1952.6923828125,157.2248,53
2082.74,54,15.8603,270000,1748.9,-1986.0274658203125,157.1269,54
2081.47,55,16.0636,275000,1755.21,-2018.605712890625,156.9823,55
2109.88,56,16.1738,280000,1754.98,-2053.830322265625,157.2139,56
2086.39,57,15.9686,285000,1722.82,-2091.515869140625,157.0836,57
2084.82,58,15.8326,290000,1756.66,-2123.931396484375,157.0736,58
2120.44,59,16.4714,295000,1761.34,-2145.195556640625,157.0969,59
2079.38,60,15.9114,300000,1735.4,-2191.30029296875,156.9133,60
2109.55,61,16.0339,305000,1780.93,-2237.077392578125,156.995,61
2121.98,62,16.1428,310000,1779.16,-2273.78564453125,156.9041,62
2069.24,63,16.0139,315000,1747.54,-2307.549560546875,156.8769,63
2101.28,64,15.9582,320000,1781.83,-2349.630859375,156.907,64
2068.76,65,16.195,325000,1753.24,-2383.13623046875,157.0849,65
2125.57,66,15.9693,330000,1780.71,-2412.689697265625,156.963,66
2125.07,67,16.0461,335000,1782.85,-2436.37109375,156.8737,67
2155.84,68,16.1816,340000,1792.17,-2492.1015625,156.9425,68
2149.05,69,15.8857,345000,1782.1,-2527.681640625,156.8942,69
2104.03,70,15.9661,350000,1786.96,-2548.915771484375,156.8865,70
2128.9,71,15.8997,355000,1751.17,-2607.137939453125,156.8496,71
2130.66,72,16.123,360000,1804.82,-2623.297119140625,156.9822,72
2105.53,73,15.7048,365000,1766.72,-2666.512451171875,156.9486,73
2123.54,74,16.0127,370000,1793.37,-2696.091796875,156.9032,74
2164.99,75,16.1414,375000,1795.23,-2745.9365234375,156.9227,75
2128.63,76,15.8078,380000,1779.55,-2786.29150390625,156.9013,76
2100.25,77,15.7218,385000,1774.85,-2837.05615234375,156.8876,77
2136.98,78,15.8664,390000,1785.26,-2864.993408203125,156.9872,78
2151.05,79,16.1672,395000,1832.33,-2897.641845703125,156.813,79
2109.49,80,15.702,400000,1782.08,-2957.60888671875,156.9111,80
2180.77,81,16.0182,405000,1805.65,-2986.62939453125,157.0449,81
2152.58,82,15.8353,410000,1790.6,-3013.389404296875,157.009,82
2172.55,83,15.9083,415000,1813.74,-3054.0126953125,156.7012,83
2137.31,84,15.8939,420000,1796.89,-3101.0234375,156.7933,84
2113.97,85,15.6515,425000,1788.22,-3132.275634765625,156.8444,85
2124.35,86,15.6268,430000,1778.77,-3193.759033203125,156.9776,86
2132.77,87,15.7427,435000,1804.69,-3216.4501953125,156.8449,87
2114.28,88,15.5995,440000,1797.13,-3247.2255859375,156.8303,88
2160.25,89,15.6928,445000,1829.97,-3290.30419921875,156.6633,89
2025.79,90,15.4653,450000,1784.07,-3348.36376953125,157.0162,90
2141.08,91,15.7177,455000,1801.36,-3372.7265625,156.7529,91
2169.14,92,15.9234,460000,1803.45,-3442.186767578125,156.9741,92
2096.64,93,15.5517,465000,1770.8,-3475.0693359375,156.8871,93
2135.54,94,15.7138,470000,1807.88,-3525.75537109375,156.8099,94
2180.16,95,15.607,475000,1827.33,-3532.71142578125,156.817,95
2130.58,96,15.7287,480000,1773.85,-3601.33740234375,156.8409,96
2152.31,97,15.7337,485000,1804.74,-3639.919677734375,156.9195,97
2128.66,98,15.2899,490000,1781.99,-3686.580322265625,156.744,98
2179.05,99,15.583,495000,1828.94,-3716.22265625,156.809,99
2188.41,100,15.8356,500000,1821.34,-3765.770751953125,156.6933,100
2123.3,101,15.3155,505000,1803.44,-3808.6201171875,156.7572,101
2161.59,102,15.6764,510000,1816.39,-3868.628662109375,156.7817,102
2181.09,103,15.4615,515000,1830.86,-3897.2060546875,156.7049,103
2098.81,104,15.4865,520000,1793.48,-3954.607177734375,157.0804,104
2207.8,105,15.8609,525000,1836.65,-3983.503173828125,156.8572,105
2178.73,106,15.4821,530000,1849.28,-4050.95947265625,156.7987,106
2241.27,107,15.9312,535000,1862.1,-4076.573486328125,156.7717,107
2172.15,108,15.7485,540000,1840.24,-4143.873046875,156.8943,108
2148.89,109,15.5969,545000,1833.83,-4184.509765625,156.7508,109
2176.58,110,15.6284,550000,1812.71,-4228.41943359375,156.6668,110
2159.66,111,15.5337,555000,1810.17,-4247.73779296875,156.7437,111
2213.54,112,15.9438,560000,1857.43,-4331.57861328125,156.9602,112
2173.0,113,15.6635,565000,1855.86,-4367.48974609375,156.9198,113
2174.39,114,15.5106,570000,1822.26,-4424.21142578125,157.0233,114
2206.76,115,15.8066,575000,1852.22,-4464.87451171875,156.7573,115
2181.74,116,15.7791,580000,1879.53,-4527.5556640625,156.8917,116
2196.6,117,15.7783,585000,1865.78,-4549.78466796875,156.8283,117
2182.92,118,15.6448,590000,1843.39,-4597.1552734375,156.9134,118
2211.3,119,15.8736,595000,1849.73,-4675.767578125,156.8662,119
2179.59,120,15.6465,600000,1828.19,-4700.044921875,156.953,120
2157.79,121,15.689,605000,1861.69,-4749.9736328125,156.7053,121
2203.44,122,15.5794,610000,1848.51,-4803.880859375,156.7193,122
2205.28,123,15.6006,615000,1846.58,-4856.29248046875,156.8194,123
2220.33,124,15.7329,620000,1836.67,-4914.6005859375,156.7147,124
2160.0,125,15.5962,625000,1843.13,-4950.50537109375,156.8016,125
2177.25,126,15.3945,630000,1848.93,-5014.5615234375,156.871,126
2206.48,127,15.5936,635000,1846.65,-5054.16845703125,156.6437,127
2228.54,128,15.5838,640000,1875.52,-5086.86181640625,156.6573,128
2254.29,129,15.6466,645000,1854.36,-5165.44775390625,156.7899,129
2113.53,130,15.2168,650000,1845.91,-5211.4541015625,156.6399,130
2214.53,131,15.6031,655000,1848.89,-5265.81982421875,156.9642,131
2282.64,132,15.4793,660000,1899.97,-5273.091796875,156.7318,132
2227.81,133,15.4701,665000,1861.66,-5349.361328125,156.6857,133
2215.46,134,15.7401,670000,1886.0,-5413.27685546875,156.6516,134
2205.6,135,15.4437,675000,1831.83,-5469.5703125,156.6497,135
2205.56,136,15.538,680000,1835.83,-5529.0400390625,156.933,136
2192.05,137,15.5099,685000,1878.2,-5578.53125,156.543,137
2194.93,138,15.4502,690000,1868.21,-5641.52197265625,156.707,138
2155.33,139,15.2194,695000,1845.04,-5683.91162109375,156.6788,139
2218.56,140,15.3563,700000,1877.87,-5734.974609375,156.5592,140
2245.22,141,15.4256,705000,1877.91,-5770.142578125,156.6782,141
2243.27,142,15.4297,710000,1894.04,-5842.892578125,157.0484,142
2230.87,143,15.4967,715000,1870.3,-5885.73974609375,156.6778,143
2220.26,144,15.6241,720000,1870.16,-5987.16845703125,157.1712,144
2233.19,145,15.511,725000,1877.75,-5997.810546875,156.6601,145
2206.41,146,15.4114,730000,1867.07,-6060.6015625,156.6302,146
2166.2,147,15.2423,735000,1836.45,-6099.935546875,156.5742,147
2222.96,148,15.6218,740000,1846.2,-6196.40966796875,156.7308,148
2203.96,149,15.362,745000,1857.98,-6248.69677734375,156.6988,149
2196.36,150,15.3369,750000,1865.95,-6289.04931640625,156.6045,150
2244.31,151,15.8968,755000,1883.66,-6392.2490234375,156.7299,151
2242.45,152,15.4973,760000,1874.18,-6392.82177734375,156.8219,152
2259.27,153,15.5324,765000,1883.7,-6448.33203125,156.6326,153
2255.31,154,15.5521,770000,1915.49,-6505.28564453125,156.6133,154
2190.04,155,15.309,775000,1885.32,-6602.48291015625,156.6031,155
2299.73,156,15.6023,780000,1923.85,-6601.39892578125,156.7365,156
2158.07,157,15.6951,785000,1866.12,-6721.41259765625,156.726,157
2283.1,158,15.2855,790000,1911.96,-6703.59521484375,156.5191,158
2232.06,159,15.4315,795000,1892.12,-6797.4228515625,156.6748,159
2210.48,160,15.3602,800000,1863.34,-6826.32666015625,156.5328,160
2278.26,161,15.384,805000,1890.39,-6915.33837890625,156.7726,161
2242.61,162,15.6553,810000,1860.42,-6957.1123046875,156.8906,162
2220.36,163,15.4665,815000,1891.5,-6976.21875,156.7547,163
2209.56,164,15.475,820000,1898.24,-7046.4482421875,156.559,164
2236.43,165,15.5886,825000,1904.98,-7064.259765625,156.7296,165
2267.32,166,15.5426,830000,1896.32,-7101.46484375,156.6777,166
2252.63,167,15.357,835000,1874.0,-7163.12158203125,156.7118,167
2273.77,168,15.5619,840000,1935.2,-7191.4091796875,156.7485,168
2207.2,169,15.2522,845000,1898.08,-7258.6689453125,156.7537,169
2214.38,170,15.53,850000,1903.16,-7275.583984375,156.6223,170
2259.81,171,15.398,855000,1906.17,-7350.1357421875,156.6976,171
2271.92,172,15.3257,860000,1919.01,-7382.64697265625,156.5329,172
2267.22,173,15.4364,865000,1913.11,-7385.2529296875,156.6129,173
2267.1,174,15.615,870000,1900.74,-7508.9697265625,156.7042,174
2236.36,175,15.4022,875000,1904.74,-7551.80517578125,156.6735,175
2238.58,176,15.4173,880000,1928.81,-7578.908203125,156.6986,176
2217.13,177,15.4074,885000,1898.05,-7627.70361328125,156.6285,177
2254.23,178,15.6496,890000,1903.47,-7712.6123046875,156.7275,178
2286.07,179,15.486,895000,1941.95,-7713.66796875,156.6072,179
2226.45,180,15.4898,900000,1922.39,-7757.58154296875,156.5266,180
2248.98,181,15.6439,905000,1926.74,-7798.32958984375,156.5072,181
2281.3,182,15.4517,910000,1930.53,-7823.64453125,156.5574,182
2234.76,183,15.3232,915000,1902.66,-7915.37841796875,156.7657,183
2229.57,184,15.3585,920000,1894.94,-7939.50390625,156.5597,184
2218.67,185,15.4249,925000,1896.66,-7962.939453125,156.5906,185
2261.54,186,15.345,930000,1920.32,-7986.32080078125,156.5673,186
2195.88,187,15.3289,935000,1915.64,-8034.93896484375,156.6469,187
2224.16,188,15.4477,940000,1891.94,-8101.66748046875,156.7688,188
2197.04,189,15.327,945000,1902.0,-8152.81494140625,156.7083,189
2268.34,190,15.4568,950000,1911.83,-8145.3017578125,156.6837,190
2269.81,191,15.3506,955000,1923.92,-8166.00537109375,156.4861,191
2265.79,192,15.6125,960000,1922.4,-8209.5869140625,156.7606,192
2288.93,193,15.4049,965000,1932.75,-8263.18359375,156.6414,193
2251.8,194,15.5975,970000,1916.86,-8283.3349609375,156.7057,194
2214.5,195,15.1779,975000,1886.59,-8272.26171875,156.5637,195
2289.51,196,15.2906,980000,1917.46,-8300.3427734375,156.5702,196
2289.5,197,15.4188,985000,1930.59,-8345.8740234375,156.5734,197
2235.29,198,15.3515,990000,1893.11,-8401.2958984375,156.7132,198
2268.08,199,15.45,995000,1930.25,-8363.9365234375,156.6222,199
2286.33,200,15.605,1000000,1913.38,-8459.6103515625,156.7296,200
2297.17,201,15.7921,1005000,1932.2,-8481.2529296875,156.7548,201
2305.41,202,15.7783,1010000,1940.74,-8525.9609375,156.5945,202
2303.82,203,15.6393,1015000,1918.22,-8551.9697265625,156.5539,203
2328.09,204,15.587,1020000,1949.27,-8539.240234375,156.6769,204
2281.86,205,15.571,1025000,1927.62,-8556.328125,156.652,205
2300.05,206,15.5069,1030000,1918.8,-8606.8388671875,156.7187,206
2292.67,207,15.4175,1035000,1925.12,-8622.94140625,156.5515,207
2310.28,208,15.5861,1040000,1949.11,-8687.8408203125,156.8052,208
2280.45,209,15.4672,1045000,1916.77,-8718.341796875,156.5975,209
2298.5,210,15.5326,1050000,1920.18,-8740.318359375,156.5137,210
2296.2,211,15.5903,1055000,1943.64,-8788.3818359375,156.617,211
2307.53,212,15.4313,1060000,1951.07,-8807.7158203125,156.6919,212
2287.84,213,15.4679,1065000,1937.98,-8844.9033203125,156.5652,213
2283.25,214,15.5754,1070000,1940.77,-8887.3154296875,156.4436,214
2305.14,215,15.422,1075000,1935.79,-8913.0283203125,156.7404,215
2304.3,216,15.5042,1080000,1929.3,-8934.595703125,156.7091,216
2321.41,217,15.5672,1085000,1936.51,-8983.4345703125,156.6773,217
2324.64,218,15.6357,1090000,1945.61,-8981.4541015625,156.5833,218
2319.12,219,15.4762,1095000,1937.71,-9024.1689453125,156.565,219
2305.19,220,15.5153,1100000,1943.02,-9089.9052734375,156.7007,220
2312.06,221,15.4975,1105000,1951.04,-9091.953125,156.6744,221
2308.7,222,15.5241,1110000,1935.61,-9134.388671875,156.7795,222
2311.12,223,15.5404,1115000,1950.57,-9152.796875,156.6513,223
2308.24,224,15.4157,1120000,1947.14,-9179.5078125,156.586,224
2310.27,225,15.5228,1125000,1944.79,-9206.7763671875,156.7096,225
2308.8,226,15.4122,1130000,1934.08,-9277.240234375,156.7792,226
2304.67,227,15.4234,1135000,1914.88,-9290.462890625,156.7351,227
2312.3,228,15.4168,1140000,1939.31,-9283.6650390625,156.6049,228
2309.66,229,15.5278,1145000,1956.79,-9354.826171875,156.673,229
2304.36,230,15.393,1150000,1941.08,-9377.408203125,156.697,230
2322.84,231,15.4837,1155000,1951.8,-9415.359375,156.6708,231
2309.74,232,15.5654,1160000,1941.54,-9447.314453125,156.5787,232
2303.35,233,15.5546,1165000,1934.8,-9492.4345703125,156.6991,233
2309.4,234,15.2473,1170000,1941.55,-9503.244140625,156.6672,234
2304.44,235,15.4402,1175000,1929.45,-9531.07421875,156.6193,235
2287.97,236,15.4464,1180000,1944.44,-9585.9560546875,156.7609,236
2306.8,237,15.4768,1185000,1949.35,-9604.095703125,156.6783,237
2294.81,238,15.2306,1190000,1945.77,-9631.169921875,156.6959,238
2330.4,239,15.3881,1195000,1960.19,-9653.2880859375,156.6443,239
2293.02,240,15.3697,1200000,1943.98,-9692.6181640625,156.6499,240
2302.55,241,15.4135,1205000,1933.17,-9728.73046875,156.532,241
2306.08,242,15.4468,1210000,1947.49,-9753.7421875,156.7331,242
2292.48,243,15.2944,1215000,1936.88,-9792.998046875,156.5457,243
2279.15,244,15.3064,1220000,1929.72,-9844.0029296875,156.6222,244
2291.72,245,15.4688,1225000,1952.46,-9848.419921875,156.7384,245
2298.65,246,15.3638,1230000,1936.17,-9876.6748046875,156.6822,246
2327.4,247,15.2941,1235000,1957.59,-9893.970703125,156.7181,247
2318.37,248,15.4667,1240000,1957.21,-9928.853515625,156.6663,248
2314.65,249,15.4574,1245000,1956.09,-9987.58203125,156.8496,249
2311.45,250,15.4643,1250000,1946.01,-9991.5986328125,156.6507,250
2326.44,251,15.4742,1255000,1965.23,-10020.3857421875,156.5799,251
2301.82,252,15.3241,1260000,1942.78,-10044.1689453125,156.6687,252
2300.6,253,15.2951,1265000,1963.09,-10089.4580078125,156.6262,253
2284.13,254,15.4216,1270000,1941.29,-10153.416015625,156.8416,254
2300.8,255,15.3142,1275000,1952.89,-10154.5625,156.5599,255
2295.24,256,15.3895,1280000,1936.93,-10176.541015625,156.5802,256
2303.3,257,15.2124,1285000,1945.35,-10223.001953125,156.6024,257
2299.18,258,15.35,1290000,1949.53,-10259.0517578125,156.7093,258
2299.15,259,15.3746,1295000,1953.68,-10273.5146484375,156.5533,259
2311.87,260,15.4688,1300000,1942.42,-10296.5009765625,156.6576,260
2284.88,261,15.3707,1305000,1946.78,-10316.59375,156.7353,261
2295.32,262,15.3157,1310000,1958.54,-10363.8759765625,156.6136,262
2305.5,263,15.4008,1315000,1950.46,-10371.185546875,156.6498,263
2284.91,264,15.383,1320000,1943.34,-10431.53125,156.684,264
2330.39,265,15.5403,1325000,1941.9,-10460.4638671875,156.7092,265
2311.03,266,15.4778,1330000,1952.91,-10482.2412109375,156.607,266
2281.96,267,15.4755,1335000,1956.24,-10512.1865234375,156.6759,267
2282.34,268,15.5448,1340000,1945.48,-10549.38671875,156.5825,268
2305.77,269,15.387,1345000,1960.1,-10567.1689453125,156.6877,269
2305.95,270,15.4603,1350000,1950.51,-10566.2353515625,156.6707,270
2314.24,271,15.4186,1355000,1929.47,-10610.9951171875,156.78,271
2290.7,272,15.3664,1360000,1957.51,-10614.35546875,156.6542,272
2278.19,273,15.4289,1365000,1958.01,-10630.6572265625,156.6943,273
2305.14,274,15.3009,1370000,1970.33,-10655.2431640625,156.4922,274
2307.73,275,15.3049,1375000,1946.38,-10717.5654296875,156.7024,275
2326.21,276,15.346,1380000,1968.66,-10702.4404296875,156.6197,276
2285.26,277,15.2407,1385000,1962.55,-10735.4638671875,156.668,277
2293.88,278,15.4867,1390000,1961.88,-10798.5498046875,156.7246,278
2311.67,279,15.4376,1395000,1963.27,-10802.8037109375,156.6541,279
2292.69,280,15.296,1400000,1962.12,-10819.5361328125,156.7,280
2299.82,281,15.4464,1405000,1953.16,-10855.1416015625,156.6631,281
2306.68,282,15.4868,1410000,1943.11,-10888.03515625,156.6284,282
2310.62,283,15.3057,1415000,1953.94,-10888.2470703125,156.5043,283
2307.58,284,15.3808,1420000,1948.34,-10912.6494140625,156.9529,284
2296.05,285,15.3243,1425000,1940.06,-10957.009765625,156.5939,285
2292.5,286,15.3057,1430000,1958.51,-10961.4052734375,156.6864,286
2313.54,287,15.4454,1435000,1966.77,-10997.359375,156.8035,287
2291.25,288,15.5652,1440000,1963.36,-11012.533203125,156.5641,288
2288.71,289,15.5115,1445000,1937.85,-11014.3447265625,156.7042,289
2306.69,290,15.4424,1450000,1946.08,-11042.7744140625,156.7231,290
2318.08,291,15.469,1455000,1937.1,-11099.6416015625,156.6684,291
2301.56,292,15.4118,1460000,1950.11,-11089.18359375,156.6556,292
2308.87,293,15.5702,1465000,1955.39,-11112.9609375,156.5082,293
2312.25,294,15.3988,1470000,1957.63,-11131.3486328125,156.6756,294
2320.44,295,15.4267,1475000,1968.38,-11147.40234375,156.6485,295
2290.86,296,15.4009,1480000,1962.81,-11189.2978515625,156.7618,296
2295.91,297,15.3194,1485000,1911.56,-11156.677734375,156.8702,297
2330.97,298,15.3306,1490000,1963.38,-11179.181640625,156.5192,298
2318.81,299,15.5358,1495000,1965.74,-11223.9853515625,156.5985,299
2306.41,300,15.4477,1500000,1968.76,-11226.130859375,156.627,300
2305.45,301,15.43,1505000,1981.86,-11271.12890625,156.6891,301
2297.66,302,15.4281,1510000,1945.61,-11274.1513671875,156.6927,302
2318.88,303,15.4313,1515000,1978.18,-11284.7333984375,156.6213,303
2306.93,304,15.4301,1520000,1965.83,-11322.603515625,156.6966,304
2304.02,305,15.4257,1525000,1963.58,-11326.4296875,156.657,305
2318.87,306,15.5435,1530000,1985.86,-11350.828125,156.4743,306
2319.96,307,15.5438,1535000,1979.74,-11394.2783203125,156.697,307
2319.06,308,15.4032,1540000,1976.9,-11389.0185546875,156.5181,308
2333.97,309,15.4579,1545000,1982.67,-11413.80859375,156.4614,309
2330.98,310,15.6101,1550000,1984.7,-11422.0224609375,156.6711,310
2306.27,311,15.4193,1555000,1958.28,-11494.00390625,156.7172,311
2338.21,312,15.5715,1560000,1989.93,-11497.7802734375,156.5527,312
2309.82,313,15.3976,1565000,1961.53,-11506.021484375,156.5736,313
2311.33,314,15.3891,1570000,1967.79,-11520.517578125,156.6673,314
2297.19,315,15.2954,1575000,1942.75,-11504.6943359375,156.6196,315
2311.25,316,15.3531,1580000,1964.93,-11552.4140625,156.5969,316
2323.45,317,15.4601,1585000,1979.31,-11560.6806640625,156.6828,317
2325.3,318,15.3691,1590000,1982.95,-11581.8828125,156.6502,318
2341.62,319,15.4129,1595000,1978.85,-11592.5673828125,156.658,319
2327.92,320,15.5843,1600000,1970.91,-11619.56640625,156.6341,320
2320.56,321,15.4887,1605000,1969.66,-11642.0419921875,156.7536,321
2314.92,322,15.4299,1610000,1964.61,-11660.232421875,156.5367,322
2320.99,323,15.3997,1615000,1978.72,-11674.1162109375,156.5088,323
2313.68,324,15.3829,1620000,1929.62,-11682.9921875,156.5467,324
2301.47,325,15.2519,1625000,1952.51,-11665.2939453125,156.5363,325
2324.88,326,15.3874,1630000,1962.47,-11712.759765625,156.6532,326
2339.12,327,15.5803,1635000,1975.65,-11774.5634765625,156.7046,327
2318.73,328,15.4744,1640000,1956.9,-11767.3759765625,156.6013,328
2332.93,329,15.3909,1645000,1971.6,-11747.3466796875,156.6067,329
2315.87,330,15.4783,1650000,1954.36,-11787.4814453125,156.6008,330
2333.83,331,15.5789,1655000,1963.03,-11819.6435546875,156.6687,331
2330.25,332,15.3382,1660000,1968.04,-11815.26171875,156.7269,332
2308.31,333,15.3376,1665000,1958.01,-11834.32421875,156.6538,333
2318.14,334,15.5411,1670000,1947.11,-11875.072265625,156.6822,334
2339.03,335,15.4788,1675000,1971.6,-11890.1708984375,156.5563,335
2342.1,336,15.5714,1680000,1976.34,-11912.2119140625,156.6858,336
2352.11,337,15.4379,1685000,1985.4,-11903.1083984375,156.4942,337
2307.6,338,15.565,1690000,1989.8,-11935.1591796875,156.6746,338
2331.31,339,15.5373,1695000,1968.55,-11955.4521484375,156.5477,339
2346.23,340,15.4328,1700000,1987.32,-11989.251953125,156.546,340
2334.79,341,15.2865,1705000,1981.9,-11996.5595703125,156.7005,341
2326.27,342,15.6213,1710000,1970.86,-12022.8134765625,156.5993,342
2331.98,343,15.2772,1715000,1971.06,-12047.5224609375,156.4842,343
2327.11,344,15.3016,1720000,1969.59,-12076.677734375,156.6348,344
2333.96,345,15.4209,1725000,1952.93,-12069.765625,156.5793,345
2331.45,346,15.3829,1730000,1989.44,-12107.515625,156.488,346
2330.39,347,15.4303,1735000,1943.21,-12115.9423828125,156.5895,347
2336.24,348,15.4253,1740000,1973.71,-12156.0634765625,156.5688,348
2345.54,349,15.3294,1745000,1955.62,-12140.2392578125,156.577,349
2352.44,350,15.4802,1750000,1963.54,-12208.4296875,156.4328,350
2344.09,351,15.3583,1755000,1988.41,-12214.169921875,156.6309,351
2341.84,352,15.3135,1760000,1966.92,-12221.94921875,156.6077,352
2356.62,353,15.3236,1765000,1979.64,-12200.130859375,156.5452,353
2338.24,354,15.2629,1770000,1961.27,-12234.71484375,156.6205,354
2350.17,355,15.1831,1775000,1964.14,-12284.228515625,156.6703,355
2349.09,356,15.5872,1780000,1973.42,-12322.5087890625,156.4934,356
2332.04,357,15.2346,1785000,1968.17,-12266.5791015625,156.5579,357
2347.49,358,15.2707,1790000,1949.49,-12290.5224609375,156.6361,358
2332.12,359,15.3408,1795000,1948.69,-12314.205078125,156.6346,359
2343.26,360,15.3299,1800000,1966.88,-12377.619140625,156.6247,360
2327.6,361,15.4329,1805000,1959.58,-12417.953125,156.5333,361
2339.99,362,15.3891,1810000,1940.01,-12391.5146484375,156.4832,362
2345.22,363,15.3318,1815000,1934.29,-12425.5830078125,156.527,363
2349.53,364,15.2139,1820000,1925.95,-12420.9189453125,156.6254,364
2345.08,365,15.3268,1825000,1985.31,-12459.5234375,156.5102,365
2323.14,366,15.4423,1830000,1965.48,-12503.6416015625,156.5703,366
2346.7,367,15.42,1835000,1957.86,-12523.640625,156.481,367
2333.67,368,15.3186,1840000,1952.66,-12517.603515625,156.6502,368
2332.92,369,15.3263,1845000,1973.67,-12530.859375,156.5344,369
2343.48,370,15.219,1850000,1978.11,-12561.1298828125,156.6258,370
2340.59,371,15.4108,1855000,1987.49,-12567.83984375,156.5707,371
2327.38,372,15.2255,1860000,1952.01,-12597.0888671875,156.6095,372
2322.68,373,15.158,1865000,1974.47,-12611.3876953125,156.6675,373
2316.66,374,15.2906,1870000,1969.02,-12604.7265625,156.548,374
2352.83,375,15.3487,1875000,1990.69,-12651.404296875,156.6265,375
2335.61,376,15.317,1880000,1974.04,-12656.3603515625,156.6683,376
2323.15,377,15.3694,1885000,1970.95,-12687.318359375,156.5334,377
2328.8,378,15.4559,1890000,1965.49,-12700.11328125,156.6321,378
2319.45,379,15.1524,1895000,1977.46,-12686.953125,156.6019,379
2347.24,380,15.3588,1900000,1974.35,-12718.271484375,156.518,380
2343.35,381,15.4873,1905000,1930.2,-12813.7197265625,156.7977,381
2327.18,382,15.416,1910000,1948.8,-12756.1748046875,156.54,382
2333.34,383,15.5144,1915000,1983.47,-12793.697265625,156.6312,383
2310.75,384,15.3227,1920000,1975.08,-12836.998046875,156.6177,384
2324.72,385,15.3762,1925000,1966.26,-12843.4345703125,156.6866,385
2334.77,386,15.3138,1930000,1982.7,-12864.5859375,156.6114,386
