Itration,Running Reverse KL,Running Forward KL,Real Det Return,Reward Loss,Running Update Time,Real Sto Return,Running Env Steps
125,20.5629,147.6676,10013.4,-3026.4189453125,125,9473.3,625000
126,21.7921,148.2188,10665.4,-2994.521728515625,126,10145.05,630000
127,22.1678,148.6917,10738.97,-2905.345458984375,127,10246.37,635000
128,20.2702,147.9778,10070.87,-3103.891357421875,128,9671.48,640000
129,19.883,148.2691,10672.15,-3085.30322265625,129,10073.33,645000
130,21.1494,147.6591,10598.47,-2947.08740234375,130,10122.73,650000
131,21.2951,148.0671,10475.93,-2996.238525390625,131,10102.22,655000
132,20.1837,146.8085,10788.92,-3085.689697265625,132,10134.81,660000
133,21.6551,148.8027,10655.68,-3051.504150390625,133,10252.39,665000
134,21.7854,147.7481,10778.08,-3175.483642578125,134,10346.18,670000
135,21.28,147.8178,10577.93,-3206.466552734375,135,10027.06,675000
136,21.9466,149.2124,9843.46,-3320.06103515625,136,9494.74,680000
137,20.8238,147.7456,10751.47,-3234.583251953125,137,10243.5,685000
138,21.6428,146.9971,10870.54,-3193.5400390625,138,10443.11,690000
139,21.4072,147.9162,10904.56,-3236.408203125,139,10417.98,695000
140,21.3752,147.6217,10924.44,-3248.619140625,140,10461.78,700000
141,20.6515,146.7663,10789.63,-3179.629150390625,141,10283.63,705000
142,19.6203,147.7463,9601.94,-3517.641357421875,142,9193.39,710000
143,21.5553,148.3626,10596.37,-3346.02978515625,143,10099.58,715000
144,22.5484,148.204,10695.72,-3391.404296875,144,10303.59,720000
145,20.5212,147.479,10299.79,-3402.244140625,145,10069.64,725000
146,20.0244,146.1143,10865.44,-3496.01318359375,146,9777.98,730000
147,20.6047,146.8986,10533.05,-3272.454345703125,147,10127.86,735000
148,20.8558,147.38,10578.78,-3525.337890625,148,9882.62,740000
149,20.6831,146.147,10760.0,-3425.498291015625,149,10410.49,745000
150,20.546,146.3515,10993.1,-3534.1943359375,150,9998.84,750000
151,21.4297,146.7732,10950.64,-3601.2216796875,151,10076.86,755000
152,21.2965,147.113,10673.01,-3524.392578125,152,9932.1,760000
153,21.938,146.9291,10847.96,-3603.7001953125,153,10456.83,765000
154,20.7867,146.2044,10950.37,-3628.440673828125,154,10444.03,770000
155,19.6133,146.1615,10428.13,-3649.805908203125,155,10256.36,775000
156,21.4666,146.7156,10963.35,-3659.0771484375,156,10083.39,780000
157,21.0283,147.3854,10543.2,-3674.6708984375,157,10217.34,785000
158,19.7135,146.4861,11057.45,-3781.156005859375,158,9883.06,790000
159,21.8503,146.577,10979.3,-3708.818359375,159,10550.57,795000
160,18.9746,145.9131,11014.74,-3759.379638671875,160,8509.62,800000
161,21.5579,147.4406,10965.81,-3746.452880859375,161,10321.06,805000
162,20.8222,147.6368,10514.58,-3924.09521484375,162,9875.39,810000
163,20.412,146.2611,11035.41,-3821.25048828125,163,10560.71,815000
164,20.522,146.2104,11186.2,-3773.840576171875,164,10689.05,820000
165,20.1267,146.9791,10796.22,-4027.08349609375,165,10086.4,825000
166,21.3149,147.5254,10925.97,-3972.427001953125,166,10103.46,830000
167,22.1517,148.1097,10589.69,-3964.915283203125,167,10225.62,835000
168,20.9962,145.8997,11188.3,-3969.22509765625,168,10678.51,840000
169,19.656,144.9492,11062.92,-4005.4951171875,169,10269.06,845000
170,20.3699,147.2376,10658.07,-4068.224853515625,170,9546.36,850000
171,20.8747,146.9768,11027.95,-4110.9638671875,171,10199.46,855000
172,18.8933,146.7103,10849.14,-4148.4912109375,172,9843.73,860000
173,21.1108,146.1065,10493.84,-4139.259765625,173,10485.36,865000
174,21.5936,146.6826,10981.43,-4082.61962890625,174,9992.01,870000
175,20.8974,148.5344,10496.39,-4371.326171875,175,10111.74,875000
176,19.7488,145.3338,10972.26,-4201.88134765625,176,10166.98,880000
177,18.5082,145.6954,10281.43,-4299.25537109375,177,10108.14,885000
178,21.0843,147.0314,11112.97,-4224.8544921875,178,10647.37,890000
179,21.1611,147.4552,10727.2,-4305.85205078125,179,10312.4,895000
180,20.9048,146.9629,11044.23,-4132.6044921875,180,10543.4,900000
181,19.3982,147.8148,10441.88,-4539.33935546875,181,9742.69,905000
182,21.7177,146.2964,11021.38,-4335.5107421875,182,10540.54,910000
183,21.2927,146.2471,11101.33,-4258.552734375,183,10698.88,915000
184,22.5812,147.1452,11106.5,-4438.61083984375,184,10737.1,920000
185,21.4518,148.1973,10883.48,-4478.26708984375,185,10488.33,925000
186,20.3204,146.884,11002.78,-4335.73828125,186,10619.74,930000
187,19.0347,146.8992,9640.14,-4563.4033203125,187,9221.24,935000
188,20.8165,145.6356,11162.41,-4425.5791015625,188,10761.16,940000
189,21.2144,145.9579,11097.89,-4538.99658203125,189,10411.01,945000
190,20.7756,147.0053,11315.55,-4681.267578125,190,10684.62,950000
191,20.9554,146.4838,11097.67,-4437.23583984375,191,10695.59,955000
192,21.5684,146.5643,11265.58,-4553.7587890625,192,10856.48,960000
193,19.9019,146.0728,10782.88,-4754.80908203125,193,9798.73,965000
194,20.3106,145.8343,11091.76,-4702.8232421875,194,10633.36,970000
195,20.3029,147.0498,10901.03,-4791.86328125,195,10463.82,975000
196,21.2632,146.5938,10913.61,-4815.44482421875,196,10612.91,980000
197,22.0305,146.4331,11098.84,-4687.40576171875,197,10793.28,985000
198,21.6371,148.5073,10393.28,-4821.58984375,198,10202.82,990000
199,20.6763,146.6836,10956.68,-4763.3408203125,199,10567.68,995000
200,21.7509,145.7691,11174.81,-4823.89990234375,200,10828.53,1000000
201,21.4,146.1147,11079.02,-4896.93017578125,201,10697.65,1005000
202,21.8575,146.5939,11204.21,-4920.51513671875,202,10857.19,1010000
203,21.4413,146.71,11204.5,-4999.29638671875,203,10764.13,1015000
204,21.6415,146.6764,11007.66,-4899.85546875,204,10681.03,1020000
205,21.775,146.1686,11293.95,-4989.7275390625,205,10883.91,1025000
206,21.4761,146.707,11105.07,-5095.64697265625,206,10681.69,1030000
207,21.3699,146.9324,11167.79,-5143.08251953125,207,10742.93,1035000
208,21.4043,146.6981,11115.29,-5113.56396484375,208,10741.3,1040000
209,21.6397,146.5616,11265.15,-5143.21875,209,10869.17,1045000
210,21.3223,145.958,11291.13,-5166.41357421875,210,10854.45,1050000
211,22.3498,146.5625,11081.28,-5201.921875,211,10686.46,1055000
212,22.5326,147.1581,11109.72,-5259.49609375,212,10803.34,1060000
213,22.0696,146.5691,11186.23,-5318.1494140625,213,10786.78,1065000
214,20.785,146.451,11192.15,-5300.1416015625,214,10897.54,1070000
215,21.5743,146.5903,10861.35,-5318.94091796875,215,10565.79,1075000
216,21.172,146.5898,11037.34,-5328.6201171875,216,10679.26,1080000
217,21.0595,146.1048,11297.69,-5334.2060546875,217,10995.41,1085000
218,21.5424,146.292,11168.79,-5499.4189453125,218,10756.65,1090000
219,21.9709,145.7919,11185.9,-5345.80517578125,219,10915.9,1095000
220,21.8895,146.3012,11020.28,-5499.001953125,220,10734.15,1100000
221,22.0604,146.1021,11051.83,-5407.7900390625,221,10737.41,1105000
222,21.7079,146.035,11275.83,-5446.57666015625,222,10529.79,1110000
223,21.8504,145.6466,11063.12,-5495.65673828125,223,10781.98,1115000
224,22.0357,146.0751,11376.6,-5548.046875,224,10736.79,1120000
225,21.8502,145.6415,11143.63,-5605.80224609375,225,10797.83,1125000
226,21.2601,146.0264,11371.13,-5553.5947265625,226,10899.95,1130000
227,21.1712,146.2152,11117.01,-5585.68310546875,227,10870.77,1135000
228,21.598,145.9649,11188.04,-5711.208984375,228,10863.65,1140000
229,22.1141,146.3049,11032.48,-5739.8017578125,229,10701.54,1145000
230,21.7519,146.9856,11078.74,-5728.240234375,230,10779.52,1150000
231,22.1029,146.5783,11050.2,-5746.9921875,231,10750.38,1155000
232,22.2937,146.5285,11034.18,-5921.6962890625,232,10708.82,1160000
233,22.429,146.0898,11146.19,-5913.20361328125,233,10850.48,1165000
234,22.2152,146.9063,10999.11,-5919.5791015625,234,10678.51,1170000
235,22.0344,146.6488,11194.02,-5967.041015625,235,10837.93,1175000
236,22.0149,146.4287,11044.64,-5960.8046875,236,10734.98,1180000
237,22.0686,146.7424,10984.59,-5950.4482421875,237,10709.47,1185000
238,22.3582,146.2231,11194.14,-5996.21728515625,238,10834.85,1190000
239,21.7209,147.1218,11021.97,-6113.5400390625,239,10671.53,1195000
240,21.6189,145.911,11101.56,-5902.1064453125,240,10746.73,1200000
241,22.2323,147.3906,11031.74,-6017.3720703125,241,10749.83,1205000
242,21.3758,146.2824,11045.68,-6123.94970703125,242,10768.66,1210000
243,21.6432,147.248,10676.17,-6076.80029296875,243,10459.72,1215000
244,22.1397,147.5901,11235.91,-6277.93701171875,244,10830.76,1220000
245,22.4095,147.004,11047.75,-6239.0390625,245,10801.57,1225000
246,22.0185,146.6118,11102.0,-6468.130859375,246,10541.24,1230000
247,22.091,146.9205,11208.0,-6366.0927734375,247,10779.14,1235000
248,22.0195,147.0734,10954.73,-6414.80908203125,248,10662.29,1240000
249,22.3147,146.5833,11032.53,-6549.5244140625,249,10732.07,1245000
250,21.5154,146.23,11259.12,-6389.828125,250,10850.93,1250000
251,21.6704,146.5905,11168.28,-6470.7177734375,251,10517.66,1255000
252,21.2738,145.7384,11341.39,-6443.5029296875,252,10998.6,1260000
253,21.3972,146.7266,11099.23,-6529.81005859375,253,10801.44,1265000
254,21.6295,146.4013,10943.93,-6556.6083984375,254,10630.0,1270000
255,21.5426,145.6165,11255.01,-6511.60205078125,255,10425.37,1275000
256,21.4298,146.9777,11008.32,-6593.49169921875,256,10582.65,1280000
257,21.0621,145.3461,11126.14,-6590.53955078125,257,10904.79,1285000
258,21.3018,145.5729,11261.3,-6756.66845703125,258,10748.04,1290000
259,21.8018,146.5632,11283.59,-6810.03564453125,259,10362.91,1295000
260,21.0325,145.4968,11214.19,-6672.9931640625,260,10779.96,1300000
261,21.7619,147.1256,11101.18,-6832.81640625,261,10748.57,1305000
262,21.7907,145.1802,11393.31,-6745.93359375,262,9534.03,1310000
263,21.5197,145.9074,10944.71,-6768.0234375,263,9912.27,1315000
264,21.5298,145.3451,10995.45,-6796.52197265625,264,10722.75,1320000
265,21.0392,145.3408,10373.56,-6710.7646484375,265,9815.45,1325000
266,21.7863,145.9795,9484.03,-6813.06591796875,266,10478.78,1330000
267,21.5269,145.6443,9933.54,-6960.59033203125,267,10540.87,1335000
268,20.888,145.8697,10698.61,-6851.62451171875,268,10668.76,1340000
269,20.0396,145.4057,9442.92,-6898.97265625,269,10064.1,1345000
270,20.4239,145.7924,10542.5,-7191.572265625,270,10065.18,1350000
271,20.8913,146.6556,10883.09,-7138.63525390625,271,10276.17,1355000
272,20.9082,146.6546,10133.69,-6947.5078125,272,9751.02,1360000
273,19.8985,146.4409,10619.55,-7215.14111328125,273,10883.98,1365000
274,21.5322,146.0816,11304.17,-7022.05517578125,274,10507.56,1370000
275,20.3444,145.2512,10577.73,-7012.67236328125,275,10634.39,1375000
276,21.2205,145.6173,9880.57,-6990.962890625,276,10092.25,1380000
277,20.5856,145.4668,11121.16,-7064.95654296875,277,10740.04,1385000
278,19.8874,144.6806,11215.82,-7145.52197265625,278,10751.39,1390000
279,21.5139,144.9677,11076.63,-7161.28076171875,279,10726.03,1395000
280,21.1463,144.9641,11352.65,-7102.265625,280,10822.82,1400000
281,22.0951,146.6058,11387.99,-7333.9814453125,281,10948.03,1405000
282,21.6742,145.7592,11197.47,-7073.13623046875,282,10770.94,1410000
283,21.5,145.3216,11246.11,-7209.55908203125,283,10937.41,1415000
284,20.9274,145.0036,11287.5,-7097.8095703125,284,10384.99,1420000
285,21.0108,145.137,11474.79,-7339.22314453125,285,10968.63,1425000
286,21.0449,144.2063,11539.33,-7217.74169921875,286,11022.1,1430000
287,20.6367,144.163,11480.28,-7143.96923828125,287,11133.91,1435000
288,19.7217,145.833,11360.29,-7381.16650390625,288,11036.27,1440000
289,20.6996,145.0955,11516.85,-7346.408203125,289,11078.04,1445000
290,22.0349,145.9963,11312.5,-7338.8310546875,290,10772.03,1450000
291,20.2883,144.3337,11568.54,-7319.02734375,291,11202.13,1455000
292,20.989,144.7288,11364.58,-7479.6328125,292,10993.06,1460000
293,20.327,145.492,11634.52,-7432.44580078125,293,10518.71,1465000
294,21.4304,144.5379,11619.25,-7481.34619140625,294,11204.54,1470000
295,20.9932,144.8662,11507.72,-7382.3076171875,295,10999.54,1475000
296,21.0132,145.1139,11564.99,-7504.75244140625,296,11147.62,1480000
297,21.1808,145.435,11485.59,-7509.61767578125,297,11064.99,1485000
298,20.5744,145.0848,11421.45,-7545.22314453125,298,11042.74,1490000
299,20.1967,144.7147,11416.26,-7484.3525390625,299,10346.82,1495000
300,20.3594,145.0869,11556.63,-7576.83935546875,300,11120.8,1500000
301,19.9134,144.2788,11302.41,-7578.765625,301,10981.6,1505000
302,21.3344,145.1123,11482.92,-7795.07666015625,302,11052.2,1510000
303,20.4313,145.0332,11540.29,-7577.49658203125,303,11083.77,1515000
304,19.0785,144.9194,11582.59,-7709.40380859375,304,11006.07,1520000
305,20.85,144.749,11514.68,-7661.908203125,305,10950.19,1525000
306,20.5848,145.0492,11411.95,-7863.98681640625,306,10953.16,1530000
307,19.6601,144.9227,11611.43,-7737.37939453125,307,10037.19,1535000
308,20.8412,144.6356,11513.36,-7777.89892578125,308,11074.04,1540000
309,20.3428,144.7477,10922.84,-7852.154296875,309,11011.47,1545000
310,19.8704,144.9317,11439.37,-7885.572265625,310,10760.93,1550000
311,20.1173,145.6119,11429.29,-7985.9140625,311,10294.5,1555000
312,19.6154,145.1298,11534.49,-7961.65087890625,312,10891.93,1560000
313,20.2,145.5191,11338.57,-7977.4775390625,313,10824.29,1565000
314,20.6568,145.066,11698.43,-8015.7919921875,314,10876.97,1570000
315,20.6913,144.6617,11669.06,-7931.6279296875,315,11099.42,1575000
316,20.6336,144.7972,11772.83,-7977.9892578125,316,10264.1,1580000
317,20.5656,144.5242,11587.39,-7939.15478515625,317,11182.08,1585000
318,19.2392,145.0508,11490.63,-8065.3994140625,318,11119.91,1590000
319,20.3733,144.4329,11749.56,-7954.72216796875,319,11207.87,1595000
320,20.5947,144.8793,11467.53,-8181.1142578125,320,11212.15,1600000
321,19.6679,144.785,11533.87,-8059.2138671875,321,10875.39,1605000
322,20.607,145.117,11429.02,-8097.27490234375,322,11105.92,1610000
323,18.9095,145.4537,11322.58,-8009.69580078125,323,11087.13,1615000
324,18.8419,145.1254,11256.17,-8136.8310546875,324,11084.96,1620000
325,18.3151,144.0408,11427.3,-7985.63525390625,325,9087.67,1625000
326,21.7916,145.5066,11433.42,-8156.3740234375,326,10959.05,1630000
327,18.2789,144.6986,11155.38,-8055.986328125,327,10263.29,1635000
328,20.5063,144.0419,11492.6,-8265.673828125,328,10877.65,1640000
329,19.892,144.4929,11592.73,-8225.5283203125,329,9843.13,1645000
330,19.9885,144.1274,10761.91,-8211.5712890625,330,10174.99,1650000
331,18.0906,144.9873,10022.92,-8204.560546875,331,10087.25,1655000
332,19.3747,145.2372,10682.84,-8386.439453125,332,9089.31,1660000
333,18.4784,145.4291,10365.25,-8306.953125,333,9367.17,1665000
334,18.6626,145.2731,11000.19,-8280.1279296875,334,10182.56,1670000
335,16.7027,146.1621,9980.01,-8243.072265625,335,9398.19,1675000
336,17.4135,146.2241,9347.03,-8382.822265625,336,8736.75,1680000
337,17.4547,145.8666,9608.55,-8266.646484375,337,8266.49,1685000
338,18.3568,145.7914,8926.82,-8279.6630859375,338,8729.27,1690000
339,16.2748,146.1339,8942.74,-8443.3466796875,339,8660.58,1695000
340,17.6947,145.2662,10334.8,-8437.9794921875,340,9815.5,1700000
341,17.9451,145.9274,9806.77,-8329.578125,341,8903.86,1705000
342,17.3463,146.1082,10248.9,-8395.1865234375,342,9663.92,1710000
343,17.7362,146.9132,10430.81,-8581.0810546875,343,9530.98,1715000
344,20.2209,145.6338,11264.88,-8602.7548828125,344,10530.44,1720000
345,19.6039,145.6089,10318.05,-8433.0888671875,345,8096.17,1725000
346,17.6254,145.3959,8315.23,-8544.0029296875,346,9357.45,1730000
347,16.0836,147.3943,5753.09,-8679.4638671875,347,5657.84,1735000
348,17.2283,146.6252,9933.07,-8887.7568359375,348,7158.01,1740000
349,18.4254,145.6779,9533.34,-8705.8037109375,349,9766.08,1745000
350,18.6737,146.6106,11079.94,-8722.26953125,350,10458.81,1750000
351,18.0336,145.5545,10460.28,-8585.60546875,351,9238.93,1755000
352,19.8553,145.5573,11005.71,-8582.4296875,352,10692.73,1760000
353,20.1563,145.3193,11106.0,-8719.130859375,353,10593.81,1765000
354,18.0516,145.9622,10786.93,-8619.5419921875,354,10471.19,1770000
355,19.738,145.5098,10593.88,-8571.955078125,355,9937.71,1775000
356,21.0904,144.8426,11644.49,-8695.0458984375,356,11238.75,1780000
357,17.7732,145.646,10534.31,-8713.0126953125,357,9261.71,1785000
358,18.7331,146.0089,10774.51,-8501.80859375,358,10129.58,1790000
359,20.3527,144.9932,11579.22,-8359.4384765625,359,10735.67,1795000
360,19.4694,146.1041,10710.5,-8906.578125,360,9490.16,1800000
361,18.8018,144.8674,11229.81,-8670.4384765625,361,8344.5,1805000
362,25.0043,146.1516,11170.34,-8693.6337890625,362,10988.78,1810000
363,18.948,144.3876,11494.33,-8541.3994140625,363,11185.16,1815000
364,20.5225,145.8228,10340.12,-8723.5029296875,364,10567.03,1820000
365,20.202,145.5014,11659.92,-8765.40625,365,10370.32,1825000
366,19.9297,145.9999,11394.2,-8659.751953125,366,10823.35,1830000
367,19.6692,144.7338,11804.21,-8533.625,367,11114.19,1835000
368,20.932,144.7969,11586.38,-9001.2890625,368,10848.56,1840000
369,20.7986,145.7331,11268.05,-8941.6533203125,369,10647.28,1845000
370,20.0862,145.2628,11680.92,-8921.318359375,370,11153.13,1850000
371,20.1004,146.4082,11359.85,-8506.37109375,371,10081.35,1855000
372,21.4414,145.9816,11771.63,-8840.25390625,372,10749.19,1860000
373,20.4181,145.2964,11605.45,-9100.1728515625,373,10136.24,1865000
374,20.2632,145.862,11421.16,-8564.1181640625,374,10462.7,1870000
375,19.7975,144.9286,11702.93,-8893.556640625,375,10793.32,1875000
376,21.4246,145.3497,10745.08,-9240.458984375,376,11328.78,1880000
377,21.3637,146.3006,10862.02,-9081.0341796875,377,10940.64,1885000
378,20.7005,145.8297,11487.55,-8951.912109375,378,11054.66,1890000
379,21.7067,146.45,11376.49,-9308.244140625,379,9829.96,1895000
380,21.277,145.6563,11485.26,-9263.181640625,380,10983.48,1900000
381,21.2405,145.998,11603.96,-9125.7587890625,381,11265.89,1905000
382,19.762,145.2872,11417.03,-9109.7890625,382,11121.48,1910000
383,20.0956,145.7851,11220.93,-9160.42578125,383,10617.11,1915000
384,21.5434,145.4112,11618.98,-9299.296875,384,11010.14,1920000
