Running Reverse KL,Running Update Time,Reward Loss,Real Det Return,Real Sto Return,Running Env Steps,Itration,Running Forward KL
16.8082,45,-218.22076416015625,3527.85,3001.27,225000,45,17.2959
21.1677,46,-317.2076110839844,3460.09,2160.99,230000,46,17.1249
17.6891,47,-248.67225646972656,3148.75,2325.94,235000,47,16.8155
11.7733,48,-74.7400894165039,3512.78,2781.94,240000,48,16.5238
14.3037,49,-165.0125274658203,3543.71,3454.88,245000,49,17.0348
11.8392,50,3.1773905754089355,3549.81,3428.87,250000,50,17.183
12.5372,51,-83.51118469238281,3533.4,3358.37,255000,51,17.0628
12.1495,52,-78.13822174072266,3561.35,3510.92,260000,52,17.5902
15.7199,53,-199.32589721679688,3585.22,2988.93,265000,53,19.1577
19.4683,54,-375.3826904296875,2895.83,2112.38,270000,54,17.5373
11.4527,55,-82.59751892089844,3533.99,3541.99,275000,55,17.3273
12.2709,56,-67.17129516601562,3523.14,3478.44,280000,56,17.5136
11.2092,57,-37.63664245605469,3568.9,3484.85,285000,57,16.6739
11.8767,58,-57.876895904541016,3545.92,3418.94,290000,58,17.7172
12.2771,59,-50.03367233276367,3557.13,3517.28,295000,59,17.1338
13.4121,60,-171.2677459716797,3567.81,3310.0,300000,60,17.0869
12.4393,61,-136.6648406982422,3464.15,3295.73,305000,61,16.6805
12.1772,62,-55.94131851196289,3522.44,3421.27,310000,62,17.1903
12.8749,63,-35.339141845703125,3530.53,3326.79,315000,63,17.5243
12.1469,64,-81.39807891845703,3566.47,3246.56,320000,64,16.7798
14.6487,65,-196.45550537109375,3533.29,2870.07,325000,65,17.3591
13.2975,66,-90.6668472290039,3562.22,2745.76,330000,66,18.7633
10.2715,67,-113.4297866821289,3400.92,3262.28,335000,67,16.0946
11.0437,68,-101.83831024169922,3552.89,3506.38,340000,68,16.5631
12.1205,69,-158.56930541992188,3485.9,3382.36,345000,69,17.3068
14.0457,70,-195.5645294189453,3540.51,3175.04,350000,70,17.8129
12.2004,71,-128.58045959472656,3544.67,3502.58,355000,71,17.2097
11.6207,72,-91.89396667480469,3514.27,3503.76,360000,72,16.9204
12.209,73,-119.81399536132812,3516.25,3258.59,365000,73,17.0354
11.3248,74,-138.83555603027344,3546.49,3484.2,370000,74,16.5541
13.5185,75,-172.23606872558594,3527.97,3188.33,375000,75,17.4684
12.6416,76,-143.12994384765625,3559.59,3370.18,380000,76,16.77
11.0884,77,-117.25301361083984,3564.98,3427.56,385000,77,16.6791
10.7293,78,-142.469482421875,3531.6,3494.26,390000,78,16.5796
10.6265,79,-137.42483520507812,3491.7,3414.3,395000,79,15.9096
11.3479,80,-131.11026000976562,3516.39,3116.8,400000,80,16.7786
9.818,81,-151.4179229736328,3533.52,3425.99,405000,81,16.6397
11.0998,82,-148.17018127441406,3535.04,3491.91,410000,82,16.3157
12.4365,83,-284.0995788574219,3544.31,3308.97,415000,83,17.5753
11.3356,84,-128.40496826171875,3498.95,3275.73,420000,84,16.5204
12.2879,85,-182.1274871826172,3530.09,3493.21,425000,85,17.0093
11.0202,86,-160.81011962890625,3511.73,3432.87,430000,86,16.3221
10.9998,87,-172.6612548828125,3488.78,3381.44,435000,87,16.668
12.4636,88,-197.9046630859375,3548.57,3503.97,440000,88,18.2603
11.8734,89,-190.08587646484375,3527.97,3330.38,445000,89,16.7234
13.5996,90,-309.1007385253906,3538.06,1896.23,450000,90,18.2569
12.7243,91,-311.82427978515625,3535.09,3219.68,455000,91,17.6443
12.4864,92,-227.22206115722656,3490.71,3470.17,460000,92,17.2077
11.4064,93,-202.38967895507812,3527.14,3412.6,465000,93,16.659
12.1382,94,-290.5389099121094,3498.73,3248.57,470000,94,16.606
12.2538,95,-257.4039611816406,3523.25,3135.83,475000,95,17.3281
11.4001,96,-204.60964965820312,3166.72,2104.37,480000,96,16.711
11.1815,97,-226.44793701171875,3543.96,3443.31,485000,97,16.424
11.8964,98,-263.0556945800781,3515.7,3475.56,490000,98,16.823
12.4437,99,-267.76336669921875,3556.9,3522.5,495000,99,17.4855
11.4366,100,-263.8466491699219,3531.05,2981.0,500000,100,16.7465
12.0348,101,-268.4808044433594,3538.01,3508.22,505000,101,17.0508
11.479,102,-259.31268310546875,3520.09,3471.48,510000,102,16.6731
11.9629,103,-261.2294921875,3527.92,3489.97,515000,103,16.8482
11.8093,104,-264.2413635253906,3534.57,3495.91,520000,104,16.6749
11.2062,105,-277.0503845214844,3521.25,3457.98,525000,105,15.9744
11.7925,106,-305.8238525390625,3512.91,3400.38,530000,106,16.8674
11.7335,107,-417.5430603027344,3519.9,3072.52,535000,107,17.2649
12.0569,108,-321.4903259277344,3529.53,3494.82,540000,108,16.811
12.3774,109,-338.90362548828125,3521.59,3437.33,545000,109,17.1175
11.0026,110,-284.2466125488281,3542.91,3491.08,550000,110,16.5884
11.6356,111,-312.6185302734375,3554.01,3512.83,555000,111,16.9401
12.0928,112,-379.20361328125,3530.94,3387.49,560000,112,16.9643
11.575,113,-327.7829895019531,3497.3,3344.88,565000,113,16.757
11.1147,114,-362.1481628417969,3533.82,3432.97,570000,114,17.1522
11.9896,115,-473.76239013671875,3513.64,3271.66,575000,115,17.2255
11.5567,116,-328.4626159667969,3501.87,3455.39,580000,116,16.1497
11.7701,117,-420.68280029296875,3531.38,3255.57,585000,117,17.3975
10.2679,118,-370.8611145019531,416.4,885.62,590000,118,16.705
11.7747,119,-338.01605224609375,3526.95,3442.05,595000,119,17.0018
11.6151,120,-341.86212158203125,3524.71,3457.23,600000,120,16.7645
12.4559,121,-387.174072265625,3511.78,3481.58,605000,121,16.7121
11.6627,122,-344.1000061035156,3494.55,3382.8,610000,122,16.2273
12.0789,123,-424.96612548828125,3509.19,3474.89,615000,123,16.6478
11.6081,124,-427.65643310546875,3515.38,3232.83,620000,124,17.4429
11.7266,125,-391.48541259765625,3521.35,3495.11,625000,125,16.5809
11.6656,126,-457.747314453125,3535.01,3427.33,630000,126,17.5523
11.8685,127,-424.96087646484375,3524.28,3465.94,635000,127,16.8513
11.6158,128,-436.62200927734375,3540.55,3520.65,640000,128,17.3557
11.526,129,-400.278076171875,3501.65,3463.01,645000,129,16.6445
11.7005,130,-518.0354614257812,3519.67,3492.41,650000,130,17.1722
11.8555,131,-418.08367919921875,3531.8,3223.7,655000,131,17.0591
11.5018,132,-411.7900695800781,3503.89,3326.33,660000,132,16.3162
11.6798,133,-457.8293762207031,3506.19,3460.51,665000,133,17.0085
11.5366,134,-481.9599609375,3522.67,3480.34,670000,134,17.5908
12.4697,135,-517.9384155273438,3493.57,3462.37,675000,135,17.394
11.5103,136,-482.0953063964844,3525.8,3493.71,680000,136,17.129
11.359,137,-519.9488525390625,3547.99,3389.82,685000,137,17.405
12.9579,138,-641.2124633789062,3543.59,2826.81,690000,138,17.527
16.1644,139,-929.0469970703125,1511.93,1578.83,695000,139,20.2937
15.6936,140,-1010.4407348632812,3518.01,1679.36,700000,140,20.1342
11.5651,141,-589.1747436523438,3288.93,2453.85,705000,141,16.9282
10.5114,142,-488.3410949707031,3505.25,3453.68,710000,142,16.7608
12.0963,143,-623.9398193359375,3513.54,3298.4,715000,143,17.9695
11.2358,144,-551.8934936523438,3526.02,3496.13,720000,144,16.9987
11.3796,145,-427.997802734375,3509.97,3467.85,725000,145,17.3457
10.0992,146,-457.9673767089844,3520.78,3464.84,730000,146,15.9331
10.3005,147,-498.06854248046875,3489.85,3425.88,735000,147,16.7446
11.8644,148,-579.0786743164062,3534.15,3496.31,740000,148,17.3934
11.0701,149,-487.52154541015625,3520.9,3485.77,745000,149,16.4638
12.154,150,-746.4351806640625,3528.74,3392.67,750000,150,17.2271
11.3683,151,-666.02099609375,3506.13,3420.22,755000,151,17.0197
10.636,152,-518.2470092773438,3512.83,3455.78,760000,152,16.1821
11.5646,153,-634.883544921875,3513.54,3092.34,765000,153,17.3635
10.5216,154,-573.830322265625,3520.99,3435.83,770000,154,16.1865
11.4989,155,-578.6679077148438,3514.18,3256.23,775000,155,16.9587
11.5593,156,-644.57275390625,3518.45,3366.8,780000,156,17.5361
11.6437,157,-618.2535400390625,3530.31,3421.06,785000,157,17.5215
11.1861,158,-591.4721069335938,3527.65,3384.72,790000,158,16.9967
10.945,159,-588.6103515625,3551.85,3389.95,795000,159,16.9445
11.5574,160,-706.6569213867188,3517.0,3484.37,800000,160,17.5428
11.2285,161,-618.1331176757812,3533.27,3404.21,805000,161,16.9578
11.8556,162,-625.846923828125,3488.75,3239.74,810000,162,17.1509
13.23,163,-744.5219116210938,3521.17,2824.73,815000,163,17.5215
11.328,164,-684.7150268554688,3509.43,3434.56,820000,164,17.1335
10.8416,165,-560.9307861328125,3492.35,3251.42,825000,165,16.4941
10.904,166,-601.329345703125,3479.37,3450.42,830000,166,16.4855
14.5462,167,-916.7824096679688,3521.07,2859.28,835000,167,18.6491
10.8003,168,-630.1016845703125,3518.64,3369.99,840000,168,16.6793
12.3138,169,-698.076904296875,3565.52,2709.26,845000,169,17.6776
11.6843,170,-737.5419311523438,3542.08,3403.63,850000,170,17.3454
11.3129,171,-696.651611328125,3519.07,3198.36,855000,171,17.2496
11.4014,172,-694.0706176757812,3548.13,2507.27,860000,172,17.8031
12.5726,173,-759.7457885742188,3525.89,3255.48,865000,173,17.7052
11.7086,174,-750.6893920898438,3512.09,3097.6,870000,174,17.142
10.9052,175,-699.994384765625,3512.74,3358.13,875000,175,16.4998
10.4175,176,-672.186767578125,3517.25,3274.56,880000,176,17.1904
12.0058,177,-845.8723754882812,3517.27,3445.73,885000,177,17.5896
11.4603,178,-838.9827270507812,3537.87,3476.76,890000,178,18.2595
11.7598,179,-791.69189453125,3505.3,2945.2,895000,179,17.758
10.9037,180,-778.967529296875,3526.19,3262.19,900000,180,17.6879
11.1953,181,-740.0328369140625,3525.07,3506.37,905000,181,17.1908
11.657,182,-845.6927490234375,3537.43,3491.03,910000,182,17.0364
10.8874,183,-728.312255859375,3519.06,3483.12,915000,183,16.6548
11.6759,184,-795.579833984375,3519.58,2881.47,920000,184,17.7416
11.0025,185,-837.62353515625,3551.21,2924.2,925000,185,16.5711
16.0753,186,-912.0380249023438,3498.49,2979.97,930000,186,18.4437
11.7518,187,-845.355224609375,3528.5,3403.62,935000,187,17.3623
11.23,188,-820.8964233398438,3528.07,3364.4,940000,188,16.9109
11.0535,189,-919.2407836914062,3536.05,3227.62,945000,189,17.6723
12.2096,190,-978.3321533203125,3538.07,3508.4,950000,190,17.8359
12.3223,191,-883.888671875,3536.51,3410.68,955000,191,17.8052
10.7068,192,-732.4923706054688,3499.91,3483.2,960000,192,16.2621
11.2844,193,-808.9307250976562,3530.23,3065.12,965000,193,16.5484
10.9634,194,-889.58154296875,3518.42,3382.38,970000,194,17.1987
10.7086,195,-867.9196166992188,3515.05,3458.06,975000,195,17.1336
11.1865,196,-848.4852294921875,3525.02,3500.07,980000,196,16.9198
13.1375,197,-901.7289428710938,3556.98,2414.98,985000,197,18.5651
11.2632,198,-902.7481079101562,3506.6,3440.58,990000,198,17.0838
11.7643,199,-1014.78076171875,3526.67,3453.14,995000,199,17.5676
