Running Update Time,Reward Loss,Running Forward KL,Running Env Steps,Real Sto Return,Itration,Real Det Return,Running Reverse KL
763,-4513.32373046875,34.014,3815000,4898.24,763,5054.94,12.4524
764,-4673.29931640625,34.3993,3820000,4702.81,764,5054.9,12.5715
765,-4692.384765625,34.2344,3825000,4873.63,765,5033.08,12.5726
766,-4748.6220703125,34.1618,3830000,4898.11,766,5049.72,12.874
767,-4883.76513671875,34.3931,3835000,4571.24,767,4983.13,13.4711
768,-4552.06201171875,33.6598,3840000,4878.05,768,5061.51,12.5872
769,-4645.30419921875,34.2713,3845000,4939.77,769,5057.6,12.6809
770,-4595.07421875,34.2602,3850000,4766.23,770,4888.83,18.4575
771,-4563.02197265625,34.7017,3855000,4967.3,771,5166.99,12.4493
772,-4694.88037109375,34.0766,3860000,4923.99,772,5092.66,12.6663
773,-4641.1845703125,34.0637,3865000,4955.95,773,5078.3,12.7557
774,-5521.8857421875,35.3414,3870000,4378.3,774,4609.52,17.7287
775,-7811.27099609375,48.0291,3875000,615.61,775,671.5,29.4545
776,-6427.45703125,37.4011,3880000,2735.15,776,1205.8,32.2979
777,-7545.373046875,49.0366,3885000,625.53,777,607.0,49.4017
778,-6591.87158203125,40.1001,3890000,2225.58,778,3799.51,29.9454
779,-7278.712890625,44.7065,3895000,872.53,779,1324.36,45.9413
780,-7684.96875,47.107,3900000,514.39,780,291.48,54.1041
781,-7775.17529296875,42.9244,3905000,1439.28,781,1609.24,34.5443
782,-7052.1416015625,40.061,3910000,1937.25,782,3958.33,33.3291
783,-5571.22900390625,35.6234,3915000,4463.63,783,4734.45,22.4772
784,-4927.1845703125,35.1614,3920000,4597.88,784,4693.36,17.6428
785,-5294.873046875,35.7478,3925000,4581.04,785,4672.66,15.7957
786,-5409.83837890625,35.8941,3930000,4699.22,786,4827.73,16.9463
787,-5499.01025390625,35.5947,3935000,4647.08,787,4758.08,15.6213
788,-5033.8740234375,34.8101,3940000,4608.52,788,4909.34,14.0893
789,-5270.3330078125,35.8934,3945000,4742.66,789,4964.76,14.8381
790,-5178.28662109375,35.5281,3950000,4820.66,790,5041.3,14.8271
791,-5104.7158203125,35.3547,3955000,4820.58,791,5022.73,14.6128
792,-4961.01416015625,35.468,3960000,4806.71,792,4964.56,14.328
793,-5129.21435546875,35.7046,3965000,4769.88,793,4925.09,14.9699
794,-5355.86083984375,36.1315,3970000,4684.68,794,4918.53,14.8994
795,-5219.609375,35.2782,3975000,4768.95,795,4961.42,14.4788
796,-5332.36083984375,35.3272,3980000,4830.43,796,4978.92,14.2563
797,-5172.16845703125,34.7789,3985000,4828.13,797,5007.43,13.8923
798,-5320.19677734375,34.8338,3990000,4977.36,798,5140.37,13.6283
799,-4999.62890625,34.3304,3995000,4988.59,799,5166.8,13.701
800,-5072.35302734375,34.368,4000000,4997.3,800,5147.66,13.6574
801,-4977.46484375,33.6728,4005000,4989.77,801,5174.65,13.281
802,-5093.1259765625,34.1605,4010000,4947.58,802,5124.24,13.1433
803,-4953.67724609375,34.0223,4015000,4935.21,803,5125.79,13.0626
804,-5088.5576171875,34.0376,4020000,4988.37,804,5122.72,13.2788
805,-5078.8330078125,33.6538,4025000,4862.18,805,5094.35,13.2444
806,-5082.70556640625,33.989,4030000,4897.87,806,5152.88,13.3007
807,-5075.736328125,34.1879,4035000,4904.24,807,5084.24,12.9166
808,-5078.35498046875,34.0855,4040000,4845.97,808,5047.24,13.1115
809,-4890.51220703125,33.3766,4045000,4785.93,809,4967.55,12.837
810,-5023.81396484375,33.5203,4050000,4779.3,810,4994.19,12.6125
811,-5116.5107421875,33.6099,4055000,4750.95,811,4905.63,12.8757
812,-5155.49072265625,34.2416,4060000,4568.42,812,4919.39,12.7499
813,-5324.09619140625,33.9135,4065000,4629.66,813,4898.73,13.034
814,-5820.42333984375,34.2734,4070000,4788.04,814,4911.88,12.3565
815,-5227.85595703125,33.5251,4075000,4761.27,815,4931.71,13.1052
816,-4984.2353515625,33.9034,4080000,4928.1,816,5069.18,12.9194
817,-5113.4052734375,33.7615,4085000,5002.38,817,5175.78,13.0151
818,-5002.94970703125,32.7476,4090000,4897.35,818,5051.31,12.9332
819,-5102.1904296875,33.9268,4095000,4870.49,819,5134.65,13.2137
820,-4993.7265625,33.3986,4100000,4944.4,820,5095.14,12.5784
821,-4929.86865234375,33.3696,4105000,4972.15,821,5109.19,12.2891
822,-5220.673828125,33.7093,4110000,4847.56,822,5041.58,12.9853
823,-4895.8017578125,33.333,4115000,4907.02,823,5088.9,12.4747
824,-5244.18359375,33.4102,4120000,4869.57,824,5050.75,12.3132
825,-5055.1005859375,33.6026,4125000,4836.35,825,4991.45,12.409
826,-5655.1904296875,33.6891,4130000,4838.53,826,5044.31,13.2025
827,-5084.5029296875,33.2127,4135000,4878.65,827,5050.21,12.5611
828,-5130.7314453125,33.4709,4140000,4908.66,828,5075.27,12.7783
829,-5143.64990234375,32.8414,4145000,4895.98,829,5037.87,12.6978
830,-5049.45263671875,33.5687,4150000,4889.11,830,5036.52,12.7429
831,-4854.275390625,33.006,4155000,4933.68,831,5082.04,12.3766
832,-4863.35498046875,33.001,4160000,4924.85,832,5039.53,12.6726
833,-4784.89892578125,32.8549,4165000,4900.59,833,5008.73,13.1599
834,-4931.5263671875,33.5333,4170000,4935.08,834,5044.75,13.0285
835,-4683.83642578125,33.4012,4175000,4847.14,835,5059.86,12.9236
836,-4798.58935546875,33.0372,4180000,4965.56,836,5088.79,12.9663
837,-5024.69091796875,33.7559,4185000,4873.26,837,4996.29,13.4604
838,-5160.92138671875,33.6422,4190000,4909.91,838,5004.58,13.388
839,-5250.650390625,33.9347,4195000,4960.46,839,5117.55,13.197
840,-5018.34326171875,33.2892,4200000,4951.2,840,5066.11,12.9388
841,-5287.69140625,32.9789,4205000,4902.15,841,5098.86,12.9757
842,-4976.76806640625,33.0469,4210000,4949.79,842,5116.38,13.124
843,-5370.142578125,33.2908,4215000,4979.99,843,5114.04,13.0756
844,-5116.38525390625,33.6214,4220000,4954.79,844,5050.06,13.2148
845,-5238.154296875,33.641,4225000,4935.71,845,5098.68,12.8447
846,-5322.62255859375,32.9651,4230000,4989.27,846,5121.57,12.8557
847,-5268.15966796875,34.1632,4235000,4907.43,847,5134.37,13.3628
848,-5176.09228515625,33.3296,4240000,4989.4,848,5096.64,12.8952
849,-4958.451171875,32.9965,4245000,4961.55,849,5049.35,12.6468
850,-5040.314453125,32.8655,4250000,4919.66,850,5007.59,12.6631
851,-5310.93701171875,33.5745,4255000,4987.81,851,5111.37,13.3857
852,-5160.5234375,32.7838,4260000,5002.4,852,5083.94,12.5232
853,-5116.39453125,32.8569,4265000,4948.27,853,5007.31,13.0376
854,-5058.892578125,32.7168,4270000,4970.94,854,5022.26,13.1331
855,-5264.9169921875,33.3397,4275000,5023.51,855,5097.71,13.2807
856,-5147.6337890625,33.0815,4280000,5037.32,856,5095.31,12.7052
857,-5247.501953125,33.2137,4285000,4952.02,857,5037.96,13.2554
858,-5100.32373046875,33.4856,4290000,4933.06,858,5001.17,12.7218
859,-5140.80126953125,33.0118,4295000,4973.75,859,5069.29,12.5718
860,-5093.76904296875,33.2157,4300000,4894.05,860,4933.42,12.8997
861,-5942.22314453125,33.7237,4305000,4938.45,861,5036.88,13.2482
862,-5327.11474609375,33.41,4310000,4952.51,862,5096.84,13.5811
863,-5377.52001953125,33.3022,4315000,4994.21,863,5137.0,13.0087
864,-5154.31884765625,33.2567,4320000,4925.85,864,4995.24,12.8701
865,-5922.55029296875,33.6309,4325000,4928.6,865,5066.96,14.2837
866,-5141.00927734375,33.6319,4330000,4988.45,866,5074.78,12.9846
867,-5655.9833984375,33.8186,4335000,4836.35,867,5018.79,13.3801
868,-5392.1494140625,32.9907,4340000,5016.82,868,5099.23,13.1741
869,-5389.37646484375,33.4185,4345000,4997.98,869,5108.59,13.5409
870,-5859.83642578125,33.9527,4350000,4966.41,870,5077.38,13.7808
871,-5963.375,34.0654,4355000,4948.72,871,4978.26,14.682
872,-4573.40576171875,34.8831,4360000,4082.14,872,4450.47,14.0018
873,-8113.359375,43.0094,4365000,4013.05,873,3968.16,23.2789
874,-5389.0078125,34.1138,4370000,4947.97,874,4946.04,16.2481
875,-4427.35107421875,32.8481,4375000,4324.03,875,3565.25,17.677
876,-6005.5126953125,35.9585,4380000,4751.29,876,4824.12,16.4853
877,-5756.7548828125,34.3278,4385000,4851.22,877,5033.39,14.9528
878,-4332.7861328125,32.4428,4390000,4955.81,878,2083.55,15.1836
879,-6085.75927734375,35.1558,4395000,4861.32,879,5037.71,14.9832
880,-6518.6484375,34.6005,4400000,4603.44,880,5038.05,15.4119
881,-5493.32861328125,33.6207,4405000,5054.16,881,5201.64,14.4584
882,-6213.5859375,35.1654,4410000,4957.08,882,5088.59,14.5806
883,-6514.9296875,34.672,4415000,4904.05,883,5039.75,13.9585
884,-6266.0556640625,34.5227,4420000,5019.03,884,5117.44,14.4778
885,-6246.60400390625,34.1456,4425000,4989.06,885,5121.09,14.0066
886,-6286.86279296875,34.4146,4430000,4990.99,886,5096.71,14.1319
887,-6019.87646484375,34.2602,4435000,5030.27,887,5174.26,14.2457
888,-6191.4873046875,33.957,4440000,5015.26,888,5170.62,14.4158
889,-6292.38232421875,33.9258,4445000,5002.96,889,5154.09,14.1014
890,-6019.65673828125,33.4669,4450000,4962.67,890,5085.48,13.8226
891,-5925.7392578125,33.8993,4455000,5018.37,891,5150.93,13.4181
892,-5567.07080078125,33.5125,4460000,5016.59,892,5139.44,13.4816
893,-5969.986328125,33.4393,4465000,5047.76,893,5182.31,13.5484
894,-6020.2646484375,33.7621,4470000,5069.6,894,5214.68,13.3898
895,-5773.63525390625,33.3569,4475000,5050.26,895,5168.26,12.9923
896,-5508.4501953125,33.2174,4480000,5005.96,896,5125.75,13.1813
897,-5825.62744140625,33.8394,4485000,4978.5,897,5117.81,13.4618
898,-5959.41943359375,34.0529,4490000,4984.87,898,5099.51,13.6344
899,-6180.19580078125,33.8107,4495000,4994.91,899,5144.63,13.9246
900,-6104.95166015625,33.4566,4500000,4881.38,900,5088.21,14.1281
901,-6120.16015625,34.1146,4505000,5032.49,901,5172.23,13.7563
902,-5797.4755859375,33.7516,4510000,5027.93,902,5133.13,13.3613
903,-6311.81884765625,34.4015,4515000,4911.87,903,5051.09,14.0641
904,-5989.36474609375,33.8283,4520000,5038.11,904,5177.54,13.6512
905,-6171.470703125,33.6834,4525000,5025.3,905,5132.63,13.71
906,-6028.75048828125,33.6952,4530000,5044.76,906,5144.55,13.7348
907,-6103.041015625,33.3614,4535000,5046.76,907,5169.81,13.9973
908,-5973.8427734375,33.58,4540000,5028.52,908,5140.79,13.5944
909,-6038.0693359375,34.1158,4545000,5026.3,909,5155.27,13.7261
910,-6378.2666015625,34.5074,4550000,5017.81,910,5143.02,14.0306
911,-5867.17138671875,33.3901,4555000,5016.7,911,5161.56,13.4991
912,-6374.0439453125,33.4005,4560000,5066.07,912,5201.43,13.4406
913,-6353.95166015625,33.5122,4565000,5085.33,913,5213.69,13.5568
914,-6404.70947265625,33.7964,4570000,5033.06,914,5158.74,13.5846
915,-5958.3642578125,33.1309,4575000,5004.89,915,5129.85,13.4902
916,-6182.771484375,33.6815,4580000,5043.87,916,5175.42,13.2239
917,-5827.60986328125,33.5682,4585000,5066.47,917,5137.27,13.6817
918,-5880.2548828125,33.7538,4590000,5007.09,918,5124.66,13.156
919,-5782.611328125,33.0043,4595000,5038.36,919,5169.77,13.3077
920,-6224.78759765625,33.7889,4600000,5041.61,920,5136.25,13.594
921,-6168.17333984375,34.054,4605000,5064.54,921,5185.96,13.5624
922,-6074.60400390625,33.4196,4610000,4996.85,922,5099.43,13.4859
923,-5949.35693359375,33.7443,4615000,5017.85,923,5132.32,13.6481
924,-5970.833984375,33.2102,4620000,5038.92,924,5102.5,13.5615
925,-5988.71826171875,33.5894,4625000,4905.21,925,5037.66,13.5798
926,-6052.90234375,33.8151,4630000,5001.31,926,5120.09,13.6796
927,-5793.05322265625,33.2648,4635000,4996.91,927,5105.61,13.33
928,-6016.86279296875,34.2674,4640000,5019.28,928,5110.83,14.2132
929,-6279.57861328125,33.8394,4645000,4940.45,929,5049.05,13.8285
930,-6274.62255859375,33.7193,4650000,5001.52,930,5073.78,14.1669
931,-6293.80029296875,33.6475,4655000,4983.41,931,5101.63,13.5094
932,-6081.1435546875,33.6781,4660000,4974.89,932,5073.35,14.103
933,-6021.68896484375,33.6629,4665000,5041.74,933,5114.79,13.8976
934,-6239.04052734375,33.6615,4670000,4680.57,934,4997.35,15.3412
935,-5960.01416015625,33.3376,4675000,4645.77,935,5077.71,14.1837
936,-6136.28515625,33.9928,4680000,4746.79,936,5089.61,14.0463
937,-6031.20703125,33.2351,4685000,4979.95,937,5114.58,13.565
938,-6094.62646484375,33.9089,4690000,4668.7,938,5002.85,14.4333
939,-6044.74169921875,33.117,4695000,5038.76,939,5167.15,14.1032
940,-5885.130859375,33.2013,4700000,4736.0,940,5116.13,14.2001
941,-5774.94287109375,32.8163,4705000,4939.42,941,5046.84,13.5949
942,-6109.890625,33.2352,4710000,5041.92,942,5149.38,14.7365
943,-5900.779296875,33.8787,4715000,4841.24,943,4979.65,13.8574
944,-5904.8916015625,33.3484,4720000,4948.7,944,5070.59,13.9316
945,-6012.3193359375,33.2107,4725000,4713.51,945,5070.78,14.1759
946,-6113.00244140625,33.4651,4730000,5026.09,946,5091.19,13.532
947,-5785.9228515625,32.9604,4735000,5013.57,947,5098.03,13.1924
948,-5913.78466796875,32.4568,4740000,4981.16,948,5086.24,13.0755
949,-5831.56982421875,33.026,4745000,5049.59,949,5139.01,13.4875
950,-5910.73291015625,32.972,4750000,5055.1,950,5150.18,13.207
951,-5893.0986328125,32.4477,4755000,5088.32,951,5208.42,13.0786
952,-5876.54296875,32.6944,4760000,5047.52,952,5142.6,13.5688
953,-5891.59326171875,32.4521,4765000,5030.2,953,5130.66,12.8246
954,-5895.26220703125,32.8516,4770000,5038.07,954,5131.72,13.4322
955,-6219.56103515625,33.1986,4775000,5044.02,955,5176.97,13.8244
956,-6191.2890625,32.6387,4780000,5080.63,956,5196.59,13.0537
957,-5798.72216796875,32.7803,4785000,5118.85,957,5206.04,13.3472
958,-5952.7724609375,32.6338,4790000,5060.1,958,5133.99,13.5387
959,-6275.6103515625,33.0313,4795000,5091.81,959,5203.29,13.2024
960,-6434.6416015625,33.1207,4800000,5099.94,960,5219.15,13.0623
961,-5736.10107421875,32.4406,4805000,5113.13,961,5129.35,12.9593
962,-6023.70849609375,32.9126,4810000,5052.89,962,5092.26,13.4434
963,-6365.201171875,33.0066,4815000,5089.0,963,5184.91,13.8006
964,-6176.5556640625,33.2723,4820000,5105.69,964,5166.96,13.6938
965,-5801.65087890625,33.1022,4825000,5094.97,965,5197.68,13.712
966,-5712.9208984375,32.697,4830000,5098.24,966,5201.62,14.0133
967,-5610.119140625,32.2208,4835000,5079.79,967,5119.01,13.1623
968,-5471.4345703125,32.491,4840000,5073.01,968,5116.48,13.4105
969,-5473.59033203125,32.5316,4845000,5123.96,969,5159.49,13.454
970,-5575.75732421875,33.0285,4850000,5060.35,970,5120.89,13.6564
971,-5724.26220703125,33.3543,4855000,5066.2,971,5117.73,13.5181
972,-5445.47119140625,33.0816,4860000,5003.86,972,5032.83,13.6676
973,-5557.26025390625,32.7364,4865000,5041.5,973,5064.98,13.1793
974,-4974.56201171875,32.0341,4870000,5025.73,974,5060.04,13.803
975,-9383.3408203125,40.1153,4875000,870.68,975,26.86,34.354
976,-4246.1005859375,49.8538,4880000,184.85,976,278.14,97.4684
977,-9093.3388671875,50.4514,4885000,334.0,977,322.32,55.1562
978,-9514.73828125,50.4511,4890000,226.44,978,259.12,51.2925
979,-9434.845703125,50.1049,4895000,350.89,979,375.49,88.6729
980,-9322.9853515625,50.3987,4900000,378.69,980,381.93,67.0513
981,-6761.78857421875,41.5669,4905000,2191.61,981,2812.3,27.5779
982,-8799.921875,41.3163,4910000,2409.8,982,2495.04,43.1456
983,-8051.2333984375,39.489,4915000,1815.03,983,2460.57,39.3003
984,-8055.42578125,39.9898,4920000,1256.74,984,1623.29,52.0599
985,-2271.6220703125,40.9017,4925000,934.8,985,682.99,47.2362
986,-8734.3193359375,39.4791,4930000,1386.45,986,1822.15,51.0429
987,-7853.4306640625,37.1935,4935000,1853.42,987,1696.01,32.0387
988,-6938.94140625,35.9772,4940000,2908.55,988,2357.02,27.6827
989,-7525.74609375,36.7321,4945000,2549.17,989,2560.46,35.304
990,-5787.970703125,33.8546,4950000,4527.78,990,4793.89,22.0245
991,-5520.625,33.8676,4955000,4594.36,991,4756.39,19.0188
992,-5899.87841796875,33.9887,4960000,5035.2,992,4981.28,18.7935
993,-7106.74365234375,35.4552,4965000,4603.04,993,4922.37,20.1519
994,-7429.23388671875,34.7362,4970000,5002.32,994,5079.52,21.6101
995,-7291.837890625,35.3492,4975000,4945.76,995,5091.95,17.9939
996,-7035.6376953125,34.6186,4980000,5029.21,996,5180.57,17.9129
997,-7184.970703125,34.8976,4985000,4807.02,997,5042.48,18.1147
998,-7692.53125,35.0991,4990000,3967.23,998,4301.33,19.9511
999,-7913.30078125,35.7587,4995000,4334.9,999,4754.52,16.866
1000,-7049.0419921875,34.4392,5000000,5000.25,1000,5124.69,17.0071
1001,-6755.8564453125,33.7598,5005000,5048.26,1001,5144.3,16.4885
1002,-6652.470703125,33.9886,5010000,4982.94,1002,5053.91,17.6606
1003,-6802.08056640625,34.1898,5015000,5052.68,1003,5112.83,17.832
1004,-6969.36669921875,34.2001,5020000,5042.6,1004,5109.37,17.3243
1005,-6937.76806640625,34.785,5025000,5018.23,1005,5142.7,17.2119
1006,-6708.22314453125,34.7391,5030000,5021.46,1006,5134.09,17.1735
1007,-6744.318359375,34.5131,5035000,5021.29,1007,5115.6,18.0491
1008,-6320.12109375,34.9347,5040000,5015.46,1008,5117.54,18.0121
1009,-6228.9609375,34.5692,5045000,5048.48,1009,5165.51,16.9866
1010,-6580.66796875,35.4224,5050000,5048.67,1010,5192.43,17.4879
1011,-6815.0556640625,35.3688,5055000,5046.08,1011,5176.75,18.3536
1012,-6503.80517578125,34.9152,5060000,4981.48,1012,5094.24,18.0523
1013,-6655.7724609375,34.9774,5065000,4988.18,1013,5094.22,17.4113
1014,-6687.69482421875,34.6527,5070000,5036.49,1014,5208.27,17.5899
1015,-6688.7109375,35.1282,5075000,4998.34,1015,5128.19,17.2684
1016,-6554.734375,34.8715,5080000,5013.94,1016,5137.59,17.5895
1017,-6902.05322265625,35.1516,5085000,4989.34,1017,5079.7,17.748
1018,-7134.80029296875,35.4622,5090000,4995.21,1018,5123.72,17.4012
1019,-6963.052734375,35.1982,5095000,5033.55,1019,5199.4,17.4912
1020,-6982.87255859375,35.4723,5100000,4966.09,1020,5140.64,17.5772
1021,-6946.68408203125,35.2938,5105000,4961.4,1021,5103.58,17.7098
1022,-6936.201171875,35.3284,5110000,4922.18,1022,5045.65,17.3098
1023,-7171.16650390625,35.0013,5115000,4840.41,1023,4980.09,17.0359
1024,-7212.95703125,35.4541,5120000,4956.27,1024,5078.19,17.3811
1025,-7148.8447265625,35.4679,5125000,4934.76,1025,5124.61,17.1424
1026,-6598.9990234375,35.8709,5130000,4342.56,1026,4456.5,20.4937
1027,-7344.05029296875,35.2743,5135000,4978.54,1027,5168.31,17.4778
1028,-7155.09423828125,35.3123,5140000,4950.42,1028,5116.78,16.9507
1029,-6996.447265625,35.2833,5145000,5008.21,1029,5183.64,17.3678
1030,-6752.6240234375,35.2553,5150000,4927.37,1030,5007.29,17.8663
1031,-6832.0458984375,34.3461,5155000,5017.25,1031,5166.71,16.9035
1032,-6760.83544921875,34.7434,5160000,4954.94,1032,5138.86,17.5016
1033,-6812.3369140625,35.0703,5165000,5048.67,1033,5247.94,17.526
1034,-6749.779296875,34.7658,5170000,4945.32,1034,5144.43,17.3598
1035,-6710.96240234375,34.2341,5175000,5014.61,1035,5209.24,16.7026
1036,-6807.68017578125,33.9176,5180000,4995.25,1036,5159.94,16.8632
1037,-6732.150390625,34.1469,5185000,5003.76,1037,5151.14,17.044
1038,-6892.58935546875,34.1983,5190000,4973.54,1038,5139.67,16.6707
1039,-6922.50732421875,34.4497,5195000,4995.44,1039,5142.09,16.8696
1040,-6702.111328125,33.8463,5200000,4940.31,1040,5169.47,16.32
1041,-6957.607421875,33.9881,5205000,5004.41,1041,5179.48,16.6426
1042,-7038.5146484375,34.3559,5210000,5008.83,1042,5238.08,16.6429
1043,-6895.17041015625,34.0079,5215000,5026.15,1043,5226.38,16.6113
1044,-6693.88623046875,33.9007,5220000,5034.15,1044,5201.47,16.0618
1045,-6676.77685546875,33.9981,5225000,5075.12,1045,5213.73,16.1842
1046,-6909.779296875,34.0398,5230000,5041.23,1046,5236.13,16.1555
1047,-6991.58642578125,34.6101,5235000,5013.63,1047,5179.54,16.3989
1048,-6678.33251953125,33.9794,5240000,5028.78,1048,5149.44,15.5203
1049,-6663.26904296875,33.7185,5245000,4989.73,1049,5190.54,15.6229
1050,-6557.0537109375,33.4037,5250000,5069.75,1050,5260.04,15.592
1051,-6755.53369140625,33.3667,5255000,5013.25,1051,5225.38,15.373
1052,-6862.5830078125,33.3775,5260000,5040.34,1052,5226.7,15.3988
1053,-6625.96142578125,33.4242,5265000,5027.47,1053,5219.84,15.5311
1054,-6764.8037109375,33.1747,5270000,5024.37,1054,5208.86,15.3873
1055,-6955.2734375,34.1697,5275000,5047.27,1055,5242.63,15.8388
1056,-6823.01025390625,33.6201,5280000,5016.83,1056,5170.67,15.7528
1057,-6446.94775390625,33.3053,5285000,5074.08,1057,5228.83,15.5749
1058,-6665.9189453125,33.7633,5290000,5108.81,1058,5226.23,16.0555
1059,-6984.8935546875,33.7586,5295000,5013.67,1059,5166.06,15.2848
1060,-6744.69775390625,34.1724,5300000,5072.01,1060,5191.6,15.6145
1061,-6539.9580078125,32.9989,5305000,5057.91,1061,5218.1,15.3746
1062,-7109.859375,34.3885,5310000,5013.96,1062,5191.48,15.8412
1063,-6884.126953125,33.6871,5315000,5066.2,1063,5209.0,15.4768
1064,-6816.88720703125,33.8747,5320000,5065.14,1064,5225.75,15.5383
1065,-6691.70947265625,33.6839,5325000,5073.61,1065,5171.23,15.893
1066,-6758.93603515625,33.255,5330000,5093.56,1066,5224.23,15.6544
1067,-6635.1435546875,33.3283,5335000,5131.61,1067,5249.34,15.9109
1068,-6732.677734375,33.5436,5340000,5062.32,1068,5209.69,16.0244
1069,-6513.3515625,33.4769,5345000,5084.53,1069,5167.73,15.6334
1070,-6883.89794921875,33.3115,5350000,5079.2,1070,5211.01,15.6749
1071,-6821.05224609375,33.4973,5355000,5083.36,1071,5202.95,15.9754
1072,-6984.26416015625,33.5481,5360000,5081.49,1072,5221.8,15.9028
1073,-6802.58740234375,33.8759,5365000,5070.6,1073,5205.1,15.9759
1074,-7019.2392578125,34.0604,5370000,5087.15,1074,5200.91,15.8562
1075,-6925.35009765625,34.1576,5375000,5070.85,1075,5174.34,16.2611
1076,-6909.20654296875,33.905,5380000,5018.31,1076,5086.4,15.6773
1077,-6983.3564453125,34.1583,5385000,5043.55,1077,5160.32,15.9703
1078,-7129.49169921875,34.2234,5390000,5036.76,1078,5131.13,15.9326
1079,-7040.171875,34.2738,5395000,5057.78,1079,5213.89,16.1071
1080,-6885.6083984375,34.603,5400000,5019.93,1080,5174.58,16.6065
1081,-6815.3154296875,33.8873,5405000,5043.07,1081,5133.83,15.8408
1082,-6902.11572265625,34.064,5410000,4995.69,1082,5088.98,16.1159
1083,-6850.27880859375,33.5006,5415000,5002.83,1083,5073.78,15.7555
1084,-6669.42236328125,33.5604,5420000,5015.71,1084,5086.71,15.7412
1085,-6711.40869140625,33.5033,5425000,4972.42,1085,5044.45,15.3888
1086,-6935.2294921875,33.7988,5430000,4924.19,1086,5027.21,15.161
1087,-6794.9609375,33.8736,5435000,4968.53,1087,5017.45,15.5828
1088,-6661.31787109375,33.5025,5440000,4993.92,1088,5034.91,15.7547
1089,-7081.390625,33.7951,5445000,4906.46,1089,4927.94,15.9545
1090,-6879.87060546875,33.973,5450000,4959.07,1090,4979.68,15.4338
1091,-6804.45751953125,33.8948,5455000,4971.29,1091,5023.64,15.761
1092,-7003.79833984375,33.8808,5460000,4955.78,1092,4990.11,15.9182
1093,-6600.93505859375,32.9951,5465000,4928.85,1093,4973.87,15.1153
1094,-6880.9052734375,34.0019,5470000,4916.41,1094,4968.98,15.343
1095,-6504.36865234375,33.4909,5475000,4977.34,1095,4923.13,15.3709
1096,-6701.17578125,32.9603,5480000,4978.36,1096,5011.24,15.1048
1097,-6635.703125,32.965,5485000,4992.38,1097,5024.1,15.162
1098,-6816.39990234375,33.0412,5490000,5003.52,1098,5042.85,15.4509
1099,-7039.13720703125,33.7456,5495000,5005.14,1099,5133.82,15.9057
1100,-6641.1455078125,32.9301,5500000,4977.52,1100,5055.2,15.4953
1101,-6967.88232421875,33.2791,5505000,5038.61,1101,5149.73,15.8061
1102,-10647.462890625,43.3988,5510000,1042.59,1102,1547.71,28.6803
1103,-10183.5439453125,44.0659,5515000,980.18,1103,1110.76,58.4384
1104,-9894.9931640625,43.3526,5520000,2957.97,1104,3177.86,28.8286
1105,-9033.869140625,42.3719,5525000,3102.26,1105,3976.27,28.0094
1106,-7966.71484375,39.1705,5530000,4482.94,1106,4478.59,23.3136
1107,-10558.51953125,45.3602,5535000,906.76,1107,1096.43,50.1606
1108,-8934.224609375,37.0278,5540000,3819.39,1108,3973.92,27.9615
1109,-6148.6904296875,32.2321,5545000,4674.91,1109,4616.51,17.9059
1110,-7918.650390625,35.0133,5550000,4086.5,1110,4182.45,24.6642
1111,-6974.86767578125,34.5943,5555000,4892.41,1111,4965.26,18.5431
1112,-6649.5810546875,34.6939,5560000,4952.36,1112,5059.82,16.9457
1113,-6851.365234375,34.4719,5565000,4965.92,1113,5112.85,17.3246
1114,-7018.06689453125,34.9765,5570000,4859.3,1114,4932.16,17.564
1115,-6972.935546875,33.9748,5575000,4945.31,1115,5103.84,17.2751
1116,-7476.1865234375,34.6436,5580000,4889.24,1116,4989.37,16.9866
1117,-7297.08154296875,34.8743,5585000,4900.8,1117,4967.08,17.0335
1118,-7557.24658203125,34.8613,5590000,4881.49,1118,4949.72,17.5164
1119,-7435.48779296875,34.7127,5595000,4887.82,1119,4938.8,17.1564
1120,-7307.47314453125,34.361,5600000,4910.67,1120,4947.95,16.3319
1121,-6908.9873046875,34.1771,5605000,4952.56,1121,5044.88,16.2823
1122,-7051.16943359375,34.09,5610000,4940.15,1122,5046.53,16.072
1123,-7035.00634765625,33.8704,5615000,4953.2,1123,5067.49,16.2103
1124,-7175.7958984375,34.3236,5620000,4942.22,1124,5095.05,16.17
1125,-6823.63232421875,34.0383,5625000,4936.43,1125,5077.72,16.0974
1126,-6916.14794921875,34.0633,5630000,4990.76,1126,5098.03,15.6613
1127,-6938.814453125,33.8127,5635000,4987.54,1127,5101.07,16.0693
1128,-6915.80078125,33.9542,5640000,4997.05,1128,5105.57,15.9867
1129,-7102.91455078125,33.6621,5645000,4970.04,1129,5103.66,16.2191
1130,-7279.326171875,34.4157,5650000,4984.49,1130,5110.94,16.5096
1131,-7239.5390625,34.0081,5655000,4948.95,1131,5066.47,16.1367
1132,-6897.85595703125,33.5854,5660000,4945.64,1132,5080.59,15.8245
1133,-7088.56201171875,33.7754,5665000,4972.63,1133,5126.74,15.8248
1134,-7222.0009765625,33.9631,5670000,4996.46,1134,5110.17,15.9426
1135,-7062.63623046875,33.8155,5675000,4996.08,1135,5118.19,15.9208
1136,-7342.05859375,33.8533,5680000,4985.15,1136,5085.47,15.8129
