Running Update Time,Reward Loss,Running Forward KL,Running Env Steps,Real Sto Return,Itration,Real Det Return,Running Reverse KL
69,-295.8713073730469,41.9104,345000,3387.54,69,3549.83,16.0902
70,-341.3910827636719,42.5481,350000,3875.4,70,3983.63,19.5338
71,-337.3924865722656,43.0178,355000,3825.76,71,4002.83,19.5554
72,-429.3367919921875,51.797,360000,-13.48,72,-13.71,43.7299
73,-603.81494140625,56.1921,365000,848.33,73,811.45,31.9324
74,-339.01214599609375,43.3923,370000,3067.67,74,3518.79,16.0704
75,-309.70062255859375,43.1476,375000,2688.07,75,2764.2,14.6314
76,-344.3544006347656,43.0129,380000,2028.25,76,3220.09,14.7737
77,-338.3367004394531,42.3674,385000,3589.4,77,3921.06,15.0563
78,-380.7281494140625,42.1494,390000,3988.1,78,4093.88,17.7169
79,-362.0591125488281,40.6893,395000,3932.78,79,4112.03,15.8457
80,-396.11370849609375,41.987,400000,3848.42,80,4044.64,18.2229
81,-384.7978820800781,42.7359,405000,3936.41,81,3870.66,18.6037
82,-389.9696350097656,42.7362,410000,3938.11,82,3861.68,17.6779
83,-401.04974365234375,42.4414,415000,3890.72,83,3878.26,18.0859
84,-377.0474853515625,41.582,420000,3985.63,84,3934.5,16.0248
85,-409.5644226074219,42.0711,425000,3883.56,85,3887.7,16.971
86,-392.4297180175781,41.8331,430000,4019.82,86,3981.16,17.5506
87,-358.45220947265625,40.8717,435000,4084.57,87,4103.04,15.6942
88,-383.7333984375,41.2288,440000,4086.66,88,3999.24,16.496
89,-388.14556884765625,41.157,445000,4088.91,89,4192.22,15.8308
90,-367.1738586425781,39.6043,450000,4187.25,90,4299.83,15.1491
91,-394.7742004394531,41.1144,455000,4121.57,91,4133.92,16.9346
92,-392.7444763183594,41.2512,460000,4146.94,92,4236.95,16.0162
93,-405.6156921386719,40.9457,465000,4133.63,93,4143.06,15.9067
94,-409.5270690917969,41.1848,470000,4005.01,94,4169.66,16.4529
95,-407.2359313964844,40.6934,475000,4101.41,95,4246.81,16.5621
96,-424.35650634765625,40.4063,480000,4130.46,96,4123.91,15.4757
97,-421.9175109863281,40.8716,485000,4182.8,97,4196.19,16.271
98,-404.84332275390625,40.4396,490000,4167.53,98,4270.03,14.9148
99,-439.2127380371094,41.5448,495000,4099.8,99,4102.59,15.6605
100,-430.49920654296875,40.5492,500000,4179.23,100,4166.47,15.9852
101,-443.3348693847656,41.3323,505000,4147.44,101,4143.18,15.3066
102,-414.16107177734375,39.8901,510000,4247.92,102,4176.57,14.5276
103,-448.2513732910156,40.4201,515000,4225.98,103,4338.17,15.9168
104,-450.7337341308594,40.3298,520000,4186.66,104,4241.96,15.3587
105,-454.05609130859375,40.6943,525000,4185.2,105,4245.11,16.0484
106,-473.94085693359375,41.1571,530000,4148.53,106,4064.67,16.7268
107,-436.5927429199219,40.0361,535000,4248.93,107,4339.73,14.8585
108,-463.632568359375,40.1574,540000,4249.57,108,4383.38,15.167
109,-444.9937438964844,40.3573,545000,4283.41,109,4382.56,16.1331
110,-480.37005615234375,40.4442,550000,4198.8,110,4231.61,15.1365
111,-467.5872802734375,40.6022,555000,4278.81,111,4350.32,15.1532
112,-466.0802001953125,40.5462,560000,4262.82,112,4312.87,15.4115
113,-498.02142333984375,40.5513,565000,4246.11,113,4319.68,16.9874
114,-447.8409423828125,39.7438,570000,4281.1,114,4299.72,14.5844
115,-483.6710205078125,40.9208,575000,4229.13,115,4310.18,14.972
116,-504.7038879394531,40.6491,580000,4283.79,116,4295.07,16.8355
117,-470.4704284667969,40.2309,585000,4281.48,117,4346.1,14.9941
118,-512.0790405273438,40.5273,590000,4204.07,118,4281.04,15.122
119,-489.17962646484375,40.8342,595000,4085.69,119,4232.05,15.857
120,-457.68731689453125,38.4414,600000,3904.34,120,4478.98,13.3959
121,-478.3348388671875,39.482,605000,4298.19,121,4343.45,14.3288
122,-491.7965393066406,40.0935,610000,4433.51,122,4523.0,15.554
123,-506.2852478027344,40.2187,615000,4268.98,123,4362.99,14.5312
124,-511.5470886230469,39.024,620000,4349.14,124,4379.39,14.3589
125,-469.2991943359375,38.3356,625000,4433.99,125,4480.59,13.1258
126,-509.9575500488281,40.1763,630000,4409.01,126,4446.16,15.1248
127,-499.35357666015625,39.0465,635000,4448.23,127,4520.13,14.8109
128,-494.7949523925781,39.3062,640000,4382.68,128,4537.3,14.2972
129,-494.7579040527344,37.8452,645000,4424.79,129,4452.47,13.3495
130,-522.6240844726562,38.5622,650000,4382.87,130,4403.53,14.6364
131,-554.8515014648438,40.1803,655000,4302.36,131,4401.13,14.6337
132,-460.288818359375,38.2926,660000,4516.06,132,4707.34,13.9291
133,-508.6632385253906,38.2395,665000,4544.82,133,4655.96,14.1142
134,-546.582763671875,39.4195,670000,4374.63,134,4469.74,14.1095
135,-511.7630310058594,37.7445,675000,4475.81,135,4625.27,13.327
136,-522.3274536132812,38.2919,680000,4494.91,136,4637.89,14.4623
137,-561.1339111328125,39.7009,685000,4428.94,137,4435.87,15.6051
138,-547.5493774414062,39.2662,690000,4510.41,138,4519.8,15.0558
139,-554.2323608398438,39.1267,695000,4439.2,139,4479.91,14.5523
140,-582.8494262695312,39.3458,700000,4464.86,140,4493.72,14.9947
141,-547.5587158203125,38.7007,705000,4534.92,141,4651.97,13.9868
142,-519.5401611328125,38.7455,710000,4612.5,142,4812.35,13.8899
143,-573.679931640625,39.0183,715000,4467.46,143,4551.47,14.4084
144,-597.4319458007812,38.8929,720000,4487.38,144,4514.42,14.7742
145,-609.8153076171875,39.5207,725000,4256.39,145,4495.68,14.4848
146,-604.3927001953125,39.3116,730000,4514.7,146,4584.81,14.5497
147,-532.5475463867188,38.2795,735000,4416.42,147,4530.16,13.1914
148,-596.9677734375,39.5711,740000,4532.08,148,4557.0,15.5524
149,-581.9700927734375,38.0058,745000,4527.46,149,4636.48,13.0383
150,-595.5126953125,39.0701,750000,4494.52,150,4551.18,14.0584
151,-585.2106323242188,39.1771,755000,4542.34,151,4717.0,13.5626
152,-598.0484008789062,38.3954,760000,4300.7,152,4555.21,13.8152
153,-614.58251953125,38.7461,765000,4538.24,153,4690.53,14.1274
154,-593.0685424804688,39.0558,770000,4571.21,154,4734.77,14.0045
155,-661.1364135742188,39.3585,775000,3635.69,155,4171.93,12.1531
156,-680.641845703125,43.1155,780000,486.63,156,68.12,13.5245
157,-1168.5662841796875,45.5191,785000,98.2,157,75.6,68.3869
158,-743.134033203125,40.3041,790000,4164.59,158,4147.55,15.4292
159,-677.6844482421875,38.4122,795000,4431.16,159,4571.53,14.1541
160,-705.4598999023438,39.8046,800000,4390.23,160,4404.08,14.0095
161,-713.8434448242188,39.3265,805000,4429.83,161,4321.24,15.5098
162,-701.6173095703125,39.4574,810000,4350.49,162,4421.3,14.6372
163,-696.906494140625,39.3479,815000,3806.99,163,4321.29,14.463
164,-743.32861328125,39.2875,820000,4368.79,164,4368.82,16.1549
165,-710.0609130859375,39.1015,825000,4464.36,165,4564.46,15.7742
166,-759.5197143554688,39.9791,830000,4452.49,166,4548.54,16.0044
167,-700.85791015625,38.2833,835000,4503.36,167,4574.01,13.9558
168,-716.9979248046875,39.0576,840000,4513.33,168,4639.1,15.4806
169,-689.9524536132812,38.9793,845000,4514.14,169,4623.81,14.0116
170,-736.2352905273438,39.436,850000,4436.41,170,4524.43,14.6314
171,-717.4320678710938,39.0506,855000,4440.21,171,4587.3,14.3698
172,-727.6432495117188,38.7529,860000,4527.75,172,4570.83,14.116
173,-738.9798583984375,39.0664,865000,4511.01,173,4615.63,15.2161
174,-726.4624633789062,39.3859,870000,4487.0,174,4561.4,14.9232
175,-733.4474487304688,38.7354,875000,4510.72,175,4682.89,12.9199
176,-714.87744140625,38.8355,880000,4608.04,176,4712.95,14.9507
177,-735.192626953125,38.3502,885000,4556.68,177,4579.49,13.9738
178,-754.9935913085938,39.0597,890000,4568.96,178,4652.81,14.3074
179,-748.0714111328125,39.1625,895000,4632.43,179,4758.44,14.8329
180,-722.6649780273438,38.3606,900000,4656.17,180,4736.84,13.8217
181,-735.6580810546875,38.3006,905000,4633.49,181,4765.31,13.6095
182,-778.7940673828125,38.7201,910000,4561.99,182,4649.54,13.7051
183,-731.7463989257812,37.8366,915000,4555.13,183,4720.83,12.599
184,-812.1226806640625,39.0419,920000,4615.42,184,4753.91,14.5792
185,-757.7183227539062,39.2197,925000,4556.14,185,4662.82,14.1181
186,-816.1599731445312,39.4683,930000,4405.77,186,4512.09,13.2242
187,-802.6688232421875,39.2949,935000,4587.6,187,4784.42,15.1207
188,-819.37744140625,39.3276,940000,4587.65,188,4734.37,14.5723
189,-833.8518676757812,38.8996,945000,4568.89,189,4728.75,14.0193
190,-811.0824584960938,38.9414,950000,4534.01,190,4666.77,14.071
191,-803.3760986328125,38.5557,955000,4568.08,191,4648.99,14.1452
192,-827.5119018554688,39.7461,960000,4514.37,192,4651.4,13.6808
193,-844.9139404296875,39.5478,965000,4595.04,193,4702.07,14.9558
194,-893.2090454101562,39.8968,970000,4523.03,194,4633.18,15.8186
195,-899.7822875976562,39.8117,975000,4443.66,195,4599.23,14.9131
196,-846.9380493164062,39.4582,980000,4573.02,196,4711.67,14.4901
197,-842.186767578125,38.1345,985000,4637.43,197,4732.73,13.487
198,-867.5015869140625,38.6602,990000,4670.65,198,4809.35,14.3696
199,-913.4064331054688,39.6222,995000,4605.25,199,4731.78,16.1081
200,-854.7085571289062,38.4615,1000000,4675.82,200,4819.77,13.7399
201,-866.140869140625,38.772,1005000,4660.21,201,4843.77,14.5424
202,-871.5244140625,38.3749,1010000,4688.85,202,4865.21,14.5427
203,-861.6411743164062,38.2912,1015000,4715.49,203,4827.91,14.0796
204,-880.5269165039062,38.8947,1020000,4695.89,204,4852.54,13.9024
205,-868.170166015625,38.8941,1025000,4720.04,205,4889.48,14.2053
206,-907.9954833984375,38.6313,1030000,4682.59,206,4841.05,14.3293
207,-911.7752075195312,39.1875,1035000,4682.86,207,4848.67,14.8429
208,-909.1717529296875,38.6439,1040000,4709.62,208,4881.1,14.6248
209,-933.7068481445312,39.0405,1045000,4659.94,209,4840.04,14.7017
210,-907.241943359375,37.8976,1050000,4489.37,210,4405.21,13.0747
211,-1130.1922607421875,42.7739,1055000,2431.43,211,1819.75,18.4977
212,-945.2282104492188,36.4392,1060000,4008.26,212,4273.85,13.4108
213,-993.1683959960938,37.4387,1065000,4457.69,213,4512.15,13.7915
214,-1097.266357421875,39.1186,1070000,4454.39,214,4534.68,15.1201
215,-1135.916748046875,39.6294,1075000,4376.05,215,4471.04,15.6088
216,-1068.1533203125,39.0635,1080000,4470.8,216,4646.85,13.8962
217,-1058.775390625,38.8812,1085000,4451.9,217,4624.35,15.53
218,-1051.656982421875,38.8185,1090000,4543.74,218,4703.47,14.8269
219,-1029.0849609375,38.7,1095000,4612.23,219,4750.88,15.2457
220,-1036.91455078125,38.4901,1100000,4617.72,220,4738.14,14.8803
221,-1021.5525512695312,38.3628,1105000,4602.18,221,4757.73,14.8512
222,-975.5422973632812,38.0452,1110000,4258.08,222,4903.68,14.8568
223,-1284.212158203125,43.9576,1115000,2091.46,223,2729.41,15.2969
224,-1165.64697265625,38.4069,1120000,4001.72,224,4192.34,15.9219
225,-1086.205078125,38.424,1125000,3936.4,225,4387.95,14.1649
226,-1110.7113037109375,39.255,1130000,4383.8,226,4767.55,14.8079
227,-1100.3868408203125,38.9885,1135000,4638.97,227,4874.5,15.0648
228,-1118.399169921875,39.3767,1140000,4558.3,228,4749.82,14.9132
229,-1119.205810546875,39.1448,1145000,4623.42,229,4841.6,14.9932
230,-1126.1444091796875,38.9937,1150000,4592.93,230,4671.99,13.7763
231,-1135.119384765625,38.5378,1155000,4453.8,231,4757.18,13.6886
232,-1156.287109375,38.4318,1160000,4385.73,232,4450.99,12.4477
233,-1129.9820556640625,37.6401,1165000,4626.05,233,4665.94,13.6405
234,-1141.7626953125,38.1539,1170000,3988.15,234,4566.14,15.0746
235,-1104.517333984375,37.5362,1175000,4403.33,235,4702.32,12.8119
236,-1194.632568359375,38.4514,1180000,4391.9,236,3965.97,14.2512
237,-1152.4793701171875,38.1842,1185000,4471.08,237,4706.22,13.8709
238,-1255.0982666015625,38.6478,1190000,4099.85,238,4288.4,12.7398
239,-1157.9422607421875,38.4293,1195000,4394.11,239,4702.21,13.6376
240,-1232.775390625,38.1358,1200000,4396.55,240,4244.94,13.1206
241,-1164.6949462890625,38.3367,1205000,4475.87,241,4766.51,13.6365
242,-2125.0234375,55.2891,1210000,-10.88,242,-9.55,56.801
243,-1187.6173095703125,37.9968,1215000,4483.8,243,4713.42,14.095
244,-1225.0723876953125,38.0018,1220000,4624.59,244,4638.01,13.1287
245,-1150.4171142578125,37.629,1225000,4639.2,245,4802.14,13.3356
246,-1217.24169921875,38.0623,1230000,4603.61,246,4714.61,13.7103
247,-1190.9427490234375,38.0002,1235000,4631.96,247,4754.19,13.4587
248,-1191.068359375,37.9743,1240000,4633.81,248,4771.83,13.5517
249,-1200.72314453125,37.7811,1245000,4580.02,249,4766.36,13.1194
250,-1271.3800048828125,38.3696,1250000,4547.56,250,4653.69,13.8067
251,-1186.0037841796875,37.8789,1255000,4698.12,251,4814.17,13.6643
252,-1220.868408203125,38.0717,1260000,4633.88,252,4818.1,14.058
253,-1193.217041015625,37.82,1265000,4691.12,253,4797.27,13.1129
254,-1211.6014404296875,37.7132,1270000,4671.72,254,4767.45,13.6884
255,-1283.642578125,37.3614,1275000,4577.35,255,4716.33,12.9907
256,-1340.34716796875,37.5307,1280000,4373.31,256,4376.07,17.9061
257,-1282.0013427734375,36.8991,1285000,4525.24,257,4706.77,14.3168
258,-1283.939453125,37.5196,1290000,4530.37,258,4713.96,13.5476
259,-1312.7655029296875,37.6299,1295000,4423.54,259,4627.42,12.6459
260,-1298.8975830078125,37.4288,1300000,4399.99,260,4540.14,13.3442
261,-1298.7098388671875,37.5743,1305000,4501.67,261,4579.81,12.8835
262,-1294.4432373046875,37.2068,1310000,4563.95,262,4655.78,13.3134
263,-1288.98779296875,36.9593,1315000,4557.75,263,4650.36,12.8747
264,-1308.5875244140625,37.5975,1320000,4579.86,264,4685.68,13.1653
265,-1358.062255859375,37.7678,1325000,4603.01,265,4706.13,14.2329
266,-1293.720947265625,37.144,1330000,4568.6,266,4741.34,13.8103
267,-1328.9747314453125,37.0883,1335000,4604.94,267,4680.07,13.4583
268,-1283.809814453125,36.9631,1340000,4689.81,268,4781.67,13.2183
269,-1343.3173828125,37.072,1345000,4639.55,269,4774.01,13.8144
270,-1301.0921630859375,37.348,1350000,4690.54,270,4828.36,13.1888
271,-1282.3509521484375,37.0519,1355000,4658.66,271,4784.21,13.2948
272,-1270.681396484375,36.3116,1360000,4689.26,272,4800.65,12.7728
273,-1274.745849609375,36.9001,1365000,4692.73,273,4824.39,12.9119
274,-1299.7373046875,36.7057,1370000,4687.65,274,4836.16,13.0662
275,-1398.2021484375,36.8776,1375000,4655.2,275,4747.55,13.7523
276,-1335.1114501953125,37.1142,1380000,4668.52,276,4834.68,13.0236
277,-1303.8934326171875,36.8859,1385000,4746.82,277,4866.86,12.5774
278,-1279.6171875,36.2217,1390000,4692.14,278,4836.23,12.7725
279,-1306.11328125,36.7883,1395000,4577.07,279,4830.08,12.8762
280,-1357.6212158203125,36.8117,1400000,4715.29,280,4825.57,13.041
281,-1410.8502197265625,36.6428,1405000,4672.54,281,4667.91,12.6779
282,-2475.029541015625,56.5848,1410000,-0.39,282,4.76,112.0593
283,-2070.685302734375,39.0388,1415000,1110.76,283,1766.33,32.4258
284,-2025.276611328125,38.7466,1420000,2730.83,284,210.6,15.8428
285,-1421.7689208984375,36.8255,1425000,4607.67,285,4594.38,13.169
286,-1493.1055908203125,36.7741,1430000,4536.76,286,4601.6,12.932
287,-1542.4754638671875,37.0574,1435000,4478.67,287,4561.84,13.604
288,-1574.7374267578125,36.8906,1440000,4470.71,288,4560.08,13.9624
289,-1540.3583984375,37.1423,1445000,4510.07,289,4612.35,14.4447
290,-2546.221435546875,47.4367,1450000,617.2,290,590.43,52.8299
291,-2484.0244140625,49.556,1455000,584.85,291,587.64,62.384
292,-2133.393310546875,43.9439,1460000,1127.59,292,1191.38,16.0653
293,-2184.97314453125,42.5709,1465000,1713.14,293,1581.38,18.0105
294,-2278.962646484375,41.9248,1470000,2152.87,294,2884.64,21.7493
295,-2060.70458984375,43.8281,1475000,3416.2,295,3413.62,21.2117
296,-2319.97265625,41.9535,1480000,1589.96,296,1091.14,33.889
297,-2188.086181640625,40.3498,1485000,3134.17,297,815.11,17.7727
298,-2004.7054443359375,39.1703,1490000,4018.35,298,4337.63,22.7062
299,-1849.559814453125,39.2372,1495000,4264.9,299,4290.08,17.0997
300,-1947.954345703125,40.6455,1500000,4253.58,300,4262.22,17.9225
301,-1988.4815673828125,39.2684,1505000,4210.11,301,4520.76,19.8961
302,-1907.5921630859375,39.4699,1510000,4243.22,302,4509.26,15.8136
303,-1814.644287109375,38.6571,1515000,4490.62,303,4630.9,15.7617
304,-1830.087646484375,37.7235,1520000,4524.0,304,4657.86,15.0145
305,-1812.382568359375,37.7825,1525000,4555.26,305,4665.96,14.7932
306,-1818.3681640625,37.8168,1530000,4507.05,306,4650.7,14.4897
307,-1773.1483154296875,37.1581,1535000,4565.16,307,4730.56,13.9036
308,-1804.8824462890625,37.0253,1540000,4571.12,308,4791.45,14.1456
309,-1796.0291748046875,37.4052,1545000,4556.81,309,4730.58,14.116
310,-2064.201904296875,37.9468,1550000,4027.15,310,4555.53,21.0484
311,-1872.016357421875,37.6081,1555000,4248.78,311,4651.14,14.2856
312,-1816.6806640625,37.3425,1560000,4528.44,312,4735.19,14.3
313,-1787.1429443359375,37.0035,1565000,4633.45,313,4741.33,13.6771
314,-1787.384765625,37.4749,1570000,4579.56,314,4736.68,13.8016
315,-1772.166748046875,37.4175,1575000,4594.14,315,4810.65,13.7665
316,-2039.558837890625,37.99,1580000,4333.76,316,4397.85,14.0563
317,-1880.7723388671875,37.915,1585000,4555.05,317,4740.0,13.7939
318,-1819.9427490234375,37.5607,1590000,4703.21,318,4866.94,13.6274
319,-1802.833984375,37.4972,1595000,4608.44,319,4820.91,13.9242
320,-1882.823486328125,37.3543,1600000,4593.17,320,4840.92,14.0377
321,-1924.772216796875,37.8382,1605000,4599.4,321,4812.62,14.1657
322,-1854.033203125,37.5148,1610000,4600.88,322,4735.05,13.603
323,-1857.0792236328125,37.6188,1615000,4587.62,323,4739.88,13.7523
324,-1889.391845703125,37.4755,1620000,4615.84,324,4774.56,13.8858
325,-1969.6907958984375,37.9639,1625000,4434.6,325,4648.06,14.2902
326,-1928.1260986328125,37.6799,1630000,4623.14,326,4808.97,14.1769
327,-2007.18310546875,37.728,1635000,4568.55,327,4693.85,14.3105
328,-1955.097900390625,37.4885,1640000,4609.45,328,4713.96,13.9697
329,-1969.0687255859375,37.5707,1645000,4591.41,329,4693.92,13.955
330,-1963.7734375,37.8665,1650000,4590.51,330,4710.59,14.2053
331,-1890.0899658203125,37.1308,1655000,4615.0,331,4750.86,13.698
332,-1980.8284912109375,37.4832,1660000,4539.58,332,4736.42,14.2271
333,-1938.21142578125,37.5133,1665000,4573.77,333,4725.0,14.3785
334,-1890.9566650390625,36.6907,1670000,4564.22,334,4777.71,13.7822
335,-2023.1387939453125,37.1951,1675000,4557.42,335,4675.59,13.4574
336,-2036.96826171875,37.4649,1680000,4325.64,336,4712.15,13.902
337,-2031.281982421875,38.0188,1685000,4628.23,337,4744.93,14.0345
338,-1990.955810546875,37.0817,1690000,4619.17,338,4779.61,13.5757
339,-2067.649169921875,37.8297,1695000,4524.13,339,4688.52,13.7587
340,-2002.9659423828125,37.4006,1700000,4658.73,340,4803.8,13.6673
341,-2053.41650390625,37.7519,1705000,4585.0,341,4706.56,13.7109
342,-2061.85107421875,37.2824,1710000,4582.54,342,4747.47,13.6049
343,-2030.691650390625,36.8809,1715000,4579.53,343,4718.46,13.7475
344,-2103.431640625,37.5842,1720000,4592.35,344,4684.5,13.8171
345,-2034.61865234375,37.4916,1725000,4607.81,345,4754.87,13.648
346,-2067.49609375,37.7419,1730000,4565.78,346,4714.69,14.0118
347,-2105.284423828125,37.6392,1735000,4536.87,347,4680.83,14.2482
348,-2116.4482421875,37.0574,1740000,4567.93,348,4711.44,14.1432
349,-2093.68603515625,37.2651,1745000,4576.49,349,4728.2,13.708
350,-2092.321533203125,37.2074,1750000,4550.01,350,4683.02,14.0083
351,-2079.58251953125,37.1348,1755000,4620.16,351,4732.21,13.9763
352,-2100.031494140625,37.5099,1760000,4348.41,352,4672.46,14.1908
353,-2100.04052734375,37.5716,1765000,4616.61,353,4723.7,14.0765
354,-2135.670166015625,37.5244,1770000,4585.69,354,4716.41,13.8973
355,-2058.2568359375,37.5229,1775000,4627.27,355,4740.22,14.3507
356,-2114.583740234375,37.2053,1780000,4514.29,356,4577.76,14.1941
357,-1957.1099853515625,37.4356,1785000,4676.4,357,4786.16,14.5498
358,-2121.7724609375,37.6344,1790000,4588.81,358,4645.61,14.1944
359,-2054.120849609375,37.9431,1795000,4636.82,359,4778.32,14.1536
360,-2086.7470703125,37.5057,1800000,4595.22,360,4709.69,13.9322
361,-2089.048828125,37.3362,1805000,4675.34,361,4729.19,14.145
362,-2028.2457275390625,37.2644,1810000,4516.62,362,4680.38,13.8424
363,-2119.867919921875,37.2655,1815000,4629.19,363,4726.75,13.8318
364,-2073.709228515625,36.9203,1820000,4664.45,364,4732.24,13.6719
365,-2119.503173828125,36.9331,1825000,4618.39,365,4748.43,13.8171
366,-2134.77734375,36.7475,1830000,4625.03,366,4710.21,13.836
367,-2093.12939453125,37.0479,1835000,4614.47,367,4654.92,13.6161
368,-2151.11376953125,37.5116,1840000,4648.39,368,4750.11,14.234
369,-2112.941162109375,36.3002,1845000,4578.96,369,4684.15,13.5809
370,-2127.896728515625,36.6094,1850000,4603.82,370,4666.1,13.799
371,-2089.43994140625,36.7248,1855000,4646.77,371,4763.55,13.9436
372,-2112.816162109375,36.8845,1860000,4646.89,372,4708.79,13.9815
373,-2101.11572265625,36.8719,1865000,4652.38,373,4716.56,14.1624
374,-2106.260498046875,36.7042,1870000,4645.79,374,4729.63,13.6714
375,-2131.7490234375,36.617,1875000,4657.33,375,4712.51,13.6283
376,-2223.71337890625,36.8445,1880000,4603.37,376,4706.21,14.1047
377,-2080.50341796875,36.8401,1885000,4613.57,377,4704.56,13.9021
378,-2085.644775390625,36.2281,1890000,4670.7,378,4756.64,13.3627
379,-2074.391845703125,36.4558,1895000,4663.51,379,4751.91,13.75
380,-2134.09619140625,36.3205,1900000,4669.04,380,4759.83,13.5016
381,-2104.654541015625,36.3535,1905000,4653.18,381,4702.88,13.4204
382,-2101.75634765625,36.7917,1910000,4741.08,382,4826.89,13.4711
383,-2062.084716796875,36.4964,1915000,4731.48,383,4861.67,13.4338
