Itration,Reward Loss,Running Reverse KL,Real Det Return,Running Forward KL,Real Sto Return,Running Update Time,Running Env Steps
109,-1658.0355224609375,25.9938,764.66,61.8991,338.58,109,545000
110,-1580.0242919921875,23.713,875.53,58.2185,410.3,110,550000
111,-1739.3466796875,28.6994,910.25,63.5103,412.17,111,555000
112,-1740.10546875,36.252,768.5,65.4468,245.4,112,560000
113,-1771.573974609375,41.3124,373.37,65.3799,93.83,113,565000
114,-1787.1424560546875,27.7839,505.01,63.4917,208.88,114,570000
115,-1878.3369140625,25.1162,386.6,65.6198,51.77,115,575000
116,-1910.19873046875,26.0797,358.6,64.288,44.85,116,580000
117,-1929.9837646484375,25.3965,502.74,65.8251,102.2,117,585000
118,-1925.980712890625,26.7957,591.05,63.9165,104.46,118,590000
119,-1792.86767578125,25.327,903.09,58.0267,319.03,119,595000
120,-2002.6502685546875,27.3108,612.28,64.0111,310.31,120,600000
121,-2007.18408203125,26.5282,883.9,63.8503,433.76,121,605000
122,-2000.9033203125,26.8107,1162.96,61.7883,306.68,122,610000
123,-1847.8426513671875,22.104,1497.83,55.0129,1141.3,123,615000
124,-1811.3221435546875,23.4474,1564.59,56.0896,667.15,124,620000
125,-1900.9482421875,24.5216,1373.19,58.8423,535.96,125,625000
126,-2122.360595703125,26.8283,672.29,62.0125,385.53,126,630000
127,-1861.3328857421875,23.0451,965.83,54.983,713.52,127,635000
128,-2180.302978515625,25.468,681.33,62.1097,233.21,128,640000
129,-2155.505615234375,26.4299,481.86,60.9684,339.57,129,645000
130,-2192.539794921875,25.6384,600.67,60.6408,288.52,130,650000
131,-2431.969970703125,28.2654,543.64,65.9446,208.64,131,655000
132,-2492.194580078125,30.4745,618.3,69.0459,135.83,132,660000
133,-2045.127197265625,22.044,795.39,54.0955,251.86,133,665000
134,-2575.446044921875,63.3218,302.94,68.2649,-31.31,134,670000
135,-1976.202392578125,27.6857,1248.56,56.3634,581.57,135,675000
136,-2433.353759765625,30.8594,557.37,61.9433,49.12,136,680000
137,-2395.404541015625,25.3451,905.4,59.9533,341.74,137,685000
138,-2673.450439453125,33.0491,479.31,65.1566,110.55,138,690000
139,-2645.34765625,32.133,662.62,66.1328,283.79,139,695000
140,-2507.68603515625,23.9319,1005.61,58.2412,389.29,140,700000
141,-2776.751953125,28.2424,1024.68,64.8382,509.09,141,705000
142,-2547.56494140625,24.6547,875.06,58.0876,658.94,142,710000
143,-2573.498291015625,24.4427,1037.82,57.3292,602.5,143,715000
144,-2522.815673828125,22.6549,1064.51,56.4837,762.35,144,720000
145,-2737.970947265625,30.483,507.31,64.0842,308.3,145,725000
146,-2597.36279296875,25.5687,1061.33,57.282,548.88,146,730000
147,-2708.46484375,24.9526,1161.54,58.7539,561.45,147,735000
148,-2749.95166015625,24.5521,796.71,57.2171,228.68,148,740000
149,-2834.599853515625,24.2645,822.4,58.8769,351.3,149,745000
150,-3012.357421875,27.109,591.29,61.1451,199.31,150,750000
151,-3111.534912109375,27.6633,909.5,63.4445,288.73,151,755000
152,-2908.50732421875,25.5471,682.57,57.7223,399.46,152,760000
153,-2924.832763671875,23.0111,641.94,55.2748,223.78,153,765000
154,-2993.9775390625,25.5167,881.33,58.6757,287.36,154,770000
155,-3229.339599609375,27.4169,663.64,61.5942,284.69,155,775000
156,-2958.73681640625,22.4857,1462.68,55.5696,820.51,156,780000
157,-2931.756103515625,21.7883,985.1,55.3091,280.73,157,785000
158,-3313.401611328125,25.6543,793.03,62.4084,286.38,158,790000
159,-3104.311279296875,24.1972,763.93,57.705,547.61,159,795000
160,-3444.136474609375,28.7061,619.34,62.3746,531.84,160,800000
161,-3456.75048828125,28.2763,971.92,60.402,379.05,161,805000
162,-3484.006591796875,25.2913,1135.2,60.0016,485.33,162,810000
163,-3411.08740234375,27.954,805.84,60.5346,287.82,163,815000
164,-3534.308349609375,26.7159,832.56,60.622,466.24,164,820000
165,-3663.20751953125,27.4017,759.64,62.3377,394.83,165,825000
166,-3689.600830078125,25.5337,779.26,61.1369,564.91,166,830000
167,-3750.566650390625,25.3284,716.81,61.3295,281.79,167,835000
168,-3688.48193359375,26.1907,948.8,60.5734,386.41,168,840000
169,-2898.78759765625,16.8473,1196.76,49.6321,590.15,169,845000
170,-4079.031005859375,30.6573,818.87,66.3451,399.19,170,850000
171,-3188.21533203125,19.3667,1716.67,48.892,1087.17,171,855000
172,-3629.42138671875,22.2134,824.08,56.7916,366.85,172,860000
173,-3521.6298828125,21.0391,1296.18,53.1805,766.03,173,865000
174,-3656.099853515625,22.6565,1084.73,56.1964,633.32,174,870000
175,-4201.8466796875,49.2658,469.64,63.2995,-184.55,175,875000
176,-3349.65087890625,21.0764,1316.92,52.7457,919.48,176,880000
177,-3740.5400390625,22.5406,1318.86,53.7842,407.53,177,885000
178,-3395.4501953125,19.7392,1626.82,51.1266,762.62,178,890000
179,-4455.2744140625,28.2459,857.12,62.8866,440.02,179,895000
180,-3057.48388671875,15.7788,2096.78,44.1894,1280.22,180,900000
181,-3512.870361328125,17.7949,1535.54,49.9506,1097.61,181,905000
182,-3804.6884765625,20.2386,1245.74,50.5642,797.4,182,910000
183,-4381.0703125,22.7642,1003.32,54.9734,650.31,183,915000
184,-4029.19384765625,20.9879,1114.65,50.8524,724.28,184,920000
185,-4819.19140625,30.2323,617.82,63.5313,445.54,185,925000
186,-4489.5166015625,22.4958,1058.6,56.4002,580.6,186,930000
187,-4489.07861328125,22.7757,1331.96,55.7376,526.74,187,935000
188,-3531.387939453125,17.2474,2127.19,48.5455,1189.94,188,940000
189,-4018.77685546875,19.4309,1632.25,50.5703,968.02,189,945000
190,-4645.2421875,21.8502,1346.34,54.3662,880.7,190,950000
191,-4698.08984375,20.6488,1767.1,53.2115,755.97,191,955000
192,-4588.1171875,19.839,1291.18,52.0521,712.7,192,960000
193,-3906.8642578125,15.1851,1061.88,47.9404,895.37,193,965000
194,-4121.59228515625,17.1789,2220.94,50.5894,1302.57,194,970000
195,-3375.12646484375,13.7446,2392.38,42.1849,1377.17,195,975000
196,-4986.041015625,22.7906,707.2,56.3248,572.87,196,980000
197,-5739.25048828125,26.9085,793.26,64.438,392.86,197,985000
198,-4898.677734375,23.2142,1138.02,54.1852,710.87,198,990000
199,-4360.990234375,17.6998,1342.37,49.9782,627.87,199,995000
200,-5895.0400390625,26.5506,363.43,63.6083,272.03,200,1000000
201,-5880.47412109375,26.125,531.93,63.8069,282.3,201,1005000
202,-5891.6044921875,27.3241,383.49,65.2693,155.12,202,1010000
203,-5902.12939453125,26.9828,350.88,62.4341,118.33,203,1015000
204,-6071.09228515625,26.948,578.28,64.1905,320.2,204,1020000
205,-5904.10791015625,24.5688,404.26,61.1338,274.99,205,1025000
206,-5979.5224609375,24.2071,625.94,62.5745,344.77,206,1030000
207,-6199.884765625,24.7951,679.21,62.1356,300.91,207,1035000
208,-6320.853515625,25.1478,638.4,63.7485,387.77,208,1040000
209,-6229.408203125,24.0989,711.48,61.5387,426.42,209,1045000
210,-6361.50732421875,24.619,644.64,62.2052,275.22,210,1050000
211,-6044.75390625,21.4179,940.59,56.7937,400.6,211,1055000
212,-5923.6455078125,21.8185,655.33,57.9698,425.27,212,1060000
213,-6849.337890625,24.7422,467.97,64.5283,222.52,213,1065000
214,-6920.71435546875,26.2839,624.4,64.846,245.33,214,1070000
215,-6783.3310546875,23.502,509.5,61.6905,326.43,215,1075000
216,-7085.7724609375,27.1224,464.62,64.9974,268.17,216,1080000
217,-5527.814453125,19.466,1026.33,52.6065,546.28,217,1085000
218,-6160.8896484375,21.6329,478.49,56.2498,327.79,218,1090000
219,-5897.814453125,20.1774,598.08,54.8815,237.0,219,1095000
220,-6882.783203125,25.7196,546.64,61.6348,415.94,220,1100000
221,-5696.1298828125,17.3829,1004.25,51.5233,518.89,221,1105000
222,-6419.728515625,20.098,741.56,54.9238,326.4,222,1110000
223,-6722.79248046875,21.7247,600.22,56.9528,555.17,223,1115000
224,-7553.9501953125,25.749,611.21,63.6124,402.09,224,1120000
225,-7641.68310546875,26.6599,562.23,62.8813,366.52,225,1125000
226,-6832.4287109375,21.6277,853.14,55.924,609.24,226,1130000
227,-7124.90673828125,22.077,705.52,55.3883,472.94,227,1135000
228,-7463.748046875,22.3806,491.93,58.8197,257.38,228,1140000
229,-7477.1279296875,23.0306,605.45,58.6257,418.11,229,1145000
230,-7194.802734375,21.5712,619.63,55.779,429.46,230,1150000
231,-7100.28125,21.3945,757.8,55.1486,594.71,231,1155000
232,-8031.03466796875,24.842,667.75,60.5582,413.47,232,1160000
233,-7708.87109375,23.6127,529.21,55.7405,360.87,233,1165000
234,-7828.94140625,22.5429,500.38,56.7059,232.93,234,1170000
235,-7870.38525390625,22.3804,508.67,56.7954,502.4,235,1175000
236,-8126.20361328125,22.4371,722.19,57.8642,244.42,236,1180000
237,-8477.3173828125,23.7593,451.16,59.0655,319.45,237,1185000
238,-8619.3173828125,23.6475,506.48,60.2659,315.94,238,1190000
239,-8764.630859375,24.0598,681.93,60.3982,464.13,239,1195000
240,-8539.462890625,22.8259,660.58,57.6019,516.12,240,1200000
241,-8908.5986328125,23.8014,588.3,58.5801,344.59,241,1205000
242,-8883.7900390625,22.9755,645.08,59.1018,177.25,242,1210000
243,-9232.951171875,25.8348,599.96,61.1126,281.73,243,1215000
244,-7970.55419921875,17.9052,533.54,52.9437,439.44,244,1220000
245,-8666.7626953125,21.1821,670.22,56.6636,409.66,245,1225000
246,-8746.6025390625,20.6891,742.81,57.9793,342.7,246,1230000
247,-9092.05859375,23.3915,886.98,56.8681,370.55,247,1235000
248,-9459.322265625,23.0884,406.03,59.3452,286.35,248,1240000
249,-9397.8369140625,22.4026,418.1,59.9411,272.05,249,1245000
250,-8615.720703125,18.6789,667.9,54.753,253.99,250,1250000
251,-9409.3759765625,22.3592,708.77,56.8827,325.08,251,1255000
252,-9646.15234375,33.4086,360.69,62.4181,232.27,252,1260000
253,-8365.12109375,21.4125,557.63,51.1095,358.02,253,1265000
254,-9629.9423828125,24.7385,541.66,57.7303,354.23,254,1270000
255,-10053.7568359375,24.5261,630.3,61.6067,374.14,255,1275000
256,-8314.8505859375,19.723,956.45,52.2909,615.61,256,1280000
257,-9972.080078125,25.3452,1211.59,59.2549,692.87,257,1285000
258,-10544.759765625,27.983,914.09,63.3819,458.5,258,1290000
259,-9775.1103515625,24.459,666.91,57.862,454.87,259,1295000
260,-9652.326171875,23.6926,736.07,56.1997,282.67,260,1300000
261,-10532.1494140625,27.0837,913.02,60.8955,516.98,261,1305000
262,-10176.15234375,24.9175,539.23,59.3802,245.09,262,1310000
263,-8933.89453125,19.4446,1164.33,53.0794,694.25,263,1315000
264,-11016.626953125,28.587,780.61,63.5505,316.23,264,1320000
265,-10247.2216796875,24.3202,824.25,57.424,593.51,265,1325000
266,-10934.419921875,25.5611,1324.46,59.12,632.31,266,1330000
267,-9862.30859375,21.6784,1222.34,54.9728,526.7,267,1335000
268,-10581.8388671875,24.4318,1242.71,56.9667,711.31,268,1340000
269,-8228.19921875,16.684,1393.04,49.1123,945.16,269,1345000
270,-11819.3544921875,27.3098,1456.15,62.873,1039.82,270,1350000
271,-11917.1455078125,25.477,738.05,62.0635,481.89,271,1355000
272,-10036.025390625,20.4344,1064.94,53.6449,591.72,272,1360000
273,-9427.1298828125,22.3869,1219.87,51.5306,446.04,273,1365000
274,-10554.0244140625,24.6955,659.54,55.9409,358.19,274,1370000
275,-7430.63330078125,15.0991,1786.02,46.9262,478.94,275,1375000
276,-10946.1787109375,25.6918,1023.01,57.746,538.94,276,1380000
277,-10422.599609375,22.1112,929.98,56.2788,458.25,277,1385000
278,-8398.3056640625,16.7635,1064.84,50.0636,951.98,278,1390000
279,-11986.4736328125,28.9274,826.35,61.8578,345.49,279,1395000
280,-8891.4658203125,19.9723,1536.62,50.9972,798.99,280,1400000
281,-11234.8935546875,25.9485,1176.61,57.2546,690.42,281,1405000
282,-10450.84765625,22.9651,1574.57,52.4706,1262.12,282,1410000
283,-9987.939453125,20.488,1658.48,51.3594,742.3,283,1415000
284,-11677.8408203125,31.2358,934.08,59.4648,468.99,284,1420000
285,-11273.5498046875,23.2877,1318.38,55.07,674.6,285,1425000
286,-12005.6513671875,26.329,939.91,60.2594,465.11,286,1430000
287,-9779.7646484375,18.1346,913.05,51.7708,878.6,287,1435000
288,-10600.0595703125,19.0453,954.91,54.2936,501.6,288,1440000
289,-11798.1259765625,22.9884,758.09,57.4903,467.73,289,1445000
290,-11543.8818359375,21.9166,1527.68,56.5447,804.53,290,1450000
291,-9821.7548828125,17.8242,1239.97,50.4787,732.74,291,1455000
292,-11758.9873046875,21.8576,851.38,55.6149,545.84,292,1460000
293,-6598.84814453125,11.7721,1605.95,45.0285,736.99,293,1465000
294,-9821.369140625,17.5888,1450.09,49.9651,1000.03,294,1470000
295,-10802.732421875,17.8475,956.63,51.9117,600.21,295,1475000
296,-10285.2666015625,17.8731,1458.06,51.0799,541.36,296,1480000
297,-8701.189453125,13.3753,1179.42,47.2413,717.6,297,1485000
298,-11693.6083984375,19.3708,1243.64,54.5867,615.3,298,1490000
299,-10333.025390625,15.6359,1936.16,50.1807,996.91,299,1495000
300,-9530.7919921875,14.3891,2007.06,47.9197,1037.36,300,1500000
301,-8289.455078125,11.8318,1324.39,46.5187,569.49,301,1505000
302,-12485.0634765625,19.5053,1103.11,54.7523,859.26,302,1510000
303,-8649.83984375,13.2086,2046.6,47.1633,799.11,303,1515000
304,-12114.453125,19.5396,1297.5,53.039,423.03,304,1520000
305,-8993.7763671875,13.1582,1443.59,46.6328,858.4,305,1525000
306,-11197.9853515625,16.753,1100.73,50.4892,827.22,306,1530000
307,-9873.671875,14.2412,1782.35,47.8171,1043.04,307,1535000
308,-11815.251953125,17.686,1323.77,52.0203,634.25,308,1540000
309,-8892.0478515625,12.3186,1235.7,44.9948,779.55,309,1545000
310,-11006.0576171875,15.22,1904.11,49.1578,992.16,310,1550000
311,-8968.69140625,13.0696,1817.6,46.6612,683.46,311,1555000
312,-12289.9833984375,18.6845,1978.35,53.4968,1105.39,312,1560000
313,-9775.3095703125,13.2294,1728.42,46.0185,756.55,313,1565000
314,-9392.48828125,13.7356,1664.65,47.2816,708.79,314,1570000
315,-14184.671875,23.5659,1463.79,58.894,542.35,315,1575000
316,-13386.134765625,21.2422,783.33,56.1775,516.51,316,1580000
317,-9997.431640625,15.0799,1377.41,47.7995,801.45,317,1585000
318,-12592.3427734375,19.999,1636.72,55.0358,882.6,318,1590000
319,-10537.4208984375,15.2551,2051.5,49.3761,921.47,319,1595000
320,-10762.1025390625,14.7106,1494.73,48.2706,830.99,320,1600000
321,-9544.9970703125,12.6742,1751.2,46.762,1073.27,321,1605000
322,-13958.2060546875,21.5999,1388.86,56.2981,652.94,322,1610000
323,-13099.7255859375,19.9847,1122.86,53.6431,449.86,323,1615000
324,-7559.31591796875,9.9284,1952.52,43.4222,785.8,324,1620000
325,-10736.0673828125,14.5868,2090.49,46.7312,967.19,325,1625000
326,-10176.5537109375,13.5708,1420.03,47.536,1044.26,326,1630000
327,-12353.7470703125,17.3248,1597.38,49.306,1055.05,327,1635000
328,-12084.3271484375,16.384,1384.98,49.3277,619.57,328,1640000
329,-13507.3212890625,19.3339,1219.4,53.6752,677.0,329,1645000
330,-10160.10546875,12.7601,1972.69,46.4789,1052.78,330,1650000
331,-12291.8525390625,16.7515,1344.33,49.9423,897.07,331,1655000
332,-9464.4248046875,11.523,1322.4,44.6779,781.75,332,1660000
333,-12012.298828125,16.0816,792.28,48.5914,443.53,333,1665000
334,-9800.1328125,11.1267,1110.58,45.2485,888.77,334,1670000
335,-11742.9384765625,15.0728,1330.02,48.6024,894.52,335,1675000
336,-10818.1982421875,13.8899,1755.84,46.1348,746.0,336,1680000
337,-9732.1376953125,12.2653,1374.26,45.5535,589.05,337,1685000
338,-9456.806640625,11.0891,2193.54,43.5246,1074.39,338,1690000
339,-11130.6533203125,14.1934,1403.29,46.8005,843.68,339,1695000
340,-10320.48046875,12.3079,1656.39,44.0233,926.26,340,1700000
341,-12347.2685546875,16.5777,1849.43,49.1284,965.05,341,1705000
342,-13595.4794921875,18.6543,860.2,51.0578,572.29,342,1710000
343,-13442.130859375,18.9288,1183.47,51.2978,752.87,343,1715000
344,-13356.533203125,17.831,1531.05,50.6475,833.87,344,1720000
345,-12241.11328125,15.903,1064.86,47.6852,791.59,345,1725000
346,-12093.7060546875,14.6117,1116.17,47.3631,676.24,346,1730000
347,-10216.7275390625,12.4616,1362.09,44.7884,802.39,347,1735000
348,-12442.08203125,15.2185,1547.51,47.1704,726.97,348,1740000
349,-12468.0615234375,15.3143,951.71,48.3936,608.75,349,1745000
350,-12110.2001953125,15.3904,1393.63,48.052,731.99,350,1750000
351,-15875.716796875,23.8713,735.75,58.3185,304.72,351,1755000
352,-13791.5537109375,18.104,1014.71,50.6488,473.95,352,1760000
353,-13580.5986328125,17.7467,1055.95,50.6196,1136.21,353,1765000
354,-12150.939453125,15.3938,900.58,47.3813,585.0,354,1770000
355,-10432.716796875,11.8206,1578.33,44.2202,590.31,355,1775000
356,-11135.029296875,13.1371,1537.05,45.2523,1006.81,356,1780000
357,-12289.271484375,16.1652,1004.71,47.6174,744.48,357,1785000
358,-13943.701171875,19.6633,1663.85,51.4636,888.21,358,1790000
359,-13129.4306640625,16.7033,988.19,49.6365,602.06,359,1795000
360,-12287.3623046875,15.9957,1517.58,47.4157,969.34,360,1800000
361,-14671.8349609375,20.1039,1276.72,53.7373,533.04,361,1805000
362,-11917.7607421875,15.1977,1307.7,47.7481,759.1,362,1810000
363,-13614.6298828125,16.9967,1064.77,49.1413,943.37,363,1815000
364,-11112.2958984375,11.875,1577.8,44.8444,532.83,364,1820000
365,-10145.234375,10.9382,2020.3,42.858,1323.21,365,1825000
366,-9022.44140625,10.0199,2059.95,42.6415,988.38,366,1830000
367,-10187.7373046875,11.6183,1792.07,43.2598,1162.57,367,1835000
368,-6654.580078125,8.4818,2322.29,38.9496,1091.49,368,1840000
369,-5738.9833984375,9.0289,2904.76,38.689,1779.37,369,1845000
370,-8764.1767578125,10.8747,1763.05,42.5078,1516.28,370,1850000
371,-11566.1484375,15.3243,1355.92,46.4349,925.48,371,1855000
372,-9385.4541015625,15.2122,1434.14,43.841,1374.78,372,1860000
373,-7580.5322265625,14.8188,1650.36,40.6985,1504.16,373,1865000
374,-11533.78515625,15.779,1551.25,47.4525,900.63,374,1870000
375,-10946.5986328125,16.2387,1602.18,46.9137,952.64,375,1875000
376,-12787.7392578125,17.8831,1618.82,48.6442,1392.11,376,1880000
377,-11363.78515625,14.7102,2223.31,46.5606,954.59,377,1885000
378,-11106.84375,14.0207,1319.04,45.2728,1240.57,378,1890000
379,-11675.5751953125,16.3246,2023.13,47.945,1582.04,379,1895000
380,-9202.6435546875,11.401,2138.55,44.8536,897.96,380,1900000
381,-7568.53759765625,10.3872,2111.61,41.493,1234.72,381,1905000
382,-6231.044921875,11.9271,2778.51,41.8088,1929.93,382,1910000
383,-9749.0029296875,12.4059,1717.58,44.3653,1065.18,383,1915000
384,-8093.6279296875,11.1996,2136.72,42.5803,1319.07,384,1920000
385,-13199.6337890625,17.734,1131.06,49.8696,752.31,385,1925000
386,-9940.7783203125,11.4748,2467.34,43.5264,1246.95,386,1930000
387,-10663.53125,12.1407,2131.44,44.4952,1020.39,387,1935000
388,-10736.794921875,12.4137,1746.12,44.7138,1312.29,388,1940000
389,-11665.603515625,13.6229,2392.13,47.3469,1065.45,389,1945000
390,-8539.8447265625,9.9865,2633.23,41.9312,1385.54,390,1950000
391,-8226.8291015625,10.2576,2423.77,42.3005,1369.17,391,1955000
392,-7884.08544921875,9.9062,2596.07,41.1604,1720.97,392,1960000
393,-11037.923828125,12.0378,1414.68,44.3876,833.83,393,1965000
394,-9884.681640625,10.8832,2303.67,42.2923,1586.39,394,1970000
395,-8017.60595703125,10.3807,2353.87,40.9174,1702.71,395,1975000
396,-11645.54296875,15.8644,2537.21,45.689,1439.1,396,1980000
397,-9241.4375,11.282,2263.49,42.8364,1514.02,397,1985000
398,-8178.1064453125,10.4126,2171.73,42.5294,1210.93,398,1990000
399,-12428.2236328125,15.742,1322.84,48.998,865.51,399,1995000
400,-11173.291015625,14.1861,1101.75,46.9856,906.95,400,2000000
